example_id,rate,method,doc_len,n_docs,n_queries,top_count_mean,jaccard_all_mean,jaccard_related_related_mean,jaccard_unrelated_unrelated_mean,jaccard_related_unrelated_mean,all_query_intersection_over_topk,stable_over_doc,never_selected_ratio,always_selected_ratio,mean_stable_relative_position
11,0.15,global_top,2331,19,35,349.0,0.7399651324721476,0.7706072633414229,0.739486366534124,0.7414811898956039,0.7163323782234957,0.10725010725010725,0.6374946374946375,0.10725010725010725,0.8785424892703864
11,0.15,per_doc_top,2331,19,35,342.0,0.6475860840684297,0.6830352956935236,0.6481462553483646,0.6435840779254818,0.5029239766081871,0.07378807378807378,0.5851565851565852,0.07378807378807378,0.5150938217386964
11,0.3,global_top,2331,19,35,699.0,0.8273783919678186,0.8575541559476703,0.8260059234079736,0.8335264869026466,0.7854077253218884,0.23552123552123552,0.4706134706134706,0.23552123552123552,0.7960169484900365
11,0.3,per_doc_top,2331,19,35,691.0,0.771227224868148,0.7952984228013132,0.7713955451137715,0.7696053453303486,0.6758321273516642,0.20034320034320036,0.4345774345774346,0.20034320034320036,0.49933370707005725
12,0.15,global_top,2462,14,35,369.0,0.7457596318272077,0.747463248647512,0.7508254645439684,0.7195329247649774,0.7506775067750677,0.11251015434606011,0.6433793663688059,0.11251015434606011,0.8969512848083532
12,0.15,per_doc_top,2462,14,35,363.0,0.6431915336648549,0.5935609376519794,0.6571620295534895,0.5725615943656458,0.5041322314049587,0.0743298131600325,0.5804224207961007,0.0743298131600325,0.5440922100616614
12,0.3,global_top,2462,14,35,738.0,0.8258833593428186,0.7900657852016656,0.8346101896130073,0.7819140354720889,0.7723577235772358,0.23151909017059302,0.45978878960194963,0.23151909017059302,0.8124888613243796
12,0.3,per_doc_top,2462,14,35,732.0,0.7596763178746254,0.7269567485427865,0.7713613494114088,0.7003261414761974,0.6666666666666666,0.19821283509341997,0.4082047116165719,0.19821283509341997,0.5153875873462074
13,0.15,global_top,2439,18,35,365.0,0.7523573739331181,0.7853813277154238,0.7504893479664123,0.760976842872068,0.7232876712328767,0.10824108241082411,0.6256662566625666,0.10824108241082411,0.8892379496358167
13,0.15,per_doc_top,2439,18,35,356.0,0.648186711004288,0.7219273742779845,0.6423720877021314,0.6759245356714612,0.5308988764044944,0.07749077490774908,0.5658056580565806,0.07749077490774908,0.5186791150695991
13,0.3,global_top,2439,18,35,731.0,0.8143811537882865,0.8641550517535643,0.8104872463518545,0.83294424123177,0.7633378932968536,0.22878228782287824,0.44362443624436243,0.22878228782287824,0.7961803993519571
13,0.3,per_doc_top,2439,18,35,722.0,0.7716045140196335,0.8267170742066687,0.7674715972714032,0.7912356497129774,0.6925207756232687,0.2050020500205002,0.4034440344403444,0.2050020500205002,0.5028187038556193
14,0.15,global_top,2120,17,35,318.0,0.7262431721630513,0.7116172438542049,0.7298503398305851,0.7080631994737784,0.6886792452830188,0.10330188679245284,0.6353773584905661,0.10330188679245284,0.8856917517309147
14,0.15,per_doc_top,2120,17,35,309.0,0.5902646629972863,0.5493443625777696,0.5968803681303994,0.5573622791976454,0.44336569579288027,0.06462264150943396,0.5556603773584906,0.06462264150943396,0.5427088249174139
14,0.3,global_top,2120,17,35,636.0,0.7960781404236346,0.7564767297633348,0.8013656695557897,0.769996783990634,0.7468553459119497,0.2240566037735849,0.4419811320754717,0.2240566037735849,0.7997069123966121
14,0.3,per_doc_top,2120,17,35,629.0,0.7252551850664526,0.6784518671488252,0.7316659028185312,0.6935957470323056,0.6120826709062003,0.18160377358490565,0.3778301886792453,0.18160377358490565,0.5103313864050061
15,0.15,global_top,1551,19,35,232.0,0.7605086885837234,0.7804070580013976,0.7612550689470641,0.7560305659954955,0.7586206896551724,0.11347517730496454,0.655705996131528,0.11347517730496454,0.8942925219941348
15,0.15,per_doc_top,1551,19,35,224.0,0.619436979905348,0.651564481059041,0.6211021897974603,0.6098294110517151,0.4732142857142857,0.06834300451321727,0.5654416505480335,0.06834300451321727,0.5613877054169203
15,0.3,global_top,1551,19,35,465.0,0.8183928548982878,0.8650996892911921,0.8159284180980753,0.8296661897912747,0.7698924731182796,0.2308188265635074,0.43520309477756286,0.2308188265635074,0.7725464047576142
15,0.3,per_doc_top,1551,19,35,458.0,0.7382123924997697,0.7602035630337517,0.738533073357799,0.7358683173207637,0.6266375545851528,0.18504190844616378,0.38555770470664086,0.18504190844616378,0.503740586714623
16,0.15,global_top,2162,14,35,324.0,0.7300722735559309,0.7423468275353077,0.7318643768120382,0.7204294935875213,0.7067901234567902,0.1059204440333025,0.6424606845513413,0.1059204440333025,0.8899506738146863
16,0.15,per_doc_top,2162,14,35,318.0,0.6234734378885509,0.5757362737548716,0.6334178386130896,0.5735858205242782,0.5,0.07354301572617947,0.5638297872340425,0.07354301572617947,0.5166487678951335
16,0.3,global_top,2162,14,35,648.0,0.8009239457299433,0.7871616386636223,0.804894520903109,0.7808393794310765,0.7623456790123457,0.22849213691026826,0.44033302497687327,0.22849213691026826,0.8086468440349439
16,0.3,per_doc_top,2162,14,35,643.0,0.7556263488274896,0.7258036244349114,0.7612137538815493,0.727690049518782,0.6702954898911353,0.19935245143385755,0.391304347826087,0.19935245143385755,0.5023089121539718
17,0.15,global_top,2098,14,35,314.0,0.7286765749614852,0.7158811529802264,0.7322463126209278,0.7106327873246127,0.7133757961783439,0.10676835081029552,0.6234509056244042,0.10676835081029552,0.8949647455548744
17,0.15,per_doc_top,2098,14,35,308.0,0.616383455555623,0.5390884836729365,0.6272446097066747,0.5626829603131899,0.4642857142857143,0.06816015252621545,0.551954242135367,0.06816015252621545,0.5395219944576168
17,0.3,global_top,2098,14,35,629.0,0.7957406793378868,0.7698124847125504,0.7996650852542124,0.7762748381855786,0.7583465818759937,0.22735938989513824,0.43088655862726405,0.22735938989513824,0.8058502262891283
17,0.3,per_doc_top,2098,14,35,624.0,0.7437778095780546,0.7177846492973701,0.7489658967138999,0.7177849789682917,0.6618589743589743,0.19685414680648236,0.39513822688274547,0.19685414680648236,0.5057091821476778
18,0.15,global_top,1546,17,35,231.0,0.7562537797662124,0.7329308625047135,0.75958495622439,0.7397715425633832,0.7359307359307359,0.10996119016817593,0.6688227684346701,0.10996119016817593,0.8854901960784315
18,0.15,per_doc_top,1546,17,35,224.0,0.5991457918504355,0.5833684053934709,0.6015680731462314,0.5871237151489365,0.4375,0.06338939197930142,0.5679172056921087,0.06338939197930142,0.52779208770887
18,0.3,global_top,1546,17,35,463.0,0.7952939462008326,0.8005362248121997,0.7951901329033775,0.7956664936977456,0.7667386609071274,0.2296248382923674,0.43402328589909445,0.2296248382923674,0.7765786954738138
18,0.3,per_doc_top,1546,17,35,457.0,0.7289091849301621,0.7110860247011512,0.7306459667614326,0.7204927858924216,0.6148796498905909,0.18175937904269082,0.38227684346701163,0.18175937904269082,0.5093966301581269
19,0.15,global_top,2150,16,35,322.0,0.7061736727421656,0.7160043548564904,0.7069270833371986,0.7019738425184224,0.6801242236024845,0.10186046511627907,0.6265116279069768,0.10186046511627907,0.8836200760255912
19,0.15,per_doc_top,2150,16,35,316.0,0.634766553928041,0.6531379201538773,0.6347365803188079,0.6343473123811884,0.5253164556962026,0.07720930232558139,0.5906976744186047,0.07720930232558139,0.5450868153862541
19,0.3,global_top,2150,16,35,645.0,0.8054617778225734,0.8188585879145681,0.80529611979715,0.8058990273052197,0.772093023255814,0.23162790697674418,0.4553488372093023,0.23162790697674418,0.7846546726692717
19,0.3,per_doc_top,2150,16,35,640.0,0.7639170513746697,0.7880984192689677,0.7633649455784713,0.7660139302416639,0.6765625,0.2013953488372093,0.4255813953488372,0.2013953488372093,0.5178776959475216
