example_id,rate,method,position_bin,count,ratio_in_stable
0,0.3,per_doc_top,category_newline_or_space,1,0.0045871559633027525
0,0.3,per_doc_top,category_number,7,0.03211009174311927
0,0.3,per_doc_top,category_punct_or_symbol,83,0.38073394495412843
0,0.3,per_doc_top,category_space,23,0.10550458715596331
1,0.15,global_top,10-20%,1,0.007194244604316547
1,0.15,global_top,20-30%,4,0.02877697841726619
1,0.15,global_top,30-40%,1,0.007194244604316547
1,0.15,global_top,40-50%,4,0.02877697841726619
1,0.15,global_top,50-60%,2,0.014388489208633094
1,0.15,global_top,60-70%,5,0.03597122302158273
1,0.15,global_top,70-80%,5,0.03597122302158273
1,0.15,global_top,80-90%,19,0.1366906474820144
1,0.15,global_top,90-100%,98,0.7050359712230215
1,0.15,global_top,category_latin_word,80,0.5755395683453237
1,0.15,global_top,category_number,16,0.11510791366906475
1,0.15,global_top,category_other_text,2,0.014388489208633094
1,0.15,global_top,category_punct_or_symbol,33,0.23741007194244604
1,0.15,global_top,category_space,8,0.05755395683453238
1,0.15,per_doc_top,00-10%,5,0.056818181818181816
1,0.15,per_doc_top,10-20%,4,0.045454545454545456
1,0.15,per_doc_top,20-30%,7,0.07954545454545454
1,0.15,per_doc_top,30-40%,11,0.125
1,0.15,per_doc_top,40-50%,13,0.14772727272727273
1,0.15,per_doc_top,50-60%,7,0.07954545454545454
1,0.15,per_doc_top,60-70%,8,0.09090909090909091
1,0.15,per_doc_top,70-80%,8,0.09090909090909091
1,0.15,per_doc_top,80-90%,11,0.125
1,0.15,per_doc_top,90-100%,14,0.1590909090909091
1,0.15,per_doc_top,category_latin_word,33,0.375
1,0.15,per_doc_top,category_number,3,0.03409090909090909
1,0.15,per_doc_top,category_other_text,1,0.011363636363636364
1,0.15,per_doc_top,category_punct_or_symbol,47,0.5340909090909091
1,0.15,per_doc_top,category_space,4,0.045454545454545456
1,0.3,global_top,00-10%,1,0.0036496350364963502
1,0.3,global_top,10-20%,2,0.0072992700729927005
1,0.3,global_top,20-30%,10,0.0364963503649635
1,0.3,global_top,30-40%,12,0.043795620437956206
1,0.3,global_top,40-50%,18,0.06569343065693431
1,0.3,global_top,50-60%,11,0.040145985401459854
1,0.3,global_top,60-70%,25,0.09124087591240876
1,0.3,global_top,70-80%,24,0.08759124087591241
1,0.3,global_top,80-90%,51,0.18613138686131386
1,0.3,global_top,90-100%,120,0.43795620437956206
1,0.3,global_top,category_latin_word,153,0.5583941605839416
1,0.3,global_top,category_number,24,0.08759124087591241
1,0.3,global_top,category_other_text,2,0.0072992700729927005
1,0.3,global_top,category_punct_or_symbol,82,0.29927007299270075
1,0.3,global_top,category_space,13,0.04744525547445255
1,0.3,per_doc_top,00-10%,24,0.10619469026548672
1,0.3,per_doc_top,10-20%,14,0.061946902654867256
1,0.3,per_doc_top,20-30%,27,0.11946902654867257
1,0.3,per_doc_top,30-40%,25,0.11061946902654868
1,0.3,per_doc_top,40-50%,24,0.10619469026548672
1,0.3,per_doc_top,50-60%,19,0.084070796460177
1,0.3,per_doc_top,60-70%,20,0.08849557522123894
1,0.3,per_doc_top,70-80%,19,0.084070796460177
1,0.3,per_doc_top,80-90%,20,0.08849557522123894
1,0.3,per_doc_top,90-100%,34,0.1504424778761062
1,0.3,per_doc_top,category_latin_word,103,0.4557522123893805
1,0.3,per_doc_top,category_number,5,0.022123893805309734
1,0.3,per_doc_top,category_other_text,2,0.008849557522123894
1,0.3,per_doc_top,category_punct_or_symbol,104,0.46017699115044247
1,0.3,per_doc_top,category_space,12,0.05309734513274336
2,0.15,global_top,30-40%,2,0.013605442176870748
2,0.15,global_top,40-50%,2,0.013605442176870748
2,0.15,global_top,50-60%,3,0.02040816326530612
2,0.15,global_top,60-70%,7,0.047619047619047616
2,0.15,global_top,70-80%,12,0.08163265306122448
2,0.15,global_top,80-90%,18,0.12244897959183673
2,0.15,global_top,90-100%,103,0.7006802721088435
2,0.15,global_top,category_latin_word,68,0.46258503401360546
2,0.15,global_top,category_newline_or_space,1,0.006802721088435374
2,0.15,global_top,category_number,23,0.1564625850340136
2,0.15,global_top,category_other_text,2,0.013605442176870748
2,0.15,global_top,category_punct_or_symbol,46,0.3129251700680272
2,0.15,global_top,category_space,7,0.047619047619047616
2,0.15,per_doc_top,00-10%,11,0.11702127659574468
2,0.15,per_doc_top,10-20%,6,0.06382978723404255
2,0.15,per_doc_top,20-30%,5,0.05319148936170213
2,0.15,per_doc_top,30-40%,11,0.11702127659574468
2,0.15,per_doc_top,40-50%,8,0.0851063829787234
2,0.15,per_doc_top,50-60%,5,0.05319148936170213
2,0.15,per_doc_top,60-70%,8,0.0851063829787234
2,0.15,per_doc_top,70-80%,1,0.010638297872340425
2,0.15,per_doc_top,90-100%,39,0.4148936170212766
2,0.15,per_doc_top,category_latin_word,39,0.4148936170212766
2,0.15,per_doc_top,category_newline_or_space,1,0.010638297872340425
2,0.15,per_doc_top,category_number,10,0.10638297872340426
2,0.15,per_doc_top,category_punct_or_symbol,39,0.4148936170212766
2,0.15,per_doc_top,category_space,5,0.05319148936170213
2,0.3,global_top,00-10%,8,0.025889967637540454
2,0.3,global_top,10-20%,3,0.009708737864077669
2,0.3,global_top,20-30%,7,0.022653721682847898
2,0.3,global_top,30-40%,17,0.05501618122977346
2,0.3,global_top,40-50%,15,0.04854368932038835
2,0.3,global_top,50-60%,17,0.05501618122977346
2,0.3,global_top,60-70%,26,0.08414239482200647
2,0.3,global_top,70-80%,25,0.08090614886731391
2,0.3,global_top,80-90%,57,0.18446601941747573
2,0.3,global_top,90-100%,134,0.4336569579288026
2,0.3,global_top,category_latin_word,153,0.49514563106796117
2,0.3,global_top,category_newline_or_space,1,0.003236245954692557
2,0.3,global_top,category_number,40,0.12944983818770225
2,0.3,global_top,category_other_text,3,0.009708737864077669
2,0.3,global_top,category_punct_or_symbol,99,0.32038834951456313
2,0.3,global_top,category_space,13,0.042071197411003236
2,0.3,per_doc_top,00-10%,25,0.09259259259259259
2,0.3,per_doc_top,10-20%,25,0.09259259259259259
2,0.3,per_doc_top,20-30%,22,0.08148148148148149
2,0.3,per_doc_top,30-40%,34,0.1259259259259259
2,0.3,per_doc_top,40-50%,27,0.1
2,0.3,per_doc_top,50-60%,20,0.07407407407407407
2,0.3,per_doc_top,60-70%,26,0.0962962962962963
2,0.3,per_doc_top,70-80%,7,0.025925925925925925
2,0.3,per_doc_top,80-90%,10,0.037037037037037035
2,0.3,per_doc_top,90-100%,74,0.2740740740740741
2,0.3,per_doc_top,category_latin_word,121,0.44814814814814813
2,0.3,per_doc_top,category_newline_or_space,1,0.003703703703703704
2,0.3,per_doc_top,category_number,14,0.05185185185185185
2,0.3,per_doc_top,category_other_text,1,0.003703703703703704
2,0.3,per_doc_top,category_punct_or_symbol,122,0.45185185185185184
2,0.3,per_doc_top,category_space,11,0.040740740740740744
3,0.15,global_top,20-30%,1,0.007692307692307693
3,0.15,global_top,30-40%,3,0.023076923076923078
3,0.15,global_top,40-50%,5,0.038461538461538464
3,0.15,global_top,50-60%,3,0.023076923076923078
3,0.15,global_top,60-70%,6,0.046153846153846156
3,0.15,global_top,70-80%,6,0.046153846153846156
3,0.15,global_top,80-90%,15,0.11538461538461539
3,0.15,global_top,90-100%,91,0.7
3,0.15,global_top,category_latin_word,67,0.5153846153846153
3,0.15,global_top,category_number,18,0.13846153846153847
3,0.15,global_top,category_other_text,2,0.015384615384615385
3,0.15,global_top,category_punct_or_symbol,36,0.27692307692307694
3,0.15,global_top,category_space,7,0.05384615384615385
3,0.15,per_doc_top,00-10%,6,0.06818181818181818
3,0.15,per_doc_top,10-20%,4,0.045454545454545456
3,0.15,per_doc_top,20-30%,12,0.13636363636363635
3,0.15,per_doc_top,30-40%,10,0.11363636363636363
3,0.15,per_doc_top,40-50%,12,0.13636363636363635
3,0.15,per_doc_top,50-60%,6,0.06818181818181818
3,0.15,per_doc_top,60-70%,8,0.09090909090909091
3,0.15,per_doc_top,70-80%,9,0.10227272727272728
3,0.15,per_doc_top,80-90%,7,0.07954545454545454
3,0.15,per_doc_top,90-100%,14,0.1590909090909091
3,0.15,per_doc_top,category_latin_word,33,0.375
3,0.15,per_doc_top,category_number,1,0.011363636363636364
3,0.15,per_doc_top,category_other_text,3,0.03409090909090909
3,0.15,per_doc_top,category_punct_or_symbol,44,0.5
3,0.15,per_doc_top,category_space,7,0.07954545454545454
3,0.3,global_top,00-10%,7,0.02464788732394366
3,0.3,global_top,10-20%,2,0.007042253521126761
3,0.3,global_top,20-30%,11,0.03873239436619718
3,0.3,global_top,30-40%,10,0.035211267605633804
3,0.3,global_top,40-50%,15,0.0528169014084507
3,0.3,global_top,50-60%,14,0.04929577464788732
3,0.3,global_top,60-70%,24,0.08450704225352113
3,0.3,global_top,70-80%,24,0.08450704225352113
3,0.3,global_top,80-90%,54,0.19014084507042253
3,0.3,global_top,90-100%,123,0.43309859154929575
3,0.3,global_top,category_latin_word,146,0.5140845070422535
3,0.3,global_top,category_number,29,0.10211267605633803
3,0.3,global_top,category_other_text,6,0.02112676056338028
3,0.3,global_top,category_punct_or_symbol,86,0.3028169014084507
3,0.3,global_top,category_space,17,0.05985915492957746
3,0.3,per_doc_top,00-10%,28,0.11715481171548117
3,0.3,per_doc_top,10-20%,17,0.07112970711297072
3,0.3,per_doc_top,20-30%,30,0.12552301255230125
3,0.3,per_doc_top,30-40%,21,0.08786610878661087
3,0.3,per_doc_top,40-50%,29,0.12133891213389121
3,0.3,per_doc_top,50-60%,17,0.07112970711297072
3,0.3,per_doc_top,60-70%,28,0.11715481171548117
3,0.3,per_doc_top,70-80%,19,0.0794979079497908
3,0.3,per_doc_top,80-90%,21,0.08786610878661087
3,0.3,per_doc_top,90-100%,29,0.12133891213389121
3,0.3,per_doc_top,category_latin_word,111,0.46443514644351463
3,0.3,per_doc_top,category_number,3,0.012552301255230125
3,0.3,per_doc_top,category_other_text,4,0.016736401673640166
3,0.3,per_doc_top,category_punct_or_symbol,104,0.4351464435146444
3,0.3,per_doc_top,category_space,17,0.07112970711297072
4,0.15,global_top,10-20%,2,0.00749063670411985
4,0.15,global_top,30-40%,3,0.011235955056179775
4,0.15,global_top,40-50%,5,0.018726591760299626
4,0.15,global_top,50-60%,7,0.026217228464419477
4,0.15,global_top,60-70%,15,0.056179775280898875
4,0.15,global_top,70-80%,18,0.06741573033707865
4,0.15,global_top,80-90%,53,0.19850187265917604
4,0.15,global_top,90-100%,164,0.6142322097378277
4,0.15,global_top,category_latin_word,186,0.6966292134831461
4,0.15,global_top,category_number,5,0.018726591760299626
4,0.15,global_top,category_punct_or_symbol,72,0.2696629213483146
4,0.15,global_top,category_space,4,0.0149812734082397
4,0.15,per_doc_top,00-10%,18,0.09090909090909091
4,0.15,per_doc_top,10-20%,19,0.09595959595959595
4,0.15,per_doc_top,20-30%,25,0.12626262626262627
4,0.15,per_doc_top,30-40%,17,0.08585858585858586
4,0.15,per_doc_top,40-50%,19,0.09595959595959595
4,0.15,per_doc_top,50-60%,15,0.07575757575757576
4,0.15,per_doc_top,60-70%,21,0.10606060606060606
4,0.15,per_doc_top,70-80%,18,0.09090909090909091
4,0.15,per_doc_top,80-90%,7,0.03535353535353535
4,0.15,per_doc_top,90-100%,39,0.19696969696969696
4,0.15,per_doc_top,category_latin_word,93,0.4696969696969697
4,0.15,per_doc_top,category_number,7,0.03535353535353535
4,0.15,per_doc_top,category_other_text,3,0.015151515151515152
4,0.15,per_doc_top,category_punct_or_symbol,89,0.4494949494949495
4,0.15,per_doc_top,category_space,6,0.030303030303030304
4,0.3,global_top,00-10%,3,0.004918032786885246
4,0.3,global_top,10-20%,14,0.022950819672131147
4,0.3,global_top,20-30%,7,0.011475409836065573
4,0.3,global_top,30-40%,5,0.00819672131147541
4,0.3,global_top,40-50%,17,0.027868852459016394
4,0.3,global_top,50-60%,25,0.040983606557377046
4,0.3,global_top,60-70%,57,0.09344262295081968
4,0.3,global_top,70-80%,52,0.08524590163934426
4,0.3,global_top,80-90%,180,0.29508196721311475
4,0.3,global_top,90-100%,250,0.4098360655737705
4,0.3,global_top,category_latin_word,439,0.719672131147541
4,0.3,global_top,category_number,18,0.029508196721311476
4,0.3,global_top,category_other_text,8,0.013114754098360656
4,0.3,global_top,category_punct_or_symbol,131,0.21475409836065573
4,0.3,global_top,category_space,14,0.022950819672131147
4,0.3,per_doc_top,00-10%,48,0.08955223880597014
4,0.3,per_doc_top,10-20%,52,0.09701492537313433
4,0.3,per_doc_top,20-30%,59,0.11007462686567164
4,0.3,per_doc_top,30-40%,51,0.09514925373134328
4,0.3,per_doc_top,40-50%,55,0.10261194029850747
4,0.3,per_doc_top,50-60%,45,0.08395522388059702
4,0.3,per_doc_top,60-70%,60,0.11194029850746269
4,0.3,per_doc_top,70-80%,48,0.08955223880597014
4,0.3,per_doc_top,80-90%,37,0.06902985074626866
4,0.3,per_doc_top,90-100%,81,0.15111940298507462
4,0.3,per_doc_top,category_latin_word,270,0.503731343283582
4,0.3,per_doc_top,category_number,13,0.024253731343283583
4,0.3,per_doc_top,category_other_text,5,0.009328358208955223
4,0.3,per_doc_top,category_punct_or_symbol,231,0.43097014925373134
4,0.3,per_doc_top,category_space,17,0.03171641791044776
5,0.15,global_top,00-10%,4,0.012944983818770227
5,0.15,global_top,10-20%,3,0.009708737864077669
5,0.15,global_top,20-30%,2,0.006472491909385114
5,0.15,global_top,30-40%,3,0.009708737864077669
5,0.15,global_top,40-50%,2,0.006472491909385114
5,0.15,global_top,50-60%,2,0.006472491909385114
5,0.15,global_top,60-70%,15,0.04854368932038835
5,0.15,global_top,70-80%,21,0.06796116504854369
5,0.15,global_top,80-90%,65,0.21035598705501618
5,0.15,global_top,90-100%,192,0.6213592233009708
5,0.15,global_top,category_latin_word,203,0.656957928802589
5,0.15,global_top,category_number,15,0.04854368932038835
5,0.15,global_top,category_other_text,1,0.003236245954692557
5,0.15,global_top,category_punct_or_symbol,81,0.2621359223300971
5,0.15,global_top,category_space,9,0.02912621359223301
5,0.15,per_doc_top,00-10%,19,0.09004739336492891
5,0.15,per_doc_top,10-20%,32,0.15165876777251186
5,0.15,per_doc_top,20-30%,15,0.07109004739336493
5,0.15,per_doc_top,30-40%,14,0.06635071090047394
5,0.15,per_doc_top,40-50%,19,0.09004739336492891
5,0.15,per_doc_top,50-60%,22,0.10426540284360189
5,0.15,per_doc_top,60-70%,17,0.08056872037914692
5,0.15,per_doc_top,70-80%,26,0.12322274881516587
5,0.15,per_doc_top,80-90%,17,0.08056872037914692
5,0.15,per_doc_top,90-100%,30,0.14218009478672985
5,0.15,per_doc_top,category_latin_word,93,0.44075829383886256
5,0.15,per_doc_top,category_number,11,0.052132701421800945
5,0.15,per_doc_top,category_punct_or_symbol,100,0.47393364928909953
5,0.15,per_doc_top,category_space,7,0.03317535545023697
5,0.3,global_top,00-10%,16,0.024427480916030534
5,0.3,global_top,10-20%,13,0.01984732824427481
5,0.3,global_top,20-30%,9,0.013740458015267175
5,0.3,global_top,30-40%,8,0.012213740458015267
5,0.3,global_top,40-50%,15,0.022900763358778626
5,0.3,global_top,50-60%,14,0.021374045801526718
5,0.3,global_top,60-70%,48,0.0732824427480916
5,0.3,global_top,70-80%,68,0.10381679389312977
5,0.3,global_top,80-90%,209,0.3190839694656489
5,0.3,global_top,90-100%,255,0.3893129770992366
5,0.3,global_top,category_latin_word,450,0.6870229007633588
5,0.3,global_top,category_number,39,0.059541984732824425
5,0.3,global_top,category_other_text,5,0.007633587786259542
5,0.3,global_top,category_punct_or_symbol,143,0.2183206106870229
5,0.3,global_top,category_space,18,0.02748091603053435
5,0.3,per_doc_top,00-10%,49,0.0873440285204991
5,0.3,per_doc_top,10-20%,66,0.11764705882352941
5,0.3,per_doc_top,20-30%,58,0.10338680926916222
5,0.3,per_doc_top,30-40%,49,0.0873440285204991
5,0.3,per_doc_top,40-50%,54,0.0962566844919786
5,0.3,per_doc_top,50-60%,58,0.10338680926916222
5,0.3,per_doc_top,60-70%,51,0.09090909090909091
5,0.3,per_doc_top,70-80%,57,0.10160427807486631
5,0.3,per_doc_top,80-90%,58,0.10338680926916222
5,0.3,per_doc_top,90-100%,61,0.10873440285204991
5,0.3,per_doc_top,category_latin_word,284,0.5062388591800356
5,0.3,per_doc_top,category_number,18,0.03208556149732621
5,0.3,per_doc_top,category_other_text,4,0.0071301247771836
5,0.3,per_doc_top,category_punct_or_symbol,221,0.3939393939393939
5,0.3,per_doc_top,category_space,34,0.06060606060606061
6,0.15,global_top,00-10%,1,0.006666666666666667
6,0.15,global_top,20-30%,1,0.006666666666666667
6,0.15,global_top,30-40%,2,0.013333333333333334
6,0.15,global_top,40-50%,3,0.02
6,0.15,global_top,50-60%,8,0.05333333333333334
6,0.15,global_top,60-70%,5,0.03333333333333333
6,0.15,global_top,70-80%,6,0.04
6,0.15,global_top,80-90%,25,0.16666666666666666
6,0.15,global_top,90-100%,99,0.66
6,0.15,global_top,category_latin_word,104,0.6933333333333334
6,0.15,global_top,category_number,4,0.02666666666666667
6,0.15,global_top,category_other_text,3,0.02
6,0.15,global_top,category_punct_or_symbol,36,0.24
6,0.15,global_top,category_space,3,0.02
6,0.15,per_doc_top,00-10%,10,0.09615384615384616
6,0.15,per_doc_top,10-20%,12,0.11538461538461539
6,0.15,per_doc_top,20-30%,9,0.08653846153846154
6,0.15,per_doc_top,30-40%,11,0.10576923076923077
6,0.15,per_doc_top,40-50%,9,0.08653846153846154
6,0.15,per_doc_top,50-60%,10,0.09615384615384616
6,0.15,per_doc_top,60-70%,9,0.08653846153846154
6,0.15,per_doc_top,70-80%,7,0.0673076923076923
6,0.15,per_doc_top,80-90%,10,0.09615384615384616
6,0.15,per_doc_top,90-100%,17,0.16346153846153846
6,0.15,per_doc_top,category_latin_word,55,0.5288461538461539
6,0.15,per_doc_top,category_number,3,0.028846153846153848
6,0.15,per_doc_top,category_other_text,2,0.019230769230769232
6,0.15,per_doc_top,category_punct_or_symbol,42,0.40384615384615385
6,0.15,per_doc_top,category_space,2,0.019230769230769232
6,0.3,global_top,00-10%,5,0.01567398119122257
6,0.3,global_top,10-20%,5,0.01567398119122257
6,0.3,global_top,20-30%,4,0.012539184952978056
6,0.3,global_top,30-40%,15,0.047021943573667714
6,0.3,global_top,40-50%,16,0.050156739811912224
6,0.3,global_top,50-60%,22,0.06896551724137931
6,0.3,global_top,60-70%,22,0.06896551724137931
6,0.3,global_top,70-80%,27,0.08463949843260188
6,0.3,global_top,80-90%,64,0.2006269592476489
6,0.3,global_top,90-100%,139,0.43573667711598746
6,0.3,global_top,category_latin_word,217,0.6802507836990596
6,0.3,global_top,category_number,7,0.0219435736677116
6,0.3,global_top,category_other_text,7,0.0219435736677116
6,0.3,global_top,category_punct_or_symbol,83,0.2601880877742947
6,0.3,global_top,category_space,5,0.01567398119122257
6,0.3,per_doc_top,00-10%,26,0.0962962962962963
6,0.3,per_doc_top,10-20%,35,0.12962962962962962
6,0.3,per_doc_top,20-30%,21,0.07777777777777778
6,0.3,per_doc_top,30-40%,36,0.13333333333333333
6,0.3,per_doc_top,40-50%,21,0.07777777777777778
6,0.3,per_doc_top,50-60%,21,0.07777777777777778
6,0.3,per_doc_top,60-70%,31,0.11481481481481481
6,0.3,per_doc_top,70-80%,22,0.08148148148148149
6,0.3,per_doc_top,80-90%,25,0.09259259259259259
6,0.3,per_doc_top,90-100%,32,0.11851851851851852
6,0.3,per_doc_top,category_latin_word,142,0.5259259259259259
6,0.3,per_doc_top,category_number,5,0.018518518518518517
6,0.3,per_doc_top,category_other_text,3,0.011111111111111112
6,0.3,per_doc_top,category_punct_or_symbol,112,0.4148148148148148
6,0.3,per_doc_top,category_space,8,0.02962962962962963
7,0.15,global_top,20-30%,2,0.00881057268722467
7,0.15,global_top,30-40%,1,0.004405286343612335
7,0.15,global_top,40-50%,4,0.01762114537444934
7,0.15,global_top,50-60%,5,0.022026431718061675
7,0.15,global_top,60-70%,7,0.030837004405286344
7,0.15,global_top,70-80%,26,0.1145374449339207
7,0.15,global_top,80-90%,29,0.1277533039647577
7,0.15,global_top,90-100%,153,0.6740088105726872
7,0.15,global_top,category_latin_word,154,0.6784140969162996
7,0.15,global_top,category_number,7,0.030837004405286344
7,0.15,global_top,category_other_text,6,0.02643171806167401
7,0.15,global_top,category_punct_or_symbol,56,0.24669603524229075
7,0.15,global_top,category_space,4,0.01762114537444934
7,0.15,per_doc_top,00-10%,16,0.1032258064516129
7,0.15,per_doc_top,10-20%,13,0.08387096774193549
7,0.15,per_doc_top,20-30%,14,0.09032258064516129
7,0.15,per_doc_top,30-40%,16,0.1032258064516129
7,0.15,per_doc_top,40-50%,18,0.11612903225806452
7,0.15,per_doc_top,50-60%,19,0.12258064516129032
7,0.15,per_doc_top,60-70%,8,0.05161290322580645
7,0.15,per_doc_top,70-80%,10,0.06451612903225806
7,0.15,per_doc_top,80-90%,16,0.1032258064516129
7,0.15,per_doc_top,90-100%,25,0.16129032258064516
7,0.15,per_doc_top,category_latin_word,70,0.45161290322580644
7,0.15,per_doc_top,category_number,7,0.04516129032258064
7,0.15,per_doc_top,category_other_text,2,0.012903225806451613
7,0.15,per_doc_top,category_punct_or_symbol,68,0.43870967741935485
7,0.15,per_doc_top,category_space,8,0.05161290322580645
7,0.3,global_top,00-10%,5,0.01
7,0.3,global_top,10-20%,7,0.014
7,0.3,global_top,20-30%,4,0.008
7,0.3,global_top,30-40%,18,0.036
7,0.3,global_top,40-50%,13,0.026
7,0.3,global_top,50-60%,31,0.062
7,0.3,global_top,60-70%,37,0.074
7,0.3,global_top,70-80%,61,0.122
7,0.3,global_top,80-90%,124,0.248
7,0.3,global_top,90-100%,200,0.4
7,0.3,global_top,category_latin_word,350,0.7
7,0.3,global_top,category_number,19,0.038
7,0.3,global_top,category_other_text,8,0.016
7,0.3,global_top,category_punct_or_symbol,108,0.216
7,0.3,global_top,category_space,15,0.03
7,0.3,per_doc_top,00-10%,47,0.10730593607305935
7,0.3,per_doc_top,10-20%,44,0.1004566210045662
7,0.3,per_doc_top,20-30%,43,0.09817351598173515
7,0.3,per_doc_top,30-40%,44,0.1004566210045662
7,0.3,per_doc_top,40-50%,42,0.0958904109589041
7,0.3,per_doc_top,50-60%,47,0.10730593607305935
7,0.3,per_doc_top,60-70%,38,0.0867579908675799
7,0.3,per_doc_top,70-80%,37,0.08447488584474885
7,0.3,per_doc_top,80-90%,36,0.0821917808219178
7,0.3,per_doc_top,90-100%,60,0.136986301369863
7,0.3,per_doc_top,category_latin_word,224,0.5114155251141552
7,0.3,per_doc_top,category_number,13,0.02968036529680365
7,0.3,per_doc_top,category_other_text,4,0.0091324200913242
7,0.3,per_doc_top,category_punct_or_symbol,180,0.410958904109589
7,0.3,per_doc_top,category_space,17,0.03881278538812785
8,0.15,global_top,00-10%,1,0.0037593984962406013
8,0.15,global_top,30-40%,4,0.015037593984962405
8,0.15,global_top,40-50%,6,0.022556390977443608
8,0.15,global_top,50-60%,3,0.011278195488721804
8,0.15,global_top,60-70%,15,0.05639097744360902
8,0.15,global_top,70-80%,23,0.08646616541353383
8,0.15,global_top,80-90%,37,0.13909774436090225
8,0.15,global_top,90-100%,177,0.6654135338345865
8,0.15,global_top,category_latin_word,174,0.6541353383458647
8,0.15,global_top,category_number,19,0.07142857142857142
8,0.15,global_top,category_other_text,3,0.011278195488721804
8,0.15,global_top,category_punct_or_symbol,59,0.22180451127819548
8,0.15,global_top,category_space,11,0.041353383458646614
8,0.15,per_doc_top,00-10%,18,0.0891089108910891
8,0.15,per_doc_top,10-20%,24,0.1188118811881188
8,0.15,per_doc_top,20-30%,27,0.13366336633663367
8,0.15,per_doc_top,30-40%,20,0.09900990099009901
8,0.15,per_doc_top,40-50%,20,0.09900990099009901
8,0.15,per_doc_top,50-60%,15,0.07425742574257425
8,0.15,per_doc_top,60-70%,19,0.09405940594059406
8,0.15,per_doc_top,70-80%,23,0.11386138613861387
8,0.15,per_doc_top,80-90%,13,0.06435643564356436
8,0.15,per_doc_top,90-100%,23,0.11386138613861387
8,0.15,per_doc_top,category_latin_word,108,0.5346534653465347
8,0.15,per_doc_top,category_number,5,0.024752475247524754
8,0.15,per_doc_top,category_other_text,1,0.0049504950495049506
8,0.15,per_doc_top,category_punct_or_symbol,82,0.40594059405940597
8,0.15,per_doc_top,category_space,6,0.0297029702970297
8,0.3,global_top,00-10%,17,0.02861952861952862
8,0.3,global_top,10-20%,6,0.010101010101010102
8,0.3,global_top,20-30%,8,0.013468013468013467
8,0.3,global_top,30-40%,16,0.026936026936026935
8,0.3,global_top,40-50%,20,0.03367003367003367
8,0.3,global_top,50-60%,19,0.03198653198653199
