rate,example_id,sub_q_idx,offline_size,online_size,hit,missing,extra,jaccard,online_recall,offline_precision
0.1,46,0,102,152,75,77,27,0.41899441340782123,0.4934210526315789,0.7352941176470589
0.1,46,1,205,193,111,82,94,0.3867595818815331,0.5751295336787565,0.5414634146341464
0.1,50,0,129,167,121,46,8,0.6914285714285714,0.7245508982035929,0.937984496124031
0.1,50,1,187,192,92,100,95,0.3205574912891986,0.4791666666666667,0.4919786096256685
0.1,50,2,187,192,92,100,95,0.3205574912891986,0.4791666666666667,0.4919786096256685
0.1,50,3,263,282,99,183,164,0.2219730941704036,0.35106382978723405,0.376425855513308
0.1,51,0,73,106,54,52,19,0.432,0.5094339622641509,0.7397260273972602
0.1,51,1,172,153,87,66,85,0.36554621848739494,0.5686274509803921,0.5058139534883721
0.1,52,0,117,106,72,34,45,0.4768211920529801,0.6792452830188679,0.6153846153846154
0.1,52,1,94,133,60,73,34,0.3592814371257485,0.45112781954887216,0.6382978723404256
0.1,52,2,203,172,58,114,145,0.1829652996845426,0.3372093023255814,0.2857142857142857
0.1,53,0,149,141,56,85,93,0.23931623931623933,0.3971631205673759,0.37583892617449666
0.1,54,0,77,97,47,50,30,0.3700787401574803,0.4845360824742268,0.6103896103896104
0.1,54,1,186,179,80,99,106,0.2807017543859649,0.44692737430167595,0.43010752688172044
0.1,55,0,175,149,95,54,80,0.4148471615720524,0.6375838926174496,0.5428571428571428
0.1,56,0,147,129,91,38,56,0.4918918918918919,0.7054263565891473,0.6190476190476191
0.1,57,0,121,116,77,39,44,0.48125,0.6637931034482759,0.6363636363636364
0.1,58,0,98,114,87,27,11,0.696,0.7631578947368421,0.8877551020408163
0.1,58,1,179,118,57,61,122,0.2375,0.4830508474576271,0.31843575418994413
0.1,59,0,65,128,47,81,18,0.3219178082191781,0.3671875,0.7230769230769231
0.1,59,1,192,105,51,54,141,0.2073170731707317,0.4857142857142857,0.265625
0.1,60,0,120,123,98,25,22,0.6758620689655173,0.7967479674796748,0.8166666666666667
0.1,60,1,189,196,101,95,88,0.35563380281690143,0.5153061224489796,0.5343915343915344
0.1,63,0,99,147,90,57,9,0.5769230769230769,0.6122448979591837,0.9090909090909091
0.1,63,1,162,83,45,38,117,0.225,0.5421686746987951,0.2777777777777778
0.1,64,0,71,91,49,42,22,0.4336283185840708,0.5384615384615384,0.6901408450704225
0.1,64,1,175,109,58,51,117,0.25663716814159293,0.5321100917431193,0.3314285714285714
0.1,66,0,141,156,67,89,74,0.29130434782608694,0.42948717948717946,0.475177304964539
0.1,68,0,82,102,53,49,29,0.40458015267175573,0.5196078431372549,0.6463414634146342
0.1,68,1,139,105,38,67,101,0.18446601941747573,0.3619047619047619,0.2733812949640288
0.1,71,0,79,162,67,95,12,0.3850574712643678,0.41358024691358025,0.8481012658227848
0.1,71,1,283,222,147,75,136,0.4106145251396648,0.6621621621621622,0.519434628975265
0.1,72,0,97,159,96,63,1,0.6,0.6037735849056604,0.9896907216494846
0.1,72,1,216,117,71,46,145,0.27099236641221375,0.6068376068376068,0.3287037037037037
0.1,74,0,79,125,56,69,23,0.3783783783783784,0.448,0.7088607594936709
0.1,74,1,188,155,69,86,119,0.2518248175182482,0.44516129032258067,0.3670212765957447
0.1,75,0,169,157,62,95,107,0.23484848484848486,0.39490445859872614,0.3668639053254438
0.1,77,0,164,186,113,73,51,0.4767932489451477,0.6075268817204301,0.6890243902439024
0.1,77,1,221,220,98,122,123,0.2857142857142857,0.44545454545454544,0.4434389140271493
0.1,78,0,114,88,55,33,59,0.3741496598639456,0.625,0.4824561403508772
0.1,78,1,130,179,60,119,70,0.24096385542168675,0.33519553072625696,0.46153846153846156
0.1,79,0,112,126,96,30,16,0.676056338028169,0.7619047619047619,0.8571428571428571
0.1,79,1,68,156,48,108,20,0.2727272727272727,0.3076923076923077,0.7058823529411765
0.1,79,2,213,137,48,89,165,0.15894039735099338,0.35036496350364965,0.22535211267605634
0.1,80,0,148,133,72,61,76,0.3444976076555024,0.5413533834586466,0.4864864864864865
0.1,81,0,93,133,86,47,7,0.6142857142857143,0.6466165413533834,0.9247311827956989
0.1,81,1,216,163,65,98,151,0.2070063694267516,0.3987730061349693,0.30092592592592593
0.1,82,0,89,131,66,65,23,0.42857142857142855,0.5038167938931297,0.7415730337078652
0.1,82,1,153,164,31,133,122,0.10839160839160839,0.18902439024390244,0.20261437908496732
0.1,84,0,94,127,89,38,5,0.6742424242424242,0.7007874015748031,0.9468085106382979
0.1,84,1,180,125,58,67,122,0.23481781376518218,0.464,0.32222222222222224
0.1,85,0,201,205,138,67,63,0.5149253731343284,0.6731707317073171,0.6865671641791045
0.1,86,0,96,84,59,25,37,0.48760330578512395,0.7023809523809523,0.6145833333333334
0.1,86,1,194,139,72,67,122,0.27586206896551724,0.5179856115107914,0.3711340206185567
0.1,88,0,101,139,57,82,44,0.3114754098360656,0.41007194244604317,0.5643564356435643
0.1,88,1,56,94,37,57,19,0.3274336283185841,0.39361702127659576,0.6607142857142857
0.1,88,2,182,108,31,77,151,0.11969111969111969,0.28703703703703703,0.17032967032967034
0.1,89,0,102,130,81,49,21,0.5364238410596026,0.6230769230769231,0.7941176470588235
0.1,89,1,233,162,67,95,166,0.20426829268292682,0.41358024691358025,0.2875536480686695
0.1,90,0,52,162,47,115,5,0.281437125748503,0.29012345679012347,0.9038461538461539
0.1,90,1,187,119,37,82,150,0.137546468401487,0.31092436974789917,0.19786096256684493
0.1,90,2,225,176,41,135,184,0.11388888888888889,0.23295454545454544,0.18222222222222223
0.1,91,0,92,98,54,44,38,0.39705882352941174,0.5510204081632653,0.5869565217391305
0.1,91,1,233,124,65,59,168,0.2226027397260274,0.5241935483870968,0.27896995708154504
0.1,93,0,98,126,65,61,33,0.4088050314465409,0.5158730158730159,0.6632653061224489
0.1,93,1,196,152,42,110,154,0.13725490196078433,0.27631578947368424,0.21428571428571427
0.1,95,0,107,105,60,45,47,0.39473684210526316,0.5714285714285714,0.5607476635514018
0.1,96,0,100,108,97,11,3,0.8738738738738738,0.8981481481481481,0.97
0.1,96,1,176,119,76,43,100,0.3470319634703196,0.6386554621848739,0.4318181818181818
0.1,97,0,71,115,53,62,18,0.39849624060150374,0.4608695652173913,0.7464788732394366
0.1,97,1,190,118,71,47,119,0.29957805907172996,0.6016949152542372,0.3736842105263158
0.1,98,0,86,119,61,58,25,0.4236111111111111,0.5126050420168067,0.7093023255813954
0.1,98,1,159,124,58,66,101,0.2577777777777778,0.46774193548387094,0.36477987421383645
0.1,100,0,98,133,61,72,37,0.3588235294117647,0.45864661654135336,0.6224489795918368
0.1,100,1,195,138,90,48,105,0.37037037037037035,0.6521739130434783,0.46153846153846156
0.1,101,0,48,89,28,61,20,0.25688073394495414,0.3146067415730337,0.5833333333333334
0.1,101,1,173,157,83,74,90,0.3360323886639676,0.5286624203821656,0.4797687861271676
0.1,102,0,88,126,73,53,15,0.5177304964539007,0.5793650793650794,0.8295454545454546
0.1,102,1,222,168,84,84,138,0.27450980392156865,0.5,0.3783783783783784
0.1,103,0,46,137,34,103,12,0.22818791946308725,0.24817518248175183,0.7391304347826086
0.1,103,1,212,112,52,60,160,0.19117647058823528,0.4642857142857143,0.24528301886792453
0.1,104,0,218,216,134,82,84,0.44666666666666666,0.6203703703703703,0.6146788990825688
0.1,105,0,176,241,142,99,34,0.5163636363636364,0.5892116182572614,0.8068181818181818
0.1,105,1,326,307,146,161,180,0.2997946611909651,0.4755700325732899,0.44785276073619634
0.1,109,0,191,188,90,98,101,0.31141868512110726,0.4787234042553192,0.4712041884816754
0.1,112,0,66,82,56,26,10,0.6086956521739131,0.6829268292682927,0.8484848484848485
0.1,112,1,170,116,54,62,116,0.23275862068965517,0.46551724137931033,0.3176470588235294
0.1,113,0,98,145,88,57,10,0.567741935483871,0.6068965517241379,0.8979591836734694
0.1,113,1,212,133,71,62,141,0.2591240875912409,0.5338345864661654,0.33490566037735847
0.1,114,0,93,172,79,93,14,0.42473118279569894,0.45930232558139533,0.8494623655913979
0.1,114,1,231,134,83,51,148,0.29432624113475175,0.6194029850746269,0.3593073593073593
0.1,117,0,92,134,79,55,13,0.5374149659863946,0.5895522388059702,0.8586956521739131
0.1,117,1,193,102,36,66,157,0.138996138996139,0.35294117647058826,0.18652849740932642
0.1,118,0,151,141,86,55,65,0.4174757281553398,0.6099290780141844,0.5695364238410596
0.1,119,0,91,141,84,57,7,0.5675675675675675,0.5957446808510638,0.9230769230769231
0.1,119,1,209,118,42,76,167,0.14736842105263157,0.3559322033898305,0.20095693779904306
0.1,120,0,198,215,115,100,83,0.3859060402684564,0.5348837209302325,0.5808080808080808
0.1,121,0,91,179,84,95,7,0.45161290322580644,0.4692737430167598,0.9230769230769231
0.1,121,1,251,187,72,115,179,0.19672131147540983,0.3850267379679144,0.2868525896414343
0.1,123,0,137,194,123,71,14,0.5913461538461539,0.634020618556701,0.8978102189781022
0.1,123,1,167,155,110,45,57,0.5188679245283019,0.7096774193548387,0.6586826347305389
0.1,123,2,238,147,96,51,142,0.33217993079584773,0.6530612244897959,0.40336134453781514
0.1,123,3,326,168,133,35,193,0.3684210526315789,0.7916666666666666,0.40797546012269936
0.1,125,0,200,215,117,98,83,0.3926174496644295,0.5441860465116279,0.585
0.1,126,0,77,131,60,71,17,0.40540540540540543,0.4580152671755725,0.7792207792207793
0.1,126,1,194,151,47,104,147,0.15771812080536912,0.31125827814569534,0.2422680412371134
0.1,127,0,120,102,60,42,60,0.37037037037037035,0.5882352941176471,0.5
0.1,128,0,181,166,85,81,96,0.3244274809160305,0.5120481927710844,0.4696132596685083
0.1,129,0,209,197,129,68,80,0.4657039711191336,0.6548223350253807,0.6172248803827751
0.1,130,0,63,95,54,41,9,0.5192307692307693,0.5684210526315789,0.8571428571428571
0.1,130,1,199,147,80,67,119,0.3007518796992481,0.54421768707483,0.4020100502512563
0.1,131,0,78,97,56,41,22,0.47058823529411764,0.5773195876288659,0.717948717948718
0.1,131,1,185,122,105,17,80,0.5198019801980198,0.860655737704918,0.5675675675675675
0.1,133,0,113,120,67,53,46,0.4036144578313253,0.5583333333333333,0.5929203539823009
0.1,133,1,187,131,85,46,102,0.3648068669527897,0.648854961832061,0.45454545454545453
0.1,135,0,88,122,81,41,7,0.627906976744186,0.6639344262295082,0.9204545454545454
0.1,135,1,223,124,63,61,160,0.22183098591549297,0.5080645161290323,0.2825112107623318
0.1,136,0,65,79,55,24,10,0.6179775280898876,0.6962025316455697,0.8461538461538461
0.1,136,1,168,138,52,86,116,0.2047244094488189,0.37681159420289856,0.30952380952380953
0.1,138,0,104,156,90,66,14,0.5294117647058824,0.5769230769230769,0.8653846153846154
0.1,138,1,295,195,105,90,190,0.2727272727272727,0.5384615384615384,0.3559322033898305
0.1,141,0,87,94,60,34,27,0.49586776859504134,0.6382978723404256,0.6896551724137931
0.1,141,1,214,145,36,109,178,0.11145510835913312,0.2482758620689655,0.16822429906542055
0.1,142,0,123,179,103,76,20,0.5175879396984925,0.5754189944134078,0.8373983739837398
0.1,142,1,238,233,141,92,97,0.42727272727272725,0.6051502145922747,0.592436974789916
0.1,143,0,87,129,80,49,7,0.5882352941176471,0.6201550387596899,0.9195402298850575
0.1,143,1,161,105,57,48,104,0.2727272727272727,0.5428571428571428,0.35403726708074534
0.1,144,0,69,99,53,46,16,0.4608695652173913,0.5353535353535354,0.7681159420289855
0.1,144,1,155,118,53,65,102,0.2409090909090909,0.4491525423728814,0.3419354838709677
0.1,145,0,86,102,55,47,31,0.41353383458646614,0.5392156862745098,0.6395348837209303
0.1,145,1,165,140,86,54,79,0.3926940639269406,0.6142857142857143,0.5212121212121212
0.1,146,0,100,101,73,28,27,0.5703125,0.7227722772277227,0.73
0.1,146,1,196,172,93,79,103,0.3381818181818182,0.5406976744186046,0.4744897959183674
0.1,147,0,98,91,65,26,33,0.5241935483870968,0.7142857142857143,0.6632653061224489
0.1,147,1,216,201,58,143,158,0.1615598885793872,0.2885572139303483,0.26851851851851855
0.1,149,0,164,179,124,55,40,0.5662100456621004,0.6927374301675978,0.7560975609756098
0.1,150,0,48,84,37,47,11,0.3894736842105263,0.44047619047619047,0.7708333333333334
0.1,150,1,230,173,79,94,151,0.24382716049382716,0.45664739884393063,0.34347826086956523
0.1,151,0,89,93,79,14,10,0.7669902912621359,0.8494623655913979,0.8876404494382022
0.1,151,1,166,133,83,50,83,0.38425925925925924,0.6240601503759399,0.5
0.1,152,0,104,169,102,67,2,0.5964912280701754,0.6035502958579881,0.9807692307692307
0.1,152,1,229,172,129,43,100,0.4742647058823529,0.75,0.5633187772925764
0.1,153,0,155,133,122,11,33,0.7349397590361446,0.9172932330827067,0.7870967741935484
0.1,154,0,176,148,104,44,72,0.4727272727272727,0.7027027027027027,0.5909090909090909
0.1,155,0,106,126,71,55,35,0.4409937888198758,0.5634920634920635,0.6698113207547169
0.1,155,1,204,153,98,55,106,0.3783783783783784,0.6405228758169934,0.4803921568627451
0.1,156,0,114,104,81,23,33,0.5912408759124088,0.7788461538461539,0.7105263157894737
0.1,156,1,188,151,95,56,93,0.38934426229508196,0.6291390728476821,0.5053191489361702
0.1,158,0,78,139,78,61,0,0.5611510791366906,0.5611510791366906,1.0
0.1,158,1,182,112,59,53,123,0.251063829787234,0.5267857142857143,0.3241758241758242
0.1,160,0,95,109,80,29,15,0.6451612903225806,0.7339449541284404,0.8421052631578947
0.1,160,1,224,197,103,94,121,0.3238993710691824,0.5228426395939086,0.45982142857142855
0.1,161,0,117,115,72,43,45,0.45,0.6260869565217392,0.6153846153846154
0.1,161,1,177,181,82,99,95,0.2971014492753623,0.4530386740331492,0.4632768361581921
0.1,162,0,136,140,73,67,63,0.35960591133004927,0.5214285714285715,0.5367647058823529
0.1,163,0,55,128,49,79,6,0.3656716417910448,0.3828125,0.8909090909090909
0.1,163,1,269,189,95,94,174,0.26170798898071623,0.5026455026455027,0.35315985130111527
0.1,164,0,138,168,107,61,31,0.5376884422110553,0.6369047619047619,0.7753623188405797
0.1,164,1,243,252,136,116,107,0.3788300835654596,0.5396825396825397,0.5596707818930041
0.1,165,0,182,167,94,73,88,0.3686274509803922,0.562874251497006,0.5164835164835165
0.1,166,0,81,131,81,50,0,0.6183206106870229,0.6183206106870229,1.0
0.1,166,1,247,158,99,59,148,0.3235294117647059,0.6265822784810127,0.4008097165991903
0.1,167,0,82,124,74,50,8,0.5606060606060606,0.5967741935483871,0.9024390243902439
0.1,167,1,233,124,74,50,159,0.26148409893992935,0.5967741935483871,0.31759656652360513
0.1,169,0,121,109,96,13,25,0.7164179104477612,0.8807339449541285,0.7933884297520661
0.1,169,1,175,156,44,112,131,0.15331010452961671,0.28205128205128205,0.25142857142857145
0.1,173,0,76,151,66,85,10,0.40993788819875776,0.4370860927152318,0.868421052631579
0.1,173,1,190,144,55,89,135,0.1971326164874552,0.3819444444444444,0.2894736842105263
0.1,174,0,114,91,68,23,46,0.49635036496350365,0.7472527472527473,0.5964912280701754
0.1,174,1,132,122,50,72,82,0.24509803921568626,0.4098360655737705,0.3787878787878788
0.1,176,0,122,117,71,46,51,0.4226190476190476,0.6068376068376068,0.5819672131147541
0.1,178,0,58,112,56,56,2,0.49122807017543857,0.5,0.9655172413793104
0.1,178,1,167,94,39,55,128,0.17567567567567569,0.4148936170212766,0.23353293413173654
0.1,179,0,55,106,48,58,7,0.4247787610619469,0.4528301886792453,0.8727272727272727
0.1,179,1,180,114,52,62,128,0.21487603305785125,0.45614035087719296,0.28888888888888886
0.1,180,0,92,155,74,81,18,0.4277456647398844,0.4774193548387097,0.8043478260869565
0.1,180,1,202,133,49,84,153,0.17132867132867133,0.3684210526315789,0.24257425742574257
0.1,183,0,99,159,92,67,7,0.5542168674698795,0.5786163522012578,0.9292929292929293
0.1,183,1,205,159,43,116,162,0.13395638629283488,0.27044025157232704,0.2097560975609756
0.1,186,0,96,115,75,40,21,0.5514705882352942,0.6521739130434783,0.78125
0.1,186,1,188,169,105,64,83,0.4166666666666667,0.621301775147929,0.5585106382978723
0.1,188,0,59,86,40,46,19,0.38095238095238093,0.46511627906976744,0.6779661016949152
0.1,188,1,156,118,47,71,109,0.20704845814977973,0.3983050847457627,0.30128205128205127
0.1,191,0,83,107,58,49,25,0.4393939393939394,0.5420560747663551,0.6987951807228916
0.1,191,1,188,153,45,108,143,0.15202702702702703,0.29411764705882354,0.2393617021276596
0.15,0,0,219,227,119,108,100,0.363914373088685,0.5242290748898678,0.54337899543379
0.15,1,0,200,223,134,89,66,0.46366782006920415,0.600896860986547,0.67
0.15,2,0,239,241,162,79,77,0.5094339622641509,0.6721991701244814,0.6778242677824268
0.15,3,0,124,203,104,99,20,0.4663677130044843,0.5123152709359606,0.8387096774193549
0.15,3,1,240,233,135,98,105,0.3994082840236686,0.5793991416309013,0.5625
0.15,4,0,154,212,118,94,36,0.47580645161290325,0.5566037735849056,0.7662337662337663
0.15,4,1,322,339,132,207,190,0.2495274102079395,0.3893805309734513,0.40993788819875776
0.15,6,0,231,248,150,98,81,0.45592705167173253,0.6048387096774194,0.6493506493506493
0.15,7,0,172,269,151,118,21,0.5206896551724138,0.5613382899628253,0.877906976744186
0.15,7,1,296,251,148,103,148,0.37092731829573933,0.5896414342629482,0.5
0.15,9,0,221,328,176,152,45,0.4718498659517426,0.5365853658536586,0.7963800904977375
0.15,9,1,489,445,218,227,271,0.30446927374301674,0.4898876404494382,0.4458077709611452
0.15,10,0,161,254,156,98,5,0.6023166023166023,0.6141732283464567,0.968944099378882
0.15,10,1,306,288,155,133,151,0.3530751708428246,0.5381944444444444,0.5065359477124183
0.15,11,0,144,215,119,96,25,0.49583333333333335,0.5534883720930233,0.8263888888888888
0.15,11,1,270,210,132,78,138,0.3793103448275862,0.6285714285714286,0.4888888888888889
0.15,12,0,167,337,164,173,3,0.4823529411764706,0.486646884272997,0.9820359281437125
0.15,12,1,432,349,108,241,324,0.16047548291233285,0.30945558739255014,0.25
0.15,13,0,142,196,127,69,15,0.6018957345971564,0.6479591836734694,0.8943661971830986
0.15,13,1,335,341,140,201,195,0.26119402985074625,0.41055718475073316,0.417910447761194
0.15,14,0,133,198,87,111,46,0.35655737704918034,0.4393939393939394,0.6541353383458647
0.15,14,1,280,280,149,131,131,0.36253041362530414,0.5321428571428571,0.5321428571428571
0.15,15,0,81,128,67,61,14,0.47183098591549294,0.5234375,0.8271604938271605
0.15,15,1,202,200,54,146,148,0.15517241379310345,0.27,0.26732673267326734
0.15,16,0,165,259,113,146,52,0.3633440514469453,0.4362934362934363,0.6848484848484848
0.15,16,1,349,362,105,257,244,0.17326732673267325,0.2900552486187845,0.3008595988538682
0.15,17,0,141,244,114,130,27,0.42066420664206644,0.4672131147540984,0.8085106382978723
0.15,17,1,351,324,214,110,137,0.4642082429501085,0.6604938271604939,0.6096866096866097
0.15,18,0,88,185,61,124,27,0.28773584905660377,0.32972972972972975,0.6931818181818182
0.15,18,1,222,206,111,95,111,0.3501577287066246,0.5388349514563107,0.5
0.15,19,0,179,181,116,65,63,0.47540983606557374,0.6408839779005525,0.6480446927374302
0.15,19,1,210,268,89,179,121,0.22879177377892032,0.332089552238806,0.4238095238095238
0.15,20,0,166,257,158,99,8,0.5962264150943396,0.6147859922178989,0.9518072289156626
0.15,20,1,421,384,217,167,204,0.36904761904761907,0.5651041666666666,0.5154394299287411
0.15,21,0,162,293,146,147,16,0.47249190938511326,0.49829351535836175,0.9012345679012346
0.15,21,1,329,342,118,224,211,0.21338155515370705,0.34502923976608185,0.3586626139817629
0.15,24,0,137,263,118,145,19,0.41843971631205673,0.44866920152091255,0.8613138686131386
0.15,24,1,350,328,195,133,155,0.40372670807453415,0.5945121951219512,0.5571428571428572
0.15,25,0,133,148,77,71,56,0.37745098039215685,0.5202702702702703,0.5789473684210527
0.15,25,1,196,198,113,85,83,0.40213523131672596,0.5707070707070707,0.576530612244898
0.15,26,0,257,260,176,84,81,0.5161290322580645,0.676923076923077,0.6848249027237354
0.15,27,0,144,230,111,119,33,0.4220532319391635,0.4826086956521739,0.7708333333333334
0.15,27,1,263,243,118,125,145,0.30412371134020616,0.48559670781893005,0.44866920152091255
0.15,32,0,151,246,115,131,36,0.4078014184397163,0.46747967479674796,0.7615894039735099
0.15,32,1,309,291,150,141,159,0.3333333333333333,0.5154639175257731,0.4854368932038835
0.15,33,0,127,144,75,69,52,0.3826530612244898,0.5208333333333334,0.5905511811023622
0.15,35,0,126,205,109,96,17,0.49099099099099097,0.5317073170731708,0.8650793650793651
0.15,35,1,267,208,94,114,173,0.24671916010498687,0.4519230769230769,0.352059925093633
0.15,36,0,174,246,143,103,31,0.516245487364621,0.5813008130081301,0.8218390804597702
0.15,36,1,294,302,157,145,137,0.357630979498861,0.5198675496688742,0.5340136054421769
0.15,37,0,89,192,75,117,14,0.3640776699029126,0.390625,0.8426966292134831
0.15,37,1,206,247,67,180,139,0.17357512953367876,0.27125506072874495,0.32524271844660196
0.15,38,0,87,149,81,68,6,0.5225806451612903,0.5436241610738255,0.9310344827586207
0.15,38,1,213,178,79,99,134,0.2532051282051282,0.4438202247191011,0.37089201877934275
0.15,39,0,125,182,110,72,15,0.5583756345177665,0.6043956043956044,0.88
0.15,39,1,269,237,75,162,194,0.1740139211136891,0.31645569620253167,0.2788104089219331
0.15,40,0,146,189,105,84,41,0.45652173913043476,0.5555555555555556,0.7191780821917808
0.15,40,1,295,258,133,125,162,0.31666666666666665,0.5155038759689923,0.45084745762711864
0.15,43,0,90,150,90,60,0,0.6,0.6,1.0
0.15,43,1,258,178,111,67,147,0.3415384615384615,0.6235955056179775,0.43023255813953487
0.15,44,0,168,175,113,62,55,0.49130434782608695,0.6457142857142857,0.6726190476190477
0.15,44,1,147,196,104,92,43,0.4351464435146444,0.5306122448979592,0.7074829931972789
0.15,44,2,267,267,145,122,122,0.37275064267352187,0.5430711610486891,0.5430711610486891
0.15,45,0,171,257,143,114,28,0.5017543859649123,0.556420233463035,0.8362573099415205
