example_id,rate,order_name,doc_id,jaccard_vs_original_order,original_selected_count,perturbed_selected_count
0,0.5,shuffle_b,8,0.9910112359550561,443,443
0,0.5,shuffle_b,9,0.9886363636363636,175,175
0,0.5,shuffle_b,10,0.9955257270693513,446,446
1,0.1,reverse,1,0.9791666666666666,95,95
1,0.1,reverse,2,0.9787234042553191,93,93
1,0.1,reverse,3,1.0,92,92
1,0.1,reverse,4,1.0,95,95
1,0.1,reverse,5,0.9583333333333334,94,94
1,0.1,reverse,6,0.9787234042553191,93,93
1,0.1,reverse,7,0.9578947368421052,93,93
1,0.1,reverse,8,1.0,49,49
1,0.1,reverse,9,0.9782608695652174,91,91
1,0.1,reverse,10,1.0,87,87
1,0.1,shuffle_a,1,1.0,95,95
1,0.1,shuffle_a,2,0.9787234042553191,93,93
1,0.1,shuffle_a,3,0.978494623655914,92,92
1,0.1,shuffle_a,4,1.0,95,95
1,0.1,shuffle_a,5,0.9789473684210527,94,94
1,0.1,shuffle_a,6,0.9787234042553191,93,93
1,0.1,shuffle_a,7,0.9787234042553191,93,93
1,0.1,shuffle_a,8,0.96,49,49
1,0.1,shuffle_a,9,1.0,91,91
1,0.1,shuffle_a,10,1.0,87,87
1,0.1,shuffle_b,1,0.9587628865979382,95,95
1,0.1,shuffle_b,2,0.9787234042553191,93,93
1,0.1,shuffle_b,3,1.0,92,92
1,0.1,shuffle_b,4,0.9791666666666666,95,95
1,0.1,shuffle_b,5,0.9789473684210527,94,94
1,0.1,shuffle_b,6,1.0,93,93
1,0.1,shuffle_b,7,0.9787234042553191,93,93
1,0.1,shuffle_b,8,1.0,49,49
1,0.1,shuffle_b,9,0.9782608695652174,91,91
1,0.1,shuffle_b,10,1.0,87,87
1,0.15,reverse,1,0.986013986013986,142,142
1,0.15,reverse,2,0.9858156028368794,140,140
1,0.15,reverse,3,0.9714285714285714,138,138
1,0.15,reverse,4,1.0,143,143
1,0.15,reverse,5,0.9859154929577465,141,141
1,0.15,reverse,6,0.9858156028368794,140,140
1,0.15,reverse,7,0.9858156028368794,140,140
1,0.15,reverse,8,1.0,73,73
1,0.15,reverse,9,0.9854014598540146,136,136
1,0.15,reverse,10,0.9848484848484849,131,131
1,0.15,shuffle_a,1,0.9722222222222222,142,142
1,0.15,shuffle_a,2,1.0,140,140
1,0.15,shuffle_a,3,0.9856115107913669,138,138
1,0.15,shuffle_a,4,1.0,143,143
1,0.15,shuffle_a,5,0.972027972027972,141,141
1,0.15,shuffle_a,6,0.9858156028368794,140,140
1,0.15,shuffle_a,7,1.0,140,140
1,0.15,shuffle_a,8,1.0,73,73
1,0.15,shuffle_a,9,0.9854014598540146,136,136
1,0.15,shuffle_a,10,0.9699248120300752,131,131
1,0.15,shuffle_b,1,0.986013986013986,142,142
1,0.15,shuffle_b,2,1.0,140,140
1,0.15,shuffle_b,3,0.9856115107913669,138,138
1,0.15,shuffle_b,4,1.0,143,143
1,0.15,shuffle_b,5,0.9859154929577465,141,141
1,0.15,shuffle_b,6,0.971830985915493,140,140
1,0.15,shuffle_b,7,1.0,140,140
1,0.15,shuffle_b,8,1.0,73,73
1,0.15,shuffle_b,9,0.9710144927536232,136,136
1,0.15,shuffle_b,10,1.0,131,131
1,0.3,reverse,1,0.993006993006993,285,285
1,0.3,reverse,2,0.9928825622775801,280,280
1,0.3,reverse,3,0.9928057553956835,277,277
1,0.3,reverse,4,0.986159169550173,287,287
1,0.3,reverse,5,0.9789473684210527,282,282
1,0.3,reverse,6,0.9929078014184397,281,281
1,0.3,reverse,7,0.9788732394366197,281,281
1,0.3,reverse,8,0.9864864864864865,147,147
1,0.3,reverse,9,0.9782608695652174,273,273
1,0.3,reverse,10,0.9849056603773585,263,263
1,0.3,shuffle_a,1,0.993006993006993,285,285
1,0.3,shuffle_a,2,0.9928825622775801,280,280
1,0.3,shuffle_a,3,0.985663082437276,277,277
1,0.3,shuffle_a,4,0.9725085910652921,287,287
1,0.3,shuffle_a,5,0.9859154929577465,282,282
1,0.3,shuffle_a,6,0.9858657243816255,281,281
1,0.3,shuffle_a,7,0.9858657243816255,281,281
1,0.3,shuffle_a,8,0.9731543624161074,147,147
1,0.3,shuffle_a,9,0.9927007299270073,273,273
1,0.3,shuffle_a,10,0.9774436090225563,263,263
1,0.3,shuffle_b,1,0.993006993006993,285,285
1,0.3,shuffle_b,2,0.9928825622775801,280,280
1,0.3,shuffle_b,3,0.9928057553956835,277,277
1,0.3,shuffle_b,4,0.9793103448275862,287,287
1,0.3,shuffle_b,5,0.9859154929577465,282,282
1,0.3,shuffle_b,6,0.9929078014184397,281,281
1,0.3,shuffle_b,7,0.9788732394366197,281,281
1,0.3,shuffle_b,8,0.9864864864864865,147,147
1,0.3,shuffle_b,9,0.9927007299270073,273,273
1,0.3,shuffle_b,10,0.9924242424242424,263,263
1,0.5,reverse,1,0.9916317991631799,476,476
1,0.5,reverse,2,0.9872340425531915,467,467
1,0.5,reverse,3,0.9913793103448276,462,462
1,0.5,reverse,4,0.983402489626556,478,478
1,0.5,reverse,5,0.9915254237288136,470,470
1,0.5,reverse,6,0.9957446808510638,469,469
1,0.5,reverse,7,0.9915074309978769,469,469
1,0.5,reverse,8,0.9838056680161943,245,245
1,0.5,reverse,9,0.9869281045751634,456,456
1,0.5,reverse,10,0.990909090909091,438,438
1,0.5,shuffle_a,1,0.9958071278825996,476,476
1,0.5,shuffle_a,2,0.9957264957264957,467,467
1,0.5,shuffle_a,3,0.9913793103448276,462,462
1,0.5,shuffle_a,4,0.9916666666666667,478,478
1,0.5,shuffle_a,5,0.9957537154989384,470,470
1,0.5,shuffle_a,6,0.9957446808510638,469,469
1,0.5,shuffle_a,7,0.9915074309978769,469,469
1,0.5,shuffle_a,8,0.9838056680161943,245,245
1,0.5,shuffle_a,9,0.9912663755458515,456,456
1,0.5,shuffle_a,10,0.9819004524886877,438,438
1,0.5,shuffle_b,1,0.9874739039665971,476,476
1,0.5,shuffle_b,2,0.9957264957264957,467,467
1,0.5,shuffle_b,3,0.9913793103448276,462,462
1,0.5,shuffle_b,4,0.9875259875259875,478,478
1,0.5,shuffle_b,5,0.9915254237288136,470,470
1,0.5,shuffle_b,6,0.9915074309978769,469,469
1,0.5,shuffle_b,7,1.0,469,469
1,0.5,shuffle_b,8,0.991869918699187,245,245
1,0.5,shuffle_b,9,0.9912663755458515,456,456
1,0.5,shuffle_b,10,0.990909090909091,438,438
2,0.1,reverse,1,0.956989247311828,91,91
2,0.1,reverse,2,0.9587628865979382,95,95
2,0.1,reverse,3,0.9578947368421052,93,93
2,0.1,reverse,4,0.979381443298969,96,96
2,0.1,reverse,5,0.9587628865979382,95,95
2,0.1,reverse,6,1.0,91,91
2,0.1,reverse,7,1.0,91,91
2,0.1,reverse,8,1.0,51,51
2,0.1,reverse,9,1.0,16,16
2,0.1,reverse,10,1.0,73,73
2,0.1,shuffle_a,1,0.9782608695652174,91,91
2,0.1,shuffle_a,2,1.0,95,95
2,0.1,shuffle_a,3,0.9578947368421052,93,93
2,0.1,shuffle_a,4,0.979381443298969,96,96
2,0.1,shuffle_a,5,0.9587628865979382,95,95
2,0.1,shuffle_a,6,0.9782608695652174,91,91
2,0.1,shuffle_a,7,0.9782608695652174,91,91
2,0.1,shuffle_a,8,1.0,51,51
2,0.1,shuffle_a,9,1.0,16,16
2,0.1,shuffle_a,10,1.0,73,73
2,0.1,shuffle_b,1,0.9782608695652174,91,91
2,0.1,shuffle_b,2,0.9791666666666666,95,95
2,0.1,shuffle_b,3,0.9578947368421052,93,93
2,0.1,shuffle_b,4,0.979381443298969,96,96
2,0.1,shuffle_b,5,0.9587628865979382,95,95
2,0.1,shuffle_b,6,0.9782608695652174,91,91
2,0.1,shuffle_b,7,1.0,91,91
2,0.1,shuffle_b,8,1.0,51,51
2,0.1,shuffle_b,9,1.0,16,16
2,0.1,shuffle_b,10,1.0,73,73
2,0.15,reverse,1,1.0,137,137
2,0.15,reverse,2,0.986013986013986,142,142
2,0.15,reverse,3,0.971830985915493,140,140
2,0.15,reverse,4,0.9726027397260274,144,144
2,0.15,reverse,5,0.9724137931034482,143,143
2,0.15,reverse,6,0.9712230215827338,137,137
2,0.15,reverse,7,0.9855072463768116,137,137
2,0.15,reverse,8,0.9493670886075949,77,77
2,0.15,reverse,9,1.0,25,25
2,0.15,reverse,10,1.0,109,109
2,0.15,shuffle_a,1,1.0,137,137
2,0.15,shuffle_a,2,0.9722222222222222,142,142
2,0.15,shuffle_a,3,0.971830985915493,140,140
2,0.15,shuffle_a,4,0.9726027397260274,144,144
2,0.15,shuffle_a,5,0.9724137931034482,143,143
2,0.15,shuffle_a,6,1.0,137,137
2,0.15,shuffle_a,7,0.9855072463768116,137,137
2,0.15,shuffle_a,8,0.9493670886075949,77,77
2,0.15,shuffle_a,9,1.0,25,25
2,0.15,shuffle_a,10,0.9818181818181818,109,109
2,0.15,shuffle_b,1,0.9855072463768116,137,137
2,0.15,shuffle_b,2,0.9586206896551724,142,142
2,0.15,shuffle_b,3,0.9858156028368794,140,140
2,0.15,shuffle_b,4,0.9862068965517241,144,144
2,0.15,shuffle_b,5,0.9861111111111112,143,143
2,0.15,shuffle_b,6,0.9855072463768116,137,137
2,0.15,shuffle_b,7,1.0,137,137
2,0.15,shuffle_b,8,0.9743589743589743,77,77
2,0.15,shuffle_b,9,1.0,25,25
2,0.15,shuffle_b,10,0.9818181818181818,109,109
2,0.3,reverse,1,0.9927536231884058,275,275
2,0.3,reverse,2,0.972318339100346,285,285
2,0.3,reverse,3,1.0,280,280
2,0.3,reverse,4,1.0,289,289
2,0.3,reverse,5,0.986159169550173,287,287
2,0.3,reverse,6,0.9927536231884058,275,275
2,0.3,reverse,7,0.9784172661870504,275,275
2,0.3,reverse,8,0.9743589743589743,154,154
2,0.3,reverse,9,1.0,50,50
2,0.3,reverse,10,0.990909090909091,219,219
2,0.3,shuffle_a,1,1.0,275,275
2,0.3,shuffle_a,2,0.9860627177700348,285,285
2,0.3,shuffle_a,3,0.9928825622775801,280,280
2,0.3,shuffle_a,4,0.993103448275862,289,289
2,0.3,shuffle_a,5,0.986159169550173,287,287
2,0.3,shuffle_a,6,0.9927536231884058,275,275
2,0.3,shuffle_a,7,0.9784172661870504,275,275
2,0.3,shuffle_a,8,0.9743589743589743,154,154
2,0.3,shuffle_a,9,1.0,50,50
2,0.3,shuffle_a,10,1.0,219,219
2,0.3,shuffle_b,1,0.9927536231884058,275,275
2,0.3,shuffle_b,2,0.9860627177700348,285,285
2,0.3,shuffle_b,3,0.9858156028368794,280,280
2,0.3,shuffle_b,4,1.0,289,289
2,0.3,shuffle_b,5,0.9930555555555556,287,287
2,0.3,shuffle_b,6,0.9927536231884058,275,275
2,0.3,shuffle_b,7,0.9784172661870504,275,275
2,0.3,shuffle_b,8,0.9743589743589743,154,154
2,0.3,shuffle_b,9,1.0,50,50
2,0.3,shuffle_b,10,1.0,219,219
2,0.5,reverse,1,0.9956521739130435,459,459
2,0.5,reverse,2,0.9958071278825996,476,476
2,0.5,reverse,3,0.9914712153518124,467,467
2,0.5,reverse,4,0.9958592132505176,482,482
2,0.5,reverse,5,0.9958333333333333,479,479
2,0.5,reverse,6,0.9913232104121475,459,459
2,0.5,reverse,7,0.9956427015250545,458,458
2,0.5,reverse,8,0.9845559845559846,257,257
2,0.5,reverse,9,1.0,84,84
2,0.5,reverse,10,0.9945504087193461,366,366
2,0.5,shuffle_a,1,0.987012987012987,459,459
2,0.5,shuffle_a,2,1.0,476,476
2,0.5,shuffle_a,3,0.9872340425531915,467,467
2,0.5,shuffle_a,4,0.9917355371900827,482,482
2,0.5,shuffle_a,5,0.9958333333333333,479,479
2,0.5,shuffle_a,6,0.9956521739130435,459,459
2,0.5,shuffle_a,7,0.9956427015250545,458,458
2,0.5,shuffle_a,8,0.9845559845559846,257,257
2,0.5,shuffle_a,9,1.0,84,84
2,0.5,shuffle_a,10,0.9891304347826086,366,366
2,0.5,shuffle_b,1,0.9913232104121475,459,459
2,0.5,shuffle_b,2,0.9916317991631799,476,476
2,0.5,shuffle_b,3,0.9872340425531915,467,467
2,0.5,shuffle_b,4,0.9917355371900827,482,482
2,0.5,shuffle_b,5,1.0,479,479
2,0.5,shuffle_b,6,0.9956521739130435,459,459
2,0.5,shuffle_b,7,0.991304347826087,458,458
2,0.5,shuffle_b,8,0.9845559845559846,257,257
2,0.5,shuffle_b,9,1.0,84,84
2,0.5,shuffle_b,10,0.9891304347826086,366,366
3,0.1,reverse,1,1.0,89,89
3,0.1,reverse,2,1.0,11,11
3,0.1,reverse,3,1.0,55,55
3,0.1,reverse,4,1.0,12,12
3,0.1,reverse,5,0.9692307692307692,64,64
3,0.1,reverse,6,0.9791666666666666,95,95
3,0.1,reverse,7,0.9789473684210527,94,94
3,0.1,reverse,8,0.9795918367346939,97,97
3,0.1,reverse,9,0.979381443298969,96,96
3,0.1,reverse,10,0.9789473684210527,94,94
3,0.1,shuffle_a,1,0.9777777777777777,89,89
3,0.1,shuffle_a,2,1.0,11,11
3,0.1,shuffle_a,3,1.0,55,55
3,0.1,shuffle_a,4,1.0,12,12
3,0.1,shuffle_a,5,0.9692307692307692,64,64
3,0.1,shuffle_a,6,1.0,95,95
3,0.1,shuffle_a,7,1.0,94,94
3,0.1,shuffle_a,8,0.9795918367346939,97,97
3,0.1,shuffle_a,9,0.979381443298969,96,96
3,0.1,shuffle_a,10,0.9789473684210527,94,94
3,0.1,shuffle_b,1,0.9777777777777777,89,89
3,0.1,shuffle_b,2,1.0,11,11
3,0.1,shuffle_b,3,1.0,55,55
3,0.1,shuffle_b,4,1.0,12,12
3,0.1,shuffle_b,5,0.9692307692307692,64,64
3,0.1,shuffle_b,6,0.9791666666666666,95,95
3,0.1,shuffle_b,7,0.9789473684210527,94,94
3,0.1,shuffle_b,8,0.9795918367346939,97,97
3,0.1,shuffle_b,9,1.0,96,96
3,0.1,shuffle_b,10,0.9789473684210527,94,94
3,0.15,reverse,1,0.9850746268656716,133,133
3,0.15,reverse,2,1.0,17,17
3,0.15,reverse,3,0.9761904761904762,83,83
3,0.15,reverse,4,1.0,19,19
3,0.15,reverse,5,0.9595959595959596,97,97
3,0.15,reverse,6,1.0,143,143
3,0.15,reverse,7,0.972027972027972,141,141
3,0.15,reverse,8,0.9863945578231292,146,146
3,0.15,reverse,9,0.9862068965517241,144,144
3,0.15,reverse,10,0.9859154929577465,141,141
3,0.15,shuffle_a,1,0.9850746268656716,133,133
3,0.15,shuffle_a,2,1.0,17,17
3,0.15,shuffle_a,3,1.0,83,83
3,0.15,shuffle_a,4,0.9,19,19
3,0.15,shuffle_a,5,1.0,97,97
3,0.15,shuffle_a,6,1.0,143,143
3,0.15,shuffle_a,7,0.9583333333333334,141,141
3,0.15,shuffle_a,8,0.9863945578231292,146,146
3,0.15,shuffle_a,9,0.9862068965517241,144,144
3,0.15,shuffle_a,10,0.9859154929577465,141,141
3,0.15,shuffle_b,1,1.0,133,133
3,0.15,shuffle_b,2,1.0,17,17
3,0.15,shuffle_b,3,0.9761904761904762,83,83
3,0.15,shuffle_b,4,1.0,19,19
3,0.15,shuffle_b,5,0.9795918367346939,97,97
3,0.15,shuffle_b,6,0.9861111111111112,143,143
3,0.15,shuffle_b,7,0.972027972027972,141,141
3,0.15,shuffle_b,8,1.0,146,146
3,0.15,shuffle_b,9,1.0,144,144
3,0.15,shuffle_b,10,0.9859154929577465,141,141
3,0.3,reverse,1,0.9777777777777777,267,267
3,0.3,reverse,2,0.9444444444444444,35,35
3,0.3,reverse,3,0.9880239520958084,166,166
3,0.3,reverse,4,0.9487179487179487,38,38
3,0.3,reverse,5,1.0,194,194
3,0.3,reverse,6,0.986159169550173,287,287
3,0.3,reverse,7,0.9790209790209791,283,283
3,0.3,reverse,8,0.9931740614334471,292,292
3,0.3,reverse,9,0.9930795847750865,288,288
3,0.3,reverse,10,0.9859649122807017,283,283
3,0.3,shuffle_a,1,0.9925373134328358,267,267
3,0.3,shuffle_a,2,1.0,35,35
3,0.3,shuffle_a,3,0.9880239520958084,166,166
3,0.3,shuffle_a,4,0.9487179487179487,38,38
3,0.3,shuffle_a,5,0.9897435897435898,194,194
3,0.3,shuffle_a,6,0.9930555555555556,287,287
3,0.3,shuffle_a,7,0.9859649122807017,283,283
3,0.3,shuffle_a,8,0.9863945578231292,292,292
3,0.3,shuffle_a,9,0.9862068965517241,288,288
3,0.3,shuffle_a,10,0.9790209790209791,283,283
3,0.3,shuffle_b,1,0.9851301115241635,267,267
3,0.3,shuffle_b,2,1.0,35,35
3,0.3,shuffle_b,3,0.9761904761904762,166,166
3,0.3,shuffle_b,4,0.9487179487179487,38,38
3,0.3,shuffle_b,5,1.0,194,194
3,0.3,shuffle_b,6,0.986159169550173,287,287
3,0.3,shuffle_b,7,0.9859649122807017,283,283
3,0.3,shuffle_b,8,0.9863945578231292,292,292
3,0.3,shuffle_b,9,0.9930795847750865,288,288
3,0.3,shuffle_b,10,0.9929577464788732,283,283
3,0.5,reverse,1,0.9910714285714286,446,446
3,0.5,reverse,2,1.0,59,59
3,0.5,reverse,3,0.9928057553956835,277,277
3,0.5,reverse,4,0.9692307692307692,64,64
3,0.5,reverse,5,1.0,324,324
3,0.5,reverse,6,0.9875518672199171,479,479
3,0.5,reverse,7,0.9957716701902748,472,472
3,0.5,reverse,8,0.9877551020408163,487,487
3,0.5,reverse,9,0.9958419958419958,480,480
3,0.5,reverse,10,0.9873684210526316,472,472
3,0.5,shuffle_a,1,0.9910714285714286,446,446
3,0.5,shuffle_a,2,0.9666666666666667,59,59
3,0.5,shuffle_a,3,0.9928057553956835,277,277
3,0.5,shuffle_a,4,1.0,64,64
3,0.5,shuffle_a,5,0.9938461538461538,324,324
3,0.5,shuffle_a,6,0.9875518672199171,479,479
3,0.5,shuffle_a,7,0.9957716701902748,472,472
3,0.5,shuffle_a,8,0.9959016393442623,487,487
3,0.5,shuffle_a,9,0.9958419958419958,480,480
3,0.5,shuffle_a,10,0.9915611814345991,472,472
3,0.5,shuffle_b,1,0.9866369710467706,446,446
3,0.5,shuffle_b,2,1.0,59,59
3,0.5,shuffle_b,3,0.9928057553956835,277,277
3,0.5,shuffle_b,4,1.0,64,64
3,0.5,shuffle_b,5,0.9938461538461538,324,324
3,0.5,shuffle_b,6,0.9834368530020704,479,479
3,0.5,shuffle_b,7,0.9915611814345991,472,472
3,0.5,shuffle_b,8,0.9837067209775967,487,487
3,0.5,shuffle_b,9,0.9958419958419958,480,480
3,0.5,shuffle_b,10,0.9873684210526316,472,472
4,0.1,reverse,1,0.9787234042553191,93,93
4,0.1,reverse,2,0.9587628865979382,95,95
4,0.1,reverse,3,0.9587628865979382,95,95
4,0.1,reverse,4,1.0,31,31
4,0.1,reverse,5,1.0,95,95
4,0.1,reverse,6,0.9607843137254902,50,50
4,0.1,reverse,7,0.9622641509433962,52,52
4,0.1,reverse,8,1.0,92,92
4,0.1,reverse,9,0.9595959595959596,97,97
4,0.1,reverse,10,1.0,56,56
4,0.1,shuffle_a,1,0.9787234042553191,93,93
4,0.1,shuffle_a,2,0.9791666666666666,95,95
4,0.1,shuffle_a,3,0.9791666666666666,95,95
4,0.1,shuffle_a,4,1.0,31,31
4,0.1,shuffle_a,5,0.9791666666666666,95,95
4,0.1,shuffle_a,6,0.9607843137254902,50,50
4,0.1,shuffle_a,7,1.0,52,52
4,0.1,shuffle_a,8,1.0,92,92
4,0.1,shuffle_a,9,1.0,97,97
4,0.1,shuffle_a,10,1.0,56,56
4,0.1,shuffle_b,1,0.9787234042553191,93,93
4,0.1,shuffle_b,2,1.0,95,95
4,0.1,shuffle_b,3,0.9587628865979382,95,95
4,0.1,shuffle_b,4,1.0,31,31
4,0.1,shuffle_b,5,0.9791666666666666,95,95
4,0.1,shuffle_b,6,1.0,50,50
4,0.1,shuffle_b,7,1.0,52,52
4,0.1,shuffle_b,8,1.0,92,92
4,0.1,shuffle_b,9,0.9595959595959596,97,97
4,0.1,shuffle_b,10,1.0,56,56
4,0.15,reverse,1,0.9858156028368794,140,140
4,0.15,reverse,2,0.958904109589041,143,143
4,0.15,reverse,3,1.0,142,142
4,0.15,reverse,4,0.9583333333333334,47,47
4,0.15,reverse,5,0.986013986013986,142,142
4,0.15,reverse,6,0.974025974025974,76,76
4,0.15,reverse,7,0.9746835443037974,78,78
4,0.15,reverse,8,0.9716312056737588,139,139
4,0.15,reverse,9,0.9863013698630136,145,145
4,0.15,reverse,10,1.0,84,84
4,0.15,shuffle_a,1,0.9858156028368794,140,140
4,0.15,shuffle_a,2,0.9861111111111112,143,143
4,0.15,shuffle_a,3,1.0,142,142
4,0.15,shuffle_a,4,1.0,47,47
4,0.15,shuffle_a,5,0.986013986013986,142,142
4,0.15,shuffle_a,6,0.974025974025974,76,76
4,0.15,shuffle_a,7,0.9746835443037974,78,78
4,0.15,shuffle_a,8,0.9716312056737588,139,139
4,0.15,shuffle_a,9,0.9727891156462585,145,145
4,0.15,shuffle_a,10,1.0,84,84
4,0.15,shuffle_b,1,0.9858156028368794,140,140
4,0.15,shuffle_b,2,0.958904109589041,143,143
4,0.15,shuffle_b,3,0.9722222222222222,142,142
4,0.15,shuffle_b,4,1.0,47,47
4,0.15,shuffle_b,5,0.986013986013986,142,142
4,0.15,shuffle_b,6,0.974025974025974,76,76
4,0.15,shuffle_b,7,0.9746835443037974,78,78
4,0.15,shuffle_b,8,0.9716312056737588,139,139
4,0.15,shuffle_b,9,0.9727891156462585,145,145
4,0.15,shuffle_b,10,1.0,84,84
4,0.3,reverse,1,1.0,281,281
4,0.3,reverse,2,0.986159169550173,287,287
4,0.3,reverse,3,0.9791666666666666,285,285
4,0.3,reverse,4,1.0,94,94
4,0.3,reverse,5,0.993006993006993,285,285
