dataset,method,rate,segment,source_csv,source_row,Question,Real Answer,Pred Answer,Predicted_Clean,Rejudge_Correct,Rejudge_Reason,Rejudge_Raw
musique-v2,sparse_block_preprocess_k16,0.15,seg_10_20,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k16/musique-v2/rate_0p15/seg_10_20/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,0,Who was the first African American student at the university Robert Khayat was educated at?,James Howard Meredith,James Meredith,James Meredith,True,预测答案“James Meredith”与标准答案“James Howard Meredith”指的是同一个人。预测答案仅省略了中间名“Howard”，这属于措辞上的细微差异，两者在语义上完全等价，且包含了标准答案的关键信息，因此判断为正确。,"判断: 正确
原因: 预测答案“James Meredith”与标准答案“James Howard Meredith”指的是同一个人。预测答案仅省略了中间名“Howard”，这属于措辞上的细微差异，两者在语义上完全等价，且包含了标准答案的关键信息，因此判断为正确。"
musique-v2,sparse_block_preprocess_k16,0.15,seg_10_20,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k16/musique-v2/rate_0p15/seg_10_20/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,1,Who gives out the prize named after the author of Lectures on Jurisprudence?,University of Cambridge,The Adam Smith Prize is given out by the Royal Society of Chemistry.,The Adam Smith Prize is given out by the Royal Society of Chemistry.,False,预测答案给出的颁发机构是“英国皇家化学学会”，而标准答案是“剑桥大学”。两者在语义上完全不一致，且预测答案未能包含标准答案的关键信息，因此判断为错误。,"判断: 错误
原因: 预测答案给出的颁发机构是“英国皇家化学学会”，而标准答案是“剑桥大学”。两者在语义上完全不一致，且预测答案未能包含标准答案的关键信息，因此判断为错误。"
musique-v2,sparse_block_preprocess_k16,0.15,seg_10_20,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k16/musique-v2/rate_0p15/seg_10_20/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,2,Who is Frances Freeling Broderip's sibling?,Tom Hood,Tom Hood,Tom Hood,True,预测答案“Tom Hood”与标准答案完全一致，准确地给出了Frances Freeling Broderip的兄弟姐妹的名字，包含了标准答案的关键信息，语义完全等价，因此判断为正确。,"判断: 正确
原因: 预测答案“Tom Hood”与标准答案完全一致，准确地给出了Frances Freeling Broderip的兄弟姐妹的名字，包含了标准答案的关键信息，语义完全等价，因此判断为正确。"
musique-v2,sparse_block_preprocess_k16,0.15,seg_10_20,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k16/musique-v2/rate_0p15/seg_10_20/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,3,Who is the spouse of the person who voices Jarvis in Iron Man?,Jennifer Connelly,LaTanya Richardson Jackson,LaTanya Richardson Jackson,False,预测答案给出的名字是LaTanya Richardson Jackson，而标准答案是Jennifer Connelly。两者并非同一人，预测答案没有包含标准答案的关键信息，在语义上也不等价，因此判断为错误。,"判断: 错误
原因: 预测答案给出的名字是LaTanya Richardson Jackson，而标准答案是Jennifer Connelly。两者并非同一人，预测答案没有包含标准答案的关键信息，在语义上也不等价，因此判断为错误。"
musique-v2,sparse_block_preprocess_k16,0.15,seg_10_20,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k16/musique-v2/rate_0p15/seg_10_20/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,4,What is the source of the river that is the mouth of the Caledon River?,Thaba Putsoa,Orange River,Orange River,False,预测答案“Orange River”与标准答案“Thaba Putsoa”完全不一致。问题询问的是作为卡利登河河口的那条河流的源头，标准答案给出的是源头地名，而预测答案给出的是河流名称，未包含正确关键信息。,"判断: 错误
原因: 预测答案“Orange River”与标准答案“Thaba Putsoa”完全不一致。问题询问的是作为卡利登河河口的那条河流的源头，标准答案给出的是源头地名，而预测答案给出的是河流名称，未包含正确关键信息。"
musique-v2,sparse_block_preprocess_k16,0.15,seg_10_20,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k16/musique-v2/rate_0p15/seg_10_20/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,5,What is the name of the famous bridge located in the birthplace of the composer of Nulla in mundo pax sincera?,Rialto Bridge,Royal Albert Bridge,Royal Albert Bridge,False,预测答案“Royal Albert Bridge”与标准答案“Rialto Bridge”完全不同。问题询问的是位于《Nulla in mundo pax sincera》作曲家（维瓦尔第）出生地（威尼斯）的著名桥梁，正确答案应为里亚托桥，而预测答案给出了一个不相关的桥梁名称，未包含任何关键信息。,"判断: 错误
原因: 预测答案“Royal Albert Bridge”与标准答案“Rialto Bridge”完全不同。问题询问的是位于《Nulla in mundo pax sincera》作曲家（维瓦尔第）出生地（威尼斯）的著名桥梁，正确答案应为里亚托桥，而预测答案给出了一个不相关的桥梁名称，未包含任何关键信息。"
musique-v2,sparse_block_preprocess_k16,0.15,seg_10_20,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k16/musique-v2/rate_0p15/seg_10_20/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,6,When did the party that gained control of Congress in the midterm elections in 1946 take control of the government branch that determines the rules of the US House?,January 2015,1946,1946,False,预测答案“1946”仅是中期选举发生的时间，而问题询问的是该政党何时正式掌控决定众议院规则的政府分支（即众议院规则委员会）。标准答案为“January 2015”，预测答案与标准答案在语义上完全不同，未包含正确信息。,"判断: 错误
原因: 预测答案“1946”仅是中期选举发生的时间，而问题询问的是该政党何时正式掌控决定众议院规则的政府分支（即众议院规则委员会）。标准答案为“January 2015”，预测答案与标准答案在语义上完全不同，未包含正确信息。"
musique-v2,sparse_block_preprocess_k16,0.15,seg_10_20,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k16/musique-v2/rate_0p15/seg_10_20/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,7,Where did the producer of Julius Caesar study or work?,Clifton College,"John Houseman, the producer of Julius Caesar, studied at Clifton College in England. He worked in the grain trade in London before emigrating to the United States in 1925.","John Houseman, the producer of Julius Caesar, studied at Clifton College in England. He worked in the grain trade in London before emigrating to the United States in 1925.",True,预测答案不仅包含了标准答案中的关键信息“Clifton College”，还明确指出了制作人John Houseman在此地学习，并补充了其工作经历。这与标准答案在语义上完全等价，准确回答了问题。,"判断: 正确
原因: 预测答案不仅包含了标准答案中的关键信息“Clifton College”，还明确指出了制作人John Houseman在此地学习，并补充了其工作经历。这与标准答案在语义上完全等价，准确回答了问题。"
musique-v2,sparse_block_preprocess_k16,0.15,seg_10_20,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k16/musique-v2/rate_0p15/seg_10_20/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,8,Mehmet Hayri Tarhan's birthplace is the capital of what municipality?,Malko Tarnovo Municipality,Malko Tarnovo,Malko Tarnovo,True,预测答案“Malko Tarnovo”包含了标准答案“Malko Tarnovo Municipality”中的核心地名信息。在常识问答的语境下，省略“Municipality”这一行政区划后缀并不改变其语义，两者在语义上完全等价，因此预测答案正确回答了问题。,"判断: 正确
原因: 预测答案“Malko Tarnovo”包含了标准答案“Malko Tarnovo Municipality”中的核心地名信息。在常识问答的语境下，省略“Municipality”这一行政区划后缀并不改变其语义，两者在语义上完全等价，因此预测答案正确回答了问题。"
musique-v2,sparse_block_preprocess_k16,0.15,seg_10_20,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k16/musique-v2/rate_0p15/seg_10_20/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,9,What is the performer of Heartbeat named after?,Natalie Albino,Nina Sky,Nina Sky,False,预测答案“Nina Sky”是一个音乐组合名称，而标准答案“Natalie Albino”是该组合中的具体成员。两者在语义上并不等价，预测答案未包含标准答案的关键信息，因此判断为错误。,"判断: 错误
原因: 预测答案“Nina Sky”是一个音乐组合名称，而标准答案“Natalie Albino”是该组合中的具体成员。两者在语义上并不等价，预测答案未包含标准答案的关键信息，因此判断为错误。"
musique-v2,sparse_block_preprocess_k2,0.15,seg_0_25,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k2/musique-v2/rate_0p15/seg_0_25/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,0,Who plays the wife of the producer of Here Comes the Boom in Grown Ups?,Maria Bello,Salma Hayek,Salma Hayek,False,预测答案“Salma Hayek”与标准答案“Maria Bello”不一致。在电影《Grown Ups》中，饰演《Here Comes the Boom》制片人妻子的是Maria Bello，而Salma Hayek饰演的是另一位角色的妻子，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案“Salma Hayek”与标准答案“Maria Bello”不一致。在电影《Grown Ups》中，饰演《Here Comes the Boom》制片人妻子的是Maria Bello，而Salma Hayek饰演的是另一位角色的妻子，因此预测答案未能正确回答问题。"
musique-v2,sparse_block_preprocess_k2,0.15,seg_0_25,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k2/musique-v2/rate_0p15/seg_0_25/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,1,What was the person who provided evidence to suggest the existence of the neutron a participant of?,Manhattan Project,James Chadwick was a participant of the Manhattan Project.,James Chadwick was a participant of the Manhattan Project.,True,预测答案明确指出了提供中子存在证据的人是James Chadwick，并且准确回答了他参与的是Manhattan Project，包含了标准答案的关键信息，语义完全一致。,"判断: 正确
原因: 预测答案明确指出了提供中子存在证据的人是James Chadwick，并且准确回答了他参与的是Manhattan Project，包含了标准答案的关键信息，语义完全一致。"
musique-v2,sparse_block_preprocess_k2,0.15,seg_0_25,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k2/musique-v2/rate_0p15/seg_0_25/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,2,In which borough was Callum McManaman born?,Knowsley,Whiston,Whiston,False,预测答案“Whiston”与标准答案“Knowsley”是两个不同的地名，预测答案没有包含标准答案的关键信息，且两者在语义上并不等价，因此未能正确回答问题。,"判断: 错误
原因: 预测答案“Whiston”与标准答案“Knowsley”是两个不同的地名，预测答案没有包含标准答案的关键信息，且两者在语义上并不等价，因此未能正确回答问题。"
musique-v2,sparse_block_preprocess_k2,0.15,seg_0_25,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k2/musique-v2/rate_0p15/seg_0_25/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,3,Who is the child of the Italian navigator who sailed for England and explored the eastern coast of the continent Francisco Bojado's birthplace is located?,Sebastian Cabot,Sebastian Cabot,Sebastian Cabot,True,预测答案“Sebastian Cabot”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，正确地回答了问题。,"判断: 正确
原因: 预测答案“Sebastian Cabot”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，正确地回答了问题。"
musique-v2,sparse_block_preprocess_k2,0.15,seg_0_25,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k2/musique-v2/rate_0p15/seg_0_25/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,4,Who is the spouse of the actor who played hannibal smith in the a team?,Sherry Boucher,Joy Harmon,Joy Harmon,False,预测答案“Joy Harmon”与标准答案“Sherry Boucher”完全不同，两者不是同一个人。预测答案没有包含标准答案的关键信息，在语义上也不等价，因此未能正确回答问题。,"判断: 错误
原因: 预测答案“Joy Harmon”与标准答案“Sherry Boucher”完全不同，两者不是同一个人。预测答案没有包含标准答案的关键信息，在语义上也不等价，因此未能正确回答问题。"
musique-v2,sparse_block_preprocess_k2,0.15,seg_0_25,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k2/musique-v2/rate_0p15/seg_0_25/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,5,When was the last time Peter Till's sports team beat the winner of the 1894-95 FA Cup?,1 December 2010,2019,2019,False,预测答案给出的时间是2019年，而标准答案明确指出是2010年12月1日。两者在具体年份上存在明显差异，语义上并不等价，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案给出的时间是2019年，而标准答案明确指出是2010年12月1日。两者在具体年份上存在明显差异，语义上并不等价，因此预测答案未能正确回答问题。"
musique-v2,sparse_block_preprocess_k2,0.15,seg_0_25,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k2/musique-v2/rate_0p15/seg_0_25/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,6,Who is the child of the cast member of Green Ice?,Tatum O'Neal,Answer: The child of the cast member of Green Ice is not explicitly mentioned in the provided information.,The child of the cast member of Green Ice is not explicitly mentioned in the provided information.,False,预测答案表示相关信息未被提及，未能给出具体的人名，完全没有包含标准答案中的关键信息“Tatum O'Neal”，因此未能正确回答问题。,"判断: 错误
原因: 预测答案表示相关信息未被提及，未能给出具体的人名，完全没有包含标准答案中的关键信息“Tatum O'Neal”，因此未能正确回答问题。"
musique-v2,sparse_block_preprocess_k2,0.15,seg_0_25,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k2/musique-v2/rate_0p15/seg_0_25/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,7,How many times did plague occur in the birthplace of La Silvia's composer?,22,3,3,False,预测答案给出的数字是3，而标准答案明确指出瘟疫发生的次数是22。两者在数值上完全不一致，且语义上也不等价，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案给出的数字是3，而标准答案明确指出瘟疫发生的次数是22。两者在数值上完全不一致，且语义上也不等价，因此预测答案未能正确回答问题。"
musique-v2,sparse_block_preprocess_k2,0.15,seg_0_25,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k2/musique-v2/rate_0p15/seg_0_25/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,8,When did military instruction start at the place where Larry Alcala was educated?,1912,1912,1912,True,预测答案“1912”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了关于Larry Alcala受教育地点开始军事教学的时间问题。,"判断: 正确
原因: 预测答案“1912”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了关于Larry Alcala受教育地点开始军事教学的时间问题。"
musique-v2,sparse_block_preprocess_k2,0.15,seg_0_25,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k2/musique-v2/rate_0p15/seg_0_25/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,9,What is the experimental satellite being forerunner to communication satellite of INSAT-4CR's manufacturer called?,ATS - 6 (Applications Technology Satellite - 6),ATS-6,ATS-6,True,预测答案“ATS-6”与标准答案“ATS - 6 (Applications Technology Satellite - 6)”的核心名称完全一致。预测答案包含了标准答案的关键信息，且在语义上完全等价，仅仅是省略了全称和连字符的细微格式差异，符合允许措辞细微差异的评判标准。,"判断: 正确
原因: 预测答案“ATS-6”与标准答案“ATS - 6 (Applications Technology Satellite - 6)”的核心名称完全一致。预测答案包含了标准答案的关键信息，且在语义上完全等价，仅仅是省略了全称和连字符的细微格式差异，符合允许措辞细微差异的评判标准。"
musique-v2,sparse_block_preprocess_k2,0.15,seg_0_25,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k2/musique-v2/rate_0p15/seg_0_25/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,10,Who was the first African American student at the university Robert Khayat was educated at?,James Howard Meredith,James Meredith,James Meredith,True,预测答案“James Meredith”与标准答案“James Howard Meredith”指的是同一个人。预测答案包含了标准答案的核心姓名信息，省略中间名属于措辞上的细微差异，两者在语义上完全等价，因此判断为正确。,"判断: 正确
原因: 预测答案“James Meredith”与标准答案“James Howard Meredith”指的是同一个人。预测答案包含了标准答案的核心姓名信息，省略中间名属于措辞上的细微差异，两者在语义上完全等价，因此判断为正确。"
musique-v2,sparse_block_preprocess_k2,0.15,seg_0_25,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input/sparse_block_preprocess_k2/musique-v2/rate_0p15/seg_0_25/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,11,Who gives out the prize named after the author of Lectures on Jurisprudence?,University of Cambridge,The Adam Smith Prize is given out by the Royal Society of Chemistry.,The Adam Smith Prize is given out by the Royal Society of Chemistry.,False,预测答案指出该奖项由英国皇家化学学会颁发，这与标准答案“剑桥大学”完全不一致。此外，预测答案未包含标准答案的关键信息，且在语义上与标准答案不等价。,"判断: 错误
原因: 预测答案指出该奖项由英国皇家化学学会颁发，这与标准答案“剑桥大学”完全不一致。此外，预测答案未包含标准答案的关键信息，且在语义上与标准答案不等价。"
