rate,example_id,selected_times,token_count,token_ratio
0.3,0,1,141,0.12040990606319385
0.3,0,2,67,0.05721605465414176
0.3,0,3,30,0.025619128949615714
0.3,0,4,20,0.017079419299743808
0.3,0,5,19,0.016225448334756618
0.3,0,6,4,0.0034158838599487617
0.3,0,7,9,0.007685738684884714
0.3,0,8,4,0.0034158838599487617
0.3,0,9,6,0.005123825789923143
0.3,0,10,6,0.005123825789923143
0.3,0,11,5,0.004269854824935952
0.3,0,12,4,0.0034158838599487617
0.3,0,13,5,0.004269854824935952
0.3,0,14,5,0.004269854824935952
0.3,0,15,2,0.0017079419299743809
0.3,0,16,8,0.006831767719897523
0.3,0,17,7,0.005977796754910333
0.3,0,18,2,0.0017079419299743809
0.3,0,19,0,0.0
0.3,0,20,3,0.0025619128949615714
0.3,0,21,7,0.005977796754910333
0.3,0,22,3,0.0025619128949615714
0.3,0,23,6,0.005123825789923143
0.3,0,24,1,0.0008539709649871904
0.3,0,25,3,0.0025619128949615714
0.3,0,26,2,0.0017079419299743809
0.3,0,27,1,0.0008539709649871904
0.3,0,28,3,0.0025619128949615714
0.3,0,29,4,0.0034158838599487617
0.3,0,30,2,0.0017079419299743809
0.3,0,31,5,0.004269854824935952
0.3,0,32,4,0.0034158838599487617
0.3,0,33,8,0.006831767719897523
0.3,0,34,271,0.2314261315115286
0.5,0,0,292,0.2493595217762596
0.5,0,1,101,0.08625106746370624
0.5,0,2,63,0.053800170794193
0.5,0,3,26,0.02220324508966695
0.5,0,4,19,0.016225448334756618
0.5,0,5,17,0.014517506404782237
0.5,0,6,13,0.011101622544833475
0.5,0,7,12,0.010247651579846286
0.5,0,8,16,0.013663535439795047
0.5,0,9,14,0.011955593509820665
0.5,0,10,2,0.0017079419299743809
0.5,0,11,3,0.0025619128949615714
0.5,0,12,6,0.005123825789923143
0.5,0,13,6,0.005123825789923143
0.5,0,14,5,0.004269854824935952
0.5,0,15,6,0.005123825789923143
0.5,0,16,5,0.004269854824935952
0.5,0,17,2,0.0017079419299743809
0.5,0,18,7,0.005977796754910333
0.5,0,19,7,0.005977796754910333
0.5,0,20,1,0.0008539709649871904
0.5,0,21,3,0.0025619128949615714
0.5,0,22,4,0.0034158838599487617
0.5,0,23,0,0.0
0.5,0,24,4,0.0034158838599487617
0.5,0,25,3,0.0025619128949615714
0.5,0,26,6,0.005123825789923143
0.5,0,27,6,0.005123825789923143
0.5,0,28,3,0.0025619128949615714
0.5,0,29,3,0.0025619128949615714
0.5,0,30,9,0.007685738684884714
0.5,0,31,11,0.009393680614859094
0.5,0,32,11,0.009393680614859094
0.5,0,33,12,0.010247651579846286
0.5,0,34,473,0.4039282664389411
0.8,0,0,91,0.07771135781383433
0.8,0,1,37,0.03159692570452605
0.8,0,2,18,0.015371477369769428
0.8,0,3,14,0.011955593509820665
0.8,0,4,8,0.006831767719897523
0.8,0,5,7,0.005977796754910333
0.8,0,6,5,0.004269854824935952
0.8,0,7,11,0.009393680614859094
0.8,0,8,7,0.005977796754910333
0.8,0,9,7,0.005977796754910333
0.8,0,10,7,0.005977796754910333
0.8,0,11,4,0.0034158838599487617
0.8,0,12,2,0.0017079419299743809
0.8,0,13,7,0.005977796754910333
0.8,0,14,3,0.0025619128949615714
0.8,0,15,4,0.0034158838599487617
0.8,0,16,5,0.004269854824935952
0.8,0,17,7,0.005977796754910333
0.8,0,18,7,0.005977796754910333
0.8,0,19,3,0.0025619128949615714
0.8,0,20,3,0.0025619128949615714
0.8,0,21,4,0.0034158838599487617
0.8,0,22,1,0.0008539709649871904
0.8,0,23,3,0.0025619128949615714
0.8,0,24,4,0.0034158838599487617
0.8,0,25,5,0.004269854824935952
0.8,0,26,5,0.004269854824935952
0.8,0,27,5,0.004269854824935952
0.8,0,28,9,0.007685738684884714
0.8,0,29,9,0.007685738684884714
0.8,0,30,7,0.005977796754910333
0.8,0,31,6,0.005123825789923143
0.8,0,32,6,0.005123825789923143
0.8,0,33,19,0.016225448334756618
0.8,0,34,831,0.7096498719043552
0.15,1,0,853,0.7078838174273859
0.15,1,1,70,0.058091286307053944
0.15,1,2,34,0.028215767634854772
0.15,1,3,18,0.014937759336099586
0.15,1,4,8,0.006639004149377593
0.15,1,5,8,0.006639004149377593
0.15,1,6,9,0.007468879668049793
0.15,1,7,8,0.006639004149377593
0.15,1,8,8,0.006639004149377593
0.15,1,9,7,0.005809128630705394
0.15,1,10,4,0.0033195020746887966
0.15,1,11,1,0.0008298755186721991
0.15,1,12,2,0.0016597510373443983
0.15,1,13,4,0.0033195020746887966
0.15,1,14,1,0.0008298755186721991
0.15,1,15,8,0.006639004149377593
0.15,1,16,0,0.0
0.15,1,17,1,0.0008298755186721991
0.15,1,18,0,0.0
0.15,1,19,0,0.0
0.15,1,20,1,0.0008298755186721991
0.15,1,21,1,0.0008298755186721991
0.15,1,22,1,0.0008298755186721991
0.15,1,23,1,0.0008298755186721991
0.15,1,24,1,0.0008298755186721991
0.15,1,25,2,0.0016597510373443983
0.15,1,26,1,0.0008298755186721991
0.15,1,27,1,0.0008298755186721991
0.15,1,28,2,0.0016597510373443983
0.15,1,29,2,0.0016597510373443983
0.15,1,30,1,0.0008298755186721991
0.15,1,31,2,0.0016597510373443983
0.15,1,32,2,0.0016597510373443983
0.15,1,33,4,0.0033195020746887966
0.15,1,34,139,0.11535269709543569
0.25,1,0,562,0.46639004149377594
0.25,1,1,138,0.11452282157676348
0.25,1,2,75,0.06224066390041494
0.25,1,3,33,0.027385892116182572
0.25,1,4,30,0.024896265560165973
0.25,1,5,25,0.02074688796680498
0.25,1,6,10,0.008298755186721992
0.25,1,7,8,0.006639004149377593
0.25,1,8,12,0.00995850622406639
0.25,1,9,8,0.006639004149377593
0.25,1,10,4,0.0033195020746887966
0.25,1,11,5,0.004149377593360996
0.25,1,12,4,0.0033195020746887966
0.25,1,13,5,0.004149377593360996
0.25,1,14,4,0.0033195020746887966
0.25,1,15,2,0.0016597510373443983
0.25,1,16,6,0.004979253112033195
0.25,1,17,2,0.0016597510373443983
0.25,1,18,4,0.0033195020746887966
0.25,1,19,1,0.0008298755186721991
0.25,1,20,1,0.0008298755186721991
0.25,1,21,2,0.0016597510373443983
0.25,1,22,6,0.004979253112033195
0.25,1,23,4,0.0033195020746887966
0.25,1,24,3,0.0024896265560165973
0.25,1,25,3,0.0024896265560165973
0.25,1,26,1,0.0008298755186721991
0.25,1,27,1,0.0008298755186721991
0.25,1,28,2,0.0016597510373443983
0.25,1,29,2,0.0016597510373443983
0.25,1,30,3,0.0024896265560165973
0.25,1,31,2,0.0016597510373443983
0.25,1,32,2,0.0016597510373443983
0.25,1,33,3,0.0024896265560165973
0.25,1,34,232,0.19253112033195022
0.3,1,0,477,0.395850622406639
0.3,1,1,152,0.12614107883817427
0.3,1,2,74,0.061410788381742736
0.3,1,3,45,0.03734439834024896
0.3,1,4,22,0.018257261410788383
0.3,1,5,20,0.016597510373443983
0.3,1,6,10,0.008298755186721992
0.3,1,7,13,0.010788381742738589
0.3,1,8,11,0.009128630705394191
0.3,1,9,10,0.008298755186721992
0.3,1,10,7,0.005809128630705394
0.3,1,11,6,0.004979253112033195
0.3,1,12,5,0.004149377593360996
0.3,1,13,4,0.0033195020746887966
0.3,1,14,4,0.0033195020746887966
0.3,1,15,6,0.004979253112033195
0.3,1,16,4,0.0033195020746887966
0.3,1,17,6,0.004979253112033195
0.3,1,18,2,0.0016597510373443983
0.3,1,19,4,0.0033195020746887966
0.3,1,20,2,0.0016597510373443983
0.3,1,21,5,0.004149377593360996
0.3,1,22,3,0.0024896265560165973
0.3,1,23,5,0.004149377593360996
0.3,1,24,4,0.0033195020746887966
0.3,1,25,3,0.0024896265560165973
0.3,1,26,2,0.0016597510373443983
0.3,1,27,3,0.0024896265560165973
0.3,1,28,0,0.0
0.3,1,29,1,0.0008298755186721991
0.3,1,30,1,0.0008298755186721991
0.3,1,31,2,0.0016597510373443983
0.3,1,32,11,0.009128630705394191
0.3,1,33,7,0.005809128630705394
0.3,1,34,274,0.22738589211618257
0.5,1,0,276,0.22904564315352696
0.5,1,1,111,0.09211618257261411
0.5,1,2,65,0.05394190871369295
0.5,1,3,35,0.029045643153526972
0.5,1,4,29,0.024066390041493777
0.5,1,5,20,0.016597510373443983
0.5,1,6,9,0.007468879668049793
0.5,1,7,16,0.013278008298755186
0.5,1,8,7,0.005809128630705394
0.5,1,9,11,0.009128630705394191
0.5,1,10,5,0.004149377593360996
0.5,1,11,7,0.005809128630705394
0.5,1,12,1,0.0008298755186721991
0.5,1,13,6,0.004979253112033195
0.5,1,14,12,0.00995850622406639
0.5,1,15,5,0.004149377593360996
0.5,1,16,5,0.004149377593360996
0.5,1,17,5,0.004149377593360996
0.5,1,18,4,0.0033195020746887966
0.5,1,19,4,0.0033195020746887966
0.5,1,20,1,0.0008298755186721991
0.5,1,21,7,0.005809128630705394
0.5,1,22,8,0.006639004149377593
0.5,1,23,7,0.005809128630705394
0.5,1,24,11,0.009128630705394191
0.5,1,25,5,0.004149377593360996
0.5,1,26,5,0.004149377593360996
0.5,1,27,6,0.004979253112033195
0.5,1,28,6,0.004979253112033195
0.5,1,29,2,0.0016597510373443983
0.5,1,30,6,0.004979253112033195
0.5,1,31,3,0.0024896265560165973
0.5,1,32,14,0.011618257261410789
0.5,1,33,14,0.011618257261410789
0.5,1,34,477,0.395850622406639
0.8,1,0,90,0.07468879668049792
0.8,1,1,34,0.028215767634854772
0.8,1,2,28,0.023236514522821577
0.8,1,3,20,0.016597510373443983
0.8,1,4,11,0.009128630705394191
0.8,1,5,13,0.010788381742738589
0.8,1,6,8,0.006639004149377593
0.8,1,7,6,0.004979253112033195
0.8,1,8,3,0.0024896265560165973
0.8,1,9,4,0.0033195020746887966
0.8,1,10,6,0.004979253112033195
0.8,1,11,9,0.007468879668049793
0.8,1,12,1,0.0008298755186721991
0.8,1,13,5,0.004149377593360996
0.8,1,14,5,0.004149377593360996
0.8,1,15,2,0.0016597510373443983
0.8,1,16,4,0.0033195020746887966
0.8,1,17,5,0.004149377593360996
0.8,1,18,4,0.0033195020746887966
0.8,1,19,2,0.0016597510373443983
0.8,1,20,2,0.0016597510373443983
0.8,1,21,2,0.0016597510373443983
0.8,1,22,1,0.0008298755186721991
0.8,1,23,2,0.0016597510373443983
0.8,1,24,3,0.0024896265560165973
0.8,1,25,4,0.0033195020746887966
0.8,1,26,1,0.0008298755186721991
0.8,1,27,7,0.005809128630705394
0.8,1,28,4,0.0033195020746887966
0.8,1,29,4,0.0033195020746887966
0.8,1,30,12,0.00995850622406639
0.8,1,31,7,0.005809128630705394
0.8,1,32,10,0.008298755186721992
0.8,1,33,14,0.011618257261410789
0.8,1,34,872,0.7236514522821577
0.15,2,0,911,0.6615831517792302
0.15,2,1,108,0.0784313725490196
0.15,2,2,50,0.03631082062454612
0.15,2,3,31,0.02251270878721859
0.15,2,4,18,0.013071895424836602
0.15,2,5,9,0.006535947712418301
0.15,2,6,9,0.006535947712418301
0.15,2,7,12,0.008714596949891068
0.15,2,8,8,0.005809731299927378
0.15,2,9,6,0.004357298474945534
0.15,2,10,11,0.007988380537400145
0.15,2,11,2,0.0014524328249818446
0.15,2,12,3,0.002178649237472767
0.15,2,13,2,0.0014524328249818446
0.15,2,14,6,0.004357298474945534
0.15,2,15,4,0.002904865649963689
0.15,2,16,2,0.0014524328249818446
0.15,2,17,3,0.002178649237472767
0.15,2,18,2,0.0014524328249818446
0.15,2,19,4,0.002904865649963689
0.15,2,20,1,0.0007262164124909223
0.15,2,21,1,0.0007262164124909223
0.15,2,22,5,0.0036310820624546117
0.15,2,23,0,0.0
0.15,2,24,2,0.0014524328249818446
0.15,2,25,4,0.002904865649963689
0.15,2,26,1,0.0007262164124909223
0.15,2,27,0,0.0
0.15,2,28,0,0.0
0.15,2,29,1,0.0007262164124909223
0.15,2,30,2,0.0014524328249818446
0.15,2,31,2,0.0014524328249818446
0.15,2,32,7,0.005083514887436456
0.15,2,33,3,0.002178649237472767
0.15,2,34,147,0.10675381263616558
0.25,2,0,623,0.4524328249818446
0.25,2,1,174,0.12636165577342048
0.25,2,2,74,0.05374001452432825
0.25,2,3,37,0.026870007262164125
0.25,2,4,32,0.023238925199709513
0.25,2,5,24,0.017429193899782137
0.25,2,6,23,0.01670297748729121
0.25,2,7,12,0.008714596949891068
0.25,2,8,10,0.007262164124909223
0.25,2,9,15,0.010893246187363835
0.25,2,10,5,0.0036310820624546117
0.25,2,11,12,0.008714596949891068
0.25,2,12,8,0.005809731299927378
0.25,2,13,5,0.0036310820624546117
0.25,2,14,6,0.004357298474945534
0.25,2,15,4,0.002904865649963689
0.25,2,16,4,0.002904865649963689
0.25,2,17,3,0.002178649237472767
0.25,2,18,6,0.004357298474945534
0.25,2,19,2,0.0014524328249818446
0.25,2,20,2,0.0014524328249818446
0.25,2,21,3,0.002178649237472767
0.25,2,22,7,0.005083514887436456
0.25,2,23,1,0.0007262164124909223
0.25,2,24,3,0.002178649237472767
0.25,2,25,4,0.002904865649963689
0.25,2,26,2,0.0014524328249818446
0.25,2,27,2,0.0014524328249818446
0.25,2,28,1,0.0007262164124909223
0.25,2,29,3,0.002178649237472767
0.25,2,30,0,0.0
0.25,2,31,3,0.002178649237472767
0.25,2,32,2,0.0014524328249818446
0.25,2,33,10,0.007262164124909223
0.25,2,34,255,0.18518518518518517
0.3,2,0,550,0.39941902687000724
0.3,2,1,161,0.11692084241103849
0.3,2,2,78,0.05664488017429194
0.3,2,3,41,0.029774872912127815
0.3,2,4,23,0.01670297748729121
0.3,2,5,22,0.01597676107480029
0.3,2,6,28,0.020334059549745823
0.3,2,7,23,0.01670297748729121
0.3,2,8,15,0.010893246187363835
0.3,2,9,11,0.007988380537400145
0.3,2,10,4,0.002904865649963689
0.3,2,11,7,0.005083514887436456
0.3,2,12,14,0.010167029774872912
0.3,2,13,7,0.005083514887436456
0.3,2,14,8,0.005809731299927378
0.3,2,15,6,0.004357298474945534
0.3,2,16,4,0.002904865649963689
0.3,2,17,3,0.002178649237472767
0.3,2,18,2,0.0014524328249818446
0.3,2,19,4,0.002904865649963689
0.3,2,20,4,0.002904865649963689
0.3,2,21,4,0.002904865649963689
0.3,2,22,4,0.002904865649963689
0.3,2,23,3,0.002178649237472767
0.3,2,24,8,0.005809731299927378
0.3,2,25,3,0.002178649237472767
0.3,2,26,2,0.0014524328249818446
0.3,2,27,2,0.0014524328249818446
0.3,2,28,0,0.0
0.3,2,29,3,0.002178649237472767
0.3,2,30,4,0.002904865649963689
0.3,2,31,8,0.005809731299927378
0.3,2,32,4,0.002904865649963689
0.3,2,33,8,0.005809731299927378
0.3,2,34,309,0.22440087145969498
0.5,2,0,348,0.25272331154684097
0.5,2,1,120,0.08714596949891068
0.5,2,2,62,0.04502541757443718
0.5,2,3,31,0.02251270878721859
0.5,2,4,31,0.02251270878721859
0.5,2,5,21,0.015250544662309368
0.5,2,6,17,0.012345679012345678
0.5,2,7,17,0.012345679012345678
0.5,2,8,12,0.008714596949891068
0.5,2,9,9,0.006535947712418301
0.5,2,10,8,0.005809731299927378
0.5,2,11,9,0.006535947712418301
0.5,2,12,4,0.002904865649963689
0.5,2,13,9,0.006535947712418301
0.5,2,14,5,0.0036310820624546117
0.5,2,15,6,0.004357298474945534
0.5,2,16,4,0.002904865649963689
0.5,2,17,4,0.002904865649963689
0.5,2,18,3,0.002178649237472767
0.5,2,19,3,0.002178649237472767
0.5,2,20,8,0.005809731299927378
0.5,2,21,2,0.0014524328249818446
0.5,2,22,7,0.005083514887436456
0.5,2,23,2,0.0014524328249818446
0.5,2,24,5,0.0036310820624546117
0.5,2,25,5,0.0036310820624546117
0.5,2,26,2,0.0014524328249818446
0.5,2,27,4,0.002904865649963689
0.5,2,28,9,0.006535947712418301
0.5,2,29,10,0.007262164124909223
0.5,2,30,7,0.005083514887436456
0.5,2,31,5,0.0036310820624546117
0.5,2,32,6,0.004357298474945534
0.5,2,33,13,0.00944081336238199
0.5,2,34,569,0.4132171387073348
0.8,2,0,113,0.08206245461147423
0.8,2,1,46,0.03340595497458242
0.8,2,2,27,0.0196078431372549
0.8,2,3,17,0.012345679012345678
0.8,2,4,15,0.010893246187363835
0.8,2,5,8,0.005809731299927378
0.8,2,6,11,0.007988380537400145
0.8,2,7,12,0.008714596949891068
0.8,2,8,2,0.0014524328249818446
0.8,2,9,8,0.005809731299927378
0.8,2,10,4,0.002904865649963689
0.8,2,11,8,0.005809731299927378
0.8,2,12,1,0.0007262164124909223
0.8,2,13,3,0.002178649237472767
0.8,2,14,2,0.0014524328249818446
0.8,2,15,4,0.002904865649963689
0.8,2,16,5,0.0036310820624546117
0.8,2,17,1,0.0007262164124909223
0.8,2,18,0,0.0
0.8,2,19,2,0.0014524328249818446
0.8,2,20,1,0.0007262164124909223
0.8,2,21,2,0.0014524328249818446
0.8,2,22,3,0.002178649237472767
0.8,2,23,3,0.002178649237472767
0.8,2,24,2,0.0014524328249818446
0.8,2,25,5,0.0036310820624546117
0.8,2,26,9,0.006535947712418301
0.8,2,27,4,0.002904865649963689
0.8,2,28,10,0.007262164124909223
0.8,2,29,11,0.007988380537400145
0.8,2,30,5,0.0036310820624546117
0.8,2,31,7,0.005083514887436456
0.8,2,32,5,0.0036310820624546117
0.8,2,33,9,0.006535947712418301
0.8,2,34,1012,0.7349310094408134
0.15,3,0,850,0.6838294448913917
0.15,3,1,73,0.058728881737731296
0.15,3,2,40,0.032180209171359615
0.15,3,3,25,0.02011263073209976
0.15,3,4,16,0.012872083668543845
0.15,3,5,11,0.008849557522123894
0.15,3,6,10,0.008045052292839904
0.15,3,7,9,0.007240547063555913
0.15,3,8,7,0.0056315366049879325
0.15,3,9,7,0.0056315366049879325
0.15,3,10,6,0.004827031375703942
0.15,3,11,2,0.0016090104585679806
0.15,3,12,2,0.0016090104585679806
0.15,3,13,4,0.003218020917135961
0.15,3,14,4,0.003218020917135961
0.15,3,15,7,0.0056315366049879325
0.15,3,16,2,0.0016090104585679806
0.15,3,17,2,0.0016090104585679806
0.15,3,18,2,0.0016090104585679806
0.15,3,19,3,0.002413515687851971
0.15,3,20,2,0.0016090104585679806
0.15,3,21,4,0.003218020917135961
0.15,3,22,1,0.0008045052292839903
0.15,3,23,0,0.0
0.15,3,24,0,0.0
0.15,3,25,2,0.0016090104585679806
0.15,3,26,0,0.0
0.15,3,27,3,0.002413515687851971
0.15,3,28,3,0.002413515687851971
0.15,3,29,0,0.0
0.15,3,30,0,0.0
0.15,3,31,0,0.0
0.15,3,32,3,0.002413515687851971
0.15,3,33,6,0.004827031375703942
0.15,3,34,7,0.0056315366049879325
0.15,3,35,130,0.10458567980691874
0.25,3,0,594,0.4778761061946903
0.25,3,1,141,0.11343523732904263
0.25,3,2,66,0.05309734513274336
0.25,3,3,36,0.028962188254223652
0.25,3,4,22,0.017699115044247787
0.25,3,5,21,0.016894609814963796
0.25,3,6,11,0.008849557522123894
0.25,3,7,9,0.007240547063555913
0.25,3,8,12,0.009654062751407884
0.25,3,9,10,0.008045052292839904
0.25,3,10,7,0.0056315366049879325
0.25,3,11,8,0.006436041834271922
0.25,3,12,6,0.004827031375703942
0.25,3,13,4,0.003218020917135961
0.25,3,14,2,0.0016090104585679806
0.25,3,15,5,0.004022526146419952
0.25,3,16,2,0.0016090104585679806
0.25,3,17,6,0.004827031375703942
0.25,3,18,2,0.0016090104585679806
0.25,3,19,4,0.003218020917135961
0.25,3,20,3,0.002413515687851971
0.25,3,21,1,0.0008045052292839903
0.25,3,22,2,0.0016090104585679806
0.25,3,23,1,0.0008045052292839903
0.25,3,24,1,0.0008045052292839903
0.25,3,25,1,0.0008045052292839903
0.25,3,26,4,0.003218020917135961
0.25,3,27,3,0.002413515687851971
0.25,3,28,4,0.003218020917135961
0.25,3,29,2,0.0016090104585679806
0.25,3,30,6,0.004827031375703942
0.25,3,31,2,0.0016090104585679806
0.25,3,32,9,0.007240547063555913
0.25,3,33,3,0.002413515687851971
0.25,3,34,6,0.004827031375703942
0.25,3,35,227,0.18262268704746581
0.3,3,0,509,0.4094931617055511
0.3,3,1,157,0.1263073209975865
0.3,3,2,70,0.05631536604987932
0.3,3,3,38,0.030571198712791632
0.3,3,4,23,0.01850362027353178
0.3,3,5,19,0.015285599356395816
0.3,3,6,12,0.009654062751407884
0.3,3,7,7,0.0056315366049879325
0.3,3,8,17,0.013676588897827836
0.3,3,9,7,0.0056315366049879325
0.3,3,10,6,0.004827031375703942
0.3,3,11,7,0.0056315366049879325
0.3,3,12,2,0.0016090104585679806
0.3,3,13,3,0.002413515687851971
0.3,3,14,5,0.004022526146419952
0.3,3,15,8,0.006436041834271922
0.3,3,16,5,0.004022526146419952
0.3,3,17,3,0.002413515687851971
0.3,3,18,5,0.004022526146419952
0.3,3,19,3,0.002413515687851971
0.3,3,20,5,0.004022526146419952
0.3,3,21,2,0.0016090104585679806
0.3,3,22,2,0.0016090104585679806
0.3,3,23,3,0.002413515687851971
0.3,3,24,1,0.0008045052292839903
0.3,3,25,4,0.003218020917135961
0.3,3,26,1,0.0008045052292839903
0.3,3,27,2,0.0016090104585679806
0.3,3,28,5,0.004022526146419952
0.3,3,29,2,0.0016090104585679806
0.3,3,30,4,0.003218020917135961
0.3,3,31,2,0.0016090104585679806
0.3,3,32,9,0.007240547063555913
0.3,3,33,7,0.0056315366049879325
0.3,3,34,4,0.003218020917135961
0.3,3,35,284,0.22847948511665325
0.5,3,0,310,0.249396621078037
0.5,3,1,114,0.0917135961383749
0.5,3,2,53,0.042638777152051485
0.5,3,3,37,0.029766693483507644
0.5,3,4,31,0.0249396621078037
0.5,3,5,17,0.013676588897827836
0.5,3,6,16,0.012872083668543845
0.5,3,7,10,0.008045052292839904
0.5,3,8,6,0.004827031375703942
0.5,3,9,7,0.0056315366049879325
0.5,3,10,6,0.004827031375703942
0.5,3,11,5,0.004022526146419952
0.5,3,12,11,0.008849557522123894
0.5,3,13,4,0.003218020917135961
0.5,3,14,5,0.004022526146419952
0.5,3,15,7,0.0056315366049879325
0.5,3,16,1,0.0008045052292839903
0.5,3,17,5,0.004022526146419952
0.5,3,18,5,0.004022526146419952
0.5,3,19,5,0.004022526146419952
0.5,3,20,2,0.0016090104585679806
0.5,3,21,5,0.004022526146419952
0.5,3,22,6,0.004827031375703942
0.5,3,23,3,0.002413515687851971
0.5,3,24,0,0.0
0.5,3,25,1,0.0008045052292839903
0.5,3,26,2,0.0016090104585679806
0.5,3,27,2,0.0016090104585679806
0.5,3,28,1,0.0008045052292839903
0.5,3,29,4,0.003218020917135961
0.5,3,30,4,0.003218020917135961
0.5,3,31,14,0.011263073209975865
0.5,3,32,9,0.007240547063555913
0.5,3,33,7,0.0056315366049879325
0.5,3,34,16,0.012872083668543845
0.5,3,35,512,0.41190667739340303
0.8,3,0,95,0.07642799678197908
0.8,3,1,35,0.02815768302493966
0.8,3,2,29,0.02333065164923572
0.8,3,3,18,0.014481094127111826
0.8,3,4,14,0.011263073209975865
0.8,3,5,13,0.010458567980691875
0.8,3,6,7,0.0056315366049879325
0.8,3,7,4,0.003218020917135961
0.8,3,8,4,0.003218020917135961
0.8,3,9,8,0.006436041834271922
0.8,3,10,2,0.0016090104585679806
0.8,3,11,3,0.002413515687851971
0.8,3,12,1,0.0008045052292839903
0.8,3,13,2,0.0016090104585679806
0.8,3,14,5,0.004022526146419952
0.8,3,15,2,0.0016090104585679806
0.8,3,16,6,0.004827031375703942
0.8,3,17,2,0.0016090104585679806
0.8,3,18,5,0.004022526146419952
0.8,3,19,6,0.004827031375703942
0.8,3,20,6,0.004827031375703942
0.8,3,21,1,0.0008045052292839903
0.8,3,22,1,0.0008045052292839903
0.8,3,23,5,0.004022526146419952
0.8,3,24,2,0.0016090104585679806
0.8,3,25,4,0.003218020917135961
0.8,3,26,8,0.006436041834271922
0.8,3,27,8,0.006436041834271922
0.8,3,28,4,0.003218020917135961
0.8,3,29,5,0.004022526146419952
0.8,3,30,4,0.003218020917135961
0.8,3,31,8,0.006436041834271922
0.8,3,32,10,0.008045052292839904
0.8,3,33,7,0.0056315366049879325
0.8,3,34,18,0.014481094127111826
0.8,3,35,891,0.7168141592920354
0.15,4,0,1653,0.634548944337812
0.15,4,1,256,0.09827255278310941
0.15,4,2,110,0.04222648752399232
0.15,4,3,57,0.021880998080614205
0.15,4,4,32,0.012284069097888676
0.15,4,5,27,0.01036468330134357
0.15,4,6,19,0.007293666026871401
0.15,4,7,25,0.009596928982725527
0.15,4,8,6,0.0023032629558541267
0.15,4,9,12,0.004606525911708253
0.15,4,10,7,0.002687140115163148
0.15,4,11,10,0.003838771593090211
0.15,4,12,8,0.003071017274472169
0.15,4,13,5,0.0019193857965451055
0.15,4,14,7,0.002687140115163148
0.15,4,15,8,0.003071017274472169
0.15,4,16,8,0.003071017274472169
0.15,4,17,6,0.0023032629558541267
0.15,4,18,2,0.0007677543186180423
0.15,4,19,7,0.002687140115163148
0.15,4,20,7,0.002687140115163148
0.15,4,21,4,0.0015355086372360845
