selector,rate,example_id,sub_question_id,main_question,sub_question,context_len,system_len,doc_len,query_len,selected_tokens,actual_rate,selection_time_s,selection_score_time_s,recompute_time_s,query_prefill_time_s,decode_first_token_time_s,query_mass_all_layer_mean,query_mass_last_layer,query_mass_first_half_mean,query_mass_second_half_mean,decode_mass_all_layer_mean,decode_mass_last_layer,decode_mass_first_half_mean,decode_mass_second_half_mean,first_token,first_token_text,per_layer_query_mass_json,per_layer_decode_mass_json
draft,0.05,9,0,When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,Which English king trusted William de Longchamp?,2790,792,1998,20,99,0.04954954954954955,0.16768403118476272,0.16700884280726314,0.03179566888138652,0.05645236186683178,0.048418635968118906,0.0769455624478204,0.05882770674569266,0.06747756551723091,0.08641355937840987,0.048460603187963074,0.028889587947300503,0.052237908146819285,0.044683298229106834,11867, Richard,"[0.08752986363002233, 0.1008169310433524, 0.0562443733215332, 0.09734809058053152, 0.024908585207802907, 0.06239278657095773, 0.06513560158865793, 0.0591465950012207, 0.0812471662248884, 0.058737536839076454, 0.041830825805664065, 0.0580125059400286, 0.08843088150024414, 0.06290417398725237, 0.09443815095084054, 0.05135780743190221, 0.0910883903503418, 0.09426186425345284, 0.049525816099984306, 0.1061983721596854, 0.0698152950831822, 0.127413204738072, 0.19110189165387834, 0.09425280434744698, 0.05366017477852958, 0.06543287549700055, 0.062415477207728796, 0.05882770674569266]","[0.042438464505331855, 0.05159475973674229, 0.04613341178212847, 0.04550322038786752, 0.021200507879257202, 0.06264746189117432, 0.043596787112099786, 0.05032047203608921, 0.0654052197933197, 0.0892561674118042, 0.03117781026022775, 0.0672750813620431, 0.07368931600025722, 0.04109203389712742, 0.06097667983600071, 0.06922417453357152, 0.05815349306379046, 0.04003220796585083, 0.027510625975472585, 0.0585760772228241, 0.04038943563188825, 0.05797627142497471, 0.09744390419551305, 0.028467165572302684, 0.003187911052789007, 0.029456509011132375, 0.02528213177408491, 0.028889587947300503]"
draft,0.05,9,1,When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,What specific naval expedition or fleet did King Richard I lead that was dispersed by a storm?,3514,792,2722,28,136,0.04996326230712711,0.21041890466585755,0.20954977627843618,0.047835334204137325,0.06006555864587426,0.04983583698049188,0.10532156441024025,0.049455856790347974,0.12201116071150533,0.08863196810897515,0.11530217756422198,0.2041441031864711,0.08535291193699349,0.14525144319145045,11867, Richard,"[0.26454135349818636, 0.24370395893953284, 0.1375759085830377, 0.2004313176991988, 0.05372925680510852, 0.07824449149929748, 0.1091571146128129, 0.07815022371253189, 0.08866421057253468, 0.06884873643213389, 0.08195055747518734, 0.09098980378131477, 0.1067055877374143, 0.105463728612783, 0.09160446634097975, 0.06004711073272082, 0.0947781582267917, 0.09450855060499541, 0.051166320333675464, 0.10665171486990792, 0.07953151391477001, 0.11570091636813416, 0.17582992631561903, 0.1225942494917889, 0.06910506073309451, 0.0766752155459657, 0.05319849325686085, 0.049455856790347974]","[0.12598463467189244, 0.11813644000462123, 0.09606012276240758, 0.09668615886143275, 0.03922886507851737, 0.08388549940926689, 0.06436319862093244, 0.06837499141693115, 0.07154738903045654, 0.10028302669525146, 0.055883054222379415, 0.0945918219430106, 0.10146467174802508, 0.07845089265278407, 0.09871585028512138, 0.06831846066883632, 0.07006244148526873, 0.10714059216635567, 0.04889671291623797, 0.0777991499219622, 0.1151244044303894, 0.22509850774492537, 0.38809326716831755, 0.26252128396715435, 0.11787031378064837, 0.08004776069096156, 0.1696873562676566, 0.2041441031864711]"
draft,0.05,10,0,The Unwinding author volunteered for which organisation?,Who is the author of The Unwinding?,2297,792,1505,20,75,0.04983388704318937,0.13634755415841937,0.13554623210802674,0.030699073802679777,0.056610902305692434,0.049009726382791996,0.062259587827993894,0.055856820515223914,0.047687949453081406,0.07683122620290639,0.0832331087820384,0.06619572639465332,0.04282056965998241,0.12364564790409438,9857, George,"[0.03229212079729352, 0.06097502708435058, 0.0504486186163766, 0.05616255828312465, 0.019015233857291085, 0.04984455789838518, 0.060393789836338585, 0.04823543344225202, 0.047935809407915385, 0.04216843673161098, 0.0370966945375715, 0.04416356086730957, 0.065293516431536, 0.053605934551783974, 0.06021266664777483, 0.03917181151253837, 0.04240368434361049, 0.05972867012023926, 0.04428765773773193, 0.07721646172659738, 0.05867433547973633, 0.09075619833809989, 0.1658999034336635, 0.10941083771841867, 0.08403346197945731, 0.11275749206542969, 0.07522716522216796, 0.055856820515223914]","[0.026354806763785227, 0.04435481343950544, 0.04158822127750942, 0.028931066393852234, 0.018547801034791127, 0.0665663310459682, 0.05730840138026646, 0.06005200317927769, 0.04617445383753095, 0.05330061061041696, 0.03349640113966806, 0.04221561125346592, 0.04845908284187317, 0.03213837104184287, 0.10272152083260673, 0.06569599679538182, 0.050792894193104336, 0.11403953177588326, 0.03400753012725285, 0.13090668405805314, 0.05843372855867658, 0.12962746620178223, 0.34928928102765766, 0.16389031069619314, 0.10478088685444423, 0.22147556713649205, 0.13918194600514003, 0.06619572639465332]"
draft,0.05,10,1,The Unwinding author volunteered for which organisation?,Which organization did George Packer volunteer for?,2530,792,1738,19,86,0.04948216340621404,0.15637558419257402,0.15568970702588558,0.03118172800168395,0.05580398300662637,0.04770481679588556,0.07145465886426407,0.06747417880180187,0.05774871043052632,0.08516060729800182,0.07316625659943235,0.02682087676865714,0.04878225010268543,0.09755026309617927,25803, Peace,"[0.08129542931578213, 0.09313188997426428, 0.06744528175296641, 0.08545093966605968, 0.021587674779103214, 0.04973668980419187, 0.051727090563092916, 0.046012204392512045, 0.045865317036334737, 0.04859934713607444, 0.03993624493591767, 0.052328020110166164, 0.06871494493986431, 0.05665087162103868, 0.0608974686242584, 0.045286020838228386, 0.06660695183546023, 0.07141342736724623, 0.05951451179676486, 0.0960391338606526, 0.07811280300742701, 0.11928868114500117, 0.18240871286033689, 0.09953131711572633, 0.0679523640109184, 0.07992074722634222, 0.0978021836818609, 0.06747417880180187]","[0.042804411479404995, 0.06840014883450099, 0.05324306232588632, 0.05489833865846906, 0.02168286911078862, 0.05675730960709708, 0.030773058533668518, 0.04471657531602042, 0.04684873138155256, 0.06574062790189471, 0.029437916619437083, 0.053196225847516744, 0.07059172221592494, 0.04386050360543387, 0.0937415361404419, 0.04936666148049491, 0.07464055504117693, 0.10445551361356463, 0.07042369246482849, 0.1022752012525286, 0.07110762170382909, 0.1107809203011649, 0.3301732199532645, 0.24477062906537736, 0.033583998680114746, 0.046777691159929545, 0.006785565721137183, 0.02682087676865714]"
draft,0.05,11,0,Who is the lead singer of the band performing Bang Bang Rock & Roll?,Which band performed the song 'Bang Bang Rock & Roll'?,2022,792,1230,22,61,0.04959349593495935,0.12648272374644876,0.12586519168689847,0.030661579221487045,0.056719861924648285,0.04783759592100978,0.07068585586459385,0.05230628050766982,0.061834919651718,0.07953679207746968,0.0885681468917399,0.12710145541599818,0.052621251162217594,0.12451504262126223,5166, Art,"[0.09989011442506468, 0.09578998367507736, 0.051906307022292895, 0.08341329128711254, 0.02240833988437405, 0.05114008544327377, 0.05163859701775885, 0.04982522555759975, 0.05982032379546723, 0.04588518514261617, 0.04388542918415813, 0.05781065953242314, 0.07333134985589362, 0.07894398330093978, 0.08120800612808822, 0.05390072488165521, 0.07114853177751813, 0.08057453725245092, 0.041882629518385055, 0.1087337097564301, 0.06762294026164266, 0.10837460802747058, 0.16853362244445008, 0.09848990997710785, 0.05313445376111316, 0.06599929735258028, 0.06160583743801365, 0.05230628050766982]","[0.05797019600868225, 0.056767327444893975, 0.044907169682638984, 0.0556785592011043, 0.02242571541241237, 0.06647152985845294, 0.04240294013704572, 0.04533629758017404, 0.10299800974982125, 0.06429303118160792, 0.031108992440359935, 0.04688471129962376, 0.05201333335467747, 0.0474397029195513, 0.10499143600463867, 0.07352572679519653, 0.0359636800629752, 0.07386348928724017, 0.03934211390359061, 0.15088105201721191, 0.1058709706578936, 0.11779827730996269, 0.295748233795166, 0.1156620979309082, 0.07397454125540597, 0.09913606303078788, 0.3293514592306955, 0.12710145541599818]"
draft,0.05,11,1,Who is the lead singer of the band performing Bang Bang Rock & Roll?,Who is the lead singer of the band Art Brut?,1997,792,1205,21,60,0.04979253112033195,0.12286563264206052,0.12233142275363207,0.03084294404834509,0.056676982901990414,0.04881975194439292,0.14616004417426848,0.1568651004713409,0.16604870563577517,0.1262713827127618,0.13354718274607952,0.1574857234954834,0.12533982615081632,0.1417545393413427,40680, Eddie,"[0.2885233042191486, 0.2832199408083546, 0.18313209377989478, 0.27606128510974703, 0.07371028588742626, 0.11759689227253402, 0.14354386621591997, 0.11382951541822783, 0.12662656615380527, 0.12872128908326025, 0.11459444007095025, 0.14087705547306814, 0.15603680513343032, 0.17820853927508504, 0.1376589690746904, 0.11093065690021126, 0.1273302480477054, 0.1316882542201451, 0.09270712145331765, 0.14360811921204028, 0.16256695701962426, 0.1368401456041401, 0.21162061626408377, 0.09160067759403566, 0.07859865824381511, 0.10423003086427442, 0.08155380300924081, 0.1568651004713409]","[0.15907369341169084, 0.13738335030419485, 0.13224195582526072, 0.17222278458731516, 0.06945756503513881, 0.13927617243358068, 0.0922712768827166, 0.11158350535801478, 0.10421762296131679, 0.13617556435721262, 0.08836134842463902, 0.1092635989189148, 0.1475630487714495, 0.15566607883998326, 0.1854773930140904, 0.11386634622301374, 0.14390238693782262, 0.17905351093837193, 0.1675471408026559, 0.13637069293430873, 0.1538489375795637, 0.09706480162484306, 0.24170490673610143, 0.11797205890927996, 0.11803962503160749, 0.11325949430465698, 0.05897053224699838, 0.1574857234954834]"
draft,0.05,12,0,What company did the company that initiated a successful price war among PC manufacturers in 1994 merge with in 2002?,Which company initiated a successful price war among PC manufacturers in 1994?,2803,792,2011,27,100,0.04972650422675286,0.17101997369900346,0.17023286363109946,0.030676910653710365,0.058597248047590256,0.048220821656286716,0.08352883458588038,0.0886163661088893,0.06062965147980037,0.1064280176919604,0.05788423793808538,0.08266523906162807,0.03391952196858367,0.08184895390758709,1198, Com,"[0.09235637402408338, 0.11404009218569156, 0.06365222022646949, 0.07698649451846168, 0.019534963779348546, 0.03884886686133329, 0.05020342428217489, 0.04278412067070209, 0.07871941662339306, 0.047807542104569695, 0.0450962157476516, 0.05232014227165747, 0.07273812268776868, 0.05372712473389964, 0.09585732757729828, 0.05042198221519511, 0.09687684074280754, 0.06890406936564773, 0.045999375600663445, 0.1381418742830791, 0.08058888571602958, 0.1590832301548549, 0.27380599168242603, 0.15206578168919477, 0.046823077731662326, 0.09322105892120845, 0.09958638589848917, 0.0886163661088893]","[0.03101661375590733, 0.03901814988681248, 0.03901433093207223, 0.024600531373705183, 0.010484611349446433, 0.039290551628385274, 0.025832088930266246, 0.025409098182405745, 0.04593537109238761, 0.048970963273729594, 0.022101087229592458, 0.03734432799475534, 0.053265584366662164, 0.032589997564043315, 0.0582202672958374, 0.040154682738440375, 0.047153715576444356, 0.03333194979599544, 0.03975193841116769, 0.08064781767981392, 0.07445916107722692, 0.09188173498426165, 0.2644550119127546, 0.1666525432041713, 0.04366561344691685, 0.07268886055265154, 0.050156818968909125, 0.08266523906162807]"
draft,0.05,12,1,What company did the company that initiated a successful price war among PC manufacturers in 1994 merge with in 2002?,Which company did Compaq merge with in 2002?,2893,792,2101,25,105,0.049976201808662545,0.17289379937574267,0.17207298381254077,0.03191164834424853,0.059643328189849854,0.048772177658975124,0.13348520784961931,0.12417938232421875,0.13511330351537587,0.1318571121838628,0.1244204116567057,0.23151351724352157,0.08733002613393628,0.1615107971794751,59250, Hew,"[0.2604416111537388, 0.28120230538504465, 0.12726375034877233, 0.21549536568777902, 0.05001113891601563, 0.08040345328194755, 0.1173614501953125, 0.11219394138881138, 0.11458996364048549, 0.10008266993931361, 0.08722567967006138, 0.10874526977539062, 0.125653076171875, 0.11091657366071428, 0.13206294468470983, 0.09730594090053013, 0.1299955531529018, 0.13117361886160714, 0.07031404767717633, 0.17419815063476562, 0.13450279235839843, 0.13428787231445313, 0.24593658447265626, 0.11627212524414063, 0.10486587524414062, 0.1390899222237723, 0.11181476048060826, 0.12417938232421875]","[0.14194411890847342, 0.13063088485172816, 0.09339421136038643, 0.10478883130209786, 0.03570861688682011, 0.07919430732727051, 0.06568220683506557, 0.07459166220256261, 0.072028534752982, 0.10252792494637626, 0.06043493321963719, 0.10563937255314418, 0.08803061076572963, 0.06802414996283394, 0.08324529443468366, 0.09280192852020264, 0.06447234324046544, 0.10761110271726336, 0.1163746884890965, 0.10677269526890346, 0.11267754009791783, 0.16708723136356898, 0.38552284240722656, 0.2325711420604161, 0.17268449919564383, 0.13617230313164846, 0.2516440323420933, 0.23151351724352157]"
draft,0.05,13,0,What year was the father of Katherine of England crowned?,Who is Katherine of England?,1934,792,1142,16,57,0.049912434325744305,0.12230412429198623,0.12149925110861659,0.031433414202183485,0.05461634183302522,0.04810946621000767,0.03965234011411667,0.022343354565756663,0.024779424527469947,0.05452525570076339,0.06709194213760143,0.13712539843150548,0.0276923809124499,0.10649150336275297,61326, Katherine,"[0.018118453877312795, 0.02855472905295236, 0.03457024267741612, 0.02410999366215297, 0.01075540908745357, 0.030107883470399038, 0.023592850991657803, 0.02896534970828465, 0.027877511722700938, 0.031170849289212908, 0.013183027505874634, 0.019874083144324168, 0.03247106501034328, 0.02356049418449402, 0.03707947901317051, 0.02341833072049277, 0.04053678257124765, 0.056697232382638116, 0.029559578214372908, 0.0815759812082563, 0.04540566035679409, 0.09542882442474365, 0.11483761242457799, 0.07896920612880162, 0.03733911258833749, 0.05073809197970799, 0.04942433323178973, 0.022343354565756663]","[0.015377244779041834, 0.021041380507605418, 0.028113437550408498, 0.01718935476882117, 0.008807841156210219, 0.048076046364648004, 0.017049663833209446, 0.032650113105773926, 0.03350450311388288, 0.05426487752369472, 0.011941454240253993, 0.02911054023674556, 0.043546468019485474, 0.027020407574517385, 0.07669712815965925, 0.06505036779812404, 0.06059472049985613, 0.0886642336845398, 0.02530319775853838, 0.13178232737949916, 0.06136096375329154, 0.17684742382594518, 0.1849492277417864, 0.15080562659672328, 0.05930320279938834, 0.08800845486777169, 0.18438877378191268, 0.13712539843150548]"
draft,0.05,13,1,What year was the father of Katherine of England crowned?,What year was King Henry III of England crowned?,2875,792,2083,20,104,0.04992798847815651,0.17220485396683216,0.17143715592101216,0.030823299195617437,0.05633325828239322,0.04856522008776665,0.07392706530434744,0.07001517159598214,0.06930018906690635,0.07855394154178853,0.08749804546942518,0.03378286957740784,0.05300333350896836,0.12199275742988196,16,1,"[0.09652702467782157, 0.12722539901733398, 0.07197132791791644, 0.11034605843680245, 0.022734710148402622, 0.05512747764587402, 0.05281452451433454, 0.042689970561436245, 0.05031934806278774, 0.05599258286612374, 0.056937026977539065, 0.061200945717947826, 0.09616462162562779, 0.07015162876674107, 0.09761825970241002, 0.054346319607325964, 0.08931115695408412, 0.08329138074602399, 0.04791183471679687, 0.0937119483947754, 0.07223363603864397, 0.08944839750017439, 0.14219739096505302, 0.07358536039079938, 0.06620942524501255, 0.062004716055733815, 0.057870183672223775, 0.07001517159598214]","[0.05670418058122907, 0.07782125473022461, 0.04738271236419678, 0.050158449581691196, 0.021687995110239302, 0.0541736228125436, 0.03852367401123047, 0.037280533994947164, 0.03777761970247541, 0.06781086325645447, 0.038098854678017754, 0.06433004992348808, 0.0916987487248012, 0.058598109654017856, 0.10619337218148368, 0.10365079130445208, 0.13006572212491715, 0.1300149815423148, 0.11277885947908674, 0.13132753542491368, 0.14339746747698104, 0.09142803294318062, 0.2702183893748692, 0.16720727511814662, 0.08390752758298602, 0.15190860203334264, 0.05201717785426548, 0.03378286957740784]"
draft,0.05,14,0,Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Who played the little girl in the 1947 film Miracle on 34th Street?,1849,792,1057,31,52,0.04919583727530748,0.11855901451781392,0.11796832317486405,0.030901054851710796,0.0592836681753397,0.047516241669654846,0.07324870116150325,0.03983434334328647,0.0649257018583397,0.08157170046466679,0.02048830591066151,0.014820625739438193,0.02499333662646157,0.015983275194861448,21806, Answer,"[0.050666527814030096, 0.11632369959958687, 0.04983612798875378, 0.08713117502801429, 0.023039529949838666, 0.05108486122799359, 0.06697783931609123, 0.058553379252209645, 0.06776246277418005, 0.04841463027461883, 0.048863775719146026, 0.07135501105664513, 0.08933074353477373, 0.07962006248087378, 0.09890513266286542, 0.05940425890381985, 0.13118082916681667, 0.1134973868796353, 0.05559201394357989, 0.10968366526238929, 0.09676795291461153, 0.10582063384869132, 0.14000299339470226, 0.06911681654266498, 0.03756678708687356, 0.051611460848338044, 0.033019531707060505, 0.03983434334328647]","[0.02507727699620383, 0.05392874990190778, 0.02869881902422224, 0.02975306340626308, 0.013069216694150652, 0.03529055629457746, 0.02412578889301845, 0.019775973899023875, 0.024986343724387034, 0.025455887828554426, 0.010253582681928362, 0.0179628495659147, 0.025383915219988142, 0.016144688640322005, 0.012099874871117728, 0.007996363299233573, 0.003234746732882091, 0.006863819701331002, 0.009273950542722429, 0.02704626747540065, 0.018827216965811595, 0.023333851780210222, 0.04837994064603533, 0.00873192080429622, 0.019424949373517717, 0.014234827033111028, 0.009497497762952532, 0.014820625739438193]"
draft,0.05,14,1,Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Who is the sibling of actress Natalie Wood?,2473,792,1681,19,84,0.049970255800118976,0.15601873630657792,0.15535147208720446,0.030979879666119814,0.057354620192199945,0.047848003916442394,0.1359966152080532,0.12728410018117806,0.14293715623472486,0.1290560741813815,0.10779448537802208,0.022636055946350098,0.11167750735672154,0.10391146339932268,94787, Lana,"[0.297271728515625, 0.2588880725373003, 0.16695289324997062, 0.24744897139699837, 0.066267608699942, 0.10012350584331312, 0.11668081928912859, 0.0940874071049511, 0.10073344868824895, 0.09370803115959454, 0.09156253642605659, 0.11494148225712597, 0.1289076840967164, 0.12354599802117598, 0.13902363024259867, 0.10803952611478648, 0.12961543950819432, 0.10644739194023878, 0.07232171252257842, 0.1608020237513951, 0.12223194954090548, 0.14716316165780663, 0.231802517310121, 0.13237659196208293, 0.09698770279274847, 0.11205505428457618, 0.12063423673013099, 0.12728410018117806]","[0.1537074191229684, 0.14247586045946395, 0.12160989216395787, 0.1403794629233224, 0.04467800685337612, 0.11776321274893624, 0.06609704664775304, 0.10769415753228324, 0.08352233682359968, 0.11233354466302055, 0.07020863464900426, 0.15049573353358678, 0.15778916222708567, 0.09473063264574323, 0.13940387112753733, 0.1841742992401123, 0.12270091261182513, 0.1306225061416626, 0.0767296212060111, 0.13525388922010148, 0.06463021039962769, 0.08945813349315099, 0.2427586657660348, 0.06454750469752721, 0.02131602168083191, 0.06950952325548444, 0.09101927280426025, 0.022636055946350098]"
draft,0.05,15,0,What is the capital of the county that Pine Springs is located in?,In which county is Pine Springs located?,1470,792,678,18,33,0.048672566371681415,0.09043257590383291,0.08982051769271493,0.03090924397110939,0.055397399701178074,0.04754179483279586,0.03283761637686602,0.036869215586828805,0.022416931025835935,0.0432583017278961,0.052332132028377776,0.012751927333218711,0.023232121856845155,0.08143214219991039,31694, Cul,"[0.01840197661566356, 0.03331825089833093, 0.032620899260990203, 0.029928723971048992, 0.009037471006787012, 0.021564407954140316, 0.02787639035118951, 0.01979562592884851, 0.02478117412990994, 0.016875594381302123, 0.012788179374876477, 0.020675346964881533, 0.02636385342431447, 0.01980914009941949, 0.02432209915584988, 0.01595728359525166, 0.017709620415218293, 0.028765629208277143, 0.015514509072379461, 0.049813868507506354, 0.033639177443489196, 0.06136966886974517, 0.10672414870489211, 0.06610662975008526, 0.04195155416216169, 0.04689649930075994, 0.059976320418100505, 0.036869215586828805]","[0.014577271682875497, 0.022969927106584822, 0.027301030499594554, 0.017746441066265106, 0.007908869002546583, 0.028171858617237637, 0.01998237201145717, 0.024201050400733948, 0.05768072179385594, 0.015701824000903537, 0.010878701295171465, 0.030848969306264604, 0.030146671192986623, 0.017133998019354685, 0.05077242851257324, 0.07509139605930873, 0.02757629326411656, 0.08789213214601789, 0.02771346058164324, 0.0781192694391523, 0.05303338595799038, 0.11060096536363874, 0.3125763620649065, 0.21962758472987584, 0.024556530373437063, 0.04257259624344962, 0.017165658729416982, 0.012751927333218711]"
draft,0.05,15,1,What is the capital of the county that Pine Springs is located in?,"What is the county seat of Culberson County, Texas?",1913,792,1121,23,56,0.049955396966993755,0.12158712605014443,0.12093780608847737,0.031431414652615786,0.057072591967880726,0.04760793875902891,0.079497254941986,0.06698446096100422,0.09889577951913611,0.06009873036483588,0.0853114687666601,0.052196813481194634,0.06701422589165824,0.10360871164166198,12710, Van,"[0.16049556850646593, 0.20204138903884414, 0.10819801188403776, 0.16432545347983793, 0.039407724179096104, 0.0666589381531899, 0.07692402786349659, 0.08385380454685377, 0.08302109878255713, 0.06131406748516959, 0.073707183695728, 0.07803380267220254, 0.08326006824185389, 0.1032997747385724, 0.06714684622628349, 0.059453158645156004, 0.057961410617236024, 0.07293245066767154, 0.03729513120947417, 0.057929951211680535, 0.059391590379039697, 0.05960255972346904, 0.10628170700547118, 0.048443415150138905, 0.043580851939894395, 0.058010160552788965, 0.04636853081839425, 0.06698446096100422]","[0.07765741007668632, 0.08045268910271781, 0.06950744560786656, 0.0786231245313372, 0.030112087726593018, 0.06137213110923767, 0.05174105507986886, 0.08068832329341344, 0.06412615946360997, 0.07132628134318761, 0.04899840695517404, 0.06751093694141932, 0.08613165787288121, 0.06995145337922233, 0.05323688473020281, 0.0781744122505188, 0.026767981903893606, 0.08849754503795079, 0.08254396063940865, 0.09186822175979614, 0.09381306171417236, 0.12897656645093644, 0.28947653089250835, 0.22998762130737305, 0.10369422606059484, 0.047007228646959574, 0.08428090810775757, 0.052196813481194634]"
draft,0.05,16,0,"In 2002, what company merged with the top PC manufacturer from 1994?",Who was the top PC manufacturer in 1994?,2307,792,1515,23,75,0.04950495049504951,0.1367835751734674,0.1360364523716271,0.030647206120193005,0.05748873110860586,0.04818050982430577,0.04801290814815207,0.023581190879300513,0.02552511835902162,0.0705006979372825,0.03569044073929591,0.060393840074539185,0.019401505741537834,0.05197937573705401,1198, Com,"[0.024198440291126323, 0.03025638390772091, 0.034224569427300684, 0.023148361940561614, 0.007982015609741211, 0.024044027980069937, 0.024522384501392058, 0.023944788097594837, 0.030973742467276057, 0.027949108100085523, 0.01564780969797454, 0.024167235593618074, 0.0371640602253979, 0.02912872918644307, 0.06887697136920432, 0.04490315099680646, 0.07702259395433508, 0.053841656039220205, 0.029912702785515638, 0.09449953470170869, 0.05821096526910059, 0.09098347965974986, 0.17994232651609812, 0.11133693908312306, 0.040054036963800464, 0.06474594447923743, 0.04909827842475464, 0.023581190879300513]","[0.016344357814107622, 0.018790415355137417, 0.026768773794174194, 0.014860070177486964, 0.006266215017863682, 0.027616034661020552, 0.01832843678338187, 0.017647288739681244, 0.01664974114724568, 0.027759181601660594, 0.011427049125943865, 0.022275903395244052, 0.029327413865498135, 0.0175601989030838, 0.04796079226902553, 0.02462677231856755, 0.025188382182802473, 0.021981682096208845, 0.018448691282953535, 0.023766453777040755, 0.017524204083851407, 0.02778443694114685, 0.12044238192694527, 0.0726675306047712, 0.04756713765008109, 0.12311064345496041, 0.09624831165586199, 0.060393840074539185]"
draft,0.05,16,1,"In 2002, what company merged with the top PC manufacturer from 1994?",What company did Compaq merge with in 2002?,2981,792,2189,25,109,0.04979442667884879,0.17754769185557961,0.1766835069283843,0.03195309219881892,0.05804434698075056,0.04868678003549576,0.12611138888767784,0.11181173052106584,0.12463452008305763,0.12758825769229806,0.12487567276978981,0.2034414325441633,0.0798352394176989,0.16991610612188066,59250, Hew,"[0.24804975237165178, 0.26562816074916296, 0.10781280517578125, 0.19058393205915178, 0.04096184866768973, 0.0692801993233817, 0.1004309300013951, 0.09314386640276227, 0.103514894757952, 0.09532414027622768, 0.08463039943150112, 0.10288541521344866, 0.1314007568359375, 0.11123617989676339, 0.1463980756487165, 0.0992487553187779, 0.14359724862234932, 0.1306699698311942, 0.07034155709402902, 0.1707588849748884, 0.13742627825055803, 0.12520167759486608, 0.2237770734514509, 0.10398193359375, 0.09141562870570591, 0.1310130092075893, 0.10059378487723214, 0.11181173052106584]","[0.13060028212411062, 0.11973744630813599, 0.08173824208123344, 0.08753894056592669, 0.030430938516344343, 0.06449024166379656, 0.05297459449086871, 0.0641554594039917, 0.06512175287519183, 0.09347716399601527, 0.05209311417170933, 0.10222464799880981, 0.09663129704339164, 0.07647923060825892, 0.10706222057342529, 0.11506351402827672, 0.07941600254603795, 0.12120749269212995, 0.11162300620760236, 0.1272303717476981, 0.11891046592167445, 0.17463786261422293, 0.3853123869214739, 0.2657722064426967, 0.1711846419743129, 0.14179083279200963, 0.25617304870060514, 0.2034414325441633]"
draft,0.05,17,0,"In the King's Speech, who played the person who was the King of England in 1950?",Who was the King of England in 1950?,2207,792,1415,23,70,0.04946996466431095,0.13202512031421065,0.1313635129481554,0.030604263301938772,0.05811008531600237,0.04785418603569269,0.06150300606437351,0.03943554362895326,0.060783941976349225,0.0622220701523978,0.05917629725014678,0.02958977222442627,0.051825870664752256,0.06652672383554127,9857, George,"[0.06949438959915445, 0.08372100095571199, 0.05163933771737614, 0.07176080549725834, 0.025494747280334094, 0.050001031863763465, 0.07288606418585926, 0.05624878924825917, 0.057897911308715064, 0.05520578348858756, 0.04510584232970054, 0.051646943418135555, 0.08948305971133783, 0.07038948106469575, 0.07913287381948152, 0.049212796347481866, 0.06890904681282754, 0.07963362984035326, 0.058214667420949995, 0.06978879063766195, 0.05576515790098202, 0.07721623722810923, 0.10994398223687403, 0.06579625384407754, 0.03708481048204884, 0.05013863936714504, 0.030836552566623095, 0.03943554362895326]","[0.043951221874782016, 0.05423900059291294, 0.04500633478164673, 0.04038369655609131, 0.022885697228567942, 0.06757597412381854, 0.059367086206163676, 0.059310461793627055, 0.059094373668943136, 0.08027209554399763, 0.030181612287248884, 0.05532460979052952, 0.06627813407352992, 0.04169189078467233, 0.11438603060586112, 0.0712346179144723, 0.060971592153821676, 0.07759562560490199, 0.03477830120495388, 0.058461393628801615, 0.05085091931479318, 0.07556475911821638, 0.1626544679914202, 0.09868865353720528, 0.006591985268252236, 0.027875397886548723, 0.06213061724390302, 0.02958977222442627]"
draft,0.05,17,1,"In the King's Speech, who played the person who was the King of England in 1950?",Which actor played King George VI in the film 'The King's Speech'?,2728,792,1936,25,96,0.049586776859504134,0.16639018384739757,0.16567485500127077,0.03380003431811929,0.05773611180484295,0.04839494824409485,0.10214534175639249,0.11658490862165179,0.07465006147112165,0.12964062204166332,0.08430184036189195,0.09940440314156669,0.05750244992728135,0.11110123079650255,39879, Colin,"[0.13596773420061384, 0.1310286603655134, 0.08238533564976283, 0.12125562395368304, 0.029619903564453126, 0.05494000026157924, 0.05947674342564174, 0.056201084681919644, 0.06745232718331473, 0.048213228498186385, 0.04871794564383371, 0.05836177280970982, 0.08028279985700335, 0.07119770050048828, 0.13024452209472656, 0.06091181073869978, 0.13688705444335938, 0.10019208635602679, 0.05414656502859933, 0.14570818219866072, 0.10335401262555803, 0.1735277884347098, 0.2797937447684152, 0.15988246372767856, 0.11172176906040737, 0.10727740696498327, 0.13473639351981026, 0.11658490862165179]","[0.06262714522225517, 0.0718095132282802, 0.06975706134523664, 0.07461054836000715, 0.028382107615470886, 0.08473606620516096, 0.04088759422302246, 0.06416875123977661, 0.06702151468821935, 0.06154237048966544, 0.025154560804367065, 0.06168601342609951, 0.05123978001730783, 0.04141127211706979, 0.07785960606166295, 0.06883075407573155, 0.08452083383287702, 0.07267718655722481, 0.08772628647940499, 0.08455424649374825, 0.04563612597329276, 0.12097269296646118, 0.2752234254564558, 0.14503226961408341, 0.09294119903019496, 0.05766824313572475, 0.24236995833260672, 0.09940440314156669]"
