Question,Real Answer,Pred Answer
What other recognition did the Oscar winner for Best Actor in 2006 receive?,nominated for an Academy Award for Best Supporting Actor,"The Oscar winner for Best Actor in 2006 was Geoffrey Rush for his role in ""Shine."" However, the passage provided does not mention any other recognition that Geoffrey Rush received."
What is the Smile performer's birthday?,1 January 1986,26 April 1564
What record label does the performer of Emotional Rain belong to?,Attic Records,Atlantic
When did the majority party in the House of Representatives gain control of the body which approves members of the Cabinet?,January 2015,2015
What is the manufacturer of the Kentucky Tavern headquarters location saints symbol called?,fleur - de-lis,Sazerac Company
In which county was Zhu Qinan born?,Yongjia County,Zhejiang
Who sings Home Alone Tonight with the Rain is a Good Thing singer?,Karen Fairchild,Karen Fairchild
What is the name of the castle in the city where the performer of Never Too Loud was formed?,Casa Loma,Casa Loma
Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Lana Wood,Tina Nicholson
What city is the star of 'Three Strangers in Rome' from?,La Goulette,Milan
What else happened in the northern part of Erich Zakowski's birthplace in the now Russian area?,names were replaced by new Russian names,"The northern part of Erich Zakowski's birthplace, East Prussia, was annexed by the Soviet Union after World War II and became the Kaliningrad Oblast. The German population was largely expelled, and the"
In which county is Southern Maryland Electric Cooperative headquartered?,Charles County,"Southern Maryland Electric Cooperative is headquartered in Charles County, Maryland, United States."
When did the party that controls the House of Representatives take control of the branch who determines the rules of the US house and Senate?,January 2015,"The passage provided does not contain information about when the party that controls the House of Representatives took control of the branch that determines the rules of the U.S. House and Senate. Therefore, based on the given passage, the answer"
What series of wins did the sports team that the all time highest goal scorer in spain national team was a member or achieve in 2009?,continental treble,The sports team that the all-time highest goal scorer in the Spain national team was a member of achieved the longest unbeaten run of 36 matches from 2007–09.
"In Grown Ups, who plays the wife of the actor who produced The Chosen One?",Joyce Van Patten,Maria Bello
Who does the performer of Don't Be Cruel play in the wire?,a Western District uniformed officer,"The performer of ""Don't Be Cruel"" is not mentioned in the provided passages about *The Wire*. Therefore, there is no character in *The Wire* played by the performer of ""Don't Be Cruel"""
When did Burroughs Corporation merge to form a new corporation?,1986,1986
"When did the country, whose co-official language was used by the director of Group Portrait with a Lady, first attend the Olympics as an independent team?",2016,1992
