candidate_pool,example_id,sub_q_idx,doc_len,pool_size,pool_doc_frac,teacher_selected_size,old10_size,teacher_overlap_old10,teacher_old10_recall,teacher_old10_precision,residual_size,residual_hit,residual_recall,teacher_hit,teacher_recall,pool_precision_to_residual,pool_precision_to_teacher
docgen10,1,0,1324,125,0.09441087613293052,229,136,136,0.5938864628820961,1.0,93,12,0.12903225806451613,71,0.31004366812227074,0.096,0.568
hybrid70_old_docgen10,1,0,1324,136,0.1027190332326284,229,136,136,0.5938864628820961,1.0,93,7,0.07526881720430108,125,0.5458515283842795,0.051470588235294115,0.9191176470588235
old10_union_docgen10,1,0,1324,202,0.15256797583081572,229,136,136,0.5938864628820961,1.0,93,12,0.12903225806451613,148,0.6462882096069869,0.0594059405940594,0.7326732673267327
old10_union_hybrid70,1,0,1324,154,0.1163141993957704,229,136,136,0.5938864628820961,1.0,93,7,0.07526881720430108,143,0.6244541484716157,0.045454545454545456,0.9285714285714286
docgen15_frequency,1,0,1324,188,0.1419939577039275,229,136,136,0.5938864628820961,1.0,93,20,0.21505376344086022,98,0.4279475982532751,0.10638297872340426,0.5212765957446809
docgen15_mean_score,1,0,1324,188,0.1419939577039275,229,136,136,0.5938864628820961,1.0,93,33,0.3548387096774194,100,0.4366812227074236,0.17553191489361702,0.5319148936170213
old10_union_docgen15_frequency,1,0,1324,246,0.18580060422960726,229,136,136,0.5938864628820961,1.0,93,20,0.21505376344086022,156,0.6812227074235808,0.08130081300813008,0.6341463414634146
old10_union_docgen15_mean,1,0,1324,257,0.19410876132930513,229,136,136,0.5938864628820961,1.0,93,33,0.3548387096774194,169,0.7379912663755459,0.12840466926070038,0.6575875486381323
old20_base,1,0,1324,275,0.20770392749244712,229,136,136,0.5938864628820961,1.0,93,44,0.4731182795698925,180,0.7860262008733624,0.16,0.6545454545454545
old10_union_old20,1,0,1324,275,0.20770392749244712,229,136,136,0.5938864628820961,1.0,93,44,0.4731182795698925,180,0.7860262008733624,0.16,0.6545454545454545
oracle_online_draft_selected,1,0,1324,229,0.1729607250755287,229,136,136,0.5938864628820961,1.0,93,93,1.0,229,1.0,0.40611353711790393,1.0
old10_base,2,0,1466,160,0.10914051841746249,257,160,160,0.622568093385214,1.0,97,0,0.0,160,0.622568093385214,0.0,1.0
docgen10,2,0,1466,138,0.0941336971350614,257,160,160,0.622568093385214,1.0,97,8,0.08247422680412371,98,0.38132295719844356,0.057971014492753624,0.7101449275362319
hybrid70_old_docgen10,2,0,1466,160,0.10914051841746249,257,160,160,0.622568093385214,1.0,97,6,0.061855670103092786,141,0.5486381322957199,0.0375,0.88125
old10_union_docgen10,2,0,1466,208,0.14188267394270124,257,160,160,0.622568093385214,1.0,97,8,0.08247422680412371,168,0.6536964980544747,0.038461538461538464,0.8076923076923077
old10_union_hybrid70,2,0,1466,185,0.126193724420191,257,160,160,0.622568093385214,1.0,97,6,0.061855670103092786,166,0.6459143968871596,0.032432432432432434,0.8972972972972973
docgen15_frequency,2,0,1466,211,0.14392905866302866,257,160,160,0.622568093385214,1.0,97,14,0.14432989690721648,121,0.4708171206225681,0.06635071090047394,0.5734597156398105
docgen15_mean_score,2,0,1466,211,0.14392905866302866,257,160,160,0.622568093385214,1.0,97,25,0.25773195876288657,118,0.4591439688715953,0.11848341232227488,0.5592417061611374
old10_union_docgen15_frequency,2,0,1466,264,0.1800818553888131,257,160,160,0.622568093385214,1.0,97,14,0.14432989690721648,174,0.6770428015564203,0.05303030303030303,0.6590909090909091
old10_union_docgen15_mean,2,0,1466,278,0.18963165075034105,257,160,160,0.622568093385214,1.0,97,25,0.25773195876288657,185,0.7198443579766537,0.08992805755395683,0.6654676258992805
old20_base,2,0,1466,312,0.21282401091405184,257,160,160,0.622568093385214,1.0,97,47,0.4845360824742268,207,0.8054474708171206,0.15064102564102563,0.6634615384615384
old10_union_old20,2,0,1466,312,0.21282401091405184,257,160,160,0.622568093385214,1.0,97,47,0.4845360824742268,207,0.8054474708171206,0.15064102564102563,0.6634615384615384
oracle_online_draft_selected,2,0,1466,257,0.1753069577080491,257,160,160,0.622568093385214,1.0,97,97,1.0,257,1.0,0.377431906614786,1.0
old10_base,3,0,1184,80,0.06756756756756757,167,80,80,0.47904191616766467,1.0,87,0,0.0,80,0.47904191616766467,0.0,1.0
docgen10,3,0,1184,113,0.09543918918918919,167,80,80,0.47904191616766467,1.0,87,12,0.13793103448275862,54,0.32335329341317365,0.10619469026548672,0.4778761061946903
hybrid70_old_docgen10,3,0,1184,80,0.06756756756756757,167,80,80,0.47904191616766467,1.0,87,5,0.05747126436781609,75,0.4491017964071856,0.0625,0.9375
old10_union_docgen10,3,0,1184,151,0.12753378378378377,167,80,80,0.47904191616766467,1.0,87,12,0.13793103448275862,92,0.5508982035928144,0.07947019867549669,0.609271523178808
old10_union_hybrid70,3,0,1184,90,0.07601351351351351,167,80,80,0.47904191616766467,1.0,87,5,0.05747126436781609,85,0.5089820359281437,0.05555555555555555,0.9444444444444444
docgen15_frequency,3,0,1184,169,0.14273648648648649,167,80,80,0.47904191616766467,1.0,87,8,0.09195402298850575,68,0.40718562874251496,0.047337278106508875,0.40236686390532544
docgen15_mean_score,3,0,1184,169,0.14273648648648649,167,80,80,0.47904191616766467,1.0,87,22,0.25287356321839083,70,0.41916167664670656,0.1301775147928994,0.41420118343195267
old10_union_docgen15_frequency,3,0,1184,189,0.15962837837837837,167,80,80,0.47904191616766467,1.0,87,8,0.09195402298850575,88,0.5269461077844312,0.042328042328042326,0.4656084656084656
old10_union_docgen15_mean,3,0,1184,201,0.16976351351351351,167,80,80,0.47904191616766467,1.0,87,22,0.25287356321839083,102,0.6107784431137725,0.10945273631840796,0.5074626865671642
old20_base,3,0,1184,184,0.1554054054054054,167,80,80,0.47904191616766467,1.0,87,32,0.367816091954023,112,0.6706586826347305,0.17391304347826086,0.6086956521739131
old10_union_old20,3,0,1184,184,0.1554054054054054,167,80,80,0.47904191616766467,1.0,87,32,0.367816091954023,112,0.6706586826347305,0.17391304347826086,0.6086956521739131
oracle_online_draft_selected,3,0,1184,167,0.14104729729729729,167,80,80,0.47904191616766467,1.0,87,87,1.0,167,1.0,0.5209580838323353,1.0
old10_base,3,1,1384,149,0.10765895953757225,247,149,149,0.6032388663967612,1.0,98,0,0.0,149,0.6032388663967612,0.0,1.0
docgen10,3,1,1384,131,0.09465317919075145,247,149,149,0.6032388663967612,1.0,98,19,0.19387755102040816,76,0.3076923076923077,0.1450381679389313,0.5801526717557252
hybrid70_old_docgen10,3,1,1384,149,0.10765895953757225,247,149,149,0.6032388663967612,1.0,98,7,0.07142857142857142,133,0.5384615384615384,0.04697986577181208,0.8926174496644296
old10_union_docgen10,3,1,1384,223,0.1611271676300578,247,149,149,0.6032388663967612,1.0,98,19,0.19387755102040816,168,0.680161943319838,0.08520179372197309,0.7533632286995515
old10_union_hybrid70,3,1,1384,172,0.12427745664739884,247,149,149,0.6032388663967612,1.0,98,7,0.07142857142857142,156,0.631578947368421,0.040697674418604654,0.9069767441860465
docgen15_frequency,3,1,1384,198,0.1430635838150289,247,149,149,0.6032388663967612,1.0,98,12,0.12244897959183673,93,0.3765182186234818,0.06060606060606061,0.4696969696969697
docgen15_mean_score,3,1,1384,198,0.1430635838150289,247,149,149,0.6032388663967612,1.0,98,30,0.30612244897959184,96,0.38866396761133604,0.15151515151515152,0.48484848484848486
old10_union_docgen15_frequency,3,1,1384,266,0.19219653179190752,247,149,149,0.6032388663967612,1.0,98,12,0.12244897959183673,161,0.6518218623481782,0.045112781954887216,0.6052631578947368
old10_union_docgen15_mean,3,1,1384,281,0.20303468208092484,247,149,149,0.6032388663967612,1.0,98,30,0.30612244897959184,179,0.7246963562753036,0.10676156583629894,0.6370106761565836
old20_base,3,1,1384,304,0.21965317919075145,247,149,149,0.6032388663967612,1.0,98,46,0.46938775510204084,195,0.7894736842105263,0.1513157894736842,0.6414473684210527
old10_union_old20,3,1,1384,304,0.21965317919075145,247,149,149,0.6032388663967612,1.0,98,46,0.46938775510204084,195,0.7894736842105263,0.1513157894736842,0.6414473684210527
oracle_online_draft_selected,3,1,1384,247,0.17846820809248554,247,149,149,0.6032388663967612,1.0,98,98,1.0,247,1.0,0.3967611336032389,1.0
old10_base,4,0,1214,117,0.09637561779242175,211,117,117,0.5545023696682464,1.0,94,0,0.0,117,0.5545023696682464,0.0,1.0
docgen10,4,0,1214,113,0.09308072487644152,211,117,117,0.5545023696682464,1.0,94,9,0.09574468085106383,55,0.26066350710900477,0.07964601769911504,0.48672566371681414
hybrid70_old_docgen10,4,0,1214,117,0.09637561779242175,211,117,117,0.5545023696682464,1.0,94,7,0.07446808510638298,98,0.46445497630331756,0.05982905982905983,0.8376068376068376
old10_union_docgen10,4,0,1214,184,0.1515650741350906,211,117,117,0.5545023696682464,1.0,94,9,0.09574468085106383,126,0.5971563981042654,0.04891304347826087,0.6847826086956522
old10_union_hybrid70,4,0,1214,143,0.11779242174629324,211,117,117,0.5545023696682464,1.0,94,7,0.07446808510638298,124,0.5876777251184834,0.04895104895104895,0.8671328671328671
docgen15_frequency,4,0,1214,171,0.14085667215815487,211,117,117,0.5545023696682464,1.0,94,15,0.1595744680851064,92,0.43601895734597157,0.08771929824561403,0.5380116959064327
docgen15_mean_score,4,0,1214,171,0.14085667215815487,211,117,117,0.5545023696682464,1.0,94,32,0.3404255319148936,95,0.45023696682464454,0.1871345029239766,0.5555555555555556
old10_union_docgen15_frequency,4,0,1214,211,0.17380560131795716,211,117,117,0.5545023696682464,1.0,94,15,0.1595744680851064,132,0.6255924170616114,0.07109004739336493,0.6255924170616114
old10_union_docgen15_mean,4,0,1214,225,0.18533772652388797,211,117,117,0.5545023696682464,1.0,94,32,0.3404255319148936,149,0.7061611374407583,0.14222222222222222,0.6622222222222223
old20_base,4,0,1214,216,0.17792421746293247,211,117,117,0.5545023696682464,1.0,94,26,0.2765957446808511,143,0.6777251184834123,0.12037037037037036,0.6620370370370371
old10_union_old20,4,0,1214,216,0.17792421746293247,211,117,117,0.5545023696682464,1.0,94,26,0.2765957446808511,143,0.6777251184834123,0.12037037037037036,0.6620370370370371
oracle_online_draft_selected,4,0,1214,211,0.17380560131795716,211,117,117,0.5545023696682464,1.0,94,94,1.0,211,1.0,0.44549763033175355,1.0
old10_base,4,1,2103,213,0.10128388017118402,344,213,213,0.6191860465116279,1.0,131,0,0.0,213,0.6191860465116279,0.0,1.0
docgen10,4,1,2103,199,0.09462672372800761,344,213,213,0.6191860465116279,1.0,131,9,0.06870229007633588,142,0.4127906976744186,0.04522613065326633,0.7135678391959799
hybrid70_old_docgen10,4,1,2103,213,0.10128388017118402,344,213,213,0.6191860465116279,1.0,131,4,0.030534351145038167,184,0.5348837209302325,0.018779342723004695,0.863849765258216
old10_union_docgen10,4,1,2103,279,0.1326676176890157,344,213,213,0.6191860465116279,1.0,131,9,0.06870229007633588,222,0.6453488372093024,0.03225806451612903,0.7956989247311828
old10_union_hybrid70,4,1,2103,246,0.11697574893009986,344,213,213,0.6191860465116279,1.0,131,4,0.030534351145038167,217,0.6308139534883721,0.016260162601626018,0.8821138211382114
docgen15_frequency,4,1,2103,305,0.14503090822634332,344,213,213,0.6191860465116279,1.0,131,22,0.16793893129770993,175,0.5087209302325582,0.07213114754098361,0.5737704918032787
docgen15_mean_score,4,1,2103,305,0.14503090822634332,344,213,213,0.6191860465116279,1.0,131,39,0.29770992366412213,162,0.47093023255813954,0.12786885245901639,0.5311475409836065
old10_union_docgen15_frequency,4,1,2103,365,0.17356157869709937,344,213,213,0.6191860465116279,1.0,131,22,0.16793893129770993,235,0.6831395348837209,0.06027397260273973,0.6438356164383562
old10_union_docgen15_mean,4,1,2103,395,0.1878269139324774,344,213,213,0.6191860465116279,1.0,131,39,0.29770992366412213,252,0.7325581395348837,0.09873417721518987,0.6379746835443038
old20_base,4,1,2103,417,0.19828815977175462,344,213,213,0.6191860465116279,1.0,131,26,0.1984732824427481,239,0.6947674418604651,0.06235011990407674,0.5731414868105515
old10_union_old20,4,1,2103,417,0.19828815977175462,344,213,213,0.6191860465116279,1.0,131,26,0.1984732824427481,239,0.6947674418604651,0.06235011990407674,0.5731414868105515
oracle_online_draft_selected,4,1,2103,344,0.16357584403233477,344,213,213,0.6191860465116279,1.0,131,131,1.0,344,1.0,0.3808139534883721,1.0
old10_base,6,0,1515,155,0.10231023102310231,254,155,155,0.610236220472441,1.0,99,0,0.0,155,0.610236220472441,0.0,1.0
docgen10,6,0,1515,144,0.09504950495049505,254,155,155,0.610236220472441,1.0,99,3,0.030303030303030304,87,0.3425196850393701,0.020833333333333332,0.6041666666666666
hybrid70_old_docgen10,6,0,1515,155,0.10231023102310231,254,155,155,0.610236220472441,1.0,99,2,0.020202020202020204,129,0.5078740157480315,0.012903225806451613,0.832258064516129
old10_union_docgen10,6,0,1515,215,0.1419141914191419,254,155,155,0.610236220472441,1.0,99,3,0.030303030303030304,158,0.6220472440944882,0.013953488372093023,0.7348837209302326
old10_union_hybrid70,6,0,1515,183,0.12079207920792079,254,155,155,0.610236220472441,1.0,99,2,0.020202020202020204,157,0.6181102362204725,0.01092896174863388,0.8579234972677595
docgen15_frequency,6,0,1515,218,0.1438943894389439,254,155,155,0.610236220472441,1.0,99,10,0.10101010101010101,115,0.452755905511811,0.045871559633027525,0.5275229357798165
docgen15_mean_score,6,0,1515,218,0.1438943894389439,254,155,155,0.610236220472441,1.0,99,27,0.2727272727272727,117,0.46062992125984253,0.12385321100917432,0.536697247706422
old10_union_docgen15_frequency,6,0,1515,268,0.1768976897689769,254,155,155,0.610236220472441,1.0,99,10,0.10101010101010101,165,0.6496062992125984,0.03731343283582089,0.6156716417910447
old10_union_docgen15_mean,6,0,1515,283,0.1867986798679868,254,155,155,0.610236220472441,1.0,99,27,0.2727272727272727,182,0.7165354330708661,0.09540636042402827,0.6431095406360424
old20_base,6,0,1515,306,0.201980198019802,254,155,155,0.610236220472441,1.0,99,46,0.46464646464646464,201,0.7913385826771654,0.1503267973856209,0.6568627450980392
old10_union_old20,6,0,1515,306,0.201980198019802,254,155,155,0.610236220472441,1.0,99,46,0.46464646464646464,201,0.7913385826771654,0.1503267973856209,0.6568627450980392
oracle_online_draft_selected,6,0,1515,254,0.16765676567656765,254,155,155,0.610236220472441,1.0,99,99,1.0,254,1.0,0.38976377952755903,1.0
old10_base,7,0,1618,115,0.07107540173053152,225,115,115,0.5111111111111111,1.0,110,0,0.0,115,0.5111111111111111,0.0,1.0
docgen10,7,0,1618,154,0.09517923362175525,225,115,115,0.5111111111111111,1.0,110,12,0.10909090909090909,85,0.37777777777777777,0.07792207792207792,0.551948051948052
hybrid70_old_docgen10,7,0,1618,115,0.07107540173053152,225,115,115,0.5111111111111111,1.0,110,8,0.07272727272727272,102,0.4533333333333333,0.06956521739130435,0.8869565217391304
old10_union_docgen10,7,0,1618,196,0.1211372064276885,225,115,115,0.5111111111111111,1.0,110,12,0.10909090909090909,127,0.5644444444444444,0.061224489795918366,0.6479591836734694
old10_union_hybrid70,7,0,1618,136,0.08405438813349815,225,115,115,0.5111111111111111,1.0,110,8,0.07272727272727272,123,0.5466666666666666,0.058823529411764705,0.9044117647058824
docgen15_frequency,7,0,1618,234,0.1446229913473424,225,115,115,0.5111111111111111,1.0,110,22,0.2,110,0.4888888888888889,0.09401709401709402,0.4700854700854701
docgen15_mean_score,7,0,1618,234,0.1446229913473424,225,115,115,0.5111111111111111,1.0,110,39,0.35454545454545455,119,0.5288888888888889,0.16666666666666666,0.5085470085470085
old10_union_docgen15_frequency,7,0,1618,261,0.16131025957972805,225,115,115,0.5111111111111111,1.0,110,22,0.2,137,0.6088888888888889,0.0842911877394636,0.524904214559387
old10_union_docgen15_mean,7,0,1618,269,0.16625463535228677,225,115,115,0.5111111111111111,1.0,110,39,0.35454545454545455,154,0.6844444444444444,0.1449814126394052,0.5724907063197026
old20_base,7,0,1618,244,0.1508034610630408,225,115,115,0.5111111111111111,1.0,110,45,0.4090909090909091,160,0.7111111111111111,0.18442622950819673,0.6557377049180327
old10_union_old20,7,0,1618,244,0.1508034610630408,225,115,115,0.5111111111111111,1.0,110,45,0.4090909090909091,160,0.7111111111111111,0.18442622950819673,0.6557377049180327
oracle_online_draft_selected,7,0,1618,225,0.13906056860321384,225,115,115,0.5111111111111111,1.0,110,110,1.0,225,1.0,0.4888888888888889,1.0
old10_base,7,1,1498,202,0.1348464619492657,307,202,202,0.6579804560260586,1.0,105,0,0.0,202,0.6579804560260586,0.0,1.0
docgen10,7,1,1498,141,0.09412550066755675,307,202,202,0.6579804560260586,1.0,105,2,0.01904761904761905,96,0.3127035830618892,0.014184397163120567,0.6808510638297872
hybrid70_old_docgen10,7,1,1498,202,0.1348464619492657,307,202,202,0.6579804560260586,1.0,105,8,0.0761904761904762,175,0.5700325732899023,0.039603960396039604,0.8663366336633663
old10_union_docgen10,7,1,1498,249,0.16622162883845126,307,202,202,0.6579804560260586,1.0,105,2,0.01904761904761905,204,0.6644951140065146,0.008032128514056224,0.8192771084337349
old10_union_hybrid70,7,1,1498,237,0.1582109479305741,307,202,202,0.6579804560260586,1.0,105,8,0.0761904761904762,210,0.6840390879478827,0.03375527426160337,0.8860759493670886
docgen15_frequency,7,1,1498,215,0.14352469959946595,307,202,202,0.6579804560260586,1.0,105,6,0.05714285714285714,127,0.41368078175895767,0.027906976744186046,0.5906976744186047
docgen15_mean_score,7,1,1498,215,0.14352469959946595,307,202,202,0.6579804560260586,1.0,105,19,0.18095238095238095,123,0.4006514657980456,0.08837209302325581,0.5720930232558139
old10_union_docgen15_frequency,7,1,1498,296,0.19759679572763686,307,202,202,0.6579804560260586,1.0,105,6,0.05714285714285714,208,0.6775244299674267,0.02027027027027027,0.7027027027027027
old10_union_docgen15_mean,7,1,1498,313,0.2089452603471295,307,202,202,0.6579804560260586,1.0,105,19,0.18095238095238095,221,0.7198697068403909,0.06070287539936102,0.7060702875399361
old20_base,7,1,1498,381,0.25433911882510013,307,202,202,0.6579804560260586,1.0,105,35,0.3333333333333333,237,0.7719869706840391,0.09186351706036745,0.6220472440944882
old10_union_old20,7,1,1498,381,0.25433911882510013,307,202,202,0.6579804560260586,1.0,105,35,0.3333333333333333,237,0.7719869706840391,0.09186351706036745,0.6220472440944882
oracle_online_draft_selected,7,1,1498,307,0.2049399198931909,307,202,202,0.6579804560260586,1.0,105,105,1.0,307,1.0,0.34201954397394135,1.0
old10_base,9,0,2027,130,0.06413418845584608,258,130,130,0.5038759689922481,1.0,128,0,0.0,130,0.5038759689922481,0.0,1.0
docgen10,9,0,2027,195,0.09620128268376912,258,130,130,0.5038759689922481,1.0,128,13,0.1015625,101,0.39147286821705424,0.06666666666666667,0.517948717948718
hybrid70_old_docgen10,9,0,2027,130,0.06413418845584608,258,130,130,0.5038759689922481,1.0,128,5,0.0390625,117,0.45348837209302323,0.038461538461538464,0.9
old10_union_docgen10,9,0,2027,237,0.11692155895411939,258,130,130,0.5038759689922481,1.0,128,13,0.1015625,143,0.5542635658914729,0.05485232067510549,0.6033755274261603
old10_union_hybrid70,9,0,2027,148,0.07301430685742477,258,130,130,0.5038759689922481,1.0,128,5,0.0390625,135,0.5232558139534884,0.033783783783783786,0.9121621621621622
docgen15_frequency,9,0,2027,294,0.1450419338924519,258,130,130,0.5038759689922481,1.0,128,18,0.140625,126,0.4883720930232558,0.061224489795918366,0.42857142857142855
docgen15_mean_score,9,0,2027,294,0.1450419338924519,258,130,130,0.5038759689922481,1.0,128,39,0.3046875,128,0.49612403100775193,0.1326530612244898,0.43537414965986393
old10_union_docgen15_frequency,9,0,2027,316,0.15589541193882586,258,130,130,0.5038759689922481,1.0,128,18,0.140625,148,0.5736434108527132,0.056962025316455694,0.46835443037974683
old10_union_docgen15_mean,9,0,2027,335,0.16526887025160336,258,130,130,0.5038759689922481,1.0,128,39,0.3046875,169,0.6550387596899225,0.11641791044776119,0.5044776119402985
old20_base,9,0,2027,311,0.15342871238283176,258,130,130,0.5038759689922481,1.0,128,51,0.3984375,181,0.7015503875968992,0.1639871382636656,0.5819935691318328
old10_union_old20,9,0,2027,311,0.15342871238283176,258,130,130,0.5038759689922481,1.0,128,51,0.3984375,181,0.7015503875968992,0.1639871382636656,0.5819935691318328
oracle_online_draft_selected,9,0,2027,258,0.12728169708929452,258,130,130,0.5038759689922481,1.0,128,128,1.0,258,1.0,0.49612403100775193,1.0
old10_base,9,1,2759,323,0.1170714026821312,496,323,323,0.6512096774193549,1.0,173,0,0.0,323,0.6512096774193549,0.0,1.0
docgen10,9,1,2759,268,0.09713664371148967,496,323,323,0.6512096774193549,1.0,173,22,0.12716763005780346,158,0.3185483870967742,0.08208955223880597,0.5895522388059702
hybrid70_old_docgen10,9,1,2759,323,0.1170714026821312,496,323,323,0.6512096774193549,1.0,173,4,0.023121387283236993,290,0.5846774193548387,0.01238390092879257,0.8978328173374613
old10_union_docgen10,9,1,2759,455,0.1649148242116709,496,323,323,0.6512096774193549,1.0,173,22,0.12716763005780346,345,0.6955645161290323,0.04835164835164835,0.7582417582417582
old10_union_hybrid70,9,1,2759,360,0.13048205871692642,496,323,323,0.6512096774193549,1.0,173,4,0.023121387283236993,327,0.6592741935483871,0.011111111111111112,0.9083333333333333
docgen15_frequency,9,1,2759,401,0.14534251540413193,496,323,323,0.6512096774193549,1.0,173,28,0.16184971098265896,199,0.4012096774193548,0.06982543640897755,0.49625935162094764
docgen15_mean_score,9,1,2759,401,0.14534251540413193,496,323,323,0.6512096774193549,1.0,173,37,0.2138728323699422,194,0.3911290322580645,0.09226932668329177,0.4837905236907731
old10_union_docgen15_frequency,9,1,2759,553,0.20043494019572308,496,323,323,0.6512096774193549,1.0,173,28,0.16184971098265896,351,0.7076612903225806,0.05063291139240506,0.6347197106690777
old10_union_docgen15_mean,9,1,2759,567,0.2055092424791591,496,323,323,0.6512096774193549,1.0,173,37,0.2138728323699422,360,0.7258064516129032,0.06525573192239859,0.6349206349206349
old20_base,9,1,2759,626,0.22689380210221094,496,323,323,0.6512096774193549,1.0,173,47,0.27167630057803466,370,0.7459677419354839,0.07507987220447285,0.5910543130990416
old10_union_old20,9,1,2759,626,0.22689380210221094,496,323,323,0.6512096774193549,1.0,173,47,0.27167630057803466,370,0.7459677419354839,0.07507987220447285,0.5910543130990416
oracle_online_draft_selected,9,1,2759,496,0.1797752808988764,496,323,323,0.6512096774193549,1.0,173,173,1.0,496,1.0,0.3487903225806452,1.0
old10_base,10,0,1534,95,0.06192959582790091,199,95,95,0.47738693467336685,1.0,104,0,0.0,95,0.47738693467336685,0.0,1.0
docgen10,10,0,1534,146,0.09517601043024772,199,95,95,0.47738693467336685,1.0,104,20,0.19230769230769232,84,0.4221105527638191,0.136986301369863,0.5753424657534246
hybrid70_old_docgen10,10,0,1534,95,0.06192959582790091,199,95,95,0.47738693467336685,1.0,104,4,0.038461538461538464,90,0.45226130653266333,0.042105263157894736,0.9473684210526315
old10_union_docgen10,10,0,1534,177,0.11538461538461539,199,95,95,0.47738693467336685,1.0,104,20,0.19230769230769232,115,0.5778894472361809,0.11299435028248588,0.6497175141242938
old10_union_hybrid70,10,0,1534,104,0.06779661016949153,199,95,95,0.47738693467336685,1.0,104,4,0.038461538461538464,99,0.49748743718592964,0.038461538461538464,0.9519230769230769
docgen15_frequency,10,0,1534,221,0.1440677966101695,199,95,95,0.47738693467336685,1.0,104,41,0.3942307692307692,112,0.5628140703517588,0.18552036199095023,0.5067873303167421
docgen15_mean_score,10,0,1534,221,0.1440677966101695,199,95,95,0.47738693467336685,1.0,104,50,0.4807692307692308,116,0.5829145728643216,0.22624434389140272,0.5248868778280543
old10_union_docgen15_frequency,10,0,1534,245,0.15971316818774445,199,95,95,0.47738693467336685,1.0,104,41,0.3942307692307692,136,0.6834170854271356,0.1673469387755102,0.5551020408163265
old10_union_docgen15_mean,10,0,1534,250,0.16297262059973924,199,95,95,0.47738693467336685,1.0,104,50,0.4807692307692308,145,0.7286432160804021,0.2,0.58
old20_base,10,0,1534,222,0.14471968709256844,199,95,95,0.47738693467336685,1.0,104,51,0.49038461538461536,146,0.7336683417085427,0.22972972972972974,0.6576576576576577
old10_union_old20,10,0,1534,222,0.14471968709256844,199,95,95,0.47738693467336685,1.0,104,51,0.49038461538461536,146,0.7336683417085427,0.22972972972972974,0.6576576576576577
oracle_online_draft_selected,10,0,1534,199,0.12972620599739243,199,95,95,0.47738693467336685,1.0,104,104,1.0,199,1.0,0.5226130653266332,1.0
old10_base,10,1,1766,227,0.12853907134767836,341,227,227,0.6656891495601173,1.0,114,0,0.0,227,0.6656891495601173,0.0,1.0
docgen10,10,1,1766,168,0.09513023782559456,341,227,227,0.6656891495601173,1.0,114,20,0.17543859649122806,122,0.35777126099706746,0.11904761904761904,0.7261904761904762
hybrid70_old_docgen10,10,1,1766,227,0.12853907134767836,341,227,227,0.6656891495601173,1.0,114,3,0.02631578947368421,216,0.6334310850439883,0.013215859030837005,0.9515418502202643
old10_union_docgen10,10,1,1766,293,0.16591166477916194,341,227,227,0.6656891495601173,1.0,114,20,0.17543859649122806,247,0.7243401759530792,0.06825938566552901,0.8430034129692833
old10_union_hybrid70,10,1,1766,241,0.1364665911664779,341,227,227,0.6656891495601173,1.0,114,3,0.02631578947368421,230,0.6744868035190615,0.012448132780082987,0.9543568464730291
