row_id,is_warmup,example_id,sub_q_idx,main_question,sub_question,doc_tokens,query_tokens,full_tokens,fusion_selected_doc_tokens,fusion_reprocess_prefill_tokens,full_exact_cache_ttft_s,full_ttft_compute_s,full_ttft_wall_s,fusion_ttft_compute_s,fusion_ttft_wall_s,fusion_storage_time_s,fusion_selection_time_s,fusion_selection_score_forward_time_s,fusion_reprocess_prefill_time_s,speedup_full_over_fusion_compute,ttft_reduction_pct_compute,speedup_full_exact_over_fusion_compute,ttft_reduction_pct_full_exact_vs_fusion_compute,speedup_full_over_fusion_wall,ttft_reduction_pct_wall
25,False,16,1,"In 2002, what company merged with the top PC manufacturer from 1994?",What company did Compaq merge with in 2002?,2189,30,3011,656,686,0.40156526770442724,0.15758848190307617,0.40261112712323666,0.28241134574636817,0.3715693959966302,0.030379617121070623,0.10307491384446621,0.1021738420240581,0.14895681478083134,0.5580104492140531,-79.20811364885381,1.4219162004385988,29.672367493137507,1.0835422170422453,7.710102636359773
26,False,17,0,"In the King's Speech, who played the person who was the King of England in 1950?",Who was the King of England in 1950?,1415,28,2235,424,452,0.2902593440376222,0.11402392387390137,0.2920301132835448,0.25178252113983035,0.30612388998270035,0.023403211031109095,0.1024477961473167,0.1016205558553338,0.12593151396140456,0.4528667175056876,-120.81552062554496,1.1528176885496484,13.256015245733021,0.953960546169879,-4.826138147428405
27,False,17,1,"In the King's Speech, who played the person who was the King of England in 1950?",Which actor played King George VI in the film 'The King's Speech'?,1936,30,2758,580,610,0.36081182630732656,0.13301301002502441,0.3621732098981738,0.2698808703571558,0.34022389724850655,0.030287849251180887,0.10288047417998314,0.10201482707634568,0.13671254692599177,0.4928582372251773,-102.89810019815486,1.3369299788822908,25.2017670487106,1.0645143178570875,6.060446231193739
28,False,18,0,Whose sister played Susie in miracle on 34th street?,Who played Susie in Miracle on 34th Street?,1020,28,1840,306,334,0.23916606092825532,0.08796977996826172,0.24071934120729566,0.2395348814316094,0.286292577162385,0.020715612918138504,0.10247829183936119,0.10174177400767803,0.1163409766741097,0.3672524829891146,-172.2922366272034,0.9984602639033205,-0.15421105399429091,0.8408158660388871,-18.932103970758174
29,False,18,1,Whose sister played Susie in miracle on 34th street?,Who is Natalie Wood's brother?,1206,22,2020,361,383,0.2573256641626358,0.09467506408691406,0.2588991420343518,0.24753636866807938,0.30455407314002514,0.02572600869461894,0.1045263959094882,0.10376142105087638,0.11728396406397223,0.3824693098486207,-161.45888683089228,1.0395468978850653,3.80424374941839,0.8500925282825473,-17.634253534766685
30,False,19,0,What team was Anna Benson's husband on?,Who is Anna Benson's husband?,1034,22,1848,310,332,0.23923916881904006,0.08803629875183105,0.24082460021600127,0.24169948510825634,0.28691121470183134,0.020647068042308092,0.10139285633340478,0.10065028816461563,0.11965956073254347,0.36423866899178503,-174.54525977925584,0.9898207632171234,-1.0283919231792948,0.8393697697257148,-19.13700446071285
31,False,19,1,What team was Anna Benson's husband on?,What team did Kris Benson play for in Major League Baseball?,1580,27,2399,474,501,0.31776151712983847,0.113739013671875,0.3193696620874107,0.2546852850355208,0.316850240342319,0.02571403281763196,0.10270943632349372,0.1018498376943171,0.1262618158943951,0.44658651423859014,-123.9207786435188,1.2476634332663565,19.850179676900424,1.0079514591573917,0.7888732225298623
32,False,20,0,What is the record label for the singer who originally sang You Belong To Me.,Who originally sang the song You Belong To Me?,1519,26,2337,455,481,0.3177067614160478,0.1166982650756836,0.31887681130319834,0.25183670315891504,0.30823542503640056,0.023663565050810575,0.10201972210779786,0.10121643031015992,0.1261534160003066,0.46338863085435233,-115.8015828218086,1.261558610920852,20.73297337568264,1.0345235667365005,3.3371464746238977
33,False,20,1,What is the record label for the singer who originally sang You Belong To Me.,What record label was Joni James signed to when she released 'You Belong To Me' in 1952?,2265,41,3098,679,720,0.4315091660246253,0.1591348648071289,0.43404517602175474,0.28993620863184333,0.37476889695972204,0.02984029334038496,0.10457932995632291,0.10367323411628604,0.15551658533513546,0.5488616463533742,-82.19527756110854,1.4882900209699204,32.808794931763444,1.158167552171234,13.65670725921435
34,False,21,0,When did the crowning of the person under whom the Chapter House was built happen?,Who was the person under whom the Chapter House was built?,1749,27,2568,524,551,0.34393460489809513,0.13173151016235352,0.350862564984709,0.2647851314395666,0.3346589128486812,0.02533895568922162,0.1041396209038794,0.1032450320199132,0.1353065548464656,0.49750342644303397,-101.0036407486942,1.2989196297700472,23.01294267320958,1.0484184090544584,4.618233391964743
35,False,21,1,When did the crowning of the person under whom the Chapter House was built happen?,When was Henry III crowned?,2118,21,2931,635,656,0.38636185368523,0.1517806053161621,0.38788415817543864,0.28027226170524955,0.3527371841482818,0.029870009049773216,0.1015166467987001,0.10059360228478909,0.14888560585677624,0.5415470100133681,-84.65617601236777,1.3785233377520263,27.458609323893533,1.099640683224318,9.061203786327354
36,False,24,0,What record label does the artist who sang you belong to me belong to?,Who sang the song 'You Belong to Me'?,1556,26,2374,466,492,0.3188398531638086,0.1170201301574707,0.3198823290877044,0.2524646823294461,0.31504051899537444,0.0237946892157197,0.10191054781898856,0.10110935382544994,0.12675944529473782,0.4635108922077618,-115.74466033297983,1.2629087372615084,20.81771465383949,1.0153688487683106,1.5136222454484094
37,False,24,1,What record label does the artist who sang you belong to me belong to?,What record label is Joni James signed to?,1997,25,2814,599,624,0.36196252331137657,0.13350892066955566,0.3630938520655036,0.2717475271783769,0.343843097332865,0.031103753950446844,0.1042489712126553,0.10335327731445432,0.13639480201527476,0.49129764695860323,-103.54259911288767,1.3319809275533239,24.92384993553397,1.0559870326959115,5.3018674436728475
38,False,25,0,What place does the administrative territorial entity that Juba is located in share a border with?,What is the administrative territorial entity that contains Juba?,789,26,1607,236,262,0.21172729320824146,0.07563519477844238,0.21285450644791126,0.23683942155912519,0.2816577600315213,0.023351304698735476,0.10239532077684999,0.10167109407484531,0.11109279608353972,0.31935221881784837,-213.13388198826902,0.8939698121808887,-11.86060047826949,0.7557203693734196,-32.32407654025744
39,False,25,1,What place does the administrative territorial entity that Juba is located in share a border with?,What places share a border with Central Equatoria?,1127,25,1944,338,363,0.2559630828909576,0.0940861701965332,0.2574018999002874,0.24236880522221327,0.29236545227468014,0.023947548121213913,0.10185879981145263,0.10109184263274074,0.11656245728954673,0.38819422371732737,-157.60300872693387,1.0560892217803381,5.311030604571831,0.8804114778187124,-13.583253421181807
40,False,26,0,Who played the monarch at the end of WW2 in The King's Speech?,Who played King George VI in The King's Speech?,1534,26,2352,460,486,0.31816204776987433,0.11669278144836426,0.3191027152352035,0.2536610644310713,0.31597099220380187,0.024868200067430735,0.10253185732290149,0.1015297481790185,0.12626100704073906,0.46003426544823095,-117.37511205293751,1.2542801887371653,20.27299729521995,1.0099114257595572,0.9814153505692702
41,False,27,0,Who is the spouse of a cast member from King of the Mountain?,Who are the cast members of King of the Mountain?,1337,26,2155,401,427,0.27608062885701656,0.1084601879119873,0.2774594221264124,0.24977994803339243,0.3007520940154791,0.022804994136095047,0.10180980106815696,0.10099018691107631,0.12516515282914042,0.43422295811146355,-130.29643673131247,1.1052954051383983,9.526449187148645,0.922551921158468,-8.394983205311512
42,False,27,1,Who is the spouse of a cast member from King of the Mountain?,Who is Harry Hamlin's spouse?,1444,23,2259,433,456,0.29077341919764876,0.1141352653503418,0.29201970202848315,0.25360704213380814,0.3080511149019003,0.025158329866826534,0.10205842508003116,0.1012718272395432,0.12639028718695045,0.4500476973747509,-122.19867045943542,1.1465510450779632,12.781903231181301,0.9479585948633155,-5.489839473863123
43,False,32,0,Who played king whose regal Name did Albert Adopt in the king's speech?,What was the regnal name adopted by King George VI?,1439,27,2258,431,458,0.29102940298616886,0.11405467987060547,0.2918867967091501,0.2515512681566179,0.3040157179348171,0.023066366091370583,0.10239805094897747,0.10159644577652216,0.12608685111626983,0.45340530662558254,-120.5532192471205,1.1569387231431947,13.564998733625266,0.9601042955671538,-4.1553511026923395
44,False,32,1,Who played king whose regal Name did Albert Adopt in the king's speech?,Who played King George VI in the film 'The King's Speech'?,1722,29,2543,516,545,0.33391933888196945,0.119384765625,0.3354647718369961,0.26472333166748285,0.3326253090053797,0.027100304141640663,0.10252076433971524,0.1016430021263659,0.13510226318612695,0.4509793861878347,-121.73962505317175,1.2613899076391317,20.72237188962133,1.0085365206878183,0.8464265311876384
45,False,33,0,What administrative territorial entity contains the place where KPRM is licensed to broadcast to?,Where is KPRM licensed to broadcast?,775,24,1591,232,256,0.2097525717690587,0.0749661922454834,0.21080100303515792,0.2190969600342214,0.2601358792744577,0.02180948620662093,0.10276914574205875,0.10183668695390224,0.09451832808554173,0.3421598922859277,-192.26102256437025,0.9573504430928518,-4.454957660996417,0.8103495896955885,-23.40353012033418
46,False,35,0,What year did the author of Prince Prigio die?,Who is the author of Prince Prigio?,1174,25,1991,352,377,0.2559714266099036,0.09152793884277344,0.2574530318379402,0.24064995208755136,0.2884812178090215,0.021764379926025867,0.10189053323119879,0.10113933775573969,0.1169950389303267,0.38033640999635215,-162.92512988950784,1.0636670582705043,5.985619068999415,0.8924429596951358,-12.051979248243105
47,False,35,1,What year did the author of Prince Prigio die?,What year did Andrew Lang die?,1215,22,2029,364,386,0.2533667259849608,0.09304952621459961,0.2546593099832535,0.2506267186254263,0.30084450682625175,0.023914959747344255,0.10203861491754651,0.10123702604323626,0.12467314396053553,0.3712673841198336,-169.3476569105868,1.010932622724992,1.0814393045822213,0.8464815019219486,-18.136072404356796
48,False,36,0,In which county is Mark Dismore's birthplace located?,Where was Mark Dismore born?,1463,23,2278,438,461,0.2913481560535729,0.11429595947265625,0.2923455978743732,0.2510855454020202,0.3036582530476153,0.02348914509639144,0.10169453313574195,0.10092165134847164,0.12590186716988683,0.4552072453619492,-119.68015891418192,1.1603541557403756,13.819414955950238,0.9627454381374307,-3.8696170749604963
49,False,36,1,In which county is Mark Dismore's birthplace located?,"Which county is Greenfield, Indiana located in?",1820,25,2637,546,571,0.3478955430909991,0.1280829906463623,0.34874006221070886,0.26556013990193605,0.33071460109204054,0.027325140312314034,0.10235175723209977,0.10150402970612049,0.13588324235752225,0.48231255900700976,-107.3344310292916,1.3100442830745127,23.66670249855043,1.05450458207514,5.168738287308483
50,False,37,0,Who was the sibling of Nannina de' Medici?,Who were the parents of Nannina de' Medici?,1072,28,1892,321,349,0.24032788630574942,0.08831000328063965,0.2414201619103551,0.23947627050802112,0.2906410610303283,0.020949577912688255,0.10192348482087255,0.10114158922806382,0.11660320777446032,0.3687630640534873,-171.1768334409313,1.0035561594304174,0.3543557973313405,0.8306471255455643,-20.388064828756946
51,False,37,1,Who was the sibling of Nannina de' Medici?,"Based on Nannina de' Medici's parents Piero di Cosimo de' Medici and Lucrezia Tornabuoni, who were her siblings?",1291,50,2133,387,437,0.2757865213789046,0.10833382606506348,0.2768318122252822,0.2538561006076634,0.31093931617215276,0.024162573739886284,0.10437545506283641,0.10358296986669302,0.1253180718049407,0.4267528958561223,-134.32764246247677,1.0863891815825801,7.951955252051956,0.8903081657001304,-12.320659129708078
52,False,38,0,What county is the NRHEG High School located in?,Where is NRHEG High School located?,809,24,1625,242,266,0.21254485519602895,0.07807731628417969,0.21396662527695298,0.2318985154852271,0.27273469092324376,0.01919967494904995,0.101501296274364,0.10080052586272359,0.11119754426181316,0.3366874346772329,-197.0113811816752,0.9165425434108436,-9.1056827846284,0.7845229536171107,-27.465996423611806
53,False,38,1,What county is the NRHEG High School located in?,"Which county is New Richland, Minnesota located in?",992,26,1810,297,323,0.23900753306224942,0.08786535263061523,0.2404074897058308,0.2405691030435264,0.2864458533003926,0.022352500818669796,0.10202132537961006,0.1013046856969595,0.11619527684524655,0.36523955702955613,-173.79290680693643,0.9935088506316023,-0.6533559680189205,0.8392772558439452,-19.150136982377553
54,False,39,0,Who founded the political party of Dimuthu Bandara Abayakoon?,What is the name of the political party of Dimuthu Bandara Abayakoon?,965,34,1791,289,323,0.22926697693765163,0.08173274993896484,0.23007270228117704,0.23952758125960827,0.28362996596843004,0.02055478375405073,0.10291617875918746,0.10215379111468792,0.11605661874637008,0.34122479552941365,-193.06193837657375,0.9571631614697607,-4.4753956540138695,0.8111720547425716,-23.278408588342426
55,False,39,1,Who founded the political party of Dimuthu Bandara Abayakoon?,Who founded the Janatha Vimukthi Peramuna political party?,1355,30,2177,406,436,0.289375688880682,0.11368441581726074,0.2906646388582885,0.254391529597342,0.3087658663280308,0.024705795571208,0.1042655729688704,0.10344965010881424,0.1254201610572636,0.446887583077957,-123.76992287690297,1.1375209282271068,12.089529503553065,0.9413755552548296,-6.227529960590572
56,False,40,0,When did military instruction start at the place where Larry Alcala was educated?,Where did Larry Alcala study?,1089,22,1903,326,348,0.2396726170554757,0.0857856273651123,0.2410445990972221,0.23937900504097342,0.28804298397153616,0.021168404258787632,0.10178041784092784,0.10101275937631726,0.11643018294125795,0.35836738209530433,-179.04325280755035,1.001226557084453,0.1225054485195165,0.8368355159139778,-19.497796279334146
57,False,40,1,When did military instruction start at the place where Larry Alcala was educated?,When did military instruction begin at the University of the Philippines?,1515,27,2334,454,481,0.3179331379942596,0.11660575866699219,0.31878885393962264,0.25447116466239095,0.3112797401845455,0.025574203114956617,0.10258558765053749,0.10174367297440767,0.12631137389689684,0.45822778711173046,-118.23207324530239,1.249387679802795,19.96079230124621,1.0241233616766232,2.355513269136855
58,False,43,0,What county shares a border with Cedar Springs?,Where is Cedar Springs located?,838,21,1651,251,272,0.2131515620276332,0.08612394332885742,0.2221295847557485,0.2319329329766333,0.27725846599787474,0.019870173186063766,0.10076794773340225,0.10005043307319283,0.11129481205716729,0.37133123883503943,-169.30133945564458,0.9190224057103081,-8.811275305862075,0.8011642997312521,-24.81834254664699
59,False,43,1,What county shares a border with Cedar Springs?,"Which counties share a border with Falls County, Texas?",991,26,1809,297,323,0.23918030690401793,0.08770585060119629,0.24018439278006554,0.24278246657922864,0.29032220132648945,0.02426819922402501,0.10236879019066691,0.10161298234015703,0.11614547716453671,0.3612528196000296,-176.81444842622292,0.985163015575364,-1.5060435877173761,0.8273028782595923,-20.874715449281744
60,False,44,0,Bancroft's county borders what county?,Where is Bancroft located?,998,22,1812,299,321,0.2390832733362913,0.08767962455749512,0.23986239358782768,0.23863513814285398,0.28317854600027204,0.020584491081535816,0.10188376996666193,0.10115750879049301,0.11616687709465623,0.36742126595374874,-172.1671532550543,1.0018779095020327,0.18743895680523037,0.8470358965244396,-18.05875100491057
61,False,44,1,Bancroft's county borders what county?,"Which county is Bancroft, Ontario located in?",1107,26,1925,332,358,0.25543438782915473,0.09375810623168945,0.2565061831846833,0.23986717220395803,0.2871209951117635,0.02112246584147215,0.10195713816210628,0.10120665235444903,0.11678756820037961,0.39087510546031423,-155.83619576446281,1.0648993169101104,6.0944087276176395,0.8933731338066616,-11.935311479426458
62,False,44,2,Bancroft's county borders what county?,Which counties border Hastings County in Ontario?,1603,23,2418,480,503,0.31955542182549834,0.1174631118774414,0.3207354159094393,0.2561851777136326,0.3184786941856146,0.025962766725569963,0.10380729613825679,0.10297849820926785,0.12641511484980583,0.4585086183586442,-118.09840861438347,1.247361087309672,19.830752283862285,1.0070859425293595,0.7036085233761424
63,False,45,0,Who is the father of Empress Wang's husband?,Who is Empress Wang's husband?,1538,23,2353,461,484,0.3180241188965738,0.11693096160888672,0.31934658577665687,0.2528995289467275,0.3097088779322803,0.02381983818486333,0.10279876086860895,0.10196286579594016,0.12628092989325523,0.4623613262384441,-116.28106488393679,1.2575117091798322,20.477877645193875,1.0311186037310947,3.0179461042107225
64,False,45,1,Who is the father of Empress Wang's husband?,Who was the father of Yang Pu (Emperor Rui of Wu)?,1820,30,2642,546,576,0.3479647268541157,0.1282515525817871,0.349052167031914,0.26697561517357826,0.33051338186487556,0.028303110972046852,0.10306640714406967,0.10222557932138443,0.13560609705746174,0.4803867667779412,-108.16560096091283,1.3033577116317576,23.275092395929022,1.0560908761467869,5.3111789348505685
65,False,46,0,Who played the king that was king of england in 1951 in the king's speech?,Who was the king of England in 1951?,1520,28,2340,456,484,0.31783808302134275,0.11680340766906738,0.31918684393167496,0.2523114909417927,0.31451067002490163,0.023656873032450676,0.10232818778604269,0.10149196209385991,0.12632643012329936,0.46293336555176345,-116.01380985103864,1.259705143966934,20.616343849251674,1.0148680930488085,1.4650271449703989
66,False,46,1,Who played the king that was king of england in 1951 in the king's speech?,Which actor played King George VI in the film 'The King's Speech'?,1936,30,2758,580,610,0.3610594002529979,0.1330881118774414,0.36215819604694843,0.26960384799167514,0.336405707988888,0.030197247862815857,0.10285619320347905,0.10195918614044785,0.13655040692538023,0.4936432208547369,-102.57545485350997,1.339221984191215,25.329780140674618,1.0765518760428139,7.110839500294497
67,False,50,0,When was John's eldest son crowned?,Who is John's eldest son?,1672,22,2486,501,523,0.32738914992660284,0.12556910514831543,0.33387499302625656,0.26162524335086346,0.31848478410393,0.024519067257642746,0.1019863891415298,0.10115056112408638,0.1351197869516909,0.4799579105595546,-108.35160292163097,1.2513668242920426,20.087381206885734,1.0483232157091196,4.609572218281189
68,False,50,1,When was John's eldest son crowned?,When was John's eldest son crowned?,1921,23,2736,576,599,0.3601448559202254,0.13267302513122559,0.3612672369927168,0.2655131327919662,0.32770412508398294,0.026039946358650923,0.10280888061970472,0.10192296002060175,0.13666430581361055,0.499685359199076,-100.1259355693064,1.356410706066297,26.27601687839206,1.1024189484954832,9.29038353660907
