example_id,sub_q_idx,main_question,online_count,offline_count,intersection,union,jaccard,online_recall_by_offline,offline_precision_vs_online,draft_correct_offline_wrong,offline_correct_draft_wrong,draft_correct_qk_wrong,qk_correct_draft_wrong
17,0,"In the King's Speech, who played the person who was the King of England in 1950?",244,207,97,354,0.2740112994350282,0.3975409836065574,0.46859903381642515,False,False,False,False
17,1,"In the King's Speech, who played the person who was the King of England in 1950?",324,283,143,464,0.3081896551724138,0.44135802469135804,0.5053003533568905,False,False,False,False
18,0,Whose sister played Susie in miracle on 34th street?,185,148,84,249,0.3373493975903614,0.4540540540540541,0.5675675675675675,False,False,False,False
18,1,Whose sister played Susie in miracle on 34th street?,206,173,90,289,0.31141868512110726,0.4368932038834951,0.5202312138728323,False,False,False,False
19,0,What team was Anna Benson's husband on?,181,151,76,256,0.296875,0.4198895027624309,0.5033112582781457,False,False,False,False
19,1,What team was Anna Benson's husband on?,268,231,87,412,0.2111650485436893,0.3246268656716418,0.37662337662337664,False,False,False,False
20,0,What is the record label for the singer who originally sang You Belong To Me.,257,223,142,338,0.42011834319526625,0.5525291828793775,0.6367713004484304,False,False,False,True
20,1,What is the record label for the singer who originally sang You Belong To Me.,384,335,181,538,0.33643122676579923,0.4713541666666667,0.5402985074626866,False,False,False,True
21,0,When did the crowning of the person under whom the Chapter House was built happen?,293,258,152,399,0.38095238095238093,0.5187713310580204,0.5891472868217055,False,False,False,False
21,1,When did the crowning of the person under whom the Chapter House was built happen?,342,311,135,518,0.2606177606177606,0.39473684210526316,0.4340836012861736,False,False,False,False
24,0,What record label does the artist who sang you belong to me belong to?,263,230,140,353,0.39660056657223797,0.532319391634981,0.6086956521739131,False,False,False,False
24,1,What record label does the artist who sang you belong to me belong to?,328,295,173,450,0.3844444444444444,0.5274390243902439,0.5864406779661017,False,False,False,False
25,0,What place does the administrative territorial entity that Juba is located in share a border with?,148,114,66,196,0.336734693877551,0.44594594594594594,0.5789473684210527,False,True,False,False
25,1,What place does the administrative territorial entity that Juba is located in share a border with?,198,162,69,291,0.23711340206185566,0.3484848484848485,0.42592592592592593,False,True,False,False
26,0,Who played the monarch at the end of WW2 in The King's Speech?,260,225,118,367,0.3215258855585831,0.45384615384615384,0.5244444444444445,False,False,False,False
27,0,Who is the spouse of a cast member from King of the Mountain?,230,196,103,323,0.3188854489164087,0.44782608695652176,0.5255102040816326,False,False,False,False
27,1,Who is the spouse of a cast member from King of the Mountain?,243,210,100,353,0.28328611898017,0.411522633744856,0.47619047619047616,False,False,False,False
32,0,Who played king whose regal Name did Albert Adopt in the king's speech?,246,211,109,348,0.3132183908045977,0.44308943089430897,0.5165876777251185,False,False,False,False
32,1,Who played king whose regal Name did Albert Adopt in the king's speech?,291,253,129,415,0.3108433734939759,0.44329896907216493,0.5098814229249012,False,False,False,False
33,0,What administrative territorial entity contains the place where KPRM is licensed to broadcast to?,144,112,60,196,0.30612244897959184,0.4166666666666667,0.5357142857142857,False,False,False,False
35,0,What year did the author of Prince Prigio die?,205,169,95,279,0.34050179211469533,0.4634146341463415,0.5621301775147929,False,False,False,False
35,1,What year did the author of Prince Prigio die?,208,175,69,314,0.2197452229299363,0.3317307692307692,0.3942857142857143,False,False,False,False
36,0,In which county is Mark Dismore's birthplace located?,246,216,138,324,0.42592592592592593,0.5609756097560976,0.6388888888888888,False,True,False,True
36,1,In which county is Mark Dismore's birthplace located?,302,268,138,432,0.3194444444444444,0.45695364238410596,0.5149253731343284,False,True,False,True
37,0,Who was the sibling of Nannina de' Medici?,192,156,60,288,0.20833333333333334,0.3125,0.38461538461538464,False,True,False,False
37,1,Who was the sibling of Nannina de' Medici?,247,189,59,377,0.15649867374005305,0.2388663967611336,0.31216931216931215,False,True,False,False
38,0,What county is the NRHEG High School located in?,149,118,73,194,0.37628865979381443,0.4899328859060403,0.6186440677966102,False,False,False,False
38,1,What county is the NRHEG High School located in?,178,144,57,265,0.21509433962264152,0.3202247191011236,0.3958333333333333,False,False,False,False
39,0,Who founded the political party of Dimuthu Bandara Abayakoon?,182,139,71,250,0.284,0.3901098901098901,0.5107913669064749,False,False,False,False
39,1,Who founded the political party of Dimuthu Bandara Abayakoon?,237,197,60,374,0.16042780748663102,0.25316455696202533,0.30456852791878175,False,False,False,False
40,0,When did military instruction start at the place where Larry Alcala was educated?,189,159,80,268,0.29850746268656714,0.42328042328042326,0.5031446540880503,False,False,False,False
40,1,When did military instruction start at the place where Larry Alcala was educated?,258,223,101,380,0.2657894736842105,0.39147286821705424,0.452914798206278,False,False,False,False
43,0,What county shares a border with Cedar Springs?,150,122,69,203,0.3399014778325123,0.46,0.5655737704918032,False,False,False,False
43,1,What county shares a border with Cedar Springs?,178,143,69,252,0.27380952380952384,0.38764044943820225,0.4825174825174825,False,False,False,False
44,0,Bancroft's county borders what county?,175,145,90,230,0.391304347826087,0.5142857142857142,0.6206896551724138,False,True,False,False
44,1,Bancroft's county borders what county?,196,161,86,271,0.3173431734317343,0.4387755102040816,0.5341614906832298,False,True,False,False
44,2,Bancroft's county borders what county?,267,235,112,390,0.28717948717948716,0.41947565543071164,0.4765957446808511,False,True,False,False
45,0,Who is the father of Empress Wang's husband?,257,225,107,375,0.2853333333333333,0.4163424124513619,0.47555555555555556,False,False,False,False
45,1,Who is the father of Empress Wang's husband?,307,267,108,466,0.2317596566523605,0.3517915309446254,0.4044943820224719,False,False,False,False
46,0,Who played the king that was king of england in 1951 in the king's speech?,260,223,106,377,0.28116710875331563,0.4076923076923077,0.47533632286995514,False,False,False,False
46,1,Who played the king that was king of england in 1951 in the king's speech?,324,283,144,463,0.31101511879049676,0.4444444444444444,0.508833922261484,False,False,False,False
50,0,When was John's eldest son crowned?,276,245,144,377,0.3819628647214854,0.5217391304347826,0.5877551020408164,False,False,True,False
50,1,When was John's eldest son crowned?,315,284,137,462,0.29653679653679654,0.43492063492063493,0.4823943661971831,False,False,True,False
50,2,When was John's eldest son crowned?,315,284,137,462,0.29653679653679654,0.43492063492063493,0.4823943661971831,False,False,True,False
50,3,When was John's eldest son crowned?,451,418,191,678,0.28171091445427726,0.42350332594235035,0.4569377990430622,False,False,True,False
51,0,What character in A League of their Own was played by the actress who played Thelma in the movie Thelma and Louise?,191,156,92,255,0.3607843137254902,0.4816753926701571,0.5897435897435898,False,False,True,False
51,1,What character in A League of their Own was played by the actress who played Thelma in the movie Thelma and Louise?,264,225,136,353,0.38526912181303113,0.5151515151515151,0.6044444444444445,False,False,True,False
52,0,"In A League of Their Own, who played the husband of the actress who played Thelma in Thelma and Louise?",191,156,93,254,0.3661417322834646,0.4869109947643979,0.5961538461538461,True,False,True,False
52,1,"In A League of Their Own, who played the husband of the actress who played Thelma in Thelma and Louise?",235,197,104,328,0.3170731707317073,0.4425531914893617,0.5279187817258884,True,False,True,False
52,2,"In A League of Their Own, who played the husband of the actress who played Thelma in Thelma and Louise?",296,253,121,428,0.2827102803738318,0.40878378378378377,0.4782608695652174,True,False,True,False
53,0,Who is the child of Chiang Hsiao-wen's father?,243,210,96,357,0.2689075630252101,0.3950617283950617,0.45714285714285713,False,False,False,False
54,0,"The actor who played Thelma in ""Thelma and Louise"" also played which character in ""A League of Their Own""?",180,142,76,246,0.3089430894308943,0.4222222222222222,0.5352112676056338,False,False,False,False
54,1,"The actor who played Thelma in ""Thelma and Louise"" also played which character in ""A League of Their Own""?",305,264,136,433,0.3140877598152425,0.4459016393442623,0.5151515151515151,False,False,False,False
55,0,"What is the movie starring Preity Zinta, Madhuri Dixit and the spouse of Kajol?",261,221,110,372,0.2956989247311828,0.421455938697318,0.497737556561086,True,False,False,False
56,0,The territory containing Bansaan Island is located at which island?,219,190,104,305,0.34098360655737703,0.4748858447488584,0.5473684210526316,False,False,False,False
57,0,In which district was Ernie Watts born?,201,169,97,273,0.3553113553113553,0.48258706467661694,0.5739644970414202,False,False,False,False
58,0,In which county was James Finch born?,196,169,93,272,0.34191176470588236,0.4744897959183674,0.5502958579881657,False,True,False,False
58,1,In which county was James Finch born?,206,172,77,301,0.2558139534883721,0.3737864077669903,0.4476744186046512,False,True,False,False
59,0,Who was married to the star of No Escape?,219,190,96,313,0.30670926517571884,0.4383561643835616,0.5052631578947369,True,False,True,False
59,1,Who was married to the star of No Escape?,205,155,61,299,0.2040133779264214,0.2975609756097561,0.3935483870967742,True,False,True,False
60,0,Who is the other child of Chian Hsiao-chang's father?,216,182,104,294,0.35374149659863946,0.48148148148148145,0.5714285714285714,True,False,False,False
60,1,Who is the other child of Chian Hsiao-chang's father?,327,290,123,494,0.24898785425101214,0.3761467889908257,0.4241379310344828,True,False,False,False
63,0,In which county did Snappy Tomato Pizza form?,247,216,119,344,0.34593023255813954,0.4817813765182186,0.5509259259259259,False,False,False,False
63,1,In which county did Snappy Tomato Pizza form?,154,120,44,230,0.19130434782608696,0.2857142857142857,0.36666666666666664,False,False,False,False
64,0,Where are the headquarters for the publisher of In the Shadow of Greatness?,167,131,61,237,0.25738396624472576,0.3652694610778443,0.46564885496183206,False,False,True,False
64,1,Where are the headquarters for the publisher of In the Shadow of Greatness?,195,157,73,279,0.2616487455197133,0.37435897435897436,0.46496815286624205,False,False,True,False
66,0,What political party was the socialist candidate part of who ran for president in 1912?,269,230,122,377,0.32360742705570295,0.45353159851301117,0.5304347826086957,False,False,False,False
68,0,Which county does Lloyd Dane's birthplace belong to?,178,148,87,239,0.36401673640167365,0.4887640449438202,0.5878378378378378,True,False,False,False
68,1,Which county does Lloyd Dane's birthplace belong to?,186,154,75,265,0.2830188679245283,0.4032258064516129,0.487012987012987,True,False,False,False
71,0,Who is the voice of the character in Spongebob Squarepants with the same name as the creature that annelid larvae live like?,272,238,113,397,0.28463476070528965,0.41544117647058826,0.47478991596638653,False,False,False,False
71,1,Who is the voice of the character in Spongebob Squarepants with the same name as the creature that annelid larvae live like?,378,327,193,512,0.376953125,0.5105820105820106,0.5902140672782875,False,False,False,False
72,0,Who is part of the band that performed Full Cooperation?,265,235,136,364,0.37362637362637363,0.5132075471698113,0.5787234042553191,False,False,False,False
72,1,Who is part of the band that performed Full Cooperation?,208,169,76,301,0.25249169435215946,0.36538461538461536,0.44970414201183434,False,False,False,False
74,0,What film features Anil Devgan's sibling?,215,184,86,313,0.2747603833865815,0.4,0.4673913043478261,False,True,False,False
74,1,What film features Anil Devgan's sibling?,260,227,113,374,0.30213903743315507,0.4346153846153846,0.4977973568281938,False,True,False,False
75,0,"What political party was the candidate who garnered a million votes during the 1920 election despite being in prison, a member of?",276,231,98,409,0.2396088019559902,0.35507246376811596,0.42424242424242425,False,False,False,False
77,0,Who was the US physicist who directed the project that developed the first atomic bomb at the same place where Feynman worked on Water Boiler?,311,273,150,434,0.3456221198156682,0.48231511254019294,0.5494505494505495,False,False,True,False
77,1,Who was the US physicist who directed the project that developed the first atomic bomb at the same place where Feynman worked on Water Boiler?,367,324,161,530,0.30377358490566037,0.43869209809264303,0.49691358024691357,False,False,True,False
78,0,What award was received by the person who authored Missing Person?,159,127,77,209,0.3684210526315789,0.48427672955974843,0.6062992125984252,True,False,True,False
78,1,What award was received by the person who authored Missing Person?,295,262,132,425,0.31058823529411766,0.44745762711864406,0.5038167938931297,True,False,True,False
79,0,What preity zinta and madhuri dixit movie had a cast member from U Me Aur Hum ?,221,186,102,305,0.3344262295081967,0.46153846153846156,0.5483870967741935,False,False,False,False
79,1,What preity zinta and madhuri dixit movie had a cast member from U Me Aur Hum ?,273,232,89,416,0.21394230769230768,0.326007326007326,0.38362068965517243,False,False,False,False
79,2,What preity zinta and madhuri dixit movie had a cast member from U Me Aur Hum ?,244,202,111,335,0.33134328358208953,0.45491803278688525,0.5495049504950495,False,False,False,False
80,0,Who married the publisher of abolitionist newspaper The North Star?,226,194,85,335,0.2537313432835821,0.37610619469026546,0.4381443298969072,True,False,True,False
81,0,What political party does the person that Adversary in the House is based on a member of?,233,195,113,315,0.35873015873015873,0.48497854077253216,0.5794871794871795,False,False,False,False
81,1,What political party does the person that Adversary in the House is based on a member of?,275,238,111,402,0.27611940298507465,0.4036363636363636,0.46638655462184875,False,False,False,False
82,0,What event caused the Liberal Party of Australia's longest-serving leader to become Prime Minister?,229,193,105,317,0.3312302839116719,0.4585152838427948,0.5440414507772021,False,False,False,False
82,1,What event caused the Liberal Party of Australia's longest-serving leader to become Prime Minister?,283,240,99,424,0.23349056603773585,0.3498233215547703,0.4125,False,False,False,False
84,0,Who founded the publisher of The Final Testament of the Holy Bible?,223,188,103,308,0.3344155844155844,0.4618834080717489,0.5478723404255319,True,False,True,False
84,1,Who founded the publisher of The Final Testament of the Holy Bible?,215,182,89,308,0.288961038961039,0.413953488372093,0.489010989010989,True,False,True,False
85,0,The Nicole and Natalie album's band is named after who?,343,302,178,467,0.3811563169164882,0.5189504373177842,0.5894039735099338,False,False,False,False
86,0,Of which river is the river Kichi Sipi Bridge crosses a tributary?,157,121,80,198,0.40404040404040403,0.5095541401273885,0.6611570247933884,False,True,False,False
86,1,Of which river is the river Kichi Sipi Bridge crosses a tributary?,242,203,99,346,0.2861271676300578,0.4090909090909091,0.4876847290640394,False,True,False,False
88,0,Who is the child of the actor who is a cast member of Love in Pawn?,238,205,96,347,0.276657060518732,0.40336134453781514,0.4682926829268293,True,False,True,False
88,1,Who is the child of the actor who is a cast member of Love in Pawn?,183,136,79,240,0.32916666666666666,0.43169398907103823,0.5808823529411765,True,False,True,False
88,2,Who is the child of the actor who is a cast member of Love in Pawn?,194,158,59,293,0.20136518771331058,0.30412371134020616,0.37341772151898733,True,False,True,False
89,0,Who is the spouse of the first nominated African American presidential candidate?,224,190,98,316,0.310126582278481,0.4375,0.5157894736842106,False,False,False,False
89,1,Who is the spouse of the first nominated African American presidential candidate?,271,237,106,402,0.263681592039801,0.39114391143911437,0.4472573839662447,False,False,False,False
90,0,What event caused the founder of Australia's liberal party to become Prime Minister?,270,239,141,368,0.38315217391304346,0.5222222222222223,0.5899581589958159,False,False,False,False
90,1,What event caused the founder of Australia's liberal party to become Prime Minister?,210,173,83,300,0.27666666666666667,0.3952380952380952,0.4797687861271676,False,False,False,False
90,2,What event caused the founder of Australia's liberal party to become Prime Minister?,309,258,95,472,0.20127118644067796,0.3074433656957929,0.3682170542635659,False,False,False,False
91,0,What is the river that the Kettle Generating Station is located on a tributary of?,177,142,80,239,0.33472803347280333,0.4519774011299435,0.5633802816901409,True,False,True,False
91,1,What is the river that the Kettle Generating Station is located on a tributary of?,233,180,74,339,0.2182890855457227,0.31759656652360513,0.4111111111111111,True,False,True,False
93,0,Who was the spouse of a leading speaker against slavery and publisher of an antislavery newspaper?,224,184,86,322,0.2670807453416149,0.38392857142857145,0.4673913043478261,False,False,False,False
93,1,Who was the spouse of a leading speaker against slavery and publisher of an antislavery newspaper?,255,223,98,380,0.2578947368421053,0.3843137254901961,0.43946188340807174,False,False,False,False
95,0,Where is Ulrich Walter's employer headquartered?,185,152,80,257,0.311284046692607,0.43243243243243246,0.5263157894736842,True,False,False,False
96,0,Who is the city where Lesnoye Sanatorium is located named after?,190,157,87,260,0.3346153846153846,0.45789473684210524,0.554140127388535,False,False,False,False
96,1,Who is the city where Lesnoye Sanatorium is located named after?,209,174,73,310,0.23548387096774193,0.3492822966507177,0.41954022988505746,False,False,False,False
97,0,Whom is the birth place of Ravil Aryapov named after?,205,170,95,280,0.3392857142857143,0.4634146341463415,0.5588235294117647,False,False,False,False
97,1,Whom is the birth place of Ravil Aryapov named after?,208,172,82,298,0.2751677852348993,0.3942307692307692,0.47674418604651164,False,False,False,False
98,0,Who is the city that AvtoVAZ's headquarters is located in named after?,210,174,85,299,0.2842809364548495,0.40476190476190477,0.4885057471264368,False,False,False,False
98,1,Who is the city that AvtoVAZ's headquarters is located in named after?,217,181,86,312,0.27564102564102566,0.39631336405529954,0.47513812154696133,False,False,False,False
100,0,Where was the founder of the National Women's Party born?,229,195,102,322,0.3167701863354037,0.44541484716157204,0.5230769230769231,False,False,False,False
100,1,Where was the founder of the National Women's Party born?,233,203,95,341,0.2785923753665689,0.40772532188841204,0.46798029556650245,False,False,False,False
101,0,What administrative territorial entity is the owner of Ciudad Deportiva located?,160,128,73,215,0.3395348837209302,0.45625,0.5703125,False,False,False,False
101,1,What administrative territorial entity is the owner of Ciudad Deportiva located?,275,231,143,363,0.3939393939393939,0.52,0.6190476190476191,False,False,False,False
102,0,Who founded the company that distributed the film UHF?,216,183,91,308,0.29545454545454547,0.4212962962962963,0.4972677595628415,False,False,False,False
102,1,Who founded the company that distributed the film UHF?,277,246,109,414,0.2632850241545894,0.3935018050541516,0.44308943089430897,False,False,False,False
103,0,What is the place of birth of the person who submitted the first version of the equal rights amendment to congress in 1923?,243,201,103,341,0.3020527859237537,0.42386831275720166,0.5124378109452736,False,False,False,False
103,1,What is the place of birth of the person who submitted the first version of the equal rights amendment to congress in 1923?,197,164,64,297,0.21548821548821548,0.3248730964467005,0.3902439024390244,False,False,False,False
104,0,"Since 2004, what is the location of the body to which, if a matter is not specifically reserved, it is devolved?",366,319,169,516,0.32751937984496127,0.46174863387978143,0.5297805642633229,False,False,False,False
105,0,When did the person who first brought a postal service into Umayyad lands become caliph?,396,359,193,562,0.34341637010676157,0.48737373737373735,0.5376044568245125,False,False,False,True
105,1,When did the person who first brought a postal service into Umayyad lands become caliph?,500,458,237,721,0.3287101248266297,0.474,0.517467248908297,False,False,False,True
109,0,This is an instance of who was named commander in chief of texas forces by the new national government of texas National Forest?,318,279,118,479,0.24634655532359082,0.3710691823899371,0.4229390681003584,False,False,False,False
112,0,What university did the author of The Secret World of Og go to?,153,119,61,211,0.2890995260663507,0.39869281045751637,0.5126050420168067,False,False,False,False
112,1,What university did the author of The Secret World of Og go to?,201,168,67,302,0.22185430463576158,0.3333333333333333,0.39880952380952384,False,False,False,False
113,0,Who is the child of Caroline LeRoy's spouse?,245,215,119,341,0.3489736070381232,0.4857142857142857,0.5534883720930233,False,False,False,False
113,1,Who is the child of Caroline LeRoy's spouse?,225,195,102,318,0.32075471698113206,0.4533333333333333,0.5230769230769231,False,False,False,False
114,0,Where was the person featured on the Chester Arthur coin born?,286,255,136,405,0.3358024691358025,0.4755244755244755,0.5333333333333333,False,False,False,False
114,1,Where was the person featured on the Chester Arthur coin born?,229,197,91,335,0.2716417910447761,0.39737991266375544,0.4619289340101523,False,False,False,False
117,0,Where did the author of The National Dream go to university?,229,196,120,305,0.39344262295081966,0.5240174672489083,0.6122448979591837,True,False,True,False
117,1,Where did the author of The National Dream go to university?,181,148,65,264,0.24621212121212122,0.35911602209944754,0.4391891891891892,True,False,True,False
118,0,What type of animal is Xiao Liwu's mother?,237,208,104,341,0.30498533724340177,0.4388185654008439,0.5,False,True,False,True
119,0,What university did the author of 1967: The Last Good Year attend?,248,207,110,345,0.3188405797101449,0.4435483870967742,0.5314009661835749,False,False,False,False
119,1,What university did the author of 1967: The Last Good Year attend?,204,172,82,294,0.2789115646258503,0.4019607843137255,0.47674418604651164,False,False,False,False
120,0,Who was honoured with the highest award a citizen without military experience in India before becoming a president?,356,321,167,510,0.32745098039215687,0.4691011235955056,0.5202492211838006,False,False,False,False
121,0,The Directory of Public Worship was approved by a parliament whose modern equivalent has been based where since 2004?,297,265,124,438,0.2831050228310502,0.4175084175084175,0.4679245283018868,False,False,True,False
121,1,The Directory of Public Worship was approved by a parliament whose modern equivalent has been based where since 2004?,315,277,144,448,0.32142857142857145,0.45714285714285713,0.51985559566787,False,False,True,False
123,0,What city is located in the county containing Qiantong?,317,288,136,469,0.2899786780383795,0.42902208201892744,0.4722222222222222,False,True,False,True
123,1,What city is located in the county containing Qiantong?,261,229,123,367,0.335149863760218,0.47126436781609193,0.537117903930131,False,True,False,True
123,2,What city is located in the county containing Qiantong?,253,216,107,362,0.2955801104972376,0.42292490118577075,0.49537037037037035,False,True,False,True
123,3,What city is located in the county containing Qiantong?,285,246,117,414,0.2826086956521739,0.4105263157894737,0.47560975609756095,False,True,False,True
125,0,What pantheon is the God of the underworld in ancient Egypt a part of?,354,317,187,484,0.38636363636363635,0.5282485875706214,0.5899053627760252,True,False,False,False
126,0,"Who is the grandmother of Philippe, Duke of Orléans?",227,193,97,323,0.30030959752321984,0.42731277533039647,0.5025906735751295,False,False,False,False
126,1,"Who is the grandmother of Philippe, Duke of Orléans?",257,221,94,384,0.24479166666666666,0.3657587548638132,0.4253393665158371,False,False,False,False
127,0,In which district was Alhandra born?,179,150,80,249,0.321285140562249,0.44692737430167595,0.5333333333333333,False,False,False,False
128,0,What recognition did the actor of Truman Capote from Capote receive?,280,245,121,404,0.2995049504950495,0.43214285714285716,0.49387755102040815,False,False,False,False
129,0,In which borough was Callum McManaman born?,322,291,149,464,0.32112068965517243,0.46273291925465837,0.5120274914089347,False,False,False,False
130,0,What province shares a border with the province where Lago District is located?,170,138,80,228,0.3508771929824561,0.47058823529411764,0.5797101449275363,False,True,False,False
130,1,What province shares a border with the province where Lago District is located?,250,215,93,372,0.25,0.372,0.4325581395348837,False,True,False,False
131,0,What is the record label of the Metalworks Studio founder?,174,142,71,245,0.2897959183673469,0.40804597701149425,0.5,False,False,False,False
131,1,What is the record label of the Metalworks Studio founder?,212,178,109,281,0.3879003558718861,0.5141509433962265,0.6123595505617978,False,False,False,False
133,0,What is the goal of the group that European Movement Germany is a member of?,209,177,86,300,0.2866666666666667,0.41148325358851673,0.4858757062146893,False,False,False,False
133,1,What is the goal of the group that European Movement Germany is a member of?,227,192,89,330,0.2696969696969697,0.3920704845814978,0.4635416666666667,False,False,False,False
135,0,The city which contains Broadhurst Park shares a border with what town?,210,179,112,277,0.4043321299638989,0.5333333333333333,0.6256983240223464,False,False,True,False
135,1,The city which contains Broadhurst Park shares a border with what town?,218,180,74,324,0.22839506172839505,0.3394495412844037,0.4111111111111111,False,False,True,False
136,0,In which state is Vera Barbosa's place of birth located?,147,112,66,193,0.34196891191709844,0.4489795918367347,0.5892857142857143,False,False,False,False
136,1,In which state is Vera Barbosa's place of birth located?,241,200,99,342,0.2894736842105263,0.4107883817427386,0.495,False,False,False,False
138,0,What company succeeded the owner of Empire Sports Network?,259,231,112,378,0.2962962962962963,0.43243243243243246,0.48484848484848486,False,False,True,False
138,1,What company succeeded the owner of Empire Sports Network?,321,287,127,481,0.26403326403326405,0.3956386292834891,0.4425087108013937,False,False,True,False
141,0,What is the mouth of watercourse for the body of water where Bartram's Covered Bridge is located?,174,137,67,244,0.27459016393442626,0.3850574712643678,0.48905109489051096,True,False,True,False
141,1,What is the mouth of watercourse for the body of water where Bartram's Covered Bridge is located?,247,211,92,366,0.25136612021857924,0.3724696356275304,0.43601895734597157,True,False,True,False
142,0,What is the ruler of the underworld in ancient Egypt a part of?,299,263,164,398,0.4120603015075377,0.5484949832775919,0.623574144486692,False,False,False,False
142,1,What is the ruler of the underworld in ancient Egypt a part of?,392,344,200,536,0.373134328358209,0.5102040816326531,0.5813953488372093,False,False,False,False
143,0,What other county does the county where Imperial is located share a border with?,219,189,104,304,0.34210526315789475,0.4748858447488584,0.5502645502645502,True,False,False,False
143,1,What other county does the county where Imperial is located share a border with?,191,154,73,272,0.26838235294117646,0.38219895287958117,0.474025974025974,True,False,False,False
144,0,In which state is Póvoa de Santa Iria's municipality located?,182,145,73,254,0.2874015748031496,0.4010989010989011,0.503448275862069,False,False,False,False
144,1,In which state is Póvoa de Santa Iria's municipality located?,213,171,91,293,0.310580204778157,0.4272300469483568,0.5321637426900585,False,False,False,False
145,0,What is a notable work written by the author of The Timothy files?,182,148,75,255,0.29411764705882354,0.41208791208791207,0.5067567567567568,False,False,False,False
145,1,What is a notable work written by the author of The Timothy files?,239,204,124,319,0.3887147335423197,0.5188284518828452,0.6078431372549019,False,False,False,False
146,0,In what county is William W. Blair's birthplace located?,179,146,76,249,0.30522088353413657,0.4245810055865922,0.5205479452054794,False,False,False,False
