condition,example_id,query_idx,rate,tokens,selector_mass,stable_frequency_mass,random_mass,oracle_attention_mass
"FusionRAG-QK(preprocess,32q)",0,20,0.05,355,0.36869571603057544,0.3612267254900388,0.05053796187493284,0.36869571603057544
"FusionRAG-QK(preprocess,32q)",0,21,0.05,355,0.3705254802836887,0.35329036136707936,0.04602424699594257,0.3705254802836887
"FusionRAG-QK(preprocess,32q)",0,22,0.05,355,0.39093769514242954,0.38487289092986093,0.05254911094314082,0.39093769514242954
"FusionRAG-QK(preprocess,32q)",0,23,0.05,355,0.3738036907656194,0.3665960499029524,0.05456192193598218,0.3738036907656194
"FusionRAG-QK(preprocess,32q)",0,24,0.05,355,0.38649709799469256,0.3762577582561401,0.0493086052489771,0.38649709799469256
"FusionRAG-QK(preprocess,32q)",0,25,0.05,355,0.3753316728898593,0.3664233620833038,0.05282236701722613,0.3753316728898593
"FusionRAG-QK(preprocess,32q)",0,26,0.05,355,0.3580838069893842,0.3491977002791535,0.053012169520946915,0.3580838069893842
"FusionRAG-QK(preprocess,32q)",0,27,0.05,355,0.39040019374205137,0.3829670862732635,0.05352591726543053,0.39040019374205137
"FusionRAG-QK(preprocess,32q)",0,28,0.05,355,0.3983461301956911,0.38912750820756625,0.053871730974647536,0.3983461301956911
"FusionRAG-QK(preprocess,32q)",0,29,0.05,355,0.3884347525867222,0.3800560629002965,0.05135514793661846,0.3884347525867222
"FusionRAG-QK(preprocess,32q)",0,30,0.05,355,0.40587471889036153,0.398971319913071,0.05169566482364579,0.40587471889036153
"FusionRAG-QK(preprocess,32q)",0,31,0.05,355,0.3983499919875774,0.3890070471699533,0.05253148650022874,0.3983499919875774
"FusionRAG-QK(preprocess,32q)",0,0,0.1,711,0.4713913176932317,0.4618028579970694,0.09647041370839574,0.4713913176932317
"FusionRAG-QK(preprocess,32q)",0,1,0.1,711,0.46955799053884606,0.46268018753367823,0.09873113988703125,0.46955799053884606
"FusionRAG-QK(preprocess,32q)",0,2,0.1,711,0.4655287710402284,0.45782401751855617,0.0979665213451554,0.4655287710402284
"FusionRAG-QK(preprocess,32q)",0,3,0.1,711,0.47368060678930834,0.4661559717534803,0.09930335376124273,0.47368060678930834
"FusionRAG-QK(preprocess,32q)",0,4,0.1,711,0.4690377610656452,0.4627009687854962,0.0977521734738402,0.4690377610656452
"FusionRAG-QK(preprocess,32q)",0,5,0.1,711,0.47806063866705073,0.47221798331978165,0.097657812046863,0.47806063866705073
"FusionRAG-QK(preprocess,32q)",0,6,0.1,711,0.4747586790023651,0.46835070120387634,0.09604653093132379,0.4747586790023651
"FusionRAG-QK(preprocess,32q)",0,7,0.1,711,0.47233169801038144,0.465381716160088,0.10183336816798515,0.47233169801038144
"FusionRAG-QK(preprocess,32q)",0,8,0.1,711,0.4750126916198641,0.4679453513065093,0.1026756082831496,0.4750126916198641
"FusionRAG-QK(preprocess,32q)",0,9,0.1,711,0.47580904822186404,0.47018269622885783,0.09705106548621246,0.47580904822186404
"FusionRAG-QK(preprocess,32q)",0,10,0.1,711,0.4743755762379822,0.4667249568942371,0.10205020249195229,0.4743755762379822
"FusionRAG-QK(preprocess,32q)",0,11,0.1,711,0.44949357945041857,0.4306978773316081,0.10325852218067194,0.44949357945041857
"FusionRAG-QK(preprocess,32q)",0,12,0.1,711,0.48781688666667905,0.4739113683182636,0.09709624800380055,0.48781688666667905
"FusionRAG-QK(preprocess,32q)",0,13,0.1,711,0.4410328893599405,0.42573691897682553,0.10020752572487181,0.4410328893599405
"FusionRAG-QK(preprocess,32q)",0,14,0.1,711,0.4596722538765686,0.45335286181534845,0.09935963806679093,0.4596722538765686
"FusionRAG-QK(preprocess,32q)",0,15,0.1,711,0.46558095848144926,0.44471424723420555,0.10522444657966457,0.46558095848144926
"FusionRAG-QK(preprocess,32q)",0,16,0.1,711,0.46023366346666333,0.453578277402772,0.09673142613840431,0.46023366346666333
"FusionRAG-QK(preprocess,32q)",0,17,0.1,711,0.47024609354169333,0.4592244336118508,0.09782182355441778,0.47024609354169333
"FusionRAG-QK(preprocess,32q)",0,18,0.1,711,0.46193951376270237,0.4413195917389281,0.09849056770445955,0.46193951376270237
"FusionRAG-QK(preprocess,32q)",0,19,0.1,711,0.4720652219546517,0.460338206951088,0.09976725556851337,0.4720652219546517
"FusionRAG-QK(preprocess,32q)",0,20,0.1,711,0.4598659634845161,0.44928725079837106,0.09975995535841625,0.4598659634845161
"FusionRAG-QK(preprocess,32q)",0,21,0.1,711,0.46545334515411463,0.4402957365484241,0.10000533154726797,0.46545334515411463
"FusionRAG-QK(preprocess,32q)",0,22,0.1,711,0.4791052738356798,0.4713987662657168,0.08968413608752757,0.4791052738356798
"FusionRAG-QK(preprocess,32q)",0,23,0.1,711,0.46684430824287476,0.4609153386080496,0.09928496231909745,0.46684430824287476
"FusionRAG-QK(preprocess,32q)",0,24,0.1,711,0.4809960034155399,0.465382262713679,0.10505790029327797,0.4809960034155399
"FusionRAG-QK(preprocess,32q)",0,25,0.1,711,0.4705527425493551,0.4577947822515865,0.10292195385024405,0.4705527425493551
"FusionRAG-QK(preprocess,32q)",0,26,0.1,711,0.4494844849881435,0.43448061316413106,0.09537424318316362,0.4494844849881435
"FusionRAG-QK(preprocess,32q)",0,27,0.1,711,0.48639131350352577,0.4744664004356662,0.09712949628490891,0.48639131350352577
"FusionRAG-QK(preprocess,32q)",0,28,0.1,711,0.4854807882141354,0.4723428250663882,0.09420135405228922,0.4854807882141354
"FusionRAG-QK(preprocess,32q)",0,29,0.1,711,0.48213646374901437,0.4665266916402366,0.10704320380680282,0.48213646374901437
"FusionRAG-QK(preprocess,32q)",0,30,0.1,711,0.4969987033772626,0.48608528839781584,0.10090629842700455,0.4969987033772626
"FusionRAG-QK(preprocess,32q)",0,31,0.1,711,0.49755301662884865,0.48369861676008735,0.10178713734941217,0.49755301662884865
"FusionRAG-QK(preprocess,32q)",0,0,0.15,1066,0.5443280800425431,0.5331292931526475,0.150656205614702,0.5443280800425431
"FusionRAG-QK(preprocess,32q)",0,1,0.15,1066,0.5418713587438496,0.5336430232154249,0.1476626751204129,0.5418713587438496
"FusionRAG-QK(preprocess,32q)",0,2,0.15,1066,0.5388769587943625,0.5303011744360475,0.14993845342550594,0.5388769587943625
"FusionRAG-QK(preprocess,32q)",0,3,0.15,1066,0.5453942466271161,0.5363349331974365,0.15157475465618508,0.5453942466271161
"FusionRAG-QK(preprocess,32q)",0,4,0.15,1066,0.5416837168594483,0.5339539601539802,0.15313021130556995,0.5416837168594483
"FusionRAG-QK(preprocess,32q)",0,5,0.15,1066,0.5482608333602765,0.5418078630539499,0.14782308825535223,0.5482608333602765
"FusionRAG-QK(preprocess,32q)",0,6,0.15,1066,0.5456367068062496,0.5380418578084349,0.14751236488268182,0.5456367068062496
"FusionRAG-QK(preprocess,32q)",0,7,0.15,1066,0.5435608107103658,0.53584087485914,0.15397544928325632,0.5435608107103658
"FusionRAG-QK(preprocess,32q)",0,8,0.15,1066,0.54703071044527,0.5382548240073544,0.14417718789196055,0.54703071044527
"FusionRAG-QK(preprocess,32q)",0,9,0.15,1066,0.5464749011196764,0.5399852930476606,0.14710214855586473,0.5464749011196764
"FusionRAG-QK(preprocess,32q)",0,10,0.15,1066,0.5461029436582895,0.5369771674117738,0.14493157195850515,0.5461029436582895
"FusionRAG-QK(preprocess,32q)",0,11,0.15,1066,0.5200810444363745,0.49820035095722726,0.14738192783529988,0.5200810444363745
"FusionRAG-QK(preprocess,32q)",0,12,0.15,1066,0.5540692906990626,0.5405191737319449,0.15557723098278514,0.5540692906990626
"FusionRAG-QK(preprocess,32q)",0,13,0.15,1066,0.5086697392820355,0.49177388073284845,0.14805629530330858,0.5086697392820355
"FusionRAG-QK(preprocess,32q)",0,14,0.15,1066,0.5284029041929418,0.5208665432308547,0.15307848011197417,0.5284029041929418
"FusionRAG-QK(preprocess,32q)",0,15,0.15,1066,0.5365608703013709,0.5120925623987399,0.14986969960243132,0.5365608703013709
"FusionRAG-QK(preprocess,32q)",0,16,0.15,1066,0.5296871289908625,0.5224410893589628,0.15040706358744454,0.5296871289908625
"FusionRAG-QK(preprocess,32q)",0,17,0.15,1066,0.537011497089621,0.5267654583498151,0.14294499666093785,0.537011497089621
"FusionRAG-QK(preprocess,32q)",0,18,0.15,1066,0.532379554819992,0.5077950940482916,0.15244733270882432,0.532379554819992
"FusionRAG-QK(preprocess,32q)",0,19,0.15,1066,0.5388121033044005,0.5258166031332635,0.1460900368058839,0.5388121033044005
"FusionRAG-QK(preprocess,32q)",0,20,0.15,1066,0.5272584964460528,0.5149125415446633,0.1505035172281785,0.5272584964460528
"FusionRAG-QK(preprocess,32q)",0,21,0.15,1066,0.5345073342922625,0.5080458695839768,0.15654093694790328,0.5345073342922625
"FusionRAG-QK(preprocess,32q)",0,22,0.15,1066,0.5443213378750235,0.5360474741260848,0.1559720821724061,0.5443213378750235
"FusionRAG-QK(preprocess,32q)",0,23,0.15,1066,0.5342680928145677,0.5290375349598339,0.15194605794391475,0.5342680928145677
"FusionRAG-QK(preprocess,32q)",0,24,0.15,1066,0.5470043507829562,0.5315923600723914,0.14927891478770994,0.5470043507829562
"FusionRAG-QK(preprocess,32q)",0,25,0.15,1066,0.5387498315867775,0.5264297814052324,0.15182169665351186,0.5387498315867775
"FusionRAG-QK(preprocess,32q)",0,26,0.15,1066,0.5179341783741697,0.4999971543331943,0.15115231760619285,0.5179341783741697
"FusionRAG-QK(preprocess,32q)",0,27,0.15,1066,0.5550894009754465,0.541360669525571,0.15370123616864917,0.5550894009754465
"FusionRAG-QK(preprocess,32q)",0,28,0.15,1066,0.5493882272162428,0.5363369947771963,0.1513125828820397,0.5493882272162428
"FusionRAG-QK(preprocess,32q)",0,29,0.15,1066,0.5488198727435613,0.5329368452515272,0.1447293912588241,0.5488198727435613
"FusionRAG-QK(preprocess,32q)",0,30,0.15,1066,0.5622480122780275,0.5517822838184019,0.149032836955943,0.5622480122780275
"FusionRAG-QK(preprocess,32q)",0,31,0.15,1066,0.5657770277419814,0.5508980106280774,0.14604268131229836,0.5657770277419814
"FusionRAG-QK(preprocess,32q)",0,0,0.2,1422,0.6023597573310296,0.5914767588423695,0.19470360680065674,0.6023597573310296
"FusionRAG-QK(preprocess,32q)",0,1,0.2,1422,0.5990699706260737,0.5915423036054325,0.20070448996274837,0.5990699706260737
"FusionRAG-QK(preprocess,32q)",0,2,0.2,1422,0.5968273429376094,0.5889645074218206,0.191240047689801,0.5968273429376094
"FusionRAG-QK(preprocess,32q)",0,3,0.2,1422,0.602550607855896,0.5937133302106758,0.1925710608785038,0.602550607855896
"FusionRAG-QK(preprocess,32q)",0,4,0.2,1422,0.5991361516018053,0.5923162086645438,0.20061856284548124,0.5991361516018053
"FusionRAG-QK(preprocess,32q)",0,5,0.2,1422,0.6041195601840762,0.5981461552045654,0.19844540174662773,0.6041195601840762
"FusionRAG-QK(preprocess,32q)",0,6,0.2,1422,0.601929436282275,0.5950219270155963,0.19989666172878218,0.601929436282275
"FusionRAG-QK(preprocess,32q)",0,7,0.2,1422,0.6004166252515603,0.593057990390881,0.19876868080556054,0.6004166252515603
"FusionRAG-QK(preprocess,32q)",0,8,0.2,1422,0.6036301506221992,0.5956707639793477,0.19672365137983863,0.6036301506221992
"FusionRAG-QK(preprocess,32q)",0,9,0.2,1422,0.6027476072473311,0.5970550558721562,0.19989288565432783,0.6027476072473311
"FusionRAG-QK(preprocess,32q)",0,10,0.2,1422,0.6028539667896845,0.594272216041099,0.19978518528488592,0.6028539667896845
"FusionRAG-QK(preprocess,32q)",0,11,0.2,1422,0.5785517321376354,0.5556088726322068,0.19991352829945752,0.5785517321376354
"FusionRAG-QK(preprocess,32q)",0,12,0.2,1422,0.6080733980800856,0.5939872879589025,0.2054051015959769,0.6080733980800856
"FusionRAG-QK(preprocess,32q)",0,13,0.2,1422,0.5655642457894421,0.5478099907744884,0.20741291677405915,0.5655642457894421
"FusionRAG-QK(preprocess,32q)",0,14,0.2,1422,0.5850122012810874,0.5769038554365006,0.19746220341660223,0.5850122012810874
"FusionRAG-QK(preprocess,32q)",0,15,0.2,1422,0.5938808171503932,0.5700357047942614,0.20935947578249178,0.5938808171503932
"FusionRAG-QK(preprocess,32q)",0,16,0.2,1422,0.5867570845182586,0.580048692443073,0.19654417527439672,0.5867570845182586
"FusionRAG-QK(preprocess,32q)",0,17,0.2,1422,0.5920716433495031,0.5822046292809464,0.19674116961711202,0.5920716433495031
"FusionRAG-QK(preprocess,32q)",0,18,0.2,1422,0.5901591123708709,0.5642532388595733,0.19777741769587184,0.5901591123708709
"FusionRAG-QK(preprocess,32q)",0,19,0.2,1422,0.5940840090467162,0.5820503758488244,0.1984527741168159,0.5940840090467162
"FusionRAG-QK(preprocess,32q)",0,20,0.2,1422,0.5832188437645167,0.5700885992878175,0.20688832508376698,0.5832188437645167
"FusionRAG-QK(preprocess,32q)",0,21,0.2,1422,0.5912989091124414,0.5658973793076969,0.20067193726005664,0.5912989091124414
"FusionRAG-QK(preprocess,32q)",0,22,0.2,1422,0.5981530559810778,0.5893336611030491,0.19617338744007723,0.5981530559810778
"FusionRAG-QK(preprocess,32q)",0,23,0.2,1422,0.5902028672923534,0.5843694087763314,0.19527453735972214,0.5902028672923534
"FusionRAG-QK(preprocess,32q)",0,24,0.2,1422,0.6016011404392291,0.5857208170266901,0.20048868487015778,0.6016011404392291
"FusionRAG-QK(preprocess,32q)",0,25,0.2,1422,0.5947231818764738,0.5821362553202725,0.19330397415000924,0.5947231818764738
"FusionRAG-QK(preprocess,32q)",0,26,0.2,1422,0.575150312613168,0.5555802650524564,0.20556889919229002,0.575150312613168
"FusionRAG-QK(preprocess,32q)",0,27,0.2,1422,0.6107189745307897,0.5967719997394626,0.19903545505405593,0.6107189745307897
"FusionRAG-QK(preprocess,32q)",0,28,0.2,1422,0.6022604331589324,0.5888046069578273,0.19689008717420686,0.6022604331589324
"FusionRAG-QK(preprocess,32q)",0,29,0.2,1422,0.602970508303613,0.5881465580962525,0.2066717773215399,0.602970508303613
"FusionRAG-QK(preprocess,32q)",0,30,0.2,1422,0.6150889351689456,0.6044014046968079,0.20370709830871564,0.6150889351689456
"FusionRAG-QK(preprocess,32q)",0,31,0.2,1422,0.6201507511598481,0.605420743969921,0.2049225694906949,0.6201507511598481
"FusionRAG-QK(preprocess,32q)",0,0,0.3,2133,0.6936899504105595,0.6851828918971485,0.3069235418201013,0.6936899504105595
"FusionRAG-QK(preprocess,32q)",0,1,0.3,2133,0.6899800678210752,0.6840028320537068,0.2988542642930086,0.6899800678210752
"FusionRAG-QK(preprocess,32q)",0,2,0.3,2133,0.6890992709914192,0.6823013879048224,0.30151625361451784,0.6890992709914192
"FusionRAG-QK(preprocess,32q)",0,3,0.3,2133,0.6927580919036876,0.6857122165496964,0.29883759401919757,0.6927580919036876
"FusionRAG-QK(preprocess,32q)",0,4,0.3,2133,0.6899861402746582,0.6844755344390357,0.2954045843215469,0.6899861402746582
"FusionRAG-QK(preprocess,32q)",0,5,0.3,2133,0.693072192380112,0.6888447873584922,0.30466800526708604,0.693072192380112
"FusionRAG-QK(preprocess,32q)",0,6,0.3,2133,0.6916910188986757,0.6864502690251316,0.3082640740805735,0.6916910188986757
"FusionRAG-QK(preprocess,32q)",0,7,0.3,2133,0.6908380323137948,0.6847513659357177,0.2889106919791037,0.6908380323137948
"FusionRAG-QK(preprocess,32q)",0,8,0.3,2133,0.6936248863495105,0.687108269595372,0.3020829342645737,0.6936248863495105
"FusionRAG-QK(preprocess,32q)",0,9,0.3,2133,0.6923864572103144,0.6880462402994526,0.30232709913722977,0.6923864572103144
"FusionRAG-QK(preprocess,32q)",0,10,0.3,2133,0.692779367766867,0.686503076677743,0.2983889298708477,0.692779367766867
"FusionRAG-QK(preprocess,32q)",0,11,0.3,2133,0.6734668630003291,0.6507961583535429,0.2979795656927224,0.6734668630003291
"FusionRAG-QK(preprocess,32q)",0,12,0.3,2133,0.6942808408912959,0.6834158388792673,0.2912392625378202,0.6942808408912959
"FusionRAG-QK(preprocess,32q)",0,13,0.3,2133,0.6598878987971745,0.6459946822061184,0.2997669220657181,0.6598878987971745
"FusionRAG-QK(preprocess,32q)",0,14,0.3,2133,0.6772209477993667,0.6706225441749301,0.3075431612139244,0.6772209477993667
"FusionRAG-QK(preprocess,32q)",0,15,0.3,2133,0.6860664141441095,0.6651770526720551,0.30272351224350513,0.6860664141441095
"FusionRAG-QK(preprocess,32q)",0,16,0.3,2133,0.6789376928428297,0.6721032024713559,0.29842733902145124,0.6789376928428297
"FusionRAG-QK(preprocess,32q)",0,17,0.3,2133,0.6821563320812398,0.6726298547032827,0.29373138173071556,0.6821563320812398
"FusionRAG-QK(preprocess,32q)",0,18,0.3,2133,0.6822865295860769,0.6594799543657748,0.2999407004437088,0.6822865295860769
"FusionRAG-QK(preprocess,32q)",0,19,0.3,2133,0.6835749040609388,0.6724223904498096,0.30499620776611386,0.6835749040609388
"FusionRAG-QK(preprocess,32q)",0,20,0.3,2133,0.6751148041091899,0.6634019313350166,0.30596272139831077,0.6751148041091899
"FusionRAG-QK(preprocess,32q)",0,21,0.3,2133,0.6822620042432013,0.6583289120224138,0.2994582267530975,0.6822620042432013
"FusionRAG-QK(preprocess,32q)",0,22,0.3,2133,0.6859715996983358,0.677502279553861,0.30953733822127383,0.6859715996983358
"FusionRAG-QK(preprocess,32q)",0,23,0.3,2133,0.680558545500025,0.6758754884426026,0.30448763262176803,0.680558545500025
"FusionRAG-QK(preprocess,32q)",0,24,0.3,2133,0.6896319467092342,0.6750564705572587,0.29349377895648954,0.6896319467092342
"FusionRAG-QK(preprocess,32q)",0,25,0.3,2133,0.6854028803383325,0.6736894504121351,0.2918738377402854,0.6854028803383325
"FusionRAG-QK(preprocess,32q)",0,26,0.3,2133,0.6686555366837804,0.6486058238447862,0.3036865919726405,0.6686555366837804
"FusionRAG-QK(preprocess,32q)",0,27,0.3,2133,0.6984839290705523,0.6868764369832503,0.29929244235941066,0.6984839290705523
"FusionRAG-QK(preprocess,32q)",0,28,0.3,2133,0.6884806490791052,0.6774436472451435,0.2960778042676311,0.6884806490791052
"FusionRAG-QK(preprocess,32q)",0,29,0.3,2133,0.691098162676833,0.6756573985273289,0.2899008594236051,0.691098162676833
"FusionRAG-QK(preprocess,32q)",0,30,0.3,2133,0.7007346873512433,0.6907979986885074,0.3115415178003864,0.7007346873512433
"FusionRAG-QK(preprocess,32q)",0,31,0.3,2133,0.7058049878228888,0.692369635923452,0.2978535448934192,0.7058049878228888
"FusionRAG-QK(preprocess,32q)",0,0,0.5,3555,0.823962904303686,0.8187617958457958,0.5010409303362054,0.823962904303686
"FusionRAG-QK(preprocess,32q)",0,1,0.5,3555,0.8209468648497209,0.817222797756522,0.499442439952769,0.8209468648497209
"FusionRAG-QK(preprocess,32q)",0,2,0.5,3555,0.8210929361529384,0.8174797670269562,0.5020775422820926,0.8210929361529384
"FusionRAG-QK(preprocess,32q)",0,3,0.5,3555,0.8228138247385204,0.8183187834716583,0.5012652067873535,0.8228138247385204
"FusionRAG-QK(preprocess,32q)",0,4,0.5,3555,0.8210402958127432,0.8176760993315251,0.5099063704356526,0.8210402958127432
"FusionRAG-QK(preprocess,32q)",0,5,0.5,3555,0.8223827564692467,0.8198536919097388,0.5042464662800634,0.8223827564692467
"FusionRAG-QK(preprocess,32q)",0,6,0.5,3555,0.8216261615344697,0.8183183469708251,0.502187999237964,0.8216261615344697
"FusionRAG-QK(preprocess,32q)",0,7,0.5,3555,0.8215723677445537,0.8175882787330592,0.5012537086004057,0.8215723677445537
"FusionRAG-QK(preprocess,32q)",0,8,0.5,3555,0.8230220182432567,0.8192856226542164,0.4984346131993984,0.8230220182432567
"FusionRAG-QK(preprocess,32q)",0,9,0.5,3555,0.8221399340371421,0.8195057645947531,0.504690035556146,0.8221399340371421
"FusionRAG-QK(preprocess,32q)",0,10,0.5,3555,0.8227246711729618,0.8184091576128667,0.5020826962105542,0.8227246711729618
"FusionRAG-QK(preprocess,32q)",0,11,0.5,3555,0.81211140847904,0.7970391818654387,0.5053555981291413,0.81211140847904
"FusionRAG-QK(preprocess,32q)",0,12,0.5,3555,0.8219395874871886,0.8140999979282286,0.5021638212306829,0.8219395874871886
"FusionRAG-QK(preprocess,32q)",0,13,0.5,3555,0.801151772311612,0.7917867568303328,0.49244028726503586,0.801151772311612
"FusionRAG-QK(preprocess,32q)",0,14,0.5,3555,0.8133019121087524,0.8082518212112844,0.4952786838465858,0.8133019121087524
"FusionRAG-QK(preprocess,32q)",0,15,0.5,3555,0.8193823341497789,0.8057409845611917,0.5130137086129383,0.8193823341497789
"FusionRAG-QK(preprocess,32q)",0,16,0.5,3555,0.814309506031974,0.8085726533755738,0.5034850031163026,0.814309506031974
"FusionRAG-QK(preprocess,32q)",0,17,0.5,3555,0.8156785251612042,0.8093317128838186,0.5001190396720665,0.8156785251612042
"FusionRAG-QK(preprocess,32q)",0,18,0.5,3555,0.8165944954505978,0.8013626952266336,0.4998889943395005,0.8165944954505978
"FusionRAG-QK(preprocess,32q)",0,19,0.5,3555,0.8164065305135182,0.8092132809586,0.4955833284278211,0.8164065305135182
"FusionRAG-QK(preprocess,32q)",0,20,0.5,3555,0.8116499751781133,0.8038014395258457,0.4962465751552047,0.8116499751781133
"FusionRAG-QK(preprocess,32q)",0,21,0.5,3555,0.8160914093843551,0.7988755349389914,0.49506988434813415,0.8160914093843551
"FusionRAG-QK(preprocess,32q)",0,22,0.5,3555,0.81657105295044,0.811881549027075,0.5123068732757243,0.81657105295044
"FusionRAG-QK(preprocess,32q)",0,23,0.5,3555,0.8141671300348206,0.810435439589108,0.4913278774308477,0.8141671300348206
"FusionRAG-QK(preprocess,32q)",0,24,0.5,3555,0.8196088014811901,0.8097690675380822,0.49554399940041527,0.8196088014811901
"FusionRAG-QK(preprocess,32q)",0,25,0.5,3555,0.8184390150038632,0.8106056290575833,0.5008449514508494,0.8184390150038632
"FusionRAG-QK(preprocess,32q)",0,26,0.5,3555,0.8078020486728803,0.7929221602363775,0.4941062116980804,0.8078020486728803
"FusionRAG-QK(preprocess,32q)",0,27,0.5,3555,0.826062941713025,0.8188997120788087,0.5099417858657131,0.826062941713025
"FusionRAG-QK(preprocess,32q)",0,28,0.5,3555,0.8181142639969973,0.8111597594331729,0.508447960715259,0.8181142639969973
"FusionRAG-QK(preprocess,32q)",0,29,0.5,3555,0.8207159973192487,0.8086648051895841,0.4967666355258856,0.8207159973192487
"FusionRAG-QK(preprocess,32q)",0,30,0.5,3555,0.8265455778983106,0.820151423393572,0.4964823423157998,0.8265455778983106
"FusionRAG-QK(preprocess,32q)",0,31,0.5,3555,0.8303763380862758,0.8209216316830346,0.4953928418434397,0.8303763380862758
"FusionRAG-QK(preprocess,32q)",1,0,0.05,443,0.43703225972634574,0.43043820550149586,0.0529618502935231,0.43703225972634574
"FusionRAG-QK(preprocess,32q)",1,1,0.05,443,0.4326757489059852,0.4271398069724876,0.04904558472602185,0.4326757489059852
"FusionRAG-QK(preprocess,32q)",1,2,0.05,443,0.4329665584350975,0.42519278548557593,0.04952551965369876,0.4329665584350975
"FusionRAG-QK(preprocess,32q)",1,3,0.05,443,0.44055772616797717,0.4353313687074874,0.049528058512969486,0.44055772616797717
"FusionRAG-QK(preprocess,32q)",1,4,0.05,443,0.43293610024135115,0.4280647587800807,0.04930138970823977,0.43293610024135115
"FusionRAG-QK(preprocess,32q)",1,5,0.05,443,0.44962298374589943,0.44550646294903473,0.049470115674813034,0.44962298374589943
"FusionRAG-QK(preprocess,32q)",1,6,0.05,443,0.441933193644409,0.4363956561071496,0.04759753072529557,0.441933193644409
"FusionRAG-QK(preprocess,32q)",1,7,0.05,443,0.44189219359313503,0.43725911673488926,0.049698753753855955,0.44189219359313503
"FusionRAG-QK(preprocess,32q)",1,8,0.05,443,0.442469647949893,0.43720130703572807,0.04964485967397614,0.442469647949893
"FusionRAG-QK(preprocess,32q)",1,9,0.05,443,0.44261444225526564,0.43905391890846795,0.04636816723319501,0.44261444225526564
"FusionRAG-QK(preprocess,32q)",1,10,0.05,443,0.44263031653400003,0.4381924274565015,0.04938618967205986,0.44263031653400003
"FusionRAG-QK(preprocess,32q)",1,11,0.05,443,0.4908884906173859,0.482534853752107,0.05429428833627145,0.4908884906173859
"FusionRAG-QK(preprocess,32q)",1,12,0.05,443,0.4477317992804695,0.4318873354624296,0.04968139965213704,0.4477317992804695
"FusionRAG-QK(preprocess,32q)",1,13,0.05,443,0.4719009263540668,0.4661445400976549,0.049632216715108826,0.4719009263540668
"FusionRAG-QK(preprocess,32q)",1,14,0.05,443,0.45230905029579077,0.44320216936525286,0.04530390614636079,0.45230905029579077
"FusionRAG-QK(preprocess,32q)",1,15,0.05,443,0.472280755187856,0.4615529207323092,0.05043557092573303,0.472280755187856
"FusionRAG-QK(preprocess,32q)",1,16,0.05,443,0.46481107803197613,0.4576713277879724,0.0436616708198225,0.46481107803197613
