example_id,chunk_id,method,rate,chunk_len,selected_count,max_count
9,15,online_draft_trace_frequency_per_chunk,0.15,151,22,1
10,1,online_draft_trace_frequency_per_chunk,0.15,186,27,3
10,2,online_draft_trace_frequency_per_chunk,0.15,203,30,3
10,3,online_draft_trace_frequency_per_chunk,0.15,90,13,1
10,4,online_draft_trace_frequency_per_chunk,0.15,310,46,1
10,5,online_draft_trace_frequency_per_chunk,0.15,88,13,1
10,6,online_draft_trace_frequency_per_chunk,0.15,123,18,1
10,7,online_draft_trace_frequency_per_chunk,0.15,89,13,1
10,8,online_draft_trace_frequency_per_chunk,0.15,117,17,2
10,9,online_draft_trace_frequency_per_chunk,0.15,68,10,1
10,10,online_draft_trace_frequency_per_chunk,0.15,231,34,1
10,11,online_draft_trace_frequency_per_chunk,0.15,138,20,1
10,12,online_draft_trace_frequency_per_chunk,0.15,99,14,1
10,13,online_draft_trace_frequency_per_chunk,0.15,122,18,1
10,14,online_draft_trace_frequency_per_chunk,0.15,190,28,1
10,15,online_draft_trace_frequency_per_chunk,0.15,124,18,1
10,16,online_draft_trace_frequency_per_chunk,0.15,57,8,1
10,17,online_draft_trace_frequency_per_chunk,0.15,113,16,1
11,1,online_draft_trace_frequency_per_chunk,0.15,34,5,3
11,2,online_draft_trace_frequency_per_chunk,0.15,96,14,1
11,3,online_draft_trace_frequency_per_chunk,0.15,149,22,1
11,4,online_draft_trace_frequency_per_chunk,0.15,295,44,1
11,5,online_draft_trace_frequency_per_chunk,0.15,140,21,1
11,6,online_draft_trace_frequency_per_chunk,0.15,127,19,1
11,7,online_draft_trace_frequency_per_chunk,0.15,153,22,1
11,8,online_draft_trace_frequency_per_chunk,0.15,73,10,1
11,9,online_draft_trace_frequency_per_chunk,0.15,90,13,1
11,10,online_draft_trace_frequency_per_chunk,0.15,73,10,1
11,11,online_draft_trace_frequency_per_chunk,0.15,36,5,2
11,12,online_draft_trace_frequency_per_chunk,0.15,102,15,1
11,13,online_draft_trace_frequency_per_chunk,0.15,101,15,1
11,14,online_draft_trace_frequency_per_chunk,0.15,177,26,1
11,15,online_draft_trace_frequency_per_chunk,0.15,178,26,1
11,16,online_draft_trace_frequency_per_chunk,0.15,87,13,1
11,17,online_draft_trace_frequency_per_chunk,0.15,162,24,1
11,18,online_draft_trace_frequency_per_chunk,0.15,107,16,1
11,19,online_draft_trace_frequency_per_chunk,0.15,151,22,1
12,1,online_draft_trace_frequency_per_chunk,0.15,138,20,3
12,2,online_draft_trace_frequency_per_chunk,0.15,225,33,3
12,3,online_draft_trace_frequency_per_chunk,0.15,198,29,3
12,4,online_draft_trace_frequency_per_chunk,0.15,183,27,2
12,5,online_draft_trace_frequency_per_chunk,0.15,148,22,1
12,6,online_draft_trace_frequency_per_chunk,0.15,75,11,2
12,7,online_draft_trace_frequency_per_chunk,0.15,195,29,1
12,8,online_draft_trace_frequency_per_chunk,0.15,243,36,1
12,9,online_draft_trace_frequency_per_chunk,0.15,336,50,1
12,10,online_draft_trace_frequency_per_chunk,0.15,270,40,2
12,11,online_draft_trace_frequency_per_chunk,0.15,161,24,1
12,12,online_draft_trace_frequency_per_chunk,0.15,50,7,1
12,13,online_draft_trace_frequency_per_chunk,0.15,78,11,1
12,14,online_draft_trace_frequency_per_chunk,0.15,162,24,1
13,1,online_draft_trace_frequency_per_chunk,0.15,86,12,2
13,2,online_draft_trace_frequency_per_chunk,0.15,265,39,2
13,3,online_draft_trace_frequency_per_chunk,0.15,45,6,1
13,4,online_draft_trace_frequency_per_chunk,0.15,79,11,1
13,5,online_draft_trace_frequency_per_chunk,0.15,60,9,1
13,6,online_draft_trace_frequency_per_chunk,0.15,126,18,1
13,7,online_draft_trace_frequency_per_chunk,0.15,96,14,1
13,8,online_draft_trace_frequency_per_chunk,0.15,45,6,1
13,9,online_draft_trace_frequency_per_chunk,0.15,148,22,3
13,10,online_draft_trace_frequency_per_chunk,0.15,192,28,1
13,11,online_draft_trace_frequency_per_chunk,0.15,139,20,2
13,12,online_draft_trace_frequency_per_chunk,0.15,149,22,1
13,13,online_draft_trace_frequency_per_chunk,0.15,228,34,1
13,14,online_draft_trace_frequency_per_chunk,0.15,196,29,1
13,15,online_draft_trace_frequency_per_chunk,0.15,321,48,1
13,16,online_draft_trace_frequency_per_chunk,0.15,72,10,1
13,17,online_draft_trace_frequency_per_chunk,0.15,88,13,1
13,18,online_draft_trace_frequency_per_chunk,0.15,104,15,1
14,1,online_draft_trace_frequency_per_chunk,0.15,144,21,3
14,2,online_draft_trace_frequency_per_chunk,0.15,71,10,1
14,3,online_draft_trace_frequency_per_chunk,0.15,113,16,1
14,4,online_draft_trace_frequency_per_chunk,0.15,84,12,2
14,5,online_draft_trace_frequency_per_chunk,0.15,141,21,1
14,6,online_draft_trace_frequency_per_chunk,0.15,93,13,2
14,7,online_draft_trace_frequency_per_chunk,0.15,101,15,1
14,8,online_draft_trace_frequency_per_chunk,0.15,106,15,2
14,9,online_draft_trace_frequency_per_chunk,0.15,93,13,1
14,10,online_draft_trace_frequency_per_chunk,0.15,111,16,1
14,11,online_draft_trace_frequency_per_chunk,0.15,47,7,2
14,12,online_draft_trace_frequency_per_chunk,0.15,95,14,1
14,13,online_draft_trace_frequency_per_chunk,0.15,210,31,1
14,14,online_draft_trace_frequency_per_chunk,0.15,394,59,1
14,15,online_draft_trace_frequency_per_chunk,0.15,168,25,1
14,16,online_draft_trace_frequency_per_chunk,0.15,51,7,1
14,17,online_draft_trace_frequency_per_chunk,0.15,98,14,1
15,1,online_draft_trace_frequency_per_chunk,0.15,89,13,3
15,2,online_draft_trace_frequency_per_chunk,0.15,104,15,1
15,3,online_draft_trace_frequency_per_chunk,0.15,82,12,1
15,4,online_draft_trace_frequency_per_chunk,0.15,40,6,1
15,5,online_draft_trace_frequency_per_chunk,0.15,110,16,1
15,6,online_draft_trace_frequency_per_chunk,0.15,68,10,1
15,7,online_draft_trace_frequency_per_chunk,0.15,53,7,1
15,8,online_draft_trace_frequency_per_chunk,0.15,50,7,1
15,9,online_draft_trace_frequency_per_chunk,0.15,33,4,1
15,10,online_draft_trace_frequency_per_chunk,0.15,49,7,1
15,11,online_draft_trace_frequency_per_chunk,0.15,70,10,2
15,12,online_draft_trace_frequency_per_chunk,0.15,89,13,1
15,13,online_draft_trace_frequency_per_chunk,0.15,127,19,1
15,14,online_draft_trace_frequency_per_chunk,0.15,47,7,1
15,15,online_draft_trace_frequency_per_chunk,0.15,112,16,1
15,16,online_draft_trace_frequency_per_chunk,0.15,70,10,1
15,17,online_draft_trace_frequency_per_chunk,0.15,153,22,1
15,18,online_draft_trace_frequency_per_chunk,0.15,90,13,1
15,19,online_draft_trace_frequency_per_chunk,0.15,115,17,1
16,1,online_draft_trace_frequency_per_chunk,0.15,225,33,3
16,2,online_draft_trace_frequency_per_chunk,0.15,138,20,3
16,3,online_draft_trace_frequency_per_chunk,0.15,198,29,3
16,4,online_draft_trace_frequency_per_chunk,0.15,183,27,2
16,5,online_draft_trace_frequency_per_chunk,0.15,148,22,1
16,6,online_draft_trace_frequency_per_chunk,0.15,75,11,2
16,7,online_draft_trace_frequency_per_chunk,0.15,195,29,1
16,8,online_draft_trace_frequency_per_chunk,0.15,80,12,1
16,9,online_draft_trace_frequency_per_chunk,0.15,162,24,2
16,10,online_draft_trace_frequency_per_chunk,0.15,111,16,1
16,11,online_draft_trace_frequency_per_chunk,0.15,270,40,1
16,12,online_draft_trace_frequency_per_chunk,0.15,161,24,1
16,13,online_draft_trace_frequency_per_chunk,0.15,50,7,1
16,14,online_draft_trace_frequency_per_chunk,0.15,166,24,1
17,1,online_draft_trace_frequency_per_chunk,0.15,114,17,3
17,2,online_draft_trace_frequency_per_chunk,0.15,285,42,3
17,3,online_draft_trace_frequency_per_chunk,0.15,78,11,3
17,4,online_draft_trace_frequency_per_chunk,0.15,90,13,2
17,5,online_draft_trace_frequency_per_chunk,0.15,72,10,3
17,6,online_draft_trace_frequency_per_chunk,0.15,232,34,1
17,7,online_draft_trace_frequency_per_chunk,0.15,221,33,1
17,8,online_draft_trace_frequency_per_chunk,0.15,65,9,2
17,9,online_draft_trace_frequency_per_chunk,0.15,170,25,1
17,10,online_draft_trace_frequency_per_chunk,0.15,88,13,1
17,11,online_draft_trace_frequency_per_chunk,0.15,116,17,1
17,12,online_draft_trace_frequency_per_chunk,0.15,127,19,1
17,13,online_draft_trace_frequency_per_chunk,0.15,214,32,1
17,14,online_draft_trace_frequency_per_chunk,0.15,226,33,1
18,1,online_draft_trace_frequency_per_chunk,0.15,106,15,2
18,2,online_draft_trace_frequency_per_chunk,0.15,144,21,2
18,3,online_draft_trace_frequency_per_chunk,0.15,84,12,2
18,4,online_draft_trace_frequency_per_chunk,0.15,141,21,1
18,5,online_draft_trace_frequency_per_chunk,0.15,113,16,2
18,6,online_draft_trace_frequency_per_chunk,0.15,93,13,3
18,7,online_draft_trace_frequency_per_chunk,0.15,101,15,1
18,8,online_draft_trace_frequency_per_chunk,0.15,71,10,1
18,9,online_draft_trace_frequency_per_chunk,0.15,120,18,1
18,10,online_draft_trace_frequency_per_chunk,0.15,47,7,1
18,11,online_draft_trace_frequency_per_chunk,0.15,86,12,1
18,12,online_draft_trace_frequency_per_chunk,0.15,95,14,1
18,13,online_draft_trace_frequency_per_chunk,0.15,51,7,1
18,14,online_draft_trace_frequency_per_chunk,0.15,118,17,1
18,15,online_draft_trace_frequency_per_chunk,0.15,47,7,2
18,16,online_draft_trace_frequency_per_chunk,0.15,49,7,1
18,17,online_draft_trace_frequency_per_chunk,0.15,80,12,1
19,1,online_draft_trace_frequency_per_chunk,0.15,67,10,1
19,2,online_draft_trace_frequency_per_chunk,0.15,37,5,3
19,3,online_draft_trace_frequency_per_chunk,0.15,131,19,3
19,4,online_draft_trace_frequency_per_chunk,0.15,46,6,2
19,5,online_draft_trace_frequency_per_chunk,0.15,188,28,1
19,6,online_draft_trace_frequency_per_chunk,0.15,190,28,1
19,7,online_draft_trace_frequency_per_chunk,0.15,82,12,2
19,8,online_draft_trace_frequency_per_chunk,0.15,135,20,1
19,9,online_draft_trace_frequency_per_chunk,0.15,38,5,1
19,10,online_draft_trace_frequency_per_chunk,0.15,120,18,1
19,11,online_draft_trace_frequency_per_chunk,0.15,137,20,1
19,12,online_draft_trace_frequency_per_chunk,0.15,340,51,1
19,13,online_draft_trace_frequency_per_chunk,0.15,49,7,1
19,14,online_draft_trace_frequency_per_chunk,0.15,125,18,1
19,15,online_draft_trace_frequency_per_chunk,0.15,124,18,1
19,16,online_draft_trace_frequency_per_chunk,0.15,341,51,1
20,1,online_draft_trace_frequency_per_chunk,0.15,256,38,3
20,2,online_draft_trace_frequency_per_chunk,0.15,242,36,3
20,3,online_draft_trace_frequency_per_chunk,0.15,123,18,2
20,4,online_draft_trace_frequency_per_chunk,0.15,92,13,1
20,5,online_draft_trace_frequency_per_chunk,0.15,89,13,1
20,6,online_draft_trace_frequency_per_chunk,0.15,180,27,1
20,7,online_draft_trace_frequency_per_chunk,0.15,165,24,1
20,8,online_draft_trace_frequency_per_chunk,0.15,136,20,1
20,9,online_draft_trace_frequency_per_chunk,0.15,138,20,1
20,10,online_draft_trace_frequency_per_chunk,0.15,98,14,1
20,11,online_draft_trace_frequency_per_chunk,0.15,147,22,1
20,12,online_draft_trace_frequency_per_chunk,0.15,209,31,1
20,13,online_draft_trace_frequency_per_chunk,0.15,336,50,1
20,14,online_draft_trace_frequency_per_chunk,0.15,159,23,1
20,15,online_draft_trace_frequency_per_chunk,0.15,43,6,1
20,16,online_draft_trace_frequency_per_chunk,0.15,169,25,1
20,17,online_draft_trace_frequency_per_chunk,0.15,83,12,1
21,1,online_draft_trace_frequency_per_chunk,0.15,75,11,2
21,2,online_draft_trace_frequency_per_chunk,0.15,120,18,1
21,3,online_draft_trace_frequency_per_chunk,0.15,212,31,1
21,4,online_draft_trace_frequency_per_chunk,0.15,139,20,3
21,5,online_draft_trace_frequency_per_chunk,0.15,152,22,1
21,6,online_draft_trace_frequency_per_chunk,0.15,205,30,2
21,7,online_draft_trace_frequency_per_chunk,0.15,148,22,3
21,8,online_draft_trace_frequency_per_chunk,0.15,321,48,2
21,9,online_draft_trace_frequency_per_chunk,0.15,149,22,1
21,10,online_draft_trace_frequency_per_chunk,0.15,228,34,2
21,11,online_draft_trace_frequency_per_chunk,0.15,196,29,1
21,12,online_draft_trace_frequency_per_chunk,0.15,265,39,1
21,13,online_draft_trace_frequency_per_chunk,0.15,72,10,1
21,14,online_draft_trace_frequency_per_chunk,0.15,86,12,1
21,15,online_draft_trace_frequency_per_chunk,0.15,96,14,1
24,1,online_draft_trace_frequency_per_chunk,0.15,256,38,3
24,2,online_draft_trace_frequency_per_chunk,0.15,242,36,3
24,3,online_draft_trace_frequency_per_chunk,0.15,222,33,1
24,4,online_draft_trace_frequency_per_chunk,0.15,47,7,1
24,5,online_draft_trace_frequency_per_chunk,0.15,180,27,1
24,6,online_draft_trace_frequency_per_chunk,0.15,123,18,1
24,7,online_draft_trace_frequency_per_chunk,0.15,95,14,1
24,8,online_draft_trace_frequency_per_chunk,0.15,92,13,1
24,9,online_draft_trace_frequency_per_chunk,0.15,89,13,1
24,10,online_draft_trace_frequency_per_chunk,0.15,210,31,1
24,11,online_draft_trace_frequency_per_chunk,0.15,147,22,1
24,12,online_draft_trace_frequency_per_chunk,0.15,116,17,1
24,13,online_draft_trace_frequency_per_chunk,0.15,122,18,1
24,14,online_draft_trace_frequency_per_chunk,0.15,208,31,1
24,15,online_draft_trace_frequency_per_chunk,0.15,76,11,1
24,16,online_draft_trace_frequency_per_chunk,0.15,112,16,1
24,17,online_draft_trace_frequency_per_chunk,0.15,109,16,1
24,18,online_draft_trace_frequency_per_chunk,0.15,111,16,1
25,1,online_draft_trace_frequency_per_chunk,0.15,48,7,3
25,2,online_draft_trace_frequency_per_chunk,0.15,33,4,3
25,3,online_draft_trace_frequency_per_chunk,0.15,115,17,1
25,4,online_draft_trace_frequency_per_chunk,0.15,102,15,1
25,5,online_draft_trace_frequency_per_chunk,0.15,31,4,1
25,6,online_draft_trace_frequency_per_chunk,0.15,80,12,1
25,7,online_draft_trace_frequency_per_chunk,0.15,113,16,2
25,8,online_draft_trace_frequency_per_chunk,0.15,104,15,1
25,9,online_draft_trace_frequency_per_chunk,0.15,81,12,1
25,10,online_draft_trace_frequency_per_chunk,0.15,82,12,1
25,11,online_draft_trace_frequency_per_chunk,0.15,38,5,1
25,12,online_draft_trace_frequency_per_chunk,0.15,212,31,1
25,13,online_draft_trace_frequency_per_chunk,0.15,143,21,1
25,14,online_draft_trace_frequency_per_chunk,0.15,94,14,1
25,15,online_draft_trace_frequency_per_chunk,0.15,112,16,1
25,16,online_draft_trace_frequency_per_chunk,0.15,135,20,1
25,17,online_draft_trace_frequency_per_chunk,0.15,118,17,1
26,1,online_draft_trace_frequency_per_chunk,0.15,114,17,2
26,2,online_draft_trace_frequency_per_chunk,0.15,116,17,1
26,3,online_draft_trace_frequency_per_chunk,0.15,285,42,1
26,4,online_draft_trace_frequency_per_chunk,0.15,127,19,1
26,5,online_draft_trace_frequency_per_chunk,0.15,65,9,1
26,6,online_draft_trace_frequency_per_chunk,0.15,72,10,1
26,7,online_draft_trace_frequency_per_chunk,0.15,78,11,1
26,8,online_draft_trace_frequency_per_chunk,0.15,123,18,1
26,9,online_draft_trace_frequency_per_chunk,0.15,214,32,1
26,10,online_draft_trace_frequency_per_chunk,0.15,226,33,1
27,1,online_draft_trace_frequency_per_chunk,0.15,41,6,1
27,2,online_draft_trace_frequency_per_chunk,0.15,152,22,1
27,3,online_draft_trace_frequency_per_chunk,0.15,112,16,3
27,4,online_draft_trace_frequency_per_chunk,0.15,102,15,1
27,5,online_draft_trace_frequency_per_chunk,0.15,308,46,1
27,6,online_draft_trace_frequency_per_chunk,0.15,84,12,1
27,7,online_draft_trace_frequency_per_chunk,0.15,190,28,1
27,8,online_draft_trace_frequency_per_chunk,0.15,153,22,1
27,9,online_draft_trace_frequency_per_chunk,0.15,61,9,1
27,10,online_draft_trace_frequency_per_chunk,0.15,134,20,1
27,11,online_draft_trace_frequency_per_chunk,0.15,147,22,1
27,12,online_draft_trace_frequency_per_chunk,0.15,46,6,2
27,13,online_draft_trace_frequency_per_chunk,0.15,149,22,1
27,14,online_draft_trace_frequency_per_chunk,0.15,297,44,1
27,15,online_draft_trace_frequency_per_chunk,0.15,75,11,1
27,16,online_draft_trace_frequency_per_chunk,0.15,122,18,1
27,17,online_draft_trace_frequency_per_chunk,0.15,122,18,1
27,18,online_draft_trace_frequency_per_chunk,0.15,131,19,1
27,19,online_draft_trace_frequency_per_chunk,0.15,85,12,1
32,1,online_draft_trace_frequency_per_chunk,0.15,221,33,2
32,2,online_draft_trace_frequency_per_chunk,0.15,72,10,2
32,3,online_draft_trace_frequency_per_chunk,0.15,114,17,3
32,4,online_draft_trace_frequency_per_chunk,0.15,78,11,2
32,5,online_draft_trace_frequency_per_chunk,0.15,285,42,2
32,6,online_draft_trace_frequency_per_chunk,0.15,232,34,1
32,7,online_draft_trace_frequency_per_chunk,0.15,90,13,2
32,8,online_draft_trace_frequency_per_chunk,0.15,65,9,2
32,9,online_draft_trace_frequency_per_chunk,0.15,182,27,1
32,10,online_draft_trace_frequency_per_chunk,0.15,100,15,1
32,11,online_draft_trace_frequency_per_chunk,0.15,116,17,1
32,12,online_draft_trace_frequency_per_chunk,0.15,127,19,1
32,13,online_draft_trace_frequency_per_chunk,0.15,214,32,1
32,14,online_draft_trace_frequency_per_chunk,0.15,226,33,1
33,1,online_draft_trace_frequency_per_chunk,0.15,63,9,2
33,2,online_draft_trace_frequency_per_chunk,0.15,112,16,1
33,3,online_draft_trace_frequency_per_chunk,0.15,96,14,1
33,4,online_draft_trace_frequency_per_chunk,0.15,62,9,1
33,5,online_draft_trace_frequency_per_chunk,0.15,51,7,1
33,6,online_draft_trace_frequency_per_chunk,0.15,89,13,1
33,7,online_draft_trace_frequency_per_chunk,0.15,42,6,1
33,8,online_draft_trace_frequency_per_chunk,0.15,67,10,1
33,9,online_draft_trace_frequency_per_chunk,0.15,76,11,1
33,10,online_draft_trace_frequency_per_chunk,0.15,54,8,1
35,1,online_draft_trace_frequency_per_chunk,0.15,45,6,3
35,2,online_draft_trace_frequency_per_chunk,0.15,70,10,3
35,3,online_draft_trace_frequency_per_chunk,0.15,113,16,1
35,4,online_draft_trace_frequency_per_chunk,0.15,119,17,1
35,5,online_draft_trace_frequency_per_chunk,0.15,173,25,1
35,6,online_draft_trace_frequency_per_chunk,0.15,117,17,1
35,7,online_draft_trace_frequency_per_chunk,0.15,126,18,1
35,8,online_draft_trace_frequency_per_chunk,0.15,125,18,2
35,9,online_draft_trace_frequency_per_chunk,0.15,136,20,1
35,10,online_draft_trace_frequency_per_chunk,0.15,150,22,1
35,11,online_draft_trace_frequency_per_chunk,0.15,93,13,1
35,12,online_draft_trace_frequency_per_chunk,0.15,142,21,1
35,13,online_draft_trace_frequency_per_chunk,0.15,138,20,1
35,14,online_draft_trace_frequency_per_chunk,0.15,83,12,1
35,15,online_draft_trace_frequency_per_chunk,0.15,119,17,1
35,16,online_draft_trace_frequency_per_chunk,0.15,184,27,1
35,17,online_draft_trace_frequency_per_chunk,0.15,101,15,1
36,1,online_draft_trace_frequency_per_chunk,0.15,382,57,3
36,2,online_draft_trace_frequency_per_chunk,0.15,115,17,1
36,3,online_draft_trace_frequency_per_chunk,0.15,109,16,1
36,4,online_draft_trace_frequency_per_chunk,0.15,94,14,1
36,5,online_draft_trace_frequency_per_chunk,0.15,108,16,1
36,6,online_draft_trace_frequency_per_chunk,0.15,73,10,1
36,7,online_draft_trace_frequency_per_chunk,0.15,196,29,1
36,8,online_draft_trace_frequency_per_chunk,0.15,174,26,1
36,9,online_draft_trace_frequency_per_chunk,0.15,101,15,1
36,10,online_draft_trace_frequency_per_chunk,0.15,111,16,1
36,11,online_draft_trace_frequency_per_chunk,0.15,77,11,2
36,12,online_draft_trace_frequency_per_chunk,0.15,99,14,1
36,13,online_draft_trace_frequency_per_chunk,0.15,297,44,1
36,14,online_draft_trace_frequency_per_chunk,0.15,69,10,1
36,15,online_draft_trace_frequency_per_chunk,0.15,70,10,1
36,16,online_draft_trace_frequency_per_chunk,0.15,65,9,1
36,17,online_draft_trace_frequency_per_chunk,0.15,180,27,1
36,18,online_draft_trace_frequency_per_chunk,0.15,54,8,1
36,19,online_draft_trace_frequency_per_chunk,0.15,68,10,1
37,1,online_draft_trace_frequency_per_chunk,0.15,109,16,3
37,2,online_draft_trace_frequency_per_chunk,0.15,100,15,3
37,3,online_draft_trace_frequency_per_chunk,0.15,54,8,1
37,4,online_draft_trace_frequency_per_chunk,0.15,106,15,1
37,5,online_draft_trace_frequency_per_chunk,0.15,59,8,1
37,6,online_draft_trace_frequency_per_chunk,0.15,90,13,0
37,7,online_draft_trace_frequency_per_chunk,0.15,242,36,2
37,8,online_draft_trace_frequency_per_chunk,0.15,98,14,1
37,9,online_draft_trace_frequency_per_chunk,0.15,169,25,1
37,10,online_draft_trace_frequency_per_chunk,0.15,45,6,1
37,11,online_draft_trace_frequency_per_chunk,0.15,129,19,1
37,12,online_draft_trace_frequency_per_chunk,0.15,95,14,0
38,1,online_draft_trace_frequency_per_chunk,0.15,43,6,3
38,2,online_draft_trace_frequency_per_chunk,0.15,96,14,3
