Main Question,Sub Question,Ground Truth,Predicted,Correct,F1,EM,Reason
What is the capital of the county that Pine Springs is located in?,"What is the county seat of Culberson County, Texas?",Van Horn,1995,False,0,0.0,预测答案“1995”是一个年份，而问题询问的是德克萨斯州卡尔伯森县的县治所在地。标准答案“Van Horn”是一个地名，两者在语义上完全无关，因此预测答案未能正确回答问题。
"In 2002, what company merged with the top PC manufacturer from 1994?",Who was the top PC manufacturer in 1994?,Compaq was the top PC manufacturer in 1994.,"1994 was a significant year in the PC manufacturing industry, where Compaq successfully executed a price war, overtaking IBM and relegating Apple to third place. This strategic move enabled Compaq to ascend to the top spot as the largest PC manufacturer by the year's end. Therefore, the top PC manufacturer in 1994 was Compaq.",True,0.3142857142857143,0.0,预测答案明确指出了1994年最大的PC制造商是康柏，这与标准答案的核心信息完全一致。虽然预测答案提供了更多关于价格战和竞争对手的背景细节，但其最终结论与标准答案在语义上完全等价，准确回答了所提出的问题。
"In 2002, what company merged with the top PC manufacturer from 1994?",What company did Compaq merge with in 2002?,Compaq merged with Hewlett Packard (HP) in 2002.,Hewlett-Packard,True,0.2,0.0,预测答案“Hewlett-Packard”直接给出了问题所询问的与康柏合并的公司名称，包含了标准答案的核心关键信息。虽然它只是一个短语而非完整的句子，但在语义上与标准答案完全等价，准确地回答了问题。
"In the King's Speech, who played the person who was the King of England in 1950?",Who was the King of England in 1950?,George VI was the King of the United Kingdom in 1950.,"1950 was during the reign of King George VI, who was King of the United Kingdom and the Dominions of the British Commonwealth from 11 December 1936 until his death in 1952.",True,0.46428571428571425,0.0,预测答案明确指出了1950年正处于乔治六世国王的统治时期，这与标准答案的核心信息完全一致。虽然预测答案提供了更多关于其统治起止时间和头衔的背景细节，但在回答“1950年谁是英国国王”这一核心问题上，两者的语义完全等价，因此判断为正确。
"In the King's Speech, who played the person who was the King of England in 1950?",Which actor played King George VI in the film 'The King's Speech'?,Colin Firth,Colin Firth,True,1.0,1.0,预测答案“Colin Firth”与标准答案完全一致，准确包含了回答该问题所需的关键信息，正确指出了在电影《国王的演讲》中饰演乔治六世的演员，符合所有判断标准。
Whose sister played Susie in miracle on 34th street?,Who played Susie in Miracle on 34th Street?,Natalie Wood played Susan Walker in Miracle on 34th Street.,Mara Wilson,False,0,0.0,预测答案给出的演员是Mara Wilson，而标准答案指出该角色的扮演者是Natalie Wood。两者在关键人物信息上完全不一致，预测答案未能包含标准答案的核心信息，因此判断为错误。
Whose sister played Susie in miracle on 34th street?,Who is Natalie Wood's brother?,Natalie Wood's sister is Lana Wood. The documents do not mention a brother.,"1. The provided texts mention Lana Wood as the sister of Natalie Wood: ""Five Finger Exercise: The film stars Rosalind Russell, Jack Hawkins, Richard Beymer, Maximilian Schell, and Annette Gorman, with an early screen appearance from Lana Wood, the sister of Natalie Wood.""

2. The texts do not explicitly name any brothers of Natalie Wood.

3. Based on the information provided, it cannot be determined if Natalie Wood had a brother or who he would be.

4. Therefore, the answer to the question ""Who is Natalie Wood's brother?"" cannot be determined from the provided texts.",True,0.1818181818181818,0.0,预测答案准确提取了标准答案的关键信息，明确指出了文本中仅提及娜塔利·伍德的姐妹是拉娜·伍德，并得出结论无法确定其是否有兄弟。两者在语义上完全等价，符合评估标准。
What team was Anna Benson's husband on?,Who is Anna Benson's husband?,"Kris Benson, a former Major League Baseball pitcher.",former Major League Baseball pitcher Kris Benson,True,0.875,0.0,预测答案包含了标准答案中的核心关键信息，即人物姓名“Kris Benson”及其身份“former Major League Baseball pitcher”。两者在语义上完全等价，仅仅是语序和措辞上的细微差异，不影响对问题的正确回答。
What team was Anna Benson's husband on?,What team did Kris Benson play for in Major League Baseball?,"Kris Benson played for the Pittsburgh Pirates, New York Mets, and Baltimore Orioles.","1999–2000 Pittsburgh Pirates, 2004–2005 Pittsburgh Pirates, 2005 New York Mets, 2006 Baltimore Orioles",True,0.40625,0.0,预测答案中明确包含了标准答案中的所有关键信息，即Pittsburgh Pirates、New York Mets和Baltimore Orioles。虽然预测答案额外提供了具体的年份信息，但这不仅没有改变原意，反而更详细地补充了背景。两者在语义上完全等价，正确回答了问题。
What is the record label for the singer who originally sang You Belong To Me.,Who originally sang the song You Belong To Me?,Joni James,Joni James,True,1.0,1.0,预测答案“Joni James”与标准答案完全一致，准确包含了问题所询问的原唱歌手这一关键信息，在语义上完全等价，因此正确回答了问题。
What is the record label for the singer who originally sang You Belong To Me.,What record label was Joni James signed to when she released 'You Belong To Me' in 1952?,MGM Records,"1. Joni James first recorded ""You Belong to Me"" in February 1952 in Chicago.
2. The song was initially released in March 1952 on the local Sharp Records label.
3. After she signed to MGM, the song was reissued as her second single on August 5, 1952, on M-G-M Records for national distribution.

Conclusion: Joni James was signed to M-G-M Records when she re-released ""You Belong To Me"" in 1952 for national distribution.",True,0,0.0,预测答案明确指出了Joni James在1952年重新发行《You Belong To Me》时签约的唱片公司是M-G-M Records，这与标准答案“MGM Records”在语义上完全等价，包含了标准答案的关键信息，符合正确回答的标准。
When did the crowning of the person under whom the Chapter House was built happen?,Who was the person under whom the Chapter House was built?,Henry III,Henry III,True,0.8,0.0,预测答案“Henry III”与标准答案完全一致，包含了标准答案的所有关键信息，且在语义上完全等价，准确无误地回答了关于Chapter House是在谁手下建造的问题。
When did the crowning of the person under whom the Chapter House was built happen?,When was Henry III crowned?,"Henry III was first crowned in 1216 at Gloucester Cathedral, and then again at Westminster Abbey in 1220.",1216 and 1220,True,0.4615384615384615,0.0,预测答案准确地提取了标准答案中的两个关键时间点“1216”和“1220”，完整回答了亨利三世加冕的时间。虽然省略了加冕地点等细节，但核心语义与标准答案完全一致，符合评估标准。
What record label does the artist who sang you belong to me belong to?,Who sang the song 'You Belong to Me'?,Joni James sang the song 'You Belong to Me'.,"1952 version was sung by Joni James, and the more popular version was covered by Patti Page. Another version ""I Belong to Me"" was sung by Jessica Simpson.",True,0.2380952380952381,0.0,预测答案明确指出了歌曲 'You Belong to Me' 的 1952 版本是由 Joni James 演唱的，这包含了标准答案的核心信息。此外，预测答案还补充了其他歌手翻唱的版本，这并不影响对原问题核心事实的回答，语义上与标准答案保持一致。
What record label does the artist who sang you belong to me belong to?,What record label is Joni James signed to?,Joni James was signed to MGM Records.,"1952, Joni James signed to MGM Records.",True,0.7368421052631579,0.0,预测答案包含了标准答案的核心关键信息，即“Joni James signed to MGM Records”。虽然预测答案额外增加了年份“1952”，但这并未改变问题的核心语义，两者在表达“Joni James签约了MGM唱片公司”这一事实上完全等价，符合允许细微差异的判断标准。
What place does the administrative territorial entity that Juba is located in share a border with?,What is the administrative territorial entity that contains Juba?,Central Equatoria,Central Equatoria,True,1.0,1.0,预测答案“Central Equatoria”与标准答案完全一致，准确包含了标准答案的关键信息，且在语义上完全等价，正确回答了关于包含朱巴的行政领土实体的问题。
What place does the administrative territorial entity that Juba is located in share a border with?,What places share a border with Central Equatoria?,Eastern Equatoria shares a border with Central Equatoria.,"1. Badigeru Swamp borders Central Equatoria in South Sudan.
2. The Citizen newspaper is based in Juba, the capital of Central Equatoria.",False,0.28571428571428575,0.0,预测答案并未包含标准答案的关键信息。标准答案指出与Central Equatoria接壤的是Eastern Equatoria，而预测答案提到的是Badigeru Swamp和The Citizen报纸的所在地，并未提及Eastern Equatoria，两者在语义上完全不一致。
Who played the monarch at the end of WW2 in The King's Speech?,Who played King George VI in The King's Speech?,Colin Firth,Colin Firth,True,1.0,1.0,预测答案“Colin Firth”与标准答案完全一致，准确包含了回答该问题所需的关键信息，正确指出了在电影《国王的演讲》中饰演乔治六世的演员，符合所有判断标准。
Who is the spouse of a cast member from King of the Mountain?,Who are the cast members of King of the Mountain?,The cast includes Harry Hamlin as Steve and Deborah Van Valkenburgh as Tina.,"1. Steve (Harry Hamlin)
2. Tina (Deborah Van Valkenburgh)",True,0.4799999999999999,0.0,预测答案列出了Steve和Tina这两个角色及其对应的演员Harry Hamlin和Deborah Van Valkenburgh，这与标准答案的核心信息完全一致。虽然预测答案采用了列表的形式且省略了部分连接词，但在语义上与标准答案完全等价，正确回答了问题。
Who is the spouse of a cast member from King of the Mountain?,Who is Harry Hamlin's spouse?,Lisa Rinna,Lisa Rinna,True,1.0,1.0,预测答案“Lisa Rinna”与标准答案完全一致，准确包含了问题所要求的关键信息，语义上完全等价，因此正确地回答了关于Harry Hamlin配偶的问题。
Who played king whose regal Name did Albert Adopt in the king's speech?,What was the regnal name adopted by King George VI?,Albert assumed the regnal name 'George VI'.,乔治六世,False,0,0.0,预测答案“乔治六世”仅仅是问题中提到的称号本身，而标准答案的关键信息在于指出其本名“Albert”以及他“采用”了“George VI”作为国王名。预测答案遗漏了标准答案的核心语义，未能完整回答出他登基前后的名字变化关系。
Who played king whose regal Name did Albert Adopt in the king's speech?,Who played King George VI in the film 'The King's Speech'?,Colin Firth,Colin Firth,True,1.0,1.0,预测答案“Colin Firth”与标准答案完全一致，准确包含了问题所询问的在电影《国王的演讲》中饰演乔治六世的演员信息，语义上完全等价，因此判断为正确。
What administrative territorial entity contains the place where KPRM is licensed to broadcast to?,Where is KPRM licensed to broadcast?,"Park Rapids, Minnesota","870 AM is licensed to broadcast in Park Rapids, Minnesota.",True,0.47058823529411764,0.0,"预测答案明确指出了广播地点为“Park Rapids, Minnesota”，这与标准答案完全一致。虽然预测答案中增加了“870 AM”等额外信息，但核心关键信息完全匹配，语义上等价，正确地回答了问题。"
What year did the author of Prince Prigio die?,Who is the author of Prince Prigio?,The author of Prince Prigio is Andrew Lang.,Andrew Lang,True,0.3636363636363636,0.0,预测答案“Andrew Lang”直接给出了《Prince Prigio》的作者名字，包含了标准答案的核心信息。虽然省略了“作者是”等修饰性词汇，但在语义上与标准答案完全等价，准确回答了问题。
What year did the author of Prince Prigio die?,What year did Andrew Lang die?,Andrew Lang died in 1912.,1912,True,0.5,0.0,预测答案“1912”直接提供了安德鲁·朗格去世的具体年份，包含了标准答案的核心关键信息。虽然缺少了完整的句子结构，但在语义上与标准答案完全等价，准确回答了问题。
In which county is Mark Dismore's birthplace located?,Where was Mark Dismore born?,"Greenfield, Indiana","1956 in Greenfield, Indiana",True,0.5454545454545454,0.0,"预测答案中明确包含了“Greenfield, Indiana”这一关键信息，准确回答了Mark Dismore的出生地。虽然预测答案多出了“1956”这一年份信息，但并未改变对问题核心的回答，在语义上与标准答案完全一致。"
In which county is Mark Dismore's birthplace located?,"Which county is Greenfield, Indiana located in?","Greenfield, Indiana is located in Hancock County.",Hancock County,True,0.1818181818181818,0.0,预测答案“Hancock County”直接且准确地包含了标准答案中的核心关键信息。虽然它没有完整重复标准答案的句子结构，但在语义上与标准答案完全等价，正确地回答了问题所询问的县名。
Who was the sibling of Nannina de' Medici?,Who were the parents of Nannina de' Medici?,Nannina de' Medici's parents were Piero di Cosimo de' Medici and Lucrezia Tornabuoni.,Piero di Cosimo de' Medici and Lucrezia Tornabuoni,True,0.7368421052631579,0.0,预测答案准确地给出了南尼娜·德·美第奇的父母名字，即Piero di Cosimo de' Medici和Lucrezia Tornabuoni。虽然它省略了标准答案中的主语和谓语，但核心实体信息完全一致，语义上与标准答案等价，正确回答了问题。
Who was the sibling of Nannina de' Medici?,"Based on Nannina de' Medici's parents Piero di Cosimo de' Medici and Lucrezia Tornabuoni, who were her siblings?",Nannina de' Medici's siblings were Lorenzo de' Medici and Giuliano de' Medici.,Lorenzo de' Medici and Giuliano de' Medici,True,0.6874999999999999,0.0,预测答案明确列出了“Lorenzo de' Medici and Giuliano de' Medici”，这与标准答案中指出的南尼娜·德·美第奇的兄弟姐妹完全一致。虽然预测答案省略了主语引导句，但包含了标准答案的所有关键信息，语义上完全等价，正确回答了问题。
What county is the NRHEG High School located in?,Where is NRHEG High School located?,"NRHEG High School is located in New Richland, Minnesota.","NRHEG High School is located in New Richland, Minnesota.",True,1.0,1.0,"预测答案与标准答案完全一致，准确地包含了NRHEG High School位于New Richland, Minnesota的关键信息，在语义上完全等价，正确地回答了问题。"
What county is the NRHEG High School located in?,"Which county is New Richland, Minnesota located in?","New Richland is located in Waseca County, Minnesota.",Waseca County,True,0.42857142857142855,0.0,预测答案“Waseca County”直接且准确地提供了问题所询问的县名，与标准答案的核心信息完全一致，语义上等价，因此判定为正确回答了问题。
Who founded the political party of Dimuthu Bandara Abayakoon?,What is the name of the political party of Dimuthu Bandara Abayakoon?,Janatha Vimukthi Peramuna,Dimuthu Bandara Abayakoon belongs to the Janatha Vimukthi Peramuna political party.,True,0.5517241379310345,0.0,预测答案明确指出了Dimuthu Bandara Abayakoon所属的政党为Janatha Vimukthi Peramuna，包含了标准答案中的所有关键信息。两者在语义上完全等价，只是预测答案使用了完整的句子表述，符合允许措辞细微差异的评判标准。
Who founded the political party of Dimuthu Bandara Abayakoon?,Who founded the Janatha Vimukthi Peramuna political party?,The Janatha Vimukthi Peramuna was founded by Rohana Wijeweera.,Rohana Wijeweera,True,0.4,0.0,预测答案“Rohana Wijeweera”直接给出了问题所询问的政党创始人，包含了标准答案中的核心关键信息。虽然预测答案省略了标准答案中的部分背景描述语句，但在语义上与标准答案完全等价，准确无误地回答了问题。
When did military instruction start at the place where Larry Alcala was educated?,Where did Larry Alcala study?,"Larry Alcala estudió en la Universidad de Filipinas, donde obtuvo un título de Licenciado en Bellas Artes en Pintura.","1950, obtained a degree of Bachelor of Fine Arts in Painting at the University of the Philippines (UP)",True,0,0.0,预测答案包含了标准答案中的关键信息，即Larry Alcala在菲律宾大学（University of the Philippines）学习并获得了绘画专业的艺术学士学位。尽管预测答案中多出了“1950”这一时间信息，且语言与标准答案不同，但针对“他在哪里学习”这一核心问题的回答与标准答案在语义上完全等价，因此判定为正确。
When did military instruction start at the place where Larry Alcala was educated?,When did military instruction begin at the University of the Philippines?,Military instruction began at the University of the Philippines in 1912.,1912,True,0.375,0.0,预测答案“1912”直接提供了问题所询问的时间，包含了标准答案中最核心的关键信息。虽然缺少了完整的句子结构，但在语义上与标准答案完全等价，准确回答了问题。
What county shares a border with Cedar Springs?,Where is Cedar Springs located?,"Cedar Springs is an unincorporated community in west Falls County, Texas, United States, located on Farm-to-market road #2027.","Cedar Springs is located in west Falls County, Texas, United States.",True,0.5945945945945945,0.0,"预测答案准确地包含了标准答案中的核心地理位置信息，即“west Falls County, Texas, United States”。虽然它省略了关于该地是“unincorporated community”以及具体位于“Farm-to-market road #2027”的补充细节，但它已经正确且完整地回答了“Cedar Springs位于哪里”这一核心问题，语义上与标准答案保持一致。"
What county shares a border with Cedar Springs?,"Which counties share a border with Falls County, Texas?",Bell County shares a border with Falls County.,"1. Troy Independent School District document mentions Falls County.
2. Cedar Springs, Texas document mentions Falls County.
3. The document states that Troy Independent School District extends into a small portion of Falls County and serves communities in Bell County and Falls County.
4. Cedar Springs, Texas is located in west Falls County.

From the given documents, we can determine that Falls County shares a border with Bell County, as the Troy Independent School District extends into a small portion of Falls County from Bell County. However, no other counties bordering Falls County are explicitly mentioned in the provided documents.",True,0.26666666666666666,0.0,预测答案通过分析给定的文档信息，成功推导并明确指出了Falls County与Bell County接壤，这与标准答案的核心信息完全一致。尽管预测答案包含了额外的推理过程，但最终结论包含了标准答案的关键信息，语义上等价。
Bancroft's county borders what county?,Where is Bancroft located?,"Bancroft is located in Ontario, Canada.","Ontario, Canada",True,0.3636363636363636,0.0,"预测答案“Ontario, Canada”包含了标准答案中的核心地理位置信息，且与标准答案在语义上完全等价。虽然它省略了主语和谓语，但准确且直接地回答了Bancroft所在的位置，符合允许措辞细微差异的评判标准。"
Bancroft's county borders what county?,"Which county is Bancroft, Ontario located in?","Bancroft, Ontario is located in Hastings County.",Hastings County,True,0.28571428571428575,0.0,"预测答案直接给出了“Hastings County”，这与标准答案中的核心关键信息完全一致。虽然预测答案省略了主语和完整的句子结构，但语义上完全等价，准确地回答了Bancroft, Ontario所在的县，符合评估标准。"
Bancroft's county borders what county?,Which counties border Hastings County in Ontario?,Renfrew County and Haliburton County border Hastings County in Ontario.,"1. Renfrew County
2. Haliburton County
3. Prince Edward County

Step-by-step Explanation:
1. From the document ""York River (Ontario)"", it is stated that the York River flows through Renfrew County, Hastings County, and Haliburton County in Ontario. This indicates that Renfrew County and Haliburton County border Hastings County.
2. From the document ""North Hastings High School"", it is mentioned that the school serves students in the northern portion of Hastings County and is part of the Hastings and Prince Edward District School Board. This implies that Prince Edward County is also adjacent to Hastings County.

Hence, the counties that border Hastings County in Ontario are Renfrew County, Haliburton County, and Prince Edward County.",False,0.31578947368421056,0.0,预测答案包含了标准答案中的Renfrew County和Haliburton County，但额外添加了Prince Edward County。根据标准答案，只有Renfrew County和Haliburton County与Hastings County接壤。预测答案包含了多余的错误信息，导致与标准答案在语义上不等价，因此判断为错误。
Who is the father of Empress Wang's husband?,Who is Empress Wang's husband?,"Empress Wang's husband was Yang Pu (Emperor Rui), the final ruler of the Chinese state Wu during the Five Dynasties and Ten Kingdoms period.",Yang Pu,True,0.07407407407407407,0.0,预测答案“Yang Pu”准确提取了标准答案中的核心人物信息，即吴国睿帝杨溥。虽然预测答案省略了关于其皇帝身份及历史背景的详细描述，但就“Empress Wang的丈夫是谁”这一具体问题而言，其语义与标准答案完全一致，正确回答了问题。
Who is the father of Empress Wang's husband?,Who was the father of Yang Pu (Emperor Rui of Wu)?,"Yang Pu's father was Yang Xingmi, a late-Tang Dynasty warlord and military governor of Huainan Circuit.",Yang Xingmi,True,0.25,0.0,预测答案“Yang Xingmi”准确包含了标准答案中的核心关键信息，即杨溥的父亲是杨行密。虽然预测答案没有提供关于杨行密身份的额外背景描述，但在回答“谁是杨溥的父亲”这一核心问题上语义完全等价，因此判断为正确。
Who played the king that was king of england in 1951 in the king's speech?,Who was the king of England in 1951?,George VI was the King of the United Kingdom in 1951.,"1951 was during the reign of King George VI, who was king of the United Kingdom, which included England, from 11 December 1936 until his death in 1952.",True,0.4905660377358491,0.0,预测答案明确指出了1951年处于乔治六世的统治时期，这与标准答案的核心信息完全一致。虽然预测答案提供了更多关于其统治起止时间和范围的背景细节，但语义上与标准答案完全等价，准确回答了问题。
Who played the king that was king of england in 1951 in the king's speech?,Which actor played King George VI in the film 'The King's Speech'?,Colin Firth,Colin Firth,True,1.0,1.0,预测答案“Colin Firth”与标准答案完全一致，准确包含了回答该问题所需的关键信息，正确指出了在电影《国王的演讲》中饰演乔治六世的演员，符合所有判断标准。
