Question,Real Answer,Pred Answer
Where is Sean Hampton's birth place in the state of Florida?,in Northern Florida,"Ocala, Florida"
Who is the president of the group Kim Un-yong is a member of?,Thomas Bach,Thomas Bach
"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964
Who is the president of the new country who has jointly established a Commission on Truth and Friendship with the birth country of Satyo Husodo?,Francisco Guterres,Xanana Gusmão
Who is the spouse of the current queen of England?,Philip Mountbatten,King Charles III
In which year did Taifa of Francisco Giner de los Rios' birthplace cease to exist?,1065,1915
What did M. King Hubbert's employer announce it was in the process of doing in April 2010?,trying to find a potential buyer for all of its operations in Finland,selling all of its operations in Finland and conducting market research for its operations in Sweden
Who did the person considered the founder of three major monotheistic religions marry after the death of Sarah?,Keturah,Keturah
In what region of the country of S-Fone is The place of birth of John Phan located?,South Central Coast,South Central Coast
"Along with the Closer performer, what notable pop artist started out his career on adult contemporary radio?",Michael Bublé,Josh Groban
The Live Life Loud album's band signed to which label?,Fair Trade Services,BEC Recordings
Who is the child of Sigrid Eskilsdotter's child?,Svante Stensson Sture,Christina Gyllenstierna
What is the record label of the Metalworks Studio founder?,TML Entertainment,Metalworks Institute
Who is the president of the new country that jointly established a Commission of Truth and Friendship with the country that broadcasts Dahsyat?,Francisco Guterres,Susilo Bambang Yudhoyono
How many times did the plague occur in the city where Flora's painter died?,22,3
What is the seat of the county sharing a border with the county in which Valley New School is located?,Green Bay,Appleton
What is the highest city in the state where Dell ranks sixth by revenue?,Fort Davis,Fort Davis
Who played the girlfriend of who plays marty mcfly's daughter in back to the future 2?,Claudia Wells,"Leslie ""Spike"" O'Malley, portrayed by Darlene Vogel, played the girlfriend of Marty McFly's daughter in Back to the Future 2."
"What specific part of the book where the quote ""by the skin of your teeth"" comes from document reference for Mary?",Genesis 3:15,Job 19:20
What is the seat of the county sharing a border with the county in which J. P. Hayes was born?,Green Bay,Appleton
How many times did plague occur in the place where Venus with a Mirror's creator died?,22,3
What is the source of the river Orlam clans crossed to migrate to Namibia?,Thaba Putsoa,the Orange River
"Why was Common Sense, by the same author as Rights of Man, an important work?",crystallized the rebellious demand for independence from Great Britain,"Common Sense was an important work because it crystallized sentiment for independence in 1776, was the most widely read pamphlet of the American Revolution, and demonstrated to many the inevitability of separation from Britain."
In which county was Larkin I. Smith born?,Pearl River County,Pearl River County
What movie did the person who acted in the comedy film Crime School win his only Oscar for?,The African Queen,The African Queen
with what movie did Mary Philips' husband win his only oscar?,The African Queen,The African Queen
The all time top goal scorer in premier league in one season is a member of what team?,Egypt national football team,Manchester City
Where is the province of Gonbad-e Qabus County located?,in the north-east of the country south of the Caspian Sea,"Gonbad-e Kavus County is located in Golestan province, Iran."
Who wrote the song turn me on that is performed by performer of Feelin' the Same Way?,John D. Loudermilk,John D. Loudermilk
What institute did the actor playing the voice of John Smith in Pocahontas attend?,National Institute of Dramatic Art,National Institute of Dramatic Art (NIDA)
Who led the muslim forces to retake the proposed embassy destination?,Abu Ubaidah,Abu Ubaidah
Which is the body of water near George Mills' place of birth?,River Thames,Deptford Creek
When did the party who gained control of congress in the midterm elections in 1946 take control of the determiner of rules of the US House and US Senate?,January 2015,1946
Who does the Nothing Suits Me Like a Suit artist play in Batman Under the Red Hood?,Nightwing / Dick Grayson,Jason Todd
When was the death penalty abolished in the country near the country where the writer of The Book Thief is a citizen of?,1989,1989
What is the seat of the county sharing a border with the county in which Miller Electric is headquartered?,Green Bay,Pécs
Who is the brother of the Nothin' My Love Can't Fix performer?,Matthew Lawrence,Joey Lawrence
Who is the brother of the Melissa and Joey Theme Song singer?,Matthew Lawrence,Michael Lawrence
When was the last time the team that Arthur James was a member of beat the 1894-95 FA cup winner?,1 December 2010,1911
Who started the foundation that developed the Free Software Directory?,Richard Stallman,Free Software Foundation (FSF)
What pantheon is the God of the underworld in ancient Egypt a part of?,ancient Egyptian religion,Egyptian
Where was the president born on the fourth of July born?,Plymouth Notch,"Answer: La Rioja, Argentina"
Who play's Marty's girlfriend in back to the future?,Claudia Wells,Claudia Wells
What is the record label for the band which performed Pythons?,Kanine Records,Sire Records
Who is the employer of the person Mach's principle was named after?,Charles University,"The employer of the person Mach's principle was named after is the Royal Aircraft Establishment, Farnborough."
What is the life expectancy of the type of retriever named after the body of water the Patuxent River turns into?,average lifespan at 9.4 years,12 to 13 years
Who is the president of the newly declared independent country that is part of the Commission of Truth and Friendship with the country where Sambas is located?,Francisco Guterres,Answer: José Ramos-Horta
What is the capital of the country it is about?,Aden,Answer: Georgetown
The league playing in the Thursday night football game is a type of what?,sports league,professional sports league
A participant of the Battle of Brechin is an instance of?,Scottish clan,Clan Gordon
What is the symbol of the Saints from the city that is the location of Blanton's manufacturer's headquarters called?,fleur - de-lis,fleur-de-lis
What mythology is the city where Eutychides was born in a part of?,Greek mythology,Greek mythology
What is the oldest college in the state that contains Borough House Plantation?,College of Charles Towne,College of Charleston
"What county shares a border with the other county, that contains the city, that is the birthplace of the performer of Never Gonna Fall in Love Again?",Cabarrus County,Lempira
What city was the author of What We Talk About When We Talk About love born in?,Clatskanie,"Clatskanie, Oregon"
What undertaking included the person who discovered that the number of protons in each element's atoms is unique?,Manhattan Project,Manhattan Project
What was the story of the character from The Bourne Deception based on?,the novel of the same name by Robert Ludlum,the legendary Bavarian prophet Mühlhiasl
Which two features were played up the person who had the biggest net worth in 2017?,ease of use and enhanced support for Plug and Play,"1. The person with the biggest net worth in 2017 was Bill Gates, who was named the richest man in the world by Forbes' annual list of the world's billionaires for the fourth year in a row"
"Who is one of the members of the music group that performed ""Good Little Girls""?",Aaron Benward,Aaron Benward
How many times did plague occur in the place where Bajazet's composer was born?,22,3
What year did the company that published Starship Command end?,1986,1999
Who is the spouse of the child of Peter Andreas Heiberg?,Johanne Luise Heiberg,Johanne Luise Pätges
What character in A League of their Own was played by the actress who played Thelma in the movie Thelma and Louise?,Dottie Hinson,Meg Griffin
What is the abbreviated name of the exclusive platform of the video game named for the league with a halftime event just before the publishers clearing house sweepstakes drawing.,NES,PCH
When was the last time the sports team Alan O'Neil was a member of beat the winner of the 1894-95 FA cup?,1 December 2010,1993–94 season
Who is the spouse of the person who plays Batman in the Lego Batman Movie?,Amy Poehler,"<think>
Okay, let's see. The question is asking about the spouse of the person who plays Batman in The Lego Batman Movie. 

First, I need to figure out who voices Batman in that movie. From the passages provided, specifically in"
By how much of the population of the region where Baton a feu originated reduced by the black death?,30% to 65%,"The Bâton à feu originated in Western Europe. The Black Death reduced the population of Western Europe by an estimated one-third to one-half during the 14th century, with some areas losing up to 80"
When did the explorer reach the headquarters location of the group Con-Test's record label is part of?,"August 3, 1769",1769
What is the name of the castle in the city where the performers of Spirit If.. became a band?,Casa Loma,Casa Loma
Who wrote a book about growing up in the same nationality as the man who produced The Wild Women of Chastity Gulch?,Min Zhou,Min Zhou
Who is the spouse of the actor of Ethan in A Dog's Purpose?,Meg Ryan,Peggy Lipton
Who is the federal leader of the party that Pierre-Hugues Boisvenu is a member of?,Andrew Scheer,Andrew Scheer
At what local time does the country where Fuser and Alberto meet the indigenous couple traveling to look for work change their clocks for DST?,24:00,12:00 midnight
When did the place of birth of the performer of Mother-in-Law elect its first black Mayor?,1970s,2008
When was the last time Ken Faulkner's team beat the 1894-95 FA Cup winner?,1 December 2010,1944–45 season
In what year was Twilight Princess from the game series on which The Legend of Neil was based originally planned for release?,2005,2005
What is the mascot of the school that owns Goss Stadium at Coleman Field?,Benny Beaver,The mascot of the school that owns Goss Stadium at Coleman Field is the Ramblin' Wreck.
Who is the spouse of the actor that plays vision in avengers age of ultron?,Jennifer Connelly,Jennifer Connelly
Who was the spouse of the leading lady in Gone With the wind?,Laurence Olivier,Clark Gable
Who was the mother of the person who found the sacred writings that became the Book of Mormon?,Lucy Mack Smith,Lucy Mack Smith
Who is the mayor presiding now where Merrill Elam was born?,Lance Bottoms,Jacek Majchrowski
What county shares a border with the county where She Did It's performer was born?,Cabarrus County,Rowan County
What is the experimental satellite which was the forerunner to the communication satellite of the operator of GSAT-7 called?,ATS - 6 (Applications Technology Satellite - 6),ATS-6
What watercourse is the river on which the Lostock Dam is located the mouth of?,Hunter River,Paterson River
There is a state A where Storm of the Century was filmed based on the book by the author who wrote a short story featuring the author of This Is My God. What is the population of state A?,"1,335,907","1,362,359"
What is the capital of the county that shares a border with the county where KRSU is licensed to broadcast?,Green Bay,Toledo
Kiwil's birth country participated in a Commission of Truth and Friendship. Who is the president of the other country that participated?,Francisco Guterres,Xanana Gusmão
Who is the child of the male star of the 1921 film Money?,Anthony Ainley,Aiden Lucas
What is the symbol of the Saints from the headquarters location of Ten High's manufacturer called?,fleur - de-lis,fleur-de-lis
Which country has a body of water that was inspiration for the name of the Mara Region?,Tanzania,Tanzania
"Along with the subject of The One That Got Away, what notable pop artist started out his career on adult contemporary radio?",Michael Bublé,Josh Groban
Who is the federal leader of the political party Ken Epp belongs to?,Andrew Scheer,Andrew Scheer
Where is the country with ISO code ISO 3166-2:CV located?,central Atlantic Ocean,"Cape Verde is located in the central Atlantic Ocean, approximately 570 kilometres (350 mi) off the western coast of the African continent, near Senegal, The Gambia, and Mauritania."
Who did the person portraying Batman in the Justice League movie play in Dazed and Confused?,Fred O'Bannion,"Ben Affleck portrayed Batman in the Justice League movie. In Dazed and Confused, he played the role of Randall ""Pink"" Floyd."
"In Batman Under the Red Hood, who does the actor of Barney Stinson from How I Met Your Mother play?",Nightwing / Dick Grayson,Jason Todd / Red Hood
"What did the singer of ""Moon River"" in the movie Breakfast at Tiffany win a Tony for?",for Best Performance by a Leading Actress in a Play in Ondine,Best Actor
Where is the headquarter of the Radio Television of the country whose co-official language is the same as the one Politika is written in?,Pristina,Belgrade
What is the source of the river of which Kraai River is a tributary?,Thaba Putsoa,Orange River
Who played the girlfriend of Chance's voice actor in Homeward Bound in Back to the Future?,Claudia Wells,Lea Thompson
Who is the voice of the character in Spongebob Squarepants with the same name as the creature that annelid larvae live like?,Mr. Lawrence,Mary Jo Catlett
Between which years did war with the person for whom Pyrrhic victory is named occur?,323–272 BC,280 BC to 272 BC
MV Miralda's owner announced it was in the process of doing what in April 2010?,trying to find a potential buyer for all of its operations in Finland,selling its interests in four Nigerian oil fields
When did the Battle at Choo Hoey's birthplace end?,15 February 1942,1942
Who is the president of the newly declared independent country that is part of the Commission of Truth and Friendship with the country where Sumardi was born?,Francisco Guterres,Susilo Bambang Yudhoyono
Who wrote the song The Story sung by the performer of Give Up the Ghost?,Phil Hanseroth,Brandi Carlile
Where did they film The Beach in the country where Siddhi Savetsila was born?,Ko Phi Phi Leh,"The Beach was filmed in Thailand, where Siddhi Savetsila was born."
Who is the author of Growing Up this nationality of the creator MacGruder and Loud?,Min Zhou,Ilyasah Shabazz
In which county did Snappy Tomato Pizza form?,Kenton County,Kentucky
What other recognition did the Oscar winner for Best Actor in 2006 receive?,nominated for an Academy Award for Best Supporting Actor,Best Actor in a Leading Role at the 2006 Olivier Awards
What is the Smile performer's birthday?,1 January 1986,1 January 1986
What record label does the performer of Emotional Rain belong to?,Attic Records,A&M Records (Canada) and Koch Entertainment (Europe)
