example_id,chunk_id,method,rate,boundary_rate,chunk_len,selected_count
0,4,draft32b_smart_freq_boundary0p03_global,0.15,0.03,52,11
0,5,draft32b_smart_freq_boundary0p03_global,0.15,0.03,214,21
0,6,draft32b_smart_freq_boundary0p03_global,0.15,0.03,121,11
0,7,draft32b_smart_freq_boundary0p03_global,0.15,0.03,301,14
0,8,draft32b_smart_freq_boundary0p03_global,0.15,0.03,84,19
0,9,draft32b_smart_freq_boundary0p03_global,0.15,0.03,83,21
0,0,draft32b_smart_mean_boundary0p03_global,0.15,0.03,50,28
0,1,draft32b_smart_mean_boundary0p03_global,0.15,0.03,92,20
0,2,draft32b_smart_mean_boundary0p03_global,0.15,0.03,76,11
0,3,draft32b_smart_mean_boundary0p03_global,0.15,0.03,98,10
0,4,draft32b_smart_mean_boundary0p03_global,0.15,0.03,52,15
0,5,draft32b_smart_mean_boundary0p03_global,0.15,0.03,214,22
0,6,draft32b_smart_mean_boundary0p03_global,0.15,0.03,121,13
0,7,draft32b_smart_mean_boundary0p03_global,0.15,0.03,301,22
0,8,draft32b_smart_mean_boundary0p03_global,0.15,0.03,84,13
0,9,draft32b_smart_mean_boundary0p03_global,0.15,0.03,83,21
0,0,draft32b_smart_top2_boundary0p03_global,0.15,0.03,50,30
0,1,draft32b_smart_top2_boundary0p03_global,0.15,0.03,92,19
0,2,draft32b_smart_top2_boundary0p03_global,0.15,0.03,76,11
0,3,draft32b_smart_top2_boundary0p03_global,0.15,0.03,98,10
0,4,draft32b_smart_top2_boundary0p03_global,0.15,0.03,52,13
0,5,draft32b_smart_top2_boundary0p03_global,0.15,0.03,214,24
0,6,draft32b_smart_top2_boundary0p03_global,0.15,0.03,121,13
0,7,draft32b_smart_top2_boundary0p03_global,0.15,0.03,301,21
0,8,draft32b_smart_top2_boundary0p03_global,0.15,0.03,84,13
0,9,draft32b_smart_top2_boundary0p03_global,0.15,0.03,83,21
0,0,draft32b_smart_freq_boundary0p05_global,0.15,0.05,50,30
0,1,draft32b_smart_freq_boundary0p05_global,0.15,0.05,92,24
0,2,draft32b_smart_freq_boundary0p05_global,0.15,0.05,76,12
0,3,draft32b_smart_freq_boundary0p05_global,0.15,0.05,98,12
0,4,draft32b_smart_freq_boundary0p05_global,0.15,0.05,52,13
0,5,draft32b_smart_freq_boundary0p05_global,0.15,0.05,214,21
0,6,draft32b_smart_freq_boundary0p05_global,0.15,0.05,121,12
0,7,draft32b_smart_freq_boundary0p05_global,0.15,0.05,301,15
0,8,draft32b_smart_freq_boundary0p05_global,0.15,0.05,84,15
0,9,draft32b_smart_freq_boundary0p05_global,0.15,0.05,83,21
0,0,draft32b_smart_mean_boundary0p05_global,0.15,0.05,50,26
0,1,draft32b_smart_mean_boundary0p05_global,0.15,0.05,92,20
0,2,draft32b_smart_mean_boundary0p05_global,0.15,0.05,76,14
0,3,draft32b_smart_mean_boundary0p05_global,0.15,0.05,98,13
0,4,draft32b_smart_mean_boundary0p05_global,0.15,0.05,52,13
0,5,draft32b_smart_mean_boundary0p05_global,0.15,0.05,214,22
0,6,draft32b_smart_mean_boundary0p05_global,0.15,0.05,121,13
0,7,draft32b_smart_mean_boundary0p05_global,0.15,0.05,301,20
0,8,draft32b_smart_mean_boundary0p05_global,0.15,0.05,84,14
0,9,draft32b_smart_mean_boundary0p05_global,0.15,0.05,83,20
0,0,draft32b_smart_top2_boundary0p05_global,0.15,0.05,50,26
0,1,draft32b_smart_top2_boundary0p05_global,0.15,0.05,92,20
0,2,draft32b_smart_top2_boundary0p05_global,0.15,0.05,76,14
0,3,draft32b_smart_top2_boundary0p05_global,0.15,0.05,98,13
0,4,draft32b_smart_top2_boundary0p05_global,0.15,0.05,52,15
0,5,draft32b_smart_top2_boundary0p05_global,0.15,0.05,214,19
0,6,draft32b_smart_top2_boundary0p05_global,0.15,0.05,121,12
0,7,draft32b_smart_top2_boundary0p05_global,0.15,0.05,301,21
0,8,draft32b_smart_top2_boundary0p05_global,0.15,0.05,84,14
0,9,draft32b_smart_top2_boundary0p05_global,0.15,0.05,83,21
1,0,draft32b_smart_freq_boundary0p02_global,0.15,0.02,90,21
1,1,draft32b_smart_freq_boundary0p02_global,0.15,0.02,85,13
1,2,draft32b_smart_freq_boundary0p02_global,0.15,0.02,130,18
1,3,draft32b_smart_freq_boundary0p02_global,0.15,0.02,86,15
1,4,draft32b_smart_freq_boundary0p02_global,0.15,0.02,135,15
1,5,draft32b_smart_freq_boundary0p02_global,0.15,0.02,217,31
1,6,draft32b_smart_freq_boundary0p02_global,0.15,0.02,56,14
1,7,draft32b_smart_freq_boundary0p02_global,0.15,0.02,216,16
1,8,draft32b_smart_freq_boundary0p02_global,0.15,0.02,113,10
1,9,draft32b_smart_freq_boundary0p02_global,0.15,0.02,77,27
1,0,draft32b_smart_mean_boundary0p02_global,0.15,0.02,90,24
1,1,draft32b_smart_mean_boundary0p02_global,0.15,0.02,85,11
1,2,draft32b_smart_mean_boundary0p02_global,0.15,0.02,130,19
1,3,draft32b_smart_mean_boundary0p02_global,0.15,0.02,86,14
1,4,draft32b_smart_mean_boundary0p02_global,0.15,0.02,135,13
1,5,draft32b_smart_mean_boundary0p02_global,0.15,0.02,217,31
1,6,draft32b_smart_mean_boundary0p02_global,0.15,0.02,56,13
1,7,draft32b_smart_mean_boundary0p02_global,0.15,0.02,216,17
1,8,draft32b_smart_mean_boundary0p02_global,0.15,0.02,113,13
1,9,draft32b_smart_mean_boundary0p02_global,0.15,0.02,77,25
1,0,draft32b_smart_top2_boundary0p02_global,0.15,0.02,90,26
1,1,draft32b_smart_top2_boundary0p02_global,0.15,0.02,85,10
1,2,draft32b_smart_top2_boundary0p02_global,0.15,0.02,130,21
1,3,draft32b_smart_top2_boundary0p02_global,0.15,0.02,86,15
1,4,draft32b_smart_top2_boundary0p02_global,0.15,0.02,135,12
1,5,draft32b_smart_top2_boundary0p02_global,0.15,0.02,217,31
1,6,draft32b_smart_top2_boundary0p02_global,0.15,0.02,56,13
1,7,draft32b_smart_top2_boundary0p02_global,0.15,0.02,216,16
1,8,draft32b_smart_top2_boundary0p02_global,0.15,0.02,113,12
1,9,draft32b_smart_top2_boundary0p02_global,0.15,0.02,77,24
1,0,draft32b_smart_freq_boundary0p03_global,0.15,0.03,90,19
1,1,draft32b_smart_freq_boundary0p03_global,0.15,0.03,85,14
1,2,draft32b_smart_freq_boundary0p03_global,0.15,0.03,130,18
1,3,draft32b_smart_freq_boundary0p03_global,0.15,0.03,86,16
1,4,draft32b_smart_freq_boundary0p03_global,0.15,0.03,135,16
1,5,draft32b_smart_freq_boundary0p03_global,0.15,0.03,217,27
1,6,draft32b_smart_freq_boundary0p03_global,0.15,0.03,56,14
1,7,draft32b_smart_freq_boundary0p03_global,0.15,0.03,216,17
1,8,draft32b_smart_freq_boundary0p03_global,0.15,0.03,113,11
1,9,draft32b_smart_freq_boundary0p03_global,0.15,0.03,77,28
1,0,draft32b_smart_mean_boundary0p03_global,0.15,0.03,90,22
1,1,draft32b_smart_mean_boundary0p03_global,0.15,0.03,85,12
1,2,draft32b_smart_mean_boundary0p03_global,0.15,0.03,130,19
1,3,draft32b_smart_mean_boundary0p03_global,0.15,0.03,86,16
1,4,draft32b_smart_mean_boundary0p03_global,0.15,0.03,135,14
1,5,draft32b_smart_mean_boundary0p03_global,0.15,0.03,217,30
1,6,draft32b_smart_mean_boundary0p03_global,0.15,0.03,56,14
1,7,draft32b_smart_mean_boundary0p03_global,0.15,0.03,216,17
1,8,draft32b_smart_mean_boundary0p03_global,0.15,0.03,113,13
1,9,draft32b_smart_mean_boundary0p03_global,0.15,0.03,77,23
1,0,draft32b_smart_top2_boundary0p03_global,0.15,0.03,90,26
1,1,draft32b_smart_top2_boundary0p03_global,0.15,0.03,85,10
1,2,draft32b_smart_top2_boundary0p03_global,0.15,0.03,130,20
1,3,draft32b_smart_top2_boundary0p03_global,0.15,0.03,86,16
1,4,draft32b_smart_top2_boundary0p03_global,0.15,0.03,135,13
1,5,draft32b_smart_top2_boundary0p03_global,0.15,0.03,217,32
1,6,draft32b_smart_top2_boundary0p03_global,0.15,0.03,56,14
1,7,draft32b_smart_top2_boundary0p03_global,0.15,0.03,216,16
1,8,draft32b_smart_top2_boundary0p03_global,0.15,0.03,113,13
1,9,draft32b_smart_top2_boundary0p03_global,0.15,0.03,77,20
1,0,draft32b_smart_freq_boundary0p05_global,0.15,0.05,90,18
1,1,draft32b_smart_freq_boundary0p05_global,0.15,0.05,85,16
1,2,draft32b_smart_freq_boundary0p05_global,0.15,0.05,130,16
1,3,draft32b_smart_freq_boundary0p05_global,0.15,0.05,86,17
1,4,draft32b_smart_freq_boundary0p05_global,0.15,0.05,135,18
1,5,draft32b_smart_freq_boundary0p05_global,0.15,0.05,217,27
1,6,draft32b_smart_freq_boundary0p05_global,0.15,0.05,56,16
1,7,draft32b_smart_freq_boundary0p05_global,0.15,0.05,216,18
1,8,draft32b_smart_freq_boundary0p05_global,0.15,0.05,113,14
1,9,draft32b_smart_freq_boundary0p05_global,0.15,0.05,77,20
1,0,draft32b_smart_mean_boundary0p05_global,0.15,0.05,90,21
1,1,draft32b_smart_mean_boundary0p05_global,0.15,0.05,85,12
1,2,draft32b_smart_mean_boundary0p05_global,0.15,0.05,130,19
1,3,draft32b_smart_mean_boundary0p05_global,0.15,0.05,86,18
1,4,draft32b_smart_mean_boundary0p05_global,0.15,0.05,135,14
1,5,draft32b_smart_mean_boundary0p05_global,0.15,0.05,217,30
1,6,draft32b_smart_mean_boundary0p05_global,0.15,0.05,56,15
1,7,draft32b_smart_mean_boundary0p05_global,0.15,0.05,216,17
1,8,draft32b_smart_mean_boundary0p05_global,0.15,0.05,113,15
1,9,draft32b_smart_mean_boundary0p05_global,0.15,0.05,77,19
1,0,draft32b_smart_top2_boundary0p05_global,0.15,0.05,90,22
1,1,draft32b_smart_top2_boundary0p05_global,0.15,0.05,85,12
1,2,draft32b_smart_top2_boundary0p05_global,0.15,0.05,130,20
1,3,draft32b_smart_top2_boundary0p05_global,0.15,0.05,86,18
1,4,draft32b_smart_top2_boundary0p05_global,0.15,0.05,135,14
1,5,draft32b_smart_top2_boundary0p05_global,0.15,0.05,217,33
1,6,draft32b_smart_top2_boundary0p05_global,0.15,0.05,56,14
1,7,draft32b_smart_top2_boundary0p05_global,0.15,0.05,216,17
1,8,draft32b_smart_top2_boundary0p05_global,0.15,0.05,113,14
1,9,draft32b_smart_top2_boundary0p05_global,0.15,0.05,77,16
2,0,draft32b_smart_freq_boundary0p02_global,0.15,0.02,64,34
2,1,draft32b_smart_freq_boundary0p02_global,0.15,0.02,122,14
2,2,draft32b_smart_freq_boundary0p02_global,0.15,0.02,88,16
2,3,draft32b_smart_freq_boundary0p02_global,0.15,0.02,48,12
2,4,draft32b_smart_freq_boundary0p02_global,0.15,0.02,185,13
2,5,draft32b_smart_freq_boundary0p02_global,0.15,0.02,63,14
2,6,draft32b_smart_freq_boundary0p02_global,0.15,0.02,99,17
2,7,draft32b_smart_freq_boundary0p02_global,0.15,0.02,106,14
2,8,draft32b_smart_freq_boundary0p02_global,0.15,0.02,234,40
2,9,draft32b_smart_freq_boundary0p02_global,0.15,0.02,368,32
2,0,draft32b_smart_mean_boundary0p02_global,0.15,0.02,64,30
2,1,draft32b_smart_mean_boundary0p02_global,0.15,0.02,122,15
2,2,draft32b_smart_mean_boundary0p02_global,0.15,0.02,88,14
2,3,draft32b_smart_mean_boundary0p02_global,0.15,0.02,48,11
2,4,draft32b_smart_mean_boundary0p02_global,0.15,0.02,185,14
2,5,draft32b_smart_mean_boundary0p02_global,0.15,0.02,63,16
2,6,draft32b_smart_mean_boundary0p02_global,0.15,0.02,99,13
2,7,draft32b_smart_mean_boundary0p02_global,0.15,0.02,106,16
2,8,draft32b_smart_mean_boundary0p02_global,0.15,0.02,234,44
2,9,draft32b_smart_mean_boundary0p02_global,0.15,0.02,368,33
2,0,draft32b_smart_top2_boundary0p02_global,0.15,0.02,64,31
2,1,draft32b_smart_top2_boundary0p02_global,0.15,0.02,122,14
2,2,draft32b_smart_top2_boundary0p02_global,0.15,0.02,88,15
2,3,draft32b_smart_top2_boundary0p02_global,0.15,0.02,48,11
2,4,draft32b_smart_top2_boundary0p02_global,0.15,0.02,185,14
2,5,draft32b_smart_top2_boundary0p02_global,0.15,0.02,63,17
2,6,draft32b_smart_top2_boundary0p02_global,0.15,0.02,99,12
2,7,draft32b_smart_top2_boundary0p02_global,0.15,0.02,106,14
2,8,draft32b_smart_top2_boundary0p02_global,0.15,0.02,234,45
2,9,draft32b_smart_top2_boundary0p02_global,0.15,0.02,368,33
2,0,draft32b_smart_freq_boundary0p03_global,0.15,0.03,64,35
2,1,draft32b_smart_freq_boundary0p03_global,0.15,0.03,122,15
2,2,draft32b_smart_freq_boundary0p03_global,0.15,0.03,88,17
2,3,draft32b_smart_freq_boundary0p03_global,0.15,0.03,48,14
2,4,draft32b_smart_freq_boundary0p03_global,0.15,0.03,185,14
2,5,draft32b_smart_freq_boundary0p03_global,0.15,0.03,63,15
2,6,draft32b_smart_freq_boundary0p03_global,0.15,0.03,99,14
2,7,draft32b_smart_freq_boundary0p03_global,0.15,0.03,106,15
2,8,draft32b_smart_freq_boundary0p03_global,0.15,0.03,234,35
2,9,draft32b_smart_freq_boundary0p03_global,0.15,0.03,368,32
2,0,draft32b_smart_mean_boundary0p03_global,0.15,0.03,64,27
2,1,draft32b_smart_mean_boundary0p03_global,0.15,0.03,122,15
2,2,draft32b_smart_mean_boundary0p03_global,0.15,0.03,88,16
2,3,draft32b_smart_mean_boundary0p03_global,0.15,0.03,48,13
2,4,draft32b_smart_mean_boundary0p03_global,0.15,0.03,185,16
2,5,draft32b_smart_mean_boundary0p03_global,0.15,0.03,63,16
2,6,draft32b_smart_mean_boundary0p03_global,0.15,0.03,99,14
2,7,draft32b_smart_mean_boundary0p03_global,0.15,0.03,106,14
2,8,draft32b_smart_mean_boundary0p03_global,0.15,0.03,234,43
2,9,draft32b_smart_mean_boundary0p03_global,0.15,0.03,368,32
2,0,draft32b_smart_top2_boundary0p03_global,0.15,0.03,64,29
2,1,draft32b_smart_top2_boundary0p03_global,0.15,0.03,122,14
2,2,draft32b_smart_top2_boundary0p03_global,0.15,0.03,88,17
2,3,draft32b_smart_top2_boundary0p03_global,0.15,0.03,48,11
2,4,draft32b_smart_top2_boundary0p03_global,0.15,0.03,185,15
2,5,draft32b_smart_top2_boundary0p03_global,0.15,0.03,63,17
2,6,draft32b_smart_top2_boundary0p03_global,0.15,0.03,99,14
2,7,draft32b_smart_top2_boundary0p03_global,0.15,0.03,106,14
2,8,draft32b_smart_top2_boundary0p03_global,0.15,0.03,234,44
2,9,draft32b_smart_top2_boundary0p03_global,0.15,0.03,368,31
2,0,draft32b_smart_freq_boundary0p05_global,0.15,0.05,64,33
2,1,draft32b_smart_freq_boundary0p05_global,0.15,0.05,122,15
2,2,draft32b_smart_freq_boundary0p05_global,0.15,0.05,88,18
2,3,draft32b_smart_freq_boundary0p05_global,0.15,0.05,48,14
2,4,draft32b_smart_freq_boundary0p05_global,0.15,0.05,185,16
2,5,draft32b_smart_freq_boundary0p05_global,0.15,0.05,63,16
2,6,draft32b_smart_freq_boundary0p05_global,0.15,0.05,99,16
2,7,draft32b_smart_freq_boundary0p05_global,0.15,0.05,106,16
2,8,draft32b_smart_freq_boundary0p05_global,0.15,0.05,234,33
2,9,draft32b_smart_freq_boundary0p05_global,0.15,0.05,368,29
2,0,draft32b_smart_mean_boundary0p05_global,0.15,0.05,64,27
2,1,draft32b_smart_mean_boundary0p05_global,0.15,0.05,122,16
2,2,draft32b_smart_mean_boundary0p05_global,0.15,0.05,88,16
2,3,draft32b_smart_mean_boundary0p05_global,0.15,0.05,48,13
2,4,draft32b_smart_mean_boundary0p05_global,0.15,0.05,185,18
2,5,draft32b_smart_mean_boundary0p05_global,0.15,0.05,63,15
2,6,draft32b_smart_mean_boundary0p05_global,0.15,0.05,99,16
2,7,draft32b_smart_mean_boundary0p05_global,0.15,0.05,106,16
2,8,draft32b_smart_mean_boundary0p05_global,0.15,0.05,234,39
2,9,draft32b_smart_mean_boundary0p05_global,0.15,0.05,368,30
2,0,draft32b_smart_top2_boundary0p05_global,0.15,0.05,64,29
2,1,draft32b_smart_top2_boundary0p05_global,0.15,0.05,122,16
2,2,draft32b_smart_top2_boundary0p05_global,0.15,0.05,88,16
2,3,draft32b_smart_top2_boundary0p05_global,0.15,0.05,48,13
2,4,draft32b_smart_top2_boundary0p05_global,0.15,0.05,185,18
2,5,draft32b_smart_top2_boundary0p05_global,0.15,0.05,63,14
2,6,draft32b_smart_top2_boundary0p05_global,0.15,0.05,99,16
2,7,draft32b_smart_top2_boundary0p05_global,0.15,0.05,106,16
2,8,draft32b_smart_top2_boundary0p05_global,0.15,0.05,234,39
2,9,draft32b_smart_top2_boundary0p05_global,0.15,0.05,368,29
3,0,draft32b_smart_freq_boundary0p02_global,0.15,0.02,108,27
3,1,draft32b_smart_freq_boundary0p02_global,0.15,0.02,92,31
3,2,draft32b_smart_freq_boundary0p02_global,0.15,0.02,90,19
3,3,draft32b_smart_freq_boundary0p02_global,0.15,0.02,170,8
3,4,draft32b_smart_freq_boundary0p02_global,0.15,0.02,141,27
3,5,draft32b_smart_freq_boundary0p02_global,0.15,0.02,200,17
3,6,draft32b_smart_freq_boundary0p02_global,0.15,0.02,52,9
3,7,draft32b_smart_freq_boundary0p02_global,0.15,0.02,143,11
3,8,draft32b_smart_freq_boundary0p02_global,0.15,0.02,68,9
3,9,draft32b_smart_freq_boundary0p02_global,0.15,0.02,90,12
3,10,draft32b_smart_freq_boundary0p02_global,0.15,0.02,89,16
3,0,draft32b_smart_mean_boundary0p02_global,0.15,0.02,108,24
3,1,draft32b_smart_mean_boundary0p02_global,0.15,0.02,92,25
3,2,draft32b_smart_mean_boundary0p02_global,0.15,0.02,90,20
3,3,draft32b_smart_mean_boundary0p02_global,0.15,0.02,170,10
3,4,draft32b_smart_mean_boundary0p02_global,0.15,0.02,141,22
3,5,draft32b_smart_mean_boundary0p02_global,0.15,0.02,200,19
3,6,draft32b_smart_mean_boundary0p02_global,0.15,0.02,52,14
3,7,draft32b_smart_mean_boundary0p02_global,0.15,0.02,143,10
3,8,draft32b_smart_mean_boundary0p02_global,0.15,0.02,68,10
3,9,draft32b_smart_mean_boundary0p02_global,0.15,0.02,90,13
3,10,draft32b_smart_mean_boundary0p02_global,0.15,0.02,89,19
3,0,draft32b_smart_top2_boundary0p02_global,0.15,0.02,108,23
3,1,draft32b_smart_top2_boundary0p02_global,0.15,0.02,92,22
3,2,draft32b_smart_top2_boundary0p02_global,0.15,0.02,90,18
3,3,draft32b_smart_top2_boundary0p02_global,0.15,0.02,170,11
3,4,draft32b_smart_top2_boundary0p02_global,0.15,0.02,141,21
3,5,draft32b_smart_top2_boundary0p02_global,0.15,0.02,200,22
3,6,draft32b_smart_top2_boundary0p02_global,0.15,0.02,52,18
3,7,draft32b_smart_top2_boundary0p02_global,0.15,0.02,143,10
3,8,draft32b_smart_top2_boundary0p02_global,0.15,0.02,68,7
3,9,draft32b_smart_top2_boundary0p02_global,0.15,0.02,90,12
3,10,draft32b_smart_top2_boundary0p02_global,0.15,0.02,89,22
3,0,draft32b_smart_freq_boundary0p03_global,0.15,0.03,108,27
3,1,draft32b_smart_freq_boundary0p03_global,0.15,0.03,92,27
3,2,draft32b_smart_freq_boundary0p03_global,0.15,0.03,90,19
3,3,draft32b_smart_freq_boundary0p03_global,0.15,0.03,170,9
3,4,draft32b_smart_freq_boundary0p03_global,0.15,0.03,141,28
3,5,draft32b_smart_freq_boundary0p03_global,0.15,0.03,200,17
3,6,draft32b_smart_freq_boundary0p03_global,0.15,0.03,52,10
3,7,draft32b_smart_freq_boundary0p03_global,0.15,0.03,143,13
3,8,draft32b_smart_freq_boundary0p03_global,0.15,0.03,68,10
3,9,draft32b_smart_freq_boundary0p03_global,0.15,0.03,90,12
3,10,draft32b_smart_freq_boundary0p03_global,0.15,0.03,89,14
3,0,draft32b_smart_mean_boundary0p03_global,0.15,0.03,108,25
3,1,draft32b_smart_mean_boundary0p03_global,0.15,0.03,92,22
3,2,draft32b_smart_mean_boundary0p03_global,0.15,0.03,90,18
3,3,draft32b_smart_mean_boundary0p03_global,0.15,0.03,170,10
3,4,draft32b_smart_mean_boundary0p03_global,0.15,0.03,141,23
3,5,draft32b_smart_mean_boundary0p03_global,0.15,0.03,200,20
3,6,draft32b_smart_mean_boundary0p03_global,0.15,0.03,52,13
3,7,draft32b_smart_mean_boundary0p03_global,0.15,0.03,143,12
3,8,draft32b_smart_mean_boundary0p03_global,0.15,0.03,68,9
3,9,draft32b_smart_mean_boundary0p03_global,0.15,0.03,90,13
3,10,draft32b_smart_mean_boundary0p03_global,0.15,0.03,89,21
3,0,draft32b_smart_top2_boundary0p03_global,0.15,0.03,108,23
3,1,draft32b_smart_top2_boundary0p03_global,0.15,0.03,92,21
3,2,draft32b_smart_top2_boundary0p03_global,0.15,0.03,90,16
3,3,draft32b_smart_top2_boundary0p03_global,0.15,0.03,170,12
3,4,draft32b_smart_top2_boundary0p03_global,0.15,0.03,141,21
3,5,draft32b_smart_top2_boundary0p03_global,0.15,0.03,200,21
3,6,draft32b_smart_top2_boundary0p03_global,0.15,0.03,52,16
3,7,draft32b_smart_top2_boundary0p03_global,0.15,0.03,143,11
3,8,draft32b_smart_top2_boundary0p03_global,0.15,0.03,68,8
3,9,draft32b_smart_top2_boundary0p03_global,0.15,0.03,90,14
3,10,draft32b_smart_top2_boundary0p03_global,0.15,0.03,89,23
3,0,draft32b_smart_freq_boundary0p05_global,0.15,0.05,108,25
3,1,draft32b_smart_freq_boundary0p05_global,0.15,0.05,92,28
3,2,draft32b_smart_freq_boundary0p05_global,0.15,0.05,90,16
3,3,draft32b_smart_freq_boundary0p05_global,0.15,0.05,170,13
3,4,draft32b_smart_freq_boundary0p05_global,0.15,0.05,141,21
3,5,draft32b_smart_freq_boundary0p05_global,0.15,0.05,200,15
3,6,draft32b_smart_freq_boundary0p05_global,0.15,0.05,52,12
3,7,draft32b_smart_freq_boundary0p05_global,0.15,0.05,143,14
3,8,draft32b_smart_freq_boundary0p05_global,0.15,0.05,68,12
3,9,draft32b_smart_freq_boundary0p05_global,0.15,0.05,90,15
3,10,draft32b_smart_freq_boundary0p05_global,0.15,0.05,89,15
3,0,draft32b_smart_mean_boundary0p05_global,0.15,0.05,108,22
3,1,draft32b_smart_mean_boundary0p05_global,0.15,0.05,92,21
3,2,draft32b_smart_mean_boundary0p05_global,0.15,0.05,90,19
3,3,draft32b_smart_mean_boundary0p05_global,0.15,0.05,170,13
3,4,draft32b_smart_mean_boundary0p05_global,0.15,0.05,141,22
3,5,draft32b_smart_mean_boundary0p05_global,0.15,0.05,200,17
3,6,draft32b_smart_mean_boundary0p05_global,0.15,0.05,52,15
3,7,draft32b_smart_mean_boundary0p05_global,0.15,0.05,143,13
3,8,draft32b_smart_mean_boundary0p05_global,0.15,0.05,68,10
3,9,draft32b_smart_mean_boundary0p05_global,0.15,0.05,90,15
3,10,draft32b_smart_mean_boundary0p05_global,0.15,0.05,89,19
3,0,draft32b_smart_top2_boundary0p05_global,0.15,0.05,108,22
3,1,draft32b_smart_top2_boundary0p05_global,0.15,0.05,92,20
3,2,draft32b_smart_top2_boundary0p05_global,0.15,0.05,90,18
3,3,draft32b_smart_top2_boundary0p05_global,0.15,0.05,170,13
3,4,draft32b_smart_top2_boundary0p05_global,0.15,0.05,141,21
3,5,draft32b_smart_top2_boundary0p05_global,0.15,0.05,200,18
3,6,draft32b_smart_top2_boundary0p05_global,0.15,0.05,52,16
3,7,draft32b_smart_top2_boundary0p05_global,0.15,0.05,143,13
3,8,draft32b_smart_top2_boundary0p05_global,0.15,0.05,68,10
3,9,draft32b_smart_top2_boundary0p05_global,0.15,0.05,90,15
3,10,draft32b_smart_top2_boundary0p05_global,0.15,0.05,89,20
4,0,draft32b_smart_freq_boundary0p02_global,0.15,0.02,96,46
4,1,draft32b_smart_freq_boundary0p02_global,0.15,0.02,139,13
4,2,draft32b_smart_freq_boundary0p02_global,0.15,0.02,192,34
4,3,draft32b_smart_freq_boundary0p02_global,0.15,0.02,126,12
4,4,draft32b_smart_freq_boundary0p02_global,0.15,0.02,265,13
4,5,draft32b_smart_freq_boundary0p02_global,0.15,0.02,74,15
4,6,draft32b_smart_freq_boundary0p02_global,0.15,0.02,60,22
4,7,draft32b_smart_freq_boundary0p02_global,0.15,0.02,45,23
4,8,draft32b_smart_freq_boundary0p02_global,0.15,0.02,79,17
4,9,draft32b_smart_freq_boundary0p02_global,0.15,0.02,102,13
4,10,draft32b_smart_freq_boundary0p02_global,0.15,0.02,148,26
4,11,draft32b_smart_freq_boundary0p02_global,0.15,0.02,139,18
4,12,draft32b_smart_freq_boundary0p02_global,0.15,0.02,149,17
4,13,draft32b_smart_freq_boundary0p02_global,0.15,0.02,228,18
4,14,draft32b_smart_freq_boundary0p02_global,0.15,0.02,196,15
4,15,draft32b_smart_freq_boundary0p02_global,0.15,0.02,72,12
4,16,draft32b_smart_freq_boundary0p02_global,0.15,0.02,88,16
4,17,draft32b_smart_freq_boundary0p02_global,0.15,0.02,86,22
