method,example_id,sub_q_idx,default_count,selected_count,intersection,recall_default,precision_vs_default,jaccard_vs_default,default_chunk_count,selected_chunk_count,chunk_recall,chunk_jaccard,freq_base_residual_size,freq_base_residual_recall,selection_time,score_forward_time
default,16,1,362,362,362,1.0,1.0,1.0,14,14,1.0,1.0,257,1.0,0.18110170800355263,0.17922334501054138
default,17,0,244,244,244,1.0,1.0,1.0,11,11,1.0,1.0,130,1.0,0.13393557097879238,0.13283287698868662
default,17,1,324,324,324,1.0,1.0,1.0,15,15,1.0,1.0,110,1.0,0.16730633898987435,0.1658742470026482
default,18,0,185,185,185,1.0,1.0,1.0,11,11,1.0,1.0,124,1.0,0.11864029901335016,0.11769418499898165
default,18,1,206,206,206,1.0,1.0,1.0,15,15,1.0,1.0,95,1.0,0.12360438698669896,0.12267533800331876
default,19,0,181,181,181,1.0,1.0,1.0,11,11,1.0,1.0,65,1.0,0.11875471699750051,0.1179016940004658
default,19,1,268,268,268,1.0,1.0,1.0,13,13,1.0,1.0,179,1.0,0.13923110300675035,0.13794969001901336
layer0,0,0,227,227,118,0.5198237885462555,0.5198237885462555,0.35119047619047616,13,7,0.5384615384615384,0.5384615384615384,108,0.7592592592592593,0.12320081100915559,0.12202695000451058
layer0,1,0,223,223,83,0.3721973094170404,0.3721973094170404,0.22865013774104684,12,7,0.5833333333333334,0.5833333333333334,89,0.550561797752809,0.006512275984277949,0.005415189021732658
layer0,2,0,241,241,94,0.3900414937759336,0.3900414937759336,0.2422680412371134,12,8,0.6666666666666666,0.6666666666666666,79,0.5063291139240507,0.005819458019686863,0.004778490983881056
layer0,3,0,203,203,49,0.2413793103448276,0.2413793103448276,0.13725490196078433,11,7,0.6363636363636364,0.6363636363636364,99,0.32323232323232326,0.008298879984067753,0.007431064994307235
layer0,3,1,233,233,112,0.48068669527896996,0.48068669527896996,0.3163841807909605,13,8,0.6153846153846154,0.6153846153846154,98,0.6530612244897959,0.00534764098119922,0.004603962006513029
layer0,4,0,212,212,79,0.37264150943396224,0.37264150943396224,0.2289855072463768,11,7,0.6363636363636364,0.6363636363636364,94,0.6914893617021277,0.0060410029836930335,0.005169062002096325
layer0,4,1,339,339,133,0.39233038348082594,0.39233038348082594,0.24403669724770644,14,11,0.7857142857142857,0.7857142857142857,207,0.4782608695652174,0.007814326003426686,0.006463855010224506
layer0,6,0,248,248,104,0.41935483870967744,0.41935483870967744,0.2653061224489796,12,8,0.6666666666666666,0.6666666666666666,98,0.7448979591836735,0.0057799339992925525,0.004757870978210121
layer0,7,0,269,269,63,0.2342007434944238,0.2342007434944238,0.13263157894736843,11,7,0.6363636363636364,0.6363636363636364,118,0.4322033898305085,0.006716122996294871,0.00559302099281922
layer0,7,1,251,251,111,0.44223107569721115,0.44223107569721115,0.28388746803069054,13,7,0.5384615384615384,0.5384615384615384,103,0.7475728155339806,0.005692850012565032,0.004640589002519846
layer0,9,0,328,328,115,0.35060975609756095,0.35060975609756095,0.21256931608133087,11,8,0.7272727272727273,0.7272727272727273,152,0.5,0.010403594991657883,0.009476879000430927
layer0,9,1,445,445,188,0.42247191011235957,0.42247191011235957,0.2678062678062678,14,11,0.7857142857142857,0.7857142857142857,227,0.6431718061674009,0.009137457993347198,0.008246145996963605
layer0,10,0,254,254,67,0.2637795275590551,0.2637795275590551,0.15192743764172337,11,7,0.6363636363636364,0.6363636363636364,98,0.5,0.006029147014487535,0.005051568005001172
layer0,10,1,288,288,99,0.34375,0.34375,0.20754716981132076,13,6,0.46153846153846156,0.46153846153846156,133,0.49624060150375937,0.006455409980844706,0.00528272899100557
layer0,11,0,215,215,88,0.40930232558139534,0.40930232558139534,0.2573099415204678,11,8,0.7272727272727273,0.7272727272727273,96,0.6458333333333334,0.005302265984937549,0.004454682028153911
layer0,11,1,210,210,102,0.4857142857142857,0.4857142857142857,0.32075471698113206,13,8,0.6153846153846154,0.6153846153846154,78,0.7307692307692307,0.005843257007654756,0.004982282989658415
layer0,12,0,337,337,77,0.228486646884273,0.228486646884273,0.12897822445561138,11,8,0.7272727272727273,0.7272727272727273,173,0.2658959537572254,0.007242032996146008,0.005731499986723065
layer0,12,1,349,349,152,0.4355300859598854,0.4355300859598854,0.2783882783882784,14,8,0.5714285714285714,0.5714285714285714,241,0.5352697095435685,0.010321302019292489,0.008815098990453407
layer0,13,0,196,196,36,0.1836734693877551,0.1836734693877551,0.10112359550561797,11,7,0.6363636363636364,0.6363636363636364,69,0.391304347826087,0.005803765001473948,0.004979985998943448
layer0,13,1,341,341,135,0.39589442815249265,0.39589442815249265,0.24680073126142596,14,12,0.8571428571428571,0.8571428571428571,201,0.47761194029850745,0.007428885990520939,0.006264685012865812
layer0,14,0,198,198,68,0.3434343434343434,0.3434343434343434,0.2073170731707317,11,6,0.5454545454545454,0.5454545454545454,111,0.5135135135135135,0.0056550989975221455,0.004888998984824866
layer0,14,1,280,280,123,0.4392857142857143,0.4392857142857143,0.2814645308924485,14,9,0.6428571428571429,0.6428571428571429,131,0.549618320610687,0.0059912050201091915,0.005032831017160788
layer0,15,0,128,128,57,0.4453125,0.4453125,0.2864321608040201,11,5,0.45454545454545453,0.45454545454545453,61,0.6885245901639344,0.004682488011894748,0.00408152601448819
layer0,15,1,200,200,83,0.415,0.415,0.2618296529968454,13,7,0.5384615384615384,0.5384615384615384,146,0.5205479452054794,0.005915369023568928,0.005022375000407919
layer0,16,0,259,259,66,0.2548262548262548,0.2548262548262548,0.14601769911504425,11,7,0.6363636363636364,0.6363636363636364,146,0.23972602739726026,0.005846840998856351,0.004752306995214894
layer0,16,1,362,362,136,0.3756906077348066,0.3756906077348066,0.23129251700680273,14,11,0.7857142857142857,0.7857142857142857,257,0.45136186770428016,0.007633614994119853,0.006047820003004745
layer0,17,0,244,244,88,0.36065573770491804,0.36065573770491804,0.22,11,7,0.6363636363636364,0.6363636363636364,130,0.5230769230769231,0.005532392009627074,0.004531401995336637
layer0,17,1,324,324,131,0.404320987654321,0.404320987654321,0.25338491295938104,15,12,0.8,0.8,110,0.6727272727272727,0.006518456997582689,0.005633141990983859
layer0,18,0,185,185,67,0.3621621621621622,0.3621621621621622,0.22112211221122113,11,7,0.6363636363636364,0.6363636363636364,124,0.3951612903225806,0.005722500995034352,0.004984803992556408
layer0,18,1,206,206,69,0.33495145631067963,0.33495145631067963,0.20116618075801748,15,8,0.5333333333333333,0.5333333333333333,95,0.42105263157894735,0.005759170016972348,0.0049435149994678795
layer0,19,0,181,181,45,0.24861878453038674,0.24861878453038674,0.14195583596214512,11,7,0.6363636363636364,0.6363636363636364,65,0.4153846153846154,0.005527770990738645,0.004782461997820064
layer0,19,1,268,268,138,0.5149253731343284,0.5149253731343284,0.34673366834170855,13,9,0.6923076923076923,0.6923076923076923,179,0.5921787709497207,0.0058191720163449645,0.0047318689757958055
layer1,0,0,227,227,133,0.5859030837004405,0.5859030837004405,0.4143302180685358,13,11,0.8461538461538461,0.8461538461538461,108,0.7592592592592593,0.12632332000066526,0.12515497801359743
layer1,1,0,223,223,99,0.4439461883408072,0.4439461883408072,0.28530259365994237,12,10,0.8333333333333334,0.8333333333333334,89,0.5617977528089888,0.00857756202458404,0.007678144989768043
layer1,2,0,241,241,103,0.42738589211618255,0.42738589211618255,0.2717678100263852,12,10,0.8333333333333334,0.8333333333333334,79,0.5063291139240507,0.009222385997418314,0.008017268002731726
layer1,3,0,203,203,58,0.2857142857142857,0.2857142857142857,0.16666666666666666,11,9,0.8181818181818182,0.8181818181818182,99,0.32323232323232326,0.009097253991058096,0.008104100008495152
layer1,3,1,233,233,133,0.5708154506437768,0.5708154506437768,0.3993993993993994,13,11,0.8461538461538461,0.8461538461538461,98,0.6836734693877551,0.008986798988189548,0.007949409016873688
layer1,4,0,212,212,99,0.4669811320754717,0.4669811320754717,0.3046153846153846,11,10,0.9090909090909091,0.9090909090909091,94,0.7021276595744681,0.008969215006800368,0.008118021010886878
layer1,4,1,339,339,187,0.551622418879056,0.551622418879056,0.38085539714867617,14,10,0.7142857142857143,0.7142857142857143,207,0.6908212560386473,0.011755664017982781,0.010591280006337911
layer1,6,0,248,248,126,0.5080645161290323,0.5080645161290323,0.34054054054054056,12,11,0.9166666666666666,0.9166666666666666,98,0.7653061224489796,0.00939502299297601,0.00830286499694921
layer1,7,0,269,269,97,0.36059479553903345,0.36059479553903345,0.2199546485260771,11,9,0.8181818181818182,0.8181818181818182,118,0.4406779661016949,0.00982701699831523,0.008756877010455355
layer1,7,1,251,251,129,0.5139442231075697,0.5139442231075697,0.34584450402144773,13,10,0.7692307692307693,0.7692307692307693,103,0.7669902912621359,0.009045342012541369,0.008013003011001274
layer1,9,0,328,328,114,0.3475609756097561,0.3475609756097561,0.21033210332103322,11,8,0.7272727272727273,0.7272727272727273,152,0.4407894736842105,0.012182770005892962,0.01124686500406824
layer1,9,1,445,445,210,0.47191011235955055,0.47191011235955055,0.3088235294117647,14,11,0.7857142857142857,0.7857142857142857,227,0.6696035242290749,0.0132312829955481,0.01238262900733389
layer1,10,0,254,254,71,0.2795275590551181,0.2795275590551181,0.16247139588100687,11,9,0.8181818181818182,0.8181818181818182,98,0.46938775510204084,0.010258079011691734,0.009085730009246618
layer1,10,1,288,288,117,0.40625,0.40625,0.2549019607843137,13,13,1.0,1.0,133,0.5338345864661654,0.012051566009176895,0.010802303004311398
layer1,11,0,215,215,99,0.4604651162790698,0.4604651162790698,0.2990936555891239,11,9,0.8181818181818182,0.8181818181818182,96,0.6041666666666666,0.008737719006603584,0.007852263981476426
layer1,11,1,210,210,121,0.5761904761904761,0.5761904761904761,0.40468227424749165,13,10,0.7692307692307693,0.7692307692307693,78,0.7307692307692307,0.009179689979646355,0.00818879102007486
layer1,12,0,337,337,87,0.258160237388724,0.258160237388724,0.14821124361158433,11,7,0.6363636363636364,0.6363636363636364,173,0.34104046242774566,0.011002134007867426,0.010153735987842083
layer1,12,1,349,349,174,0.498567335243553,0.498567335243553,0.3320610687022901,14,10,0.7142857142857143,0.7142857142857143,241,0.5726141078838174,0.011220607993891463,0.010453468014020473
layer1,13,0,196,196,60,0.30612244897959184,0.30612244897959184,0.18072289156626506,11,10,0.9090909090909091,0.9090909090909091,69,0.4492753623188406,0.012744334002491087,0.011922134988708422
layer1,13,1,341,341,185,0.5425219941348973,0.5425219941348973,0.3722334004024145,14,10,0.7142857142857143,0.7142857142857143,201,0.6865671641791045,0.01169041299726814,0.010383590997662395
layer1,14,0,198,198,85,0.4292929292929293,0.4292929292929293,0.2733118971061093,11,9,0.8181818181818182,0.8181818181818182,111,0.5495495495495496,0.010009788005845621,0.009208161995047703
layer1,14,1,280,280,123,0.4392857142857143,0.4392857142857143,0.2814645308924485,14,9,0.6428571428571429,0.6428571428571429,131,0.6030534351145038,0.009685579017968848,0.00895187899004668
layer1,15,0,128,128,68,0.53125,0.53125,0.3617021276595745,11,7,0.6363636363636364,0.6363636363636364,61,0.6885245901639344,0.006892103992868215,0.006293644983088598
layer1,15,1,200,200,99,0.495,0.495,0.3289036544850498,13,8,0.6153846153846154,0.6153846153846154,146,0.5684931506849316,0.009192626021103933,0.008261468989076093
layer1,16,0,259,259,80,0.3088803088803089,0.3088803088803089,0.182648401826484,11,10,0.9090909090909091,0.9090909090909091,146,0.2465753424657534,0.009359939023852348,0.008299773006001487
layer1,16,1,362,362,165,0.4558011049723757,0.4558011049723757,0.295169946332737,14,12,0.8571428571428571,0.8571428571428571,257,0.4669260700389105,0.01159850400290452,0.010808519989950582
layer1,17,0,244,244,109,0.44672131147540983,0.44672131147540983,0.287598944591029,11,9,0.8181818181818182,0.8181818181818182,130,0.5461538461538461,0.008931978984037414,0.007960284012369812
layer1,17,1,324,324,151,0.4660493827160494,0.4660493827160494,0.3038229376257545,15,12,0.8,0.8,110,0.6636363636363637,0.010993970005074516,0.009928642975864932
layer1,18,0,185,185,78,0.42162162162162165,0.42162162162162165,0.2671232876712329,11,10,0.9090909090909091,0.9090909090909091,124,0.3870967741935484,0.008886581985279918,0.0079537249985151
layer1,18,1,206,206,84,0.4077669902912621,0.4077669902912621,0.25609756097560976,15,10,0.6666666666666666,0.6666666666666666,95,0.45263157894736844,0.008999872021377087,0.00811029301257804
layer1,19,0,181,181,59,0.3259668508287293,0.3259668508287293,0.19471947194719472,11,10,0.9090909090909091,0.9090909090909091,65,0.47692307692307695,0.008545460004825145,0.007756236009299755
layer1,19,1,268,268,147,0.5485074626865671,0.5485074626865671,0.37789203084832906,13,10,0.7692307692307693,0.7692307692307693,179,0.6089385474860335,0.009227180999005213,0.008183400990674272
layer2,0,0,227,227,139,0.6123348017621145,0.6123348017621145,0.44126984126984126,13,11,0.8461538461538461,0.8461538461538461,108,0.7592592592592593,0.1273291289980989,0.12614114000461996
layer2,1,0,223,223,121,0.5426008968609866,0.5426008968609866,0.3723076923076923,12,12,1.0,1.0,89,0.5955056179775281,0.012613828002940863,0.011484372982522473
layer2,2,0,241,241,108,0.44813278008298757,0.44813278008298757,0.2887700534759358,12,12,1.0,1.0,79,0.5063291139240507,0.012759856996126473,0.011585354019189253
layer2,3,0,203,203,69,0.3399014778325123,0.3399014778325123,0.20474777448071216,11,9,0.8181818181818182,0.8181818181818182,99,0.3333333333333333,0.012530988024082035,0.01148561597801745
layer2,3,1,233,233,117,0.5021459227467812,0.5021459227467812,0.335243553008596,13,13,1.0,1.0,98,0.6122448979591837,0.012570524006150663,0.011401155992643908
layer2,4,0,212,212,107,0.5047169811320755,0.5047169811320755,0.33753943217665616,11,10,0.9090909090909091,0.9090909090909091,94,0.7340425531914894,0.01252195198321715,0.011461515998234972
layer2,4,1,339,339,173,0.5103244837758112,0.5103244837758112,0.3425742574257426,14,14,1.0,1.0,207,0.5652173913043478,0.016856386995641515,0.015126326004974544
layer2,6,0,248,248,133,0.5362903225806451,0.5362903225806451,0.36639118457300274,12,12,1.0,1.0,98,0.7551020408163265,0.013211978017352521,0.011991329985903576
layer2,7,0,269,269,89,0.3308550185873606,0.3308550185873606,0.19821826280623608,11,11,1.0,1.0,118,0.4322033898305085,0.013467798999045044,0.012330966972513124
layer2,7,1,251,251,133,0.5298804780876494,0.5298804780876494,0.3604336043360434,13,13,1.0,1.0,103,0.7475728155339806,0.012845435994677246,0.011626458988757804
layer2,9,0,328,328,124,0.3780487804878049,0.3780487804878049,0.23308270676691728,11,11,1.0,1.0,152,0.4473684210526316,0.015903481020359322,0.014798410993535072
layer2,9,1,445,445,241,0.5415730337078651,0.5415730337078651,0.3713405238828968,14,14,1.0,1.0,227,0.6607929515418502,0.019733406021259725,0.01804027601610869
layer2,10,0,254,254,87,0.3425196850393701,0.3425196850393701,0.20665083135391923,11,11,1.0,1.0,98,0.47959183673469385,0.013878204015782103,0.012673266988713294
layer2,10,1,288,288,107,0.3715277777777778,0.3715277777777778,0.2281449893390192,13,12,0.9230769230769231,0.9230769230769231,133,0.44360902255639095,0.017221540008904412,0.01591267899493687
layer2,11,0,215,215,100,0.46511627906976744,0.46511627906976744,0.30303030303030304,11,11,1.0,1.0,96,0.6145833333333334,0.011854330979986116,0.011006390006514266
layer2,11,1,210,210,132,0.6285714285714286,0.6285714285714286,0.4583333333333333,13,13,1.0,1.0,78,0.7692307692307693,0.012433373980456963,0.011442553979577497
layer2,12,0,337,337,93,0.27596439169139464,0.27596439169139464,0.16006884681583478,11,10,0.9090909090909091,0.9090909090909091,173,0.32947976878612717,0.016423069988377392,0.014859120012260973
layer2,12,1,349,349,163,0.4670487106017192,0.4670487106017192,0.30467289719626167,14,14,1.0,1.0,241,0.5228215767634855,0.01664729800540954,0.015074021997861564
layer2,13,0,196,196,67,0.34183673469387754,0.34183673469387754,0.20615384615384616,11,11,1.0,1.0,69,0.4057971014492754,0.012197358999401331,0.01135481201345101
layer2,13,1,341,341,169,0.49560117302052786,0.49560117302052786,0.32943469785575047,14,14,1.0,1.0,201,0.5373134328358209,0.0166070910054259,0.014912156999344006
layer2,14,0,198,198,92,0.46464646464646464,0.46464646464646464,0.3026315789473684,11,11,1.0,1.0,111,0.5315315315315315,0.01165236099041067,0.010913130012340844
layer2,14,1,280,280,128,0.45714285714285713,0.45714285714285713,0.2962962962962963,14,12,0.8571428571428571,0.8571428571428571,131,0.5801526717557252,0.014159103011479601,0.01297337602591142
layer2,15,0,128,128,68,0.53125,0.53125,0.3617021276595745,11,9,0.8181818181818182,0.8181818181818182,61,0.6885245901639344,0.009387069003423676,0.008664457011036575
layer2,15,1,200,200,109,0.545,0.545,0.3745704467353952,13,12,0.9230769230769231,0.9230769230769231,146,0.5821917808219178,0.012149471993325278,0.011320915975375101
layer2,16,0,259,259,89,0.3436293436293436,0.3436293436293436,0.20745920745920746,11,11,1.0,1.0,146,0.273972602739726,0.01284116500755772,0.011821840977063403
layer2,16,1,362,362,185,0.511049723756906,0.511049723756906,0.3432282003710575,14,13,0.9285714285714286,0.9285714285714286,257,0.5252918287937743,0.01715773399337195,0.015488195000216365
layer2,17,0,244,244,119,0.48770491803278687,0.48770491803278687,0.3224932249322493,11,10,0.9090909090909091,0.9090909090909091,130,0.6,0.012460258003557101,0.011453332001110539
layer2,17,1,324,324,151,0.4660493827160494,0.4660493827160494,0.3038229376257545,15,14,0.9333333333333333,0.9333333333333333,110,0.6,0.017188798025017604,0.016038522007875144
layer2,18,0,185,185,87,0.4702702702702703,0.4702702702702703,0.30742049469964666,11,11,1.0,1.0,124,0.4435483870967742,0.012069833988789469,0.011182850983459502
layer2,18,1,206,206,87,0.4223300970873786,0.4223300970873786,0.2676923076923077,15,12,0.8,0.8,95,0.47368421052631576,0.012152531009633094,0.011236800986807793
layer2,19,0,181,181,60,0.3314917127071823,0.3314917127071823,0.1986754966887417,11,10,0.9090909090909091,0.9090909090909091,65,0.4,0.011653498018858954,0.01090589800151065
layer2,19,1,268,268,147,0.5485074626865671,0.5485074626865671,0.37789203084832906,13,13,1.0,1.0,179,0.5698324022346368,0.013014376017963514,0.011922420002520084
layer4,0,0,227,227,176,0.775330396475771,0.775330396475771,0.6330935251798561,13,11,0.8461538461538461,0.8461538461538461,108,0.7962962962962963,0.12645054998574778,0.12533327998244204
layer4,1,0,223,223,146,0.6547085201793722,0.6547085201793722,0.4866666666666667,12,12,1.0,1.0,89,0.5955056179775281,0.018985989998327568,0.018032416992355138
layer4,2,0,241,241,156,0.6473029045643154,0.6473029045643154,0.4785276073619632,12,12,1.0,1.0,79,0.46835443037974683,0.01981400599470362,0.018687870004214346
layer4,3,0,203,203,100,0.49261083743842365,0.49261083743842365,0.32679738562091504,11,11,1.0,1.0,99,0.42424242424242425,0.01887251899461262,0.017820262000896037
layer4,3,1,233,233,180,0.7725321888412017,0.7725321888412017,0.6293706293706294,13,13,1.0,1.0,98,0.7040816326530612,0.020505837979726493,0.01934341201558709
layer4,4,0,212,212,146,0.6886792452830188,0.6886792452830188,0.5251798561151079,11,11,1.0,1.0,94,0.7340425531914894,0.018816619995050132,0.017894608026836067
layer4,4,1,339,339,209,0.616519174041298,0.616519174041298,0.44562899786780386,14,14,1.0,1.0,207,0.47342995169082125,0.026168028998654336,0.02440226700855419
layer4,6,0,248,248,175,0.7056451612903226,0.7056451612903226,0.5451713395638629,12,12,1.0,1.0,98,0.6836734693877551,0.020244476007064804,0.019126616010908037
layer4,7,0,269,269,173,0.6431226765799256,0.6431226765799256,0.473972602739726,11,11,1.0,1.0,118,0.5508474576271186,0.02086775001953356,0.01974625399452634
layer4,7,1,251,251,178,0.7091633466135459,0.7091633466135459,0.5493827160493827,13,13,1.0,1.0,103,0.7281553398058253,0.01997123600449413,0.018702486995607615
layer4,9,0,328,328,181,0.551829268292683,0.551829268292683,0.38105263157894737,11,11,1.0,1.0,152,0.46710526315789475,0.02548714299337007,0.024027508014114574
layer4,9,1,445,445,323,0.7258426966292135,0.7258426966292135,0.5696649029982364,14,14,1.0,1.0,227,0.7929515418502202,0.03070209000725299,0.02964157098904252
layer4,10,0,254,254,132,0.5196850393700787,0.5196850393700787,0.35106382978723405,11,11,1.0,1.0,98,0.5408163265306123,0.02205802101525478,0.020934065978508443
layer4,10,1,288,288,170,0.5902777777777778,0.5902777777777778,0.4187192118226601,13,13,1.0,1.0,133,0.48872180451127817,0.02266859999508597,0.021392277005361393
layer4,11,0,215,215,139,0.6465116279069767,0.6465116279069767,0.47766323024054985,11,11,1.0,1.0,96,0.6875,0.018759555998258293,0.0178365979809314
layer4,11,1,210,210,160,0.7619047619047619,0.7619047619047619,0.6153846153846154,13,13,1.0,1.0,78,0.782051282051282,0.01910586399026215,0.018083018017932773
layer4,12,0,337,337,146,0.4332344213649852,0.4332344213649852,0.2765151515151515,11,11,1.0,1.0,173,0.3699421965317919,0.025509155995678157,0.024023682984989136
layer4,12,1,349,349,224,0.6418338108882522,0.6418338108882522,0.47257383966244726,14,14,1.0,1.0,241,0.6016597510373444,0.0278251180134248,0.026207172981230542
layer4,13,0,196,196,101,0.5153061224489796,0.5153061224489796,0.3470790378006873,11,11,1.0,1.0,69,0.5217391304347826,0.018709546013269573,0.017803145019570366
layer4,13,1,341,341,204,0.5982404692082112,0.5982404692082112,0.42677824267782427,14,14,1.0,1.0,201,0.4626865671641791,0.0260633549769409,0.02426904599997215
layer4,14,0,198,198,107,0.5404040404040404,0.5404040404040404,0.370242214532872,11,11,1.0,1.0,111,0.5135135135135135,0.018237670010421425,0.017412311979569495
layer4,14,1,280,280,167,0.5964285714285714,0.5964285714285714,0.42493638676844786,14,14,1.0,1.0,131,0.6717557251908397,0.022264319006353617,0.02104161400347948
layer4,15,0,128,128,84,0.65625,0.65625,0.4883720930232558,11,11,1.0,1.0,61,0.6229508196721312,0.014087724994169548,0.013414433982688934
layer4,15,1,200,200,137,0.685,0.685,0.5209125475285171,13,13,1.0,1.0,146,0.6643835616438356,0.018732085009105504,0.017841563996626064
layer4,16,0,259,259,120,0.46332046332046334,0.46332046332046334,0.3015075376884422,11,11,1.0,1.0,146,0.3150684931506849,0.021376338991103694,0.01954938701237552
layer4,16,1,362,362,216,0.5966850828729282,0.5966850828729282,0.4251968503937008,14,14,1.0,1.0,257,0.5330739299610895,0.02707448700675741,0.025233267020666972
layer4,17,0,244,244,155,0.6352459016393442,0.6352459016393442,0.46546546546546547,11,11,1.0,1.0,130,0.5923076923076923,0.0195619759906549,0.018536137009505183
layer4,17,1,324,324,196,0.6049382716049383,0.6049382716049383,0.4336283185840708,15,15,1.0,1.0,110,0.6272727272727273,0.025092791009228677,0.023694269999396056
layer4,18,0,185,185,126,0.6810810810810811,0.6810810810810811,0.5163934426229508,11,11,1.0,1.0,124,0.6048387096774194,0.017926510015968233,0.01714897999772802
layer4,18,1,206,206,114,0.5533980582524272,0.5533980582524272,0.3825503355704698,15,15,1.0,1.0,95,0.43157894736842106,0.01873932100716047,0.017836411017924547
layer4,19,0,181,181,103,0.569060773480663,0.569060773480663,0.39768339768339767,11,11,1.0,1.0,65,0.4,0.022381135990144685,0.02160612097941339
layer4,19,1,268,268,165,0.6156716417910447,0.6156716417910447,0.444743935309973,13,13,1.0,1.0,179,0.5586592178770949,0.02034288298455067,0.019190432009054348
