example_id,doc_token_index,relative_position,position_bin,token_id,token_text_repr,token_category,selected_times,n_queries,selected_frequency,mean_attention_score,mean_rank,snippet
0,1157,0.9888888888888889,90-100%,90275,' Berkshire',latin_word,34,34,1.0,0.004059495870023966,16.61764705882353,"the plain of the River Kennet, with the Berkshire Downs rising through the fields and woods of the village"
0,1104,0.9435897435897436,90-100%,13,'.',punct_or_symbol,34,34,1.0,0.0038985779974609613,20.470588235294116,"a village and civil parish in West Berkshire, England. The village straddles the London to Bath ("
0,1165,0.9957264957264957,90-100%,315,' of',latin_word,34,34,1.0,0.003854786278679967,19.058823529411764,with the Berkshire Downs rising through the fields and woods of the village northwards.\n
0,1110,0.9487179487179487,90-100%,279,' the',latin_word,34,34,1.0,0.0037542914506047964,22.147058823529413,"West Berkshire, England. The village straddles the London to Bath (A4) road between the"
0,1164,0.9948717948717949,90-100%,32533,' woods',latin_word,34,34,1.0,0.0037264907732605934,21.41176470588235,", with the Berkshire Downs rising through the fields and woods of the village northwards.\n"
0,1160,0.9914529914529915,90-100%,1526,' through',latin_word,34,34,1.0,0.0036947454791516066,21.91176470588235,"the River Kennet, with the Berkshire Downs rising through the fields and woods of the village northwards.\n"
0,1162,0.9931623931623932,90-100%,5043,' fields',latin_word,34,34,1.0,0.003694122424349189,21.176470588235293,"Kennet, with the Berkshire Downs rising through the fields and woods of the village northwards.\n"
0,1155,0.9871794871794872,90-100%,448,' with',latin_word,34,34,1.0,0.0036656507290899754,22.441176470588236,"side of the plain of the River Kennet, with the Berkshire Downs rising through the fields and woods of"
0,1120,0.9572649572649573,90-100%,279,' the',latin_word,34,34,1.0,0.003580396994948387,24.08823529411765,the London to Bath (A4) road between the towns of Reading (8 miles) and Newbury
0,1135,0.9700854700854701,90-100%,576,' The',latin_word,34,34,1.0,0.0035600895062088966,24.823529411764707,8 miles) and Newbury (6 miles). The village homes are clustered and are on the northern side
0,1140,0.9743589743589743,90-100%,323,' and',latin_word,34,34,1.0,0.0034295632503926754,27.61764705882353,bury (6 miles). The village homes are clustered and are on the northern side of the plain of the
0,1159,0.9905982905982906,90-100%,16062,' rising',latin_word,34,34,1.0,0.0033781970851123333,27.705882352941178,"of the River Kennet, with the Berkshire Downs rising through the fields and woods of the village northwards"
0,881,0.752991452991453,70-80%,220,' ',space,34,34,1.0,0.0031664755661040545,37.294117647058826,52.58798 ° N 1.64262 ° E ﻿
0,652,0.5572649572649573,50-60%,30243,' reforms',latin_word,34,34,1.0,0.003151367185637355,37.529411764705884,was part of National Road 13 but administrative reforms passed this part of the road to the county.
0,1087,0.9290598290598291,90-100%,624,'.\n',punct_or_symbol,34,34,1.0,0.0031369186472147703,31.441176470588236,", a woodland of the mainly wooded Esher Commons.\nDocument: Woolhampton is a village and civil"
0,1117,0.9547008547008548,90-100%,8,')',punct_or_symbol,34,34,1.0,0.0030470758210867643,34.0,straddles the London to Bath (A4) road between the towns of Reading (8 miles)
0,1102,0.9418803418803419,90-100%,11,"','",punct_or_symbol,34,34,1.0,0.0030418813694268465,33.588235294117645,"pton is a village and civil parish in West Berkshire, England. The village straddles the London to"
0,1138,0.9726495726495726,90-100%,525,' are',latin_word,34,34,1.0,0.0029929783195257187,35.8235294117647,and Newbury (6 miles). The village homes are clustered and are on the northern side of the plain
0,1151,0.9837606837606837,90-100%,10948,' River',latin_word,34,34,1.0,0.0029823658987879753,38.88235294117647,"are on the northern side of the plain of the River Kennet, with the Berkshire Downs rising through the"
0,1127,0.9632478632478633,90-100%,8,')',punct_or_symbol,34,34,1.0,0.002920035505667329,38.55882352941177,) road between the towns of Reading (8 miles) and Newbury (6 miles). The village homes
0,1114,0.9521367521367521,90-100%,320,' (',punct_or_symbol,34,34,1.0,0.002913848962634802,38.64705882352941,. The village straddles the London to Bath (A4) road between the towns of Reading (
0,1148,0.9811965811965812,90-100%,14396,' plain',latin_word,34,34,1.0,0.002901586703956127,39.05882352941177,"are clustered and are on the northern side of the plain of the River Kennet, with the Berkshire Downs"
0,1062,0.9076923076923077,90-100%,279,' the',latin_word,34,34,1.0,0.0028580743819475174,42.705882352941174,"ton and Long Ditton, then discharging into the Thames, its longest branch is the Arbrook which"
0,1152,0.9846153846153847,90-100%,15378,' Kenn',latin_word,34,34,1.0,0.0028470547404140234,41.529411764705884,"on the northern side of the plain of the River Kennet, with the Berkshire Downs rising through the fields"
0,1105,0.9444444444444444,90-100%,576,' The',latin_word,34,34,1.0,0.0028079713229089975,43.11764705882353,"village and civil parish in West Berkshire, England. The village straddles the London to Bath (A"
0,1139,0.9735042735042735,90-100%,92758,' clustered',latin_word,34,34,1.0,0.002801964757964015,43.294117647058826,Newbury (6 miles). The village homes are clustered and are on the northern side of the plain of
0,1144,0.9777777777777777,90-100%,18172,' northern',latin_word,34,34,1.0,0.0027920552529394627,43.705882352941174,"). The village homes are clustered and are on the northern side of the plain of the River Kennet,"
0,1149,0.982051282051282,90-100%,315,' of',latin_word,34,34,1.0,0.002778664231300354,44.5,"clustered and are on the northern side of the plain of the River Kennet, with the Berkshire Downs rising"
0,1094,0.935042735042735,90-100%,264,' a',latin_word,34,34,1.0,0.0027760162483900785,45.85294117647059,"Esher Commons.\nDocument: Woolhampton is a village and civil parish in West Berkshire, England."
0,1137,0.9717948717948718,90-100%,10415,' homes',latin_word,34,34,1.0,0.0027548903599381447,45.411764705882355,) and Newbury (6 miles). The village homes are clustered and are on the northern side of the
0,1029,0.8794871794871795,80-90%,4565,' feature',latin_word,34,34,1.0,0.002733873436227441,51.55882352941177,which is generally open and which is a natural woodland feature for approximately half of its course before being variously
0,1141,0.9752136752136752,90-100%,525,' are',latin_word,34,34,1.0,0.002650823211297393,49.8235294117647,(6 miles). The village homes are clustered and are on the northern side of the plain of the River
0,1145,0.9786324786324786,90-100%,3108,' side',latin_word,34,34,1.0,0.002649804577231407,49.911764705882355,"The village homes are clustered and are on the northern side of the plain of the River Kennet, with"
0,1142,0.976068376068376,90-100%,389,' on',latin_word,34,34,1.0,0.002623802050948143,51.3235294117647,6 miles). The village homes are clustered and are on the northern side of the plain of the River Kenn
0,1128,0.9641025641025641,90-100%,323,' and',latin_word,34,34,1.0,0.002576420083642006,53.38235294117647,road between the towns of Reading (8 miles) and Newbury (6 miles). The village homes are
0,1153,0.9854700854700855,90-100%,295,'et',latin_word,34,34,1.0,0.0025299564003944397,54.61764705882353,"the northern side of the plain of the River Kennet, with the Berkshire Downs rising through the fields and"
0,1136,0.9709401709401709,90-100%,14126,' village',latin_word,34,34,1.0,0.0025160694494843483,55.61764705882353,miles) and Newbury (6 miles). The village homes are clustered and are on the northern side of
0,1112,0.9504273504273504,90-100%,311,' to',latin_word,34,34,1.0,0.0024971829261630774,62.588235294117645,", England. The village straddles the London to Bath (A4) road between the towns of"
0,752,0.6427350427350428,60-70%,220,' ',space,34,34,1.0,0.0024893609806895256,61.14705882352941,9 m (259 ft) - coordinates 52 ° 37 ′ 1
0,1146,0.9794871794871794,90-100%,315,' of',latin_word,34,34,1.0,0.0024635849986225367,57.38235294117647,"village homes are clustered and are on the northern side of the plain of the River Kennet, with the"
0,1093,0.9341880341880342,90-100%,374,' is',latin_word,34,34,1.0,0.0024550091475248337,61.14705882352941,"wooded Esher Commons.\nDocument: Woolhampton is a village and civil parish in West Berkshire, England"
0,1124,0.9606837606837607,90-100%,320,' (',punct_or_symbol,34,34,1.0,0.0024307703133672476,58.85294117647059,(A4) road between the towns of Reading (8 miles) and Newbury (6 miles).
0,1131,0.9666666666666667,90-100%,320,' (',punct_or_symbol,34,34,1.0,0.002408317755907774,61.11764705882353,towns of Reading (8 miles) and Newbury (6 miles). The village homes are clustered and are
0,1003,0.8572649572649572,80-90%,198,'\n',newline_or_space,34,34,1.0,0.002340994542464614,62.1764705882353,2 mi) Location of the river mouth within Norfolk\nDocument: The Rythe is a river or stream
0,1089,0.9307692307692308,90-100%,25,':',punct_or_symbol,34,34,1.0,0.002328073838725686,62.64705882352941,woodland of the mainly wooded Esher Commons.\nDocument: Woolhampton is a village and civil parish in
0,1081,0.923931623931624,90-100%,279,' the',latin_word,34,34,1.0,0.0023189526982605457,64.70588235294117,"brook which drains Arbrook Common, a woodland of the mainly wooded Esher Commons.\nDocument: Woolham"
0,1103,0.9427350427350427,90-100%,9448,' England',latin_word,34,34,1.0,0.0022633664775639772,68.70588235294117,"is a village and civil parish in West Berkshire, England. The village straddles the London to Bath"
0,1115,0.9529914529914529,90-100%,32,'A',latin_word,34,34,1.0,0.002237651264294982,69.52941176470588,The village straddles the London to Bath (A4) road between the towns of Reading (8
0,1047,0.8948717948717949,80-90%,11,"','",punct_or_symbol,34,34,1.0,0.0021906020119786263,70.97058823529412,"being variously culverted and a suburban garden feature, passing between Thames Ditton and Long Ditton,"
0,1121,0.9581196581196582,90-100%,24824,' towns',latin_word,34,34,1.0,0.0021852341014891863,71.29411764705883,London to Bath (A4) road between the towns of Reading (8 miles) and Newbury (
0,1077,0.9205128205128205,90-100%,11,"','",punct_or_symbol,34,34,1.0,0.00218422943726182,72.23529411764706,"branch is the Arbrook which drains Arbrook Common, a woodland of the mainly wooded Esher Commons.\n"
0,1096,0.9367521367521368,90-100%,323,' and',latin_word,34,34,1.0,0.0021588518284261227,73.67647058823529,"Commons.\nDocument: Woolhampton is a village and civil parish in West Berkshire, England. The village"
0,1132,0.9675213675213675,90-100%,21,'6',number,34,34,1.0,0.002140394411981106,75.82352941176471,of Reading (8 miles) and Newbury (6 miles). The village homes are clustered and are on
0,1109,0.9478632478632478,90-100%,642,'les',latin_word,34,34,1.0,0.0021357478108257055,77.32352941176471,"in West Berkshire, England. The village straddles the London to Bath (A4) road between"
0,1118,0.9555555555555556,90-100%,5636,' road',latin_word,34,34,1.0,0.0021246818359941244,76.23529411764706,addles the London to Bath (A4) road between the towns of Reading (8 miles) and
0,1111,0.9495726495726495,90-100%,7148,' London',latin_word,34,34,1.0,0.0021146219223737717,79.82352941176471,"Berkshire, England. The village straddles the London to Bath (A4) road between the towns"
0,1101,0.941025641025641,90-100%,90275,' Berkshire',latin_word,34,34,1.0,0.002099614590406418,78.32352941176471,"hampton is a village and civil parish in West Berkshire, England. The village straddles the London"
0,1035,0.8846153846153846,80-90%,3308,' course',latin_word,34,34,1.0,0.0020932627376168966,79.44117647058823,is a natural woodland feature for approximately half of its course before being variously culverted and a suburban garden
0,1098,0.9384615384615385,90-100%,51197,' parish',latin_word,34,34,1.0,0.002066105604171753,81.0,"Document: Woolhampton is a village and civil parish in West Berkshire, England. The village stradd"
0,1042,0.8905982905982905,80-90%,323,' and',latin_word,34,34,1.0,0.002064406406134367,84.44117647058823,"half of its course before being variously culverted and a suburban garden feature, passing between Thames Ditton"
0,1123,0.9598290598290599,90-100%,17769,' Reading',latin_word,34,34,1.0,0.0020604096353054047,81.97058823529412,Bath (A4) road between the towns of Reading (8 miles) and Newbury (6 miles
0,931,0.7957264957264957,70-80%,18,'3',number,34,34,1.0,0.002042544074356556,86.32352941176471,� 17 ''N 1 ° 38 ′ 33'' E ﻿ /
0,1122,0.958974358974359,90-100%,315,' of',latin_word,34,34,1.0,0.0020381934009492397,83.32352941176471,to Bath (A4) road between the towns of Reading (8 miles) and Newbury (6
0,1130,0.9658119658119658,90-100%,19603,'bury',latin_word,34,34,1.0,0.0020307369995862246,83.05882352941177,the towns of Reading (8 miles) and Newbury (6 miles). The village homes are clustered and
0,1119,0.9564102564102565,90-100%,1948,' between',latin_word,34,34,1.0,0.001994149060919881,85.88235294117646,les the London to Bath (A4) road between the towns of Reading (8 miles) and New
0,634,0.5418803418803418,50-60%,220,' ',space,34,34,1.0,0.0019861098844558,90.8529411764706,"og Fjordane county, Norway. Until 2010 the long road was part of"
0,1125,0.9615384615384616,90-100%,23,'8',number,34,34,1.0,0.001964451977983117,88.91176470588235,A4) road between the towns of Reading (8 miles) and Newbury (6 miles). The
0,1126,0.9623931623931624,90-100%,8756,' miles',latin_word,34,34,1.0,0.001958467299118638,88.05882352941177,4) road between the towns of Reading (8 miles) and Newbury (6 miles). The village
0,985,0.8418803418803419,80-90%,220,' ',space,34,34,1.0,0.0019571250304579735,95.17647058823529,; 1.64262 Length 83.5 km (52 mi)
0,1017,0.8692307692307693,80-90%,11,"','",punct_or_symbol,34,34,1.0,0.001935441279783845,91.6470588235294,"Rythe is a river or stream in north Surrey, England which is generally open and which is a natural"
0,1133,0.9683760683760684,90-100%,8756,' miles',latin_word,34,34,1.0,0.001934005762450397,89.76470588235294,Reading (8 miles) and Newbury (6 miles). The village homes are clustered and are on the
0,1108,0.947008547008547,90-100%,718,'add',latin_word,34,34,1.0,0.0019329135539010167,91.91176470588235,"parish in West Berkshire, England. The village straddles the London to Bath (A4) road"
0,745,0.6367521367521367,60-70%,17,'2',number,34,34,1.0,0.001932765357196331,92.08823529411765,Shipdham - elevation 79 m (259 ft) - coordinates 52 °
0,998,0.852991452991453,80-90%,279,' the',latin_word,34,34,1.0,0.0018992855912074447,94.1470588235294,.5 km (52 mi) Location of the river mouth within Norfolk\nDocument: The Rythe
0,1113,0.9512820512820512,90-100%,19161,' Bath',latin_word,34,34,1.0,0.0018846973543986678,94.41176470588235,England. The village straddles the London to Bath (A4) road between the towns of Reading
0,1095,0.9358974358974359,90-100%,14126,' village',latin_word,34,34,1.0,0.0018757921643555164,94.67647058823529,"sher Commons.\nDocument: Woolhampton is a village and civil parish in West Berkshire, England. The"
0,1106,0.9452991452991453,90-100%,14126,' village',latin_word,34,34,1.0,0.001861436408944428,96.02941176470588,"and civil parish in West Berkshire, England. The village straddles the London to Bath (A4"
0,1057,0.9034188034188034,90-100%,11,"','",punct_or_symbol,34,34,1.0,0.0018490473739802837,96.6470588235294,", passing between Thames Ditton and Long Ditton, then discharging into the Thames, its longest branch"
0,1006,0.8598290598290599,80-90%,576,' The',latin_word,34,34,1.0,0.0018374165520071983,99.17647058823529,Location of the river mouth within Norfolk\nDocument: The Rythe is a river or stream in north Surrey
0,1069,0.9136752136752136,90-100%,279,' the',latin_word,34,34,1.0,0.0018268944695591927,99.67647058823529,"discharging into the Thames, its longest branch is the Arbrook which drains Arbrook Common, a woodland"
0,794,0.6786324786324787,60-70%,13,'.',punct_or_symbol,34,34,1.0,0.0018267951672896743,103.97058823529412,2.6196 ° N 0.8386 ° E ﻿ / 5
0,1064,0.9094017094017094,90-100%,11,"','",punct_or_symbol,34,34,1.0,0.0018115714192390442,100.79411764705883,"Long Ditton, then discharging into the Thames, its longest branch is the Arbrook which drains Ar"
0,1099,0.9393162393162393,90-100%,304,' in',latin_word,34,34,1.0,0.001784325810149312,103.8529411764706,": Woolhampton is a village and civil parish in West Berkshire, England. The village straddles"
0,639,0.5461538461538461,50-60%,279,' the',latin_word,34,34,1.0,0.001762135187163949,107.05882352941177,"county, Norway. Until 2010 the long road was part of National Road 13"
0,1078,0.9213675213675213,90-100%,264,' a',latin_word,34,34,1.0,0.0017449721926823258,105.94117647058823,"is the Arbrook which drains Arbrook Common, a woodland of the mainly wooded Esher Commons.\nDocument"
0,694,0.5931623931623932,50-60%,279,' the',latin_word,34,34,1.0,0.0017272410914301872,107.26470588235294,National Tourist Routes in Norway. The road crosses the Gaularfjellet mountains.\nDocument:
0,1116,0.9538461538461539,90-100%,19,'4',number,34,34,1.0,0.0017213532701134682,107.88235294117646,village straddles the London to Bath (A4) road between the towns of Reading (8 miles
0,902,0.770940170940171,70-80%,26,';',punct_or_symbol,34,34,1.0,0.0017148950137197971,111.38235294117646,/ 52.58798; 1.64262 Coordinates:
0,1129,0.964957264957265,90-100%,1532,' New',latin_word,34,34,1.0,0.0017108285101130605,108.8529411764706,between the towns of Reading (8 miles) and Newbury (6 miles). The village homes are clustered
0,1090,0.9316239316239316,90-100%,46300,' Wool',latin_word,34,34,1.0,0.0016779005527496338,111.0,of the mainly wooded Esher Commons.\nDocument: Woolhampton is a village and civil parish in West
0,581,0.4965811965811966,40-50%,624,'.\n',punct_or_symbol,34,34,1.0,0.0016234712675213814,116.79411764705883,"in Britain, it suffers from heavy traffic and congestion.\nDocument: Norwegian County Road 13: County"
0,1107,0.9461538461538461,90-100%,607,' str',latin_word,34,34,1.0,0.0015983856283128262,117.52941176470588,"civil parish in West Berkshire, England. The village straddles the London to Bath (A4)"
0,1088,0.9299145299145299,90-100%,7524,'Document',latin_word,34,34,1.0,0.0015856660902500153,118.44117647058823,a woodland of the mainly wooded Esher Commons.\nDocument: Woolhampton is a village and civil parish
0,1092,0.9333333333333333,90-100%,18748,'pton',latin_word,34,34,1.0,0.0015277444617822766,126.91176470588235,"mainly wooded Esher Commons.\nDocument: Woolhampton is a village and civil parish in West Berkshire,"
0,1005,0.8589743589743589,80-90%,25,':',punct_or_symbol,34,34,1.0,0.0015160944312810898,124.44117647058823,) Location of the river mouth within Norfolk\nDocument: The Rythe is a river or stream in north
0,1079,0.9222222222222223,90-100%,97631,' woodland',latin_word,34,34,1.0,0.001504884916357696,126.8529411764706,"the Arbrook which drains Arbrook Common, a woodland of the mainly wooded Esher Commons.\nDocument:"
0,1100,0.9401709401709402,90-100%,4312,' West',latin_word,34,34,1.0,0.0015024584718048573,126.73529411764706,"Woolhampton is a village and civil parish in West Berkshire, England. The village straddles the"
0,690,0.5897435897435898,50-60%,13,'.',punct_or_symbol,34,34,1.0,0.0014906798023730516,127.58823529411765,as one of eighteen National Tourist Routes in Norway. The road crosses the Gaularfjellet
0,1097,0.9376068376068376,90-100%,8267,' civil',latin_word,34,34,1.0,0.001487630303017795,128.08823529411765,".\nDocument: Woolhampton is a village and civil parish in West Berkshire, England. The village str"
0,1053,0.9,90-100%,323,' and',latin_word,34,34,1.0,0.0014478651573881507,134.05882352941177,"a suburban garden feature, passing between Thames Ditton and Long Ditton, then discharging into the Thames"
0,11,0.009401709401709401,00-10%,279,' the',latin_word,34,34,1.0,0.0014288981910794973,135.41176470588235,": National Cycle Route 57 is part of the United Kingdom's National Cycle Network. When complete,"
0,657,0.5615384615384615,50-60%,279,' the',latin_word,34,34,1.0,0.0014252171386033297,135.6764705882353,13 but administrative reforms passed this part of the road to the county. County Road 13
0,702,0.6,60-70%,624,'.\n',punct_or_symbol,34,34,1.0,0.001421232707798481,136.88235294117646,road crosses the Gaularfjellet mountains.\nDocument: River Yare: Yare River The
0,363,0.31025641025641026,30-40%,279,' the',latin_word,34,34,1.0,0.001415570150129497,138.14705882352942,located on the A556 as part of the Northwich bypass.\nDocument: The Dartford-Th
0,1080,0.9230769230769231,90-100%,315,' of',latin_word,34,34,1.0,0.0014104093424975872,139.88235294117646,"Arbrook which drains Arbrook Common, a woodland of the mainly wooded Esher Commons.\nDocument: Wool"
0,1083,0.9256410256410257,90-100%,93371,' wooded',latin_word,34,34,1.0,0.0014034593477845192,138.73529411764707,"drains Arbrook Common, a woodland of the mainly wooded Esher Commons.\nDocument: Woolhampton is"
0,1068,0.9128205128205128,90-100%,374,' is',latin_word,34,34,1.0,0.0013892825227230787,140.6764705882353,"then discharging into the Thames, its longest branch is the Arbrook which drains Arbrook Common, a"
0,1086,0.9282051282051282,90-100%,25585,' Commons',latin_word,34,34,1.0,0.001364676863886416,148.23529411764707,"Common, a woodland of the mainly wooded Esher Commons.\nDocument: Woolhampton is a village and"
0,1072,0.9162393162393162,90-100%,892,' which',latin_word,34,34,1.0,0.0013480456545948982,146.58823529411765,"the Thames, its longest branch is the Arbrook which drains Arbrook Common, a woodland of the mainly"
0,995,0.8504273504273504,80-90%,8,')',punct_or_symbol,34,34,1.0,0.001330870552919805,149.11764705882354,83.5 km (52 mi) Location of the river mouth within Norfolk\nDocument:
0,433,0.3700854700854701,30-40%,13,'.',punct_or_symbol,34,34,1.0,0.0013204250717535615,150.26470588235293,the south and Thurrock in Essex in the north. It consists of two bored tunnels and the cable-st
0,662,0.5658119658119658,50-60%,13,'.',punct_or_symbol,34,34,1.0,0.001291234395466745,155.26470588235293,reforms passed this part of the road to the county. County Road 13 and a short section of
0,248,0.21196581196581196,20-30%,13,'.',punct_or_symbol,34,34,1.0,0.0012550817336887121,159.7941176470588,in Ireland connecting Ennis and Ennistymon. The route connects to the M18 Ennis
0,1065,0.9102564102564102,90-100%,1181,' its',latin_word,34,34,1.0,0.0012501589953899384,160.55882352941177,"Ditton, then discharging into the Thames, its longest branch is the Arbrook which drains Arbrook"
0,1084,0.9264957264957265,90-100%,468,' E',latin_word,34,34,1.0,0.0012368714669719338,165.05882352941177,"Arbrook Common, a woodland of the mainly wooded Esher Commons.\nDocument: Woolhampton is a"
1,1204,1.0,90-100%,624,'.\n',punct_or_symbol,34,34,1.0,0.014819473028182983,1.0,"are located in Vista, California, Switzerland and Japan.\n"
1,1097,0.9111295681063123,90-100%,279,' the',latin_word,34,34,1.0,0.007891069166362286,2.2058823529411766,"cakes, the most famous being a realistic replica of the Sydney Opera House for Australia Day 201"
1,834,0.6926910299003323,60-70%,220,' ',space,34,34,1.0,0.006573918275535107,4.0,"linville, Illinois. The building was constructed between 1909 and 1910"
1,1198,0.9950166112956811,90-100%,11,"','",punct_or_symbol,34,34,1.0,0.00650516152381897,3.823529411764706,". NAI's manufacturing facilities are located in Vista, California, Switzerland and Japan.\n"
1,1202,0.9983388704318937,90-100%,323,' and',latin_word,34,34,1.0,0.006337814498692751,4.411764705882353,"manufacturing facilities are located in Vista, California, Switzerland and Japan.\n"
1,1076,0.893687707641196,80-90%,2379,' They',latin_word,34,34,1.0,0.005842359736561775,6.176470588235294,", as well as for television and many magazines. They have also created a host of ‘stunt’"
1,1200,0.9966777408637874,90-100%,11,"','",punct_or_symbol,34,34,1.0,0.005472129210829735,7.117647058823529,"AI's manufacturing facilities are located in Vista, California, Switzerland and Japan.\n"
1,1188,0.9867109634551495,90-100%,13,'.',punct_or_symbol,34,34,1.0,0.00535229966044426,8.0,"241 employees in 2007. NAI's manufacturing facilities are located in Vista,"
1,1203,0.9991694352159468,90-100%,6323,' Japan',latin_word,34,34,1.0,0.005289915017783642,8.441176470588236,"facilities are located in Vista, California, Switzerland and Japan.\n"
1,1194,0.9916943521594684,90-100%,525,' are',latin_word,34,34,1.0,0.00468412833288312,10.235294117647058,"2007. NAI's manufacturing facilities are located in Vista, California, Switzerland and Japan.\n"
1,1201,0.9975083056478405,90-100%,29121,' Switzerland',latin_word,34,34,1.0,0.0043996707536280155,11.735294117647058,"'s manufacturing facilities are located in Vista, California, Switzerland and Japan.\n"
1,1196,0.9933554817275747,90-100%,304,' in',latin_word,34,34,1.0,0.00436520716175437,11.882352941176471,"07. NAI's manufacturing facilities are located in Vista, California, Switzerland and Japan.\n"
1,1195,0.9925249169435216,90-100%,7407,' located',latin_word,34,34,1.0,0.0040445830672979355,14.470588235294118,"007. NAI's manufacturing facilities are located in Vista, California, Switzerland and Japan.\n"
1,1156,0.9601328903654485,90-100%,13,'.',punct_or_symbol,34,34,1.0,0.004004384856671095,15.323529411764707,", California which manufactures nutritional supplements such as Juice Plus. NAI was founded in 1980"
1,1199,0.9958471760797342,90-100%,7043,' California',latin_word,34,34,1.0,0.004002731293439865,15.529411764705882,"NAI's manufacturing facilities are located in Vista, California, Switzerland and Japan.\n"
1,1174,0.9750830564784053,90-100%,11,"','",punct_or_symbol,34,34,1.0,0.003956586588174105,16.441176470588236,"980 by Mark A. LeDoux, and had 241 employees in 2"
1,1087,0.9028239202657807,90-100%,47569,' cakes',latin_word,34,34,1.0,0.003914171364158392,19.323529411764707,"have also created a host of ‘stunt’ cakes, the most famous being a realistic replica of the"
1,1193,0.9908637873754153,90-100%,12786,' facilities',latin_word,34,34,1.0,0.0038722038734704256,17.91176470588235,"2007. NAI's manufacturing facilities are located in Vista, California, Switzerland and Japan"
1,1191,0.989202657807309,90-100%,594,"""'s""",other_text,34,34,1.0,0.003805306041613221,18.705882352941178,"employees in 2007. NAI's manufacturing facilities are located in Vista, California, Switzerland"
1,1197,0.9941860465116279,90-100%,34612,' Vista',latin_word,34,34,1.0,0.0037530704867094755,19.676470588235293,"7. NAI's manufacturing facilities are located in Vista, California, Switzerland and Japan.\n"
1,1192,0.9900332225913622,90-100%,14919,' manufacturing',latin_word,34,34,1.0,0.0035838689655065536,21.61764705882353,"in 2007. NAI's manufacturing facilities are located in Vista, California, Switzerland and"
1,1183,0.9825581395348837,90-100%,220,' ',space,34,34,1.0,0.003365584649145603,23.470588235294116,"oux, and had 241 employees in 2007. NAI's manufacturing facilities"
1,1134,0.9418604651162791,90-100%,320,' (',punct_or_symbol,34,34,1.0,0.0033079420682042837,26.147058823529413,decorators to make.\nDocument: Natural Alternatives International (NAI) is an American company based in San
1,1146,0.9518272425249169,90-100%,11,"','",punct_or_symbol,34,34,1.0,0.0032187008764594793,26.264705882352942,"I) is an American company based in San Marcos, California which manufactures nutritional supplements such as Juice Plus."
1,1181,0.9808970099667774,90-100%,8256,' employees',latin_word,34,34,1.0,0.0031920792534947395,26.88235294117647,"LeDoux, and had 241 employees in 2007. NAI's"
1,1139,0.9460132890365448,90-100%,458,' an',latin_word,34,34,1.0,0.0031868729274719954,28.941176470588236,": Natural Alternatives International (NAI) is an American company based in San Marcos, California which manufactures"
