example_id,rate,method,heldout_query_idx,heldout_query_label,jaccard_with_online_per_doc,coverage_online_by_offline,coverage_offline_by_online,offline_selected_count,online_selected_count,fixed_set_npz,uses_current_example_question_for_offline_set
0,0.05,qk_calib_per_chunk_frequency,5,native_template,0.6448598130841121,0.7840909090909091,0.7840909090909091,352,352,chunk_fixed_sets_npz/example000_rate0p05_chunk_local_sets.npz,False
0,0.05,random_per_chunk,5,native_template,0.02177068214804064,0.04261363636363636,0.04261363636363636,352,352,chunk_fixed_sets_npz/example000_rate0p05_chunk_local_sets.npz,False
0,0.05,qk_calib_per_chunk_frequency,6,native_template,0.6183908045977011,0.7642045454545454,0.7642045454545454,352,352,chunk_fixed_sets_npz/example000_rate0p05_chunk_local_sets.npz,False
0,0.05,random_per_chunk,6,native_template,0.024745269286754003,0.048295454545454544,0.048295454545454544,352,352,chunk_fixed_sets_npz/example000_rate0p05_chunk_local_sets.npz,False
0,0.05,qk_calib_per_chunk_frequency,7,native_template,0.6109839816933639,0.7585227272727273,0.7585227272727273,352,352,chunk_fixed_sets_npz/example000_rate0p05_chunk_local_sets.npz,False
0,0.05,random_per_chunk,7,native_template,0.02177068214804064,0.04261363636363636,0.04261363636363636,352,352,chunk_fixed_sets_npz/example000_rate0p05_chunk_local_sets.npz,False
0,0.05,qk_calib_per_chunk_frequency,8,native_template,0.6183908045977011,0.7642045454545454,0.7642045454545454,352,352,chunk_fixed_sets_npz/example000_rate0p05_chunk_local_sets.npz,False
0,0.05,random_per_chunk,8,native_template,0.024745269286754003,0.048295454545454544,0.048295454545454544,352,352,chunk_fixed_sets_npz/example000_rate0p05_chunk_local_sets.npz,False
0,0.05,qk_calib_per_chunk_frequency,9,native_template,0.6564705882352941,0.7926136363636364,0.7926136363636364,352,352,chunk_fixed_sets_npz/example000_rate0p05_chunk_local_sets.npz,False
0,0.05,random_per_chunk,9,native_template,0.023255813953488372,0.045454545454545456,0.045454545454545456,352,352,chunk_fixed_sets_npz/example000_rate0p05_chunk_local_sets.npz,False
0,0.05,qk_calib_per_chunk_frequency,10,native_template,0.6109839816933639,0.7585227272727273,0.7585227272727273,352,352,chunk_fixed_sets_npz/example000_rate0p05_chunk_local_sets.npz,False
0,0.05,random_per_chunk,10,native_template,0.023255813953488372,0.045454545454545456,0.045454545454545456,352,352,chunk_fixed_sets_npz/example000_rate0p05_chunk_local_sets.npz,False
0,0.1,qk_calib_per_chunk_frequency,0,native,0.6054421768707483,0.7542372881355932,0.7542372881355932,708,708,chunk_fixed_sets_npz/example000_rate0p1_chunk_local_sets.npz,False
0,0.1,random_per_chunk,0,native,0.04656319290465632,0.08898305084745763,0.08898305084745763,708,708,chunk_fixed_sets_npz/example000_rate0p1_chunk_local_sets.npz,False
0,0.1,qk_calib_per_chunk_frequency,1,native_template,0.631336405529954,0.7740112994350282,0.7740112994350282,708,708,chunk_fixed_sets_npz/example000_rate0p1_chunk_local_sets.npz,False
0,0.1,random_per_chunk,1,native_template,0.042709867452135494,0.08192090395480225,0.08192090395480225,708,708,chunk_fixed_sets_npz/example000_rate0p1_chunk_local_sets.npz,False
0,0.1,qk_calib_per_chunk_frequency,2,native_template,0.642691415313225,0.7824858757062146,0.7824858757062146,708,708,chunk_fixed_sets_npz/example000_rate0p1_chunk_local_sets.npz,False
0,0.1,random_per_chunk,2,native_template,0.04656319290465632,0.08898305084745763,0.08898305084745763,708,708,chunk_fixed_sets_npz/example000_rate0p1_chunk_local_sets.npz,False
0,0.1,qk_calib_per_chunk_frequency,3,native_template,0.6257175660160735,0.769774011299435,0.769774011299435,708,708,chunk_fixed_sets_npz/example000_rate0p1_chunk_local_sets.npz,False
0,0.1,random_per_chunk,3,native_template,0.043478260869565216,0.08333333333333333,0.08333333333333333,708,708,chunk_fixed_sets_npz/example000_rate0p1_chunk_local_sets.npz,False
0,0.1,qk_calib_per_chunk_frequency,4,native_template,0.6388888888888888,0.7796610169491526,0.7796610169491526,708,708,chunk_fixed_sets_npz/example000_rate0p1_chunk_local_sets.npz,False
0,0.1,random_per_chunk,4,native_template,0.04194260485651214,0.08050847457627118,0.08050847457627118,708,708,chunk_fixed_sets_npz/example000_rate0p1_chunk_local_sets.npz,False
0,0.1,qk_calib_per_chunk_frequency,5,native_template,0.6465116279069767,0.7853107344632768,0.7853107344632768,708,708,chunk_fixed_sets_npz/example000_rate0p1_chunk_local_sets.npz,False
0,0.1,random_per_chunk,5,native_template,0.04424778761061947,0.0847457627118644,0.0847457627118644,708,708,chunk_fixed_sets_npz/example000_rate0p1_chunk_local_sets.npz,False
0,0.1,qk_calib_per_chunk_frequency,6,native_template,0.6445993031358885,0.7838983050847458,0.7838983050847458,708,708,chunk_fixed_sets_npz/example000_rate0p1_chunk_local_sets.npz,False
0,0.1,random_per_chunk,6,native_template,0.041176470588235294,0.07909604519774012,0.07909604519774012,708,708,chunk_fixed_sets_npz/example000_rate0p1_chunk_local_sets.npz,False
0,0.1,qk_calib_per_chunk_frequency,7,native_template,0.6503496503496503,0.788135593220339,0.788135593220339,708,708,chunk_fixed_sets_npz/example000_rate0p1_chunk_local_sets.npz,False
0,0.1,random_per_chunk,7,native_template,0.04579025110782865,0.08757062146892655,0.08757062146892655,708,708,chunk_fixed_sets_npz/example000_rate0p1_chunk_local_sets.npz,False
0,0.1,qk_calib_per_chunk_frequency,8,native_template,0.631336405529954,0.7740112994350282,0.7740112994350282,708,708,chunk_fixed_sets_npz/example000_rate0p1_chunk_local_sets.npz,False
0,0.1,random_per_chunk,8,native_template,0.042709867452135494,0.08192090395480225,0.08192090395480225,708,708,chunk_fixed_sets_npz/example000_rate0p1_chunk_local_sets.npz,False
0,0.1,qk_calib_per_chunk_frequency,9,native_template,0.65807962529274,0.7937853107344632,0.7937853107344632,708,708,chunk_fixed_sets_npz/example000_rate0p1_chunk_local_sets.npz,False
0,0.1,random_per_chunk,9,native_template,0.045018450184501846,0.08615819209039548,0.08615819209039548,708,708,chunk_fixed_sets_npz/example000_rate0p1_chunk_local_sets.npz,False
0,0.1,qk_calib_per_chunk_frequency,10,native_template,0.6407879490150638,0.7810734463276836,0.7810734463276836,708,708,chunk_fixed_sets_npz/example000_rate0p1_chunk_local_sets.npz,False
0,0.1,random_per_chunk,10,native_template,0.04424778761061947,0.0847457627118644,0.0847457627118644,708,708,chunk_fixed_sets_npz/example000_rate0p1_chunk_local_sets.npz,False
0,0.15,qk_calib_per_chunk_frequency,0,native,0.6401544401544401,0.78060263653484,0.78060263653484,1062,1062,chunk_fixed_sets_npz/example000_rate0p15_chunk_local_sets.npz,False
0,0.15,random_per_chunk,0,native,0.07817258883248732,0.14500941619585686,0.14500941619585686,1062,1062,chunk_fixed_sets_npz/example000_rate0p15_chunk_local_sets.npz,False
0,0.15,qk_calib_per_chunk_frequency,1,native_template,0.6684996072270227,0.8013182674199624,0.8013182674199624,1062,1062,chunk_fixed_sets_npz/example000_rate0p15_chunk_local_sets.npz,False
0,0.15,random_per_chunk,1,native_template,0.07598784194528875,0.14124293785310735,0.14124293785310735,1062,1062,chunk_fixed_sets_npz/example000_rate0p15_chunk_local_sets.npz,False
0,0.15,qk_calib_per_chunk_frequency,2,native_template,0.6684996072270227,0.8013182674199624,0.8013182674199624,1062,1062,chunk_fixed_sets_npz/example000_rate0p15_chunk_local_sets.npz,False
0,0.15,random_per_chunk,2,native_template,0.07489878542510121,0.1393596986817326,0.1393596986817326,1062,1062,chunk_fixed_sets_npz/example000_rate0p15_chunk_local_sets.npz,False
0,0.15,qk_calib_per_chunk_frequency,3,native_template,0.6671899529042387,0.800376647834275,0.800376647834275,1062,1062,chunk_fixed_sets_npz/example000_rate0p15_chunk_local_sets.npz,False
0,0.15,random_per_chunk,3,native_template,0.07707910750507099,0.1431261770244821,0.1431261770244821,1062,1062,chunk_fixed_sets_npz/example000_rate0p15_chunk_local_sets.npz,False
0,0.15,qk_calib_per_chunk_frequency,4,native_template,0.6724409448818898,0.8041431261770244,0.8041431261770244,1062,1062,chunk_fixed_sets_npz/example000_rate0p15_chunk_local_sets.npz,False
0,0.15,random_per_chunk,4,native_template,0.07544303797468355,0.14030131826741996,0.14030131826741996,1062,1062,chunk_fixed_sets_npz/example000_rate0p15_chunk_local_sets.npz,False
0,0.15,qk_calib_per_chunk_frequency,5,native_template,0.687053216838761,0.8145009416195856,0.8145009416195856,1062,1062,chunk_fixed_sets_npz/example000_rate0p15_chunk_local_sets.npz,False
0,0.15,random_per_chunk,5,native_template,0.0776255707762557,0.1440677966101695,0.1440677966101695,1062,1062,chunk_fixed_sets_npz/example000_rate0p15_chunk_local_sets.npz,False
0,0.15,qk_calib_per_chunk_frequency,6,native_template,0.6777251184834123,0.807909604519774,0.807909604519774,1062,1062,chunk_fixed_sets_npz/example000_rate0p15_chunk_local_sets.npz,False
0,0.15,random_per_chunk,6,native_template,0.07544303797468355,0.14030131826741996,0.14030131826741996,1062,1062,chunk_fixed_sets_npz/example000_rate0p15_chunk_local_sets.npz,False
0,0.15,qk_calib_per_chunk_frequency,7,native_template,0.6764009471191792,0.8069679849340866,0.8069679849340866,1062,1062,chunk_fixed_sets_npz/example000_rate0p15_chunk_local_sets.npz,False
0,0.15,random_per_chunk,7,native_template,0.07435508345978756,0.1384180790960452,0.1384180790960452,1062,1062,chunk_fixed_sets_npz/example000_rate0p15_chunk_local_sets.npz,False
0,0.15,qk_calib_per_chunk_frequency,8,native_template,0.6671899529042387,0.800376647834275,0.800376647834275,1062,1062,chunk_fixed_sets_npz/example000_rate0p15_chunk_local_sets.npz,False
0,0.15,random_per_chunk,8,native_template,0.07544303797468355,0.14030131826741996,0.14030131826741996,1062,1062,chunk_fixed_sets_npz/example000_rate0p15_chunk_local_sets.npz,False
0,0.15,qk_calib_per_chunk_frequency,9,native_template,0.6883942766295708,0.815442561205273,0.815442561205273,1062,1062,chunk_fixed_sets_npz/example000_rate0p15_chunk_local_sets.npz,False
0,0.15,random_per_chunk,9,native_template,0.07817258883248732,0.14500941619585686,0.14500941619585686,1062,1062,chunk_fixed_sets_npz/example000_rate0p15_chunk_local_sets.npz,False
0,0.15,qk_calib_per_chunk_frequency,10,native_template,0.6750788643533123,0.8060263653483992,0.8060263653483992,1062,1062,chunk_fixed_sets_npz/example000_rate0p15_chunk_local_sets.npz,False
0,0.15,random_per_chunk,10,native_template,0.07489878542510121,0.1393596986817326,0.1393596986817326,1062,1062,chunk_fixed_sets_npz/example000_rate0p15_chunk_local_sets.npz,False
0,0.3,qk_calib_per_chunk_frequency,0,native,0.7266828872668288,0.841709722874589,0.841709722874589,2129,2129,chunk_fixed_sets_npz/example000_rate0p3_chunk_local_sets.npz,False
0,0.3,random_per_chunk,0,native,0.17364939360529216,0.2959135744480977,0.2959135744480977,2129,2129,chunk_fixed_sets_npz/example000_rate0p3_chunk_local_sets.npz,False
0,0.3,qk_calib_per_chunk_frequency,1,native_template,0.7315982106547377,0.8449976514795678,0.8449976514795678,2129,2129,chunk_fixed_sets_npz/example000_rate0p3_chunk_local_sets.npz,False
0,0.3,random_per_chunk,1,native_template,0.1746206896551724,0.29732268670737433,0.29732268670737433,2129,2129,chunk_fixed_sets_npz/example000_rate0p3_chunk_local_sets.npz,False
0,0.3,qk_calib_per_chunk_frequency,2,native_template,0.736541598694943,0.8482855800845467,0.8482855800845467,2129,2129,chunk_fixed_sets_npz/example000_rate0p3_chunk_local_sets.npz,False
0,0.3,random_per_chunk,2,native_template,0.1746206896551724,0.29732268670737433,0.29732268670737433,2129,2129,chunk_fixed_sets_npz/example000_rate0p3_chunk_local_sets.npz,False
0,0.3,qk_calib_per_chunk_frequency,3,native_template,0.7238866396761133,0.8398309065288868,0.8398309065288868,2129,2129,chunk_fixed_sets_npz/example000_rate0p3_chunk_local_sets.npz,False
0,0.3,random_per_chunk,3,native_template,0.1746206896551724,0.29732268670737433,0.29732268670737433,2129,2129,chunk_fixed_sets_npz/example000_rate0p3_chunk_local_sets.npz,False
0,0.3,qk_calib_per_chunk_frequency,4,native_template,0.7315982106547377,0.8449976514795678,0.8449976514795678,2129,2129,chunk_fixed_sets_npz/example000_rate0p3_chunk_local_sets.npz,False
0,0.3,random_per_chunk,4,native_template,0.1749448123620309,0.29779239079379993,0.29779239079379993,2129,2129,chunk_fixed_sets_npz/example000_rate0p3_chunk_local_sets.npz,False
0,0.3,qk_calib_per_chunk_frequency,5,native_template,0.7522633744855967,0.8586190699859089,0.8586190699859089,2129,2129,chunk_fixed_sets_npz/example000_rate0p3_chunk_local_sets.npz,False
0,0.3,random_per_chunk,5,native_template,0.17429674572531714,0.2968529826209488,0.2968529826209488,2129,2129,chunk_fixed_sets_npz/example000_rate0p3_chunk_local_sets.npz,False
0,0.3,qk_calib_per_chunk_frequency,6,native_template,0.7393790849673203,0.850164396430249,0.850164396430249,2129,2129,chunk_fixed_sets_npz/example000_rate0p3_chunk_local_sets.npz,False
0,0.3,random_per_chunk,6,native_template,0.1746206896551724,0.29732268670737433,0.29732268670737433,2129,2129,chunk_fixed_sets_npz/example000_rate0p3_chunk_local_sets.npz,False
0,0.3,qk_calib_per_chunk_frequency,7,native_template,0.7344195519348269,0.84687646782527,0.84687646782527,2129,2129,chunk_fixed_sets_npz/example000_rate0p3_chunk_local_sets.npz,False
0,0.3,random_per_chunk,7,native_template,0.1749448123620309,0.29779239079379993,0.29779239079379993,2129,2129,chunk_fixed_sets_npz/example000_rate0p3_chunk_local_sets.npz,False
0,0.3,qk_calib_per_chunk_frequency,8,native_template,0.7308943089430894,0.8445279473931423,0.8445279473931423,2129,2129,chunk_fixed_sets_npz/example000_rate0p3_chunk_local_sets.npz,False
0,0.3,random_per_chunk,8,native_template,0.1746206896551724,0.29732268670737433,0.29732268670737433,2129,2129,chunk_fixed_sets_npz/example000_rate0p3_chunk_local_sets.npz,False
0,0.3,qk_calib_per_chunk_frequency,9,native_template,0.7515425750719869,0.8581493658994833,0.8581493658994833,2129,2129,chunk_fixed_sets_npz/example000_rate0p3_chunk_local_sets.npz,False
0,0.3,random_per_chunk,9,native_template,0.17689331122166943,0.3006106153123532,0.3006106153123532,2129,2129,chunk_fixed_sets_npz/example000_rate0p3_chunk_local_sets.npz,False
0,0.3,qk_calib_per_chunk_frequency,10,native_template,0.7245848521668692,0.8403006106153124,0.8403006106153124,2129,2129,chunk_fixed_sets_npz/example000_rate0p3_chunk_local_sets.npz,False
0,0.3,random_per_chunk,10,native_template,0.17332598511986774,0.29544387036167213,0.29544387036167213,2129,2129,chunk_fixed_sets_npz/example000_rate0p3_chunk_local_sets.npz,False
0,0.5,qk_calib_per_chunk_frequency,0,native,0.8253723677452491,0.9043331457512662,0.9043331457512662,3554,3554,chunk_fixed_sets_npz/example000_rate0p5_chunk_local_sets.npz,False
0,0.5,random_per_chunk,0,native,0.329343557134842,0.4954980303882949,0.4954980303882949,3554,3554,chunk_fixed_sets_npz/example000_rate0p5_chunk_local_sets.npz,False
0,0.5,qk_calib_per_chunk_frequency,1,native_template,0.8272493573264782,0.9054586381541925,0.9054586381541925,3554,3554,chunk_fixed_sets_npz/example000_rate0p5_chunk_local_sets.npz,False
0,0.5,random_per_chunk,1,native_template,0.33058779483339573,0.49690489589195275,0.49690489589195275,3554,3554,chunk_fixed_sets_npz/example000_rate0p5_chunk_local_sets.npz,False
0,0.5,qk_calib_per_chunk_frequency,2,native_template,0.8300720906282183,0.9071468767585819,0.9071468767585819,3554,3554,chunk_fixed_sets_npz/example000_rate0p5_chunk_local_sets.npz,False
0,0.5,random_per_chunk,2,native_template,0.3285981308411215,0.4946539110861002,0.4946539110861002,3554,3554,chunk_fixed_sets_npz/example000_rate0p5_chunk_local_sets.npz,False
0,0.5,qk_calib_per_chunk_frequency,3,native_template,0.8291302110138961,0.9065841305571187,0.9065841305571187,3554,3554,chunk_fixed_sets_npz/example000_rate0p5_chunk_local_sets.npz,False
0,0.5,random_per_chunk,3,native_template,0.329343557134842,0.4954980303882949,0.4954980303882949,3554,3554,chunk_fixed_sets_npz/example000_rate0p5_chunk_local_sets.npz,False
0,0.5,qk_calib_per_chunk_frequency,4,native_template,0.8343225806451613,0.909679234665166,0.909679234665166,3554,3554,chunk_fixed_sets_npz/example000_rate0p5_chunk_local_sets.npz,False
0,0.5,random_per_chunk,4,native_template,0.3310861423220974,0.4974676420934159,0.4974676420934159,3554,3554,chunk_fixed_sets_npz/example000_rate0p5_chunk_local_sets.npz,False
0,0.5,qk_calib_per_chunk_frequency,5,native_template,0.8428830697433238,0.9147439504783342,0.9147439504783342,3554,3554,chunk_fixed_sets_npz/example000_rate0p5_chunk_local_sets.npz,False
0,0.5,random_per_chunk,5,native_template,0.3315848632446609,0.498030388294879,0.498030388294879,3554,3554,chunk_fixed_sets_npz/example000_rate0p5_chunk_local_sets.npz,False
0,0.5,qk_calib_per_chunk_frequency,6,native_template,0.8310149407521896,0.907709622960045,0.907709622960045,3554,3554,chunk_fixed_sets_npz/example000_rate0p5_chunk_local_sets.npz,False
0,0.5,random_per_chunk,6,native_template,0.3288465133669845,0.49493528418683175,0.49493528418683175,3554,3554,chunk_fixed_sets_npz/example000_rate0p5_chunk_local_sets.npz,False
0,0.5,qk_calib_per_chunk_frequency,7,native_template,0.8253723677452491,0.9043331457512662,0.9043331457512662,3554,3554,chunk_fixed_sets_npz/example000_rate0p5_chunk_local_sets.npz,False
0,0.5,random_per_chunk,7,native_template,0.3323336457357076,0.49887450759707375,0.49887450759707375,3554,3554,chunk_fixed_sets_npz/example000_rate0p5_chunk_local_sets.npz,False
0,0.5,qk_calib_per_chunk_frequency,8,native_template,0.8314867302241691,0.9079909960607766,0.9079909960607766,3554,3554,chunk_fixed_sets_npz/example000_rate0p5_chunk_local_sets.npz,False
0,0.5,random_per_chunk,8,native_template,0.32984097287184283,0.496060776589758,0.496060776589758,3554,3554,chunk_fixed_sets_npz/example000_rate0p5_chunk_local_sets.npz,False
0,0.5,qk_calib_per_chunk_frequency,9,native_template,0.8462337662337662,0.9167135621834552,0.9167135621834552,3554,3554,chunk_fixed_sets_npz/example000_rate0p5_chunk_local_sets.npz,False
0,0.5,random_per_chunk,9,native_template,0.329343557134842,0.4954980303882949,0.4954980303882949,3554,3554,chunk_fixed_sets_npz/example000_rate0p5_chunk_local_sets.npz,False
0,0.5,qk_calib_per_chunk_frequency,10,native_template,0.8267797481367257,0.9051772650534609,0.9051772650534609,3554,3554,chunk_fixed_sets_npz/example000_rate0p5_chunk_local_sets.npz,False
0,0.5,random_per_chunk,10,native_template,0.3308369219247332,0.4971862689926843,0.4971862689926843,3554,3554,chunk_fixed_sets_npz/example000_rate0p5_chunk_local_sets.npz,False
1,0.05,qk_calib_per_chunk_frequency,0,native,0.6336448598130842,0.7757437070938215,0.7757437070938215,437,437,chunk_fixed_sets_npz/example001_rate0p05_chunk_local_sets.npz,False
1,0.05,random_per_chunk,0,native,0.0234192037470726,0.04576659038901602,0.04576659038901602,437,437,chunk_fixed_sets_npz/example001_rate0p05_chunk_local_sets.npz,False
1,0.05,qk_calib_per_chunk_frequency,1,native_template,0.6305970149253731,0.7734553775743707,0.7734553775743707,437,437,chunk_fixed_sets_npz/example001_rate0p05_chunk_local_sets.npz,False
1,0.05,random_per_chunk,1,native_template,0.025821596244131457,0.05034324942791762,0.05034324942791762,437,437,chunk_fixed_sets_npz/example001_rate0p05_chunk_local_sets.npz,False
1,0.05,qk_calib_per_chunk_frequency,2,native_template,0.5948905109489051,0.7459954233409611,0.7459954233409611,437,437,chunk_fixed_sets_npz/example001_rate0p05_chunk_local_sets.npz,False
1,0.05,random_per_chunk,2,native_template,0.022222222222222223,0.043478260869565216,0.043478260869565216,437,437,chunk_fixed_sets_npz/example001_rate0p05_chunk_local_sets.npz,False
1,0.05,qk_calib_per_chunk_frequency,3,native_template,0.6367041198501873,0.7780320366132724,0.7780320366132724,437,437,chunk_fixed_sets_npz/example001_rate0p05_chunk_local_sets.npz,False
1,0.05,random_per_chunk,3,native_template,0.025821596244131457,0.05034324942791762,0.05034324942791762,437,437,chunk_fixed_sets_npz/example001_rate0p05_chunk_local_sets.npz,False
1,0.05,qk_calib_per_chunk_frequency,4,native_template,0.6490566037735849,0.7871853546910755,0.7871853546910755,437,437,chunk_fixed_sets_npz/example001_rate0p05_chunk_local_sets.npz,False
1,0.05,random_per_chunk,4,native_template,0.025821596244131457,0.05034324942791762,0.05034324942791762,437,437,chunk_fixed_sets_npz/example001_rate0p05_chunk_local_sets.npz,False
1,0.05,qk_calib_per_chunk_frequency,5,native_template,0.6679389312977099,0.8009153318077803,0.8009153318077803,437,437,chunk_fixed_sets_npz/example001_rate0p05_chunk_local_sets.npz,False
1,0.05,random_per_chunk,5,native_template,0.0234192037470726,0.04576659038901602,0.04576659038901602,437,437,chunk_fixed_sets_npz/example001_rate0p05_chunk_local_sets.npz,False
1,0.05,qk_calib_per_chunk_frequency,6,native_template,0.6490566037735849,0.7871853546910755,0.7871853546910755,437,437,chunk_fixed_sets_npz/example001_rate0p05_chunk_local_sets.npz,False
1,0.05,random_per_chunk,6,native_template,0.0234192037470726,0.04576659038901602,0.04576659038901602,437,437,chunk_fixed_sets_npz/example001_rate0p05_chunk_local_sets.npz,False
1,0.05,qk_calib_per_chunk_frequency,7,native_template,0.6584440227703985,0.7940503432494279,0.7940503432494279,437,437,chunk_fixed_sets_npz/example001_rate0p05_chunk_local_sets.npz,False
1,0.05,random_per_chunk,7,native_template,0.025821596244131457,0.05034324942791762,0.05034324942791762,437,437,chunk_fixed_sets_npz/example001_rate0p05_chunk_local_sets.npz,False
1,0.05,qk_calib_per_chunk_frequency,8,native_template,0.6428571428571429,0.782608695652174,0.782608695652174,437,437,chunk_fixed_sets_npz/example001_rate0p05_chunk_local_sets.npz,False
1,0.05,random_per_chunk,8,native_template,0.0246189917936694,0.04805491990846682,0.04805491990846682,437,437,chunk_fixed_sets_npz/example001_rate0p05_chunk_local_sets.npz,False
1,0.05,qk_calib_per_chunk_frequency,9,native_template,0.6711281070745698,0.8032036613272311,0.8032036613272311,437,437,chunk_fixed_sets_npz/example001_rate0p05_chunk_local_sets.npz,False
1,0.05,random_per_chunk,9,native_template,0.0246189917936694,0.04805491990846682,0.04805491990846682,437,437,chunk_fixed_sets_npz/example001_rate0p05_chunk_local_sets.npz,False
1,0.05,qk_calib_per_chunk_frequency,10,native_template,0.6521739130434783,0.7894736842105263,0.7894736842105263,437,437,chunk_fixed_sets_npz/example001_rate0p05_chunk_local_sets.npz,False
1,0.05,random_per_chunk,10,native_template,0.0246189917936694,0.04805491990846682,0.04805491990846682,437,437,chunk_fixed_sets_npz/example001_rate0p05_chunk_local_sets.npz,False
1,0.1,qk_calib_per_chunk_frequency,0,native,0.6348470806302131,0.7766439909297053,0.7766439909297053,882,882,chunk_fixed_sets_npz/example001_rate0p1_chunk_local_sets.npz,False
1,0.1,random_per_chunk,0,native,0.05250596658711217,0.09977324263038549,0.09977324263038549,882,882,chunk_fixed_sets_npz/example001_rate0p1_chunk_local_sets.npz,False
1,0.1,qk_calib_per_chunk_frequency,1,native_template,0.6424581005586593,0.782312925170068,0.782312925170068,882,882,chunk_fixed_sets_npz/example001_rate0p1_chunk_local_sets.npz,False
1,0.1,random_per_chunk,1,native_template,0.05502392344497608,0.10430839002267574,0.10430839002267574,882,882,chunk_fixed_sets_npz/example001_rate0p1_chunk_local_sets.npz,False
1,0.1,qk_calib_per_chunk_frequency,2,native_template,0.6333333333333333,0.7755102040816326,0.7755102040816326,882,882,chunk_fixed_sets_npz/example001_rate0p1_chunk_local_sets.npz,False
1,0.1,random_per_chunk,2,native_template,0.05439330543933055,0.10317460317460317,0.10317460317460317,882,882,chunk_fixed_sets_npz/example001_rate0p1_chunk_local_sets.npz,False
1,0.1,qk_calib_per_chunk_frequency,3,native_template,0.6470588235294118,0.7857142857142857,0.7857142857142857,882,882,chunk_fixed_sets_npz/example001_rate0p1_chunk_local_sets.npz,False
1,0.1,random_per_chunk,3,native_template,0.05062537224538416,0.0963718820861678,0.0963718820861678,882,882,chunk_fixed_sets_npz/example001_rate0p1_chunk_local_sets.npz,False
1,0.1,qk_calib_per_chunk_frequency,4,native_template,0.6394052044609665,0.780045351473923,0.780045351473923,882,882,chunk_fixed_sets_npz/example001_rate0p1_chunk_local_sets.npz,False
1,0.1,random_per_chunk,4,native_template,0.05818836232753449,0.10997732426303855,0.10997732426303855,882,882,chunk_fixed_sets_npz/example001_rate0p1_chunk_local_sets.npz,False
1,0.1,qk_calib_per_chunk_frequency,5,native_template,0.6578947368421053,0.7936507936507936,0.7936507936507936,882,882,chunk_fixed_sets_npz/example001_rate0p1_chunk_local_sets.npz,False
1,0.1,random_per_chunk,5,native_template,0.053763440860215055,0.10204081632653061,0.10204081632653061,882,882,chunk_fixed_sets_npz/example001_rate0p1_chunk_local_sets.npz,False
1,0.1,qk_calib_per_chunk_frequency,6,native_template,0.6424581005586593,0.782312925170068,0.782312925170068,882,882,chunk_fixed_sets_npz/example001_rate0p1_chunk_local_sets.npz,False
1,0.1,random_per_chunk,6,native_template,0.05502392344497608,0.10430839002267574,0.10430839002267574,882,882,chunk_fixed_sets_npz/example001_rate0p1_chunk_local_sets.npz,False
1,0.1,qk_calib_per_chunk_frequency,7,native_template,0.6470588235294118,0.7857142857142857,0.7857142857142857,882,882,chunk_fixed_sets_npz/example001_rate0p1_chunk_local_sets.npz,False
1,0.1,random_per_chunk,7,native_template,0.053763440860215055,0.10204081632653061,0.10204081632653061,882,882,chunk_fixed_sets_npz/example001_rate0p1_chunk_local_sets.npz,False
1,0.1,qk_calib_per_chunk_frequency,8,native_template,0.6485981308411215,0.7868480725623582,0.7868480725623582,882,882,chunk_fixed_sets_npz/example001_rate0p1_chunk_local_sets.npz,False
