Question,Real Answer,Pred Answer
Who wrote the 1974 novel ‘Carrie’?,Stephen King,Stephen King
Tennis player Mary Pierce was born in which country in January 1975?,Canada,Canada
Elapidae Naja is the scientific name for which snake?,Cobras,Indian cobra
What is the title of the 1959 film in which Hayley Mills plays a young girl who befriends a murderous Polish sailor?,Tiger Bay,Tiger Bay
"The Black Shadow and Black Prince are two motorcycle models made in the 1950's, by whom?",Vincent,Vincent Motorcycles
Who were Tom and Barbara's neighbours in The Good Life?,Margo and Jerry Leadbetter,Margo and Jerry Leadbetter
Which sitcom actor presents Scrapheap Challenge?,Robert Llewellyn,Robert Llewellyn
"Who joined the Eggheads team in 2008, having won Are You An Egghead?",Barry Simmons,Pat Gibson
What was the name of the 1927 film that was directed by Fritz Lang and featured a robot called Maria that inspired George Lucas to create the character C-3PO?,Metropolis,Metropolis
"Deborah, Diana, Jessica and Pamela were some of the members of which family?",Mitford,Mitford
Which fictional division of the Jersey police employed the services of Jim Bergerac?,Le Bureau des Étrangers,Le Bureau des Étrangers
What is the name of the fictional island that provides the setting for Death in Paradise?,Saint-Marie,Saint Marie
"What is the first name of the mother of Jemima Khan and widow of Sir James Goldsmith, after whom one of London's most exclusive night clubs was named?",Annabel,Shaukat
"Which celebrity chef is the owner of the three Michelin-starred restaurant, The Fat Duck, in Bray, Berkshire, which has been voted the Best Restaurant in the UK for the past six yearsby The Good Food Guide ?",The Big Fat Duck Cookbook,Heston Blumenthal
"""Which jockey rode 50/1 outsider """"Last Suspect"""" to victory in the 1985 Grand National?""",Hywel Davies,Hywel Davies
On a Monopoly board what makes up the set with Coventry Street and Leicester Square?,Piccadilly,Piccadilly
Whose first two hit albums were No Parlez and The Secret of Association ?,Paul Young,Paul Young
"Who wrote the Christmas story, The Snowman?",Raymond Briggs,Hans Christian Andersen
Who played Lord Melchett in the TV comedy series Blackadder II?,Stephen Fry,Stephen Fry
Who had and 80s NO 1 with The Tide is High?,Blondie,The Paragons
Who had a 50s No 1 with Stagger Lee?,Lloyd Price,Lloyd Price
Who succeeded Henry Cooper as British Heavyweight Boxing Champion?,Joe Bugner,Joe Erskine
How many squares are on a Spear’s Games Snakes and Ladders board?,100,100
How many Jokers are in a standard pack of cards?,2,0
Which animal is depicted as the face of breakfast cereal Coco Pops?,Monkey,Coco the Monkey
What is the name of the fictional road on the council estate to which the Queen and her family have to move in the 1992 novel ‘The Queen and I’ by Sue Townsend?,Hellebore Close,Hellebore Close
Muharram is the first month in which religious calender?,Islami,Islamic
Who wrote the children’s series of ‘Mr Men’ books?,Roger Hargreaves,Roger Hargreaves
What does a pluviometer measure?,Rainfall,A pluviometer measures rainfall.
How many chains are in a furlong?,10,10
A tetrachordo bouzouki has how many pairs of strings?,Four,4 pairs
What is the boiling point of water in degrees Farenheit?,212,212 °F
"In the US television series ‘Spin City’, who played Randall Winston, the dim-witted Mayor of New York City?",Barry Bostwick,Barry Bostwick
How many players are on the court in a korfball team?,8,8
Captain Morgan is a brand of which type of alcoholic drink?,Spiced Rum,rum
In which year did rank outsider Foinavon unexpectedly win the Grand National?,1967,1967
"Which Southern English city has districts called Shirley, Bassett Green and Thornhill ?",Southampton,Southampton
What was the name of the lioness raised by George and Joy Adamson in the book Born Free?,Elsa,Elsa
Who played the title role in the 2004 movie Catwoman?,Halle Berry,Halle Berry
What was Bedloe's Island officially renamed to in 1956?,Bedloe's Island,Liberty Island
In which year was the Maastricht treaty signed? (It came into force a year later.),1992,1992
What was Kevin Kline's first movie?,Sophie's Choice,The Deer Hunter
Which river has Newport at its head and Cowes at its mouth?,River Medina,River Medina
How was Jean Claude Duvalier known before he ws exiled in 1986?,Jean-Claude Duvalier,"""Baby Doc"""
