/mnt/qjhs-sh-lab-01/wjh/FusionRAG/.venv/lib/python3.10/site-packages/torch/cuda/__init__.py:61: FutureWarning: The pynvml package is deprecated. Please install nvidia-ml-py instead. If you did not install pynvml directly, please report this to the maintainers of the package that installed pynvml for you.
  Main question 44: 10 unique documents, 1 sub-questions
  Main question 45: 10 unique documents, 1 sub-questions
  Main question 46: 10 unique documents, 1 sub-questions
  Main question 47: 10 unique documents, 1 sub-questions
  Main question 48: 10 unique documents, 1 sub-questions
  Main question 49: 10 unique documents, 1 sub-questions
  Main question 50: 10 unique documents, 1 sub-questions
  Main question 51: 10 unique documents, 1 sub-questions
  Main question 52: 10 unique documents, 1 sub-questions
  Main question 53: 10 unique documents, 1 sub-questions
  Main question 54: 10 unique documents, 1 sub-questions
  Main question 55: 10 unique documents, 1 sub-questions
  Main question 56: 10 unique documents, 1 sub-questions
  Main question 57: 10 unique documents, 1 sub-questions
  Main question 58: 10 unique documents, 1 sub-questions
  Main question 59: 10 unique documents, 1 sub-questions
  Main question 60: 10 unique documents, 1 sub-questions
  Main question 61: 10 unique documents, 1 sub-questions
  Main question 62: 10 unique documents, 1 sub-questions
  Main question 63: 10 unique documents, 1 sub-questions
  Main question 64: 10 unique documents, 1 sub-questions
  Main question 65: 10 unique documents, 1 sub-questions
  Main question 66: 10 unique documents, 1 sub-questions
  Main question 67: 10 unique documents, 1 sub-questions
  Main question 68: 10 unique documents, 1 sub-questions
  Main question 69: 10 unique documents, 1 sub-questions
  Main question 70: 10 unique documents, 1 sub-questions
  Main question 71: 10 unique documents, 1 sub-questions
  Main question 72: 10 unique documents, 1 sub-questions
  Main question 73: 10 unique documents, 1 sub-questions
  Main question 74: 10 unique documents, 1 sub-questions
  Main question 75: 10 unique documents, 1 sub-questions
  Main question 76: 10 unique documents, 1 sub-questions
  Main question 77: 10 unique documents, 1 sub-questions
  Main question 78: 10 unique documents, 1 sub-questions
  Main question 79: 10 unique documents, 1 sub-questions
  Main question 80: 10 unique documents, 1 sub-questions
  Main question 81: 10 unique documents, 1 sub-questions
  Main question 82: 10 unique documents, 1 sub-questions
  Main question 83: 10 unique documents, 1 sub-questions
  Main question 84: 10 unique documents, 1 sub-questions
  Main question 85: 10 unique documents, 1 sub-questions
  Main question 86: 10 unique documents, 1 sub-questions
  Main question 87: 10 unique documents, 1 sub-questions
  Main question 88: 10 unique documents, 1 sub-questions
  Main question 89: 10 unique documents, 1 sub-questions
  Main question 90: 10 unique documents, 1 sub-questions
  Main question 91: 10 unique documents, 1 sub-questions
  Main question 92: 10 unique documents, 1 sub-questions
  Main question 93: 10 unique documents, 1 sub-questions
  Main question 94: 10 unique documents, 1 sub-questions
  Main question 95: 10 unique documents, 1 sub-questions
  Main question 96: 10 unique documents, 1 sub-questions
  Main question 97: 10 unique documents, 1 sub-questions
  Main question 98: 10 unique documents, 1 sub-questions
  Main question 99: 10 unique documents, 1 sub-questions
  Main question 100: 10 unique documents, 1 sub-questions
  Main question 101: 10 unique documents, 1 sub-questions
  Main question 102: 10 unique documents, 1 sub-questions
  Main question 103: 10 unique documents, 1 sub-questions
  Main question 104: 10 unique documents, 1 sub-questions
  Main question 105: 10 unique documents, 1 sub-questions
  Main question 106: 10 unique documents, 1 sub-questions
  Main question 107: 10 unique documents, 1 sub-questions
  Main question 108: 10 unique documents, 1 sub-questions
  Main question 109: 10 unique documents, 1 sub-questions
  Main question 110: 10 unique documents, 1 sub-questions
  Main question 111: 10 unique documents, 1 sub-questions
  Main question 112: 10 unique documents, 1 sub-questions
  Main question 113: 10 unique documents, 1 sub-questions
  Main question 114: 10 unique documents, 1 sub-questions
  Main question 115: 10 unique documents, 1 sub-questions
  Main question 116: 10 unique documents, 1 sub-questions
  Main question 117: 10 unique documents, 1 sub-questions
  Main question 118: 10 unique documents, 1 sub-questions
  Main question 119: 10 unique documents, 1 sub-questions
  Main question 120: 10 unique documents, 1 sub-questions
  Main question 121: 10 unique documents, 1 sub-questions
  Main question 122: 10 unique documents, 1 sub-questions
  Main question 123: 10 unique documents, 1 sub-questions
  Main question 124: 10 unique documents, 1 sub-questions
  Main question 125: 10 unique documents, 1 sub-questions
  Main question 126: 10 unique documents, 1 sub-questions
  Main question 127: 10 unique documents, 1 sub-questions
  Main question 128: 10 unique documents, 1 sub-questions
  Main question 129: 10 unique documents, 1 sub-questions
  Main question 130: 10 unique documents, 1 sub-questions
  Main question 131: 10 unique documents, 1 sub-questions
  Main question 132: 10 unique documents, 1 sub-questions
  Main question 133: 10 unique documents, 1 sub-questions
  Main question 134: 10 unique documents, 1 sub-questions
  Main question 135: 10 unique documents, 1 sub-questions
  Main question 136: 10 unique documents, 1 sub-questions
  Main question 137: 10 unique documents, 1 sub-questions
  Main question 138: 10 unique documents, 1 sub-questions
  Main question 139: 10 unique documents, 1 sub-questions
  Main question 140: 10 unique documents, 1 sub-questions
  Main question 141: 10 unique documents, 1 sub-questions
  Main question 142: 10 unique documents, 1 sub-questions
  Main question 143: 10 unique documents, 1 sub-questions
  Main question 144: 10 unique documents, 1 sub-questions
  Main question 145: 10 unique documents, 1 sub-questions
  Main question 146: 10 unique documents, 1 sub-questions
  Main question 147: 10 unique documents, 1 sub-questions
  Main question 148: 10 unique documents, 1 sub-questions
  Main question 149: 10 unique documents, 1 sub-questions
  Main question 150: 10 unique documents, 1 sub-questions
  Main question 151: 10 unique documents, 1 sub-questions
  Main question 152: 10 unique documents, 1 sub-questions
  Main question 153: 10 unique documents, 1 sub-questions
  Main question 154: 10 unique documents, 1 sub-questions
  Main question 155: 10 unique documents, 1 sub-questions
  Main question 156: 10 unique documents, 1 sub-questions
  Main question 157: 10 unique documents, 1 sub-questions
  Main question 158: 10 unique documents, 1 sub-questions
  Main question 159: 10 unique documents, 1 sub-questions
  Main question 160: 10 unique documents, 1 sub-questions
  Main question 161: 10 unique documents, 1 sub-questions
  Main question 162: 10 unique documents, 1 sub-questions
  Main question 163: 10 unique documents, 1 sub-questions
  Main question 164: 10 unique documents, 1 sub-questions
  Main question 165: 10 unique documents, 1 sub-questions
  Main question 166: 10 unique documents, 1 sub-questions
  Main question 167: 10 unique documents, 1 sub-questions
  Main question 168: 10 unique documents, 1 sub-questions
  Main question 169: 10 unique documents, 1 sub-questions
  Main question 170: 10 unique documents, 1 sub-questions
  Main question 171: 10 unique documents, 1 sub-questions
  Main question 172: 10 unique documents, 1 sub-questions
  Main question 173: 10 unique documents, 1 sub-questions
  Main question 174: 10 unique documents, 1 sub-questions
  Main question 175: 10 unique documents, 1 sub-questions
  Main question 176: 10 unique documents, 1 sub-questions
  Main question 177: 10 unique documents, 1 sub-questions
  Main question 178: 10 unique documents, 1 sub-questions
  Main question 179: 10 unique documents, 1 sub-questions
  Main question 180: 10 unique documents, 1 sub-questions
  Main question 181: 10 unique documents, 1 sub-questions
  Main question 182: 10 unique documents, 1 sub-questions
  Main question 183: 10 unique documents, 1 sub-questions
  Main question 184: 10 unique documents, 1 sub-questions
  Main question 185: 10 unique documents, 1 sub-questions
  Main question 186: 10 unique documents, 1 sub-questions
  Main question 187: 10 unique documents, 1 sub-questions
  Main question 188: 10 unique documents, 1 sub-questions
  Main question 189: 10 unique documents, 1 sub-questions
  Main question 190: 10 unique documents, 1 sub-questions
  Main question 191: 10 unique documents, 1 sub-questions
  Main question 192: 10 unique documents, 1 sub-questions
  Main question 193: 10 unique documents, 1 sub-questions
  Main question 194: 10 unique documents, 1 sub-questions
  Main question 195: 10 unique documents, 1 sub-questions
  Main question 196: 10 unique documents, 1 sub-questions
  Main question 197: 10 unique documents, 1 sub-questions
  Main question 198: 10 unique documents, 1 sub-questions
  Main question 199: 10 unique documents, 1 sub-questions
  Main question 200: 10 unique documents, 1 sub-questions
  Main question 201: 10 unique documents, 1 sub-questions
  Main question 202: 10 unique documents, 1 sub-questions
  Main question 203: 10 unique documents, 1 sub-questions
  Main question 204: 10 unique documents, 1 sub-questions
  Main question 205: 10 unique documents, 1 sub-questions
  Main question 206: 10 unique documents, 1 sub-questions
  Main question 207: 10 unique documents, 1 sub-questions
  Main question 208: 10 unique documents, 1 sub-questions
  Main question 209: 10 unique documents, 1 sub-questions
  Main question 210: 10 unique documents, 1 sub-questions
  Main question 211: 10 unique documents, 1 sub-questions
  Main question 212: 10 unique documents, 1 sub-questions
  Main question 213: 10 unique documents, 1 sub-questions
  Main question 214: 10 unique documents, 1 sub-questions
  Main question 215: 10 unique documents, 1 sub-questions
  Main question 216: 10 unique documents, 1 sub-questions
  Main question 217: 10 unique documents, 1 sub-questions
  Main question 218: 10 unique documents, 1 sub-questions
  Main question 219: 10 unique documents, 1 sub-questions
  Main question 220: 10 unique documents, 1 sub-questions
  Main question 221: 10 unique documents, 1 sub-questions
  Main question 222: 10 unique documents, 1 sub-questions
  Main question 223: 10 unique documents, 1 sub-questions
  Main question 224: 10 unique documents, 1 sub-questions
  Main question 225: 10 unique documents, 1 sub-questions
  Main question 226: 10 unique documents, 1 sub-questions
  Main question 227: 10 unique documents, 1 sub-questions
  Main question 228: 10 unique documents, 1 sub-questions
  Main question 229: 10 unique documents, 1 sub-questions
  Main question 230: 10 unique documents, 1 sub-questions
  Main question 231: 10 unique documents, 1 sub-questions
  Main question 232: 10 unique documents, 1 sub-questions
  Main question 233: 10 unique documents, 1 sub-questions
  Main question 234: 10 unique documents, 1 sub-questions
  Main question 235: 10 unique documents, 1 sub-questions
  Main question 236: 10 unique documents, 1 sub-questions
  Main question 237: 10 unique documents, 1 sub-questions
  Main question 238: 10 unique documents, 1 sub-questions
  Main question 239: 10 unique documents, 1 sub-questions
  Main question 240: 10 unique documents, 1 sub-questions
  Main question 241: 10 unique documents, 1 sub-questions
  Main question 242: 10 unique documents, 1 sub-questions
  Main question 243: 10 unique documents, 1 sub-questions
  Main question 244: 10 unique documents, 1 sub-questions
  Main question 245: 10 unique documents, 1 sub-questions
  Main question 246: 10 unique documents, 1 sub-questions
  Main question 247: 10 unique documents, 1 sub-questions
  Main question 248: 10 unique documents, 1 sub-questions
  Main question 249: 10 unique documents, 1 sub-questions
  Main question 250: 10 unique documents, 1 sub-questions
  Main question 251: 10 unique documents, 1 sub-questions
  Main question 252: 10 unique documents, 1 sub-questions
  Main question 253: 10 unique documents, 1 sub-questions
  Main question 254: 10 unique documents, 1 sub-questions
  Main question 255: 10 unique documents, 1 sub-questions
  Main question 256: 10 unique documents, 1 sub-questions
  Main question 257: 10 unique documents, 1 sub-questions
  Main question 258: 10 unique documents, 1 sub-questions
  Main question 259: 10 unique documents, 1 sub-questions
  Main question 260: 10 unique documents, 1 sub-questions
Loading checkpoint shards:   0%|          | 0/17 [00:00<?, ?it/s]Loading checkpoint shards: 100%|██████████| 17/17 [00:00<00:00, 261.88it/s]
control draft score example 130/260
example=130 scored_query=1/8
example=130 scored_query=2/8
example=130 scored_query=3/8
example=130 scored_query=4/8
example=130 scored_query=5/8
example=130 scored_query=6/8
example=130 scored_query=7/8
example=130 scored_query=8/8
control draft score example 131/260
example=131 scored_query=1/8
example=131 scored_query=2/8
example=131 scored_query=3/8
example=131 scored_query=4/8
example=131 scored_query=5/8
example=131 scored_query=6/8
example=131 scored_query=7/8
example=131 scored_query=8/8
control draft score example 132/260
example=132 scored_query=1/8
example=132 scored_query=2/8
example=132 scored_query=3/8
example=132 scored_query=4/8
example=132 scored_query=5/8
example=132 scored_query=6/8
example=132 scored_query=7/8
example=132 scored_query=8/8
control draft score example 133/260
example=133 scored_query=1/8
example=133 scored_query=2/8
example=133 scored_query=3/8
example=133 scored_query=4/8
example=133 scored_query=5/8
example=133 scored_query=6/8
example=133 scored_query=7/8
example=133 scored_query=8/8
control draft score example 134/260
example=134 scored_query=1/8
example=134 scored_query=2/8
example=134 scored_query=3/8
example=134 scored_query=4/8
example=134 scored_query=5/8
example=134 scored_query=6/8
example=134 scored_query=7/8
example=134 scored_query=8/8
control draft score example 135/260
example=135 scored_query=1/8
example=135 scored_query=2/8
example=135 scored_query=3/8
example=135 scored_query=4/8
example=135 scored_query=5/8
example=135 scored_query=6/8
example=135 scored_query=7/8
example=135 scored_query=8/8
control draft score example 136/260
example=136 scored_query=1/8
example=136 scored_query=2/8
example=136 scored_query=3/8
example=136 scored_query=4/8
example=136 scored_query=5/8
example=136 scored_query=6/8
example=136 scored_query=7/8
example=136 scored_query=8/8
control draft score example 137/260
example=137 scored_query=1/8
example=137 scored_query=2/8
example=137 scored_query=3/8
example=137 scored_query=4/8
example=137 scored_query=5/8
example=137 scored_query=6/8
example=137 scored_query=7/8
example=137 scored_query=8/8
control draft score example 138/260
example=138 scored_query=1/8
example=138 scored_query=2/8
example=138 scored_query=3/8
example=138 scored_query=4/8
example=138 scored_query=5/8
example=138 scored_query=6/8
example=138 scored_query=7/8
example=138 scored_query=8/8
control draft score example 139/260
example=139 scored_query=1/8
example=139 scored_query=2/8
example=139 scored_query=3/8
example=139 scored_query=4/8
example=139 scored_query=5/8
example=139 scored_query=6/8
example=139 scored_query=7/8
example=139 scored_query=8/8
control draft score example 140/260
example=140 scored_query=1/8
example=140 scored_query=2/8
example=140 scored_query=3/8
example=140 scored_query=4/8
example=140 scored_query=5/8
example=140 scored_query=6/8
example=140 scored_query=7/8
example=140 scored_query=8/8
control draft score example 141/260
example=141 scored_query=1/8
example=141 scored_query=2/8
example=141 scored_query=3/8
example=141 scored_query=4/8
example=141 scored_query=5/8
example=141 scored_query=6/8
example=141 scored_query=7/8
example=141 scored_query=8/8
control draft score example 142/260
example=142 scored_query=1/8
example=142 scored_query=2/8
example=142 scored_query=3/8
example=142 scored_query=4/8
example=142 scored_query=5/8
example=142 scored_query=6/8
example=142 scored_query=7/8
example=142 scored_query=8/8
control draft score example 143/260
example=143 scored_query=1/8
example=143 scored_query=2/8
example=143 scored_query=3/8
example=143 scored_query=4/8
example=143 scored_query=5/8
example=143 scored_query=6/8
example=143 scored_query=7/8
example=143 scored_query=8/8
control draft score example 144/260
example=144 scored_query=1/8
example=144 scored_query=2/8
example=144 scored_query=3/8
example=144 scored_query=4/8
example=144 scored_query=5/8
example=144 scored_query=6/8
example=144 scored_query=7/8
example=144 scored_query=8/8
control draft score example 145/260
example=145 scored_query=1/8
example=145 scored_query=2/8
example=145 scored_query=3/8
example=145 scored_query=4/8
example=145 scored_query=5/8
example=145 scored_query=6/8
example=145 scored_query=7/8
example=145 scored_query=8/8
control draft score example 146/260
example=146 scored_query=1/8
example=146 scored_query=2/8
example=146 scored_query=3/8
example=146 scored_query=4/8
example=146 scored_query=5/8
example=146 scored_query=6/8
example=146 scored_query=7/8
example=146 scored_query=8/8
control draft score example 147/260
example=147 scored_query=1/8
example=147 scored_query=2/8
example=147 scored_query=3/8
example=147 scored_query=4/8
example=147 scored_query=5/8
example=147 scored_query=6/8
example=147 scored_query=7/8
example=147 scored_query=8/8
control draft score example 148/260
example=148 scored_query=1/8
example=148 scored_query=2/8
example=148 scored_query=3/8
example=148 scored_query=4/8
example=148 scored_query=5/8
example=148 scored_query=6/8
example=148 scored_query=7/8
example=148 scored_query=8/8
control draft score example 149/260
example=149 scored_query=1/8
example=149 scored_query=2/8
example=149 scored_query=3/8
example=149 scored_query=4/8
example=149 scored_query=5/8
example=149 scored_query=6/8
example=149 scored_query=7/8
example=149 scored_query=8/8
control draft score example 150/260
example=150 scored_query=1/8
example=150 scored_query=2/8
example=150 scored_query=3/8
example=150 scored_query=4/8
example=150 scored_query=5/8
example=150 scored_query=6/8
example=150 scored_query=7/8
example=150 scored_query=8/8
control draft score example 151/260
example=151 scored_query=1/8
example=151 scored_query=2/8
example=151 scored_query=3/8
example=151 scored_query=4/8
example=151 scored_query=5/8
example=151 scored_query=6/8
example=151 scored_query=7/8
example=151 scored_query=8/8
control draft score example 152/260
example=152 scored_query=1/8
example=152 scored_query=2/8
example=152 scored_query=3/8
example=152 scored_query=4/8
example=152 scored_query=5/8
example=152 scored_query=6/8
example=152 scored_query=7/8
example=152 scored_query=8/8
control draft score example 153/260
example=153 scored_query=1/8
example=153 scored_query=2/8
example=153 scored_query=3/8
example=153 scored_query=4/8
example=153 scored_query=5/8
example=153 scored_query=6/8
example=153 scored_query=7/8
example=153 scored_query=8/8
control draft score example 154/260
example=154 scored_query=1/8
example=154 scored_query=2/8
example=154 scored_query=3/8
example=154 scored_query=4/8
example=154 scored_query=5/8
example=154 scored_query=6/8
example=154 scored_query=7/8
example=154 scored_query=8/8
control draft score example 155/260
example=155 scored_query=1/8
example=155 scored_query=2/8
example=155 scored_query=3/8
example=155 scored_query=4/8
example=155 scored_query=5/8
example=155 scored_query=6/8
example=155 scored_query=7/8
example=155 scored_query=8/8
control draft score example 156/260
example=156 scored_query=1/8
example=156 scored_query=2/8
example=156 scored_query=3/8
example=156 scored_query=4/8
example=156 scored_query=5/8
example=156 scored_query=6/8
example=156 scored_query=7/8
example=156 scored_query=8/8
control draft score example 157/260
example=157 scored_query=1/8
example=157 scored_query=2/8
example=157 scored_query=3/8
example=157 scored_query=4/8
example=157 scored_query=5/8
example=157 scored_query=6/8
example=157 scored_query=7/8
example=157 scored_query=8/8
control draft score example 158/260
example=158 scored_query=1/8
example=158 scored_query=2/8
example=158 scored_query=3/8
example=158 scored_query=4/8
example=158 scored_query=5/8
example=158 scored_query=6/8
example=158 scored_query=7/8
example=158 scored_query=8/8
control draft score example 159/260
example=159 scored_query=1/8
example=159 scored_query=2/8
example=159 scored_query=3/8
example=159 scored_query=4/8
example=159 scored_query=5/8
example=159 scored_query=6/8
example=159 scored_query=7/8
example=159 scored_query=8/8
control draft score example 160/260
example=160 scored_query=1/8
example=160 scored_query=2/8
example=160 scored_query=3/8
example=160 scored_query=4/8
example=160 scored_query=5/8
example=160 scored_query=6/8
example=160 scored_query=7/8
example=160 scored_query=8/8
control draft score example 161/260
example=161 scored_query=1/8
example=161 scored_query=2/8
example=161 scored_query=3/8
example=161 scored_query=4/8
example=161 scored_query=5/8
example=161 scored_query=6/8
example=161 scored_query=7/8
example=161 scored_query=8/8
control draft score example 162/260
example=162 scored_query=1/8
example=162 scored_query=2/8
example=162 scored_query=3/8
example=162 scored_query=4/8
example=162 scored_query=5/8
example=162 scored_query=6/8
example=162 scored_query=7/8
example=162 scored_query=8/8
control draft score example 163/260
example=163 scored_query=1/8
example=163 scored_query=2/8
example=163 scored_query=3/8
example=163 scored_query=4/8
example=163 scored_query=5/8
example=163 scored_query=6/8
example=163 scored_query=7/8
example=163 scored_query=8/8
control draft score example 164/260
example=164 scored_query=1/8
example=164 scored_query=2/8
example=164 scored_query=3/8
example=164 scored_query=4/8
example=164 scored_query=5/8
example=164 scored_query=6/8
example=164 scored_query=7/8
example=164 scored_query=8/8
control draft score example 165/260
example=165 scored_query=1/8
example=165 scored_query=2/8
example=165 scored_query=3/8
example=165 scored_query=4/8
example=165 scored_query=5/8
example=165 scored_query=6/8
example=165 scored_query=7/8
example=165 scored_query=8/8
control draft score example 166/260
example=166 scored_query=1/8
example=166 scored_query=2/8
example=166 scored_query=3/8
example=166 scored_query=4/8
example=166 scored_query=5/8
example=166 scored_query=6/8
example=166 scored_query=7/8
example=166 scored_query=8/8
control draft score example 167/260
example=167 scored_query=1/8
example=167 scored_query=2/8
example=167 scored_query=3/8
example=167 scored_query=4/8
example=167 scored_query=5/8
example=167 scored_query=6/8
example=167 scored_query=7/8
example=167 scored_query=8/8
control draft score example 168/260
example=168 scored_query=1/8
example=168 scored_query=2/8
example=168 scored_query=3/8
example=168 scored_query=4/8
example=168 scored_query=5/8
example=168 scored_query=6/8
example=168 scored_query=7/8
example=168 scored_query=8/8
control draft score example 169/260
example=169 scored_query=1/8
example=169 scored_query=2/8
example=169 scored_query=3/8
example=169 scored_query=4/8
example=169 scored_query=5/8
example=169 scored_query=6/8
example=169 scored_query=7/8
example=169 scored_query=8/8
control draft score example 170/260
example=170 scored_query=1/8
example=170 scored_query=2/8
example=170 scored_query=3/8
example=170 scored_query=4/8
example=170 scored_query=5/8
example=170 scored_query=6/8
example=170 scored_query=7/8
example=170 scored_query=8/8
control draft score example 171/260
example=171 scored_query=1/8
example=171 scored_query=2/8
example=171 scored_query=3/8
example=171 scored_query=4/8
example=171 scored_query=5/8
example=171 scored_query=6/8
example=171 scored_query=7/8
example=171 scored_query=8/8
control draft score example 172/260
example=172 scored_query=1/8
example=172 scored_query=2/8
example=172 scored_query=3/8
example=172 scored_query=4/8
example=172 scored_query=5/8
example=172 scored_query=6/8
example=172 scored_query=7/8
example=172 scored_query=8/8
control draft score example 173/260
example=173 scored_query=1/8
example=173 scored_query=2/8
example=173 scored_query=3/8
example=173 scored_query=4/8
example=173 scored_query=5/8
example=173 scored_query=6/8
example=173 scored_query=7/8
example=173 scored_query=8/8
control draft score example 174/260
example=174 scored_query=1/8
example=174 scored_query=2/8
example=174 scored_query=3/8
example=174 scored_query=4/8
example=174 scored_query=5/8
example=174 scored_query=6/8
example=174 scored_query=7/8
example=174 scored_query=8/8
control draft score example 175/260
example=175 scored_query=1/8
example=175 scored_query=2/8
example=175 scored_query=3/8
example=175 scored_query=4/8
example=175 scored_query=5/8
example=175 scored_query=6/8
example=175 scored_query=7/8
example=175 scored_query=8/8
control draft score example 176/260
example=176 scored_query=1/8
example=176 scored_query=2/8
example=176 scored_query=3/8
example=176 scored_query=4/8
example=176 scored_query=5/8
example=176 scored_query=6/8
example=176 scored_query=7/8
example=176 scored_query=8/8
control draft score example 177/260
example=177 scored_query=1/8
example=177 scored_query=2/8
example=177 scored_query=3/8
example=177 scored_query=4/8
example=177 scored_query=5/8
example=177 scored_query=6/8
example=177 scored_query=7/8
example=177 scored_query=8/8
control draft score example 178/260
example=178 scored_query=1/8
example=178 scored_query=2/8
example=178 scored_query=3/8
example=178 scored_query=4/8
example=178 scored_query=5/8
example=178 scored_query=6/8
example=178 scored_query=7/8
example=178 scored_query=8/8
control draft score example 179/260
example=179 scored_query=1/8
example=179 scored_query=2/8
example=179 scored_query=3/8
example=179 scored_query=4/8
example=179 scored_query=5/8
example=179 scored_query=6/8
example=179 scored_query=7/8
example=179 scored_query=8/8
control draft score example 180/260
example=180 scored_query=1/8
example=180 scored_query=2/8
example=180 scored_query=3/8
example=180 scored_query=4/8
example=180 scored_query=5/8
example=180 scored_query=6/8
example=180 scored_query=7/8
example=180 scored_query=8/8
control draft score example 181/260
example=181 scored_query=1/8
example=181 scored_query=2/8
example=181 scored_query=3/8
example=181 scored_query=4/8
example=181 scored_query=5/8
example=181 scored_query=6/8
example=181 scored_query=7/8
example=181 scored_query=8/8
control draft score example 182/260
example=182 scored_query=1/8
example=182 scored_query=2/8
example=182 scored_query=3/8
example=182 scored_query=4/8
example=182 scored_query=5/8
example=182 scored_query=6/8
example=182 scored_query=7/8
example=182 scored_query=8/8
control draft score example 183/260
example=183 scored_query=1/8
example=183 scored_query=2/8
example=183 scored_query=3/8
example=183 scored_query=4/8
example=183 scored_query=5/8
example=183 scored_query=6/8
example=183 scored_query=7/8
example=183 scored_query=8/8
control draft score example 184/260
example=184 scored_query=1/8
example=184 scored_query=2/8
example=184 scored_query=3/8
example=184 scored_query=4/8
example=184 scored_query=5/8
example=184 scored_query=6/8
example=184 scored_query=7/8
example=184 scored_query=8/8
control draft score example 185/260
example=185 scored_query=1/8
example=185 scored_query=2/8
example=185 scored_query=3/8
example=185 scored_query=4/8
example=185 scored_query=5/8
example=185 scored_query=6/8
example=185 scored_query=7/8
example=185 scored_query=8/8
control draft score example 186/260
example=186 scored_query=1/8
example=186 scored_query=2/8
example=186 scored_query=3/8
example=186 scored_query=4/8
example=186 scored_query=5/8
example=186 scored_query=6/8
example=186 scored_query=7/8
example=186 scored_query=8/8
control draft score example 187/260
example=187 scored_query=1/8
example=187 scored_query=2/8
example=187 scored_query=3/8
example=187 scored_query=4/8
example=187 scored_query=5/8
example=187 scored_query=6/8
example=187 scored_query=7/8
example=187 scored_query=8/8
control draft score example 188/260
example=188 scored_query=1/8
example=188 scored_query=2/8
example=188 scored_query=3/8
example=188 scored_query=4/8
example=188 scored_query=5/8
example=188 scored_query=6/8
example=188 scored_query=7/8
example=188 scored_query=8/8
control draft score example 189/260
example=189 scored_query=1/8
example=189 scored_query=2/8
example=189 scored_query=3/8
example=189 scored_query=4/8
example=189 scored_query=5/8
example=189 scored_query=6/8
example=189 scored_query=7/8
example=189 scored_query=8/8
control draft score example 190/260
example=190 scored_query=1/8
example=190 scored_query=2/8
example=190 scored_query=3/8
example=190 scored_query=4/8
example=190 scored_query=5/8
example=190 scored_query=6/8
example=190 scored_query=7/8
example=190 scored_query=8/8
control draft score example 191/260
example=191 scored_query=1/8
example=191 scored_query=2/8
example=191 scored_query=3/8
example=191 scored_query=4/8
example=191 scored_query=5/8
example=191 scored_query=6/8
example=191 scored_query=7/8
example=191 scored_query=8/8
control draft score example 192/260
example=192 scored_query=1/8
example=192 scored_query=2/8
example=192 scored_query=3/8
example=192 scored_query=4/8
example=192 scored_query=5/8
example=192 scored_query=6/8
example=192 scored_query=7/8
example=192 scored_query=8/8
control draft score example 193/260
example=193 scored_query=1/8
example=193 scored_query=2/8
example=193 scored_query=3/8
example=193 scored_query=4/8
example=193 scored_query=5/8
example=193 scored_query=6/8
example=193 scored_query=7/8
example=193 scored_query=8/8
control draft score example 194/260
example=194 scored_query=1/8
