dataset,method,rate,segment,source_csv,source_row,Question,Real Answer,Pred Answer,Predicted_Clean,Rejudge_Correct,Rejudge_Reason,Rejudge_Raw
musique-v2,sparse_k2_preprocess,0.15,seg_0_50,/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input_corrected/sparse_k2_preprocess/musique-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,10,Who was the first African American student at the university Robert Khayat was educated at?,James Howard Meredith,Robert Robinson Taylor,Robert Robinson Taylor,False,预测答案给出的名字是“Robert Robinson Taylor”，与标准答案“James Howard Meredith”完全不一致。预测答案没有包含标准答案的关键信息，且两者在语义上并不等价，因此未能正确回答问题。,"判断: 错误
原因: 预测答案给出的名字是“Robert Robinson Taylor”，与标准答案“James Howard Meredith”完全不一致。预测答案没有包含标准答案的关键信息，且两者在语义上并不等价，因此未能正确回答问题。"
musique-v2,sparse_k2_preprocess,0.15,seg_0_50,/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input_corrected/sparse_k2_preprocess/musique-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,11,Who gives out the prize named after the author of Lectures on Jurisprudence?,University of Cambridge,The Royal Swedish Academy of Sciences,The Royal Swedish Academy of Sciences,False,预测答案给出的机构是“The Royal Swedish Academy of Sciences”，而标准答案是“University of Cambridge”。两者在语义上完全不同，且预测答案未包含标准答案的关键信息，因此判断为错误。,"判断: 错误
原因: 预测答案给出的机构是“The Royal Swedish Academy of Sciences”，而标准答案是“University of Cambridge”。两者在语义上完全不同，且预测答案未包含标准答案的关键信息，因此判断为错误。"
musique-v2,sparse_k2_preprocess,0.15,seg_0_50,/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input_corrected/sparse_k2_preprocess/musique-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,12,Who is Frances Freeling Broderip's sibling?,Tom Hood,Tom Hood,Tom Hood,True,预测答案“Tom Hood”与标准答案完全一致，准确包含了标准答案的关键信息，且在语义上完全等价，正确地回答了关于Frances Freeling Broderip的兄弟姐妹是谁的问题。,"判断: 正确
原因: 预测答案“Tom Hood”与标准答案完全一致，准确包含了标准答案的关键信息，且在语义上完全等价，正确地回答了关于Frances Freeling Broderip的兄弟姐妹是谁的问题。"
musique-v2,sparse_k2_preprocess,0.15,seg_0_50,/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input_corrected/sparse_k2_preprocess/musique-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,13,Who is the spouse of the person who voices Jarvis in Iron Man?,Jennifer Connelly,LaTanya Richardson Jackson,LaTanya Richardson Jackson,False,预测答案“LaTanya Richardson Jackson”与标准答案“Jennifer Connelly”完全不同。在电影《钢铁侠》中为贾维斯（Jarvis）配音的演员是保罗·贝坦尼，其配偶是詹妮弗·康纳利，因此预测答案未能包含正确信息。,"判断: 错误
原因: 预测答案“LaTanya Richardson Jackson”与标准答案“Jennifer Connelly”完全不同。在电影《钢铁侠》中为贾维斯（Jarvis）配音的演员是保罗·贝坦尼，其配偶是詹妮弗·康纳利，因此预测答案未能包含正确信息。"
musique-v2,sparse_k2_preprocess,0.15,seg_0_50,/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input_corrected/sparse_k2_preprocess/musique-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,14,What is the source of the river that is the mouth of the Caledon River?,Thaba Putsoa,The source of the river that is the mouth of the Caledon River is the Great Ruaha River.,The source of the river that is the mouth of the Caledon River is the Great Ruaha River.,False,预测答案给出的河流源头是“Great Ruaha River”，这与标准答案“Thaba Putsoa”完全不一致。预测答案未能包含标准答案的关键信息，且两者在语义上不等价，因此判断为错误。,"判断: 错误
原因: 预测答案给出的河流源头是“Great Ruaha River”，这与标准答案“Thaba Putsoa”完全不一致。预测答案未能包含标准答案的关键信息，且两者在语义上不等价，因此判断为错误。"
musique-v2,sparse_k2_preprocess,0.15,seg_0_50,/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input_corrected/sparse_k2_preprocess/musique-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,15,What is the name of the famous bridge located in the birthplace of the composer of Nulla in mundo pax sincera?,Rialto Bridge,Royal Albert Bridge,Royal Albert Bridge,False,预测答案给出的桥梁名称是“Royal Albert Bridge”，而标准答案是“Rialto Bridge”。两者在名称和语义上完全不同，预测答案未包含标准答案的关键信息，因此判断为错误。,"判断: 错误
原因: 预测答案给出的桥梁名称是“Royal Albert Bridge”，而标准答案是“Rialto Bridge”。两者在名称和语义上完全不同，预测答案未包含标准答案的关键信息，因此判断为错误。"
musique-v2,sparse_k2_preprocess,0.15,seg_0_50,/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input_corrected/sparse_k2_preprocess/musique-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,16,When did the party that gained control of Congress in the midterm elections in 1946 take control of the government branch that determines the rules of the US House?,January 2015,1946,1946,False,预测答案“1946”与标准答案“January 2015”完全不一致。问题询问的是该政党何时掌控决定众议院规则的政府分支（即众议院规则委员会），正确的时间节点应为2015年1月，而预测答案给出的是赢得中期选举的年份，未能正确回答问题。,"判断: 错误
原因: 预测答案“1946”与标准答案“January 2015”完全不一致。问题询问的是该政党何时掌控决定众议院规则的政府分支（即众议院规则委员会），正确的时间节点应为2015年1月，而预测答案给出的是赢得中期选举的年份，未能正确回答问题。"
musique-v2,sparse_k2_preprocess,0.15,seg_0_50,/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input_corrected/sparse_k2_preprocess/musique-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,17,Where did the producer of Julius Caesar study or work?,Clifton College,"John Houseman, the producer of *Julius Caesar* (1953), studied at the Juilliard School and worked as the founding director of the Drama Division there.","John Houseman, the producer of *Julius Caesar* (1953), studied at the Juilliard School and worked as the founding director of the Drama Division there.",False,预测答案指出制片人John Houseman在茱莉亚学院学习或工作，而标准答案明确指出他曾在克利夫顿学院学习。两者提供的信息完全不一致，预测答案未包含标准答案的关键信息，因此判断为错误。,"判断: 错误
原因: 预测答案指出制片人John Houseman在茱莉亚学院学习或工作，而标准答案明确指出他曾在克利夫顿学院学习。两者提供的信息完全不一致，预测答案未包含标准答案的关键信息，因此判断为错误。"
musique-v2,sparse_k2_preprocess,0.15,seg_0_50,/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input_corrected/sparse_k2_preprocess/musique-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,18,Mehmet Hayri Tarhan's birthplace is the capital of what municipality?,Malko Tarnovo Municipality,Istanbul,Istanbul,False,预测答案“Istanbul”与标准答案“Malko Tarnovo Municipality”完全不一致。问题询问的是Mehmet Hayri Tarhan出生地所在的首府对应的市政区，正确答案应为Malko Tarnovo Municipality，而Istanbul并未包含该关键信息，语义上也不等价。,"判断: 错误
原因: 预测答案“Istanbul”与标准答案“Malko Tarnovo Municipality”完全不一致。问题询问的是Mehmet Hayri Tarhan出生地所在的首府对应的市政区，正确答案应为Malko Tarnovo Municipality，而Istanbul并未包含该关键信息，语义上也不等价。"
musique-v2,sparse_k2_preprocess,0.15,seg_0_50,/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input_corrected/sparse_k2_preprocess/musique-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,19,What is the performer of Heartbeat named after?,Natalie Albino,Nina Sky,Nina Sky,False,预测答案“Nina Sky”是一个音乐组合名称，而标准答案“Natalie Albino”是该组合中具体成员的名字。两者在语义上并不等价，预测答案未包含标准答案的关键信息。,"判断: 错误
原因: 预测答案“Nina Sky”是一个音乐组合名称，而标准答案“Natalie Albino”是该组合中具体成员的名字。两者在语义上并不等价，预测答案未包含标准答案的关键信息。"
musique-v2,sparse_k2_preprocess,0.15,seg_0_50,/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input_corrected/sparse_k2_preprocess/musique-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,20,The author of Elizabeth and After attended which university?,University of Toronto,University of Toronto,University of Toronto,True,预测答案“University of Toronto”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了《Elizabeth and After》作者所就读的大学。,"判断: 正确
原因: 预测答案“University of Toronto”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了《Elizabeth and After》作者所就读的大学。"
musique-v2,sparse_k2_preprocess,0.15,seg_0_50,/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input_corrected/sparse_k2_preprocess/musique-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,21,What year did the publisher of Labyrinth end?,1986,1999,1999,False,预测答案给出的年份是1999年，而标准答案明确指出该出版商结束的年份是1986年。两者在关键信息上完全不一致，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案给出的年份是1999年，而标准答案明确指出该出版商结束的年份是1986年。两者在关键信息上完全不一致，因此预测答案未能正确回答问题。"
musique-v2,sparse_k2_preprocess,0.15,seg_0_50,/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input_corrected/sparse_k2_preprocess/musique-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,22,The food safety system of the agency that has the authority to decide if a drug is marketed otc or prescription is known as?,Food Safety Modernization Act (FSMA),the Food and Drug Administration (FDA),the Food and Drug Administration (FDA),False,预测答案回答的是拥有该权力的“机构”（FDA），而问题询问的是该机构的食品安全“系统”的名称。标准答案为“Food Safety Modernization Act (FSMA)”，预测答案与标准答案在语义上完全不同，未包含关键信息。,"判断: 错误
原因: 预测答案回答的是拥有该权力的“机构”（FDA），而问题询问的是该机构的食品安全“系统”的名称。标准答案为“Food Safety Modernization Act (FSMA)”，预测答案与标准答案在语义上完全不同，未包含关键信息。"
musique-v2,sparse_k2_preprocess,0.15,seg_0_50,/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input_corrected/sparse_k2_preprocess/musique-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,23,Who is the president of the newly declared independent country that has a Commission of Truth and Friendship with the country where Ambelau is located?,Francisco Guterres,José Ramos-Horta,José Ramos-Horta,False,预测答案“José Ramos-Horta”与标准答案“Francisco Guterres”是两个完全不同的人名，预测答案没有包含标准答案的关键信息，两者在语义上也不等价，因此判断为错误。,"判断: 错误
原因: 预测答案“José Ramos-Horta”与标准答案“Francisco Guterres”是两个完全不同的人名，预测答案没有包含标准答案的关键信息，两者在语义上也不等价，因此判断为错误。"
musique-v2,sparse_k2_preprocess,0.15,seg_0_50,/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input_corrected/sparse_k2_preprocess/musique-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,24,Who was the British general in the battle named after the birth city of the person who recorded Mother-in-Law?,General Edward Pakenham,Edward Pakenham,Edward Pakenham,True,预测答案“Edward Pakenham”包含了标准答案“General Edward Pakenham”的核心实体信息。省略军衔“General”属于措辞上的细微差异，两者在语义上完全等价，均准确指代了同一位英国将领，因此判断为正确。,"判断: 正确
原因: 预测答案“Edward Pakenham”包含了标准答案“General Edward Pakenham”的核心实体信息。省略军衔“General”属于措辞上的细微差异，两者在语义上完全等价，均准确指代了同一位英国将领，因此判断为正确。"
musique-v2,sparse_k2_preprocess,0.15,seg_0_50,/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input_corrected/sparse_k2_preprocess/musique-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,25,Where is Sean Hampton's birth place in the state of Florida?,in Northern Florida,The text does not provide information about Sean Hampton's birthplace.,The text does not provide information about Sean Hampton's birthplace.,False,预测答案表示文本中没有提供相关信息，未能包含标准答案中的“in Northern Florida”这一关键信息，两者在语义上完全不一致，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案表示文本中没有提供相关信息，未能包含标准答案中的“in Northern Florida”这一关键信息，两者在语义上完全不一致，因此预测答案未能正确回答问题。"
musique-v2,sparse_k2_preprocess,0.15,seg_0_50,/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input_corrected/sparse_k2_preprocess/musique-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,26,Who is the president of the group Kim Un-yong is a member of?,Thomas Bach,Answer: Kim Jong Un,Kim Jong Un,False,预测答案“Kim Jong Un”与标准答案“Thomas Bach”完全不一致。问题询问的是金云龙所属组织的主席，正确答案应为托马斯·巴赫，而预测答案给出了错误的人物，因此判断为错误。,"判断: 错误
原因: 预测答案“Kim Jong Un”与标准答案“Thomas Bach”完全不一致。问题询问的是金云龙所属组织的主席，正确答案应为托马斯·巴赫，而预测答案给出了错误的人物，因此判断为错误。"
musique-v2,sparse_k2_preprocess,0.15,seg_0_50,/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input_corrected/sparse_k2_preprocess/musique-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,27,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1911,1911,False,预测答案给出的年份是1911年，而标准答案明确指出征兵制引入的时间是1964年。两者在关键信息上完全不一致，且语义上无法等价，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案给出的年份是1911年，而标准答案明确指出征兵制引入的时间是1964年。两者在关键信息上完全不一致，且语义上无法等价，因此预测答案未能正确回答问题。"
musique-v2,sparse_k2_preprocess,0.15,seg_0_50,/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input_corrected/sparse_k2_preprocess/musique-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,28,Who is the president of the new country who has jointly established a Commission on Truth and Friendship with the birth country of Satyo Husodo?,Francisco Guterres,Xanana Gusmão,Xanana Gusmão,False,预测答案“Xanana Gusmão”与标准答案“Francisco Guterres”是两个不同的人名，预测答案未包含标准答案的关键信息，两者在语义上不等价，因此判断为错误。,"判断: 错误
原因: 预测答案“Xanana Gusmão”与标准答案“Francisco Guterres”是两个不同的人名，预测答案未包含标准答案的关键信息，两者在语义上不等价，因此判断为错误。"
musique-v2,sparse_k2_preprocess,0.15,seg_0_50,/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input_corrected/sparse_k2_preprocess/musique-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,29,Who is the spouse of the current queen of England?,Philip Mountbatten,Philip,Philip,True,预测答案“Philip”准确指出了英国女王配偶的名字，与标准答案“Philip Mountbatten”指代的是同一个人。虽然省略了姓氏“Mountbatten”，但关键信息一致，语义完全等价，符合允许措辞细微差异的判断标准。,"判断: 正确
原因: 预测答案“Philip”准确指出了英国女王配偶的名字，与标准答案“Philip Mountbatten”指代的是同一个人。虽然省略了姓氏“Mountbatten”，但关键信息一致，语义完全等价，符合允许措辞细微差异的判断标准。"
musique-v2,sparse_k2_preprocess,0.15,seg_0_50,/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input_corrected/sparse_k2_preprocess/musique-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,30,In which year did Taifa of Francisco Giner de los Rios' birthplace cease to exist?,1065,1915,1915,False,预测答案给出的年份是1915年，而标准答案是1065年。两者在数值上完全不同，且预测答案没有包含标准答案的关键信息，语义上也不等价，因此判断为错误。,"判断: 错误
原因: 预测答案给出的年份是1915年，而标准答案是1065年。两者在数值上完全不同，且预测答案没有包含标准答案的关键信息，语义上也不等价，因此判断为错误。"
musique-v2,sparse_k2_preprocess,0.15,seg_0_50,/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/by_date/2026-07-18/spare_k_q_recompute_exp/rejudge_input_corrected/sparse_k2_preprocess/musique-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,31,What did M. King Hubbert's employer announce it was in the process of doing in April 2010?,trying to find a potential buyer for all of its operations in Finland,selling all of its operations in Finland and conducting market research for Swedish operations,selling all of its operations in Finland and conducting market research for Swedish operations,True,预测答案中明确包含了“selling all of its operations in Finland”这一关键信息，与标准答案“trying to find a potential buyer for all of its operations in Finland”在语义上等价，准确回答了问题。此外，预测答案还补充了关于瑞典业务的市场调研信息，但这并不影响核心答案的正确性。,"判断: 正确
原因: 预测答案中明确包含了“selling all of its operations in Finland”这一关键信息，与标准答案“trying to find a potential buyer for all of its operations in Finland”在语义上等价，准确回答了问题。此外，预测答案还补充了关于瑞典业务的市场调研信息，但这并不影响核心答案的正确性。"
