example_id,sub_q_idx,offline_count,online_count,intersection,jaccard,recall_online_by_offline,precision_offline_in_online
174,0,86,91,21,0.1346153846153846,0.23076923076923078,0.2441860465116279
174,1,116,122,28,0.13333333333333333,0.22950819672131148,0.2413793103448276
176,0,111,117,28,0.14,0.23931623931623933,0.25225225225225223
178,0,108,112,46,0.26436781609195403,0.4107142857142857,0.42592592592592593
178,1,90,94,12,0.06976744186046512,0.1276595744680851,0.13333333333333333
179,0,102,106,30,0.16853932584269662,0.2830188679245283,0.29411764705882354
179,1,106,114,18,0.0891089108910891,0.15789473684210525,0.16981132075471697
180,0,150,155,74,0.3203463203463203,0.4774193548387097,0.49333333333333335
180,1,126,133,24,0.10212765957446808,0.18045112781954886,0.19047619047619047
183,0,156,159,95,0.4318181818181818,0.5974842767295597,0.6089743589743589
183,1,156,159,40,0.14545454545454545,0.25157232704402516,0.2564102564102564
186,0,111,115,34,0.17708333333333334,0.2956521739130435,0.3063063063063063
186,1,162,169,46,0.16140350877192983,0.27218934911242604,0.2839506172839506
188,0,80,86,21,0.14482758620689656,0.2441860465116279,0.2625
188,1,113,118,35,0.17857142857142858,0.2966101694915254,0.30973451327433627
191,0,103,107,18,0.09375,0.16822429906542055,0.17475728155339806
191,1,149,153,29,0.10622710622710622,0.1895424836601307,0.19463087248322147
25,0,76,78,19,0.14074074074074075,0.24358974358974358,0.25
25,1,107,112,46,0.2658959537572254,0.4107142857142857,0.42990654205607476
26,0,148,153,62,0.2594142259414226,0.40522875816993464,0.4189189189189189
27,0,131,133,61,0.30049261083743845,0.45864661654135336,0.46564885496183206
27,1,139,144,43,0.17916666666666667,0.2986111111111111,0.30935251798561153
32,0,141,143,84,0.42,0.5874125874125874,0.5957446808510638
32,1,167,172,71,0.26492537313432835,0.4127906976744186,0.4251497005988024
33,0,73,77,12,0.08695652173913043,0.15584415584415584,0.1643835616438356
35,0,113,117,55,0.3142857142857143,0.4700854700854701,0.48672566371681414
35,1,117,121,22,0.10185185185185185,0.18181818181818182,0.18803418803418803
36,0,142,146,75,0.352112676056338,0.5136986301369864,0.528169014084507
36,1,176,182,71,0.24738675958188153,0.3901098901098901,0.4034090909090909
37,0,102,107,28,0.15469613259668508,0.2616822429906542,0.27450980392156865
37,1,123,129,32,0.14545454545454545,0.24806201550387597,0.2601626016260163
38,0,78,80,18,0.12857142857142856,0.225,0.23076923076923078
38,1,94,99,22,0.1286549707602339,0.2222222222222222,0.23404255319148937
39,0,93,96,39,0.26,0.40625,0.41935483870967744
39,1,128,135,16,0.06477732793522267,0.11851851851851852,0.125
40,0,105,108,48,0.2909090909090909,0.4444444444444444,0.45714285714285713
40,1,148,151,28,0.1033210332103321,0.18543046357615894,0.1891891891891892
43,0,79,83,36,0.2857142857142857,0.43373493975903615,0.45569620253164556
43,1,95,99,18,0.10227272727272728,0.18181818181818182,0.18947368421052632
44,0,95,99,30,0.18292682926829268,0.30303030303030304,0.3157894736842105
44,1,107,110,31,0.16666666666666666,0.2818181818181818,0.2897196261682243
44,2,156,160,42,0.15328467153284672,0.2625,0.2692307692307692
45,0,148,153,80,0.36199095022624433,0.5228758169934641,0.5405405405405406
45,1,174,182,64,0.2191780821917808,0.3516483516483517,0.367816091954023
46,0,149,152,80,0.36199095022624433,0.5263157894736842,0.5369127516778524
46,1,187,193,94,0.32867132867132864,0.48704663212435234,0.5026737967914439
50,0,162,167,90,0.37656903765690375,0.5389221556886228,0.5555555555555556
50,1,187,192,89,0.30689655172413793,0.4635416666666667,0.47593582887700536
50,2,187,192,89,0.30689655172413793,0.4635416666666667,0.47593582887700536
50,3,275,282,120,0.2745995423340961,0.425531914893617,0.43636363636363634
51,0,102,106,45,0.27607361963190186,0.42452830188679247,0.4411764705882353
51,1,148,153,62,0.2594142259414226,0.40522875816993464,0.4189189189189189
52,0,102,106,47,0.2919254658385093,0.44339622641509435,0.46078431372549017
52,1,130,133,51,0.24056603773584906,0.38345864661654133,0.3923076923076923
52,2,168,172,47,0.16040955631399317,0.27325581395348836,0.27976190476190477
53,0,137,141,52,0.23008849557522124,0.36879432624113473,0.3795620437956204
54,0,93,97,35,0.22580645161290322,0.36082474226804123,0.3763440860215054
54,1,174,179,71,0.25177304964539005,0.39664804469273746,0.40804597701149425
55,0,143,149,39,0.1541501976284585,0.26174496644295303,0.2727272727272727
56,0,123,129,49,0.2413793103448276,0.3798449612403101,0.3983739837398374
57,0,111,116,54,0.31213872832369943,0.46551724137931033,0.4864864864864865
58,0,110,114,52,0.3023255813953488,0.45614035087719296,0.4727272727272727
58,1,112,118,33,0.16751269035532995,0.2796610169491525,0.29464285714285715
59,0,124,128,44,0.21153846153846154,0.34375,0.3548387096774194
59,1,102,105,18,0.09523809523809523,0.17142857142857143,0.17647058823529413
60,0,119,123,75,0.4491017964071856,0.6097560975609756,0.6302521008403361
60,1,191,196,93,0.3163265306122449,0.4744897959183674,0.4869109947643979
63,0,143,147,52,0.2184873949579832,0.35374149659863946,0.36363636363636365
63,1,79,83,11,0.0728476821192053,0.13253012048192772,0.13924050632911392
64,0,88,91,25,0.16233766233766234,0.27472527472527475,0.2840909090909091
64,1,105,109,33,0.18232044198895028,0.30275229357798167,0.3142857142857143
66,0,152,156,73,0.31063829787234043,0.46794871794871795,0.48026315789473684
68,0,100,102,46,0.2948717948717949,0.45098039215686275,0.46
68,1,99,105,23,0.1270718232044199,0.21904761904761905,0.23232323232323232
71,0,157,162,74,0.3020408163265306,0.4567901234567901,0.4713375796178344
71,1,217,222,135,0.4440789473684211,0.6081081081081081,0.6221198156682027
72,0,157,159,78,0.3277310924369748,0.49056603773584906,0.4968152866242038
72,1,112,117,30,0.1507537688442211,0.2564102564102564,0.26785714285714285
74,0,121,125,45,0.22388059701492538,0.36,0.371900826446281
74,1,148,155,31,0.11397058823529412,0.2,0.20945945945945946
75,0,151,157,36,0.1323529411764706,0.22929936305732485,0.23841059602649006
77,0,182,186,95,0.34798534798534797,0.510752688172043,0.521978021978022
77,1,216,220,93,0.27113702623906705,0.42272727272727273,0.4305555555555556
78,0,83,88,40,0.3053435114503817,0.45454545454545453,0.4819277108433735
78,1,174,179,87,0.32706766917293234,0.4860335195530726,0.5
79,0,121,126,44,0.21674876847290642,0.3492063492063492,0.36363636363636365
79,1,152,156,43,0.16226415094339622,0.27564102564102566,0.28289473684210525
79,2,131,137,53,0.24651162790697675,0.38686131386861317,0.40458015267175573
80,0,128,133,40,0.18099547511312217,0.3007518796992481,0.3125
81,0,130,133,71,0.3697916666666667,0.5338345864661654,0.5461538461538461
81,1,158,163,59,0.22519083969465647,0.3619631901840491,0.37341772151898733
82,0,126,131,56,0.27860696517412936,0.42748091603053434,0.4444444444444444
82,1,157,164,57,0.2159090909090909,0.3475609756097561,0.3630573248407643
84,0,124,127,70,0.3867403314917127,0.5511811023622047,0.5645161290322581
84,1,122,125,40,0.1932367149758454,0.32,0.32786885245901637
85,0,199,205,114,0.3931034482758621,0.5560975609756098,0.5728643216080402
86,0,81,84,19,0.13013698630136986,0.2261904761904762,0.2345679012345679
86,1,133,139,50,0.22522522522522523,0.3597122302158273,0.37593984962406013
88,0,136,139,28,0.11336032388663968,0.2014388489208633,0.20588235294117646
88,1,92,94,38,0.25675675675675674,0.40425531914893614,0.41304347826086957
88,2,105,108,17,0.08673469387755102,0.1574074074074074,0.1619047619047619
89,0,125,130,54,0.26865671641791045,0.4153846153846154,0.432
89,1,156,162,53,0.2,0.3271604938271605,0.33974358974358976
90,0,156,162,73,0.2979591836734694,0.4506172839506173,0.46794871794871795
90,1,113,119,34,0.1717171717171717,0.2857142857142857,0.3008849557522124
90,2,169,176,37,0.12012987012987013,0.21022727272727273,0.21893491124260356
91,0,93,98,36,0.23225806451612904,0.3673469387755102,0.3870967741935484
91,1,118,124,35,0.16908212560386474,0.28225806451612906,0.2966101694915254
93,0,123,126,54,0.27692307692307694,0.42857142857142855,0.43902439024390244
93,1,147,152,39,0.15,0.2565789473684211,0.2653061224489796
95,0,101,105,40,0.24096385542168675,0.38095238095238093,0.39603960396039606
96,0,104,108,54,0.34177215189873417,0.5,0.5192307692307693
96,1,115,119,27,0.13043478260869565,0.226890756302521,0.23478260869565218
97,0,111,115,43,0.23497267759562843,0.3739130434782609,0.38738738738738737
97,1,114,118,32,0.16,0.2711864406779661,0.2807017543859649
98,0,115,119,34,0.17,0.2857142857142857,0.2956521739130435
98,1,119,124,37,0.1796116504854369,0.29838709677419356,0.31092436974789917
