Question,Real Answer,Pred Answer,em,f1,glm_correct,glm_reason
Who gives out the prize named after the author of Lectures on Jurisprudence?,University of Cambridge,"The prize named after the author of *Lectures on Jurisprudence* is the **Gyldendal Prize**, which was established in 1996 by the Norwegian publisher Gyldendal N",0.0,0.05263157894736842,False,预测答案给出的颁发机构是挪威出版商Gyldendal N，而标准答案是University of Cambridge。两者在关键信息上完全不一致，且预测答案错误地识别了该奖项的名称，因此未能正确回答问题。
Who is Frances Freeling Broderip's sibling?,Tom Hood,Answer: Vincent Hood,0.0,0.5,False,预测答案给出的名字是“Vincent Hood”，而标准答案为“Tom Hood”。两者指代的是不同的具体人名，在语义上并不等价，且预测答案未包含标准答案的关键信息，因此判断为错误。
Who is the spouse of the person who voices Jarvis in Iron Man?,Jennifer Connelly,LaTanya Richardson,0.0,0.0,False,预测答案“LaTanya Richardson”与标准答案“Jennifer Connelly”完全不同。在《钢铁侠》中为贾维斯（Jarvis）配音的演员是保罗·贝坦尼，其配偶是詹妮弗·康纳利，而非拉坦尼亚·理查森，因此预测答案未能正确回答问题。
What is the source of the river that is the mouth of the Caledon River?,Thaba Putsoa,The source of the river that is the mouth of the Caledon River is the Lake St. Joseph.,0.0,0.0,False,预测答案给出的河流源头是“Lake St. Joseph”，而标准答案是“Thaba Putsoa”。两者在关键信息上完全不一致，且语义上不等价，因此预测答案未能正确回答问题。
What is the name of the famous bridge located in the birthplace of the composer of Nulla in mundo pax sincera?,Rialto Bridge,Gripsholm Castle,0.0,0.0,False,预测答案“Gripsholm Castle”与标准答案“Rialto Bridge”完全不符。问题询问的是位于《Nulla in mundo pax sincera》作曲家（维瓦尔第）出生地（威尼斯）的著名桥梁，正确答案应为里亚托桥，而预测答案给出的是一座城堡，未包含任何正确信息。
When did the party that gained control of Congress in the midterm elections in 1946 take control of the government branch that determines the rules of the US House?,January 2015,"The Republican Party gained control of the Senate in the 2014 midterm elections, not 1946. The passage does not mention the party that gained control of Congress in the 1946 midterm",0.0,0.18181818181818182,False,预测答案没有包含标准答案中的关键信息“January 2015”，且语义上与标准答案完全不一致。预测答案错误地讨论了2014年中期选举和参议院的控制权，并未回答1946年中期选举后控制国会的政党何时接管相关政府分支的问题。
Where did the producer of Julius Caesar study or work?,Clifton College,Vassar College,0.0,0.4,False,预测答案“Vassar College”与标准答案“Clifton College”是两所完全不同的学校，在语义上并不等价，也没有包含标准答案的关键信息，因此未能正确回答问题。
Mehmet Hayri Tarhan's birthplace is the capital of what municipality?,Malko Tarnovo Municipality,Istanbul,0.0,0.0,False,预测答案“Istanbul”与标准答案“Malko Tarnovo Municipality”完全不一致。问题询问的是Mehmet Hayri Tarhan出生地所在的具体市政区，预测答案给出了错误的地点，未能包含标准答案的关键信息，语义上也不等价。
What is the performer of Heartbeat named after?,Natalie Albino,Pest,0.0,0.0,False,预测答案给出的内容是“Pest”，这与标准答案“Natalie Albino”完全不一致，没有包含标准答案的任何关键信息，且两者在语义上也不等价，因此预测答案未能正确回答问题。
The author of Elizabeth and After attended which university?,University of Toronto,University of Toronto,1.0,1.0,True,预测答案“University of Toronto”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了《Elizabeth and After》作者所就读的大学，符合正确回答的标准。
What year did the publisher of Labyrinth end?,1986,1999,0.0,0.3333333333333333,False,预测答案给出的年份是1999年，而标准答案明确指出该出版商结束的年份是1986年。两者在关键信息上完全不一致，且在语义上不等价，因此预测答案未能正确回答问题。
The food safety system of the agency that has the authority to decide if a drug is marketed otc or prescription is known as?,Food Safety Modernization Act (FSMA),OTC monograph system,0.0,0.0,False,预测答案“OTC monograph system”与标准答案“Food Safety Modernization Act (FSMA)”完全不一致，且不包含标准答案的任何关键信息，两者在语义上并不等价，因此判断为错误。
Who is the president of the newly declared independent country that has a Commission of Truth and Friendship with the country where Ambelau is located?,Francisco Guterres,Johan Henri Eliza Ferrier,0.0,0.0,False,预测答案给出的总统是Johan Henri Eliza Ferrier，而标准答案为Francisco Guterres。两者是完全不同的人物，预测答案未包含标准答案的关键信息，且语义上不等价，因此判断为错误。
Who was the British general in the battle named after the birth city of the person who recorded Mother-in-Law?,General Edward Pakenham,Edward Pakenham,0.0,0.888888888888889,True,预测答案“Edward Pakenham”包含了标准答案“General Edward Pakenham”的核心人名信息。虽然预测答案省略了“General”这一头衔，但指代的实体完全一致，在语义上与标准答案等价，因此判断为正确。
Where is Sean Hampton's birth place in the state of Florida?,in Northern Florida,"Ocala, Florida",0.0,0.5,False,"预测答案“Ocala, Florida”给出了一个具体的城市名称，而标准答案是“in Northern Florida”这一区域概念。两者在语义上并不等价，且预测答案未能包含标准答案的关键信息，因此判断为错误。"
Who is the president of the group Kim Un-yong is a member of?,Thomas Bach,Kim Jong Un,0.0,0.0,False,预测答案“Kim Jong Un”与标准答案“Thomas Bach”完全不同。问题询问的是金云龙所在组织的主席，正确答案应为托马斯·巴赫，而预测答案给出了一个完全不同的人物，因此判断为错误。
"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964,1.0,1.0,True,预测答案“1964”与标准答案“1964”完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了所提出的问题。
Who is the president of the new country who has jointly established a Commission on Truth and Friendship with the birth country of Satyo Husodo?,Francisco Guterres,Xanana Gusmão,0.0,0.0,False,预测答案给出的姓名是“Xanana Gusmão”，而标准答案为“Francisco Guterres”。两者是不同的人物，预测答案未包含标准答案的关键信息，在语义上也不等价，因此判断为错误。
Who is the spouse of the current queen of England?,Philip Mountbatten,"The spouse of the current queen of England is Prince Philip, Duke of Edinburgh.",0.0,0.10526315789473685,True,预测答案明确指出了现任英国女王的配偶是爱丁堡公爵菲利普亲王，这与标准答案中的“Philip Mountbatten”指的是同一个人。两者在语义上完全等价，只是使用了不同的称呼方式，准确回答了问题。
In which year did Taifa of Francisco Giner de los Rios' birthplace cease to exist?,1065,1151,0.0,0.3333333333333333,False,预测答案给出的年份是1151年，而标准答案为1065年。两者在数值上完全不同，且不存在语义等价关系，因此预测答案未能正确回答问题。
What did M. King Hubbert's employer announce it was in the process of doing in April 2010?,trying to find a potential buyer for all of its operations in Finland,selling its gas stations and the heavy vehicle fuel supply networks in Finland and Sweden,0.0,0.2962962962962963,False,预测答案提到的是出售芬兰和瑞典的加油站及重型车辆燃料供应网络，而标准答案指出的是为其在芬兰的所有业务寻找潜在买家。两者在涉及的业务范围和具体动作上存在明显差异，语义上不等价。
Who did the person considered the founder of three major monotheistic religions marry after the death of Sarah?,Keturah,Abraham married Keturah after the death of Sarah.,0.0,0.33333333333333337,True,预测答案明确指出了“Abraham married Keturah after the death of Sarah”，不仅包含了标准答案的关键信息“Keturah”，而且在语义上与标准答案完全一致，准确回答了问题所问的内容。
In what region of the country of S-Fone is The place of birth of John Phan located?,South Central Coast,South Central Coast,1.0,1.0,True,预测答案“South Central Coast”与标准答案完全一致，包含了标准答案的所有关键信息，且在语义上完全等价，准确地回答了所提出的问题。
"Along with the Closer performer, what notable pop artist started out his career on adult contemporary radio?",Michael Bublé,Barbra Streisand,0.0,0.0,False,预测答案给出的艺术家是Barbra Streisand，而标准答案要求的是Michael Bublé。两者并非同一人，预测答案未包含标准答案的关键信息，在语义上也不等价，因此判断为错误。
The Live Life Loud album's band signed to which label?,Fair Trade Services,Sony Music Entertainment,0.0,0.0,False,预测答案给出的唱片公司是“Sony Music Entertainment”，而标准答案为“Fair Trade Services”。两者是完全不同的唱片公司名称，预测答案没有包含标准答案的关键信息，语义上也不等价，因此未能正确回答该问题。
Who is the child of Sigrid Eskilsdotter's child?,Svante Stensson Sture,Gustav Vasa,0.0,0.0,False,预测答案给出的名字是“Gustav Vasa”，而标准答案为“Svante Stensson Sture”。两者是完全不同的人物，预测答案没有包含标准答案的关键信息，在语义上也不等价，因此未能正确回答问题。
What is the record label of the Metalworks Studio founder?,TML Entertainment,Island Records,0.0,0.0,False,预测答案“Island Records”与标准答案“TML Entertainment”完全不一致。预测答案没有包含标准答案的关键信息，两者在语义上也不等价，因此未能正确回答Metalworks Studio创始人所拥有的唱片公司名称这一问题。
Who is the president of the new country that jointly established a Commission of Truth and Friendship with the country that broadcasts Dahsyat?,Francisco Guterres,Susilo Bambang Yudhoyono,0.0,0.0,False,预测答案“Susilo Bambang Yudhoyono”与标准答案“Francisco Guterres”完全不同，两者指向的是不同的人物。预测答案没有包含标准答案的关键信息，在语义上也不等价，因此判断为错误。
How many times did the plague occur in the city where Flora's painter died?,22,3,0.0,0.0,False,预测答案给出的数字是3，而标准答案为22。两者在数值上完全不一致，且不存在任何语义上的等价关系，因此预测答案未能正确回答问题。
What is the seat of the county sharing a border with the county in which Valley New School is located?,Green Bay,Bourg-en-Bresse,0.0,0.0,False,预测答案“Bourg-en-Bresse”与标准答案“Green Bay”完全不一致，两者在语义上没有任何等价或包含关系，未能提供问题所要求的关键信息。
What is the highest city in the state where Dell ranks sixth by revenue?,Fort Davis,Fort Davis,1.0,1.0,True,预测答案“Fort Davis”与标准答案完全一致，包含了标准答案的所有关键信息，且在语义上完全等价，准确无误地回答了所提出的问题。
Who played the girlfriend of who plays marty mcfly's daughter in back to the future 2?,Claudia Wells,Lea Thompson,0.0,0.0,False,预测答案“Lea Thompson”与标准答案“Claudia Wells”不一致。标准答案明确指出扮演该角色的演员是Claudia Wells，而预测答案给出了完全不同的人名，未包含标准答案的关键信息，因此判断为错误。
"What specific part of the book where the quote ""by the skin of your teeth"" comes from document reference for Mary?",Genesis 3:15,"The quote ""by the skin of your teeth"" does not come from the document reference for Mary. It is a modern idiom derived from the biblical reference in Job 19:20, which is not related to",0.0,0.10526315789473684,False,预测答案指出该引用出自《约伯记》19章20节，而标准答案为《创世记》3章15节。两者在具体的书卷和章节上完全不同，预测答案未包含标准答案的关键信息，因此判断为错误。
What is the seat of the county sharing a border with the county in which J. P. Hayes was born?,Green Bay,Appleton,0.0,0.0,False,预测答案“Appleton”与标准答案“Green Bay”是两个不同的地名，预测答案并未包含标准答案的关键信息，且两者在语义上不等价，因此未能正确回答问题。
How many times did plague occur in the place where Venus with a Mirror's creator died?,22,3,0.0,0.0,False,预测答案给出的数字是3，而标准答案明确指出该地发生瘟疫的次数是22。两者在数值上完全不一致，且语义上无法等价，因此预测答案未能正确回答问题。
What is the source of the river Orlam clans crossed to migrate to Namibia?,Thaba Putsoa,Orange River,0.0,0.0,False,预测答案给出的信息是“Orange River”，而标准答案为“Thaba Putsoa”。两者在字面和语义上均不相同，预测答案未包含标准答案的关键信息，因此判断为错误。
"Why was Common Sense, by the same author as Rights of Man, an important work?",crystallized the rebellious demand for independence from Great Britain,"It was an important work because it was the most widely read pamphlet of the American Revolution, significantly contributing to spreading the idea of republicanism, bolstering enthusiasm for separation from Britain, and encouraging recruitment for the Continental Army.",0.0,0.16666666666666666,True,预测答案中提到的“spreading the idea of republicanism”和“bolstering enthusiasm for separation from Britain”在语义上与标准答案的“crystallized the rebellious demand for independence from Great Britain”高度一致，准确表达了《常识》在推动美国独立方面的核心作用，符合标准答案的关键信息。
In which county was Larkin I. Smith born?,Pearl River County,"Poplarville, Mississippi",0.0,0.0,False,"问题询问的是Larkin I. Smith出生的县，标准答案明确给出了“Pearl River County”。预测答案“Poplarville, Mississippi”提供的是一个城市和州，而不是县。虽然Poplarville是Pearl River County的县治所在地，但预测答案并未包含标准答案的关键信息，在语义上也不等价，因此判断为错误。"
What movie did the person who acted in the comedy film Crime School win his only Oscar for?,The African Queen,The African Queen,1.0,1.0,True,预测答案与标准答案完全一致，均为“The African Queen”，准确包含了标准答案的关键信息，在语义上完全等价，正确地回答了问题。
