Question,Real Answer,Pred Answer,em,f1,glm_correct,glm_reason
In what region of the country of S-Fone is The place of birth of John Phan located?,South Central Coast,South Central Coast,1.0,1.0,True,预测答案“South Central Coast”与标准答案完全一致，包含了标准答案的所有关键信息，且在语义上完全等价，准确地回答了问题。
"Along with the Closer performer, what notable pop artist started out his career on adult contemporary radio?",Michael Bublé,Josh Groban,0.0,0.0,False,预测答案给出的艺术家是Josh Groban，而标准答案明确指出该名人是Michael Bublé。两者是不同的歌手，预测答案未包含标准答案的关键信息，因此判断为错误。
The Live Life Loud album's band signed to which label?,Fair Trade Services,BEC Recordings,0.0,0.0,False,预测答案给出的标签是“BEC Recordings”，而标准答案为“Fair Trade Services”。两者是完全不同的唱片公司名称，既不包含相同的关键信息，在语义上也不等价，因此预测答案未能正确回答问题。
Who is the child of Sigrid Eskilsdotter's child?,Svante Stensson Sture,Christina Gyllenstierna,0.0,0.0,False,预测答案“Christina Gyllenstierna”与标准答案“Svante Stensson Sture”完全不同，两者在语义上不等价，且预测答案未包含标准答案的任何关键信息，因此未能正确回答问题。
What is the record label of the Metalworks Studio founder?,TML Entertainment,Metalworks Institute,0.0,0.0,False,预测答案“Metalworks Institute”与标准答案“TML Entertainment”完全不同。问题询问的是Metalworks Studio创始人的唱片公司，而预测答案给出的是一个教育机构，未包含标准答案的关键信息，因此判断为错误。
Who is the president of the new country that jointly established a Commission of Truth and Friendship with the country that broadcasts Dahsyat?,Francisco Guterres,Susilo Bambang Yudhoyono,0.0,0.0,False,预测答案“Susilo Bambang Yudhoyono”与标准答案“Francisco Guterres”完全不同，两者并非同一人。预测答案未能包含标准答案的关键信息，在语义上也不等价，因此未能正确回答该问题。
How many times did the plague occur in the city where Flora's painter died?,22,3,0.0,0.0,False,预测答案给出的数字是3，而标准答案明确指出瘟疫发生的次数是22。两者在数值上完全不一致，且语义上也不等价，因此预测答案未能正确回答问题。
What is the seat of the county sharing a border with the county in which Valley New School is located?,Green Bay,Appleton,0.0,0.0,False,预测答案给出的城市是“Appleton”，而标准答案为“Green Bay”。两者在语义上并不等价，且预测答案未包含标准答案中的关键信息，因此判定为错误。
What is the highest city in the state where Dell ranks sixth by revenue?,Fort Davis,Fort Davis,1.0,1.0,True,预测答案“Fort Davis”与标准答案完全一致，包含了标准答案的所有关键信息，在语义上完全等价，准确地回答了所提出的问题。
Who played the girlfriend of who plays marty mcfly's daughter in back to the future 2?,Claudia Wells,"<think>
Okay, let's try to figure out who played the girlfriend of who plays Marty McFly's daughter in Back to the Future 2. 

First, I need to understand the question. The user is asking about the actress who portrayed",0.0,0.0,False,预测答案仅仅复述了问题并开始了思考过程，但并未给出任何实际的人名。它没有包含标准答案中的关键信息“Claudia Wells”，也没有提供任何可核验的答案，因此判断为错误。
"What specific part of the book where the quote ""by the skin of your teeth"" comes from document reference for Mary?",Genesis 3:15,Job 19:20,0.0,0.4444444444444445,False,预测答案“Job 19:20”与标准答案“Genesis 3:15”完全不同，两者指向的圣经章节不一致。预测答案没有包含标准答案的关键信息，在语义上也不等价，因此判断为错误。
What is the seat of the county sharing a border with the county in which J. P. Hayes was born?,Green Bay,Appleton,0.0,0.0,False,预测答案“Appleton”与标准答案“Green Bay”是两个不同的地名，预测答案没有包含标准答案的关键信息，两者在语义上也不等价，因此预测答案未能正确回答问题。
How many times did plague occur in the place where Venus with a Mirror's creator died?,22,3,0.0,0.0,False,预测答案给出的数字是3，而标准答案明确指出该地发生瘟疫的次数是22。两者在数值上完全不一致，且不满足语义等价或包含关键信息的要求，因此预测答案未能正确回答问题。
What is the source of the river Orlam clans crossed to migrate to Namibia?,Thaba Putsoa,the Orange River,0.0,0.0,False,预测答案给出的信息是“the Orange River”，而标准答案为“Thaba Putsoa”。两者在语义上完全不同，且预测答案并未包含标准答案中的任何关键信息，因此判定为错误。
"Why was Common Sense, by the same author as Rights of Man, an important work?",crystallized the rebellious demand for independence from Great Britain,"Common Sense was an important work because it crystallized sentiment for independence in 1776, was the most widely read pamphlet of the American Revolution, and demonstrated to many the inevitability of separation from Britain.",0.0,0.23999999999999996,True,预测答案包含了标准答案的核心信息，即“crystallized sentiment for independence”与标准答案的“crystallized the rebellious demand for independence”在语义上高度一致。此外，预测答案还补充了该作品在1776年的广泛影响力，进一步印证了其重要性，符合正确回答问题的标准。
In which county was Larkin I. Smith born?,Pearl River County,Pearl River County,1.0,1.0,True,预测答案“Pearl River County”与标准答案“Pearl River County”完全一致，包含了标准答案的所有关键信息，语义上完全等价，准确地回答了Larkin I. Smith出生在哪个县的问题。
What movie did the person who acted in the comedy film Crime School win his only Oscar for?,The African Queen,The African Queen,1.0,1.0,True,预测答案与标准答案完全一致，均为“The African Queen”。该答案准确包含了标准答案的关键信息，且在语义上完全等价，正确回答了关于在电影《Crime School》中出演的演员获得其唯一奥斯卡奖的电影名称这一问题。
with what movie did Mary Philips' husband win his only oscar?,The African Queen,The African Queen,1.0,1.0,True,预测答案与标准答案完全一致，均为“The African Queen”，准确包含了标准答案的关键信息，语义上完全等价，正确回答了关于Mary Philips丈夫获得唯一奥斯卡奖的电影的问题。
The all time top goal scorer in premier league in one season is a member of what team?,Egypt national football team,Manchester City,0.0,0.0,False,预测答案“Manchester City”与标准答案“Egypt national football team”不一致。英超单赛季进球纪录保持者是穆罕默德·萨拉赫，他是埃及国家足球队的成员，而不是曼彻斯特城队的成员，因此预测答案未能包含标准答案的关键信息。
Where is the province of Gonbad-e Qabus County located?,in the north-east of the country south of the Caspian Sea,"Golestan Province, Iran.",0.0,0.0,False,"预测答案“Golestan Province, Iran”指出了Gonbad-e Qabus County所在的具体省份和国家，但并未包含标准答案中的关键信息，即“in the north-east of the country south of the Caspian Sea”。两者在地理方位的描述上不一致，因此判断为错误。"
Who wrote the song turn me on that is performed by performer of Feelin' the Same Way?,John D. Loudermilk,John D. Loudermilk,1.0,1.0,True,预测答案“John D. Loudermilk”与标准答案完全一致，包含了标准答案的所有关键信息，语义上完全等价，准确地回答了所提出的问题。
What institute did the actor playing the voice of John Smith in Pocahontas attend?,National Institute of Dramatic Art,National Institute of Dramatic Art (NIDA),0.0,0.8,True,预测答案“National Institute of Dramatic Art (NIDA)”不仅完整包含了标准答案的关键信息，还额外提供了该机构的缩写，两者在语义上完全等价，正确地回答了问题。
Who led the muslim forces to retake the proposed embassy destination?,Abu Ubaidah,Abu Ubaidah,1.0,1.0,True,预测答案“Abu Ubaidah”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了谁领导穆斯林军队夺回拟议大使馆目的地的问题。
Which is the body of water near George Mills' place of birth?,River Thames,Deptford,0.0,0.0,False,预测答案“Deptford”是一个地名，而问题询问的是附近的水域。标准答案“River Thames”才是正确的水体名称，两者在语义上完全不同，因此预测答案不正确。
When did the party who gained control of congress in the midterm elections in 1946 take control of the determiner of rules of the US House and US Senate?,January 2015,1946,0.0,0.0,False,预测答案“1946”与标准答案“January 2015”完全不一致。问题询问的是该政党正式掌控美国众议院和参议院规则制定权的时间，标准答案明确为2015年1月，而预测答案给出的是赢得中期选举的年份，未能包含正确答案的关键信息，因此判断为错误。
Who does the Nothing Suits Me Like a Suit artist play in Batman Under the Red Hood?,Nightwing / Dick Grayson,Jared Leto,0.0,0.0,False,预测答案“Jared Leto”是一位演员的名字，而标准答案是角色名“Nightwing / Dick Grayson”。问题询问的是该艺术家在蝙蝠侠电影中扮演的角色，而不是扮演该角色的演员是谁，两者在语义上完全不同，因此预测答案错误。
When was the death penalty abolished in the country near the country where the writer of The Book Thief is a citizen of?,1989,1989,1.0,1.0,True,预测答案“1989”与标准答案“1989”完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了所提出的问题。
What is the seat of the county sharing a border with the county in which Miller Electric is headquartered?,Green Bay,Pécs,0.0,0.0,False,预测答案“Pécs”与标准答案“Green Bay”完全不一致，两者在语义上没有任何关联。预测答案未能包含标准答案的关键信息，因此无法正确回答所提出的问题。
Who is the brother of the Nothin' My Love Can't Fix performer?,Matthew Lawrence,Joey Lawrence,0.0,0.6666666666666666,False,预测答案给出的兄弟是Joey Lawrence，而标准答案明确指出该表演者的兄弟是Matthew Lawrence。两者是不同的人，预测答案未包含标准答案的关键信息，语义上也不等价，因此判断为错误。
Who is the brother of the Melissa and Joey Theme Song singer?,Matthew Lawrence,Matthew Lawrence,1.0,1.0,True,预测答案“Matthew Lawrence”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了关于《Melissa and Joey》主题曲演唱者兄弟的问题。
When was the last time the team that Arthur James was a member of beat the 1894-95 FA cup winner?,1 December 2010,1982,0.0,0.2222222222222222,False,预测答案“1982”与标准答案“1 December 2010”在时间信息上完全不一致，且语义上不等价，因此预测答案未能正确回答问题。
Who started the foundation that developed the Free Software Directory?,Richard Stallman,Free Software Foundation (FSF),0.0,0.0,False,预测答案“Free Software Foundation (FSF)”是开发该目录的基金会名称，而问题询问的是“谁”创立了该基金会。标准答案“Richard Stallman”才是创立FSF的具体人物，两者在语义上并不等价。
What pantheon is the God of the underworld in ancient Egypt a part of?,ancient Egyptian religion,Egyptian,0.0,0.25,True,预测答案“Egyptian”虽然省略了“ancient”和“religion”等词，但在问题“ancient Egypt”的语境下，它准确传达了标准答案“ancient Egyptian religion”的核心含义，语义上等价，符合允许细微措辞差异的评判标准。
Where was the president born on the fourth of July born?,Plymouth Notch,"Answer: La Rioja, Argentina",0.0,0.0,False,"预测答案给出的地点是“La Rioja, Argentina”，而标准答案是“Plymouth Notch”。两者在地理位置和语义上完全不同，预测答案没有包含标准答案的任何关键信息，因此判断为错误。"
Who play's Marty's girlfriend in back to the future?,Claudia Wells,Claudia Wells,1.0,1.0,True,预测答案“Claudia Wells”与标准答案完全一致，准确包含了问题所需的关键信息，正确回答了谁在《回到未来》中扮演Marty的女朋友的问题。
What is the record label for the band which performed Pythons?,Kanine Records,Sire Records,0.0,0.5,False,预测答案给出的唱片公司是“Sire Records”，而标准答案为“Kanine Records”。两者在语义上完全不同，预测答案未包含标准答案的关键信息，因此判断为错误。
Who is the employer of the person Mach's principle was named after?,Charles University,"The employer of the person Mach's principle was named after is the Royal Aircraft Establishment, Farnborough.",0.0,0.0,False,"预测答案给出的雇主是“Royal Aircraft Establishment, Farnborough”，而标准答案是“Charles University”。两者信息完全不一致，预测答案未包含标准答案的关键信息，因此判断为错误。"
What is the life expectancy of the type of retriever named after the body of water the Patuxent River turns into?,average lifespan at 9.4 years,12 to 13 years,0.0,0.3333333333333333,False,预测答案给出的寿命是“12 to 13 years”，而标准答案明确指出该犬种的平均寿命为“9.4 years”。两者在数值上完全不同，语义上也不等价，因此预测答案未能正确回答问题。
Who is the president of the newly declared independent country that is part of the Commission of Truth and Friendship with the country where Sambas is located?,Francisco Guterres,José Ramos-Horta,0.0,0.0,False,预测答案“José Ramos-Horta”与标准答案“Francisco Guterres”是两个不同的人名，预测答案没有包含标准答案的关键信息，两者在语义上不等价，因此判断为错误。
What is the capital of the country it is about?,Aden,Georgetown,0.0,0.0,False,预测答案“Georgetown”与标准答案“Aden”完全不同，两者在语义上没有任何关联，也没有包含标准答案的任何关键信息，因此预测答案未能正确回答问题。
The league playing in the Thursday night football game is a type of what?,sports league,professional sports league,0.0,0.6666666666666666,True,预测答案“professional sports league”包含了标准答案“sports league”的核心信息，两者在语义上高度一致。预测答案仅增加了“professional”这一修饰词，不仅没有改变原意，反而更准确地描述了该联赛的属性，符合允许措辞细微差异的判断标准。
A participant of the Battle of Brechin is an instance of?,Scottish clan,Clan Gordon,0.0,0.0,False,问题询问的是参与者所属的类别，标准答案“Scottish clan”给出了正确的上位概念。预测答案“Clan Gordon”是一个具体的下位实例，而非类别本身，在语义上不等价于标准答案，因此判断为错误。
What is the symbol of the Saints from the city that is the location of Blanton's manufacturer's headquarters called?,fleur - de-lis,fleur-de-lis,0.0,0.6666666666666666,True,预测答案“fleur-de-lis”与标准答案“fleur - de-lis”在语义上完全等价，仅仅是连字符前后的空格存在细微的格式差异。两者都准确包含了所需的关键信息，正确回答了关于圣徒队标志的问题。
What mythology is the city where Eutychides was born in a part of?,Greek mythology,Greek mythology,1.0,1.0,True,预测答案“Greek mythology”与标准答案完全一致，包含了标准答案的核心关键信息，且在语义上完全等价，准确地回答了关于Eutychides出生地所属神话体系的问题。
What is the oldest college in the state that contains Borough House Plantation?,College of Charles Towne,College of Charleston,0.0,0.5,True,预测答案“College of Charleston”与标准答案“College of Charles Towne”指代的是同一所教育机构，即位于南卡罗来纳州的查尔斯顿学院。“Charles Towne”是查尔斯顿的历史旧称，两者在语义上完全等价，属于措辞上的细微差异。
"What county shares a border with the other county, that contains the city, that is the birthplace of the performer of Never Gonna Fall in Love Again?",Cabarrus County,El Salvador,0.0,0.0,False,预测答案“El Salvador”是一个国家，而标准答案为“Cabarrus County”。两者在语义上完全不同，且预测答案未包含标准答案的任何关键信息，因此判断为错误。
What city was the author of What We Talk About When We Talk About love born in?,Clatskanie,"Clatskanie, Oregon",0.0,0.7499999999999999,True,"预测答案“Clatskanie, Oregon”包含了标准答案“Clatskanie”的关键信息，两者在语义上完全等价。添加州名“Oregon”只是提供了更具体的地理位置补充，并未改变核心答案的正确性，符合允许措辞细微差异的判断标准。"
What undertaking included the person who discovered that the number of protons in each element's atoms is unique?,Manhattan Project,Manhattan Project,1.0,1.0,True,预测答案“Manhattan Project”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了所提出的问题。
What was the story of the character from The Bourne Deception based on?,the novel of the same name by Robert Ludlum,the legendary Bavarian prophet Mühlhiasl,0.0,0.10526315789473685,False,预测答案“the legendary Bavarian prophet Mühlhiasl”与标准答案“the novel of the same name by Robert Ludlum”完全不一致。预测答案没有包含标准答案的任何关键信息，且两者在语义上并不等价，因此判断为错误。
Which two features were played up the person who had the biggest net worth in 2017?,ease of use and enhanced support for Plug and Play,"1. Improved USB support  
2. Accessibility enhancements",0.0,0.16666666666666666,False,预测答案中提到的“Improved USB support”和“Accessibility enhancements”与标准答案中的“ease of use and enhanced support for Plug and Play”在语义上不一致，且未包含标准答案的关键信息，因此判断为错误。
"Who is one of the members of the music group that performed ""Good Little Girls""?",Aaron Benward,Aaron Benward,1.0,1.0,True,预测答案“Aaron Benward”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了关于演唱“Good Little Girls”的音乐团体成员的问题。
How many times did plague occur in the place where Bajazet's composer was born?,22,0,0.0,0.0,False,预测答案给出的数字是0，而标准答案明确指出瘟疫发生的次数是22。两者在数值上完全不一致，且语义上也不等价，因此预测答案未能正确回答问题。
What year did the company that published Starship Command end?,1986,1999,0.0,0.3333333333333333,False,预测答案给出的年份是1999年，而标准答案明确指出该公司结束的年份是1986年。两者在关键信息上完全不一致，因此预测答案未能正确回答问题。
Who is the spouse of the child of Peter Andreas Heiberg?,Johanne Luise Heiberg,Johanne Luise Pätges,0.0,0.5714285714285714,False,预测答案“Johanne Luise Pätges”与标准答案“Johanne Luise Heiberg”在姓氏上存在差异。虽然Johanne Luise Pätges是Johanne Luise Heiberg的娘家姓，但标准答案明确要求给出其婚后姓（Heiberg），两者在字面和指代上并不完全等价，因此判断为错误。
What character in A League of their Own was played by the actress who played Thelma in the movie Thelma and Louise?,Dottie Hinson,Thelma Dickinson,0.0,0.28571428571428575,False,预测答案“Thelma Dickinson”是电影《Thelma and Louise》中的角色名，而问题询问的是该演员在电影《A League of their Own》中扮演的角色。标准答案应为“Dottie Hinson”，两者在语义上完全不同，预测答案未能正确回答问题。
What is the abbreviated name of the exclusive platform of the video game named for the league with a halftime event just before the publishers clearing house sweepstakes drawing.,NES,PCH,0.0,1.0,False,预测答案为“PCH”，而标准答案为“NES”。两者在字面和语义上均不等价，预测答案没有包含标准答案的关键信息，因此未能正确回答问题。
When was the last time the sports team Alan O'Neil was a member of beat the winner of the 1894-95 FA cup?,1 December 2010,1993–94 season,0.0,0.0,False,预测答案给出的时间是“1993–94 season”，而标准答案是“1 December 2010”。两者在时间信息上完全不一致，预测答案没有包含标准答案的关键信息，因此判断为错误。
Who is the spouse of the person who plays Batman in the Lego Batman Movie?,Amy Poehler,"<think>
Okay, let's see. The question is asking about the spouse of the person who plays Batman in the Lego Batman Movie. First, I need to figure out who voices Batman in that movie. From the passages provided, specifically Passage",0.0,0.0,False,预测答案仅仅复述了问题并开始了思考过程，但并未给出任何实质性的结论或人名。它没有包含标准答案“Amy Poehler”的关键信息，属于未完成的无效答案。
By how much of the population of the region where Baton a feu originated reduced by the black death?,30% to 65%,"The Bâton à feu originated in Western Europe. The Black Death reduced the population of Western Europe by an estimated one-third to one-half. In some of the hardest-hit areas, up to 80% of the",0.0,0.15,True,预测答案指出黑死病使西欧人口减少了三分之一到二分之一，这与标准答案中的“30% to 65%”在数值范围上高度重合且语义等价，因此正确回答了问题。
When did the explorer reach the headquarters location of the group Con-Test's record label is part of?,"August 3, 1769",1769,0.0,0.5454545454545454,False,"标准答案给出了具体的日期“August 3, 1769”，而预测答案仅给出了年份“1769”，缺失了关键的月份和日期信息，两者在语义上并不等价，因此预测答案不正确。"
What is the name of the castle in the city where the performers of Spirit If.. became a band?,Casa Loma,Casa Loma,1.0,1.0,True,预测答案与标准答案完全一致，均为“Casa Loma”。预测答案准确包含了标准答案的关键信息，在语义上完全等价，正确地回答了问题。
Who wrote a book about growing up in the same nationality as the man who produced The Wild Women of Chastity Gulch?,Min Zhou,Aaron Spelling,0.0,0.0,False,预测答案“Aaron Spelling”与标准答案“Min Zhou”完全不一致。预测答案没有包含标准答案的关键信息，两者在语义上也不等价，因此未能正确回答该问题。
Who is the spouse of the actor of Ethan in A Dog's Purpose?,Meg Ryan,Al,0.0,0.0,False,预测答案“Al”与标准答案“Meg Ryan”完全不一致，没有包含标准答案的任何关键信息，且两者在语义上并不等价，因此预测答案未能正确回答问题。
Who is the federal leader of the party that Pierre-Hugues Boisvenu is a member of?,Andrew Scheer,Andrew Scheer,1.0,1.0,True,预测答案“Andrew Scheer”与标准答案完全一致，包含了标准答案的全部关键信息，且在语义上完全等价，准确地回答了问题。
At what local time does the country where Fuser and Alberto meet the indigenous couple traveling to look for work change their clocks for DST?,24:00,12:00 midnight,0.0,0.5714285714285715,True,预测答案中的“12:00 midnight”与标准答案“24:00”在语义上完全等价，均表示午夜零点这一时间点。虽然措辞存在差异，但核心信息一致，符合评估标准。
