source,kind,layer,group,tokens,delta_l2,base_l2,relative_l2,energy_share
raw,k,26,all,1313,314.70166015625,2043.6199951171875,0.15399226546287537,1.0
raw,k,27,selected,196,269.86944580078125,809.9293823242188,0.33320119976997375,1.0
raw,k,27,unselected,1117,0.0,1942.5103759765625,0.0,0.0
raw,k,27,all,1313,269.86944580078125,2104.6083984375,0.1282278597354889,1.0
raw,k,28,selected,196,305.71490478515625,773.1580810546875,0.39541059732437134,1.0
raw,k,28,unselected,1117,0.0,1851.4251708984375,0.0,0.0
raw,k,28,all,1313,305.71490478515625,2006.386962890625,0.1523708552122116,1.0
raw,k,29,selected,196,276.2073059082031,833.6019897460938,0.331341952085495,1.0
raw,k,29,unselected,1117,0.0,2015.2713623046875,0.0,0.0
raw,k,29,all,1313,276.2073059082031,2180.8798828125,0.12664948403835297,1.0
raw,k,30,selected,196,230.89654541015625,816.7144165039062,0.282713919878006,1.0000001192092896
raw,k,30,unselected,1117,0.0,1976.7374267578125,0.0,0.0
raw,k,30,all,1313,230.89654541015625,2138.81787109375,0.1079552173614502,1.0
raw,k,31,selected,196,236.29481506347656,817.1272583007812,0.2891775071620941,1.0000001192092896
raw,k,31,unselected,1117,0.0,1991.09033203125,0.0,0.0
raw,k,31,all,1313,236.29481506347656,2152.24853515625,0.10978974401950836,1.0
raw,k,32,selected,196,230.7312469482422,1484.2086181640625,0.15545742213726044,1.0
raw,k,32,unselected,1117,0.0,3622.280029296875,0.0,0.0
raw,k,32,all,1313,230.7312469482422,3914.4833984375,0.05894296243786812,1.0
raw,k,33,selected,196,241.56436157226562,1017.5523681640625,0.2373974770307541,1.0000001192092896
raw,k,33,unselected,1117,0.0,2451.149169921875,0.0,0.0
raw,k,33,all,1313,241.56436157226562,2653.9677734375,0.09102007746696472,1.0
raw,k,34,selected,196,253.3900909423828,1625.4658203125,0.1558876782655716,0.9999999403953552
raw,k,34,unselected,1117,0.0,3950.984619140625,0.0,0.0
raw,k,34,all,1313,253.3900909423828,4272.2314453125,0.059310946613550186,1.0
raw,k,35,selected,196,276.0327453613281,984.5650024414062,0.2803601026535034,1.0
raw,k,35,unselected,1117,0.0,2376.69970703125,0.0,0.0
raw,k,35,all,1313,276.0327453613281,2572.564697265625,0.10729865729808807,1.0
raw,k,36,selected,196,321.74285888671875,852.4568481445312,0.3774300813674927,1.0000001192092896
raw,k,36,unselected,1117,0.0,2017.56689453125,0.0,0.0
raw,k,36,all,1313,321.74285888671875,2190.277099609375,0.14689595997333527,1.0
raw,k,37,selected,196,314.5160827636719,827.3768310546875,0.3801364302635193,1.0000001192092896
raw,k,37,unselected,1117,0.0,1986.7381591796875,0.0,0.0
raw,k,37,all,1313,314.5160827636719,2152.144775390625,0.14614076912403107,1.0
raw,k,38,selected,196,313.2646484375,883.5858154296875,0.35453787446022034,1.0
raw,k,38,unselected,1117,0.0,2074.61962890625,0.0,0.0
raw,k,38,all,1313,313.2646484375,2254.9541015625,0.13892285525798798,1.0
raw,k,39,selected,196,335.4395751953125,957.9818115234375,0.3501523435115814,1.0
raw,k,39,unselected,1117,0.0,2275.07666015625,0.0,0.0
raw,k,39,all,1313,335.4395751953125,2468.551025390625,0.13588520884513855,1.0
raw,k,40,selected,196,359.9248962402344,1095.69140625,0.32849112153053284,0.9999998807907104
raw,k,40,unselected,1117,0.0,2585.818359375,0.0,0.0
raw,k,40,all,1313,359.9248962402344,2808.35546875,0.12816216051578522,1.0
raw,k,41,selected,196,377.4757385253906,895.6378784179688,0.42146021127700806,1.0
raw,k,41,unselected,1117,0.0,2097.635498046875,0.0,0.0
raw,k,41,all,1313,377.4757385253906,2280.853271484375,0.16549760103225708,1.0
raw,k,42,selected,196,413.0608825683594,821.5951538085938,0.5027547478675842,1.0
raw,k,42,unselected,1117,0.0,1960.048828125,0.0,0.0
raw,k,42,all,1313,413.0608825683594,2125.28759765625,0.1943552941083908,1.0
raw,k,43,selected,196,409.5801696777344,847.9185180664062,0.4830418825149536,1.0000001192092896
raw,k,43,unselected,1117,0.0,2014.9501953125,0.0,0.0
raw,k,43,all,1313,409.5801696777344,2186.0986328125,0.18735668063163757,1.0
raw,k,44,selected,196,401.14776611328125,858.4165649414062,0.467311292886734,1.0000001192092896
raw,k,44,unselected,1117,0.0,2040.327880859375,0.0,0.0
raw,k,44,all,1313,401.14776611328125,2213.556640625,0.18122318387031555,1.0
raw,k,45,selected,196,455.0388488769531,925.4904174804688,0.49167320132255554,1.0000001192092896
raw,k,45,unselected,1117,0.0,2218.285888671875,0.0,0.0
raw,k,45,all,1313,455.0388488769531,2403.613037109375,0.18931451439857483,1.0
raw,k,46,selected,196,408.409423828125,846.1038818359375,0.48269417881965637,1.0
raw,k,46,unselected,1117,0.0,2005.0123291015625,0.0,0.0
raw,k,46,all,1313,408.409423828125,2176.228515625,0.18766844272613525,1.0
raw,k,47,selected,196,427.9712219238281,901.8043823242188,0.4745721220970154,1.0
raw,k,47,unselected,1117,0.0,2133.71337890625,0.0,0.0
raw,k,47,all,1313,427.9712219238281,2316.46142578125,0.18475215137004852,1.0
raw,k,48,selected,196,460.519287109375,857.3366088867188,0.5371510982513428,1.0000001192092896
raw,k,48,unselected,1117,0.0,2059.243896484375,0.0,0.0
raw,k,48,all,1313,460.519287109375,2230.585693359375,0.20645666122436523,1.0
raw,k,49,selected,196,461.62628173828125,1372.173583984375,0.3364197313785553,1.0000001192092896
raw,k,49,unselected,1117,0.0,3246.198486328125,0.0,0.0
raw,k,49,all,1313,461.62628173828125,3524.201416015625,0.1309874802827835,1.0
raw,k,50,selected,196,441.7438049316406,875.447265625,0.5045921206474304,1.0
raw,k,50,unselected,1117,0.0,2097.179443359375,0.0,0.0
raw,k,50,all,1313,441.7438049316406,2272.572509765625,0.1943805068731308,1.0
raw,k,51,selected,196,396.1035461425781,961.9990844726562,0.4117504358291626,1.0
raw,k,51,unselected,1117,0.0,2275.978759765625,0.0,0.0
raw,k,51,all,1313,396.1035461425781,2470.939453125,0.16030484437942505,1.0
raw,k,52,selected,196,423.865478515625,863.8635864257812,0.49066251516342163,1.0
raw,k,52,unselected,1117,0.0,2073.9638671875,0.0,0.0
raw,k,52,all,1313,423.865478515625,2246.686767578125,0.18866246938705444,1.0
raw,k,53,selected,196,391.81072998046875,822.19873046875,0.4765401780605316,1.0000001192092896
raw,k,53,unselected,1117,0.0,1979.2237548828125,0.0,0.0
raw,k,53,all,1313,391.81072998046875,2143.21435546875,0.18281453847885132,1.0
raw,k,54,selected,196,379.6588439941406,958.423583984375,0.39612844586372375,1.0
raw,k,54,unselected,1117,0.0,2285.766357421875,0.0,0.0
raw,k,54,all,1313,379.6588439941406,2478.56787109375,0.1531766951084137,1.0
raw,k,55,selected,196,347.356689453125,844.5009765625,0.41131591796875,0.9999999403953552
raw,k,55,unselected,1117,0.0,2020.7529296875,0.0,0.0
raw,k,55,all,1313,347.356689453125,2190.125732421875,0.15860125422477722,1.0
raw,k,56,selected,196,348.4398193359375,796.9278564453125,0.437228798866272,1.0000001192092896
raw,k,56,unselected,1117,0.0,1939.4661865234375,0.0,0.0
raw,k,56,all,1313,348.4398193359375,2096.82177734375,0.1661752164363861,1.0
raw,k,57,selected,196,370.0391540527344,811.1423950195312,0.45619505643844604,0.9999998807907104
raw,k,57,unselected,1117,0.0,1963.22705078125,0.0,0.0
raw,k,57,all,1313,370.0391540527344,2124.205078125,0.17420123517513275,1.0
raw,k,58,selected,196,383.319580078125,780.0267333984375,0.4914185106754303,1.0
raw,k,58,unselected,1117,0.0,1873.1239013671875,0.0,0.0
raw,k,58,all,1313,383.319580078125,2029.05029296875,0.18891575932502747,1.0
raw,k,59,selected,196,393.5016784667969,781.712890625,0.5033838748931885,1.0
raw,k,59,unselected,1117,0.0,1882.348388671875,0.0,0.0
raw,k,59,all,1313,393.5016784667969,2038.2177734375,0.19306164979934692,1.0
raw,k,60,selected,196,370.19781494140625,908.9172973632812,0.4072953760623932,1.0
raw,k,60,unselected,1117,0.0,2194.063232421875,0.0,0.0
raw,k,60,all,1313,370.19781494140625,2374.887451171875,0.1558801531791687,1.0
raw,k,61,selected,196,330.61407470703125,800.1314086914062,0.4131997227668762,1.0
raw,k,61,unselected,1117,0.0,1917.2298583984375,0.0,0.0
raw,k,61,all,1313,330.61407470703125,2077.506103515625,0.15913988649845123,1.0
raw,k,62,selected,196,359.2154235839844,1018.4140625,0.3527204096317291,1.0000001192092896
raw,k,62,unselected,1117,0.0,2449.05859375,0.0,0.0
raw,k,62,all,1313,359.2154235839844,2652.3525390625,0.13543276488780975,1.0
raw,k,63,selected,196,334.4958190917969,1186.594970703125,0.2818955183029175,1.0000001192092896
raw,k,63,unselected,1117,0.0,2881.565185546875,0.0,0.0
raw,k,63,all,1313,334.4958190917969,3116.281005859375,0.10733814537525177,1.0
raw,v,0,selected,196,0.0,20.761707305908203,0.0,0.0
raw,v,0,unselected,1117,0.0,48.936798095703125,0.0,0.0
raw,v,0,all,1313,0.0,53.158592224121094,0.0,0.0
raw,v,1,selected,196,2.4774582386016846,25.86029624938965,0.09580162167549133,0.9999999403953552
raw,v,1,unselected,1117,0.0,58.906593322753906,0.0,0.0
raw,v,1,all,1313,2.4774582386016846,64.3331527709961,0.03850982338190079,1.0
raw,v,2,selected,196,7.123141765594482,29.759389877319336,0.23935778439044952,1.0000001192092896
raw,v,2,unselected,1117,0.0,68.63858032226562,0.0,0.0
raw,v,2,all,1313,7.123141765594482,74.81256866455078,0.09521316736936569,1.0
raw,v,3,selected,196,9.271596908569336,36.445045471191406,0.2543993890285492,1.0000001192092896
raw,v,3,unselected,1117,0.0,83.3059310913086,0.0,0.0
raw,v,3,all,1313,9.271596908569336,90.92986297607422,0.10196426510810852,1.0
raw,v,4,selected,196,10.98383903503418,39.354557037353516,0.27909955382347107,1.0
raw,v,4,unselected,1117,0.0,90.78826141357422,0.0,0.0
raw,v,4,all,1313,10.98383903503418,98.95140075683594,0.1110023632645607,1.0
raw,v,5,selected,196,13.026906967163086,41.51754379272461,0.3137687146663666,1.0
raw,v,5,unselected,1117,0.0,95.5887222290039,0.0,0.0
raw,v,5,all,1313,13.026906967163086,104.2162094116211,0.12499885261058807,1.0
raw,v,6,selected,196,13.640349388122559,43.42585372924805,0.31410664319992065,1.0
raw,v,6,unselected,1117,0.0,100.62364959716797,0.0,0.0
raw,v,6,all,1313,13.640349388122559,109.59503173828125,0.12446138262748718,1.0
raw,v,7,selected,196,27.491588592529297,96.846923828125,0.28386640548706055,0.9999999403953552
raw,v,7,unselected,1117,0.0,217.5071258544922,0.0,0.0
raw,v,7,all,1313,27.491588592529297,238.09506225585938,0.11546475440263748,1.0
raw,v,8,selected,196,28.35396957397461,91.55864715576172,0.3096809685230255,1.0
raw,v,8,unselected,1117,0.0,212.5879364013672,0.0,0.0
raw,v,8,all,1313,28.35396957397461,231.46722412109375,0.12249669432640076,1.0
raw,v,9,selected,196,21.206499099731445,71.3038101196289,0.2974104583263397,0.9999999403953552
raw,v,9,unselected,1117,0.0,167.79795837402344,0.0,0.0
raw,v,9,all,1313,21.206499099731445,182.3211669921875,0.11631397157907486,1.0
raw,v,10,selected,196,29.830793380737305,92.81559753417969,0.3213984966278076,1.0000001192092896
raw,v,10,unselected,1117,0.0,220.36424255371094,0.0,0.0
raw,v,10,all,1313,29.830793380737305,239.11468505859375,0.12475517392158508,1.0
raw,v,11,selected,196,33.99101257324219,97.13994598388672,0.3499179780483246,1.0000001192092896
raw,v,11,unselected,1117,0.0,227.4847412109375,0.0,0.0
raw,v,11,all,1313,33.99101257324219,247.35818481445312,0.13741616904735565,1.0
raw,v,12,selected,196,30.27853012084961,83.72836303710938,0.36162811517715454,1.0
raw,v,12,unselected,1117,0.0,195.19366455078125,0.0,0.0
raw,v,12,all,1313,30.27853012084961,212.3950653076172,0.14255759119987488,1.0
raw,v,13,selected,196,45.160614013671875,110.48825073242188,0.40873679518699646,1.0000001192092896
raw,v,13,unselected,1117,0.0,258.2259216308594,0.0,0.0
raw,v,13,all,1313,45.160614013671875,280.8719177246094,0.1607872098684311,1.0
raw,v,14,selected,196,36.308013916015625,87.74542236328125,0.4137881398200989,1.0
raw,v,14,unselected,1117,0.0,196.2089385986328,0.0,0.0
raw,v,14,all,1313,36.308013916015625,214.93653869628906,0.16892434656620026,1.0
raw,v,15,selected,196,35.04216003417969,84.97167205810547,0.41239815950393677,1.0000001192092896
raw,v,15,unselected,1117,0.0,197.86544799804688,0.0,0.0
raw,v,15,all,1313,35.04216003417969,215.34088134765625,0.16272878646850586,1.0
raw,v,16,selected,196,40.172149658203125,88.45755767822266,0.45414039492607117,1.0000001192092896
raw,v,16,unselected,1117,0.0,204.43675231933594,0.0,0.0
raw,v,16,all,1313,40.172149658203125,222.7550811767578,0.18034224212169647,1.0
raw,v,17,selected,196,47.35212707519531,100.82501220703125,0.4696466326713562,1.0
raw,v,17,unselected,1117,0.0,227.9440460205078,0.0,0.0
raw,v,17,all,1313,47.35212707519531,249.24880981445312,0.18997934460639954,1.0
raw,v,18,selected,196,59.6722412109375,107.4598388671875,0.5552980899810791,1.0000001192092896
raw,v,18,unselected,1117,0.0,243.69601440429688,0.0,0.0
raw,v,18,all,1313,59.6722412109375,266.3385925292969,0.22404654324054718,1.0
raw,v,19,selected,196,59.82252883911133,105.82720184326172,0.5652849674224854,1.0000001192092896
raw,v,19,unselected,1117,0.0,243.7276153564453,0.0,0.0
raw,v,19,all,1313,59.82252883911133,265.7129211425781,0.22513970732688904,1.0
raw,v,20,selected,196,86.02670288085938,130.8637237548828,0.657376229763031,1.0000001192092896
raw,v,20,unselected,1117,0.0,304.2452697753906,0.0,0.0
raw,v,20,all,1313,86.02670288085938,331.1986999511719,0.25974348187446594,1.0
raw,v,21,selected,196,77.08549499511719,133.64065551757812,0.5768117308616638,1.0
raw,v,21,unselected,1117,0.0,314.5516052246094,0.0,0.0
raw,v,21,all,1313,77.08549499511719,341.76708984375,0.22554978728294373,1.0
raw,v,22,selected,196,74.07159423828125,128.2407989501953,0.5775977373123169,1.0000001192092896
raw,v,22,unselected,1117,0.0,301.757568359375,0.0,0.0
raw,v,22,all,1313,74.07159423828125,327.88006591796875,0.22591063380241394,1.0
raw,v,23,selected,196,88.84841918945312,142.2789764404297,0.6244662404060364,1.0000001192092896
raw,v,23,unselected,1117,0.0,340.28106689453125,0.0,0.0
raw,v,23,all,1313,88.84841918945312,368.83245849609375,0.2408909946680069,1.0
raw,v,24,selected,196,102.86617279052734,178.76039123535156,0.5754416584968567,0.9999998807907104
raw,v,24,unselected,1117,0.0,433.0267028808594,0.0,0.0
raw,v,24,all,1313,102.86617279052734,468.476318359375,0.21957603096961975,1.0
raw,v,25,selected,196,94.55078125,165.1192169189453,0.5726212859153748,1.0000001192092896
raw,v,25,unselected,1117,0.0,391.0997314453125,0.0,0.0
raw,v,25,all,1313,94.55078125,424.53094482421875,0.2227182388305664,1.0
raw,v,26,selected,196,82.11089324951172,155.92330932617188,0.526610791683197,1.0000001192092896
raw,v,26,unselected,1117,0.0,383.0161437988281,0.0,0.0
raw,v,26,all,1313,82.11089324951172,413.5398864746094,0.19855616986751556,1.0
raw,v,27,selected,196,90.80573272705078,187.31393432617188,0.4847783148288727,1.0000001192092896
raw,v,27,unselected,1117,0.0,459.6283874511719,0.0,0.0
raw,v,27,all,1313,90.80573272705078,496.3345031738281,0.18295268714427948,1.0
raw,v,28,selected,196,93.36466979980469,211.38832092285156,0.44167372584342957,1.0
raw,v,28,unselected,1117,0.0,525.7452392578125,0.0,0.0
raw,v,28,all,1313,93.36466979980469,566.6561279296875,0.16476424038410187,1.0
raw,v,29,selected,196,116.07431030273438,253.91397094726562,0.4571402966976166,1.0000001192092896
raw,v,29,unselected,1117,0.0,637.1084594726562,0.0,0.0
raw,v,29,all,1313,116.07431030273438,685.8480834960938,0.1692420095205307,1.0
raw,v,30,selected,196,151.9923858642578,367.7270812988281,0.4133293330669403,1.0
raw,v,30,unselected,1117,0.0,893.47216796875,0.0,0.0
raw,v,30,all,1313,151.9923858642578,966.190673828125,0.15731096267700195,1.0
raw,v,31,selected,196,153.38336181640625,331.0729675292969,0.4632917046546936,1.0
raw,v,31,unselected,1117,0.0,835.5777587890625,0.0,0.0
raw,v,31,all,1313,153.38336181640625,898.7830810546875,0.1706567108631134,1.0
raw,v,32,selected,196,84.83528900146484,204.89524841308594,0.41404223442077637,0.9999999403953552
raw,v,32,unselected,1117,0.0,499.4666442871094,0.0,0.0
raw,v,32,all,1313,84.83528900146484,539.8626708984375,0.15714235603809357,1.0
raw,v,33,selected,196,78.03520965576172,191.59877014160156,0.4072844982147217,1.0000001192092896
raw,v,33,unselected,1117,0.0,461.7156066894531,0.0,0.0
raw,v,33,all,1313,78.03520965576172,499.89398193359375,0.15610352158546448,1.0
raw,v,34,selected,196,103.42781066894531,220.5087127685547,0.4690418243408203,1.0
raw,v,34,unselected,1117,0.0,542.6137084960938,0.0,0.0
raw,v,34,all,1313,103.42781066894531,585.712158203125,0.17658470571041107,1.0
raw,v,35,selected,196,112.45145416259766,221.8468780517578,0.506887674331665,1.0
raw,v,35,unselected,1117,0.0,549.7562255859375,0.0,0.0
raw,v,35,all,1313,112.45145416259766,592.835693359375,0.18968401849269867,1.0
raw,v,36,selected,196,103.12628173828125,193.6319122314453,0.5325892567634583,1.0
raw,v,36,unselected,1117,0.0,468.4006042480469,0.0,0.0
raw,v,36,all,1313,103.12628173828125,506.8475036621094,0.20346608757972717,1.0
raw,v,37,selected,196,144.85975646972656,260.01092529296875,0.5571295022964478,1.0
raw,v,37,unselected,1117,0.0,637.3919677734375,0.0,0.0
raw,v,37,all,1313,144.85975646972656,688.3912353515625,0.21043230593204498,1.0
raw,v,38,selected,196,131.2910614013672,224.25657653808594,0.5854502320289612,1.0
raw,v,38,unselected,1117,0.0,546.842041015625,0.0,0.0
raw,v,38,all,1313,131.2910614013672,591.0446166992188,0.22213391959667206,1.0
raw,v,39,selected,196,142.50888061523438,236.57293701171875,0.6023887991905212,1.0
raw,v,39,unselected,1117,0.0,576.3529663085938,0.0,0.0
raw,v,39,all,1313,142.50888061523438,623.0222778320312,0.22873802483081818,1.0
raw,v,40,selected,196,178.00318908691406,265.6826477050781,0.6699842214584351,0.9999999403953552
raw,v,40,unselected,1117,0.0,641.68505859375,0.0,0.0
raw,v,40,all,1313,178.00318908691406,694.5175170898438,0.25629761815071106,1.0
raw,v,41,selected,196,190.03439331054688,282.7003479003906,0.6722114086151123,1.0
raw,v,41,unselected,1117,0.0,682.4226684570312,0.0,0.0
raw,v,41,all,1313,190.03439331054688,738.6672973632812,0.2572665512561798,1.0
raw,v,42,selected,196,249.86485290527344,319.6270751953125,0.7817386984825134,0.9999998807907104
raw,v,42,unselected,1117,0.0,776.5070190429688,0.0,0.0
raw,v,42,all,1313,249.86485290527344,839.7225952148438,0.29755643010139465,1.0
raw,v,43,selected,196,272.3615417480469,351.26483154296875,0.7753737568855286,1.0
raw,v,43,unselected,1117,0.0,854.2521362304688,0.0,0.0
raw,v,43,all,1313,272.3615417480469,923.6580810546875,0.2948727011680603,1.0
raw,v,44,selected,196,366.5413818359375,413.848876953125,0.8856889605522156,1.0
raw,v,44,unselected,1117,0.0,1018.7843017578125,0.0,0.0
raw,v,44,all,1313,366.5413818359375,1099.638427734375,0.3333289921283722,1.0
raw,v,45,selected,196,309.02874755859375,389.3843994140625,0.7936341166496277,1.0
raw,v,45,unselected,1117,0.0,963.9086303710938,0.0,0.0
raw,v,45,all,1313,309.02874755859375,1039.592041015625,0.2972596287727356,1.0
raw,v,46,selected,196,375.8204650878906,457.009521484375,0.822347104549408,0.9999998807907104
raw,v,46,unselected,1117,0.0,1052.4320068359375,0.0,0.0
raw,v,46,all,1313,375.8204650878906,1147.383056640625,0.32754576206207275,1.0
raw,v,47,selected,196,377.5060119628906,443.6195983886719,0.8509678244590759,1.0
raw,v,47,unselected,1117,0.0,1116.35302734375,0.0,0.0
raw,v,47,all,1313,377.5060119628906,1201.278076171875,0.31425365805625916,1.0
raw,v,48,selected,196,410.3033447265625,498.90960693359375,0.8224001526832581,0.9999998211860657
raw,v,48,unselected,1117,0.0,1205.1322021484375,0.0,0.0
raw,v,48,all,1313,410.3033447265625,1304.328857421875,0.31457048654556274,1.0
raw,v,49,selected,196,394.1644592285156,489.08880615234375,0.8059159517288208,0.9999998807907104
raw,v,49,unselected,1117,0.0,1180.33837890625,0.0,0.0
raw,v,49,all,1313,394.1644592285156,1277.6688232421875,0.30850285291671753,1.0
raw,v,50,selected,196,365.844482421875,489.78521728515625,0.746948778629303,1.0
raw,v,50,unselected,1117,0.0,1224.017822265625,0.0,0.0
raw,v,50,all,1313,365.844482421875,1318.383544921875,0.27749472856521606,1.0
raw,v,51,selected,196,473.6941223144531,668.1510620117188,0.708962619304657,0.9999998807907104
raw,v,51,unselected,1117,0.0,1590.97216796875,0.0,0.0
raw,v,51,all,1313,473.6941223144531,1725.588134765625,0.2745116949081421,1.0
raw,v,52,selected,196,456.8330078125,773.95263671875,0.5902596712112427,0.9999999403953552
raw,v,52,unselected,1117,0.0,1830.2606201171875,0.0,0.0
raw,v,52,all,1313,456.8330078125,1987.1842041015625,0.2298896163702011,1.0
raw,v,53,selected,196,541.6431884765625,869.1746215820312,0.6231696009635925,1.0
raw,v,53,unselected,1117,0.0,2118.783203125,0.0,0.0
