source,kind,token,relative_l2,energy,rank
raw,k,219,0.5208081007003784,0.01458200253546238,5
raw,k,220,0.4966737627983093,0.01352370623499155,11
raw,k,223,0.3794845938682556,0.008218188770115376,36
raw,k,224,0.44327518343925476,0.01075481902807951,26
raw,k,225,0.5727999806404114,0.01761786639690399,0
raw,k,226,0.342422217130661,0.0069912150502204895,53
raw,k,229,0.2794129252433777,0.004375762306153774,89
raw,k,231,0.2283148616552353,0.003024840960279107,117
raw,k,241,0.1686168611049652,0.0016131863230839372,148
raw,k,246,0.06798063963651657,0.0002510972262825817,189
raw,k,277,0.07550625503063202,0.0003131423145532608,184
raw,k,289,0.09385714679956436,0.00046843240852467716,179
raw,k,305,0.3045256733894348,0.005294138565659523,74
raw,k,308,0.11715931445360184,0.0008100164122879505,174
raw,k,315,0.31497299671173096,0.005177527200430632,76
raw,k,316,0.44649529457092285,0.011782458983361721,23
raw,k,317,0.49514657258987427,0.013181863352656364,15
raw,k,318,0.29200825095176697,0.004885474219918251,82
raw,k,319,0.2680584490299225,0.003972119651734829,99
raw,k,320,0.36383146047592163,0.006874185986816883,56
raw,k,321,0.2586306929588318,0.003657796885818243,108
raw,k,322,0.259971022605896,0.0038269811775535345,102
raw,k,323,0.365176260471344,0.007421671878546476,47
raw,k,324,0.4469541609287262,0.011273490265011787,25
raw,k,325,0.27489373087882996,0.004275952465832233,92
raw,k,326,0.237504243850708,0.0032604702282696962,114
raw,k,328,0.2554292380809784,0.0036810548044741154,107
raw,k,330,0.1818101853132248,0.0018834277288988233,142
raw,k,334,0.1616779863834381,0.001494527910836041,154
raw,k,337,0.16325746476650238,0.0015519948210567236,150
raw,k,343,0.15269479155540466,0.0013117115013301373,160
raw,k,345,0.2530677318572998,0.003691629273816943,105
raw,k,347,0.15407469868659973,0.0013211832847446203,159
raw,k,349,0.30475786328315735,0.0049995193257927895,79
raw,k,352,0.16957174241542816,0.0016576537163928151,147
raw,k,356,0.16652849316596985,0.0015221048379316926,152
raw,k,357,0.1411951631307602,0.001135110855102539,166
raw,k,358,0.15184685587882996,0.0013110447907820344,161
raw,k,361,0.193254292011261,0.002129086060449481,135
raw,k,364,0.18860456347465515,0.002040908671915531,137
raw,k,366,0.1599961221218109,0.001437830040231347,155
raw,k,367,0.3994169533252716,0.008424507454037666,35
raw,k,369,0.461127907037735,0.011436446569859982,24
raw,k,473,0.2125978171825409,0.0025789174251258373,124
raw,k,503,0.19355334341526031,0.0018580581527203321,143
raw,k,513,0.33203795552253723,0.005720054265111685,69
raw,k,522,0.338346391916275,0.006200231611728668,63
raw,k,543,0.1320551037788391,0.0009983741911128163,167
raw,k,581,0.2664021849632263,0.003684756113216281,106
raw,k,582,0.461561381816864,0.012593379244208336,19
raw,k,583,0.49762821197509766,0.013319587334990501,13
raw,k,584,0.2763766348361969,0.004464027937501669,87
raw,k,585,0.2995647192001343,0.005103006958961487,78
raw,k,586,0.2780240476131439,0.004330178257077932,90
raw,k,588,0.26205891370773315,0.0038164088036864996,103
raw,k,590,0.35254016518592834,0.006984299048781395,54
raw,k,593,0.5401719212532043,0.014820650219917297,4
raw,k,635,0.3503628075122833,0.007081178016960621,52
raw,k,636,0.13769392669200897,0.0011438728542998433,165
raw,k,665,0.2991192936897278,0.004765092395246029,84
raw,k,666,0.2917509973049164,0.0047502401284873486,85
raw,k,686,0.09888975322246552,0.0005430089076980948,177
raw,k,695,0.07996106147766113,0.0003593027067836374,182
raw,k,697,0.07032807916402817,0.00025711135822348297,188
raw,k,699,0.05745725333690643,0.00017327500972896814,193
raw,k,702,0.30618563294410706,0.004892951343208551,81
raw,k,704,0.47319933772087097,0.012039490044116974,22
raw,k,706,0.23138704895973206,0.002889398019760847,119
raw,k,804,0.1279141902923584,0.0008883810369297862,172
raw,k,812,0.15591950714588165,0.0011637122370302677,164
raw,k,871,0.18460482358932495,0.0019124213140457869,139
raw,k,917,0.16785259544849396,0.0014324632938951254,156
raw,k,1003,0.20864970982074738,0.0022106007672846317,133
raw,k,1004,0.46878185868263245,0.012990497052669525,17
raw,k,1005,0.4827461838722229,0.012532377615571022,20
raw,k,1006,0.36481142044067383,0.0073028262704610825,49
raw,k,1007,0.31095144152641296,0.005290023982524872,75
raw,k,1008,0.35052892565727234,0.006439882796257734,61
raw,k,1009,0.35203632712364197,0.006957093719393015,55
raw,k,1011,0.31075572967529297,0.005568401888012886,71
raw,k,1012,0.27289167046546936,0.004136305768042803,95
raw,k,1051,0.12766660749912262,0.0008830215665511787,173
raw,k,1053,0.13159886002540588,0.0009327012812718749,170
raw,k,1054,0.13004857301712036,0.0009399140253663063,169
raw,k,1055,0.11072475463151932,0.0006678996724076569,175
raw,k,1068,0.13255131244659424,0.0009873304516077042,168
raw,k,1070,0.1261494755744934,0.0008972945506684482,171
raw,k,1087,0.36928772926330566,0.007140698377043009,51
raw,k,1088,0.4857547879219055,0.013950590044260025,10
raw,k,1089,0.5259383320808411,0.014877229928970337,3
raw,k,1090,0.4839487075805664,0.013303837738931179,14
raw,k,1091,0.3495304584503174,0.006864840630441904,57
raw,k,1092,0.29689285159111023,0.004976237192749977,80
raw,k,1093,0.3597145676612854,0.007356410380452871,48
raw,k,1095,0.22935444116592407,0.0031311821658164263,116
raw,k,1097,0.20638662576675415,0.00238538789562881,130
raw,k,1098,0.17303025722503662,0.0017445876728743315,144
raw,k,1100,0.21056224405765533,0.0025758123956620693,125
raw,k,1101,0.1868363916873932,0.001971293706446886,138
raw,k,1107,0.2985658347606659,0.005108865909278393,77
raw,k,1108,0.14729997515678406,0.0012188040418550372,163
raw,k,1115,0.17541317641735077,0.001607234706170857,149
raw,k,1134,0.21609561145305634,0.002544468967244029,126
raw,k,1151,0.2597772777080536,0.003892395179718733,100
raw,k,1152,0.2043031007051468,0.0023144877050071955,132
raw,k,1170,0.38752713799476624,0.007850069552659988,42
raw,k,1171,0.47755202651023865,0.013480682857334614,12
raw,k,1172,0.5140911936759949,0.014209982939064503,7
raw,k,1173,0.36823758482933044,0.007825739681720734,43
raw,k,1174,0.3564779758453369,0.007183765526860952,50
raw,k,1175,0.27083122730255127,0.004094942007213831,97
raw,k,1176,0.3932698667049408,0.00817046221345663,37
raw,k,1177,0.33933964371681213,0.006643485277891159,59
raw,k,1178,0.369874507188797,0.007902483455836773,41
raw,k,1179,0.403750479221344,0.00946634542196989,29
raw,k,1181,0.3518886864185333,0.006790683604776859,58
raw,k,1183,0.35797616839408875,0.007591078523546457,46
raw,k,1187,0.1814580112695694,0.0019058042671531439,140
raw,k,1188,0.2061660885810852,0.0024169106036424637,129
raw,k,1194,0.21945060789585114,0.0028100821655243635,120
raw,k,1199,0.219818577170372,0.002721847500652075,121
raw,k,1200,0.38962969183921814,0.008500652387738228,34
raw,k,1203,0.2599594295024872,0.0037668237928301096,104
raw,k,1206,0.23676733672618866,0.003244580002501607,115
raw,k,1207,0.3425633907318115,0.006422973703593016,62
raw,k,1208,0.5269789099693298,0.014509232714772224,6
raw,k,1209,0.25516581535339355,0.003651459701359272,109
raw,k,1211,0.3659413158893585,0.00769238593056798,45
raw,k,1213,0.27445754408836365,0.003982177935540676,98
raw,k,1215,0.21457192301750183,0.0024809706956148148,128
raw,k,1216,0.545014500617981,0.01615264266729355,1
raw,k,1218,0.41715550422668457,0.00943638477474451,30
raw,k,1220,0.39394327998161316,0.00815355870872736,38
raw,k,1221,0.4864163398742676,0.013988743536174297,9
raw,k,1222,0.5129444599151611,0.014150228351354599,8
raw,k,1223,0.39994508028030396,0.00877885427325964,32
raw,k,1225,0.34234514832496643,0.006633907090872526,60
raw,k,1226,0.24424917995929718,0.003373092273250222,112
raw,k,1227,0.3754638433456421,0.007770344149321318,44
raw,k,1229,0.275856614112854,0.004230518825352192,93
raw,k,1239,0.32601961493492126,0.0060171824879944324,65
raw,k,1252,0.39227938652038574,0.00866929441690445,33
raw,k,1267,0.27971819043159485,0.004453741479665041,88
raw,k,1268,0.23955737054347992,0.0033558520954102278,113
raw,k,1275,0.16137704253196716,0.0015216778265312314,153
raw,k,1286,0.34205058217048645,0.005969278048723936,66
raw,k,1287,0.3074255585670471,0.005314201582223177,73
raw,k,1288,0.14922869205474854,0.0013504726812243462,158
raw,k,1293,0.1912451535463333,0.0019001198234036565,141
raw,k,1296,0.2290351688861847,0.0027154108975082636,122
raw,k,1312,0.3424563407897949,0.006185256410390139,64
raw,v,50,0.6072208881378174,0.007071421481668949,51
raw,v,51,1.1141057014465332,0.007378905545920134,46
raw,v,52,0.9792712330818176,0.006655399221926928,56
raw,v,54,0.3374099135398865,0.003044044366106391,106
raw,v,55,0.36632034182548523,0.002137201838195324,125
raw,v,56,0.48050516843795776,0.002472102642059326,116
raw,v,58,0.40043342113494873,0.002715327078476548,112
raw,v,68,0.590723991394043,0.0049059344455599785,75
raw,v,81,1.206431269645691,0.016375070437788963,8
raw,v,96,0.05195465311408043,4.842879934585653e-05,195
raw,v,97,0.0814148336648941,0.00017324916552752256,189
raw,v,104,0.08257763087749481,0.00011073746281908825,192
raw,v,107,0.11754550039768219,0.0001901192736113444,186
raw,v,115,1.0910600423812866,0.013071684166789055,16
raw,v,116,1.1258702278137207,0.015980446711182594,10
raw,v,117,0.13450299203395844,0.00018338942027185112,187
raw,v,122,0.27748632431030273,0.00113061279989779,147
raw,v,125,0.1425205022096634,0.00039654597640037537,177
raw,v,141,0.5715309381484985,0.0022202860563993454,123
raw,v,142,0.769254744052887,0.011348896659910679,21
raw,v,143,1.070436716079712,0.006811787839978933,52
raw,v,144,0.7949302196502686,0.010272334329783916,28
raw,v,145,0.8744149804115295,0.013092655688524246,15
raw,v,147,0.556519091129303,0.0037994489539414644,93
raw,v,148,0.6950303912162781,0.0038633302319794893,91
raw,v,149,0.32801195979118347,0.002208309480920434,124
raw,v,150,0.3999726176261902,0.0017313904827460647,131
raw,v,151,0.5727241635322571,0.0030803815461695194,104
raw,v,153,0.25875017046928406,0.0008428393048234284,157
raw,v,154,0.5090529322624207,0.003447916591539979,97
raw,v,155,0.36677831411361694,0.0015905768377706409,133
raw,v,156,0.30352583527565,0.001258239382877946,142
raw,v,158,0.25001171231269836,0.0007621748954989016,160
raw,v,159,0.19886167347431183,0.0008422310929745436,158
raw,v,161,0.2785544693470001,0.0013257035752758384,139
raw,v,172,0.06645649671554565,9.787312592379749e-05,193
raw,v,173,0.11038399487733841,0.00017596155521459877,188
raw,v,187,0.13533331453800201,0.00037372129736468196,179
raw,v,188,0.12158002704381943,0.00029208901105448604,181
raw,v,202,0.10464411973953247,0.000227417447604239,185
raw,v,207,0.29001396894454956,0.0008489616448059678,156
raw,v,213,0.09958261251449585,0.00029684824403375387,180
raw,v,214,0.22208751738071442,0.0010878565954044461,150
raw,v,217,0.9085460305213928,0.005835994146764278,63
raw,v,218,0.8918797373771667,0.015255481004714966,13
raw,v,219,1.132912516593933,0.007630129344761372,42
raw,v,220,0.8357293605804443,0.011353830806910992,20
raw,v,223,0.6039468050003052,0.0051549640484154224,71
raw,v,224,0.7615769505500793,0.004451880697160959,78
raw,v,225,0.9798544645309448,0.020700767636299133,3
raw,v,226,0.5413521528244019,0.0032443045638501644,100
raw,v,229,0.4062669575214386,0.002255592728033662,122
raw,v,231,0.5147355794906616,0.0039343638345599174,88
raw,v,241,0.1666831523180008,0.0007248600595630705,163
raw,v,246,0.05452672019600868,7.1874019340612e-05,194
raw,v,277,0.1021362766623497,0.0002776349429041147,183
raw,v,289,0.14934684336185455,0.00026107713347300887,184
raw,v,305,0.9284360408782959,0.010972697287797928,25
raw,v,308,0.2538849711418152,0.0007353454711847007,162
raw,v,315,0.8646167516708374,0.005522104445844889,67
raw,v,316,0.6738637685775757,0.00870878342539072,36
raw,v,317,1.1173772811889648,0.007422305177897215,45
raw,v,318,0.48706328868865967,0.005814127624034882,64
raw,v,319,0.6264069080352783,0.005218824837356806,70
raw,v,320,0.6657825112342834,0.004053499083966017,84
raw,v,321,0.3311638832092285,0.002526243217289448,115
raw,v,322,0.42946192622184753,0.003359569236636162,98
raw,v,323,0.7500020861625671,0.003951426595449448,87
raw,v,324,0.7543792724609375,0.0038772234693169594,90
raw,v,325,0.35503631830215454,0.0023350794799625874,119
raw,v,326,0.43297475576400757,0.0026606793981045485,113
raw,v,328,0.47416162490844727,0.001977938460186124,128
raw,v,330,0.2536434829235077,0.0009058692376129329,155
raw,v,334,0.19086523354053497,0.0005902169505134225,168
raw,v,337,0.19461172819137573,0.0004752052773255855,173
raw,v,343,0.20752808451652527,0.0014454382471740246,135
raw,v,345,0.3068172335624695,0.0019977616611868143,127
raw,v,347,0.21450166404247284,0.0004882600624114275,171
raw,v,349,0.34816861152648926,0.0008086307789199054,159
raw,v,352,0.20502907037734985,0.00029181019635871053,182
raw,v,356,0.18673086166381836,0.0006231097504496574,167
raw,v,357,0.1867198944091797,0.0006626310641877353,165
raw,v,358,0.25799742341041565,0.0012856228277087212,140
raw,v,361,0.2899908423423767,0.0011090366169810295,149
raw,v,364,0.2813344895839691,0.00153598771430552,134
raw,v,366,0.2049378752708435,0.0005426382413133979,170
raw,v,367,1.6325567960739136,0.017054468393325806,7
raw,v,369,1.0440142154693604,0.006455674301832914,59
raw,v,473,0.6062452793121338,0.004882781766355038,76
raw,v,503,0.5017902255058289,0.0028941729106009007,110
raw,v,513,1.1560925245285034,0.012613286264240742,18
raw,v,522,1.0084564685821533,0.018142608925700188,5
raw,v,543,0.19614489376544952,0.0006979227182455361,164
raw,v,581,1.2683157920837402,0.011023574508726597,23
raw,v,582,0.6972594857215881,0.009344270452857018,33
raw,v,583,1.2118350267410278,0.008697926998138428,37
raw,v,584,0.4646247327327728,0.005070853978395462,72
raw,v,585,0.5506622195243835,0.007939141243696213,40
raw,v,586,0.47417962551116943,0.004004565998911858,85
raw,v,588,0.4654944837093353,0.003997893538326025,86
raw,v,590,0.5290308594703674,0.003191803814843297,101
raw,v,593,1.4316548109054565,0.02356245554983616,2
raw,v,635,1.0956662893295288,0.015712546184659004,11
raw,v,636,0.2786330580711365,0.0011984180891886353,143
raw,v,665,0.6493303179740906,0.009871752932667732,31
raw,v,666,0.8742972612380981,0.009900929406285286,30
raw,v,686,0.14059509336948395,0.0004807920486200601,172
raw,v,695,0.12734617292881012,0.0004141099634580314,175
raw,v,697,0.10252608358860016,0.0001701540604699403,190
raw,v,699,0.08869677782058716,0.00015538447769358754,191
raw,v,702,1.1926767826080322,0.009210173040628433,35
raw,v,704,1.0068289041519165,0.006026296876370907,61
raw,v,706,0.3315666913986206,0.002985703991726041,107
raw,v,804,0.5176752805709839,0.003712019184604287,94
raw,v,812,0.5592339634895325,0.003533710492774844,96
raw,v,871,0.7072536945343018,0.0067877499386668205,54
raw,v,917,0.48084789514541626,0.0024439776316285133,117
raw,v,1003,0.7302334308624268,0.003582617035135627,95
raw,v,1004,0.7164632678031921,0.009844671003520489,32
raw,v,1005,1.127419352531433,0.007556315045803785,44
raw,v,1006,0.9457582831382751,0.006207666825503111,60
raw,v,1007,0.524591326713562,0.008020298555493355,38
raw,v,1008,0.6172219514846802,0.005978632718324661,62
raw,v,1009,0.8816204071044922,0.005280138924717903,69
raw,v,1011,0.46553874015808105,0.0031858880538493395,102
raw,v,1012,0.6012865304946899,0.002835275372490287,111
raw,v,1051,0.12114837020635605,0.0004069546703249216,176
raw,v,1053,0.3248564898967743,0.0011675035348162055,145
raw,v,1054,0.2254747748374939,0.0012753689661622047,141
raw,v,1055,0.14261466264724731,0.0004355970595497638,174
raw,v,1068,0.22657689452171326,0.00038021273212507367,178
raw,v,1070,0.2137911170721054,0.0010063344379886985,152
raw,v,1087,1.5532543659210205,0.017654798924922943,6
raw,v,1088,0.7252912521362305,0.010088768787682056,29
raw,v,1089,1.0916084051132202,0.0070839072577655315,50
raw,v,1090,0.6233981847763062,0.010338474065065384,27
raw,v,1091,0.8326361179351807,0.007228073198348284,49
raw,v,1092,0.6996885538101196,0.0048782420344650745,77
raw,v,1093,0.7591721415519714,0.004055839963257313,83
raw,v,1095,0.23973962664604187,0.0011119450209662318,148
raw,v,1097,0.17775528132915497,0.0006232858286239207,166
raw,v,1098,0.3460513651371002,0.0019595834892243147,129
raw,v,1100,0.2061351239681244,0.0009412597282789648,154
raw,v,1101,0.25654730200767517,0.0010424136416986585,151
raw,v,1107,0.39929646253585815,0.004424065351486206,79
raw,v,1108,0.16779927909374237,0.0005756879108957946,169
raw,v,1115,0.24718163907527924,0.0009931189706549048,153
raw,v,1134,0.2911878526210785,0.000744680583011359,161
raw,v,1151,0.33206671476364136,0.0017292792908847332,132
raw,v,1152,0.2141796350479126,0.0011597328120842576,146
raw,v,1170,1.610946774482727,0.01632332056760788,9
raw,v,1171,0.695676326751709,0.00928170420229435,34
raw,v,1172,1.0424474477767944,0.006460222881287336,58
raw,v,1173,0.6070898175239563,0.007341928314417601,47
raw,v,1174,0.4110150933265686,0.004353247582912445,81
raw,v,1175,0.4325360655784607,0.0032747534569352865,99
raw,v,1176,0.5748386979103088,0.004996763542294502,73
raw,v,1177,0.8260827660560608,0.007608515210449696,43
raw,v,1178,0.7400863766670227,0.0068117231130599976,53
raw,v,1179,1.1112412214279175,0.012527821585536003,19
raw,v,1181,0.7085354328155518,0.0057205455377697945,65
raw,v,1183,0.5323045253753662,0.006760439835488796,55
raw,v,1187,0.25934216380119324,0.0013825111091136932,138
raw,v,1188,0.37539082765579224,0.0018004401354119182,130
raw,v,1194,0.32908862829208374,0.0011780480854213238,144
raw,v,1199,0.6617727279663086,0.004371603485196829,80
raw,v,1200,0.5168420672416687,0.007980166003108025,39
raw,v,1203,0.3433758318424225,0.002915297169238329,109
raw,v,1206,0.5557965040206909,0.0039103077724576,89
raw,v,1207,0.5814021825790405,0.007286915089935064,48
raw,v,1208,1.076299786567688,0.02822904847562313,0
raw,v,1209,0.5177720785140991,0.0031669733580201864,103
raw,v,1211,0.4300907850265503,0.00491722859442234,74
raw,v,1213,0.43986037373542786,0.004258300177752972,82
raw,v,1215,0.3563050627708435,0.0014177729608491063,136
raw,v,1216,1.2132351398468018,0.0275990292429924,1
raw,v,1218,1.100408911705017,0.018448825925588608,4
raw,v,1220,1.3069709539413452,0.011012455448508263,24
raw,v,1221,0.7518711090087891,0.010841768234968185,26
raw,v,1222,1.0521249771118164,0.006580725312232971,57
raw,v,1223,0.8840999007225037,0.005424638278782368,68
raw,v,1225,0.33854714035987854,0.003064598422497511,105
raw,v,1226,0.3776421546936035,0.0022713516373187304,120
raw,v,1227,0.7230674028396606,0.005597936455160379,66
raw,v,1229,0.3916558027267456,0.002597590209916234,114
raw,v,1239,0.7509470582008362,0.007928135804831982,41
raw,v,1252,1.164955735206604,0.015268517658114433,12
raw,v,1267,0.3446705639362335,0.0021313910838216543,126
raw,v,1268,0.3362812399864197,0.0029557612724602222,108
raw,v,1275,0.3739367127418518,0.002270732307806611,121
raw,v,1286,1.0831633806228638,0.01288315374404192,17
raw,v,1287,1.094980001449585,0.01511557400226593,14
raw,v,1288,0.37362828850746155,0.0014151090290397406,137
raw,v,1293,0.39994266629219055,0.002348692389205098,118
raw,v,1296,0.44205009937286377,0.00381488841958344,92
raw,v,1312,1.2830164432525635,0.011189067736268044,22
preprocess,k,50,0.5080967545509338,0.01851572096347809,8
preprocess,k,51,0.3788069486618042,0.009593350812792778,37
preprocess,k,54,0.1892174780368805,0.0026688622310757637,105
preprocess,k,55,0.14430642127990723,0.0015268110437318683,128
preprocess,k,56,0.21025098860263824,0.003144080750644207,96
preprocess,k,68,0.3746676743030548,0.010154975578188896,34
preprocess,k,81,0.4004311263561249,0.01081938948482275,30
preprocess,k,96,0.10336749255657196,0.0007667804602533579,159
preprocess,k,97,0.09825221449136734,0.0007099461508914828,162
preprocess,k,104,0.0750514417886734,0.00041656428948044777,183
preprocess,k,115,0.3219958543777466,0.00673103891313076,55
preprocess,k,116,0.4034210741519928,0.011467930860817432,27
preprocess,k,117,0.09236443787813187,0.0006509282393381,167
preprocess,k,122,0.09197903424501419,0.0005584884784184396,170
preprocess,k,123,0.327918142080307,0.007598984520882368,48
preprocess,k,125,0.10628107190132141,0.00073808099841699,161
preprocess,k,127,0.11107964813709259,0.0008909217431209981,153
preprocess,k,141,0.2914133667945862,0.00553241977468133,63
preprocess,k,142,0.5134185552597046,0.019035054370760918,6
preprocess,k,143,0.41274237632751465,0.011502604000270367,26
preprocess,k,144,0.3580080568790436,0.009213916957378387,40
preprocess,k,147,0.25767406821250916,0.0050400495529174805,72
preprocess,k,148,0.31945157051086426,0.007327290251851082,49
preprocess,k,149,0.4185492992401123,0.012293152511119843,24
preprocess,k,150,0.25306275486946106,0.005102445371448994,71
preprocess,k,153,0.20037494599819183,0.002982515376061201,98
preprocess,k,155,0.14134204387664795,0.0015065835323184729,130
preprocess,k,162,0.20057286322116852,0.002963876584544778,99
preprocess,k,172,0.08161178976297379,0.0004453684960026294,179
preprocess,k,187,0.1034659594297409,0.0007698169793002307,158
preprocess,k,188,0.0970408171415329,0.0006810676422901452,164
preprocess,k,190,0.0752500370144844,0.0004167378938291222,182
preprocess,k,196,0.09677772969007492,0.0006514812121167779,166
preprocess,k,201,0.06606534868478775,0.00031623823451809585,185
preprocess,k,202,0.07704801112413406,0.0004236495296936482,181
preprocess,k,207,0.16307134926319122,0.0019934021402150393,120
preprocess,k,213,0.07111770659685135,0.0003626840771175921,184
preprocess,k,214,0.13140292465686798,0.0012462391750887036,141
preprocess,k,217,0.36912262439727783,0.00889013335108757,41
preprocess,k,218,0.5398194193840027,0.02092786133289337,1
preprocess,k,219,0.4494117498397827,0.01350640133023262,15
preprocess,k,220,0.3609156310558319,0.0093672601506114,38
preprocess,k,224,0.2798548638820648,0.005611351691186428,62
preprocess,k,225,0.38985615968704224,0.010590534657239914,31
preprocess,k,226,0.22543665766716003,0.0040291957557201385,82
preprocess,k,229,0.18028107285499573,0.002404936356469989,111
preprocess,k,241,0.139645054936409,0.001443871296942234,133
preprocess,k,246,0.0855928361415863,0.000507872726302594,175
preprocess,k,257,0.06487695872783661,0.00029849278507754207,186
preprocess,k,289,0.12479153275489807,0.0010572028113529086,147
preprocess,k,305,0.2581512928009033,0.004779286682605743,76
preprocess,k,308,0.11267203837633133,0.0009595078881829977,150
preprocess,k,309,0.0844322070479393,0.000511002610437572,174
preprocess,k,315,0.2946230471134186,0.005692431703209877,61
preprocess,k,316,0.5193188190460205,0.019353676587343216,4
preprocess,k,317,0.4305912256240845,0.012412205338478088,23
preprocess,k,318,0.19824011623859406,0.0029178832191973925,101
preprocess,k,319,0.23288962244987488,0.003919573966413736,83
preprocess,k,321,0.16045261919498444,0.001851798384450376,123
preprocess,k,322,0.13320258259773254,0.001312683685682714,137
preprocess,k,323,0.25991198420524597,0.004839165601879358,75
preprocess,k,324,0.22696755826473236,0.003789732465520501,87
preprocess,k,325,0.13750097155570984,0.001390963327139616,136
preprocess,k,326,0.14906159043312073,0.001666543073952198,126
preprocess,k,328,0.12775394320487976,0.001177833299152553,144
preprocess,k,334,0.09474757313728333,0.0006590640405192971,165
preprocess,k,337,0.13084076344966888,0.0012878690613433719,140
preprocess,k,345,0.2228332906961441,0.0036396586801856756,88
preprocess,k,347,0.10409779101610184,0.0007743066526018083,157
preprocess,k,351,0.10411883890628815,0.0008293634746223688,155
preprocess,k,352,0.10749734193086624,0.0008528955513611436,154
preprocess,k,356,0.11543506383895874,0.000950090354308486,151
preprocess,k,357,0.07984503358602524,0.00047045835526660085,178
preprocess,k,358,0.10319912433624268,0.0007841065526008606,156
preprocess,k,361,0.13235338032245636,0.0012988229282200336,138
preprocess,k,364,0.09660022705793381,0.0006917516584508121,163
preprocess,k,367,0.33278846740722656,0.007300992030650377,50
preprocess,k,368,0.5298379063606262,0.02013377472758293,3
preprocess,k,473,0.27098020911216736,0.0051139947026968,70
preprocess,k,488,0.27537408471107483,0.005271471571177244,69
preprocess,k,502,0.05103360489010811,0.00015508315118495375,192
preprocess,k,512,0.38968130946159363,0.00926182046532631,39
preprocess,k,513,0.47017306089401245,0.014486845582723618,13
preprocess,k,521,0.3106561005115509,0.005748494062572718,59
preprocess,k,543,0.08245109021663666,0.0004974329494871199,176
preprocess,k,581,0.22227278351783752,0.0031754758674651384,94
preprocess,k,582,0.5014888644218445,0.01806672476232052,9
preprocess,k,583,0.40438827872276306,0.010975194163620472,29
preprocess,k,584,0.173000767827034,0.002253911690786481,114
preprocess,k,585,0.15884356200695038,0.0018457911210134625,124
preprocess,k,586,0.1432810127735138,0.0015030574286356568,131
preprocess,k,587,0.2140544354915619,0.003153671510517597,95
preprocess,k,590,0.25117382407188416,0.004519280511885881,79
preprocess,k,593,0.2827911078929901,0.005378109402954578,65
preprocess,k,635,0.37353071570396423,0.009777541272342205,36
preprocess,k,637,0.12455890327692032,0.001152754295617342,145
preprocess,k,665,0.29234468936920166,0.005796334706246853,57
preprocess,k,675,0.48619893193244934,0.014859643764793873,12
preprocess,k,686,0.06089272350072861,0.0002603995380923152,189
preprocess,k,695,0.05576224997639656,0.00022279865515884012,191
preprocess,k,697,0.04555010795593262,0.0001370055106235668,194
preprocess,k,699,0.04041768237948418,0.0001083069437299855,195
preprocess,k,702,0.36891013383865356,0.00882172491401434,43
preprocess,k,703,0.5529157519340515,0.021916231140494347,0
