source,kind,granularity,layer,unit,unit_tokens,rank,explained_variance,delta_recovery_error
raw,k,head,0,7,1313,32,0.7430848846637689,0.506867946645111
raw,k,head,0,7,1313,64,0.8791888022384259,0.3475790525356413
raw,k,head,0,7,1313,128,1.0,0.0
raw,k,chunk,0,0,50,1,0.0,1.0
raw,k,chunk,0,0,50,2,0.0,1.0
raw,k,chunk,0,0,50,4,0.0,1.0
raw,k,chunk,0,0,50,8,0.0,1.0
raw,k,chunk,0,0,50,16,0.0,1.0
raw,k,chunk,0,0,50,32,0.0,1.0
raw,k,chunk,0,0,50,64,1.0,0.0
raw,k,chunk,0,0,50,128,1.0,0.0
raw,k,chunk,0,1,92,1,0.053987378440528505,0.9726318016389714
raw,k,chunk,0,1,92,2,0.08879924749297854,0.9545683592635058
raw,k,chunk,0,1,92,4,0.15107992620258962,0.9213685873728333
raw,k,chunk,0,1,92,8,0.25312890921509945,0.8642170391660307
raw,k,chunk,0,1,92,16,0.4149513631690406,0.7648847212691331
raw,k,chunk,0,1,92,32,0.6384876654656515,0.6012589579659903
raw,k,chunk,0,1,92,64,0.8941904848144053,0.3252837456523069
raw,k,chunk,0,1,92,128,1.0,0.0
raw,k,chunk,0,2,76,1,0.08250816261683806,0.9578579421726178
raw,k,chunk,0,2,76,2,0.11999935810696151,0.9380834940947625
raw,k,chunk,0,2,76,4,0.18693688642034698,0.9017001239767315
raw,k,chunk,0,2,76,8,0.29425921362446256,0.8400837972342624
raw,k,chunk,0,2,76,16,0.45997145174562937,0.7348663472049667
raw,k,chunk,0,2,76,32,0.6923798688570714,0.5546351333470759
raw,k,chunk,0,2,76,64,0.9500167482436478,0.2235693444020271
raw,k,chunk,0,2,76,128,1.0,0.0
raw,k,chunk,0,3,98,1,0.05263390147496699,0.9733273336987064
raw,k,chunk,0,3,98,2,0.08642218424687793,0.9558126467844638
raw,k,chunk,0,3,98,4,0.14646182204436672,0.9238712994544388
raw,k,chunk,0,3,98,8,0.2484247448844925,0.8669344006990999
raw,k,chunk,0,3,98,16,0.401153538230745,0.7738517052829018
raw,k,chunk,0,3,98,32,0.6194801550584871,0.6168629061157048
raw,k,chunk,0,3,98,64,0.8716502880072112,0.35825928040008787
raw,k,chunk,0,3,98,128,1.0,0.0
raw,k,chunk,0,4,52,1,0.06717462719012217,0.9658288527528456
raw,k,chunk,0,4,52,2,0.11724623277248815,0.9395497683611613
raw,k,chunk,0,4,52,4,0.19593273335941916,0.8966979796121884
raw,k,chunk,0,4,52,8,0.3304821877309682,0.8182406811379105
raw,k,chunk,0,4,52,16,0.5363832529020477,0.6808940792061217
raw,k,chunk,0,4,52,32,0.8124215816703622,0.4331032421139766
raw,k,chunk,0,4,52,64,1.0,0.0
raw,k,chunk,0,4,52,128,1.0,0.0
raw,k,chunk,0,5,214,1,0.04168885159592111,0.9789336792674358
raw,k,chunk,0,5,214,2,0.06794174602830955,0.9654316412733168
raw,k,chunk,0,5,214,4,0.10954490020965002,0.9436392847854258
raw,k,chunk,0,5,214,8,0.18086839976023827,0.9050588932438385
raw,k,chunk,0,5,214,16,0.29637820262470044,0.8388216719752176
raw,k,chunk,0,5,214,32,0.4616505396337011,0.7337230133819566
raw,k,chunk,0,5,214,64,0.6725815393654125,0.5722049114037623
raw,k,chunk,0,5,214,128,0.8828130571658533,0.34232578464694513
raw,k,chunk,0,6,121,1,0.06402095392122481,0.9674601005099772
raw,k,chunk,0,6,121,2,0.09254233497907947,0.9526057238023087
raw,k,chunk,0,6,121,4,0.14496418320586268,0.9246814677466707
raw,k,chunk,0,6,121,8,0.23415640045188044,0.8751249051124756
raw,k,chunk,0,6,121,16,0.3737873588726227,0.7913359849819653
raw,k,chunk,0,6,121,32,0.5711207185491843,0.6548887550193664
raw,k,chunk,0,6,121,64,0.8136859891893977,0.43164106710391015
raw,k,chunk,0,6,121,128,1.0,0.0
raw,k,chunk,0,7,301,1,0.05988452072794494,0.9695955235416751
raw,k,chunk,0,7,301,2,0.08966589604654167,0.9541143034005194
raw,k,chunk,0,7,301,4,0.1375747089709546,0.928668558221417
raw,k,chunk,0,7,301,8,0.20635181330130778,0.8908693432253083
raw,k,chunk,0,7,301,16,0.311734193895773,0.8296178675174656
raw,k,chunk,0,7,301,32,0.45681591394928245,0.7370102346987575
raw,k,chunk,0,7,301,64,0.6416025312713922,0.5986630677840481
raw,k,chunk,0,7,301,128,0.8328846736619079,0.4087974147889051
raw,k,chunk,0,8,84,1,0.07682289890012721,0.9608210557121825
raw,k,chunk,0,8,84,2,0.10957017462552741,0.9436258927003183
raw,k,chunk,0,8,84,4,0.16809314579552614,0.912089279733335
raw,k,chunk,0,8,84,8,0.2652076676639846,0.8572002871768157
raw,k,chunk,0,8,84,16,0.4238991430656447,0.7590130808717036
raw,k,chunk,0,8,84,32,0.653309757797124,0.5888040779434837
raw,k,chunk,0,8,84,64,0.9170342502416445,0.288037757522092
raw,k,chunk,0,8,84,128,1.0,0.0
raw,k,chunk,0,9,83,1,0.05926925784279195,0.9699127497652601
raw,k,chunk,0,9,83,2,0.09635443737102638,0.9506027364935227
raw,k,chunk,0,9,83,4,0.1608100374611733,0.9160731207380919
raw,k,chunk,0,9,83,8,0.2660494741513495,0.856709125578017
raw,k,chunk,0,9,83,16,0.4269833131508881,0.7569786567989297
raw,k,chunk,0,9,83,32,0.6579050944041578,0.5848887976323723
raw,k,chunk,0,9,83,64,0.9231265046746342,0.27726069920810237
raw,k,chunk,0,9,83,128,1.0,0.0
raw,k,chunk,0,10,50,1,0.0697439157702457,0.9644978404484659
raw,k,chunk,0,10,50,2,0.11810535130371314,0.9390924601423902
raw,k,chunk,0,10,50,4,0.19873221300016908,0.8951356249193922
raw,k,chunk,0,10,50,8,0.32610794943091426,0.8209092827889606
raw,k,chunk,0,10,50,16,0.5292230480569967,0.6861318764953304
raw,k,chunk,0,10,50,32,0.8177493054602454,0.4269082975766044
raw,k,chunk,0,10,50,64,1.0,0.0
raw,k,chunk,0,10,50,128,1.0,0.0
raw,k,chunk,0,11,92,1,0.07144534531026435,0.9636154080802858
raw,k,chunk,0,11,92,2,0.10341420852875734,0.9468821423341147
raw,k,chunk,0,11,92,4,0.16063911071294726,0.9161664091675992
raw,k,chunk,0,11,92,8,0.2568631581260944,0.8620538509129843
raw,k,chunk,0,11,92,16,0.4131274195210407,0.7660760931388991
raw,k,chunk,0,11,92,32,0.632804556029015,0.6059665370059514
raw,k,chunk,0,11,92,64,0.8908294944784997,0.33040960264722985
raw,k,chunk,0,11,92,128,1.0,0.0
raw,k,head,1,0,1313,1,0.13593737597159522,0.9295496888431543
raw,k,head,1,0,1313,2,0.25027459495079185,0.8658668518018277
raw,k,head,1,0,1313,4,0.3576906352018285,0.8014420533002816
raw,k,head,1,0,1313,8,0.4792752866749237,0.7216125784138441
raw,k,head,1,0,1313,16,0.6074213951281957,0.6265609346837738
raw,k,head,1,0,1313,32,0.7543735171715161,0.49560718601376624
raw,k,head,1,0,1313,64,0.891646974368408,0.3291702076913887
raw,k,head,1,0,1313,128,1.0,0.0
raw,k,head,1,1,1313,1,0.15520071277468514,0.9191296357017953
raw,k,head,1,1,1313,2,0.2650186646669164,0.8573105244502038
raw,k,head,1,1,1313,4,0.38953204614022036,0.7813244869193463
raw,k,head,1,1,1313,8,0.5315484717184977,0.6844351892484067
raw,k,head,1,1,1313,16,0.6671171668497761,0.5769599926773293
raw,k,head,1,1,1313,32,0.80653041410085,0.439851777192215
raw,k,head,1,1,1313,64,0.9286817817893799,0.26705471014498156
raw,k,head,1,1,1313,128,1.0,0.0
raw,k,head,1,2,1313,1,0.20124331870373818,0.8937318844576722
raw,k,head,1,2,1313,2,0.32750734490915107,0.8200564950604616
raw,k,head,1,2,1313,4,0.45592908584023817,0.7376116282704346
raw,k,head,1,2,1313,8,0.5674682716601858,0.6576714440659669
raw,k,head,1,2,1313,16,0.6740546122138126,0.5709162703813822
raw,k,head,1,2,1313,32,0.7977512903970003,0.44972070177277773
raw,k,head,1,2,1313,64,0.9149882703816017,0.2915677101779247
raw,k,head,1,2,1313,128,1.0,0.0
raw,k,head,1,3,1313,1,0.34691833064442257,0.8081346851580975
raw,k,head,1,3,1313,2,0.4128623875907546,0.7662490537738009
raw,k,head,1,3,1313,4,0.5141979993839081,0.6969949789030706
raw,k,head,1,3,1313,8,0.6295337331075853,0.608659401383413
raw,k,head,1,3,1313,16,0.7271394808335395,0.5223605260416032
raw,k,head,1,3,1313,32,0.8360090020869437,0.4049580199391738
raw,k,head,1,3,1313,64,0.9400577497856869,0.24483106464318022
raw,k,head,1,3,1313,128,1.0,0.0
raw,k,head,1,4,1313,1,0.18262481090490756,0.9040880427785186
raw,k,head,1,4,1313,2,0.3060295931783687,0.8330488622053518
raw,k,head,1,4,1313,4,0.4198822229188389,0.7616546311033374
raw,k,head,1,4,1313,8,0.5418862074158604,0.6768410393764105
raw,k,head,1,4,1313,16,0.6691206743048931,0.5752211102655281
raw,k,head,1,4,1313,32,0.7990314146555619,0.4482951988862228
raw,k,head,1,4,1313,64,0.9285885844573795,0.2672291442612885
raw,k,head,1,4,1313,128,1.0,0.0
raw,k,head,1,5,1313,1,0.14215010884066226,0.9262018630726985
raw,k,head,1,5,1313,2,0.25416120100989015,0.8636195915969657
raw,k,head,1,5,1313,4,0.3870301897538586,0.7829238853465523
raw,k,head,1,5,1313,8,0.5102726965424406,0.69980518964749
raw,k,head,1,5,1313,16,0.6417988947561479,0.5984990436448935
raw,k,head,1,5,1313,32,0.7871612581362046,0.46134449369619157
raw,k,head,1,5,1313,64,0.9112208752438606,0.29795826009046866
raw,k,head,1,5,1313,128,1.0,0.0
raw,k,head,1,6,1313,1,0.14782846614488215,0.9231313741039885
raw,k,head,1,6,1313,2,0.2416453093979171,0.8708356277748878
raw,k,head,1,6,1313,4,0.3997392649819864,0.77476495469143
raw,k,head,1,6,1313,8,0.51155624234272,0.6988875143091913
raw,k,head,1,6,1313,16,0.6386515908946938,0.6011226240171852
raw,k,head,1,6,1313,32,0.7766713256175356,0.4725766333436984
raw,k,head,1,6,1313,64,0.9087396437183011,0.3020932906929562
raw,k,head,1,6,1313,128,1.0,0.0
raw,k,head,1,7,1313,1,0.12752905808917112,0.9340615300454402
raw,k,head,1,7,1313,2,0.23169277084029613,0.8765313623366273
raw,k,head,1,7,1313,4,0.3720422021693556,0.7924378826322253
raw,k,head,1,7,1313,8,0.538680469048029,0.6792050728255575
raw,k,head,1,7,1313,16,0.6860225358436551,0.5603369202152798
raw,k,head,1,7,1313,32,0.8155029083408447,0.429531246429355
raw,k,head,1,7,1313,64,0.9204282671149866,0.2820846200788221
raw,k,head,1,7,1313,128,1.0,0.0
raw,k,chunk,1,0,50,1,0.0,1.0
raw,k,chunk,1,0,50,2,0.0,1.0
raw,k,chunk,1,0,50,4,0.0,1.0
raw,k,chunk,1,0,50,8,0.0,1.0
raw,k,chunk,1,0,50,16,0.0,1.0
raw,k,chunk,1,0,50,32,0.0,1.0
raw,k,chunk,1,0,50,64,1.0,0.0
raw,k,chunk,1,0,50,128,1.0,0.0
raw,k,chunk,1,1,92,1,0.3256928494144554,0.8211620732751511
raw,k,chunk,1,1,92,2,0.47507321575491346,0.7245183118769922
raw,k,chunk,1,1,92,4,0.5753367374429696,0.6516619235132818
raw,k,chunk,1,1,92,8,0.6734586697605028,0.5714379495968894
raw,k,chunk,1,1,92,16,0.7804249177453353,0.4685883932137721
raw,k,chunk,1,1,92,32,0.8816847684885807,0.34396981191874865
raw,k,chunk,1,1,92,64,0.969004676699154,0.17605488718250903
raw,k,chunk,1,1,92,128,1.0,0.0
raw,k,chunk,1,2,76,1,0.3146229075489365,0.8278750463995539
raw,k,chunk,1,2,76,2,0.4935833348098888,0.7116295842572252
raw,k,chunk,1,2,76,4,0.6434645590677619,0.597105887537745
raw,k,chunk,1,2,76,8,0.7474635406085528,0.5025300581969672
raw,k,chunk,1,2,76,16,0.8333442153450605,0.40823496255825453
raw,k,chunk,1,2,76,32,0.9202931071881392,0.282324091802065
raw,k,chunk,1,2,76,64,0.9897827214204189,0.1010805549034091
raw,k,chunk,1,2,76,128,1.0,0.0
raw,k,chunk,1,3,98,1,0.20062878516725122,0.894075620310021
raw,k,chunk,1,3,98,2,0.31303167750352817,0.8288355219803696
raw,k,chunk,1,3,98,4,0.45912112624018486,0.7354446775657671
raw,k,chunk,1,3,98,8,0.5818907473837439,0.6466136811236336
raw,k,chunk,1,3,98,16,0.7105225762273512,0.5380310620890293
raw,k,chunk,1,3,98,32,0.8442774532590962,0.39461696205422264
raw,k,chunk,1,3,98,64,0.9560845550521742,0.20956012251338718
raw,k,chunk,1,3,98,128,1.0,0.0
raw,k,chunk,1,4,52,1,0.47576857189375044,0.724038278067016
raw,k,chunk,1,4,52,2,0.61531401627335,0.6202305891574923
raw,k,chunk,1,4,52,4,0.7767678402952385,0.47247450693636533
raw,k,chunk,1,4,52,8,0.8558430644341423,0.37968004367606384
raw,k,chunk,1,4,52,16,0.9198624900358934,0.2830856936761493
raw,k,chunk,1,4,52,32,0.9749893444687738,0.15814757516707667
raw,k,chunk,1,4,52,64,1.0,0.0
raw,k,chunk,1,4,52,128,1.0,0.0
raw,k,chunk,1,5,214,1,0.15956943003781243,0.9167500040699141
raw,k,chunk,1,5,214,2,0.29236619437479106,0.8412097274908374
raw,k,chunk,1,5,214,4,0.41120199827918796,0.7673317416351366
raw,k,chunk,1,5,214,8,0.5336447827111408,0.6829020554141415
raw,k,chunk,1,5,214,16,0.6498613176146998,0.5917251747097636
raw,k,chunk,1,5,214,32,0.763640803102948,0.4861678690504464
raw,k,chunk,1,5,214,64,0.8738977007322356,0.3551088555186485
raw,k,chunk,1,5,214,128,0.9587089037387232,0.203202106931195
raw,k,chunk,1,6,121,1,0.2119881067083788,0.8877003398059624
raw,k,chunk,1,6,121,2,0.3520004089080737,0.804984217914815
raw,k,chunk,1,6,121,4,0.5027394384467692,0.7051670451412423
raw,k,chunk,1,6,121,8,0.6404841573630947,0.5995963997864774
raw,k,chunk,1,6,121,16,0.7484738696592288,0.5015238083488871
raw,k,chunk,1,6,121,32,0.856358095387823,0.3790011934178796
raw,k,chunk,1,6,121,64,0.9486369699382651,0.22663413260525195
raw,k,chunk,1,6,121,128,1.0,0.0
raw,k,chunk,1,7,301,1,0.15162948760209646,0.9210703080644297
raw,k,chunk,1,7,301,2,0.257501547774644,0.8616834988702963
raw,k,chunk,1,7,301,4,0.40921245011235036,0.7686270551363968
raw,k,chunk,1,7,301,8,0.528270377243478,0.6868257586582801
raw,k,chunk,1,7,301,16,0.6447143247388267,0.5960584495342494
raw,k,chunk,1,7,301,32,0.7562762112703443,0.49368389555428654
raw,k,chunk,1,7,301,64,0.8605730404497036,0.37339919596900095
raw,k,chunk,1,7,301,128,0.9434134385409207,0.23787930019041012
raw,k,chunk,1,8,84,1,0.23612590825085883,0.8739989083226255
raw,k,chunk,1,8,84,2,0.41537574213611456,0.7646072572660328
raw,k,chunk,1,8,84,4,0.6416024490828045,0.5986631364274867
raw,k,chunk,1,8,84,8,0.7411306563079216,0.5087920436603528
raw,k,chunk,1,8,84,16,0.8348027471478031,0.40644464918632756
raw,k,chunk,1,8,84,32,0.9218390718019213,0.2795727601145697
raw,k,chunk,1,8,84,64,0.9858345954467075,0.11901850508762289
raw,k,chunk,1,8,84,128,1.0,0.0
raw,k,chunk,1,9,83,1,0.2347723640828441,0.8747729053400979
raw,k,chunk,1,9,83,2,0.38193268374632805,0.7861725740915108
raw,k,chunk,1,9,83,4,0.5184240152540232,0.6939567599973192
raw,k,chunk,1,9,83,8,0.643294259671163,0.5972484745303557
raw,k,chunk,1,9,83,16,0.7694263336301272,0.4801808683921849
raw,k,chunk,1,9,83,32,0.8874547958949748,0.33547757615826607
raw,k,chunk,1,9,83,64,0.9798992721352761,0.14177703574529954
raw,k,chunk,1,9,83,128,1.0,0.0
raw,k,chunk,1,10,50,1,0.23300118100739686,0.8757846875760064
raw,k,chunk,1,10,50,2,0.41597532543659804,0.764215070882145
raw,k,chunk,1,10,50,4,0.5444816004944845,0.6749210320515397
raw,k,chunk,1,10,50,8,0.6903577408195354,0.5564550828058493
raw,k,chunk,1,10,50,16,0.8354582007184923,0.40563752203353637
raw,k,chunk,1,10,50,32,0.9535542846602503,0.21551268022960907
raw,k,chunk,1,10,50,64,1.0,0.0
raw,k,chunk,1,10,50,128,1.0,0.0
raw,k,chunk,1,11,92,1,0.2299583031654174,0.8775201973941014
raw,k,chunk,1,11,92,2,0.3574315401843361,0.8016036800162932
raw,k,chunk,1,11,92,4,0.4908964025505884,0.7135149595134019
raw,k,chunk,1,11,92,8,0.6279499937073746,0.6099590201748192
raw,k,chunk,1,11,92,16,0.7506505600100548,0.4993490162100504
raw,k,chunk,1,11,92,32,0.8701786013434462,0.3603073669196258
raw,k,chunk,1,11,92,64,0.9687419504383078,0.1767994614293047
raw,k,chunk,1,11,92,128,1.0,0.0
raw,k,head,2,0,1313,1,0.41301917542877475,0.7661467382761773
raw,k,head,2,0,1313,2,0.5110462412727887,0.6992522854644175
raw,k,head,2,0,1313,4,0.5959392781003618,0.6356577081257162
raw,k,head,2,0,1313,8,0.690725259452904,0.556124752683331
raw,k,head,2,0,1313,16,0.790273715113745,0.45795882444413605
raw,k,head,2,0,1313,32,0.9011105849322897,0.3144668743567601
raw,k,head,2,0,1313,64,0.9782264958219955,0.14755847714721274
raw,k,head,2,0,1313,128,1.0,0.0
raw,k,head,2,1,1313,1,0.529672684288336,0.6858041380100182
raw,k,head,2,1,1313,2,0.5945370913200109,0.6367596946101325
raw,k,head,2,1,1313,4,0.6731826591387983,0.5716794039155177
raw,k,head,2,1,1313,8,0.7543484910277325,0.4956324333336828
raw,k,head,2,1,1313,16,0.8340193167142469,0.4074072695543774
raw,k,head,2,1,1313,32,0.9037164602025557,0.3102958907195587
raw,k,head,2,1,1313,64,0.9657781487901033,0.18499148956072745
raw,k,head,2,1,1313,128,1.0,0.0
raw,k,head,2,2,1313,1,0.5576791870506077,0.6650720359099398
raw,k,head,2,2,1313,2,0.6510694479189516,0.5907034383521467
raw,k,head,2,2,1313,4,0.739676485904473,0.5102190844093614
raw,k,head,2,2,1313,8,0.8142846301746558,0.43094706151143924
raw,k,head,2,2,1313,16,0.871027043923256,0.35912804969362105
raw,k,head,2,2,1313,32,0.9232741640395571,0.27699428867838216
raw,k,head,2,2,1313,64,0.9709819913797508,0.17034673058280037
raw,k,head,2,2,1313,128,1.0,0.0
raw,k,head,2,3,1313,1,0.19077757065457776,0.899567912581047
raw,k,head,2,3,1313,2,0.33374051593768295,0.816247195439174
raw,k,head,2,3,1313,4,0.44651506538972796,0.7439656810702171
raw,k,head,2,3,1313,8,0.5611226331640369,0.6624782010269946
raw,k,head,2,3,1313,16,0.6804006653362289,0.5653311725562028
raw,k,head,2,3,1313,32,0.8186620740751169,0.42583791038948504
raw,k,head,2,3,1313,64,0.9401541295780729,0.2446341562863353
raw,k,head,2,3,1313,128,1.0,0.0
raw,k,head,2,4,1313,1,0.2604152115487708,0.8599911560308218
raw,k,head,2,4,1313,2,0.37724545834074574,0.7891479846386571
raw,k,head,2,4,1313,4,0.49204242039286294,0.7127114280037448
raw,k,head,2,4,1313,8,0.6105490127485241,0.6240600830460765
raw,k,head,2,4,1313,16,0.7300666757406327,0.5195510795478798
raw,k,head,2,4,1313,32,0.8468471749122353,0.3913474480404398
raw,k,head,2,4,1313,64,0.9444431510063148,0.23570500417616336
raw,k,head,2,4,1313,128,1.0,0.0
raw,k,head,2,5,1313,1,0.3319484834264875,0.8173441848900086
raw,k,head,2,5,1313,2,0.42541720527512566,0.7580123974743911
raw,k,head,2,5,1313,4,0.5209457643607527,0.6921374398479303
raw,k,head,2,5,1313,8,0.6237552702698177,0.6133879113009828
raw,k,head,2,5,1313,16,0.7354201062258673,0.5143733019647625
raw,k,head,2,5,1313,32,0.8477727144861675,0.3901631524296374
raw,k,head,2,5,1313,64,0.9443920603531709,0.23581335765140424
raw,k,head,2,5,1313,128,1.0,0.0
raw,k,head,2,6,1313,1,0.5638171687455936,0.6604413912334738
raw,k,head,2,6,1313,2,0.6552861776159611,0.5871233451192679
raw,k,head,2,6,1313,4,0.7262318468200091,0.5232285859736554
raw,k,head,2,6,1313,8,0.7893368959338734,0.45898050510465765
raw,k,head,2,6,1313,16,0.8469927826893766,0.3911613699109658
raw,k,head,2,6,1313,32,0.9081762965737981,0.3030242621081717
raw,k,head,2,6,1313,64,0.9650533707450989,0.18694017560412504
raw,k,head,2,6,1313,128,1.0,0.0
raw,k,head,2,7,1313,1,0.3932361008281492,0.778950511375306
raw,k,head,2,7,1313,2,0.5494941777328134,0.6711973050208013
raw,k,head,2,7,1313,4,0.6461033066690218,0.5948921694987909
raw,k,head,2,7,1313,8,0.7305860883825053,0.5190509720802907
raw,k,head,2,7,1313,16,0.8112472550956524,0.4344568389430043
raw,k,head,2,7,1313,32,0.8917576418707268,0.3290020640197766
raw,k,head,2,7,1313,64,0.9606787272051434,0.19829592228499465
raw,k,head,2,7,1313,128,1.0,0.0
raw,k,chunk,2,0,50,1,0.0,1.0
raw,k,chunk,2,0,50,2,0.0,1.0
raw,k,chunk,2,0,50,4,0.0,1.0
raw,k,chunk,2,0,50,8,0.0,1.0
raw,k,chunk,2,0,50,16,0.0,1.0
raw,k,chunk,2,0,50,32,0.0,1.0
raw,k,chunk,2,0,50,64,1.0,0.0
raw,k,chunk,2,0,50,128,1.0,0.0
raw,k,chunk,2,1,92,1,0.5769886483220895,0.650393228499429
raw,k,chunk,2,1,92,2,0.7003425601659087,0.5474097549679685
raw,k,chunk,2,1,92,4,0.8269453391837724,0.4159983904010057
raw,k,chunk,2,1,92,8,0.9007606519433382,0.31502277386986133
raw,k,chunk,2,1,92,16,0.9478887017396578,0.22827899215727718
raw,k,chunk,2,1,92,32,0.9775914190397762,0.14969495970213492
raw,k,chunk,2,1,92,64,0.9953688569055399,0.0680525024849205
raw,k,chunk,2,1,92,128,1.0,0.0
raw,k,chunk,2,2,76,1,0.6245554237419342,0.6127353231682223
raw,k,chunk,2,2,76,2,0.7270638240768866,0.5224329391635958
raw,k,chunk,2,2,76,4,0.830459903357344,0.4117524701111774
raw,k,chunk,2,2,76,8,0.889995005577956,0.33167000832460575
raw,k,chunk,2,2,76,16,0.9405194198925747,0.24388640820559332
raw,k,chunk,2,2,76,32,0.9773835397838527,0.15038769968367516
raw,k,chunk,2,2,76,64,0.997699658013729,0.04796188055394668
raw,k,chunk,2,2,76,128,1.0,0.0
raw,k,chunk,2,3,98,1,0.6266483737640912,0.6110250618721861
raw,k,chunk,2,3,98,2,0.718940757486109,0.5301502075015071
raw,k,chunk,2,3,98,4,0.8179784754842516,0.42663980652975686
raw,k,chunk,2,3,98,8,0.8743542951983138,0.3544653788477603
raw,k,chunk,2,3,98,16,0.930977147099337,0.26272200688306074
raw,k,chunk,2,3,98,32,0.9722492432083377,0.16658558398511641
raw,k,chunk,2,3,98,64,0.9940252592304425,0.07729644732817613
raw,k,chunk,2,3,98,128,1.0,0.0
raw,k,chunk,2,4,52,1,0.4419465732424944,0.7470297361936173
raw,k,chunk,2,4,52,2,0.702569363368294,0.5453720167295953
raw,k,chunk,2,4,52,4,0.8424535121386181,0.39692126153858515
raw,k,chunk,2,4,52,8,0.9084103451716354,0.30263782782125
raw,k,chunk,2,4,52,16,0.9592704743159159,0.20181557344289378
raw,k,chunk,2,4,52,32,0.9900667295871072,0.09966579359485793
raw,k,chunk,2,4,52,64,1.0,0.0
raw,k,chunk,2,4,52,128,1.0,0.0
raw,k,chunk,2,5,214,1,0.5026782602775601,0.7052104223013439
raw,k,chunk,2,5,214,2,0.6232405341900183,0.6138073523590131
