example,target,source,kind,tokens,original_gap,internal_rank4_explained,internal_rank8_explained,internal_rank16_explained,internal_rank32_explained,internal_rank64_explained
2,5,raw,k,185,0.15469411422712057,0.6334766176325823,0.7376246326584994,0.8218016143022203,0.8895332756714154,0.9461681039437849
2,6,raw,k,63,0.22484385895991915,0.6293860576968805,0.7502116308265311,0.8560160389654462,0.9449191925703914,0.9999998988085702
2,7,raw,k,99,0.23230062895031053,0.6132245124212855,0.7148740428227301,0.8159307340279671,0.9072794850316858,0.9765507783008348
2,8,raw,k,106,0.21596729125124928,0.6359974510978101,0.7440944016130101,0.8394584836763488,0.9154946357193071,0.9739793488526973
2,9,raw,k,234,0.1808421311836591,0.565966007058581,0.6591805695197808,0.7446729787834466,0.8291807528949023,0.9083772329365672
2,10,raw,k,368,0.1731631353201898,0.5474324954060598,0.6347583175371724,0.7211034748282251,0.804857301626137,0.8830267786025061
3,4,raw,k,170,0.19819678531768029,0.6059328000117201,0.6888677922516162,0.7756227426108164,0.8599498665276476,0.9354575075485255
3,5,raw,k,141,0.21561726248267496,0.570729130804821,0.6820647415384538,0.7928208142785075,0.8879435675603532,0.9587136716480981
3,6,raw,k,200,0.19341819291853168,0.5539456353528905,0.650394886974273,0.7451644918425755,0.836404902430547,0.9183413438802067
3,7,raw,k,52,0.25286911238052945,0.6763563271299736,0.7862537427707321,0.8869886289094221,0.96862493351683,0.9999997799044905
3,8,raw,k,143,0.2211635782805343,0.6105155911258541,0.700368216513945,0.7898197501037489,0.8745346770399058,0.9483795772966882
3,9,raw,k,68,0.2319188279740906,0.6143567515986212,0.7173669420633669,0.8260743145690518,0.9277412777435599,0.9974512354147188
3,10,raw,k,90,0.24803577242729236,0.6048351966000816,0.7130520011702974,0.8238736235527377,0.9186087770151316,0.9836271021122922
4,4,raw,k,126,0.22298947253406118,0.5622944320202956,0.6673419695857505,0.7751554168111155,0.8772214059324288,0.9575612913023063
4,5,raw,k,265,0.19771886557803456,0.4937170786458833,0.6057452193441103,0.7140434211088525,0.8171473177642042,0.9042573889899143
4,6,raw,k,74,0.2680276561805209,0.5785712654258262,0.7017855239555887,0.8240870229314445,0.9271601009344332,0.993428670121929
4,7,raw,k,60,0.2742566996319503,0.5886764536145304,0.7147554941980054,0.8400082316365962,0.9438488603124158,0.9999996937675287
4,8,raw,k,45,0.31545022622429647,0.6191180429878086,0.7467457589629589,0.8734250155561456,0.973015888772472,0.9999999666141448
4,9,raw,k,79,0.3012383930039241,0.6155271711645824,0.7208496197933938,0.8294312993830777,0.9255329076236943,0.9905878966128822
4,10,raw,k,102,0.24497844159213314,0.5646650628952025,0.673295471368978,0.7837997910256924,0.8862759270903757,0.9681659446079518
6,4,raw,k,244,0.19119200856444685,0.564184368553049,0.6591938216061538,0.7512913444941124,0.8359377007261242,0.9107759875601718
6,5,raw,k,86,0.23316705346567812,0.5881897360637525,0.717724733669733,0.834810739258958,0.9271379494999263,0.9869934397613631
6,6,raw,k,49,0.2671485729552907,0.6540044566942941,0.7988538447588751,0.902784069759049,0.9744118393475873,0.9999999866570806
6,7,raw,k,203,0.19506040181175827,0.5922835823957068,0.6903880297664446,0.7839116460705562,0.8640103979816897,0.9304433632041845
6,8,raw,k,140,0.19560696441512856,0.5463817507053281,0.6684527608599081,0.788638411265212,0.8852563267124925,0.9563242707663776
6,9,raw,k,113,0.231819527238775,0.5497897363190727,0.6742306681826433,0.7990819841935469,0.9038128183379853,0.9724025466411964
6,10,raw,k,148,0.18979279991140685,0.539519001808523,0.6640893966927739,0.7767894698930542,0.8730725810782356,0.9488994831357974
7,4,raw,k,254,0.20859138393242818,0.5162672226127306,0.6149795319998294,0.7179774329732039,0.8160762804365853,0.9008828494388823
7,5,raw,k,49,0.2581788684032594,0.657344169230344,0.7984019741902533,0.9012291146962513,0.9734799189776782,0.9999998644774305
7,6,raw,k,203,0.20821608305927106,0.5987418972805456,0.6906752481209565,0.7781891716239768,0.8577543260098437,0.9267611012712542
7,7,raw,k,37,0.26010138696914675,0.6742593307184891,0.8095621642311783,0.9235283011316601,0.9936271378580883,0.9999997608588902
7,8,raw,k,183,0.20323149941190646,0.5809272215114383,0.687832596320487,0.7871511510749358,0.8732962146054594,0.9406726727760905
7,9,raw,k,244,0.20269841862301238,0.5716191325129405,0.6603860570181228,0.7496637553571162,0.8333840907873165,0.9085870204551441
7,10,raw,k,227,0.1896258217560449,0.5817987180600124,0.6923557353663894,0.8006133631142757,0.8895468517801642,0.9476167795064617
9,4,raw,k,212,0.2711287939902155,0.4610448862676202,0.5712318517928157,0.688822604372463,0.8040260028574784,0.904884958217801
9,5,raw,k,228,0.23224236788105465,0.53109446361847,0.6275462929487543,0.7282740262049979,0.8274589563654396,0.913193592645113
9,6,raw,k,154,0.2696346347250072,0.5431987902802559,0.6476889844953232,0.7548322333936609,0.8566348161859706,0.9393475323597102
9,7,raw,k,139,0.26717905854694207,0.5559552694454993,0.6609103328537014,0.7668907847860297,0.8664791854016236,0.9467802129790593
9,8,raw,k,265,0.23615519965966383,0.519689818533632,0.6187712639147511,0.7175982039139266,0.8158039819938356,0.9038077616368796
9,9,raw,k,196,0.27444518590560896,0.5537756186103462,0.6487381549093585,0.7439851632414843,0.836109514252972,0.918163281112369
9,10,raw,k,126,0.23029532750717566,0.5553684593910385,0.6584209743158733,0.7660060952601775,0.8706443741092375,0.954745231221886
