example_id,sub_q_idx,doc_rank,chunk_id,kind,doc_len,full_prompt_len,token,layer0_delta_l2,layer0_base_l2,layer0_relative_l2,layer0_energy_share
0,0,0,1,value,50,876,2,0.0,662.5552978515625,0.0,0.0
0,0,0,1,value,50,876,3,0.0,753.561767578125,0.0,0.0
0,0,0,1,value,50,876,4,0.0,621.0647583007812,0.0,0.0
0,0,0,1,value,50,876,5,0.0,577.2557373046875,0.0,0.0
0,0,0,1,value,50,876,6,0.0,495.6740417480469,0.0,0.0
0,0,0,1,value,50,876,7,0.0,523.4990234375,0.0,0.0
0,0,0,1,value,50,876,8,0.0,472.8236083984375,0.0,0.0
0,0,0,1,value,50,876,9,0.0,544.2192993164062,0.0,0.0
0,0,0,1,value,50,876,10,0.0,501.1029052734375,0.0,0.0
0,0,0,1,value,50,876,11,0.0,483.242431640625,0.0,0.0
0,0,0,1,value,50,876,12,0.0,725.0989379882812,0.0,0.0
0,0,0,1,value,50,876,13,0.0,616.9564208984375,0.0,0.0
0,0,0,1,value,50,876,14,0.0,522.18505859375,0.0,0.0
0,0,0,1,value,50,876,15,0.0,676.1317749023438,0.0,0.0
0,0,0,1,value,50,876,16,0.0,673.0249633789062,0.0,0.0
0,0,0,1,value,50,876,17,0.0,530.6099853515625,0.0,0.0
0,0,0,1,value,50,876,18,0.0,423.17938232421875,0.0,0.0
0,0,0,1,value,50,876,19,0.0,514.5621948242188,0.0,0.0
0,0,0,1,value,50,876,20,0.0,551.8060913085938,0.0,0.0
0,0,0,1,value,50,876,21,0.0,437.41473388671875,0.0,0.0
0,0,0,1,value,50,876,22,0.0,446.8685607910156,0.0,0.0
0,0,0,1,value,50,876,23,0.0,489.5966491699219,0.0,0.0
0,0,0,1,value,50,876,24,0.0,540.8524780273438,0.0,0.0
0,0,0,1,value,50,876,25,0.0,630.6710205078125,0.0,0.0
0,0,0,1,value,50,876,26,0.0,481.3131103515625,0.0,0.0
0,0,0,1,value,50,876,27,0.0,551.24462890625,0.0,0.0
0,0,0,1,value,50,876,28,0.0,469.0090637207031,0.0,0.0
0,0,0,1,value,50,876,29,0.0,811.3681640625,0.0,0.0
0,0,0,1,value,50,876,30,0.0,677.8038330078125,0.0,0.0
0,0,0,1,value,50,876,31,0.0,435.3736267089844,0.0,0.0
0,0,0,1,value,50,876,32,0.0,738.14501953125,0.0,0.0
0,0,0,1,value,50,876,33,0.0,546.185546875,0.0,0.0
0,0,0,1,value,50,876,34,0.0,455.06634521484375,0.0,0.0
0,0,0,1,value,50,876,35,0.0,528.1526489257812,0.0,0.0
0,0,0,1,value,50,876,36,0.0,689.2316284179688,0.0,0.0
0,0,0,1,value,50,876,37,0.0,732.7987670898438,0.0,0.0
0,0,0,1,value,50,876,38,0.0,510.215087890625,0.0,0.0
0,0,0,1,value,50,876,39,0.0,452.12457275390625,0.0,0.0
0,0,0,1,value,50,876,40,0.0,765.3676147460938,0.0,0.0
0,0,0,1,value,50,876,41,0.0,628.7413330078125,0.0,0.0
0,0,0,1,value,50,876,42,0.0,696.4232788085938,0.0,0.0
0,0,0,1,value,50,876,43,0.0,499.1848449707031,0.0,0.0
0,0,0,1,value,50,876,44,0.0,496.0794372558594,0.0,0.0
0,0,0,1,value,50,876,45,0.0,642.794189453125,0.0,0.0
0,0,0,1,value,50,876,46,0.0,707.7125854492188,0.0,0.0
0,0,0,1,value,50,876,47,0.0,579.4287719726562,0.0,0.0
0,0,0,1,value,50,876,48,0.0,487.6701965332031,0.0,0.0
0,0,0,1,value,50,876,49,0.0,376.917236328125,0.0,0.0
