example_id,sub_q_idx,doc_rank,chunk_id,kind,doc_len,full_prompt_len,token,all_layer_delta_l2,all_layer_base_l2,all_layer_relative_l2,all_layer_energy_share
0,0,0,1,key,50,968,43,4.404481887817383,583.0238037109375,0.007554548990595094,0.014928035709219974
0,0,0,1,key,50,968,44,4.239952087402344,572.2908325195312,0.007408736688539624,0.013833590920089723
0,0,0,1,key,50,968,45,7.698040962219238,574.8997192382812,0.013390232599902494,0.045600904857386465
0,0,0,1,key,50,968,46,3.807521343231201,576.4866943359375,0.006604699433032236,0.011155723200190565
0,0,0,1,key,50,968,47,18.057737350463867,574.0792846679688,0.031455127946147576,0.25092254986630347
0,0,0,1,key,50,968,48,5.044576644897461,582.160888671875,0.008665262031611233,0.01958224518555075
0,0,0,1,key,50,968,49,4.34861421585083,565.0515747070312,0.007695959821199504,0.014551735873210053
0,0,0,1,value,50,968,0,9.940028190612793,650.0945434570312,0.015290127090983305,0.007902541231472363
0,0,0,1,value,50,968,1,9.072789192199707,361.94232177734375,0.02506694753917447,0.006583747819439685
0,0,0,1,value,50,968,2,9.84768295288086,662.5552978515625,0.014863186491472443,0.0077563902846011
0,0,0,1,value,50,968,3,14.497969627380371,753.561767578125,0.019239258480396943,0.016811477829401487
0,0,0,1,value,50,968,4,12.98348331451416,621.0647583007812,0.02090520053019374,0.0134826109639049
0,0,0,1,value,50,968,5,12.080802917480469,577.2557373046875,0.02092799107357152,0.011673017570547676
0,0,0,1,value,50,968,6,11.14962387084961,495.6740417480469,0.02249386276418523,0.009942874548090737
0,0,0,1,value,50,968,7,16.28512954711914,523.4990234375,0.03110823290592704,0.021211626473435472
0,0,0,1,value,50,968,8,11.460039138793945,472.8236083984375,0.0242374512085209,0.010504218838432097
0,0,0,1,value,50,968,9,10.419024467468262,544.2192993164062,0.019144900742321298,0.008682516984235292
0,0,0,1,value,50,968,10,16.87358283996582,501.1029052734375,0.033672889664765275,0.022772261417762937
0,0,0,1,value,50,968,11,11.672403335571289,483.242431640625,0.02415434277148024,0.010897129025903656
0,0,0,1,value,50,968,12,13.772537231445312,725.0989379882812,0.01899401103752255,0.015171183211040745
0,0,0,1,value,50,968,13,11.00203800201416,616.9564208984375,0.017832763594538035,0.009681392083021488
0,0,0,1,value,50,968,14,9.859370231628418,522.18505859375,0.01888098877853723,0.007774812011370546
0,0,0,1,value,50,968,15,9.299928665161133,676.1317749023438,0.013754609693508847,0.006917525295241656
0,0,0,1,value,50,968,16,11.325353622436523,673.0249633789062,0.016827538707595378,0.01025876545411345
0,0,0,1,value,50,968,17,10.86286735534668,530.6099853515625,0.020472414118157475,0.009438010982783433
0,0,0,1,value,50,968,18,8.882548332214355,423.17938232421875,0.020990030949591426,0.006310542548283193
0,0,0,1,value,50,968,19,10.844893455505371,514.5621948242188,0.021075962370710324,0.009406804678931385
0,0,0,1,value,50,968,20,8.972295761108398,551.8060913085938,0.01625987081771935,0.006438707460621036
0,0,0,1,value,50,968,21,9.16125774383545,437.41473388671875,0.020944099578977606,0.006712769471132403
0,0,0,1,value,50,968,22,13.598836898803711,446.8685607910156,0.030431402188446564,0.014790915420972524
0,0,0,1,value,50,968,23,8.743847846984863,489.5966491699219,0.017859288583386854,0.0061150033845842125
0,0,0,1,value,50,968,24,8.890087127685547,540.8524780273438,0.016437175549440814,0.006321258502564496
0,0,0,1,value,50,968,25,9.102181434631348,630.6710205078125,0.014432534774314366,0.006626474338591359
0,0,0,1,value,50,968,26,9.256865501403809,481.3131103515625,0.019232523075555442,0.006853610952813666
0,0,0,1,value,50,968,27,10.64788818359375,551.24462890625,0.019316085137592538,0.00906814610761685
0,0,0,1,value,50,968,28,9.19291877746582,469.0090637207031,0.01960072733890751,0.006759248191347555
0,0,0,1,value,50,968,29,10.414312362670898,811.3681640625,0.012835495430984974,0.00867466537078859
0,0,0,1,value,50,968,30,14.407200813293457,677.8038330078125,0.02125570867511954,0.016601630386220246
0,0,0,1,value,50,968,31,10.521735191345215,435.3736267089844,0.024167139546048353,0.0088545452429457
0,0,0,1,value,50,968,32,12.042052268981934,738.14501953125,0.0163139382510893,0.011598251806504492
0,0,0,1,value,50,968,33,17.927627563476562,546.185546875,0.03282332838364074,0.02570615923639812
0,0,0,1,value,50,968,34,9.54623031616211,455.06634521484375,0.020977667139184215,0.007288788779098675
0,0,0,1,value,50,968,35,11.390591621398926,528.1526489257812,0.021566855045726693,0.010377293269135387
0,0,0,1,value,50,968,36,10.037513732910156,689.2316284179688,0.014563338824060931,0.008058307307983768
0,0,0,1,value,50,968,37,11.301867485046387,732.7987670898438,0.015422880049224649,0.010216260442359083
0,0,0,1,value,50,968,38,11.161150932312012,510.215087890625,0.021875383925738803,0.009963444225379526
0,0,0,1,value,50,968,39,11.439327239990234,452.12457275390625,0.025301272988355564,0.010466284323663493
0,0,0,1,value,50,968,40,9.516295433044434,765.3676147460938,0.012433626991392098,0.007243147881628711
0,0,0,1,value,50,968,41,11.44670581817627,628.7413330078125,0.018205747287866024,0.010479789562553863
0,0,0,1,value,50,968,42,11.370850563049316,696.4232788085938,0.016327499250889464,0.010341355372008625
0,0,0,1,value,50,968,43,9.90528678894043,499.1848449707031,0.019842923695974273,0.007847397483593952
0,0,0,1,value,50,968,44,7.890254497528076,496.0794372558594,0.015905223851192526,0.004979360282438309
0,0,0,1,value,50,968,45,11.822394371032715,642.794189453125,0.018392192345563867,0.011178986510245879
0,0,0,1,value,50,968,46,9.882486343383789,707.7125854492188,0.01396398276160497,0.0078113119148689875
0,0,0,1,value,50,968,47,78.97467041015625,579.4287719726562,0.13629746093085449,0.49884678489298745
0,0,0,1,value,50,968,48,12.573563575744629,487.6701965332031,0.025782923920979306,0.012644693025456257
0,0,0,1,value,50,968,49,9.9735746383667,376.917236328125,0.02646091416653651,0.007955971500641026
0,0,1,2,key,92,968,0,336.5567626953125,599.3538208007812,0.5615326890644445,0.014028539377532654
0,0,1,2,key,92,968,1,340.692138671875,571.6527709960938,0.5959774113894787,0.014375403402492382
0,0,1,2,key,92,968,2,330.20965576171875,577.423583984375,0.5718672823911771,0.013504401572857145
0,0,1,2,key,92,968,3,344.6114196777344,587.20849609375,0.5868638174859024,0.014708051775964862
0,0,1,2,key,92,968,4,341.3563232421875,586.4368896484375,0.5820853518386715,0.014431508395106589
0,0,1,2,key,92,968,5,300.2669372558594,586.1338500976562,0.5122839044457698,0.01116634005888074
0,0,1,2,key,92,968,6,326.0755310058594,578.7018432617188,0.5634603290150411,0.013168376353230942
0,0,1,2,key,92,968,7,331.5013427734375,606.606201171875,0.5464852521009916,0.013610259410521325
0,0,1,2,key,92,968,8,287.6493225097656,581.192626953125,0.49492940751460174,0.010247608589154683
0,0,1,2,key,92,968,9,334.2793273925781,571.1688842773438,0.5852547934496038,0.013839323753911646
0,0,1,2,key,92,968,10,299.4740905761719,593.7438354492188,0.5043826524103501,0.011107449410084135
0,0,1,2,key,92,968,11,293.78619384765625,577.7650146484375,0.5084873372376498,0.01068952938197515
0,0,1,2,key,92,968,12,301.4166564941406,593.433837890625,0.5079195644884912,0.01125201519341584
0,0,1,2,key,92,968,13,285.6827392578125,592.4224853515625,0.4822280489375394,0.010107966808710168
0,0,1,2,key,92,968,14,292.1104431152344,590.922119140625,0.494329851013275,0.010567930990377231
0,0,1,2,key,92,968,15,292.40380859375,591.5130004882812,0.49433200682381695,0.010589168353193292
0,0,1,2,key,92,968,16,300.2791442871094,579.0315551757812,0.5185885667249183,0.011167247646758159
0,0,1,2,key,92,968,17,303.318115234375,555.3419189453125,0.5461826397157744,0.011394428116377335
0,0,1,2,key,92,968,18,301.03582763671875,586.4793701171875,0.5132931232970167,0.011223600339262153
0,0,1,2,key,92,968,19,286.18084716796875,597.4346313476562,0.47901616704478467,0.01014324565902847
0,0,1,2,key,92,968,20,282.56024169921875,568.60498046875,0.4969359245961573,0.009888215400629183
0,0,1,2,key,92,968,21,296.01385498046875,600.3226318359375,0.4930912800591633,0.010852252728321398
0,0,1,2,key,92,968,22,299.39776611328125,585.1611938476562,0.511650070546591,0.011101788112993755
0,0,1,2,key,92,968,23,292.6108703613281,605.9962768554688,0.482859188310023,0.010604171612923841
0,0,1,2,key,92,968,24,282.3368225097656,578.931396484375,0.48768614765805884,0.009872584182974918
0,0,1,2,key,92,968,25,288.7012634277344,596.423828125,0.4840538721186491,0.010322697456134516
0,0,1,2,key,92,968,26,292.7187194824219,588.6383666992188,0.497281074497127,0.01061198964069521
0,0,1,2,key,92,968,27,308.1613464355469,588.5985717773438,0.5235509585166276,0.011761213598488635
0,0,1,2,key,92,968,28,290.01287841796875,593.8951416015625,0.4883233724321904,0.010416705369774445
0,0,1,2,key,92,968,29,272.8210754394531,560.0191650390625,0.4871638195103962,0.009218316854169292
0,0,1,2,key,92,968,30,318.4988708496094,574.6697998046875,0.5542293521564152,0.012563528055170692
0,0,1,2,key,92,968,31,295.2191467285156,585.0480346679688,0.5046066805370268,0.010794060670620205
0,0,1,2,key,92,968,32,304.3103332519531,582.3294677734375,0.5225741613514711,0.011469097054637766
0,0,1,2,key,92,968,33,311.54595947265625,571.471923828125,0.5451640692786787,0.012020984987590855
0,0,1,2,key,92,968,34,304.4358825683594,550.6923217773438,0.5528239100661522,0.011478561899645133
0,0,1,2,key,92,968,35,296.1204833984375,584.86865234375,0.5063025385473994,0.010860072691248156
0,0,1,2,key,92,968,36,299.80401611328125,564.8796997070312,0.5307395827266775,0.011131935898798247
0,0,1,2,key,92,968,37,299.3629455566406,593.2957763671875,0.5045762290601005,0.011099205648127197
0,0,1,2,key,92,968,38,295.4425964355469,590.4529418945312,0.5003660333837736,0.010810406928190687
0,0,1,2,key,92,968,39,271.37298583984375,577.4590454101562,0.469943259174498,0.00912071825970516
0,0,1,2,key,92,968,40,280.2284851074219,596.3767700195312,0.4698849774082313,0.009725688472554913
0,0,1,2,key,92,968,41,292.3052062988281,588.914306640625,0.4963459080595947,0.01058202859738575
0,0,1,2,key,92,968,42,290.9810791015625,604.3204956054688,0.4815012583844737,0.010486373866509822
0,0,1,2,key,92,968,43,296.3739929199219,589.1492309570312,0.5030541963680115,0.010878675340002157
0,0,1,2,key,92,968,44,291.15411376953125,566.9465942382812,0.513547689903155,0.010498848845724705
0,0,1,2,key,92,968,45,288.88873291015625,593.26220703125,0.4869494963378623,0.010336108082979958
0,0,1,2,key,92,968,46,283.7977600097656,588.0892333984375,0.48257601719684734,0.009975019698333734
0,0,1,2,key,92,968,47,287.8808898925781,596.0812377929688,0.48295579803597943,0.010264114497044754
0,0,1,2,key,92,968,48,274.5625305175781,587.5811767578125,0.46727591246638256,0.009336376814138512
0,0,1,2,key,92,968,49,281.2906494140625,597.5850830078125,0.470712300913282,0.009799556256484319
0,0,1,2,key,92,968,50,303.5262451171875,583.9642333984375,0.5197685538903402,0.011410069977386238
0,0,1,2,key,92,968,51,298.63311767578125,596.7738647460938,0.5004125269507883,0.011045153855380668
0,0,1,2,key,92,968,52,295.64263916015625,583.5790405273438,0.5066025655976302,0.010825051216596587
0,0,1,2,key,92,968,53,298.0062255859375,560.6177368164062,0.531567601264691,0.010998830105679919
0,0,1,2,key,92,968,54,291.5200500488281,595.8553466796875,0.4892463442231044,0.010525255976162353
0,0,1,2,key,92,968,55,286.4309997558594,589.6176147460938,0.4857911171449725,0.010160986196056692
0,0,1,2,key,92,968,56,291.9832458496094,592.8271484375,0.4925267788750599,0.010558730294080455
0,0,1,2,key,92,968,57,276.36175537109375,556.221435546875,0.49685563645956093,0.009459141136858275
0,0,1,2,key,92,968,58,289.20166015625,593.2881469726562,0.4874556514097666,0.010358512344495557
0,0,1,2,key,92,968,59,283.4696960449219,599.8051147460938,0.4726029990006308,0.009951971030073616
0,0,1,2,key,92,968,60,306.6958312988281,590.6710815429688,0.5192328537528323,0.011649615122363127
0,0,1,2,key,92,968,61,286.68719482421875,582.7847900390625,0.4919263503857099,0.01017917085124668
0,0,1,2,key,92,968,62,279.1401062011719,595.4443969726562,0.4687929009330991,0.009650288045557459
0,0,1,2,key,92,968,63,247.088623046875,572.8660888671875,0.4313200376993501,0.007561384560952565
0,0,1,2,key,92,968,64,293.1044616699219,596.3513793945312,0.4914962416411395,0.010639976825507937
0,0,1,2,key,92,968,65,322.5869445800781,556.7893676757812,0.5793697999777899,0.012888114571292797
0,0,1,2,key,92,968,66,309.2177429199219,584.4801635742188,0.5290474547998173,0.01184198795200121
0,0,1,2,key,92,968,67,290.7828063964844,607.0033569335938,0.47904645513895494,0.01047208758185088
0,0,1,2,key,92,968,68,291.2080993652344,597.016357421875,0.4877723964260746,0.01050274237836728
0,0,1,2,key,92,968,69,280.61834716796875,608.6582641601562,0.4610441748542975,0.009752769037067916
0,0,1,2,key,92,968,70,279.3245849609375,564.6336669921875,0.494700548851264,0.009663048460192213
0,0,1,2,key,92,968,71,291.7262878417969,572.9766845703125,0.5091416382161661,0.010540153769924204
0,0,1,2,key,92,968,72,302.36993408203125,561.8663330078125,0.5381527888730546,0.011323300512478688
0,0,1,2,key,92,968,73,298.044189453125,575.881103515625,0.5175446591902938,0.011001632210683123
0,0,1,2,key,92,968,74,314.89495849609375,596.9930419921875,0.5274683896570674,0.012280816366510133
0,0,1,2,key,92,968,75,294.5250549316406,560.8367309570312,0.5251529343112965,0.01074336443731812
0,0,1,2,key,92,968,76,304.5345153808594,595.8855590820312,0.5110620835483879,0.01148600160453796
0,0,1,2,key,92,968,77,308.123291015625,588.0873413085938,0.5239413763438574,0.011758308930249817
0,0,1,2,key,92,968,78,293.2342834472656,605.4652099609375,0.48431235787467225,0.01064940393498522
0,0,1,2,key,92,968,79,278.5522766113281,602.5887451171875,0.46225934166287264,0.009609686550341844
0,0,1,2,key,92,968,80,277.3538818359375,603.9067993164062,0.45926603600073457,0.009527178297600766
0,0,1,2,key,92,968,81,288.23931884765625,589.507080078125,0.4889497150898621,0.010289689510665152
0,0,1,2,key,92,968,82,282.51556396484375,605.1298217773438,0.4668676931754229,0.009885089157098329
0,0,1,2,key,92,968,83,296.60546875,580.7272338867188,0.5107483366413942,0.010895674712516411
0,0,1,2,key,92,968,84,294.0548400878906,600.6969604492188,0.48952277013019563,0.010709087997491295
0,0,1,2,key,92,968,85,286.5947570800781,568.843994140625,0.5038196061348026,0.010172607771745047
0,0,1,2,key,92,968,86,282.0397033691406,589.0850830078125,0.47877583647012784,0.00985181609534068
0,0,1,2,key,92,968,87,294.31072998046875,599.87939453125,0.490616501689385,0.010727734187241548
0,0,1,2,key,92,968,88,298.1418151855469,604.8614501953125,0.49290926887351644,0.011008840664506971
0,0,1,2,key,92,968,89,297.31500244140625,609.021728515625,0.48818455651172693,0.010947865853356463
0,0,1,2,key,92,968,90,278.6557312011719,602.0138549804688,0.4628726214452521,0.009616826306149386
0,0,1,2,key,92,968,91,248.96018981933594,566.078369140625,0.4397980975625106,0.007676365204909115
0,0,1,2,value,92,968,0,394.71893310546875,650.0945434570312,0.6071715830846034,0.04159960762827976
0,0,1,2,value,92,968,1,402.43658447265625,361.94232177734375,1.1118804302753582,0.043242245348537454
0,0,1,2,value,92,968,2,383.26531982421875,391.06951904296875,0.9800439593506302,0.03922043438170048
0,0,1,2,value,92,968,3,424.9185485839844,634.782470703125,0.6693923795868484,0.04820861920825845
0,0,1,2,value,92,968,4,364.3479919433594,767.6046142578125,0.47465581260951967,0.03544427292950192
0,0,1,2,value,92,968,5,256.2850646972656,592.4227294921875,0.43260505031086066,0.01753718593474676
0,0,1,2,value,92,968,6,233.88626098632812,485.74127197265625,0.48150378500160423,0.014605712211877259
0,0,1,2,value,92,968,7,219.20651245117188,753.9393920898438,0.29074818844994066,0.012829810610323525
0,0,1,2,value,92,968,8,310.1069641113281,610.8727416992188,0.5076457712759066,0.02567653199656476
0,0,1,2,value,92,968,9,292.049072265625,393.5086669921875,0.7421668104489867,0.022773249853382926
0,0,1,2,value,92,968,10,189.07858276367188,436.902099609375,0.4327710554211633,0.009545485318868273
0,0,1,2,value,92,968,11,183.371826171875,477.2262878417969,0.38424502346916684,0.008977978285720998
0,0,1,2,value,92,968,12,154.67164611816406,575.9262084960938,0.268561568889277,0.006387556448240936
0,0,1,2,value,92,968,13,166.1414031982422,654.1439208984375,0.25398295067858173,0.007370027264000579
0,0,1,2,value,92,968,14,169.68325805664062,644.7186279296875,0.26318963142343993,0.007687609633225692
0,0,1,2,value,92,968,15,132.9776153564453,502.1810302734375,0.26480015639786064,0.00472139602015913
0,0,1,2,value,92,968,16,196.61985778808594,464.5247802734375,0.4232709774327805,0.010322100239353291
0,0,1,2,value,92,968,17,252.22117614746094,474.6304016113281,0.5314054373491286,0.016985425718844187
0,0,1,2,value,92,968,18,399.0591735839844,556.6038208007812,0.7169537086717452,0.04251947707533748
0,0,1,2,value,92,968,19,141.50674438476562,477.45965576171875,0.2963742437232974,0.005346475724210914
0,0,1,2,value,92,968,20,137.66329956054688,392.30621337890625,0.35090777271882095,0.005059990137974243
0,0,1,2,value,92,968,21,133.4591064453125,473.8822937011719,0.281629232025012,0.004755648841628329
0,0,1,2,value,92,968,22,109.3875732421875,417.84490966796875,0.26178989072550785,0.003194841535829368
0,0,1,2,value,92,968,23,106.93650817871094,586.8024291992188,0.1822359670948225,0.003053270890329761
0,0,1,2,value,92,968,24,100.01583862304688,411.2789306640625,0.24318250016250104,0.0026708585783036635
0,0,1,2,value,92,968,25,64.13880157470703,518.547119140625,0.1236894376754084,0.0010983860025467248
0,0,1,2,value,92,968,26,89.93518829345703,539.5036010742188,0.16669988506913525,0.0021595965105136424
0,0,1,2,value,92,968,27,75.96326446533203,467.9743347167969,0.16232356954212543,0.0015407088110737043
0,0,1,2,value,92,968,28,91.84137725830078,507.7854309082031,0.180866507126912,0.0022521127122343055
0,0,1,2,value,92,968,29,95.71766662597656,363.6710205078125,0.2631984987209616,0.002446231502735895
0,0,1,2,value,92,968,30,229.75540161132812,503.4031066894531,0.4564044173709532,0.014094341153333358
0,0,1,2,value,92,968,31,511.9320068359375,497.9191589355469,1.028142817260429,0.06997419165698453
0,0,1,2,value,92,968,32,94.44883728027344,419.05413818359375,0.22538576444958955,0.002381807015969079
0,0,1,2,value,92,968,33,95.04601287841797,415.8039245605469,0.22858373205320168,0.0024120211824458413
0,0,1,2,value,92,968,34,155.729248046875,362.42620849609375,0.42968539359524,0.006475207959781865
0,0,1,2,value,92,968,35,99.33061218261719,534.794189453125,0.18573614699178287,0.0026343868302423266
0,0,1,2,value,92,968,36,111.45018768310547,408.75531005859375,0.27265746753755726,0.0033164613977570024
0,0,1,2,value,92,968,37,113.68720245361328,621.7105712890625,0.1828619420414432,0.0034509327818789174
0,0,1,2,value,92,968,38,80.75528717041016,530.3682250976562,0.15226267967984056,0.0017412265060991101
0,0,1,2,value,92,968,39,157.0413360595703,401.30419921875,0.39132741786727987,0.0065847801715109375
0,0,1,2,value,92,968,40,153.34527587890625,433.0936279296875,0.3540695729280076,0.00627847443416089
0,0,1,2,value,92,968,41,90.8210220336914,379.2608337402344,0.2394684975456676,0.002202348785581424
0,0,1,2,value,92,968,42,93.363525390625,565.8817749023438,0.16498768741357134,0.002327382821985846
0,0,1,2,value,92,968,43,95.75005340576172,499.38433837890625,0.19173619604608322,0.002447886962775083
0,0,1,2,value,92,968,44,126.14950561523438,483.30438232421875,0.26101461155510125,0.00424897768341619
0,0,1,2,value,92,968,45,73.78157806396484,599.2571411132812,0.12312173356315054,0.0014534804861202058
0,0,1,2,value,92,968,46,55.10332489013672,628.778076171875,0.08763556965219994,0.0008107163803929084
0,0,1,2,value,92,968,47,77.89539337158203,758.930419921875,0.10263838597957445,0.0016200815883298282
0,0,1,2,value,92,968,48,82.79328155517578,513.1902465820312,0.16133058277431908,0.001830220976677973
0,0,1,2,value,92,968,49,87.5716323852539,442.9226989746094,0.1977131282455988,0.0020475769609474594
0,0,1,2,value,92,968,50,86.39537048339844,433.3714599609375,0.19935639160729596,0.0019929402610685044
0,0,1,2,value,92,968,51,59.718894958496094,538.7086791992188,0.11085563916896067,0.0009522190370430557
0,0,1,2,value,92,968,52,87.49969482421875,429.0703125,0.20392856899000333,0.0020442142832981626
0,0,1,2,value,92,968,53,86.65645599365234,390.44769287109375,0.22194126787236962,0.002005003686244602
0,0,1,2,value,92,968,54,117.55326843261719,598.2116088867188,0.19650783549885545,0.003689629312204054
0,0,1,2,value,92,968,55,137.41482543945312,508.8053894042969,0.27007344713926174,0.005041740705285197
0,0,1,2,value,92,968,56,75.00150299072266,485.332275390625,0.1545364007171308,0.0015019423904537167
0,0,1,2,value,92,968,57,69.79560089111328,550.6516723632812,0.12675091059210825,0.0013006768832701141
0,0,1,2,value,92,968,58,60.90676498413086,494.71337890625,0.12311525740174653,0.0009904770079738928
0,0,1,2,value,92,968,59,67.35661315917969,457.1700439453125,0.14733382917634222,0.0012113616982719411
0,0,1,2,value,92,968,60,80.51464080810547,683.5363159179688,0.11779131398450512,0.0017308644318059392
0,0,1,2,value,92,968,61,59.81297302246094,608.9657592773438,0.09822058483787423,0.0009552215628292043
0,0,1,2,value,92,968,62,69.89202880859375,530.2144165039062,0.131818424081041,0.0013042733174047048
0,0,1,2,value,92,968,63,117.41161346435547,369.7103271484375,0.31757731619223817,0.0036807426546114257
0,0,1,2,value,92,968,64,151.07354736328125,477.8177185058594,0.31617401681061424,0.006093827930996458
0,0,1,2,value,92,968,65,601.2742309570312,491.911376953125,1.222322270083065,0.09652915366871097
0,0,1,2,value,92,968,66,638.4458618164062,527.079345703125,1.2112898504203704,0.10883322312855805
0,0,1,2,value,92,968,67,117.90066528320312,472.6340637207031,0.24945443913851015,0.0037114689211853627
0,0,1,2,value,92,968,68,397.1880798339844,438.5452575683594,0.9056946186952455,0.0421216868980206
0,0,1,2,value,92,968,69,97.48503112792969,433.2751159667969,0.22499568411724807,0.0025374014861257463
0,0,1,2,value,92,968,70,140.033203125,367.55029296875,0.38099059041399147,0.005235707743110333
0,0,1,2,value,92,968,71,158.75393676757812,348.1790771484375,0.45595484389171625,0.006729183012150828
0,0,1,2,value,92,968,72,149.72164916992188,568.83349609375,0.2632082150542798,0.005985253323631842
0,0,1,2,value,92,968,73,220.44105529785156,558.5497436523438,0.39466682744564924,0.012974728679981753
0,0,1,2,value,92,968,74,265.9686279296875,597.8824462890625,0.44485103983316693,0.018887486464704235
0,0,1,2,value,92,968,75,140.8693084716797,655.9026489257812,0.21477167183634832,0.005298416538105554
0,0,1,2,value,92,968,76,139.49488830566406,643.9674682617188,0.2166179118988832,0.005195530830903955
0,0,1,2,value,92,968,77,147.7177734375,628.3780517578125,0.2350778691653487,0.005826112221335778
0,0,1,2,value,92,968,78,130.11964416503906,534.8677368164062,0.24327443068360372,0.004520630879618338
0,0,1,2,value,92,968,79,90.76627349853516,496.72998046875,0.1827275925904078,0.0021996944174606284
0,0,1,2,value,92,968,80,131.76815795898438,500.2792663574219,0.2633892044305571,0.004635902421247641
0,0,1,2,value,92,968,81,112.84425354003906,398.94012451171875,0.282860125133199,0.0033999475329983537
0,0,1,2,value,92,968,82,72.35196685791016,546.3805541992188,0.1324204646410776,0.001397700165555808
0,0,1,2,value,92,968,83,109.18980407714844,434.6364440917969,0.2512210045002275,0.0031832994671422226
0,0,1,2,value,92,968,84,82.2782974243164,580.3843383789062,0.14176519244838848,0.0018075233914391516
