source,kind,layer,relative_l2,stable_rank,effective_rank,rank90,rank95,rank99,nearzero
raw,v,35,0.506887674331665,4.566361904144287,39.88753890991211,60,86,141,0.017134685069322586
raw,v,36,0.5325892567634583,4.290738105773926,34.684364318847656,54,79,134,0.01815609075129032
raw,v,37,0.5571295022964478,5.944341659545898,45.59218215942383,62,89,142,0.01403061207383871
raw,v,38,0.5854502320289612,5.083613872528076,37.69947052001953,57,83,138,0.015864158049225807
raw,v,39,0.6023887991905212,5.287023067474365,36.48345947265625,55,82,136,0.015171595849096775
raw,v,40,0.6699842214584351,6.106760501861572,38.91465759277344,59,86,139,0.018968231976032257
raw,v,41,0.6722114086151123,5.577303886413574,36.52351760864258,55,82,137,0.016820790246129036
raw,v,42,0.7817386984825134,5.775923252105713,40.741432189941406,60,87,141,0.013377909548580647
raw,v,43,0.7753737568855286,7.17927885055542,53.57384490966797,72,100,150,0.013632015325129032
raw,v,44,0.8856889605522156,8.453866004943848,61.184593200683594,78,106,154,0.016641423106193542
raw,v,45,0.7936341166496277,7.644979476928711,62.0604248046875,81,109,156,0.01203264482319355
raw,v,46,0.822347104549408,4.106708526611328,37.519935607910156,65,94,148,0.01715959794819355
raw,v,47,0.8509678244590759,7.407654762268066,62.20672607421875,81,109,156,0.014967314898967743
raw,v,48,0.8224001526832581,6.835702419281006,52.07902908325195,78,107,154,0.01558015774935484
raw,v,49,0.8059159517288208,6.584515571594238,54.119083404541016,80,109,154,0.016018614172935486
raw,v,50,0.746948778629303,7.717562675476074,68.18165588378906,86,113,156,0.01688058115541935
raw,v,51,0.708962619304657,6.788069725036621,52.64619445800781,76,104,150,0.01509187649935484
raw,v,52,0.5902596712112427,6.218921184539795,60.117332458496094,80,107,151,0.015754543244838715
raw,v,53,0.6231696009635925,8.433730125427246,69.50935363769531,84,110,151,0.015595105476677418
raw,v,54,0.5693666934967041,7.484172821044922,65.21199035644531,82,108,150,0.014583665877580643
raw,v,55,0.6238908767700195,8.46025276184082,61.86241149902344,76,102,146,0.013168646022677422
raw,v,56,0.5456889867782593,9.058006286621094,62.385223388671875,76,102,147,0.0171944759786129
raw,v,57,0.5301952362060547,9.485451698303223,58.5058708190918,72,98,145,0.016472019255161285
raw,v,58,0.5407512784004211,10.184968948364258,60.807621002197266,73,99,145,0.014175103977322578
raw,v,59,0.521799623966217,7.1967387199401855,50.11567306518555,64,90,139,0.019805286079645157
raw,v,60,0.6136733293533325,10.680150032043457,73.90582275390625,83,109,153,0.016731105744838715
raw,v,61,0.5335246920585632,10.618980407714844,66.18685913085938,77,103,149,0.015286192297935486
raw,v,62,0.6003013253211975,12.635712623596191,77.86556243896484,85,111,156,0.014080436900258064
raw,v,63,0.6342719197273254,9.772847175598145,79.16228485107422,87,114,158,0.017358897253870964
preprocess,k,0,0.0013403812190517783,7.054387092590332,70.02339172363281,103,133,175,0.4680275321006775
preprocess,k,1,0.09010323137044907,2.3439929485321045,13.226362228393555,21,38,98,0.0615234375
preprocess,k,2,0.1452704519033432,2.250462055206299,14.056504249572754,25,46,104,0.03592853248119354
preprocess,k,3,0.21770545840263367,2.831895112991333,16.94452667236328,27,48,107,0.03004424460232258
preprocess,k,4,0.1896921545267105,2.677870035171509,19.705652236938477,35,58,118,0.027981504797935486
preprocess,k,5,0.17789195477962494,2.703192949295044,20.094240188598633,36,60,119,0.03298887982964516
preprocess,k,6,0.17610417306423187,3.3724586963653564,25.01303482055664,39,64,124,0.04285913705825806
preprocess,k,7,0.12336914241313934,2.4841816425323486,19.625598907470703,40,69,133,0.02839006669819355
preprocess,k,8,0.09398773312568665,2.3391916751861572,18.052467346191406,40,69,134,0.028928173705935478
preprocess,k,9,0.14563412964344025,3.0825817584991455,24.127424240112305,41,70,136,0.029461296275258064
preprocess,k,10,0.10100787878036499,2.475771427154541,18.536617279052734,34,61,127,0.031050700694322586
preprocess,k,11,0.17676188051700592,2.4855945110321045,18.48561668395996,35,60,125,0.02779715321958065
preprocess,k,12,0.2390160709619522,2.5417935848236084,18.62353515625,39,65,127,0.03869878128170967
preprocess,k,13,0.21918007731437683,2.9014816284179688,22.877859115600586,42,68,131,0.03109554387629032
preprocess,k,14,0.18541108071804047,3.3759067058563232,29.210756301879883,48,75,136,0.029964525252580643
preprocess,k,15,0.18564565479755402,3.146348476409912,25.970012664794922,45,72,133,0.03989456966519356
preprocess,k,16,0.16004221141338348,3.687662124633789,30.968320846557617,50,77,135,0.028325295075774193
preprocess,k,17,0.2082926630973816,3.617917537689209,30.00389289855957,46,70,129,0.029306840151548386
preprocess,k,18,0.2845776081085205,2.6332733631134033,20.772844314575195,41,66,125,0.039595622569322586
preprocess,k,19,0.2587893009185791,3.7543704509735107,30.072336196899414,48,73,131,0.03736846148967743
preprocess,k,20,0.2750338017940521,3.2872440814971924,26.621450424194336,46,70,124,0.032201651483774185
preprocess,k,21,0.28076690435409546,3.4374806880950928,26.022422790527344,46,71,126,0.042330995202064514
preprocess,k,22,0.2817562520503998,4.339626789093018,35.15623092651367,53,76,128,0.033282846212387085
preprocess,k,23,0.29614901542663574,3.732450008392334,31.537246704101562,52,76,127,0.037886638194322586
preprocess,k,24,0.320794939994812,3.8617453575134277,30.082319259643555,50,74,125,0.04415955767035484
preprocess,k,25,0.1327585130929947,3.2414770126342773,27.026472091674805,50,74,125,0.0431780144572258
preprocess,k,26,0.2985136806964874,3.866070032119751,32.164485931396484,53,78,129,0.03615274280309677
preprocess,k,27,0.23716311156749725,5.048221588134766,41.71295928955078,60,84,134,0.03659119829535484
preprocess,k,28,0.3047657012939453,3.7259788513183594,32.816375732421875,55,80,131,0.04707928001880646
preprocess,k,29,0.2508598566055298,4.419515132904053,40.47905349731445,60,84,135,0.043257731944322586
preprocess,k,30,0.21249182522296906,4.577600002288818,43.3173713684082,63,87,137,0.03543028607964516
preprocess,k,31,0.2203802615404129,4.575586795806885,43.907039642333984,64,88,140,0.03974011540412903
preprocess,k,32,0.122601218521595,4.063313961029053,38.996437072753906,60,85,136,0.03339743986725807
preprocess,k,33,0.1935749351978302,3.430476188659668,33.67958068847656,59,85,138,0.033203125
preprocess,k,34,0.12855775654315948,3.132906436920166,30.681703567504883,56,83,136,0.030841438099741936
preprocess,k,35,0.23026761412620544,3.0139100551605225,29.43349266052246,56,81,134,0.026795679703354836
preprocess,k,36,0.32206615805625916,3.4991941452026367,31.60618782043457,52,77,129,0.03304866701364517
preprocess,k,37,0.3199523389339447,3.77726149559021,35.112789154052734,55,81,132,0.031125439330935478
preprocess,k,38,0.30347970128059387,4.424013137817383,38.431846618652344,57,84,134,0.026745853945612907
preprocess,k,39,0.2991976737976074,5.270512104034424,41.818050384521484,60,87,138,0.030402980744838715
preprocess,k,40,0.27915558218955994,6.037755489349365,45.08021926879883,63,91,142,0.021579042077064514
preprocess,k,41,0.35830196738243103,5.846946716308594,43.029991149902344,62,89,140,0.02467813342809677
preprocess,k,42,0.45416173338890076,4.555408000946045,40.7085075378418,62,90,143,0.04471759498119354
preprocess,k,43,0.43246209621429443,7.0485358238220215,49.345951080322266,69,99,150,0.037258848547935486
preprocess,k,44,0.41914114356040955,6.567010402679443,51.942020416259766,73,102,151,0.02830038219690323
preprocess,k,45,0.43591803312301636,6.458479881286621,45.252601623535156,64,93,145,0.04193738102912903
preprocess,k,46,0.4425041079521179,8.829750061035156,59.396690368652344,75,103,151,0.03109056130051613
preprocess,k,47,0.4384025037288666,5.823816776275635,52.64329528808594,74,102,150,0.04758749157190323
preprocess,k,48,0.4847508668899536,6.591728210449219,47.1624641418457,63,92,143,0.047248683869838715
preprocess,k,49,0.30448219180107117,6.453854560852051,51.92833709716797,70,98,146,0.03559470549225807
preprocess,k,50,0.46108299493789673,8.631377220153809,55.29829406738281,69,96,143,0.04585857689380646
preprocess,k,51,0.374407559633255,8.771112442016602,58.09296798706055,71,97,144,0.0376674123108387
preprocess,k,52,0.45936745405197144,5.857230186462402,44.80235290527344,60,85,135,0.0672781839966774
preprocess,k,53,0.45611628890037537,8.425003051757812,54.37460708618164,65,90,136,0.046082787215709686
preprocess,k,54,0.3761047422885895,8.449520111083984,58.20931625366211,69,93,136,0.04037288576364517
preprocess,k,55,0.40295183658599854,8.225144386291504,51.27445602416992,61,85,131,0.0393415167927742
preprocess,k,56,0.42709606885910034,9.096343040466309,56.23270797729492,64,88,133,0.035634566098451614
preprocess,k,57,0.45143064856529236,7.287404537200928,46.86756134033203,56,80,126,0.05101044476032257
preprocess,k,58,0.48737668991088867,7.741652965545654,43.75640869140625,51,74,121,0.05901725962758064
preprocess,k,59,0.5084885954856873,6.931077480316162,38.1953125,45,68,116,0.054817043244838715
preprocess,k,60,0.3986130952835083,8.247474670410156,54.77617645263672,66,91,136,0.034364037215709686
preprocess,k,61,0.411065012216568,9.802591323852539,57.150718688964844,66,90,135,0.025435466319322586
preprocess,k,62,0.34711822867393494,6.055869102478027,48.81885528564453,63,88,135,0.03556979447603226
preprocess,k,63,0.281436026096344,4.132099628448486,44.1978645324707,67,93,139,0.021773356944322586
preprocess,v,0,0.0008310636039823294,4.261272430419922,18.191740036010742,18,20,28,0.9423878192901611
preprocess,v,1,0.24549920856952667,1.3309048414230347,3.5913279056549072,6,12,52,0.04375099763274193
preprocess,v,2,0.32269230484962463,1.6838176250457764,5.488586902618408,6,16,63,0.02593371272087097
preprocess,v,3,0.3196614980697632,1.9379719495773315,7.63471794128418,11,25,76,0.027388591319322586
preprocess,v,4,0.30302518606185913,2.162018060684204,9.571149826049805,15,32,91,0.026755819097161293
preprocess,v,5,0.29936859011650085,1.8856298923492432,8.966975212097168,16,31,86,0.024583466351032257
preprocess,v,6,0.3483844995498657,1.9936894178390503,8.94720458984375,16,35,96,0.021145567297935486
preprocess,v,7,0.25568652153015137,2.256469488143921,15.1710205078125,40,70,133,0.021070830523967743
preprocess,v,8,0.26096993684768677,2.2501158714294434,15.934517860412598,40,70,133,0.020751953125
preprocess,v,9,0.29580816626548767,1.6551457643508911,7.806239128112793,21,44,108,0.019067881628870964
preprocess,v,10,0.29657670855522156,1.8346843719482422,10.520736694335938,29,56,121,0.022261638194322586
preprocess,v,11,0.33077773451805115,1.8630074262619019,9.817161560058594,30,60,126,0.02108079567551613
preprocess,v,12,0.328723281621933,1.929582118988037,10.484381675720215,27,55,120,0.022764867171645164
preprocess,v,13,0.31880196928977966,2.401266574859619,17.271955490112305,44,74,136,0.018584582954645157
preprocess,v,14,0.3174154460430145,2.7153382301330566,19.031375885009766,41,70,133,0.020443040877580643
preprocess,v,15,0.3190127909183502,2.4821267127990723,16.339641571044922,35,62,125,0.021788304671645164
preprocess,v,16,0.3449268639087677,2.6512057781219482,17.497156143188477,35,61,123,0.02027861960232258
preprocess,v,17,0.3418867588043213,2.382333755493164,15.928391456604004,33,58,118,0.01949637196958065
preprocess,v,18,0.4108472466468811,2.398528575897217,15.531246185302734,31,55,114,0.01656668446958065
preprocess,v,19,0.45425525307655334,2.468010187149048,16.95479393005371,34,58,117,0.024095185101032257
preprocess,v,20,0.5211566686630249,2.935251235961914,18.854976654052734,34,58,114,0.019655810669064522
preprocess,v,21,0.45597878098487854,2.9485561847686768,22.5484619140625,41,67,125,0.020164022222161293
preprocess,v,22,0.45210400223731995,3.9489388465881348,26.804594039916992,44,69,125,0.02091139182448387
preprocess,v,23,0.49945327639579773,3.9171791076660156,26.304935455322266,42,67,124,0.018355388194322586
preprocess,v,24,0.45351529121398926,4.092336177825928,32.840023040771484,54,81,136,0.015236368402838707
preprocess,v,25,0.4553702175617218,4.169689178466797,35.357913970947266,57,85,139,0.015759525820612907
preprocess,v,26,0.41258758306503296,3.8553543090820312,34.83755111694336,60,88,143,0.016571667045354843
preprocess,v,27,0.36107829213142395,4.220487117767334,38.221229553222656,62,90,145,0.015271245501935482
preprocess,v,28,0.3471071124076843,3.128420114517212,30.833396911621094,62,91,146,0.015525350347161293
preprocess,v,29,0.33506375551223755,4.321992874145508,40.77830123901367,66,96,149,0.014070471748709679
preprocess,v,30,0.2984761595726013,4.683388710021973,45.345027923583984,71,100,153,0.017274195328354836
preprocess,v,31,0.333793967962265,4.553853988647461,43.9500846862793,69,99,151,0.015874123200774193
preprocess,v,32,0.31634750962257385,3.553391218185425,34.51709747314453,63,93,148,0.01611328125
preprocess,v,33,0.3395124077796936,2.1669135093688965,16.5631160736084,44,72,132,0.01848493330180645
preprocess,v,34,0.4010556936264038,2.389498472213745,19.662368774414062,49,78,137,0.014877630397677422
preprocess,v,35,0.4393361806869507,2.397911787033081,20.02739906311035,52,82,141,0.021494340151548386
preprocess,v,36,0.4450204372406006,2.9870617389678955,26.082338333129883,51,78,135,0.015196508727967739
preprocess,v,37,0.46867650747299194,3.915217399597168,36.073360443115234,62,91,145,0.016118263825774193
preprocess,v,38,0.49600160121917725,4.285687446594238,33.698978424072266,56,85,140,0.01669124700129032
preprocess,v,39,0.5396913290023804,4.59747838973999,33.7065544128418,53,81,136,0.01577945612370968
preprocess,v,40,0.6004472374916077,5.220016956329346,37.89767837524414,57,83,139,0.013920998200774193
preprocess,v,41,0.5939910411834717,5.715507984161377,38.79136276245117,56,83,138,0.011644013226032257
preprocess,v,42,0.7001672387123108,6.0824198722839355,43.35202407836914,61,89,142,0.01509187649935484
preprocess,v,43,0.7244415879249573,6.573026657104492,50.464561462402344,69,97,149,0.013118822127580643
preprocess,v,44,0.8203552961349487,7.618159294128418,58.17795944213867,74,102,151,0.016417210921645164
preprocess,v,45,0.7306849956512451,7.414909362792969,61.751243591308594,78,106,153,0.016815807670354843
preprocess,v,46,0.7844144105911255,9.774030685424805,54.51911544799805,69,98,148,0.017852161079645157
preprocess,v,47,0.7945583462715149,8.142578125,63.92552185058594,78,105,152,0.021319953724741936
preprocess,v,48,0.8033244013786316,7.593921184539795,61.49357604980469,77,104,150,0.022107182070612907
preprocess,v,49,0.7879658341407776,8.664680480957031,65.22000885009766,79,106,151,0.022749919444322586
preprocess,v,50,0.7214363217353821,7.788698673248291,66.13008117675781,80,106,149,0.01787208952009678
preprocess,v,51,0.6789091229438782,8.84074878692627,62.86702346801758,74,100,145,0.021758411079645157
preprocess,v,52,0.5786843299865723,5.3753485679626465,52.7520866394043,72,97,143,0.023238200694322586
preprocess,v,53,0.6185907125473022,7.280939102172852,60.93335723876953,73,98,142,0.02218191884458065
preprocess,v,54,0.5574448704719543,8.943927764892578,62.6372184753418,72,97,140,0.02301897294819355
preprocess,v,55,0.6147398352622986,8.811299324035645,54.77223205566406,65,90,136,0.021280094981193542
preprocess,v,56,0.5440117716789246,9.652920722961426,55.73960494995117,64,90,136,0.02682059071958065
preprocess,v,57,0.5440309047698975,8.753981590270996,46.86246871948242,57,82,130,0.026636241003870964
preprocess,v,58,0.5475913286209106,9.100457191467285,49.832130432128906,59,84,131,0.023218272253870964
preprocess,v,59,0.5367375016212463,7.014713287353516,40.07661819458008,50,74,123,0.031150350347161293
preprocess,v,60,0.5838047862052917,13.607773780822754,67.34542846679688,73,97,142,0.02619280107319355
preprocess,v,61,0.5222404599189758,8.933189392089844,55.780975341796875,64,89,136,0.023801220580935478
preprocess,v,62,0.5722709894180298,12.135704040527344,66.73187255859375,71,96,144,0.019605986773967743
preprocess,v,63,0.5654179453849792,11.770345687866211,75.4510726928711,77,101,151,0.013930963352322578
