source,kind,layer,head,relative_l2,energy
raw,k,19,4,0.3473396897315979,0.005764401983469725
raw,k,19,5,0.4624008536338806,0.010691872797906399
raw,k,19,6,0.23934632539749146,0.0026011744048446417
raw,k,19,7,0.2699856162071228,0.0030494516249746084
raw,k,20,0,0.5581533312797546,0.01313868723809719
raw,k,20,1,0.5692920684814453,0.014395643956959248
raw,k,20,2,0.5175576210021973,0.010683548636734486
raw,k,20,3,0.5072762966156006,0.009594989940524101
raw,k,20,4,0.31623658537864685,0.0038841504137963057
raw,k,20,5,0.5486263632774353,0.012600288726389408
raw,k,20,6,0.2708081007003784,0.0028031934052705765
raw,k,20,7,0.28989195823669434,0.003349444130435586
raw,k,21,0,0.6158580183982849,0.014544202946126461
raw,k,21,1,0.6419005393981934,0.01562713459134102
raw,k,21,2,0.458303302526474,0.007088033016771078
raw,k,21,3,0.5007765293121338,0.009555157274007797
raw,k,21,4,0.2637166976928711,0.002825370989739895
raw,k,21,5,0.5473759174346924,0.011967812664806843
raw,k,21,6,0.26986414194107056,0.002926137764006853
raw,k,21,7,0.26497218012809753,0.0024680413771420717
raw,k,22,0,0.5900808572769165,0.01384903583675623
raw,k,22,1,0.6231036186218262,0.015105506405234337
raw,k,22,2,0.4252019226551056,0.006296003237366676
raw,k,22,3,0.46986573934555054,0.008498442359268665
raw,k,22,4,0.24198459088802338,0.002402861602604389
raw,k,22,5,0.5405943989753723,0.011897983960807323
raw,k,22,6,0.23044125735759735,0.002171111525967717
raw,k,22,7,0.2688008248806,0.00280380854383111
raw,k,23,0,0.6399305462837219,0.014685414731502533
raw,k,23,1,0.5867016911506653,0.01275582518428564
raw,k,23,2,0.579827070236206,0.011922288686037064
raw,k,23,3,0.5061883926391602,0.008679468184709549
raw,k,23,4,0.27512627840042114,0.0026714762207120657
raw,k,23,5,0.620826780796051,0.0147366002202034
raw,k,23,6,0.23820188641548157,0.0019307938637211919
raw,k,23,7,0.26899462938308716,0.0025693057104945183
raw,k,24,0,0.7222558856010437,0.014151905663311481
raw,k,24,1,0.6954143047332764,0.013191080652177334
raw,k,24,2,0.6583181619644165,0.010715866461396217
raw,k,24,3,0.5612226128578186,0.008565455675125122
raw,k,24,4,0.29536667466163635,0.002564764115959406
raw,k,24,5,0.636275053024292,0.012005262076854706
raw,k,24,6,0.2770639657974243,0.002132828813046217
raw,k,24,7,0.32001444697380066,0.0027495373506098986
raw,k,25,0,0.3180848956108093,0.012518894858658314
raw,k,25,1,0.3040499985218048,0.012453406117856503
raw,k,25,2,0.2699582576751709,0.01080800499767065
raw,k,25,3,0.31250330805778503,0.011215527541935444
raw,k,25,4,0.15666723251342773,0.0029494615737348795
raw,k,25,5,0.33397868275642395,0.01405657734721899
raw,k,25,6,0.10145890712738037,0.0015785177238285542
raw,k,25,7,0.12416821718215942,0.0022485051304101944
raw,k,26,0,0.559345006942749,0.010514769703149796
raw,k,26,1,0.586506724357605,0.011306976899504662
raw,k,26,2,0.6276869177818298,0.0116012217476964
raw,k,26,3,0.49066659808158875,0.007822797633707523
raw,k,26,4,0.24034321308135986,0.002061328385025263
raw,k,26,5,0.6025280952453613,0.012724706903100014
raw,k,26,6,0.22551849484443665,0.0017851460725069046
raw,k,26,7,0.24935732781887054,0.0021348604932427406
raw,k,27,0,0.4873443841934204,0.011176777072250843
raw,k,27,1,0.4902878701686859,0.010622856207191944
raw,k,27,2,0.543131947517395,0.011177485808730125
raw,k,27,3,0.47976112365722656,0.010430113412439823
raw,k,27,4,0.22558808326721191,0.002569408155977726
raw,k,27,5,0.4258953034877777,0.008886107243597507
raw,k,27,6,0.19055981934070587,0.0018798179225996137
raw,k,27,7,0.23414751887321472,0.002399926772341132
raw,k,28,0,0.5939282774925232,0.012009580619633198
raw,k,28,1,0.6041231751441956,0.012303627096116543
raw,k,28,2,0.6275783777236938,0.011767272837460041
raw,k,28,3,0.5354371666908264,0.0091353515163064
raw,k,28,4,0.27199724316596985,0.002583726542070508
raw,k,28,5,0.5329157710075378,0.009620942175388336
raw,k,28,6,0.2437448799610138,0.0020493222400546074
raw,k,28,7,0.2729925215244293,0.0022608882281929255
raw,k,29,0,0.4897550940513611,0.011234673671424389
raw,k,29,1,0.5210568904876709,0.012866196222603321
raw,k,29,2,0.5259655714035034,0.01186486054211855
raw,k,29,3,0.4987172484397888,0.010710488073527813
raw,k,29,4,0.2015683352947235,0.001922291936352849
raw,k,29,5,0.39498966932296753,0.007873697206377983
raw,k,29,6,0.18394380807876587,0.0016355268890038133
raw,k,29,7,0.22362716495990753,0.0020694108679890633
raw,k,30,0,0.3724082410335541,0.009584978222846985
raw,k,30,1,0.4137081801891327,0.010631859302520752
raw,k,30,2,0.3978894054889679,0.009791700169444084
raw,k,30,3,0.4404841363430023,0.012148921377956867
raw,k,30,4,0.169989675283432,0.0018999837338924408
raw,k,30,5,0.39235469698905945,0.010050367563962936
raw,k,30,6,0.1624951958656311,0.0017562942812219262
raw,k,30,7,0.19733348488807678,0.0023125214502215385
raw,k,31,0,0.4088115990161896,0.010253035463392735
raw,k,31,1,0.4714146852493286,0.012918645516037941
raw,k,31,2,0.40214574337005615,0.00901410635560751
raw,k,31,3,0.47524335980415344,0.01297744456678629
raw,k,31,4,0.1744653731584549,0.0018812036141753197
raw,k,31,5,0.3582533597946167,0.007804379798471928
raw,k,31,6,0.14477278292179108,0.0013808548683300614
raw,k,31,7,0.20279240608215332,0.002191194798797369
raw,k,32,0,0.2326277792453766,0.01151821855455637
raw,k,32,1,0.2218637764453888,0.010009640827775002
raw,k,32,2,0.21693068742752075,0.009765220806002617
raw,k,32,3,0.2908095121383667,0.015547716058790684
raw,k,32,4,0.11774086207151413,0.0024866408202797174
raw,k,32,5,0.17690923810005188,0.006482246331870556
raw,k,32,6,0.0920940488576889,0.0017382943769916892
raw,k,32,7,0.10205867886543274,0.0022774701938033104
raw,k,33,0,0.3912762999534607,0.015770263969898224
raw,k,33,1,0.349881112575531,0.012261690571904182
raw,k,33,2,0.29934123158454895,0.00881902500987053
raw,k,33,3,0.34446701407432556,0.010797393508255482
raw,k,33,4,0.17821916937828064,0.0029041538946330547
raw,k,33,5,0.2505248785018921,0.005997553467750549
raw,k,33,6,0.14335335791110992,0.001772032817825675
raw,k,33,7,0.17837855219841003,0.002694146241992712
raw,k,34,0,0.25172898173332214,0.01429792307317257
raw,k,34,1,0.2152930349111557,0.010346291586756706
raw,k,34,2,0.19586724042892456,0.008887256495654583
raw,k,34,3,0.2334909439086914,0.010625981725752354
raw,k,34,4,0.1261858344078064,0.0030163524206727743
raw,k,34,5,0.1554691642522812,0.005666689481586218
raw,k,34,6,0.08722680062055588,0.001607573707588017
raw,k,34,7,0.12441711872816086,0.003553948597982526
raw,k,35,0,0.5007460713386536,0.017784936353564262
raw,k,35,1,0.3855341076850891,0.011010401882231236
raw,k,35,2,0.3823944330215454,0.010650360025465488
raw,k,35,3,0.3837931752204895,0.008623872883617878
raw,k,35,4,0.19867195188999176,0.0024296895135194063
raw,k,35,5,0.27036505937576294,0.005307897925376892
raw,k,35,6,0.14773763716220856,0.0013156081549823284
raw,k,35,7,0.2090689241886139,0.002786624012514949
raw,k,36,0,0.713702917098999,0.01899857446551323
raw,k,36,1,0.4857875108718872,0.009109779261052608
raw,k,36,2,0.6171103119850159,0.014007238671183586
raw,k,36,3,0.40365180373191833,0.005567898973822594
raw,k,36,4,0.20783069729804993,0.0015660676872357726
raw,k,36,5,0.35449907183647156,0.0048019601963460445
raw,k,36,6,0.18959231674671173,0.0013053109869360924
raw,k,36,7,0.2584904432296753,0.0023957176599651575
raw,k,37,0,0.6397727727890015,0.01412591990083456
raw,k,37,1,0.5139705538749695,0.009489045478403568
raw,k,37,2,0.5781307816505432,0.011219151318073273
raw,k,37,3,0.4373999238014221,0.0067050158977508545
raw,k,37,4,0.23481015861034393,0.0020606054458767176
raw,k,37,5,0.48614898324012756,0.008479044772684574
raw,k,37,6,0.2187184989452362,0.0017431712476536632
raw,k,37,7,0.32471564412117004,0.0032101573888212442
raw,k,38,0,0.5503396391868591,0.012535663321614265
raw,k,38,1,0.4939032793045044,0.010401185601949692
raw,k,38,2,0.46260085701942444,0.008670023642480373
raw,k,38,3,0.41970714926719666,0.007632053457200527
raw,k,38,4,0.2264637053012848,0.0022934970911592245
raw,k,38,5,0.43635794520378113,0.008578597567975521
raw,k,38,6,0.19117197394371033,0.0015474557876586914
raw,k,38,7,0.31801390647888184,0.003730797441676259
raw,k,39,0,0.5168367028236389,0.010964215733110905
raw,k,39,1,0.4601708650588989,0.009011521004140377
raw,k,39,2,0.45164754986763,0.008238212205469608
raw,k,39,3,0.39489293098449707,0.00667047081515193
raw,k,39,4,0.21984028816223145,0.0020910650491714478
raw,k,39,5,0.34747254848480225,0.005412926431745291
raw,k,39,6,0.1790069341659546,0.0014258199371397495
raw,k,39,7,0.3268478810787201,0.004056164994835854
raw,k,40,0,0.4861379563808441,0.01075449027121067
raw,k,40,1,0.45859459042549133,0.009817625395953655
raw,k,40,2,0.4239277243614197,0.007956434972584248
raw,k,40,3,0.3430624306201935,0.005531349219381809
raw,k,40,4,0.22283248603343964,0.0023092851042747498
raw,k,40,5,0.3451709747314453,0.006579783745110035
raw,k,40,6,0.18398497998714447,0.0016442968044430017
raw,k,40,7,0.2869615852832794,0.003697820706292987
raw,k,41,0,0.6167269349098206,0.011333953589200974
raw,k,41,1,0.5525389313697815,0.009237715974450111
raw,k,41,2,0.5133203864097595,0.00758008100092411
raw,k,41,3,0.37428730726242065,0.0042906953021883965
raw,k,41,4,0.3034683167934418,0.0026573417708277702
raw,k,41,5,0.4783496558666229,0.00713683944195509
raw,k,41,6,0.2588491141796112,0.0019175204215571284
raw,k,41,7,0.35806021094322205,0.0036016558296978474
raw,k,42,0,0.657345175743103,0.008920270949602127
raw,k,42,1,0.6933227777481079,0.009863464161753654
raw,k,42,2,0.6073495149612427,0.007470278535038233
raw,k,42,3,0.46964287757873535,0.004500790033489466
raw,k,42,4,0.330572247505188,0.0022847498767077923
raw,k,42,5,0.5372071862220764,0.006106340326368809
raw,k,42,6,0.2965591549873352,0.0018683162052184343
raw,k,42,7,0.42619988322257996,0.0034225941635668278
raw,k,43,0,0.6199145913124084,0.008232541382312775
raw,k,43,1,0.633852481842041,0.009284662082791328
raw,k,43,2,0.5639899373054504,0.006987896282225847
raw,k,43,3,0.4884103536605835,0.005277399905025959
raw,k,43,4,0.42473867535591125,0.0038892163429409266
raw,k,43,5,0.5248039364814758,0.006274893414229155
raw,k,43,6,0.3048368990421295,0.002139600459486246
raw,k,43,7,0.3750092387199402,0.002707879990339279
raw,k,44,0,0.5641708374023438,0.0072920615784823895
raw,k,44,1,0.576295793056488,0.007782186381518841
raw,k,44,2,0.5450130701065063,0.006699731107801199
raw,k,44,3,0.47948166728019714,0.005509228445589542
raw,k,44,4,0.4179067313671112,0.0043975580483675
raw,k,44,5,0.5383184552192688,0.0069046542048454285
raw,k,44,6,0.2972635328769684,0.0021756079513579607
raw,k,44,7,0.36701199412345886,0.002758555579930544
raw,k,45,0,0.5939916372299194,0.007731180172413588
raw,k,45,1,0.5565548539161682,0.0066873375326395035
raw,k,45,2,0.5331115126609802,0.005956172943115234
raw,k,45,3,0.4543129801750183,0.004454194102436304
raw,k,45,4,0.3549281656742096,0.002829059027135372
raw,k,45,5,0.5223020911216736,0.005683929659426212
raw,k,45,6,0.4018312692642212,0.0036251917481422424
raw,k,45,7,0.43812668323516846,0.003767408663406968
raw,k,46,0,0.5883554816246033,0.007755253929644823
raw,k,46,1,0.5498067736625671,0.006881700828671455
raw,k,46,2,0.5678980946540833,0.00690562603995204
raw,k,46,3,0.4417819082736969,0.004323035012930632
raw,k,46,4,0.408561646938324,0.0037953758146613836
raw,k,46,5,0.49550214409828186,0.005663212388753891
raw,k,46,6,0.36550986766815186,0.0030351763125509024
raw,k,46,7,0.4884040355682373,0.0049211205914616585
raw,k,47,0,0.5979325771331787,0.00809034425765276
raw,k,47,1,0.555095374584198,0.007270276080816984
raw,k,47,2,0.5823528170585632,0.0077205379493534565
raw,k,47,3,0.4138885736465454,0.003957157488912344
raw,k,47,4,0.41544029116630554,0.004007340408861637
raw,k,47,5,0.46703478693962097,0.005044286139309406
raw,k,47,6,0.3775545060634613,0.003312746761366725
raw,k,47,7,0.43934115767478943,0.004104399587959051
raw,k,48,0,0.6486307978630066,0.0073571521788835526
raw,k,48,1,0.6441997289657593,0.007397036533802748
raw,k,48,2,0.6705222129821777,0.007626241073012352
raw,k,48,3,0.44577479362487793,0.00352831045165658
raw,k,48,4,0.4125635325908661,0.00320029491558671
raw,k,48,5,0.49515804648399353,0.004539226647466421
raw,k,48,6,0.41325095295906067,0.003126738592982292
raw,k,48,7,0.5347351431846619,0.00442932965233922
raw,k,49,0,0.4162276089191437,0.006607354152947664
raw,k,49,1,0.5192215442657471,0.010549375787377357
raw,k,49,2,0.4511076509952545,0.009222382679581642
raw,k,49,3,0.30416616797447205,0.004264043644070625
raw,k,49,4,0.23842276632785797,0.0026725567877292633
raw,k,49,5,0.25664976239204407,0.0037404762115329504
raw,k,49,6,0.25540420413017273,0.002809833502396941
raw,k,49,7,0.3703334331512451,0.004386353772133589
raw,k,50,0,0.5976418852806091,0.0068475934676826
raw,k,50,1,0.6527239680290222,0.008358538150787354
raw,k,50,2,0.6105966567993164,0.007140569854527712
raw,k,50,3,0.3901565968990326,0.0031818884890526533
raw,k,50,4,0.3354385197162628,0.002481752773746848
raw,k,50,5,0.43664994835853577,0.004004667047411203
raw,k,50,6,0.3574810326099396,0.0027104464825242758
raw,k,50,7,0.5213345885276794,0.004909064620733261
raw,k,51,0,0.4394700825214386,0.005609781946986914
raw,k,51,1,0.533257246017456,0.008618196472525597
raw,k,51,2,0.47104498744010925,0.006841965019702911
raw,k,51,3,0.29203853011131287,0.0027243460062891245
raw,k,51,4,0.28035488724708557,0.002475832588970661
raw,k,51,5,0.33759838342666626,0.003627702360972762
raw,k,51,6,0.29522451758384705,0.002652351977303624
raw,k,51,7,0.4293336868286133,0.004968676250427961
raw,k,52,0,0.593604326248169,0.007457531522959471
raw,k,52,1,0.622480571269989,0.00825691968202591
raw,k,52,2,0.5945465564727783,0.0076063890010118484
raw,k,52,3,0.3197457790374756,0.002178357681259513
raw,k,52,4,0.3499946892261505,0.00275048497132957
raw,k,52,5,0.4296128749847412,0.0041409763507544994
raw,k,52,6,0.3403559625148773,0.0025741280987858772
raw,k,52,7,0.572329580783844,0.006599192041903734
raw,k,53,0,0.500567615032196,0.005798587575554848
raw,k,53,1,0.6456298232078552,0.009538119658827782
raw,k,53,2,0.5414511561393738,0.006730228196829557
raw,k,53,3,0.3090895414352417,0.0021276508923619986
raw,k,53,4,0.3018965423107147,0.0021573021076619625
raw,k,53,5,0.35983914136886597,0.003046769183129072
raw,k,53,6,0.32407209277153015,0.002416290109977126
raw,k,53,7,0.5922039747238159,0.006945927161723375
raw,k,54,0,0.44463416934013367,0.00662701390683651
raw,k,54,1,0.5517293810844421,0.009794097393751144
raw,k,54,2,0.4495089650154114,0.006723662372678518
raw,k,54,3,0.22878888249397278,0.0018010293133556843
raw,k,54,4,0.25184762477874756,0.0021304870024323463
raw,k,54,5,0.3202509582042694,0.0034097207244485617
raw,k,54,6,0.27820414304733276,0.002472745254635811
raw,k,54,7,0.44767171144485474,0.006075654644519091
raw,k,55,0,0.4336075186729431,0.005645617377012968
raw,k,55,1,0.5775047540664673,0.01022910512983799
raw,k,55,2,0.4355786144733429,0.006107141729444265
raw,k,55,3,0.22363735735416412,0.0015955431153997779
raw,k,55,4,0.25351279973983765,0.0020113924983888865
raw,k,55,5,0.2913062572479248,0.002649756846949458
raw,k,55,6,0.2905455529689789,0.0024496300611644983
raw,k,55,7,0.5099996328353882,0.006441575475037098
raw,k,56,0,0.5077477097511292,0.006780064664781094
raw,k,56,1,0.6426255106925964,0.011243735440075397
raw,k,56,2,0.5600035190582275,0.008568056859076023
raw,k,56,3,0.2806822657585144,0.0021138556767255068
raw,k,56,4,0.2825922966003418,0.0021515595726668835
raw,k,56,5,0.310233473777771,0.002706750063225627
raw,k,56,6,0.31212902069091797,0.0023628566414117813
raw,k,56,7,0.535573422908783,0.006501402705907822
raw,k,57,0,0.525031328201294,0.006554900202900171
raw,k,57,1,0.6839929223060608,0.011568854562938213
raw,k,57,2,0.5436744689941406,0.007504957728087902
raw,k,57,3,0.24560950696468353,0.0015760287642478943
raw,k,57,4,0.26007357239723206,0.0016997128259390593
raw,k,57,5,0.3117519021034241,0.0025244257412850857
raw,k,57,6,0.31604841351509094,0.0022828932851552963
raw,k,57,7,0.541614294052124,0.006017095409333706
raw,k,58,0,0.510854184627533,0.005435459781438112
raw,k,58,1,0.724258303642273,0.011645404621958733
raw,k,58,2,0.5646453499794006,0.007283410988748074
raw,k,58,3,0.268629789352417,0.0015537113649770617
raw,k,58,4,0.26851221919059753,0.0015423212898895144
raw,k,58,5,0.36056092381477356,0.002850939054042101
raw,k,58,6,0.33748728036880493,0.0022584993857890368
raw,k,58,7,0.5117723345756531,0.005613128188997507
raw,k,59,0,0.541038453578949,0.0055469307117164135
raw,k,59,1,0.728118360042572,0.010893948376178741
raw,k,59,2,0.5481560826301575,0.0067237988114356995
raw,k,59,3,0.28340262174606323,0.0017054672352969646
raw,k,59,4,0.28026464581489563,0.001505971304140985
raw,k,59,5,0.3687531650066376,0.0028971743304282427
raw,k,59,6,0.30879464745521545,0.0018586444202810526
raw,k,59,7,0.598260760307312,0.0070367176085710526
raw,k,60,0,0.4551296532154083,0.006384670734405518
raw,k,60,1,0.600429117679596,0.01127210445702076
raw,k,60,2,0.4965675473213196,0.007844717241823673
raw,k,60,3,0.26303473114967346,0.002245471812784672
raw,k,60,4,0.26179859042167664,0.0022245810832828283
raw,k,60,5,0.2875441610813141,0.0026385104283690453
raw,k,60,6,0.29726642370224,0.0027732602320611477
raw,k,60,7,0.43573153018951416,0.004955952987074852
raw,k,61,0,0.38547205924987793,0.004596047103404999
raw,k,61,1,0.5860038995742798,0.010953417047858238
raw,k,61,2,0.47311171889305115,0.006992686074227095
raw,k,61,3,0.26170364022254944,0.002112292218953371
raw,k,61,4,0.24488674104213715,0.001864364487119019
raw,k,61,5,0.2942752242088318,0.0026641932781785727
raw,k,61,6,0.29240408539772034,0.0023991253692656755
raw,k,61,7,0.46766266226768494,0.006056811660528183
raw,k,62,0,0.3381498157978058,0.005621220450848341
raw,k,62,1,0.5251027941703796,0.011738933622837067
raw,k,62,2,0.4300290048122406,0.007770014926791191
raw,k,62,3,0.21755188703536987,0.0019959653727710247
raw,k,62,4,0.22367198765277863,0.0022120645735412836
raw,k,62,5,0.24187757074832916,0.0024109468795359135
raw,k,62,6,0.2758541405200958,0.0031464500352740288
raw,k,62,7,0.35105767846107483,0.004607674200087786
raw,k,63,0,0.311905175447464,0.006413863506168127
raw,k,63,1,0.4541946351528168,0.012371992692351341
raw,k,63,2,0.32747748494148254,0.006962739862501621
raw,k,63,3,0.19582988321781158,0.0026259957812726498
raw,k,63,4,0.18763822317123413,0.0020651407539844513
raw,k,63,5,0.2085311859846115,0.0030071293003857136
raw,k,63,6,0.2333367019891739,0.0035078777000308037
raw,k,63,7,0.2702758312225342,0.004907642956823111
raw,v,0,0,0.0,0.0
