source,layer,centered_total_variance,pc1,pc2,pc4,effective_rank,uncentered_pc1
raw,58,8528203.0,0.37474313378334045,0.5225218534469604,0.7743483185768127,5.76341438293457,0.8486098647117615
raw,59,12642568.0,0.36586594581604004,0.5150388479232788,0.7674806118011475,5.838857173919678,0.8290367722511292
raw,60,12447959.0,0.3932889401912689,0.5363969802856445,0.7931716442108154,5.580760478973389,0.8712040781974792
raw,61,17719244.0,0.37957388162612915,0.525924801826477,0.7785887122154236,5.717639446258545,0.867736279964447
raw,62,20037232.0,0.38701462745666504,0.5335142612457275,0.7825288772583008,5.6533613204956055,0.8764156699180603
raw,63,7748074.0,0.40659090876579285,0.5525071024894714,0.7915990948677063,5.494876384735107,0.9018228054046631
preprocess,0,0.0,0.0,0.0,0.0,1.0,0.9999999403953552
preprocess,1,0.8907250165939331,0.5899530649185181,0.7576227188110352,0.9019085168838501,3.7517170906066895,0.9979440569877625
preprocess,2,14.113762855529785,0.7066422700881958,0.8278061151504517,0.9313144683837891,2.889124870300293,0.9902265667915344
preprocess,3,17.807138442993164,0.6532281637191772,0.8089266419410706,0.9191597700119019,3.2323601245880127,0.9908121824264526
preprocess,4,28.94761085510254,0.6442102193832397,0.7885213494300842,0.9043741226196289,3.3871798515319824,0.9871129393577576
preprocess,5,42.6567497253418,0.7066232562065125,0.8346086144447327,0.9233004450798035,2.896637439727783,0.984168291091919
preprocess,6,52.721435546875,0.681740939617157,0.8137010931968689,0.9094194173812866,3.107839584350586,0.9867694973945618
preprocess,7,178.47506713867188,0.6167842149734497,0.7488364577293396,0.8777588605880737,3.696763515472412,0.9841165542602539
preprocess,8,192.20814514160156,0.6164379119873047,0.7431433200836182,0.8795066475868225,3.7063581943511963,0.9834713935852051
preprocess,9,118.94190979003906,0.6726853251457214,0.7957229614257812,0.90013587474823,3.2192704677581787,0.9841776490211487
preprocess,10,230.7982177734375,0.6665179133415222,0.795396089553833,0.8991327285766602,3.2572476863861084,0.9821596741676331
preprocess,11,263.7943115234375,0.6313139200210571,0.7648476958274841,0.8871821761131287,3.556840419769287,0.9839919209480286
preprocess,12,226.3804168701172,0.6875351071357727,0.8004510402679443,0.9057620167732239,3.119431257247925,0.9826936721801758
preprocess,13,539.4437866210938,0.6248449683189392,0.753868043422699,0.8789883255958557,3.6342544555664062,0.9761385917663574
preprocess,14,382.48016357421875,0.6614004969596863,0.7795677185058594,0.8933882117271423,3.3384060859680176,0.9740939736366272
preprocess,15,350.3504333496094,0.664689302444458,0.7814971208572388,0.8952687978744507,3.309739589691162,0.9736870527267456
preprocess,16,541.2821044921875,0.6148222088813782,0.7626774311065674,0.8873469829559326,3.6456689834594727,0.9689566493034363
preprocess,17,747.3097534179688,0.6343539953231812,0.7663328051567078,0.8964046239852905,3.5073776245117188,0.9653615951538086
preprocess,18,1346.45166015625,0.6133278608322144,0.7740175127983093,0.8986247777938843,3.592918634414673,0.9636499881744385
preprocess,19,1643.4151611328125,0.6087605953216553,0.7564330697059631,0.8897082805633545,3.686671733856201,0.965298056602478
preprocess,20,3510.784423828125,0.6364742517471313,0.7875231504440308,0.9051927924156189,3.4248557090759277,0.9668000340461731
preprocess,21,2899.1171875,0.6192060708999634,0.7610927820205688,0.8916633129119873,3.6196482181549072,0.9660579562187195
preprocess,22,3211.605712890625,0.6116513013839722,0.7552644610404968,0.8874678015708923,3.684521198272705,0.9625422954559326
preprocess,23,5515.6533203125,0.6074533462524414,0.758938193321228,0.8910582065582275,3.6825811862945557,0.9570845365524292
preprocess,24,7757.14453125,0.60671466588974,0.7451555728912354,0.8833909630775452,3.74326753616333,0.9538411498069763
preprocess,25,8200.9833984375,0.5711343288421631,0.7084047794342041,0.8633828163146973,4.069944381713867,0.9499167203903198
preprocess,26,6065.68994140625,0.5615097284317017,0.6944329738616943,0.856852650642395,4.166915416717529,0.9521670341491699
preprocess,27,7827.58154296875,0.5603162050247192,0.6957998871803284,0.8532867431640625,4.1736979484558105,0.9505684971809387
preprocess,28,8733.4345703125,0.5269044637680054,0.658758282661438,0.8436189889907837,4.451964855194092,0.947079062461853
preprocess,29,15303.4775390625,0.5232911705970764,0.6600594520568848,0.846615195274353,4.465179920196533,0.9425562620162964
preprocess,30,29642.484375,0.489118367433548,0.6213351488113403,0.8458709120750427,4.700143814086914,0.9350891709327698
preprocess,31,32264.736328125,0.4843460023403168,0.620342493057251,0.8463703393936157,4.721220016479492,0.9312271475791931
preprocess,32,8755.40625,0.5005061626434326,0.6278449296951294,0.8499037027359009,4.614879608154297,0.9398819804191589
preprocess,33,6016.30859375,0.5212068557739258,0.6572583913803101,0.8468587398529053,4.480681896209717,0.947971522808075
preprocess,34,10512.732421875,0.5163543224334717,0.6497278213500977,0.8457229137420654,4.520385265350342,0.9480727910995483
preprocess,35,12358.15625,0.5115121006965637,0.6412934064865112,0.8488270044326782,4.5506792068481445,0.9484168291091919
preprocess,36,11197.2294921875,0.5343459844589233,0.6534436345100403,0.8563247919082642,4.37123441696167,0.9427767992019653
preprocess,37,25414.439453125,0.529906690120697,0.6500595808029175,0.8536670207977295,4.403642654418945,0.9386011362075806
preprocess,38,18656.962890625,0.5416128039360046,0.6571589708328247,0.8565846085548401,4.3184638023376465,0.9440852999687195
preprocess,39,27198.029296875,0.5365111827850342,0.6548937559127808,0.8568832874298096,4.349458694458008,0.9350441694259644
preprocess,40,45604.21875,0.553231954574585,0.6761229038238525,0.8623014688491821,4.214837551116943,0.9357473254203796
preprocess,41,55677.17578125,0.5478737354278564,0.6672298312187195,0.8669201731681824,4.250009536743164,0.9272348880767822
preprocess,42,110093.328125,0.5641581416130066,0.6926601529121399,0.8728980422019958,4.100141525268555,0.9246419072151184
preprocess,43,171639.796875,0.5493882894515991,0.6880066394805908,0.8677607774734497,4.204890251159668,0.9116243720054626
preprocess,44,329756.46875,0.5414266586303711,0.6815190315246582,0.8599454760551453,4.287604331970215,0.9056286811828613
preprocess,45,278180.25,0.5484184622764587,0.6955204010009766,0.8693230152130127,4.202515602111816,0.905655562877655
preprocess,46,380909.84375,0.5202745795249939,0.664924144744873,0.8657647371292114,4.416264533996582,0.8974831700325012
preprocess,47,553232.25,0.51914381980896,0.6745680570602417,0.8608354330062866,4.433384895324707,0.8697673082351685
preprocess,48,606552.125,0.5029294490814209,0.6531354188919067,0.8565180897712708,4.578866958618164,0.866962730884552
preprocess,49,592954.75,0.49172455072402954,0.6366124153137207,0.853559136390686,4.681543350219727,0.8668524622917175
preprocess,50,572404.25,0.4813691973686218,0.6315435171127319,0.8393284678459167,4.802975177764893,0.8603043556213379
preprocess,51,861448.8125,0.46289098262786865,0.6097416877746582,0.8348607420921326,4.951848030090332,0.8666497468948364
preprocess,52,882365.9375,0.4550233781337738,0.6009844541549683,0.829116940498352,5.034958839416504,0.8559596538543701
preprocess,53,1409059.25,0.43833127617836,0.5894292593002319,0.8150255680084229,5.192915439605713,0.8477847576141357
preprocess,54,2052916.0,0.42337459325790405,0.571273922920227,0.8135111331939697,5.309882164001465,0.8414177894592285
preprocess,55,2304182.0,0.42132285237312317,0.5696302056312561,0.8061720132827759,5.342992782592773,0.8453376889228821
preprocess,56,4000695.25,0.39940014481544495,0.5436547994613647,0.7928869724273682,5.540938854217529,0.8354374766349792
preprocess,57,5108849.0,0.3782944679260254,0.5262465476989746,0.7769944071769714,5.728605270385742,0.8156024217605591
preprocess,58,8528180.0,0.37473851442337036,0.522524356842041,0.7743523120880127,5.763405799865723,0.8178292512893677
preprocess,59,12642411.0,0.36585909128189087,0.5150315761566162,0.7674828767776489,5.838881492614746,0.7987015843391418
preprocess,60,12447951.0,0.3932930529117584,0.5363986492156982,0.7931708097457886,5.580718517303467,0.8398635387420654
preprocess,61,17719396.0,0.379576712846756,0.5259285569190979,0.7785901427268982,5.717604160308838,0.8395755887031555
preprocess,62,20036566.0,0.38702136278152466,0.5335179567337036,0.7825412154197693,5.653266429901123,0.8456935882568359
preprocess,63,7747917.0,0.40659934282302856,0.5525097250938416,0.7915962934494019,5.494808197021484,0.8761464357376099
