source,query_index,query_label,kind,layer,delta_l2,delta_vs_original_relative_l2,delta_vs_original_max_abs,delta_vs_original_cosine,before_vs_original_max_abs
raw,0,original,k,47,1155.6278076171875,0.0,0.0,0.9999940991401672,0.0
raw,0,original,k,48,1241.35400390625,0.0,0.0,0.9999960064888,0.0
raw,0,original,k,49,1178.5194091796875,0.0,0.0,0.9999876618385315,0.0
raw,0,original,k,50,1142.282470703125,0.0,0.0,0.9999901056289673,0.0
raw,0,original,k,51,1029.7584228515625,0.0,0.0,1.0000004768371582,0.0
raw,0,original,k,52,1133.1619873046875,0.0,0.0,0.9999899864196777,0.0
raw,0,original,k,53,995.4114990234375,0.0,0.0,0.9999832510948181,0.0
raw,0,original,k,54,941.6773071289062,0.0,0.0,0.999984622001648,0.0
raw,0,original,k,55,839.7155151367188,0.0,0.0,0.9999769330024719,0.0
raw,0,original,k,56,827.2553100585938,0.0,0.0,0.9999586343765259,0.0
raw,0,original,k,57,869.1969604492188,0.0,0.0,0.9999748468399048,0.0
raw,0,original,k,58,930.87744140625,0.0,0.0,0.9999994039535522,0.0
raw,0,original,k,59,955.5173950195312,0.0,0.0,1.0000026226043701,0.0
raw,0,original,k,60,882.3634643554688,0.0,0.0,0.9999777674674988,0.0
raw,0,original,k,61,765.4495239257812,0.0,0.0,0.9999397397041321,0.0
raw,0,original,k,62,844.949951171875,0.0,0.0,0.9999735355377197,0.0
raw,0,original,k,63,760.6687622070312,0.0,0.0,0.999943196773529,0.0
raw,0,original,v,0,0.0,0.0,0.0,0.0,0.0
raw,0,original,v,1,3.7933168411254883,0.0,0.0,1.0002906322479248,0.0
raw,0,original,v,2,11.676440238952637,0.0,0.0,1.0001134872436523,0.0
raw,0,original,v,3,16.045921325683594,0.0,0.0,1.0001085996627808,0.0
raw,0,original,v,4,17.93861198425293,0.0,0.0,1.0000474452972412,0.0
raw,0,original,v,5,21.432817459106445,0.0,0.0,1.0000193119049072,0.0
raw,0,original,v,6,22.66860580444336,0.0,0.0,1.000032901763916,0.0
raw,0,original,v,7,43.83751678466797,0.0,0.0,1.0000325441360474,0.0
raw,0,original,v,8,47.33735656738281,0.0,0.0,1.0000250339508057,0.0
raw,0,original,v,9,34.47940444946289,0.0,0.0,1.0000653266906738,0.0
raw,0,original,v,10,47.46256637573242,0.0,0.0,1.0000306367874146,0.0
raw,0,original,v,11,53.70085144042969,0.0,0.0,1.0000576972961426,0.0
raw,0,original,v,12,49.06816101074219,0.0,0.0,1.000010371208191,0.0
raw,0,original,v,13,71.1388168334961,0.0,0.0,0.9999839663505554,0.0
raw,0,original,v,14,57.039920806884766,0.0,0.0,1.0000053644180298,0.0
raw,0,original,v,15,54.71198272705078,0.0,0.0,1.0000108480453491,0.0
raw,0,original,v,16,62.36318588256836,0.0,0.0,1.0000183582305908,0.0
raw,0,original,v,17,73.51589965820312,0.0,0.0,0.9999736547470093,0.0
raw,0,original,v,18,93.73663330078125,0.0,0.0,0.9999169707298279,0.0
raw,0,original,v,19,97.23299407958984,0.0,0.0,0.9999381899833679,0.0
raw,0,original,v,20,143.41786193847656,0.0,0.0,0.9999273419380188,0.0
raw,0,original,v,21,132.66018676757812,0.0,0.0,0.9999569654464722,0.0
raw,0,original,v,22,127.8620376586914,0.0,0.0,0.9999632835388184,0.0
raw,0,original,v,23,153.86756896972656,0.0,0.0,0.9999294281005859,0.0
raw,0,original,v,24,181.68504333496094,0.0,0.0,0.9999123811721802,0.0
raw,0,original,v,25,174.44386291503906,0.0,0.0,0.9999115467071533,0.0
raw,0,original,v,26,152.69300842285156,0.0,0.0,0.9999327063560486,0.0
raw,0,original,v,27,169.64273071289062,0.0,0.0,0.9999104142189026,0.0
raw,0,original,v,28,173.7836456298828,0.0,0.0,0.9999491572380066,0.0
raw,0,original,v,29,218.65243530273438,0.0,0.0,0.9999710321426392,0.0
raw,0,original,v,30,287.6839599609375,0.0,0.0,0.9999706149101257,0.0
raw,0,original,v,31,291.7368469238281,0.0,0.0,0.9999529719352722,0.0
raw,0,original,v,32,160.8677520751953,0.0,0.0,0.9999443292617798,0.0
raw,0,original,v,33,141.70703125,0.0,0.0,0.9999829530715942,0.0
raw,0,original,v,34,184.5312957763672,0.0,0.0,0.9999391436576843,0.0
raw,0,original,v,35,201.73953247070312,0.0,0.0,0.9999405741691589,0.0
raw,0,original,v,36,189.23748779296875,0.0,0.0,0.9999188780784607,0.0
raw,0,original,v,37,272.6058654785156,0.0,0.0,0.9999557733535767,0.0
raw,0,original,v,38,243.45278930664062,0.0,0.0,0.9999645948410034,0.0
raw,0,original,v,39,263.2855224609375,0.0,0.0,0.9999535083770752,0.0
raw,0,original,v,40,331.05389404296875,0.0,0.0,0.9999250769615173,0.0
raw,0,original,v,41,349.5523986816406,0.0,0.0,0.9999097585678101,0.0
raw,0,original,v,42,477.3404541015625,0.0,0.0,0.9999458193778992,0.0
raw,0,original,v,43,528.4645385742188,0.0,0.0,0.9999421238899231,0.0
raw,0,original,v,44,694.32080078125,0.0,0.0,0.9999290704727173,0.0
raw,0,original,v,45,643.365478515625,0.0,0.0,0.9999244809150696,0.0
raw,0,original,v,46,772.7806396484375,0.0,0.0,0.9999388456344604,0.0
raw,0,original,v,47,764.2722778320312,0.0,0.0,0.9999338984489441,0.0
raw,0,original,v,48,827.20361328125,0.0,0.0,0.9999393224716187,0.0
raw,0,original,v,49,823.4902954101562,0.0,0.0,0.9999487996101379,0.0
raw,0,original,v,50,763.3697509765625,0.0,0.0,0.999915599822998,0.0
raw,0,original,v,51,986.2261352539062,0.0,0.0,0.9999443888664246,0.0
raw,0,original,v,52,932.40087890625,0.0,0.0,0.999950647354126,0.0
raw,0,original,v,53,1136.651611328125,0.0,0.0,0.9999407529830933,0.0
raw,0,original,v,54,1352.7430419921875,0.0,0.0,0.9999392032623291,0.0
raw,0,original,v,55,1467.718017578125,0.0,0.0,0.9999141693115234,0.0
raw,0,original,v,56,1880.009765625,0.0,0.0,0.9999438524246216,0.0
raw,0,original,v,57,1999.173583984375,0.0,0.0,0.9999556541442871,0.0
raw,0,original,v,58,2604.62353515625,0.0,0.0,0.9999232292175293,0.0
raw,0,original,v,59,3018.630859375,0.0,0.0,0.9999324679374695,0.0
raw,0,original,v,60,3372.999755859375,0.0,0.0,0.9999388456344604,0.0
raw,0,original,v,61,4013.898193359375,0.0,0.0,0.9999549984931946,0.0
raw,0,original,v,62,4406.8310546875,0.0,0.0,0.9999346137046814,0.0
raw,0,original,v,63,3042.341796875,0.0,0.0,0.9999393224716187,0.0
raw,1,short_paraphrase,k,0,6.439194679260254,0.0,0.0,1.0000725984573364,0.0
raw,1,short_paraphrase,k,1,61.33694076538086,0.0,0.0,1.0002323389053345,0.0
raw,1,short_paraphrase,k,2,193.38772583007812,0.0,0.0,1.0001734495162964,0.0
raw,1,short_paraphrase,k,3,328.673583984375,0.0,0.0,1.000085711479187,0.0
raw,1,short_paraphrase,k,4,302.3284912109375,0.0,0.0,1.0000596046447754,0.0
raw,1,short_paraphrase,k,5,263.7779846191406,0.0,0.0,1.0001739263534546,0.0
raw,1,short_paraphrase,k,6,419.250244140625,0.0,0.0,1.0001105070114136,0.0
raw,1,short_paraphrase,k,7,284.8335876464844,0.0,0.0,1.0001115798950195,0.0
raw,1,short_paraphrase,k,8,271.190673828125,0.0,0.0,1.0001258850097656,0.0
raw,1,short_paraphrase,k,9,260.9090576171875,0.0,0.0,1.0001845359802246,0.0
raw,1,short_paraphrase,k,10,281.03314208984375,0.0,0.0,1.0001132488250732,0.0
raw,1,short_paraphrase,k,11,290.1856689453125,0.0,0.0,1.0001261234283447,0.0
raw,1,short_paraphrase,k,12,337.89093017578125,0.0,0.0,1.0000851154327393,0.0
raw,1,short_paraphrase,k,13,314.6781311035156,0.0,0.0,1.0000733137130737,0.0
raw,1,short_paraphrase,k,14,302.6546936035156,0.0,0.0,1.0000900030136108,0.0
raw,1,short_paraphrase,k,15,337.5775451660156,0.0,0.0,1.0000958442687988,0.0
raw,1,short_paraphrase,k,16,352.50634765625,0.0,0.0,1.0000845193862915,0.0
raw,1,short_paraphrase,k,17,365.01043701171875,0.0,0.0,1.0000746250152588,0.0
raw,1,short_paraphrase,k,18,485.23046875,0.0,0.0,1.0000462532043457,0.0
raw,1,short_paraphrase,k,19,458.5502624511719,0.0,0.0,1.000056505203247,0.0
raw,1,short_paraphrase,k,20,490.92889404296875,0.0,0.0,1.00003182888031,0.0
raw,1,short_paraphrase,k,21,614.0042724609375,0.0,0.0,0.9999810457229614,0.0
raw,1,short_paraphrase,k,22,529.6747436523438,0.0,0.0,1.0000280141830444,0.0
raw,1,short_paraphrase,k,23,583.349609375,0.0,0.0,0.999998152256012,0.0
raw,1,short_paraphrase,k,24,696.5220947265625,0.0,0.0,0.9999502897262573,0.0
raw,1,short_paraphrase,k,25,653.7361450195312,0.0,0.0,0.999980628490448,0.0
raw,1,short_paraphrase,k,26,653.140380859375,0.0,0.0,0.9999696016311646,0.0
raw,1,short_paraphrase,k,27,543.6900634765625,0.0,0.0,1.0000057220458984,0.0
raw,1,short_paraphrase,k,28,621.1605224609375,0.0,0.0,0.9999707341194153,0.0
raw,1,short_paraphrase,k,29,535.8012084960938,0.0,0.0,1.0000170469284058,0.0
raw,1,short_paraphrase,k,30,456.6684875488281,0.0,0.0,1.0000427961349487,0.0
raw,1,short_paraphrase,k,31,451.3717346191406,0.0,0.0,1.0000457763671875,0.0
raw,1,short_paraphrase,k,32,460.2247314453125,0.0,0.0,1.0000348091125488,0.0
raw,1,short_paraphrase,k,33,458.78424072265625,0.0,0.0,1.0000662803649902,0.0
raw,1,short_paraphrase,k,34,491.3217468261719,0.0,0.0,1.000028133392334,0.0
raw,1,short_paraphrase,k,35,526.4722290039062,0.0,0.0,1.0000298023223877,0.0
raw,1,short_paraphrase,k,36,637.7887573242188,0.0,0.0,0.9999805092811584,0.0
raw,1,short_paraphrase,k,37,625.8710327148438,0.0,0.0,0.999965488910675,0.0
raw,1,short_paraphrase,k,38,622.0280151367188,0.0,0.0,0.9999794960021973,0.0
raw,1,short_paraphrase,k,39,688.6260986328125,0.0,0.0,0.9999468326568604,0.0
raw,1,short_paraphrase,k,40,736.5902709960938,0.0,0.0,0.9999725222587585,0.0
raw,1,short_paraphrase,k,41,784.3306274414062,0.0,0.0,0.999960720539093,0.0
raw,1,short_paraphrase,k,42,901.5584716796875,0.0,0.0,0.9999792575836182,0.0
raw,1,short_paraphrase,k,43,927.65625,0.0,0.0,0.9999873638153076,0.0
raw,1,short_paraphrase,k,44,882.8773803710938,0.0,0.0,0.9999850988388062,0.0
raw,1,short_paraphrase,k,45,1201.440185546875,0.0,0.0,0.9999961256980896,0.0
raw,1,short_paraphrase,k,46,1004.2908935546875,0.0,0.0,0.9999936819076538,0.0
raw,1,short_paraphrase,k,47,1155.6278076171875,0.0,0.0,0.9999940991401672,0.0
raw,1,short_paraphrase,k,48,1241.35400390625,0.0,0.0,0.9999960064888,0.0
raw,1,short_paraphrase,k,49,1178.5194091796875,0.0,0.0,0.9999876618385315,0.0
raw,1,short_paraphrase,k,50,1142.282470703125,0.0,0.0,0.9999901056289673,0.0
raw,1,short_paraphrase,k,51,1029.7584228515625,0.0,0.0,1.0000004768371582,0.0
raw,1,short_paraphrase,k,52,1133.1619873046875,0.0,0.0,0.9999899864196777,0.0
raw,1,short_paraphrase,k,53,995.4114990234375,0.0,0.0,0.9999832510948181,0.0
raw,1,short_paraphrase,k,54,941.6773071289062,0.0,0.0,0.999984622001648,0.0
raw,1,short_paraphrase,k,55,839.7155151367188,0.0,0.0,0.9999769330024719,0.0
raw,1,short_paraphrase,k,56,827.2553100585938,0.0,0.0,0.9999586343765259,0.0
raw,1,short_paraphrase,k,57,869.1969604492188,0.0,0.0,0.9999748468399048,0.0
raw,1,short_paraphrase,k,58,930.87744140625,0.0,0.0,0.9999994039535522,0.0
raw,1,short_paraphrase,k,59,955.5173950195312,0.0,0.0,1.0000026226043701,0.0
raw,1,short_paraphrase,k,60,882.3634643554688,0.0,0.0,0.9999777674674988,0.0
raw,1,short_paraphrase,k,61,765.4495239257812,0.0,0.0,0.9999397397041321,0.0
raw,1,short_paraphrase,k,62,844.949951171875,0.0,0.0,0.9999735355377197,0.0
raw,1,short_paraphrase,k,63,760.6687622070312,0.0,0.0,0.999943196773529,0.0
raw,1,short_paraphrase,v,0,0.0,0.0,0.0,0.0,0.0
raw,1,short_paraphrase,v,1,3.7933168411254883,0.0,0.0,1.0002906322479248,0.0
raw,1,short_paraphrase,v,2,11.676440238952637,0.0,0.0,1.0001134872436523,0.0
raw,1,short_paraphrase,v,3,16.045921325683594,0.0,0.0,1.0001085996627808,0.0
raw,1,short_paraphrase,v,4,17.93861198425293,0.0,0.0,1.0000474452972412,0.0
raw,1,short_paraphrase,v,5,21.432817459106445,0.0,0.0,1.0000193119049072,0.0
raw,1,short_paraphrase,v,6,22.66860580444336,0.0,0.0,1.000032901763916,0.0
raw,1,short_paraphrase,v,7,43.83751678466797,0.0,0.0,1.0000325441360474,0.0
raw,1,short_paraphrase,v,8,47.33735656738281,0.0,0.0,1.0000250339508057,0.0
raw,1,short_paraphrase,v,9,34.47940444946289,0.0,0.0,1.0000653266906738,0.0
raw,1,short_paraphrase,v,10,47.46256637573242,0.0,0.0,1.0000306367874146,0.0
raw,1,short_paraphrase,v,11,53.70085144042969,0.0,0.0,1.0000576972961426,0.0
raw,1,short_paraphrase,v,12,49.06816101074219,0.0,0.0,1.000010371208191,0.0
raw,1,short_paraphrase,v,13,71.1388168334961,0.0,0.0,0.9999839663505554,0.0
raw,1,short_paraphrase,v,14,57.039920806884766,0.0,0.0,1.0000053644180298,0.0
raw,1,short_paraphrase,v,15,54.71198272705078,0.0,0.0,1.0000108480453491,0.0
raw,1,short_paraphrase,v,16,62.36318588256836,0.0,0.0,1.0000183582305908,0.0
raw,1,short_paraphrase,v,17,73.51589965820312,0.0,0.0,0.9999736547470093,0.0
raw,1,short_paraphrase,v,18,93.73663330078125,0.0,0.0,0.9999169707298279,0.0
raw,1,short_paraphrase,v,19,97.23299407958984,0.0,0.0,0.9999381899833679,0.0
raw,1,short_paraphrase,v,20,143.41786193847656,0.0,0.0,0.9999273419380188,0.0
raw,1,short_paraphrase,v,21,132.66018676757812,0.0,0.0,0.9999569654464722,0.0
raw,1,short_paraphrase,v,22,127.8620376586914,0.0,0.0,0.9999632835388184,0.0
raw,1,short_paraphrase,v,23,153.86756896972656,0.0,0.0,0.9999294281005859,0.0
raw,1,short_paraphrase,v,24,181.68504333496094,0.0,0.0,0.9999123811721802,0.0
raw,1,short_paraphrase,v,25,174.44386291503906,0.0,0.0,0.9999115467071533,0.0
raw,1,short_paraphrase,v,26,152.69300842285156,0.0,0.0,0.9999327063560486,0.0
raw,1,short_paraphrase,v,27,169.64273071289062,0.0,0.0,0.9999104142189026,0.0
raw,1,short_paraphrase,v,28,173.7836456298828,0.0,0.0,0.9999491572380066,0.0
raw,1,short_paraphrase,v,29,218.65243530273438,0.0,0.0,0.9999710321426392,0.0
raw,1,short_paraphrase,v,30,287.6839599609375,0.0,0.0,0.9999706149101257,0.0
raw,1,short_paraphrase,v,31,291.7368469238281,0.0,0.0,0.9999529719352722,0.0
raw,1,short_paraphrase,v,32,160.8677520751953,0.0,0.0,0.9999443292617798,0.0
raw,1,short_paraphrase,v,33,141.70703125,0.0,0.0,0.9999829530715942,0.0
raw,1,short_paraphrase,v,34,184.5312957763672,0.0,0.0,0.9999391436576843,0.0
raw,1,short_paraphrase,v,35,201.73953247070312,0.0,0.0,0.9999405741691589,0.0
raw,1,short_paraphrase,v,36,189.23748779296875,0.0,0.0,0.9999188780784607,0.0
raw,1,short_paraphrase,v,37,272.6058654785156,0.0,0.0,0.9999557733535767,0.0
raw,1,short_paraphrase,v,38,243.45278930664062,0.0,0.0,0.9999645948410034,0.0
raw,1,short_paraphrase,v,39,263.2855224609375,0.0,0.0,0.9999535083770752,0.0
raw,1,short_paraphrase,v,40,331.05389404296875,0.0,0.0,0.9999250769615173,0.0
raw,1,short_paraphrase,v,41,349.5523986816406,0.0,0.0,0.9999097585678101,0.0
raw,1,short_paraphrase,v,42,477.3404541015625,0.0,0.0,0.9999458193778992,0.0
raw,1,short_paraphrase,v,43,528.4645385742188,0.0,0.0,0.9999421238899231,0.0
raw,1,short_paraphrase,v,44,694.32080078125,0.0,0.0,0.9999290704727173,0.0
raw,1,short_paraphrase,v,45,643.365478515625,0.0,0.0,0.9999244809150696,0.0
raw,1,short_paraphrase,v,46,772.7806396484375,0.0,0.0,0.9999388456344604,0.0
raw,1,short_paraphrase,v,47,764.2722778320312,0.0,0.0,0.9999338984489441,0.0
raw,1,short_paraphrase,v,48,827.20361328125,0.0,0.0,0.9999393224716187,0.0
raw,1,short_paraphrase,v,49,823.4902954101562,0.0,0.0,0.9999487996101379,0.0
raw,1,short_paraphrase,v,50,763.3697509765625,0.0,0.0,0.999915599822998,0.0
raw,1,short_paraphrase,v,51,986.2261352539062,0.0,0.0,0.9999443888664246,0.0
raw,1,short_paraphrase,v,52,932.40087890625,0.0,0.0,0.999950647354126,0.0
raw,1,short_paraphrase,v,53,1136.651611328125,0.0,0.0,0.9999407529830933,0.0
raw,1,short_paraphrase,v,54,1352.7430419921875,0.0,0.0,0.9999392032623291,0.0
raw,1,short_paraphrase,v,55,1467.718017578125,0.0,0.0,0.9999141693115234,0.0
raw,1,short_paraphrase,v,56,1880.009765625,0.0,0.0,0.9999438524246216,0.0
raw,1,short_paraphrase,v,57,1999.173583984375,0.0,0.0,0.9999556541442871,0.0
raw,1,short_paraphrase,v,58,2604.62353515625,0.0,0.0,0.9999232292175293,0.0
raw,1,short_paraphrase,v,59,3018.630859375,0.0,0.0,0.9999324679374695,0.0
raw,1,short_paraphrase,v,60,3372.999755859375,0.0,0.0,0.9999388456344604,0.0
raw,1,short_paraphrase,v,61,4013.898193359375,0.0,0.0,0.9999549984931946,0.0
raw,1,short_paraphrase,v,62,4406.8310546875,0.0,0.0,0.9999346137046814,0.0
raw,1,short_paraphrase,v,63,3042.341796875,0.0,0.0,0.9999393224716187,0.0
raw,2,formal_paraphrase,k,0,6.439194679260254,0.0,0.0,1.0000725984573364,0.0
raw,2,formal_paraphrase,k,1,61.33694076538086,0.0,0.0,1.0002323389053345,0.0
raw,2,formal_paraphrase,k,2,193.38772583007812,0.0,0.0,1.0001734495162964,0.0
raw,2,formal_paraphrase,k,3,328.673583984375,0.0,0.0,1.000085711479187,0.0
raw,2,formal_paraphrase,k,4,302.3284912109375,0.0,0.0,1.0000596046447754,0.0
raw,2,formal_paraphrase,k,5,263.7779846191406,0.0,0.0,1.0001739263534546,0.0
raw,2,formal_paraphrase,k,6,419.250244140625,0.0,0.0,1.0001105070114136,0.0
raw,2,formal_paraphrase,k,7,284.8335876464844,0.0,0.0,1.0001115798950195,0.0
raw,2,formal_paraphrase,k,8,271.190673828125,0.0,0.0,1.0001258850097656,0.0
raw,2,formal_paraphrase,k,9,260.9090576171875,0.0,0.0,1.0001845359802246,0.0
raw,2,formal_paraphrase,k,10,281.03314208984375,0.0,0.0,1.0001132488250732,0.0
raw,2,formal_paraphrase,k,11,290.1856689453125,0.0,0.0,1.0001261234283447,0.0
raw,2,formal_paraphrase,k,12,337.89093017578125,0.0,0.0,1.0000851154327393,0.0
raw,2,formal_paraphrase,k,13,314.6781311035156,0.0,0.0,1.0000733137130737,0.0
raw,2,formal_paraphrase,k,14,302.6546936035156,0.0,0.0,1.0000900030136108,0.0
raw,2,formal_paraphrase,k,15,337.5775451660156,0.0,0.0,1.0000958442687988,0.0
raw,2,formal_paraphrase,k,16,352.50634765625,0.0,0.0,1.0000845193862915,0.0
raw,2,formal_paraphrase,k,17,365.01043701171875,0.0,0.0,1.0000746250152588,0.0
raw,2,formal_paraphrase,k,18,485.23046875,0.0,0.0,1.0000462532043457,0.0
raw,2,formal_paraphrase,k,19,458.5502624511719,0.0,0.0,1.000056505203247,0.0
raw,2,formal_paraphrase,k,20,490.92889404296875,0.0,0.0,1.00003182888031,0.0
raw,2,formal_paraphrase,k,21,614.0042724609375,0.0,0.0,0.9999810457229614,0.0
raw,2,formal_paraphrase,k,22,529.6747436523438,0.0,0.0,1.0000280141830444,0.0
raw,2,formal_paraphrase,k,23,583.349609375,0.0,0.0,0.999998152256012,0.0
raw,2,formal_paraphrase,k,24,696.5220947265625,0.0,0.0,0.9999502897262573,0.0
raw,2,formal_paraphrase,k,25,653.7361450195312,0.0,0.0,0.999980628490448,0.0
raw,2,formal_paraphrase,k,26,653.140380859375,0.0,0.0,0.9999696016311646,0.0
raw,2,formal_paraphrase,k,27,543.6900634765625,0.0,0.0,1.0000057220458984,0.0
raw,2,formal_paraphrase,k,28,621.1605224609375,0.0,0.0,0.9999707341194153,0.0
raw,2,formal_paraphrase,k,29,535.8012084960938,0.0,0.0,1.0000170469284058,0.0
raw,2,formal_paraphrase,k,30,456.6684875488281,0.0,0.0,1.0000427961349487,0.0
raw,2,formal_paraphrase,k,31,451.3717346191406,0.0,0.0,1.0000457763671875,0.0
raw,2,formal_paraphrase,k,32,460.2247314453125,0.0,0.0,1.0000348091125488,0.0
raw,2,formal_paraphrase,k,33,458.78424072265625,0.0,0.0,1.0000662803649902,0.0
raw,2,formal_paraphrase,k,34,491.3217468261719,0.0,0.0,1.000028133392334,0.0
raw,2,formal_paraphrase,k,35,526.4722290039062,0.0,0.0,1.0000298023223877,0.0
raw,2,formal_paraphrase,k,36,637.7887573242188,0.0,0.0,0.9999805092811584,0.0
raw,2,formal_paraphrase,k,37,625.8710327148438,0.0,0.0,0.999965488910675,0.0
raw,2,formal_paraphrase,k,38,622.0280151367188,0.0,0.0,0.9999794960021973,0.0
raw,2,formal_paraphrase,k,39,688.6260986328125,0.0,0.0,0.9999468326568604,0.0
raw,2,formal_paraphrase,k,40,736.5902709960938,0.0,0.0,0.9999725222587585,0.0
raw,2,formal_paraphrase,k,41,784.3306274414062,0.0,0.0,0.999960720539093,0.0
raw,2,formal_paraphrase,k,42,901.5584716796875,0.0,0.0,0.9999792575836182,0.0
raw,2,formal_paraphrase,k,43,927.65625,0.0,0.0,0.9999873638153076,0.0
raw,2,formal_paraphrase,k,44,882.8773803710938,0.0,0.0,0.9999850988388062,0.0
raw,2,formal_paraphrase,k,45,1201.440185546875,0.0,0.0,0.9999961256980896,0.0
raw,2,formal_paraphrase,k,46,1004.2908935546875,0.0,0.0,0.9999936819076538,0.0
raw,2,formal_paraphrase,k,47,1155.6278076171875,0.0,0.0,0.9999940991401672,0.0
raw,2,formal_paraphrase,k,48,1241.35400390625,0.0,0.0,0.9999960064888,0.0
raw,2,formal_paraphrase,k,49,1178.5194091796875,0.0,0.0,0.9999876618385315,0.0
raw,2,formal_paraphrase,k,50,1142.282470703125,0.0,0.0,0.9999901056289673,0.0
raw,2,formal_paraphrase,k,51,1029.7584228515625,0.0,0.0,1.0000004768371582,0.0
raw,2,formal_paraphrase,k,52,1133.1619873046875,0.0,0.0,0.9999899864196777,0.0
raw,2,formal_paraphrase,k,53,995.4114990234375,0.0,0.0,0.9999832510948181,0.0
raw,2,formal_paraphrase,k,54,941.6773071289062,0.0,0.0,0.999984622001648,0.0
raw,2,formal_paraphrase,k,55,839.7155151367188,0.0,0.0,0.9999769330024719,0.0
raw,2,formal_paraphrase,k,56,827.2553100585938,0.0,0.0,0.9999586343765259,0.0
raw,2,formal_paraphrase,k,57,869.1969604492188,0.0,0.0,0.9999748468399048,0.0
raw,2,formal_paraphrase,k,58,930.87744140625,0.0,0.0,0.9999994039535522,0.0
raw,2,formal_paraphrase,k,59,955.5173950195312,0.0,0.0,1.0000026226043701,0.0
raw,2,formal_paraphrase,k,60,882.3634643554688,0.0,0.0,0.9999777674674988,0.0
raw,2,formal_paraphrase,k,61,765.4495239257812,0.0,0.0,0.9999397397041321,0.0
