source,layer,test_query,category,rank,relative_l2,cosine,full_explained_variance,residual_explained_variance
raw,2,reason3,reasoning,1,0.1026298916766124,0.9948681592941284,0.9894671053344468,0.2606612426375168
raw,2,reason3,reasoning,2,0.07883920639978959,0.9970297813415527,0.9937843795342514,0.563705015828899
raw,2,reason3,reasoning,4,0.0781049371751579,0.9970842599868774,0.9938996187888647,0.5717940695830025
raw,2,reason3,reasoning,8,0.07530930484880555,0.9973020553588867,0.9943285086031897,0.6018992371182577
raw,2,rel3,related,0,0.10326671075668006,0.9947614669799805,0.9893359864494962,0.0
raw,2,rel3,related,1,0.09326086078556173,0.9957683682441711,0.991302411845536,0.18439824618818068
raw,2,rel3,related,2,0.0813108786725299,0.9968134760856628,0.9933885410095011,0.3800215126145897
raw,2,rel3,related,4,0.06868541861609463,0.9977737069129944,0.9952823132695319,0.5576068709033908
raw,2,rel3,related,8,0.06185878024646417,0.9982149600982666,0.9961734913064196,0.6411755597028885
raw,2,neg3,negative,0,0.1386397633907144,0.9906725883483887,0.9807790160069667,0.0
raw,2,neg3,negative,1,0.044031885829823494,0.9991649389266968,0.9980611930302694,0.8991307120159229
raw,2,neg3,negative,2,0.04393272018739199,0.9991742968559265,0.9980699160969363,0.8995845424061928
raw,2,neg3,negative,4,0.04370309769920158,0.9991800785064697,0.9980900392514941,0.9006314791584952
raw,2,neg3,negative,8,0.04027158487240788,0.9993106126785278,0.9983781994518645,0.9156234379715742
raw,3,para3,paraphrase,0,0.058399941266035135,0.9983533620834351,0.9965894468601236,0.0
raw,3,para3,paraphrase,1,0.044690017640141175,0.9990938305854797,0.9980028023233238,0.4144065215331799
raw,3,para3,paraphrase,2,0.0444098043923724,0.9991073608398438,0.9980277692738312,0.42172702043273824
raw,3,para3,paraphrase,4,0.043859466665128855,0.9991293549537659,0.9980763471838504,0.43597043140653446
raw,3,para3,paraphrase,8,0.04242755604616957,0.9991932511329651,0.9981999024879491,0.4721977819362988
raw,3,reason3,reasoning,0,0.12570333872445896,0.9921160936355591,0.984198670633524,0.0
raw,3,reason3,reasoning,1,0.11147518442479831,0.9938920140266418,0.9875732832574572,0.2135651087112208
raw,3,reason3,reasoning,2,0.07932579357007373,0.9969493746757507,0.9937074184744781,0.601768824619465
raw,3,reason3,reasoning,4,0.07872401567124297,0.9969983696937561,0.9938025293565939,0.6077880221549841
raw,3,reason3,reasoning,8,0.07434860930995858,0.9973353743553162,0.9944722842936752,0.6501740089000103
raw,3,rel3,related,0,0.08074391387290965,0.996789813041687,0.9934804203724842,0.0
raw,3,rel3,related,1,0.07415239958209698,0.997339129447937,0.994501421636217,0.15660538287219417
raw,3,rel3,related,2,0.06904462853021866,0.9977056980133057,0.9952328392711242,0.2687932349570351
raw,3,rel3,related,4,0.061417624546121895,0.9982054829597473,0.9962278753951116,0.4214159776547306
raw,3,rel3,related,8,0.05756791660898842,0.9984343647956848,0.9966859349773005,0.4916750447049607
raw,3,neg3,negative,0,0.10941477854868242,0.9941244125366211,0.9880284062351428,0.0
raw,3,neg3,negative,1,0.04276617744670712,0.9991828203201294,0.9981710540665968,0.8472261948302875
raw,3,neg3,negative,2,0.04213229822483384,0.9992127418518066,0.9982248694462936,0.8517214320412261
raw,3,neg3,negative,4,0.041862525511108056,0.9992232322692871,0.9982475289578319,0.85361422408831
raw,3,neg3,negative,8,0.04181079190232665,0.9992236495018005,0.9982518576805003,0.8539758069112434
raw,4,para3,paraphrase,0,0.07122441358363218,0.9974989295005798,0.9949270829096677,0.0
raw,4,para3,paraphrase,1,0.05386420323457397,0.9986189007759094,0.9970986476099045,0.4280702131669488
raw,4,para3,paraphrase,2,0.053837209820779885,0.9986201524734497,0.9971015548387133,0.4286433013442327
raw,4,para3,paraphrase,4,0.053554370792593876,0.9986342191696167,0.9971319293690094,0.4346308879251236
raw,4,para3,paraphrase,8,0.05191275057557941,0.9987205862998962,0.9973050663276777,0.46876058728993497
raw,4,reason3,reasoning,0,0.1307996406534347,0.9914581775665283,0.9828914540049324,0.0
raw,4,reason3,reasoning,1,0.1175714860130745,0.993232250213623,0.9861769456766775,0.192038041847172
raw,4,reason3,reasoning,2,0.08760574531159793,0.9962530732154846,0.9923252333883994,0.5514074303092045
raw,4,reason3,reasoning,4,0.08742607847926012,0.9962683320045471,0.9923566808017382,0.5532455417038185
raw,4,reason3,reasoning,8,0.08427761177206929,0.9965313076972961,0.9928972841539964,0.5848439810109327
raw,4,rel3,related,0,0.08325287909575195,0.996566891670227,0.9930689581222681,0.0
raw,4,rel3,related,1,0.07438052853070837,0.9973029494285583,0.9944675369754925,0.20178479338261368
raw,4,rel3,related,2,0.06821936281183641,0.9977413415908813,0.9953461185375471,0.32854523286437776
raw,4,rel3,related,4,0.06731652226511226,0.9978034496307373,0.9954684858301307,0.3462001456911926
raw,4,rel3,related,8,0.066114294561949,0.9978858232498169,0.9956289000545758,0.3693444618380297
raw,4,neg3,negative,0,0.12798080987319604,0.9919686913490295,0.9836209123042008,0.0
raw,4,neg3,negative,1,0.052131722990195445,0.9987374544143677,0.9972822834580736,0.8340739977463152
raw,4,neg3,negative,2,0.051288553873607805,0.9987813234329224,0.997369484241554,0.8393979074230957
raw,4,neg3,negative,4,0.05042198636842645,0.998816967010498,0.9974576232906622,0.8447791014642505
raw,4,neg3,negative,8,0.04965073347281577,0.9988508820533752,0.9975348046656114,0.8494912691869608
raw,5,para3,paraphrase,0,0.07074658405559195,0.9975187182426453,0.9949949208444651,0.0
raw,5,para3,paraphrase,1,0.04952495483542864,0.998807430267334,0.9975472788485488,0.5099535741130345
raw,5,para3,paraphrase,2,0.049171789482859475,0.9988241195678711,0.9975821351190534,0.5169177537836099
raw,5,para3,paraphrase,4,0.04900303145646248,0.9988315105438232,0.997598702908077,0.5202279489890698
raw,5,para3,paraphrase,8,0.0474007950870295,0.9989109635353088,0.9977531646251174,0.5510889428396222
raw,5,reason3,reasoning,0,0.1285942147525288,0.9916955232620239,0.9834635279321805,0.0
raw,5,reason3,reasoning,1,0.11783568294773351,0.9930859804153442,0.9861147518242412,0.16032584708440234
raw,5,reason3,reasoning,2,0.08742364935565053,0.9962077140808105,0.9923571055333402,0.5378158995876119
raw,5,reason3,reasoning,4,0.08697532729083436,0.9962456822395325,0.9924352924426523,0.5425440489166415
raw,5,reason3,reasoning,8,0.08250159903028098,0.996624231338501,0.9931934861574467,0.5883938354784297
raw,5,rel3,related,0,0.08360321599356393,0.9965415596961975,0.9930105022755334,0.0
raw,5,rel3,related,1,0.06900837528644077,0.9976576566696167,0.9952378441403258,0.3186698032671961
raw,5,rel3,related,2,0.06178137449025362,0.998126208782196,0.9961830617660951,0.4539037876006603
raw,5,rel3,related,4,0.06049103619062031,0.9982059001922607,0.9963408345405851,0.47647662197440177
raw,5,rel3,related,8,0.05930159365953414,0.9982777237892151,0.9964833209894395,0.4968624142689849
raw,5,neg3,negative,0,0.13808743461725967,0.9905831813812256,0.980931860400824,0.0
raw,5,neg3,negative,1,0.049507950574735976,0.9988166689872742,0.9975489628298895,0.8714590294788684
raw,5,neg3,negative,2,0.049347420941549654,0.9988266825675964,0.9975648320464175,0.8722912667532742
raw,5,neg3,negative,4,0.047380764592623574,0.9989169239997864,0.9977550631466184,0.8822676516654709
raw,5,neg3,negative,8,0.046439063860122205,0.9989590048789978,0.9978434133477955,0.8869010455378822
raw,6,para3,paraphrase,0,0.07851558745543873,0.9969431161880493,0.9938353025265273,0.0
raw,6,para3,paraphrase,1,0.05845191723185011,0.9983322620391846,0.9965833733719209,0.44577545892865544
raw,6,para3,paraphrase,2,0.058233261736230744,0.998346745967865,0.9966088872275597,0.4499141625306552
raw,6,para3,paraphrase,4,0.05799405456826657,0.9983584880828857,0.996636689634733,0.45442410114368725
raw,6,para3,paraphrase,8,0.05679216892901294,0.998428463935852,0.9967746495483385,0.47680312528869895
raw,6,reason3,reasoning,0,0.13477851173485483,0.9908837676048279,0.9818347527745376,0.0
raw,6,reason3,reasoning,1,0.12340501025792681,0.9924612045288086,0.984771203443241,0.16165211693828907
raw,6,reason3,reasoning,2,0.09409503695276442,0.9956142902374268,0.9911461240208579,0.5125925967728345
raw,6,reason3,reasoning,4,0.09405091302253824,0.9956179857254028,0.991154425759627,0.5130496089271978
raw,6,reason3,reasoning,8,0.09245340234575818,0.9957689046859741,0.9914523683946933,0.5294514024931438
raw,6,rel3,related,0,0.09198737795799061,0.9957850575447083,0.9915383222964138,0.0
raw,6,rel3,related,1,0.08215386504829236,0.99666428565979,0.993250742457627,0.20237359790806364
raw,6,rel3,related,2,0.0765540013004669,0.9971110820770264,0.9941394848848881,0.30740501388757346
raw,6,rel3,related,4,0.07590864046263597,0.9971600770950317,0.9942378783031143,0.31903318718418694
raw,6,rel3,related,8,0.07480635342678528,0.9972438216209412,0.9944040094869869,0.3386665494667299
raw,6,neg3,negative,0,0.14625399035151718,0.9895429611206055,0.9786097703062583,0.0
raw,6,neg3,negative,1,0.06650169174289852,0.9978561401367188,0.9955775249953325,0.7932478955117803
raw,6,neg3,negative,2,0.06632740500629694,0.9978695511817932,0.9956006753451306,0.7943301816830657
raw,6,neg3,negative,4,0.06293620253387268,0.9980826377868652,0.9960390344106154,0.8148236065672761
raw,6,neg3,negative,8,0.06259296525005843,0.998103678226471,0.9960821207012049,0.8168379042726545
raw,7,para3,paraphrase,0,0.07780818001922649,0.9969835877418518,0.9939458871220956,0.0
raw,7,para3,paraphrase,1,0.06176809033507235,0.998123288154602,0.9961847030163583,0.36980081795859554
raw,7,para3,paraphrase,2,0.06176319456314681,0.9981239438056946,0.9961853077973549,0.36990071384899736
raw,7,para3,paraphrase,4,0.06165684329698186,0.9981306791305542,0.9961984336746514,0.37206880644344753
raw,7,para3,paraphrase,8,0.06053052275169731,0.9981995820999146,0.9963360558154063,0.39480081417609303
raw,7,reason3,reasoning,0,0.1331013794346007,0.9911357164382935,0.9822840227926064,0.0
raw,7,reason3,reasoning,1,0.12542458342133578,0.9922342300415039,0.9842686738735844,0.11202605748158567
raw,7,reason3,reasoning,2,0.10057546849268094,0.9949781894683838,0.9898845751374777,0.42902247253396175
raw,7,reason3,reasoning,4,0.09996638177231655,0.9950408339500427,0.9900067225153515,0.4359172306635182
raw,7,reason3,reasoning,8,0.09970363727655726,0.9950684309005737,0.9900591847138247,0.4388785236172793
raw,7,rel3,related,0,0.08651785938383139,0.9962789416313171,0.9925146600076395,0.0
raw,7,rel3,related,1,0.0783033061945515,0.9969713091850281,0.9938685922390023,0.1808778536104657
raw,7,rel3,related,2,0.0729248529814498,0.9973708987236023,0.9946819658176339,0.28954006260321075
raw,7,rel3,related,4,0.07196607818829256,0.9974399209022522,0.9948208835901966,0.30809870826318186
raw,7,rel3,related,8,0.0705318343714062,0.9975419044494629,0.9950252603402046,0.33540231106767027
raw,7,neg3,negative,0,0.13767251959496213,0.9907207489013672,0.9810462773483748,0.0
raw,7,neg3,negative,1,0.07960609240062476,0.9969035983085632,0.9936628700527032,0.6656524913983894
raw,7,neg3,negative,2,0.07956824996863672,0.996905505657196,0.9936688935969286,0.6659702940979471
raw,7,neg3,negative,4,0.07716018709890357,0.9970879554748535,0.9940463055268622,0.6858825792395304
raw,7,neg3,negative,8,0.07706695538904976,0.9970971345901489,0.9940606843870622,0.6866411838555926
raw,8,para3,paraphrase,0,0.07321582008018265,0.9973483085632324,0.9946394436899864,0.0
raw,8,para3,paraphrase,1,0.056460161125483514,0.9984459280967712,0.9968122502056844,0.4053322808379516
raw,8,para3,paraphrase,2,0.056447744441660286,0.9984446167945862,0.996813652147449,0.40559380999341466
raw,8,para3,paraphrase,4,0.05644261247008478,0.9984458684921265,0.9968142314975519,0.40570188648199434
raw,8,para3,paraphrase,8,0.05526737691392446,0.9985125064849854,0.9969455170490542,0.43019291761940337
raw,8,reason3,reasoning,0,0.1166459306859685,0.9931811690330505,0.9863937268544042,0.0
raw,8,reason3,reasoning,1,0.10886241665907347,0.9941365122795105,0.9881489742391463,0.12900280377733042
raw,8,reason3,reasoning,2,0.08685359787623338,0.9962615966796875,0.9924564525359536,0.4455831230693593
raw,8,reason3,reasoning,4,0.08649987454238313,0.9962923526763916,0.992517771704152,0.45008980668082854
raw,8,reason3,reasoning,8,0.08596352779708023,0.9963383674621582,0.9926102718886806,0.45688815502639124
raw,8,rel3,related,0,0.08985322335765644,0.9959984421730042,0.991926398252239,0.0
raw,8,rel3,related,1,0.08299972392899443,0.996597945690155,0.9931110458277107,0.14673098977171517
raw,8,rel3,related,2,0.07642681904333568,0.9971137046813965,0.9941589413309172,0.2765238054127809
raw,8,rel3,related,4,0.07427617411499754,0.9972751140594482,0.9944830499588385,0.31666804809991034
raw,8,rel3,related,8,0.07311949898268515,0.9973592758178711,0.9946535388685211,0.337784882321987
raw,8,neg3,negative,0,0.13790624478635094,0.9907093048095703,0.980981867648927,0.0
raw,8,neg3,negative,1,0.08506958186913537,0.9964571595191956,0.9927631662406105,0.6194771586505841
raw,8,neg3,negative,2,0.08502436779137176,0.9964590668678284,0.9927708568816775,0.6198815433149191
raw,8,neg3,negative,4,0.08336824382379428,0.996590793132782,0.9930497359217364,0.634545350467566
raw,8,neg3,negative,8,0.083295902790224,0.9965978860855103,0.9930617925783616,0.6351793491832012
raw,9,para3,paraphrase,0,0.0757127984177733,0.9971730709075928,0.9942675721557497,0.0
raw,9,para3,paraphrase,1,0.05504894319197012,0.998532235622406,0.9969696138534473,0.471360786583257
raw,9,para3,paraphrase,2,0.054996445430443686,0.9985365271568298,0.9969753909900162,0.4723685858484109
raw,9,para3,paraphrase,4,0.054982410940077754,0.9985362887382507,0.9969769344872165,0.4726378430012482
raw,9,para3,paraphrase,8,0.053321275639772334,0.9986260533332825,0.9971568415641474,0.5040219090293835
raw,9,reason3,reasoning,0,0.12767085847531914,0.9918209314346313,0.983700151896175,0.0
raw,9,reason3,reasoning,1,0.11848027736706643,0.9930273294448853,0.985962423875023,0.1387909853170416
raw,9,reason3,reasoning,2,0.09379874642043497,0.9956409335136414,0.991201795169955,0.4602278024921934
raw,9,reason3,reasoning,4,0.09361000390197062,0.9956598281860352,0.9912371671694731,0.46239788403484317
raw,9,reason3,reasoning,8,0.09233337591985231,0.9957799911499023,0.9914745476912432,0.4769612419421163
raw,9,rel3,related,0,0.08882082940208302,0.996086835861206,0.992110860264326,0.0
raw,9,rel3,related,1,0.07791312260426357,0.9970106482505798,0.993929545326053,0.2305302127560257
raw,9,rel3,related,2,0.07183643088813309,0.997464120388031,0.9948395271972544,0.3458763596985921
raw,9,rel3,related,4,0.07059533819845853,0.9975522756576538,0.9950162982246452,0.36828324223756426
raw,9,rel3,related,8,0.0694505689168004,0.9976319670677185,0.9951766184771328,0.3886049278961258
raw,9,neg3,negative,0,0.14719584885356007,0.989448606967926,0.9783333820802799,0.0
raw,9,neg3,negative,1,0.07534409714733967,0.9972436428070068,0.9943232670250522,0.7379963501465072
raw,9,neg3,negative,2,0.07525032774316831,0.9972508549690247,0.9943373881745458,0.7386480969740847
raw,9,neg3,negative,4,0.07433090713982686,0.9973118901252747,0.9944749162437705,0.7449955606038149
raw,9,neg3,negative,8,0.07422269190861802,0.9973211884498596,0.9944909920058383,0.7457375205224093
raw,10,para3,paraphrase,0,0.07636524464254793,0.9971367120742798,0.9941683494106838,0.0
raw,10,para3,paraphrase,1,0.055561667683481114,0.9984996318817139,0.9969129010842304,0.4706303355305149
raw,10,para3,paraphrase,2,0.055545428297496556,0.9985016584396362,0.9969147053952476,0.47093973524327615
raw,10,para3,paraphrase,4,0.055534215567373604,0.9985014796257019,0.9969159509013165,0.4711533121799829
raw,10,para3,paraphrase,8,0.0541542759549916,0.9985754489898682,0.9970673143957907,0.4971088272019979
raw,10,reason3,reasoning,0,0.12687569312896788,0.9919226169586182,0.983902558493044,0.0
raw,10,reason3,reasoning,1,0.11728488860784693,0.9931730031967163,0.9862442549042449,0.14547009909550346
raw,10,reason3,reasoning,2,0.09193432964192157,0.9958118200302124,0.9915480790332905,0.47495252813577515
raw,10,reason3,reasoning,4,0.09187884779763417,0.9958170652389526,0.9915582773273792,0.47558606322793673
raw,10,reason3,reasoning,8,0.09032840267687217,0.9959574341773987,0.9918407796698449,0.49313558141339386
raw,10,rel3,related,0,0.08803061207084821,0.9961539506912231,0.9922506113384318,0.0
raw,10,rel3,related,1,0.07789624776596776,0.9970072507858276,0.993932174583983,0.2169930195772174
raw,10,rel3,related,2,0.07064793048676744,0.9975450038909912,0.9950088699179369,0.3559324096343467
raw,10,rel3,related,4,0.07009435756100205,0.9975830912590027,0.9950867810381104,0.3659862504695479
raw,10,rel3,related,8,0.06807978146758054,0.9977220892906189,0.9953651433553264,0.40190680231857
raw,10,neg3,negative,0,0.15115365435813702,0.9888808727264404,0.9771525727741809,0.0
raw,10,neg3,negative,1,0.07746277447211093,0.9970739483833313,0.9939995185710829,0.73736730312741
raw,10,neg3,negative,2,0.0773870734879311,0.9970775246620178,0.9940112408569736,0.7378803712192705
raw,10,neg3,negative,4,0.07652505228675714,0.9971339702606201,0.9941439163725091,0.7436873933502176
raw,10,neg3,negative,8,0.07647093064410784,0.9971380829811096,0.9941521967664241,0.7440498146343788
raw,11,para3,paraphrase,0,0.07544693702698904,0.9972133636474609,0.9943077596932456,0.0
raw,11,para3,paraphrase,1,0.05842995891828091,0.9983528852462769,0.996585939900808,0.4002255851460016
raw,11,para3,paraphrase,2,0.058409011024626305,0.9983550310134888,0.9965883874311251,0.40065556177825534
raw,11,para3,paraphrase,4,0.05839728799992324,0.9983557462692261,0.996589756754254,0.40089612139189523
raw,11,para3,paraphrase,8,0.05753418916756039,0.9984043836593628,0.9966898170768314,0.4184744942618219
raw,11,reason3,reasoning,0,0.12537552854186093,0.9921371340751648,0.984280976842849,0.0
raw,11,reason3,reasoning,1,0.11720256134007373,0.9932103753089905,0.9862635596153263,0.12612633448378818
raw,11,reason3,reasoning,2,0.09479231330640188,0.995564341545105,0.991014417338021,0.4283625278653983
raw,11,reason3,reasoning,4,0.09446763389523533,0.9955940842628479,0.9910758661462358,0.4322716893740979
raw,11,reason3,reasoning,8,0.09263507733563361,0.9957644939422607,0.9914187424470212,0.45408455301657924
raw,11,rel3,related,0,0.08576418570124758,0.9963687658309937,0.9926445044510019,0.0
raw,11,rel3,related,1,0.07725025058744354,0.9970752596855164,0.9940323987841772,0.18868808007970417
raw,11,rel3,related,2,0.07072591579217781,0.9975546598434448,0.9949978448353578,0.3199431049856357
raw,11,rel3,related,4,0.06959994034307317,0.997636079788208,0.9951558483042406,0.34142415511091095
raw,11,rel3,related,8,0.06846600825267592,0.9977131485939026,0.9953124057139445,0.3627085687389203
raw,11,neg3,negative,0,0.14318604504073676,0.9900054335594177,0.9794977565055921,0.0
raw,11,neg3,negative,1,0.08076439587759637,0.9968278408050537,0.9934771123585269,0.6818451774191316
raw,11,neg3,negative,2,0.08071439119431213,0.9968304634094238,0.9934851870541316,0.6822390219077534
raw,11,neg3,negative,4,0.07980586871002365,0.9968966245651245,0.9936310233194384,0.6893522076109033
raw,11,neg3,negative,8,0.07971463835082448,0.996904194355011,0.9936455764325972,0.6900620378869295
raw,12,para3,paraphrase,0,0.07358272602546802,0.9973422884941101,0.9945855824306609,0.0
raw,12,para3,paraphrase,1,0.0534300519292197,0.9986165165901184,0.9971452295508408,0.4727465304255095
raw,12,para3,paraphrase,2,0.05337996169088499,0.9986178278923035,0.9971505796898796,0.47373465869050735
raw,12,para3,paraphrase,4,0.053357531284695565,0.9986182451248169,0.9971529738552027,0.47417684204493527
raw,12,para3,paraphrase,8,0.05267807113718097,0.9986550211906433,0.9972250208212661,0.48748334549442096
raw,12,reason3,reasoning,0,0.12012852532753832,0.9927625060081482,0.985569137402631,0.0
raw,12,reason3,reasoning,1,0.11144087702980618,0.9938496947288513,0.9875809309268276,0.13940919768357019
raw,12,reason3,reasoning,2,0.09006639106396447,0.9959782958030701,0.991888045200713,0.4378745730164513
raw,12,reason3,reasoning,4,0.08976962044600702,0.996006965637207,0.9919414152449798,0.44157289970390434
raw,12,reason3,reasoning,8,0.08681214609033308,0.9962657690048218,0.9924636512911906,0.4777617305992967
raw,12,rel3,related,0,0.08305653293921035,0.9965804219245911,0.9931016123361178,0.0
raw,12,rel3,related,1,0.07208607615659474,0.9974445700645447,0.9948035976243457,0.2467221865681506
raw,12,rel3,related,2,0.06659869768553277,0.9978192448616028,0.995564613466591,0.3570401158184646
raw,12,rel3,related,4,0.06561030728203558,0.9978838562965393,0.9956952875783569,0.37598281926350696
raw,12,rel3,related,8,0.06446249039826213,0.9979611039161682,0.9958445873316539,0.39762552196036804
raw,12,neg3,negative,0,0.14801765699850955,0.9893218278884888,0.9780907732166716,0.0
raw,12,neg3,negative,1,0.07501475516902072,0.9972565174102783,0.9943727865069318,0.7431578234723425
raw,12,neg3,negative,2,0.07499869653457607,0.9972596168518066,0.9943751955181146,0.743267777657696
raw,12,neg3,negative,4,0.07412419186556586,0.997314453125,0.9945056041802768,0.7492200033319241
raw,12,neg3,negative,8,0.07400754138919381,0.9973230957984924,0.9945228838175267,0.7500086955765601
raw,13,para3,paraphrase,0,0.08072908493552813,0.9967477321624756,0.9934828148454723,0.0
raw,13,para3,paraphrase,1,0.06260278335414915,0.9980508089065552,0.9960808915163135,0.3986501241316134
raw,13,para3,paraphrase,2,0.0625803881961482,0.9980518817901611,0.9960836950132194,0.39908029403463996
raw,13,para3,paraphrase,4,0.062142307453177635,0.9980794787406921,0.9961383336243947,0.40746406860599593
raw,13,para3,paraphrase,8,0.061381770018974074,0.9981245994567871,0.9962322783093378,0.4218789858924513
raw,13,reason3,reasoning,0,0.12426471729187728,0.9922482967376709,0.9845582800363698,0.0
raw,13,reason3,reasoning,1,0.11660585513148328,0.9932640194892883,0.9864030745490555,0.11946820153653603
raw,13,reason3,reasoning,2,0.09342533667769812,0.9956540465354919,0.9912717064666587,0.43475902556236534
raw,13,reason3,reasoning,4,0.09330189157976151,0.9956640601158142,0.9912947570276385,0.4362517263060727
raw,13,reason3,reasoning,8,0.09263442582226418,0.9957255125045776,0.9914188631525794,0.4442887924640728
raw,13,rel3,related,0,0.09194409452812473,0.9957705736160278,0.9915462834814033,0.0
raw,13,rel3,related,1,0.0834782879440178,0.9965240359306335,0.9930313754419356,0.175673262436165
raw,13,rel3,related,2,0.07857789615853783,0.9969174861907959,0.9938255142352981,0.2696129481390659
raw,13,rel3,related,4,0.07798090293587827,0.9969649910926819,0.9939189787773052,0.2806688976005218
raw,13,rel3,related,8,0.07621135396481346,0.9971011877059937,0.9941918295268499,0.3129447314239716
raw,13,neg3,negative,0,0.1513879487312138,0.9887968897819519,0.9770816889789554,0.0
raw,13,neg3,negative,1,0.08331323244784967,0.9965885281562805,0.9930589052990906,0.6971375990780555
raw,13,neg3,negative,2,0.08329216411924563,0.9965862035751343,0.9930624153963327,0.6972907559681449
raw,13,neg3,negative,4,0.08259587347743351,0.9966400861740112,0.9931779216844998,0.702330668728779
raw,13,neg3,negative,8,0.0823584860655323,0.9966591000556946,0.9932170797729936,0.7040392627197485
raw,14,para3,paraphrase,0,0.08410712282082526,0.9964951276779175,0.9929259918908027,0.0
raw,14,para3,paraphrase,1,0.06317765428296632,0.9980311989784241,0.996008583999302,0.43576308272763875
raw,14,para3,paraphrase,2,0.06294829170072362,0.9980462789535522,0.9960375125719606,0.4398525748242358
raw,14,para3,paraphrase,4,0.06229075791749425,0.9980877637863159,0.9961198614780641,0.4514936282174955
raw,14,para3,paraphrase,8,0.06146543997323942,0.9981386065483093,0.9962219996888961,0.4659321486793503
raw,14,reason3,reasoning,0,0.12882623020764394,0.9916658997535706,0.9834038024104871,0.0
raw,14,reason3,reasoning,1,0.11800371249593687,0.9930902123451233,0.9860751238371763,0.16095984711444689
raw,14,reason3,reasoning,2,0.09331736908429616,0.9956740736961365,0.9912918686271852,0.4752935830122065
