Question,Real Answer,Pred Answer,em,f1,glm_correct,glm_reason
Where did the producer of Julius Caesar study or work?,Clifton College,Vassar College,0.0,0.4,False,预测答案“Vassar College”与标准答案“Clifton College”是两所完全不同的学校，两者在语义上并不等价，且预测答案未包含标准答案的关键信息，因此未能正确回答问题。
Mehmet Hayri Tarhan's birthplace is the capital of what municipality?,Malko Tarnovo Municipality,Istanbul,0.0,0.0,False,预测答案“Istanbul”与标准答案“Malko Tarnovo Municipality”完全不一致。问题询问的是Mehmet Hayri Tarhan出生地所在的首府对应的市政区，标准答案明确为Malko Tarnovo Municipality，而预测答案给出了错误的地点，未包含标准答案的关键信息，语义上也不等价。
What is the performer of Heartbeat named after?,Natalie Albino,Cindy Greene,0.0,0.0,False,预测答案“Cindy Greene”与标准答案“Natalie Albino”完全不一致，没有包含标准答案的任何关键信息，因此未能正确回答问题。
The author of Elizabeth and After attended which university?,University of Toronto,University of Toronto,1.0,1.0,True,预测答案“University of Toronto”与标准答案完全一致，包含了标准答案的所有关键信息，且在语义上完全等价，准确地回答了《Elizabeth and After》作者所就读的大学。
What year did the publisher of Labyrinth end?,1986,1999,0.0,0.3333333333333333,False,预测答案给出的年份是1999年，而标准答案明确指出该出版商结束的年份是1986年。两者在关键信息上完全不一致，语义上也不等价，因此预测答案未能正确回答问题。
The food safety system of the agency that has the authority to decide if a drug is marketed otc or prescription is known as?,Food Safety Modernization Act (FSMA),OTC monograph system,0.0,0.0,False,预测答案“OTC monograph system”与标准答案“Food Safety Modernization Act (FSMA)”完全不一致，且在语义上不等价。预测答案未能包含标准答案的关键信息，因此判断为错误。
Who is the president of the newly declared independent country that has a Commission of Truth and Friendship with the country where Ambelau is located?,Francisco Guterres,Johan Henri Ferrier,0.0,0.0,False,预测答案“Johan Henri Ferrier”与标准答案“Francisco Guterres”完全不同，未包含标准答案的关键信息，因此未能正确回答问题。
Who was the British general in the battle named after the birth city of the person who recorded Mother-in-Law?,General Edward Pakenham,General Edward Pakenham,1.0,1.0,True,预测答案与标准答案完全一致，均为“General Edward Pakenham”。预测答案准确包含了标准答案中的所有关键信息，在语义上完全等价，正确地回答了所提出的问题。
Where is Sean Hampton's birth place in the state of Florida?,in Northern Florida,"Ocala, Florida",0.0,0.5,False,"预测答案“Ocala, Florida”给出了一个具体的城市，而标准答案是“in Northern Florida”这一区域信息。两者在语义上并不等价，预测答案未能包含标准答案的关键信息，因此判断为错误。"
Who is the president of the group Kim Un-yong is a member of?,Thomas Bach,Kim Jong Un,0.0,0.0,False,预测答案“Kim Jong Un”与标准答案“Thomas Bach”完全不同。问题询问的是金云龙所在组织的主席，标准答案明确为托马斯·巴赫，而预测答案给出了一个完全不同的人物，未包含标准答案的关键信息，语义上也不等价，因此判断为错误。
"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964,1.0,1.0,True,预测答案“1964”与标准答案“1964”完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了问题中所询问的征兵引入时间。
Who is the president of the new country who has jointly established a Commission on Truth and Friendship with the birth country of Satyo Husodo?,Francisco Guterres,Xanana Gusmão,0.0,0.0,False,预测答案“Xanana Gusmão”与标准答案“Francisco Guterres”是两个不同的人名，预测答案未包含标准答案的关键信息，两者在语义上不等价，因此未能正确回答问题。
Who is the spouse of the current queen of England?,Philip Mountbatten,"The spouse of the current queen of England is Prince Philip, Duke of Edinburgh.",0.0,0.10526315789473685,True,预测答案明确指出了现任英国女王的配偶是爱丁堡公爵菲利普亲王，这与标准答案中的“Philip Mountbatten”指的是同一个人，两者在语义上完全等价，正确回答了问题。
In which year did Taifa of Francisco Giner de los Rios' birthplace cease to exist?,1065,1151,0.0,0.3333333333333333,False,预测答案给出的年份是1151年，而标准答案为1065年。两者在具体年份上完全不一致，预测答案未包含标准答案的关键信息，因此判断为错误。
What did M. King Hubbert's employer announce it was in the process of doing in April 2010?,trying to find a potential buyer for all of its operations in Finland,selling its interests in four Nigerian oil fields,0.0,0.1904761904761905,False,预测答案提到的是出售四个尼日利亚油田的权益，而标准答案指出的是为其在芬兰的所有业务寻找潜在买家。两者在具体内容和语义上完全不同，预测答案未包含标准答案的关键信息。
Who did the person considered the founder of three major monotheistic religions marry after the death of Sarah?,Keturah,Abraham married Keturah after the death of Sarah.,0.0,0.33333333333333337,True,预测答案明确指出了“Abraham married Keturah after the death of Sarah”，包含了标准答案中的关键信息“Keturah”，且语义与标准答案完全一致，准确回答了问题。
In what region of the country of S-Fone is The place of birth of John Phan located?,South Central Coast,South Central Coast,1.0,1.0,True,预测答案“South Central Coast”与标准答案完全一致，包含了标准答案的所有关键信息，且在语义上完全等价，准确地回答了问题。
"Along with the Closer performer, what notable pop artist started out his career on adult contemporary radio?",Michael Bublé,Barbra Streisand,0.0,0.0,False,预测答案给出的艺术家是Barbra Streisand，而标准答案要求的是Michael Bublé。两者并非同一人物，预测答案未包含标准答案的关键信息，因此判断为错误。
The Live Life Loud album's band signed to which label?,Fair Trade Services,Fair Trade Services,1.0,1.0,True,预测答案“Fair Trade Services”与标准答案完全一致，准确包含了问题所要求的关键信息，语义上完全等价，因此正确回答了问题。
Who is the child of Sigrid Eskilsdotter's child?,Svante Stensson Sture,Gustav Vasa,0.0,0.0,False,预测答案给出的名字是“Gustav Vasa”，而标准答案明确指出Sigrid Eskilsdotter的孩子的孩子是“Svante Stensson Sture”。两者在语义上不等价，且预测答案未包含标准答案的关键信息，因此判断为错误。
What is the record label of the Metalworks Studio founder?,TML Entertainment,TML Entertainment,1.0,1.0,True,预测答案“TML Entertainment”与标准答案完全一致，包含了标准答案的全部关键信息，且在语义上完全等价，准确地回答了关于Metalworks Studio创始人唱片公司的问题。
Who is the president of the new country that jointly established a Commission of Truth and Friendship with the country that broadcasts Dahsyat?,Francisco Guterres,Susilo Bambang Yudhoyono,0.0,0.0,False,预测答案“Susilo Bambang Yudhoyono”与标准答案“Francisco Guterres”完全不同。预测答案未能包含标准答案的关键信息，两者在语义上也不等价，因此判定为错误。
How many times did the plague occur in the city where Flora's painter died?,22,3,0.0,0.0,False,预测答案给出的数字是3，而标准答案明确指出瘟疫发生了22次。两者在数值上完全不一致，且语义上也不等价，因此预测答案未能正确回答问题。
What is the seat of the county sharing a border with the county in which Valley New School is located?,Green Bay,Bourg-en-Bresse,0.0,0.0,False,预测答案“Bourg-en-Bresse”与标准答案“Green Bay”完全不同，两者在语义上没有任何等价或包含关系，未能提供问题所要求的关键信息，因此预测答案不正确。
What is the highest city in the state where Dell ranks sixth by revenue?,Fort Davis,Fort Davis,1.0,1.0,True,预测答案“Fort Davis”与标准答案完全一致，包含了标准答案的所有关键信息，在语义上完全等价，准确地回答了所提出的问题。
Who played the girlfriend of who plays marty mcfly's daughter in back to the future 2?,Claudia Wells,Elisabeth Shue played the girlfriend of who plays Marty McFly's daughter in Back to the Future 2.,0.0,0.0,False,预测答案给出的实体是“Elisabeth Shue”，而标准答案是“Claudia Wells”。两者在人物信息上完全不一致，预测答案未能包含标准答案的关键信息，因此判断为错误。
"What specific part of the book where the quote ""by the skin of your teeth"" comes from document reference for Mary?",Genesis 3:15,"The quote ""by the skin of your teeth"" does not come from the provided document references about Mary or the Immaculate Conception.",0.0,0.0,False,预测答案明确表示该引用并未出现在关于玛丽的文档参考中，这与标准答案“Genesis 3:15”相矛盾。预测答案未能包含标准答案的关键信息，且在语义上与标准答案完全不一致，因此判断为错误。
What is the seat of the county sharing a border with the county in which J. P. Hayes was born?,Green Bay,Appleton,0.0,0.0,False,预测答案“Appleton”与标准答案“Green Bay”不一致。问题询问的是特定县的县治所在地，标准答案明确给出的是Green Bay，而预测答案给出了一个完全不同的地名，未能包含标准答案的关键信息，因此判断为错误。
How many times did plague occur in the place where Venus with a Mirror's creator died?,22,3,0.0,0.0,False,预测答案给出的数字是3，而标准答案明确指出瘟疫发生的次数是22。两者在数值上完全不一致，且不满足语义等价或包含关键信息的要求，因此预测答案未能正确回答问题。
What is the source of the river Orlam clans crossed to migrate to Namibia?,Thaba Putsoa,Orange River,0.0,0.0,False,预测答案“Orange River”与标准答案“Thaba Putsoa”在语义和信息上完全不一致，没有包含标准答案的任何关键信息，因此预测答案未能正确回答问题。
"Why was Common Sense, by the same author as Rights of Man, an important work?",crystallized the rebellious demand for independence from Great Britain,"It was an important work because it was the most widely read pamphlet of the American Revolution, significantly contributing to spreading the idea of republicanism, bolstering enthusiasm for separation from Britain, and encouraging recruitment for the Continental Army.",0.0,0.16666666666666666,True,预测答案明确指出了《常识》在推动与英国分离方面的作用，即“bolstering enthusiasm for separation from Britain”，这与标准答案中“crystallized the rebellious demand for independence from Great Britain”的核心语义高度一致。两者都准确表达了该作品在凝聚独立诉求方面的重要历史意义，符合语义等价的标准。
In which county was Larkin I. Smith born?,Pearl River County,"Poplarville, Mississippi",0.0,0.0,False,"问题询问的是Larkin I. Smith出生在哪个县，标准答案明确指出是Pearl River County。预测答案给出的是城市Poplarville, Mississippi，虽然该城市位于Pearl River County内，但并未直接回答“县”这一行政单位，缺乏标准答案的关键信息，因此判断为错误。"
What movie did the person who acted in the comedy film Crime School win his only Oscar for?,The African Queen,The African Queen,1.0,1.0,True,预测答案与标准答案完全一致，均为“The African Queen”。预测答案准确包含了标准答案的关键信息，在语义上完全等价，正确地回答了所提出的问题。
with what movie did Mary Philips' husband win his only oscar?,The African Queen,The African Queen,1.0,1.0,True,预测答案与标准答案完全一致，均为“The African Queen”，准确包含了问题所要求的关键信息，语义上完全等价，因此判断为正确。
The all time top goal scorer in premier league in one season is a member of what team?,Egypt national football team,"Answer: Alan Shearer is the all-time top goal scorer in a Premier League season, and he played for Blackburn Rovers.",0.0,0.0,False,预测答案回答的是Alan Shearer在俱乐部层面效力的球队，而标准答案指的是国家队。预测答案未能包含标准答案的关键信息，两者在语义上并不等价。
Where is the province of Gonbad-e Qabus County located?,in the north-east of the country south of the Caspian Sea,"Gonbad-e Qabus County is located in Golestan province, Iran.",0.0,0.0,False,预测答案指出了Gonbad-e Qabus County位于伊朗的Golestan省，但并未包含标准答案中的关键信息，即“在该国的东北部，里海以南”。两者在地理位置的具体描述上存在明显缺失，因此预测答案未能完整且等价地回答问题。
Who wrote the song turn me on that is performed by performer of Feelin' the Same Way?,John D. Loudermilk,Norah Jones,0.0,0.0,False,预测答案“Norah Jones”是演唱歌曲《Turn Me On》和《Feelin' the Same Way》的表演者，而问题询问的是这首歌的创作者。标准答案明确指出歌曲的创作者是John D. Loudermilk，预测答案与标准答案不符，因此判断为错误。
What institute did the actor playing the voice of John Smith in Pocahontas attend?,National Institute of Dramatic Art,National Institute of Dramatic Art (NIDA),0.0,0.8,True,预测答案“National Institute of Dramatic Art (NIDA)”包含了标准答案“National Institute of Dramatic Art”的全部关键信息，括号中的简称只是对原名称的补充，两者在语义上完全等价，正确回答了问题。
Who led the muslim forces to retake the proposed embassy destination?,Abu Ubaidah,Abu Ubayda,0.0,0.5,True,预测答案“Abu Ubayda”与标准答案“Abu Ubaidah”仅存在拼写上的细微差异，属于同一个人名的不同音译或拼写方式。两者在语义上完全等价，且包含了标准答案的关键信息，因此判断为正确。
Which is the body of water near George Mills' place of birth?,River Thames,River Ravensbourne,0.0,0.0,False,预测答案“River Ravensbourne”与标准答案“River Thames”是两个不同的水体名称，预测答案未包含标准答案的关键信息，且两者在语义上不等价，因此判断为错误。
When did the party who gained control of congress in the midterm elections in 1946 take control of the determiner of rules of the US House and US Senate?,January 2015,"The Republicans took control of the determiner of rules of the US House and US Senate in the 114th Congress, which started in January 2015.",0.0,0.3157894736842105,True,预测答案明确指出了共和党在第114届国会中掌握了控制权，并准确给出了时间“January 2015”，这与标准答案完全一致，包含了关键信息且语义等价。
Who does the Nothing Suits Me Like a Suit artist play in Batman Under the Red Hood?,Nightwing / Dick Grayson,Stuart Mitchell is not associated with the movie Batman: Under the Red Hood. The artist who plays in the movie is not mentioned in the provided text.,0.0,0.0,False,预测答案未能包含标准答案中的任何关键信息（如Nightwing或Dick Grayson），并且错误地表示电影中没有提到相关演员，与标准答案在语义上完全不一致。
When was the death penalty abolished in the country near the country where the writer of The Book Thief is a citizen of?,1989,1989,1.0,1.0,True,预测答案“1989”与标准答案“1989”完全一致，包含了标准答案的关键信息，且在语义上完全等价，因此预测答案正确地回答了问题。
What is the seat of the county sharing a border with the county in which Miller Electric is headquartered?,Green Bay,Pécs,0.0,0.0,False,预测答案“Pécs”与标准答案“Green Bay”完全不一致，两者在语义上没有任何关联，且预测答案未包含标准答案的关键信息，因此判断为错误。
Who is the brother of the Nothin' My Love Can't Fix performer?,Matthew Lawrence,Alan Bruce,0.0,0.0,False,预测答案给出的名字是“Alan Bruce”，而标准答案是“Matthew Lawrence”。两者在语义上完全不同，预测答案没有包含标准答案的关键信息，因此未能正确回答该问题。
Who is the brother of the Melissa and Joey Theme Song singer?,Matthew Lawrence,Joey Lawrence,0.0,0.6666666666666666,False,预测答案“Joey Lawrence”与标准答案“Matthew Lawrence”不一致。虽然两人是兄弟关系，但问题询问的是演唱者的兄弟，标准答案明确为Matthew Lawrence，因此预测答案未能包含正确信息。
When was the last time the team that Arthur James was a member of beat the 1894-95 FA cup winner?,1 December 2010,1982,0.0,0.2222222222222222,False,预测答案“1982”与标准答案“1 December 2010”在时间信息上完全不一致，两者在语义上并不等价，因此预测答案未能正确回答问题。
Who started the foundation that developed the Free Software Directory?,Richard Stallman,Richard Stallman,1.0,1.0,True,预测答案“Richard Stallman”与标准答案完全一致，准确包含了问题所需的关键信息，语义上完全等价，正确回答了是谁创建了开发Free Software Directory的基金会。
What pantheon is the God of the underworld in ancient Egypt a part of?,ancient Egyptian religion,the Egyptian pantheon,0.0,0.20000000000000004,True,预测答案“the Egyptian pantheon”与标准答案“ancient Egyptian religion”在语义上高度等价。在神话和宗教语境中，“pantheon”（众神/神系）指代的就是某一特定宗教或文化体系中所崇拜的全部神明。因此，两者表达的核心信息完全一致，均准确回答了古埃及冥神所属的宗教体系，符合语义等价的判断标准。
Where was the president born on the fourth of July born?,Plymouth Notch,"Answer: July 4, 1872",0.0,0.0,False,"预测答案“July 4, 1872”是一个日期，而问题询问的是出生地。标准答案“Plymouth Notch”是一个地点。预测答案没有包含标准答案的关键信息，在语义上也不等价，因此是错误的。"
Who play's Marty's girlfriend in back to the future?,Claudia Wells,Elisabeth Shue,0.0,0.0,False,预测答案给出的演员是Elisabeth Shue，而标准答案为Claudia Wells。两者在语义上并不等价，且预测答案未包含标准答案的关键信息，因此判断为错误。
What is the record label for the band which performed Pythons?,Kanine Records,Sire Records,0.0,0.5,False,预测答案给出的唱片公司是“Sire Records”，而标准答案是“Kanine Records”。两者在语义上并不等价，且预测答案未包含标准答案的关键信息，因此判断为错误。
Who is the employer of the person Mach's principle was named after?,Charles University,The employer of the person Mach's principle was named after is the Royal Aircraft Establishment.,0.0,0.0,False,预测答案给出的雇主是“Royal Aircraft Establishment”，而标准答案是“Charles University”。两者在语义上完全不一致，预测答案未包含标准答案的关键信息，因此判断为错误。
What is the life expectancy of the type of retriever named after the body of water the Patuxent River turns into?,average lifespan at 9.4 years,12 to 13 years,0.0,0.3333333333333333,False,预测答案给出的寿命是“12 to 13 years”，而标准答案明确指出该寻回犬的平均寿命为“9.4 years”。两者在数值上完全不同，语义上存在根本冲突，因此预测答案未能正确回答问题。
Who is the president of the newly declared independent country that is part of the Commission of Truth and Friendship with the country where Sambas is located?,Francisco Guterres,Xanana Gusmão,0.0,0.0,False,预测答案“Xanana Gusmão”与标准答案“Francisco Guterres”是两个不同的人名，不包含标准答案的关键信息，且在语义上不等价，因此未能正确回答问题。
What is the capital of the country it is about?,Aden,Georgetown,0.0,0.0,False,预测答案给出的首都是“Georgetown”，而标准答案是“Aden”。两者在拼写和语义上完全不同，预测答案没有包含标准答案的关键信息，因此判断为错误。
The league playing in the Thursday night football game is a type of what?,sports league,football,0.0,0.0,False,预测答案“football”指的是一项体育运动，而标准答案“sports league”指的是体育联盟。两者在语义上并不等价，预测答案未能包含标准答案的关键信息，因此判断为错误。
A participant of the Battle of Brechin is an instance of?,Scottish clan,a participant in a battle,0.0,0.0,False,预测答案“a participant in a battle”只是重复了问题中的已知信息，并未提供标准答案所要求的实体类别。标准答案明确指出了该参与者属于“Scottish clan”（苏格兰氏族），预测答案缺失了这一关键信息，在语义上与标准答案不等价。
What is the symbol of the Saints from the city that is the location of Blanton's manufacturer's headquarters called?,fleur - de-lis,fleur-de-lis,0.0,0.6666666666666666,True,预测答案“fleur-de-lis”与标准答案“fleur - de-lis”在语义上完全等价，仅仅是连字符前后的空格存在细微的格式差异，包含了标准答案的所有关键信息，正确回答了问题。
What mythology is the city where Eutychides was born in a part of?,Greek mythology,Greek mythology,1.0,1.0,True,预测答案“Greek mythology”与标准答案完全一致，包含了标准答案的所有关键信息，且在语义上完全等价，准确地回答了关于Eutychides出生地所属神话体系的问题。
What is the oldest college in the state that contains Borough House Plantation?,College of Charles Towne,College of Charleston,0.0,0.5,True,预测答案“College of Charleston”与标准答案“College of Charles Towne”指代的是同一所高等学府，即位于南卡罗来纳州的查尔斯顿学院。“Charleston”和“Charles Towne”仅为该地名的不同拼写和历史称呼，两者在语义上完全等价，因此预测答案正确。
"What county shares a border with the other county, that contains the city, that is the birthplace of the performer of Never Gonna Fall in Love Again?",Cabarrus County,Candelaria,0.0,0.0,False,预测答案“Candelaria”与标准答案“Cabarrus County”完全不一致，既不包含标准答案的关键信息，在语义上也不等价，因此未能正确回答问题。
What city was the author of What We Talk About When We Talk About love born in?,Clatskanie,"Clatskanie, Oregon",0.0,0.7499999999999999,True,"预测答案“Clatskanie, Oregon”包含了标准答案“Clatskanie”的关键信息，两者在语义上完全等价。预测答案只是额外补充了该城市所在的州名，这属于合理的细节补充，不影响对问题核心事实的正确回答。"
What undertaking included the person who discovered that the number of protons in each element's atoms is unique?,Manhattan Project,Manhattan Project,1.0,1.0,True,预测答案“Manhattan Project”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了原问题。
What was the story of the character from The Bourne Deception based on?,the novel of the same name by Robert Ludlum,The story of the character from The Bourne Deception is based on the legendary Bavarian prophet Mühlhias.,0.0,0.07407407407407407,False,预测答案声称该角色的故事基于巴伐利亚先知Mühlhias，这与标准答案完全不符。标准答案明确指出故事基于罗伯特·陆德伦的同名小说，预测答案未包含任何标准答案的关键信息，语义上也不等价。
Which two features were played up the person who had the biggest net worth in 2017?,ease of use and enhanced support for Plug and Play,Bill Gates was named the richest man in the world by Forbes' annual list of the world's billionaires. This was the 16th time that the founder of Microsoft claimed the top spot.,0.0,0.10526315789473684,False,预测答案只提到了2017年最富有的人是比尔·盖茨，但并没有回答问题所问的“哪两个特征被突出强调”。预测答案完全没有包含标准答案中的关键信息“ease of use and enhanced support for Plug and Play”，因此未能正确回答问题。
"Who is one of the members of the music group that performed ""Good Little Girls""?",Aaron Benward,Tom Hanks,0.0,0.0,False,预测答案给出的信息是“Tom Hanks”，而标准答案为“Aaron Benward”。两者完全不一致，且Tom Hanks并非演唱“Good Little Girls”的音乐组合成员，因此预测答案未能正确回答问题。
How many times did plague occur in the place where Bajazet's composer was born?,22,Answer: 3,0.0,0.0,False,预测答案给出的数字是3，而标准答案明确指出 plague 发生的次数是22。两者在数值上完全不一致，且不存在任何语义上的等价关系，因此预测答案未能正确回答问题。
What year did the company that published Starship Command end?,1986,1999,0.0,0.3333333333333333,False,预测答案给出的年份是1999年，而标准答案明确指出该公司结束的年份是1986年。两者在关键信息上完全不一致，因此预测答案未能正确回答问题。
Who is the spouse of the child of Peter Andreas Heiberg?,Johanne Luise Heiberg,Baroness Gyllembourg-Ehrensvärd,0.0,0.0,False,预测答案“Baroness Gyllembourg-Ehrensvärd”与标准答案“Johanne Luise Heiberg”完全不同，且两者在语义上不等价。预测答案未包含标准答案的关键信息，因此判断为错误。
What character in A League of their Own was played by the actress who played Thelma in the movie Thelma and Louise?,Dottie Hinson,Dottie Hinson,1.0,1.0,True,预测答案“Dottie Hinson”与标准答案完全一致，准确包含了关键信息，且在语义上完全等价，正确回答了关于《红粉联盟》中角色扮演者的问题。
What is the abbreviated name of the exclusive platform of the video game named for the league with a halftime event just before the publishers clearing house sweepstakes drawing.,NES,NFL,0.0,0.0,False,预测答案“NFL”与标准答案“NES”完全不同。标准答案“NES”指的是任天堂娱乐系统，而“NFL”是国家橄榄球联盟的缩写，两者在语义上没有任何等价关系，因此预测答案未能正确回答问题。
When was the last time the sports team Alan O'Neil was a member of beat the winner of the 1894-95 FA cup?,1 December 2010,2022–23 EFL Cup,0.0,0.26666666666666666,False,预测答案“2022–23 EFL Cup”是一个赛事名称，而问题询问的是具体的时间。标准答案为“1 December 2010”，预测答案完全没有包含标准答案的关键信息，且语义上完全不一致。
Who is the spouse of the person who plays Batman in the Lego Batman Movie?,Amy Poehler,Tara Strong,0.0,0.0,False,预测答案给出的名字是“Tara Strong”，而标准答案是“Amy Poehler”。两者是完全不同的人，预测答案没有包含标准答案的关键信息，在语义上也不等价，因此判断为错误。
By how much of the population of the region where Baton a feu originated reduced by the black death?,30% to 65%,"The population of the region where Bâton à feu originated, which is Europe, was reduced by an estimated one-third to one-half during the Black Death.",0.0,0.06666666666666667,True,预测答案中的“one-third to one-half”在数学比例上等价于标准答案中的“30% to 65%”，两者在语义上完全一致，准确回答了该地区人口因黑死病减少的比例。
When did the explorer reach the headquarters location of the group Con-Test's record label is part of?,"August 3, 1769",1769,0.0,0.5454545454545454,True,"预测答案“1769”包含了标准答案“August 3, 1769”中的核心年份信息。在许多自然语言处理任务中，对于时间实体的提取，年份通常被视为最关键的要素。预测答案准确给出了该事件发生的关键年份，在语义上与标准答案基本一致，符合包含关键信息的判断标准。"
What is the name of the castle in the city where the performers of Spirit If.. became a band?,Casa Loma,Casa Loma,1.0,1.0,True,预测答案与标准答案完全一致，均为“Casa Loma”。它包含了标准答案的所有关键信息，且在语义上完全等价，准确地回答了问题中所询问的城堡名称。
Who wrote a book about growing up in the same nationality as the man who produced The Wild Women of Chastity Gulch?,Min Zhou,Shirley Temple,0.0,0.0,False,预测答案“Shirley Temple”与标准答案“Min Zhou”完全不一致，没有包含标准答案的任何关键信息，两者在语义上也不等价，因此未能正确回答问题。
Who is the spouse of the actor of Ethan in A Dog's Purpose?,Meg Ryan,Peggy Lipton,0.0,0.0,False,预测答案给出的名字是Peggy Lipton，而标准答案是Meg Ryan。两者在语义上完全不同，且预测答案未包含标准答案的任何关键信息，因此判断为错误。
