example_id,query_idx,label,query,smart_selected_count
35,7,control_other_example_39,Who founded the Janatha Vimukthi Peramuna political party?,406
36,0,control_other_example_37,Who were the parents of Nannina de' Medici?,488
36,1,control_other_example_37,"Based on Nannina de' Medici's parents Piero di Cosimo de' Medici and Lucrezia Tornabuoni, who were her siblings?",488
36,2,control_other_example_38,Where is NRHEG High School located?,488
36,3,control_other_example_38,"Which county is New Richland, Minnesota located in?",488
36,4,control_other_example_39,What is the name of the political party of Dimuthu Bandara Abayakoon?,488
36,5,control_other_example_39,Who founded the Janatha Vimukthi Peramuna political party?,488
36,6,control_other_example_40,Where did Larry Alcala study?,488
36,7,control_other_example_40,When did military instruction begin at the University of the Philippines?,488
37,0,control_other_example_38,Where is NRHEG High School located?,259
37,1,control_other_example_38,"Which county is New Richland, Minnesota located in?",259
37,2,control_other_example_39,What is the name of the political party of Dimuthu Bandara Abayakoon?,259
37,3,control_other_example_39,Who founded the Janatha Vimukthi Peramuna political party?,259
37,4,control_other_example_40,Where did Larry Alcala study?,259
37,5,control_other_example_40,When did military instruction begin at the University of the Philippines?,259
37,6,control_other_example_43,Where is Cedar Springs located?,259
37,7,control_other_example_43,"Which counties share a border with Falls County, Texas?",259
38,0,control_other_example_39,What is the name of the political party of Dimuthu Bandara Abayakoon?,304
38,1,control_other_example_39,Who founded the Janatha Vimukthi Peramuna political party?,304
38,2,control_other_example_40,Where did Larry Alcala study?,304
38,3,control_other_example_40,When did military instruction begin at the University of the Philippines?,304
38,4,control_other_example_43,Where is Cedar Springs located?,304
38,5,control_other_example_43,"Which counties share a border with Falls County, Texas?",304
38,6,control_other_example_44,Where is Bancroft located?,304
38,7,control_other_example_44,"Which county is Bancroft, Ontario located in?",304
39,0,control_other_example_40,Where did Larry Alcala study?,339
39,1,control_other_example_40,When did military instruction begin at the University of the Philippines?,339
39,2,control_other_example_43,Where is Cedar Springs located?,339
39,3,control_other_example_43,"Which counties share a border with Falls County, Texas?",339
39,4,control_other_example_44,Where is Bancroft located?,339
39,5,control_other_example_44,"Which county is Bancroft, Ontario located in?",339
39,6,control_other_example_44,Which counties border Hastings County in Ontario?,339
39,7,control_other_example_45,Who is Empress Wang's husband?,339
40,0,control_other_example_43,Where is Cedar Springs located?,403
40,1,control_other_example_43,"Which counties share a border with Falls County, Texas?",403
40,2,control_other_example_44,Where is Bancroft located?,403
40,3,control_other_example_44,"Which county is Bancroft, Ontario located in?",403
40,4,control_other_example_44,Which counties border Hastings County in Ontario?,403
40,5,control_other_example_45,Who is Empress Wang's husband?,403
40,6,control_other_example_45,Who was the father of Yang Pu (Emperor Rui of Wu)?,403
40,7,control_other_example_46,Who was the king of England in 1951?,403
43,0,control_other_example_44,Where is Bancroft located?,292
43,1,control_other_example_44,"Which county is Bancroft, Ontario located in?",292
43,2,control_other_example_44,Which counties border Hastings County in Ontario?,292
43,3,control_other_example_45,Who is Empress Wang's husband?,292
43,4,control_other_example_45,Who was the father of Yang Pu (Emperor Rui of Wu)?,292
43,5,control_other_example_46,Who was the king of England in 1951?,292
43,6,control_other_example_46,Which actor played King George VI in the film 'The King's Speech'?,292
43,7,control_other_example_50,Who is John's eldest son?,292
44,0,control_other_example_45,Who is Empress Wang's husband?,466
44,1,control_other_example_45,Who was the father of Yang Pu (Emperor Rui of Wu)?,466
44,2,control_other_example_46,Who was the king of England in 1951?,466
44,3,control_other_example_46,Which actor played King George VI in the film 'The King's Speech'?,466
44,4,control_other_example_50,Who is John's eldest son?,466
44,5,control_other_example_50,When was John's eldest son crowned?,466
44,6,control_other_example_50,When was John's eldest son crowned?,466
44,7,control_other_example_50,When was John's eldest son crowned?,466
45,0,control_other_example_46,Who was the king of England in 1951?,503
45,1,control_other_example_46,Which actor played King George VI in the film 'The King's Speech'?,503
45,2,control_other_example_50,Who is John's eldest son?,503
45,3,control_other_example_50,When was John's eldest son crowned?,503
45,4,control_other_example_50,When was John's eldest son crowned?,503
45,5,control_other_example_50,When was John's eldest son crowned?,503
45,6,control_other_example_51,Who played Thelma in Thelma and Louise?,503
45,7,control_other_example_51,What character did Geena Davis play in the movie A League of Their Own?,503
46,0,control_other_example_50,Who is John's eldest son?,453
46,1,control_other_example_50,When was John's eldest son crowned?,453
46,2,control_other_example_50,When was John's eldest son crowned?,453
46,3,control_other_example_50,When was John's eldest son crowned?,453
46,4,control_other_example_51,Who played Thelma in Thelma and Louise?,453
46,5,control_other_example_51,What character did Geena Davis play in the movie A League of Their Own?,453
46,6,control_other_example_52,Who played Thelma in Thelma and Louise?,453
46,7,control_other_example_52,Which character did Geena Davis play in the film A League of Their Own?,453
50,0,control_other_example_51,Who played Thelma in Thelma and Louise?,451
50,1,control_other_example_51,What character did Geena Davis play in the movie A League of Their Own?,451
50,2,control_other_example_52,Who played Thelma in Thelma and Louise?,451
50,3,control_other_example_52,Which character did Geena Davis play in the film A League of Their Own?,451
50,4,control_other_example_52,Who played the husband of Dottie Hinson in the film A League of Their Own?,451
50,5,control_other_example_53,Who is Chiang Hsiao-wen's father?,451
50,6,control_other_example_54,Who played Thelma in the movie 'Thelma and Louise'?,451
50,7,control_other_example_54,Which character did Geena Davis play in the movie 'A League of Their Own'?,451
51,0,control_other_example_52,Who played Thelma in Thelma and Louise?,342
51,1,control_other_example_52,Which character did Geena Davis play in the film A League of Their Own?,342
51,2,control_other_example_52,Who played the husband of Dottie Hinson in the film A League of Their Own?,342
51,3,control_other_example_53,Who is Chiang Hsiao-wen's father?,342
51,4,control_other_example_54,Who played Thelma in the movie 'Thelma and Louise'?,342
51,5,control_other_example_54,Which character did Geena Davis play in the movie 'A League of Their Own'?,342
51,6,control_other_example_55,"Movies starring Preity Zinta, Madhuri Dixit, and Ajay Devgn",342
51,7,control_other_example_56,Where is Bansaan Island located?,342
52,0,control_other_example_53,Who is Chiang Hsiao-wen's father?,625
52,1,control_other_example_54,Who played Thelma in the movie 'Thelma and Louise'?,625
52,2,control_other_example_54,Which character did Geena Davis play in the movie 'A League of Their Own'?,625
52,3,control_other_example_55,"Movies starring Preity Zinta, Madhuri Dixit, and Ajay Devgn",625
52,4,control_other_example_56,Where is Bansaan Island located?,625
52,5,control_other_example_57,Where was Ernie Watts born?,625
52,6,control_other_example_58,Where was James Finch born?,625
52,7,control_other_example_58,"Which county is Lynn Haven, Florida located in?",625
53,0,control_other_example_54,Who played Thelma in the movie 'Thelma and Louise'?,253
53,1,control_other_example_54,Which character did Geena Davis play in the movie 'A League of Their Own'?,253
53,2,control_other_example_55,"Movies starring Preity Zinta, Madhuri Dixit, and Ajay Devgn",253
53,3,control_other_example_56,Where is Bansaan Island located?,253
53,4,control_other_example_57,Where was Ernie Watts born?,253
53,5,control_other_example_58,Where was James Finch born?,253
53,6,control_other_example_58,"Which county is Lynn Haven, Florida located in?",253
53,7,control_other_example_59,Who starred in the movie No Escape?,253
54,0,control_other_example_55,"Movies starring Preity Zinta, Madhuri Dixit, and Ajay Devgn",427
54,1,control_other_example_56,Where is Bansaan Island located?,427
54,2,control_other_example_57,Where was Ernie Watts born?,427
54,3,control_other_example_58,Where was James Finch born?,427
54,4,control_other_example_58,"Which county is Lynn Haven, Florida located in?",427
54,5,control_other_example_59,Who starred in the movie No Escape?,427
54,6,control_other_example_59,"Which of the actors from No Escape (Valerie Hobson, Leslie Perrins, or Robert Cochran) was married and to whom?",427
54,7,control_other_example_60,Who is the father of Chian Hsiao-chang?,427
55,0,control_other_example_56,Where is Bansaan Island located?,273
55,1,control_other_example_57,Where was Ernie Watts born?,273
55,2,control_other_example_58,Where was James Finch born?,273
55,3,control_other_example_58,"Which county is Lynn Haven, Florida located in?",273
55,4,control_other_example_59,Who starred in the movie No Escape?,273
55,5,control_other_example_59,"Which of the actors from No Escape (Valerie Hobson, Leslie Perrins, or Robert Cochran) was married and to whom?",273
55,6,control_other_example_60,Who is the father of Chian Hsiao-chang?,273
55,7,control_other_example_60,What are all the children of Chiang Ching-kuo?,273
56,0,control_other_example_57,Where was Ernie Watts born?,250
56,1,control_other_example_58,Where was James Finch born?,250
56,2,control_other_example_58,"Which county is Lynn Haven, Florida located in?",250
56,3,control_other_example_59,Who starred in the movie No Escape?,250
56,4,control_other_example_59,"Which of the actors from No Escape (Valerie Hobson, Leslie Perrins, or Robert Cochran) was married and to whom?",250
56,5,control_other_example_60,Who is the father of Chian Hsiao-chang?,250
56,6,control_other_example_60,What are all the children of Chiang Ching-kuo?,250
56,7,control_other_example_63,Where was Snappy Tomato Pizza founded?,250
57,0,control_other_example_58,Where was James Finch born?,206
57,1,control_other_example_58,"Which county is Lynn Haven, Florida located in?",206
57,2,control_other_example_59,Who starred in the movie No Escape?,206
57,3,control_other_example_59,"Which of the actors from No Escape (Valerie Hobson, Leslie Perrins, or Robert Cochran) was married and to whom?",206
57,4,control_other_example_60,Who is the father of Chian Hsiao-chang?,206
57,5,control_other_example_60,What are all the children of Chiang Ching-kuo?,206
57,6,control_other_example_63,Where was Snappy Tomato Pizza founded?,206
57,7,control_other_example_63,"Which county is Fort Mitchell, Kentucky located in?",206
58,0,control_other_example_59,Who starred in the movie No Escape?,417
58,1,control_other_example_59,"Which of the actors from No Escape (Valerie Hobson, Leslie Perrins, or Robert Cochran) was married and to whom?",417
58,2,control_other_example_60,Who is the father of Chian Hsiao-chang?,417
58,3,control_other_example_60,What are all the children of Chiang Ching-kuo?,417
58,4,control_other_example_63,Where was Snappy Tomato Pizza founded?,417
58,5,control_other_example_63,"Which county is Fort Mitchell, Kentucky located in?",417
58,6,control_other_example_64,Who is the publisher of In the Shadow of Greatness?,417
58,7,control_other_example_64,Where are the headquarters of the United States Naval Institute located?,417
59,0,control_other_example_60,Who is the father of Chian Hsiao-chang?,404
59,1,control_other_example_60,What are all the children of Chiang Ching-kuo?,404
59,2,control_other_example_63,Where was Snappy Tomato Pizza founded?,404
59,3,control_other_example_63,"Which county is Fort Mitchell, Kentucky located in?",404
59,4,control_other_example_64,Who is the publisher of In the Shadow of Greatness?,404
59,5,control_other_example_64,Where are the headquarters of the United States Naval Institute located?,404
59,6,control_other_example_66,Who was the socialist candidate in the 1912 US presidential election?,404
59,7,control_other_example_68,Where was Lloyd Dane born?,404
60,0,control_other_example_63,Where was Snappy Tomato Pizza founded?,380
60,1,control_other_example_63,"Which county is Fort Mitchell, Kentucky located in?",380
60,2,control_other_example_64,Who is the publisher of In the Shadow of Greatness?,380
60,3,control_other_example_64,Where are the headquarters of the United States Naval Institute located?,380
60,4,control_other_example_66,Who was the socialist candidate in the 1912 US presidential election?,380
60,5,control_other_example_68,Where was Lloyd Dane born?,380
60,6,control_other_example_68,"Which county does Eldon, Missouri belong to?",380
60,7,control_other_example_71,What creature do annelid larvae live like?,380
63,0,control_other_example_64,Who is the publisher of In the Shadow of Greatness?,428
63,1,control_other_example_64,Where are the headquarters of the United States Naval Institute located?,428
63,2,control_other_example_66,Who was the socialist candidate in the 1912 US presidential election?,428
63,3,control_other_example_68,Where was Lloyd Dane born?,428
63,4,control_other_example_68,"Which county does Eldon, Missouri belong to?",428
63,5,control_other_example_71,What creature do annelid larvae live like?,428
63,6,control_other_example_71,Which character in Spongebob Squarepants has the same name as the creature that annelid larvae live like (plankton)?,428
63,7,control_other_example_72,Who performed the song Full Cooperation?,428
64,0,control_other_example_66,Who was the socialist candidate in the 1912 US presidential election?,360
64,1,control_other_example_68,Where was Lloyd Dane born?,360
64,2,control_other_example_68,"Which county does Eldon, Missouri belong to?",360
64,3,control_other_example_71,What creature do annelid larvae live like?,360
64,4,control_other_example_71,Which character in Spongebob Squarepants has the same name as the creature that annelid larvae live like (plankton)?,360
64,5,control_other_example_72,Who performed the song Full Cooperation?,360
64,6,control_other_example_72,Who are the members of the American hip hop group Def Squad?,360
64,7,control_other_example_74,Who is Anil Devgan's sibling?,360
66,0,control_other_example_68,Where was Lloyd Dane born?,261
66,1,control_other_example_68,"Which county does Eldon, Missouri belong to?",261
66,2,control_other_example_71,What creature do annelid larvae live like?,261
66,3,control_other_example_71,Which character in Spongebob Squarepants has the same name as the creature that annelid larvae live like (plankton)?,261
66,4,control_other_example_72,Who performed the song Full Cooperation?,261
66,5,control_other_example_72,Who are the members of the American hip hop group Def Squad?,261
66,6,control_other_example_74,Who is Anil Devgan's sibling?,261
66,7,control_other_example_74,Which films feature Ajay Devgan?,261
68,0,control_other_example_71,What creature do annelid larvae live like?,365
68,1,control_other_example_71,Which character in Spongebob Squarepants has the same name as the creature that annelid larvae live like (plankton)?,365
68,2,control_other_example_72,Who performed the song Full Cooperation?,365
68,3,control_other_example_72,Who are the members of the American hip hop group Def Squad?,365
68,4,control_other_example_74,Who is Anil Devgan's sibling?,365
68,5,control_other_example_74,Which films feature Ajay Devgan?,365
68,6,control_other_example_75,Who was the candidate that received a million votes in the 1920 election while in prison?,365
68,7,control_other_example_77,Where did Richard Feynman work on the Water Boiler reactor?,365
71,0,control_other_example_72,Who performed the song Full Cooperation?,630
71,1,control_other_example_72,Who are the members of the American hip hop group Def Squad?,630
71,2,control_other_example_74,Who is Anil Devgan's sibling?,630
71,3,control_other_example_74,Which films feature Ajay Devgan?,630
71,4,control_other_example_75,Who was the candidate that received a million votes in the 1920 election while in prison?,630
71,5,control_other_example_77,Where did Richard Feynman work on the Water Boiler reactor?,630
71,6,control_other_example_77,Which atomic bomb development project took place at Los Alamos and who was its director?,630
71,7,control_other_example_78,Who is the author of Missing Person?,630
72,0,control_other_example_74,Who is Anil Devgan's sibling?,513
72,1,control_other_example_74,Which films feature Ajay Devgan?,513
72,2,control_other_example_75,Who was the candidate that received a million votes in the 1920 election while in prison?,513
72,3,control_other_example_77,Where did Richard Feynman work on the Water Boiler reactor?,513
72,4,control_other_example_77,Which atomic bomb development project took place at Los Alamos and who was its director?,513
72,5,control_other_example_78,Who is the author of Missing Person?,513
72,6,control_other_example_78,What award did Patrick Modiano receive?,513
