dataset,method,rate,segment,source_csv,source_row,Question,Real Answer,Pred Answer,Predicted_Clean,Rejudge_Correct,Rejudge_Reason,Rejudge_Raw
2wikimqa-v2,offline3b_freq_boundary2,0.15,seg_0_50,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/2wikimqa-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,10,"Which film has the director who was born earlier, The Secret Invasion or The House Of The Seven Hawks?",The House Of The Seven Hawks,The House of the Seven Hawks,The House of the Seven Hawks,True,预测答案“The House of the Seven Hawks”与标准答案“The House Of The Seven Hawks”在语义上完全等价，唯一的区别仅在于大小写的细微差异，包含了标准答案的全部关键信息，正确回答了问题。,"判断: 正确
原因: 预测答案“The House of the Seven Hawks”与标准答案“The House Of The Seven Hawks”在语义上完全等价，唯一的区别仅在于大小写的细微差异，包含了标准答案的全部关键信息，正确回答了问题。"
2wikimqa-v2,offline3b_freq_boundary2,0.15,seg_0_50,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/2wikimqa-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,11,"Who is the paternal grandmother of Marie Of Brabant, Queen Of France?",Marie of Hohenstaufen,Margaret of Burgundy,Margaret of Burgundy,False,预测答案给出的“Margaret of Burgundy”与标准答案“Marie of Hohenstaufen”完全不一致，两者在语义上不等价，且预测答案未包含标准答案的任何关键信息，因此未能正确回答问题。,"判断: 错误
原因: 预测答案给出的“Margaret of Burgundy”与标准答案“Marie of Hohenstaufen”完全不一致，两者在语义上不等价，且预测答案未包含标准答案的任何关键信息，因此未能正确回答问题。"
2wikimqa-v2,offline3b_freq_boundary2,0.15,seg_0_50,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/2wikimqa-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,12,"Who is Renaud Ii, Count Of Soissons's uncle?","Guy II, Count of Soissons","John I, Count of Soissons","John I, Count of Soissons",False,"预测答案给出的名字是“John I, Count of Soissons”，而标准答案是“Guy II, Count of Soissons”。两者指代的是完全不同的历史人物，在语义上并不等价，因此预测答案未能正确回答问题。","判断: 错误
原因: 预测答案给出的名字是“John I, Count of Soissons”，而标准答案是“Guy II, Count of Soissons”。两者指代的是完全不同的历史人物，在语义上并不等价，因此预测答案未能正确回答问题。"
2wikimqa-v2,offline3b_freq_boundary2,0.15,seg_0_50,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/2wikimqa-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,13,When did William Le Poer Trench's father die?,26 April 1872,1872,1872,False,标准答案明确指出了威廉·勒·波尔·特伦奇的父亲去世的具体日期为1872年4月26日，而预测答案仅给出了年份1872，缺失了关键的月份和日期信息，导致两者在语义上并不等价，因此判断为错误。,"判断: 错误
原因: 标准答案明确指出了威廉·勒·波尔·特伦奇的父亲去世的具体日期为1872年4月26日，而预测答案仅给出了年份1872，缺失了关键的月份和日期信息，导致两者在语义上并不等价，因此判断为错误。"
2wikimqa-v2,offline3b_freq_boundary2,0.15,seg_0_50,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/2wikimqa-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,14,Which country the director of film Renegade Force is from?,America,"Martin Kunert, the director of the film Renegade Force, is from Poland.","Martin Kunert, the director of the film Renegade Force, is from Poland.",False,预测答案指出导演Martin Kunert来自波兰，而标准答案明确指出其来自美国。两者在导演国籍这一核心信息上存在直接冲突，语义上并不等价，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案指出导演Martin Kunert来自波兰，而标准答案明确指出其来自美国。两者在导演国籍这一核心信息上存在直接冲突，语义上并不等价，因此预测答案未能正确回答问题。"
2wikimqa-v2,offline3b_freq_boundary2,0.15,seg_0_50,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/2wikimqa-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,15,Who is the spouse of the director of film Emergency Wedding?,Ona Munson,Barbara Hale,Barbara Hale,False,预测答案“Barbara Hale”与标准答案“Ona Munson”完全不同，没有包含标准答案的关键信息，且两者在语义上并不等价，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案“Barbara Hale”与标准答案“Ona Munson”完全不同，没有包含标准答案的关键信息，且两者在语义上并不等价，因此预测答案未能正确回答问题。"
2wikimqa-v2,offline3b_freq_boundary2,0.15,seg_0_50,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/2wikimqa-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,16,"Which film came out earlier, Indradhanura Chhai or The Death Of Black King?",The Death Of Black King,The Death Of Black King,The Death Of Black King,True,预测答案明确指出了“The Death Of Black King”，这与标准答案完全一致。预测答案准确地包含了标准答案的关键信息，且在语义上完全等价，因此正确地回答了哪部电影上映更早的问题。,"判断: 正确
原因: 预测答案明确指出了“The Death Of Black King”，这与标准答案完全一致。预测答案准确地包含了标准答案的关键信息，且在语义上完全等价，因此正确地回答了哪部电影上映更早的问题。"
2wikimqa-v2,offline3b_freq_boundary2,0.15,seg_0_50,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/2wikimqa-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,17,Do both films The Reincarnation Of Golden Lotus and I'Ll Get By (Film) have the directors from the same country?,no,no,no,True,预测答案“no”与标准答案“no”完全一致，准确地包含了标准答案的关键信息，且在语义上完全等价，正确地回答了关于两部电影导演是否来自同一个国家的问题。,"判断: 正确
原因: 预测答案“no”与标准答案“no”完全一致，准确地包含了标准答案的关键信息，且在语义上完全等价，正确地回答了关于两部电影导演是否来自同一个国家的问题。"
2wikimqa-v2,offline3b_freq_boundary2,0.15,seg_0_50,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/2wikimqa-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,18,"Are both villages, Rhosgoch and Qaleh-Ye Sahar, located in the same country?",no,yes,yes,False,预测答案为“yes”，而标准答案为“no”。两者在语义上完全相反，预测答案没有包含标准答案的关键信息，因此未能正确回答这两个村庄是否位于同一个国家的问题。,"判断: 错误
原因: 预测答案为“yes”，而标准答案为“no”。两者在语义上完全相反，预测答案没有包含标准答案的关键信息，因此未能正确回答这两个村庄是否位于同一个国家的问题。"
2wikimqa-v2,offline3b_freq_boundary2,0.15,seg_0_50,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/2wikimqa-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,19,Where was the director of film Kanneshwara Rama born?,Mysore,Mysore,Mysore,True,预测答案与标准答案完全一致，均为“Mysore”。预测答案准确包含了标准答案的关键信息，在语义上完全等价，正确地回答了导演的出生地问题。,"判断: 正确
原因: 预测答案与标准答案完全一致，均为“Mysore”。预测答案准确包含了标准答案的关键信息，在语义上完全等价，正确地回答了导演的出生地问题。"
2wikimqa-v2,offline3b_freq_boundary2,0.15,seg_0_50,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/2wikimqa-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,20,Where was the place of death of Randi Monsen's father?,Kristiania,Answer: The place of death of Randi Monsen's father is not explicitly mentioned in the provided passages.,The place of death of Randi Monsen's father is not explicitly mentioned in the provided passages.,False,预测答案表示无法从提供的段落中找到死亡地点，未能给出具体的地名。而标准答案明确指出死亡地点为“Kristiania”。预测答案没有包含标准答案的关键信息，两者在语义上完全不一致，因此判断为错误。,"判断: 错误
原因: 预测答案表示无法从提供的段落中找到死亡地点，未能给出具体的地名。而标准答案明确指出死亡地点为“Kristiania”。预测答案没有包含标准答案的关键信息，两者在语义上完全不一致，因此判断为错误。"
2wikimqa-v2,offline3b_freq_boundary2,0.15,seg_0_50,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/2wikimqa-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,21,Where did the performer of song I'Ll Say It graduate from?,Lee Strasberg Theatre and Film Institute,Kathy Griffin graduated from the Lee Strasberg Theatre and Film Institute in Los Angeles.,Kathy Griffin graduated from the Lee Strasberg Theatre and Film Institute in Los Angeles.,True,预测答案明确指出了表演者从“Lee Strasberg Theatre and Film Institute”毕业，包含了标准答案中的核心关键信息。虽然预测答案增加了表演者姓名和地点等额外细节，但在回答问题核心语义上与标准答案完全等价，因此判断为正确。,"判断: 正确
原因: 预测答案明确指出了表演者从“Lee Strasberg Theatre and Film Institute”毕业，包含了标准答案中的核心关键信息。虽然预测答案增加了表演者姓名和地点等额外细节，但在回答问题核心语义上与标准答案完全等价，因此判断为正确。"
2wikimqa-v2,offline3b_freq_boundary2,0.15,seg_0_50,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/2wikimqa-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,22,"Which film has the director who was born first, Hell Up In Harlem or The Soviet Story?",Hell Up In Harlem,Hell Up In Harlem,Hell Up In Harlem,True,预测答案与标准答案完全一致，均为“Hell Up In Harlem”。预测答案准确包含了标准答案的关键信息，且在语义上完全等价，符合所有的判断标准，因此判断为正确。,"判断: 正确
原因: 预测答案与标准答案完全一致，均为“Hell Up In Harlem”。预测答案准确包含了标准答案的关键信息，且在语义上完全等价，符合所有的判断标准，因此判断为正确。"
2wikimqa-v2,offline3b_freq_boundary2,0.15,seg_0_50,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/2wikimqa-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,23,"Who was born first, Cipriano Castro or Damir Nikšić?",Cipriano Castro,Cipriano Castro,Cipriano Castro,True,预测答案与标准答案完全一致，均为“Cipriano Castro”。预测答案准确包含了标准答案的关键信息，且在语义上完全等价，正确地回答了关于谁先出生的问题。,"判断: 正确
原因: 预测答案与标准答案完全一致，均为“Cipriano Castro”。预测答案准确包含了标准答案的关键信息，且在语义上完全等价，正确地回答了关于谁先出生的问题。"
2wikimqa-v2,offline3b_freq_boundary2,0.15,seg_0_50,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/2wikimqa-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,24,"Which film has the director who died first, The Year Of The Rabbit or Monster On The Campus?",Monster On The Campus,Monster on the Campus,Monster on the Campus,True,预测答案“Monster on the Campus”与标准答案“Monster On The Campus”在语义上完全等价，仅仅是首字母大小写的措辞细微差异，包含了标准答案的关键信息，正确回答了问题。,"判断: 正确
原因: 预测答案“Monster on the Campus”与标准答案“Monster On The Campus”在语义上完全等价，仅仅是首字母大小写的措辞细微差异，包含了标准答案的关键信息，正确回答了问题。"
2wikimqa-v2,offline3b_freq_boundary2,0.15,seg_0_50,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/2wikimqa-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,25,"Who is younger, Guy Arvely Dolsin or Altuğ Çelikbilek?",Altuğ Çelikbilek,Altuğ Çelikbilek,Altuğ Çelikbilek,True,预测答案与标准答案完全一致，均明确指出了Altuğ Çelikbilek是两人中较年轻的一位，准确回答了问题，符合所有判断标准。,"判断: 正确
原因: 预测答案与标准答案完全一致，均明确指出了Altuğ Çelikbilek是两人中较年轻的一位，准确回答了问题，符合所有判断标准。"
2wikimqa-v2,offline3b_freq_boundary2,0.15,seg_0_50,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/2wikimqa-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,26,"Which song came out first, Joel The Lump Of Coal or Jugband Blues?",Jugband Blues,Jugband Blues,Jugband Blues,True,预测答案与标准答案完全一致，均为“Jugband Blues”，准确包含了标准答案的关键信息，语义完全等价，因此正确回答了哪首歌最先发行的问题。,"判断: 正确
原因: 预测答案与标准答案完全一致，均为“Jugband Blues”，准确包含了标准答案的关键信息，语义完全等价，因此正确回答了哪首歌最先发行的问题。"
2wikimqa-v2,offline3b_freq_boundary2,0.15,seg_0_50,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/2wikimqa-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,27,Are both Open Mobile and Primestar located in the same country?,yes,no,no,False,预测答案为“no”，而标准答案为“yes”。两者在语义上完全相反，预测答案没有包含标准答案的关键信息，因此未能正确回答问题。,"判断: 错误
原因: 预测答案为“no”，而标准答案为“yes”。两者在语义上完全相反，预测答案没有包含标准答案的关键信息，因此未能正确回答问题。"
2wikimqa-v2,offline3b_freq_boundary2,0.15,seg_0_50,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/2wikimqa-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,28,Who is the paternal grandfather of Baldwin I Rátót?,Leustach Rátót,Rathold Rátót,Rathold Rátót,False,预测答案“Rathold Rátót”与标准答案“Leustach Rátót”指代的是不同的人物。在历史记载中，Leustach Rátót 才是 Baldwin I Rátót 的祖父，而 Rathold Rátót 是该家族的先祖之一，并非其直系祖父。因此，预测答案未包含标准答案的关键信息，在语义上不等价。,"判断: 错误
原因: 预测答案“Rathold Rátót”与标准答案“Leustach Rátót”指代的是不同的人物。在历史记载中，Leustach Rátót 才是 Baldwin I Rátót 的祖父，而 Rathold Rátót 是该家族的先祖之一，并非其直系祖父。因此，预测答案未包含标准答案的关键信息，在语义上不等价。"
2wikimqa-v2,offline3b_freq_boundary2,0.15,seg_0_50,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/2wikimqa-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,29,What is the place of birth of Ratna Malla's father?,Nepal,Belfast,Belfast,False,预测答案给出的出生地是“Belfast”（贝尔法斯特），而标准答案是“Nepal”（尼泊尔）。两者在语义上完全不同，且预测答案未包含标准答案的任何关键信息，因此判断为错误。,"判断: 错误
原因: 预测答案给出的出生地是“Belfast”（贝尔法斯特），而标准答案是“Nepal”（尼泊尔）。两者在语义上完全不同，且预测答案未包含标准答案的任何关键信息，因此判断为错误。"
2wikimqa-v2,offline3b_freq_boundary2,0.15,seg_0_50,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/2wikimqa-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,30,"Who is Archibald Acheson, 4Th Earl Of Gosford's paternal grandfather?","Archibald Acheson, 2nd Earl of Gosford","Archibald Acheson, 4th Earl of Gosford's paternal grandfather is Arthur Acheson, 1st Earl of Gosford.","Archibald Acheson, 4th Earl of Gosford's paternal grandfather is Arthur Acheson, 1st Earl of Gosford.",False,"预测答案给出的祖父是Arthur Acheson, 1st Earl of Gosford，而标准答案明确指出其祖父是Archibald Acheson, 2nd Earl of Gosford。两者在人物身份上完全不同，预测答案未包含标准答案的关键信息，语义上也不等价，因此判断为错误。","判断: 错误
原因: 预测答案给出的祖父是Arthur Acheson, 1st Earl of Gosford，而标准答案明确指出其祖父是Archibald Acheson, 2nd Earl of Gosford。两者在人物身份上完全不同，预测答案未包含标准答案的关键信息，语义上也不等价，因此判断为错误。"
2wikimqa-v2,offline3b_freq_boundary2,0.15,seg_0_50,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/2wikimqa-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,31,Who is the paternal grandfather of Mark Getty?,Jean Paul Getty,John Paul Getty Jr.,John Paul Getty Jr.,False,预测答案“John Paul Getty Jr.”是Mark Getty的父亲，而问题询问的是他的祖父。标准答案“Jean Paul Getty”才是其真正的祖父。两者指向的是不同代际的人物，语义上并不等价，因此预测答案不正确。,"判断: 错误
原因: 预测答案“John Paul Getty Jr.”是Mark Getty的父亲，而问题询问的是他的祖父。标准答案“Jean Paul Getty”才是其真正的祖父。两者指向的是不同代际的人物，语义上并不等价，因此预测答案不正确。"
