Question,Real Answer,Pred Answer
What is the former name of the country where Atika Suri studied?,Dutch East Indies,Indonesia
What province shares a border with the province where Lago District is located?,Cabo Delgado Province,Tarnogsky District
Who published Communications of the organization that Andries van Dam is a member of?,Association for Computing Machinery,ACM (Association for Computing Machinery) published Communications of the organization that Andries van Dam is a member of.
What county shares a border with Cedar Springs?,Bell County,Guadalupe County
What administrative territorial entity is the owner of Ciudad Deportiva located?,Tamaulipas,Nuevo Laredo
Who is the son of the Italian navigator who explored the eastern coast of the continent Ulises Solís' birthplace is located in for England?,Sebastian Cabot,John Cabot
Who played the monarch at the end of WW2 in The King's Speech?,Colin Firth,Colin Firth
What is the place of birth of who does the voice of stan on the series that Insecurity is part of?,Denver,South Park
Where did they film The Beach in the country where Pao Sarasin was born?,Ko Phi Phi Leh,Thailand
What is the competition that the 1965 Federation Cup is part of named after?,International Tennis Federation,Billie Jean King
Who is the president of the newly declared independent country that is part of the Commission of Truth and Friendship with the country where Kotamadya is located?,Francisco Guterres,Anies Baswedan
"In the King's Speech, who played the person who was the King of England in 1950?",Colin Firth,Colin Firth
What is the body of water by the area where Athlete was formed?,River Thames,Deptford Creek
What award did the author of The Happy Journey to Trenton and Camden receive?,Pulitzer Prize for Drama,Pulitzer Prize for Drama
Where was the designer of the Lap Engine educated?,University of Glasgow,Massachusetts Institute of Technology
Who is the father of the Labo M performer?,Louis Chedid,Chen Qiang
Why did Roncalli leave the place of death of the maker of The Gozzi Altarpiece?,for the conclave in Rome,"Roncalli left the place of death of the maker of The Gozzi Altarpiece, which is the church of Santa Maria in Porto, because he was summoned to the Vatican to participate in the papal conclave"
Who gives out the award named after the person who argued that colonies were redundant?,University of Cambridge,"The award named after the person who argued that colonies were redundant, Adam Smith, is given by the American Economic Association."
"In 1990, who became the president of the country that Germany invaded?",Lech Wałęsa,Mátyás Szűrös
What is the name for the mouth of the watercourse of the body of water by Rotterdam Centrum?,Het Scheur,"The mouth of the watercourse of the body of water by Rotterdam Centrum is called the ""Mouth of Meuse"" (Maasmond)."
"Who sings Home Alone Tonight with the singer of ""I Don't Want This Night to End""?",Karen Fairchild,Luke Bryan
What company is the school where Lawrence Landweber was educated a part of?,City University of New York,Purdue University
What is the capital of the county that shares a border with the county where WAPL is licensed to broadcast?,Green Bay,Białystok
Who was the first black student admitted to where Robert Khayat was educated?,James Howard Meredith,James Meredith
Who did the original voice of the character played by mila kunis in the cleveland show?,Lacey Chabert,Nia Long
What is the record label of the co-writer and recording artist of Permission to Fly?,Hollywood Records,"The question is asking for the record label of the co-writer and recording artist of ""Permission to Fly."" From the given passage, ""Permission to Fly"" is an album by Jordan Pruitt. The passage does not directly mention"
What record label is the performer who released All Your Faded Things on?,Kill Rock Stars,Cold Crush Records
What is another notable work made by the author of Miss Sara Sampson?,Emilia Galotti,Emilia Galotti
When did the majority party in the body which determines rules of the US House and US Senate gain control of the House?,the 2010 election,2010
In what year did Margaret Knox's spouse pass away?,1572,1956
The city where Dmitry Borisovich was born is located where in Russia?,Yaroslavl Oblast,Rostov
What league includes the operating group of Al Janoub Stadium?,Qatar Stars League,Major League Soccer
When was the kingdom that Heptarchy was part of abolished?,918,1974
What is the average salary of a working person with the same nationality as the producer of The Wild Women of Chastity Gulch?,"$59,039","Answer: $47,807"
The city that Psycho Donuts is located in is in which county?,Santa Clara County,Santa Clara County
