index,Question,Real Answer,Pred Answer,em,f1,glm_correct,glm_reason,glm_raw
164,"In A League of Their Own, who played the husband of the actress who played Thelma in Thelma and Louise?",Bill Pullman,<|im_end|>,False,0.0,False,预测答案为空，没有包含任何可核验的答案信息，也没有给出标准答案中的关键人物“Bill Pullman”，因此未能正确回答问题。,"判断: 错误
原因: 预测答案为空，没有包含任何可核验的答案信息，也没有给出标准答案中的关键人物“Bill Pullman”，因此未能正确回答问题。"
165,What is the former name of the country where Atika Suri studied?,Dutch East Indies,<|im_end|>,False,0.0,False,预测答案为空，仅包含特殊标记“<|im_end|>”，没有提供任何关于问题中Atika Suri所在国家前身的可核验信息，未包含标准答案“Dutch East Indies”的任何关键信息，因此判断为错误。,"判断: 错误
原因: 预测答案为空，仅包含特殊标记“<|im_end|>”，没有提供任何关于问题中Atika Suri所在国家前身的可核验信息，未包含标准答案“Dutch East Indies”的任何关键信息，因此判断为错误。"
166,What province shares a border with the province where Lago District is located?,Cabo Delgado Province,<|im_end|>,False,0.0,False,预测答案为空，没有包含任何实质性的内容或可核验的信息，未能提供关于与Lago District所在省份接壤的省份的答案，因此未能正确回答问题。,"判断: 错误
原因: 预测答案为空，没有包含任何实质性的内容或可核验的信息，未能提供关于与Lago District所在省份接壤的省份的答案，因此未能正确回答问题。"
167,Who published Communications of the organization that Andries van Dam is a member of?,Association for Computing Machinery,<|im_end|>,False,0.0,False,预测答案为空，仅包含特殊标记“<|im_end|>”，没有提供任何实质性的内容或可核验的信息。因此，它未能包含标准答案的关键信息，无法回答所提出的问题。,"判断: 错误
原因: 预测答案为空，仅包含特殊标记“<|im_end|>”，没有提供任何实质性的内容或可核验的信息。因此，它未能包含标准答案的关键信息，无法回答所提出的问题。"
168,What county shares a border with Cedar Springs?,Bell County,<|im_end|>,False,0.0,False,预测答案为空，仅包含对话结束的标记符号，没有给出任何可核验的实质性内容，也没有包含标准答案中的“Bell County”这一关键信息，因此未能回答问题。,"判断: 错误
原因: 预测答案为空，仅包含对话结束的标记符号，没有给出任何可核验的实质性内容，也没有包含标准答案中的“Bell County”这一关键信息，因此未能回答问题。"
169,What administrative territorial entity is the owner of Ciudad Deportiva located?,Tamaulipas,<|im_end|>,False,0.0,False,预测答案为空，仅包含对话结束的标记符号，没有提供任何可核验的实体信息，未能包含标准答案中的关键信息“Tamaulipas”，因此判定为错误。,"判断: 错误
原因: 预测答案为空，仅包含对话结束的标记符号，没有提供任何可核验的实体信息，未能包含标准答案中的关键信息“Tamaulipas”，因此判定为错误。"
170,Who is the son of the Italian navigator who explored the eastern coast of the continent Ulises Solís' birthplace is located in for England?,Sebastian Cabot,<|im_end|>,False,0.0,False,预测答案为空，没有包含任何实质性的内容或可核验的答案信息，未能提供标准答案中的“Sebastian Cabot”这一关键信息，因此无法正确回答所提出的问题。,"判断: 错误
原因: 预测答案为空，没有包含任何实质性的内容或可核验的答案信息，未能提供标准答案中的“Sebastian Cabot”这一关键信息，因此无法正确回答所提出的问题。"
171,Who played the monarch at the end of WW2 in The King's Speech?,Colin Firth,<|im_end|>,False,0.0,False,预测答案为空，仅包含模型生成的结束标记，没有提供任何关于问题的人物姓名信息，不符合包含标准答案关键信息的判断标准。,"判断: 错误
原因: 预测答案为空，仅包含模型生成的结束标记，没有提供任何关于问题的人物姓名信息，不符合包含标准答案关键信息的判断标准。"
172,What is the place of birth of who does the voice of stan on the series that Insecurity is part of?,Denver,<|im_end|>,False,0.0,False,预测答案为空，仅包含特殊标记，没有给出任何可核验的答案信息，因此未能包含标准答案中的关键信息“Denver”。,"判断: 错误
原因: 预测答案为空，仅包含特殊标记，没有给出任何可核验的答案信息，因此未能包含标准答案中的关键信息“Denver”。"
173,Where did they film The Beach in the country where Pao Sarasin was born?,Ko Phi Phi Leh,<|im_end|>,False,0.0,False,预测答案为空，仅包含对话结束标记，没有提供任何可核验的地点信息，未能包含标准答案“Ko Phi Phi Leh”的关键信息，因此无法正确回答所提出的问题。,"判断: 错误
原因: 预测答案为空，仅包含对话结束标记，没有提供任何可核验的地点信息，未能包含标准答案“Ko Phi Phi Leh”的关键信息，因此无法正确回答所提出的问题。"
174,What is the competition that the 1965 Federation Cup is part of named after?,International Tennis Federation,<|im_end|>,False,0.0,False,预测答案为空，仅包含对话格式的特殊标记，没有给出任何可核验的答案信息，也没有包含标准答案中的“International Tennis Federation”等关键内容，因此未能回答问题。,"判断: 错误
原因: 预测答案为空，仅包含对话格式的特殊标记，没有给出任何可核验的答案信息，也没有包含标准答案中的“International Tennis Federation”等关键内容，因此未能回答问题。"
175,Who is the president of the newly declared independent country that is part of the Commission of Truth and Friendship with the country where Kotamadya is located?,Francisco Guterres,<|im_end|>,False,0.0,False,预测答案为空，仅包含对话结束标记，没有给出任何可核验的实质性信息，未能包含标准答案中的关键信息，因此判定为错误。,"判断: 错误
原因: 预测答案为空，仅包含对话结束标记，没有给出任何可核验的实质性信息，未能包含标准答案中的关键信息，因此判定为错误。"
176,"In the King's Speech, who played the person who was the King of England in 1950?",Colin Firth,<|im_end|>,False,0.0,False,预测答案为空，仅包含对话结束标记，没有给出任何可核验的答案信息，也没有包含标准答案中的关键人物名字，因此未能回答问题。,"判断: 错误
原因: 预测答案为空，仅包含对话结束标记，没有给出任何可核验的答案信息，也没有包含标准答案中的关键人物名字，因此未能回答问题。"
177,What is the body of water by the area where Athlete was formed?,River Thames,<|im_end|>,False,0.0,False,预测答案为空，没有包含任何关于水域名称的有效信息，也没有给出可核验的答案，因此未能回答问题。,"判断: 错误
原因: 预测答案为空，没有包含任何关于水域名称的有效信息，也没有给出可核验的答案，因此未能回答问题。"
178,What award did the author of The Happy Journey to Trenton and Camden receive?,Pulitzer Prize for Drama,<|im_end|>,False,0.0,False,预测答案为空，仅包含对话结束标记，没有给出任何可核验的答案信息，也没有包含标准答案中的“Pulitzer Prize for Drama”等关键信息，因此无法正确回答所提出的问题。,"判断: 错误
原因: 预测答案为空，仅包含对话结束标记，没有给出任何可核验的答案信息，也没有包含标准答案中的“Pulitzer Prize for Drama”等关键信息，因此无法正确回答所提出的问题。"
179,Where was the designer of the Lap Engine educated?,University of Glasgow,<|im_end|>,False,0.0,False,预测答案为空，没有包含任何关于Lap Engine设计者教育背景的信息，也没有给出任何可核验的答案，因此未能正确回答问题。,"判断: 错误
原因: 预测答案为空，没有包含任何关于Lap Engine设计者教育背景的信息，也没有给出任何可核验的答案，因此未能正确回答问题。"
180,Who is the father of the Labo M performer?,Louis Chedid,<|im_end|>,False,0.0,False,预测答案为空，仅包含特殊标记符号，没有提供任何关于问题中“Labo M performer”父亲身份的有效信息，未能包含标准答案“Louis Chedid”的关键内容，因此判断为错误。,"判断: 错误
原因: 预测答案为空，仅包含特殊标记符号，没有提供任何关于问题中“Labo M performer”父亲身份的有效信息，未能包含标准答案“Louis Chedid”的关键内容，因此判断为错误。"
181,Why did Roncalli leave the place of death of the maker of The Gozzi Altarpiece?,for the conclave in Rome,<|im_end|>,False,0.0,False,预测答案为空，仅包含特殊标记符号，没有提供任何实质性的文字内容，也没有包含标准答案中“for the conclave in Rome”的关键信息，因此无法回答所提出的问题。,"判断: 错误
原因: 预测答案为空，仅包含特殊标记符号，没有提供任何实质性的文字内容，也没有包含标准答案中“for the conclave in Rome”的关键信息，因此无法回答所提出的问题。"
182,Who gives out the award named after the person who argued that colonies were redundant?,University of Cambridge,<|im_end|>,False,0.0,False,预测答案为空，没有包含任何可核验的信息，也没有给出“University of Cambridge”这一关键内容，因此未能正确回答问题。,"判断: 错误
原因: 预测答案为空，没有包含任何可核验的信息，也没有给出“University of Cambridge”这一关键内容，因此未能正确回答问题。"
183,"In 1990, who became the president of the country that Germany invaded?",Lech Wałęsa,<|im_end|>,False,0.0,False,预测答案为空，仅包含模型生成的结束标记，没有提供任何实质性的内容或可核验的答案信息，因此未能回答关于1990年德国入侵国家总统的问题。,"判断: 错误
原因: 预测答案为空，仅包含模型生成的结束标记，没有提供任何实质性的内容或可核验的答案信息，因此未能回答关于1990年德国入侵国家总统的问题。"
184,What is the name for the mouth of the watercourse of the body of water by Rotterdam Centrum?,Het Scheur,<|im_end|>,False,0.0,False,预测答案为空，没有给出任何可核验的答案信息，也没有包含标准答案中的关键信息“Het Scheur”，因此未能正确回答问题。,"判断: 错误
原因: 预测答案为空，没有给出任何可核验的答案信息，也没有包含标准答案中的关键信息“Het Scheur”，因此未能正确回答问题。"
185,"Who sings Home Alone Tonight with the singer of ""I Don't Want This Night to End""?",Karen Fairchild,<|im_end|>,False,0.0,False,预测答案为空，没有包含标准答案中的“Karen Fairchild”等任何关键信息，也没有给出任何可核验的实质性内容，因此未能正确回答问题。,"判断: 错误
原因: 预测答案为空，没有包含标准答案中的“Karen Fairchild”等任何关键信息，也没有给出任何可核验的实质性内容，因此未能正确回答问题。"
186,What company is the school where Lawrence Landweber was educated a part of?,City University of New York,<|im_end|>,False,0.0,False,预测答案为空，没有包含任何与标准答案“City University of New York”相关的关键信息，也没有给出任何可核验的实质性内容，因此未能回答问题。,"判断: 错误
原因: 预测答案为空，没有包含任何与标准答案“City University of New York”相关的关键信息，也没有给出任何可核验的实质性内容，因此未能回答问题。"
187,What is the capital of the county that shares a border with the county where WAPL is licensed to broadcast?,Green Bay,<|im_end|>,False,0.0,False,预测答案为空，没有包含任何与标准答案“Green Bay”相关的信息，也没有给出任何可核验的实质内容，因此未能正确回答问题。,"判断: 错误
原因: 预测答案为空，没有包含任何与标准答案“Green Bay”相关的信息，也没有给出任何可核验的实质内容，因此未能正确回答问题。"
188,Who was the first black student admitted to where Robert Khayat was educated?,James Howard Meredith,<|im_end|>,False,0.0,False,预测答案为空，仅包含模型生成的结束标记，没有提供任何实质性的内容或可核验的答案信息，因此未能包含标准答案的关键信息，无法正确回答所提出的问题。,"判断: 错误
原因: 预测答案为空，仅包含模型生成的结束标记，没有提供任何实质性的内容或可核验的答案信息，因此未能包含标准答案的关键信息，无法正确回答所提出的问题。"
189,Who did the original voice of the character played by mila kunis in the cleveland show?,Lacey Chabert,<|im_end|>,False,0.0,False,预测答案为空，没有包含任何关于问题的人物信息，也没有给出可核验的答案，因此未能正确回答问题。,"判断: 错误
原因: 预测答案为空，没有包含任何关于问题的人物信息，也没有给出可核验的答案，因此未能正确回答问题。"
190,What is the record label of the co-writer and recording artist of Permission to Fly?,Hollywood Records,<|im_end|>,False,0.0,False,预测答案为空，没有包含任何关于问题所问的唱片公司的信息，也没有给出任何可核验的答案内容，因此未能正确回答问题。,"判断: 错误
原因: 预测答案为空，没有包含任何关于问题所问的唱片公司的信息，也没有给出任何可核验的答案内容，因此未能正确回答问题。"
191,What record label is the performer who released All Your Faded Things on?,Kill Rock Stars,<|im_end|>,False,0.0,False,预测答案为空，没有包含任何关于问题中提到的唱片公司的信息，也没有给出任何可核验的答案，因此未能回答问题。,"判断: 错误
原因: 预测答案为空，没有包含任何关于问题中提到的唱片公司的信息，也没有给出任何可核验的答案，因此未能回答问题。"
192,What is another notable work made by the author of Miss Sara Sampson?,Emilia Galotti,<|im_end|>,False,0.0,False,预测答案为空，没有包含任何关于问题的实际内容，也没有给出可核验的答案，因此未能回答关于《萨拉·萨姆森小姐》作者另一部著名作品的问题。,"判断: 错误
原因: 预测答案为空，没有包含任何关于问题的实际内容，也没有给出可核验的答案，因此未能回答关于《萨拉·萨姆森小姐》作者另一部著名作品的问题。"
193,When did the majority party in the body which determines rules of the US House and US Senate gain control of the House?,the 2010 election,<|im_end|>,False,0.0,False,预测答案为空，没有包含任何与标准答案相关的信息，也没有给出可核验的答案，因此未能正确回答问题。,"判断: 错误
原因: 预测答案为空，没有包含任何与标准答案相关的信息，也没有给出可核验的答案，因此未能正确回答问题。"
194,In what year did Margaret Knox's spouse pass away?,1572,<|im_end|>,False,0.0,False,预测答案为空，仅包含特殊标记符号，没有提供任何关于Margaret Knox配偶去世年份的信息，不符合包含关键信息或语义等价的要求。,"判断: 错误
原因: 预测答案为空，仅包含特殊标记符号，没有提供任何关于Margaret Knox配偶去世年份的信息，不符合包含关键信息或语义等价的要求。"
195,The city where Dmitry Borisovich was born is located where in Russia?,Yaroslavl Oblast,<|im_end|>,False,0.0,False,预测答案为空，仅包含特殊标记符号，没有提供任何关于Dmitry Borisovich出生城市在俄罗斯具体位置的可核验信息，未能包含标准答案中的关键信息。,"判断: 错误
原因: 预测答案为空，仅包含特殊标记符号，没有提供任何关于Dmitry Borisovich出生城市在俄罗斯具体位置的可核验信息，未能包含标准答案中的关键信息。"
196,What league includes the operating group of Al Janoub Stadium?,Qatar Stars League,<|im_end|>,False,0.0,False,预测答案为空，仅包含特殊标记“<|im_end|>”，没有给出任何可核验的实质性信息，未能包含标准答案“Qatar Stars League”的关键信息，因此判定为错误。,"判断: 错误
原因: 预测答案为空，仅包含特殊标记“<|im_end|>”，没有给出任何可核验的实质性信息，未能包含标准答案“Qatar Stars League”的关键信息，因此判定为错误。"
197,When was the kingdom that Heptarchy was part of abolished?,918,<|im_end|>,False,0.0,False,预测答案为空，仅包含模型生成的结束标记，没有提供任何可核验的实质性内容，因此未能回答问题。,"判断: 错误
原因: 预测答案为空，仅包含模型生成的结束标记，没有提供任何可核验的实质性内容，因此未能回答问题。"
198,What is the average salary of a working person with the same nationality as the producer of The Wild Women of Chastity Gulch?,"$59,039",<|im_end|>,False,0.0,False,预测答案为空，仅包含特殊标记，没有提供任何可核验的数字或信息，未能包含标准答案中的关键信息，因此判断为错误。,"判断: 错误
原因: 预测答案为空，仅包含特殊标记，没有提供任何可核验的数字或信息，未能包含标准答案中的关键信息，因此判断为错误。"
199,The city that Psycho Donuts is located in is in which county?,Santa Clara County,<|im_end|>,False,0.0,False,预测答案为空，仅包含对话结束标记，没有提供任何实质性的内容或可核验的答案信息，因此未能回答问题。,"判断: 错误
原因: 预测答案为空，仅包含对话结束标记，没有提供任何实质性的内容或可核验的答案信息，因此未能回答问题。"
