Question,Real Answer,Pred Answer
Who is the spouse of the director of film Soldier (1998 American Film)?,Milla,Milla Jovovich
"Where did Catherine Of Taranto, Countess Of Copertino's mother die?",Lecce,1311
Which award the director of film Lady Magdalene'S got?,Prometheus Award,"Best Cutting Edge Film at the 2008 San Diego Black Film Festival, Audience Choice – Feature-Length Narrative Film at the 2008 Cinema City International Film Festival, and Special Jury Prize for Libertarian Ideals"
What nationality is Princess Charlotte Of Saxe-Meiningen's husband?,Duchy of Saxe-Gotha-Altenburg,German
"Which film has the director who was born first, The Longshots or Station For Two?",Station For Two,The Longshots
What is the place of birth of Aleksey Greig's father?,Inverkeithing,"Inverkeithing, Fife, Scotland"
When did Thomas Of Galloway (Bastard)'s father die?,1234,1234
"When did Robert Bertie, 3Rd Earl Of Lindsey's father die?",25 July 1666,1666
"Which film has the director born later, The Wind'S Fierce or Special Delivery (1927 Film)?",The Wind'S Fierce,The Wind's Fierce
Why did the director of film Port Of Seven Seas die?,drowning,"The director of the film Port of Seven Seas, James Whale, died by suicide. He drowned himself in his swimming pool on 29 May 1957. Whale had been suffering from strokes in 19"
What is the place of birth of Abdulaziz Nasser Al Shamsi's wife?,Abu Dhabi,Ajman
What is the place of birth of Frank Wartenberg's wife?,Prenzlau,"Heian-kyō, Japan"
Where was the director of film Edges Of The Lord born?,Poznań,"Poznań, Poland"
Where was the father of Teobaldo Ii Ordelaffi born?,Italy,Belfast
Where was the husband of Maude Smith born?,"Toronto, Ontario","Dallas, Texas"
"Which film was released earlier, Forbidden Daughters or The Third Kiss?",Forbidden Daughters,The Third Kiss
Does Leslie Pietrzyk have the same nationality as Marianne Wiggins?,yes,yes
"Who was born first, Bogdan Țăruș or Robert Wulnikowski?",Bogdan Țăruș,Bogdan Țăruș
"Which film has the director who died first, Folgore Division or Sandflow?",Sandflow,Folgore Division
"Which film has the director born later, From Corleone To Brooklyn or Durango Valley Raiders?",From Corleone To Brooklyn,From Corleone to Brooklyn
Are both Howard Lake (British Columbia) and North Buck Lake (Alberta) located in the same country?,yes,yes
Where was the place of death of the composer of song Gretchen Am Spinnrade?,Vienna,Vienna
"Who was born later, Hugh Evelyn Wortham or Johnny Ekström?",Johnny Ekström,Johnny Ekström
"Are both mountains, Yana Urqu (Q'Umirqucha) and Puka Rumi, located in the same country?",yes,yes
What nationality is Elizabeth Of Rhuddlan's father?,England,English
"What is the cause of death of director of film I Will, I Will... For Now?",Parkinson,The information provided does not mention the cause of death of director Brian Kennedy.
"Who is Maurice De Berkeley, 4Th Baron Berkeley's maternal grandfather?","Roger Mortimer, 1st Earl of March","Richard de Beauchamp, 13th Earl of Warwick"
"Who died first, Albertus Seba or Ali Dinar?",Albertus Seba,Ali Dinar
"Who is the maternal grandfather of Marie Louise, Duchess Of Parma?",Ferdinand I of the Two Sicilies,"Francis II, Holy Roman Emperor"
"Which film was released earlier, Prince Of Arcadia or Italia-Germania 4-3?",Prince Of Arcadia,Prince of Arcadia
Where was the director of film Love At First Sight (1985 Film) born?,Milan,"Marshall, Indiana"
Where did the director of film Nanon (1938 Film) die?,Köln,Los Angeles
