target,source,kind,test_context,method,original_gap,delta_recovery_error,final_kv_error,explained_delta_energy,cosine
1,raw,k,3,hybrid_top2,0.2778519234681479,0.6944919368126193,0.19296592047650574,0.5176809497022568,0.7558950646613687
1,raw,k,3,hybrid_top4,0.2778519234681479,0.6447103298387304,0.17913400522547535,0.5843485905992354,0.7939771832901793
1,raw,k,3,hybrid_top8,0.2778519234681479,0.5946056440208566,0.16521232189621185,0.6464441280985423,0.8236441874848225
1,raw,k,4,no_update,0.2808333221557834,1.0,0.2808333221557834,0.0,0.0
1,raw,k,4,mean_anchor,0.2808333221557834,0.512962112815359,0.14405685428198697,0.736869870816003,0.8584631940864271
1,raw,k,4,random_anchor,0.2808333221557834,0.7036594079537163,0.19761100920181382,0.5048634375982255,0.7204503590713601
1,raw,k,4,oracle_anchor,0.2808333221557834,0.4798946119546913,0.13477039815989647,0.7697011614168563,0.8840157725280366
1,raw,k,4,position_top1,0.2808333221557834,0.6808425391892848,0.191203272145506,0.5364534368302871,0.7804126037906532
1,raw,k,4,position_top2,0.2808333221557834,0.6565174760903641,0.18437198386378706,0.5689848035879381,0.7932016026612809
1,raw,k,4,position_top4,0.2808333221557834,0.5663210508457287,0.1590418221157603,0.6792804673689896,0.8311035551673488
1,raw,k,4,position_top8,0.2808333221557834,0.595070817928762,0.16711571471689354,0.6458907216495942,0.8112083610442116
1,raw,k,4,cached_v_top1,0.2808333221557834,0.6489079612655371,0.18223497853553716,0.5789184578062043,0.8150827561692963
1,raw,k,4,cached_v_top2,0.2808333221557834,0.6431314514730727,0.18061274210005396,0.5863819361261388,0.8090336766741765
1,raw,k,4,cached_v_top4,0.2808333221557834,0.6101747432378132,0.17135740023902718,0.6276867827146687,0.8231129819787241
1,raw,k,4,cached_v_top8,0.2808333221557834,0.5632576867546786,0.15818152740109798,0.6827407783117683,0.8405165130525878
1,raw,k,4,hybrid_top1,0.2808333221557834,0.6963846192556912,0.19556800612376607,0.515048462064106,0.7753945692739795
1,raw,k,4,hybrid_top2,0.2808333221557834,0.6431314514730727,0.18061274210005396,0.5863819361261388,0.8090336766741765
1,raw,k,4,hybrid_top4,0.2808333221557834,0.5984706494408553,0.16807050069520457,0.6418328817578409,0.832055985636147
1,raw,k,4,hybrid_top8,0.2808333221557834,0.5597157017281973,0.15718681997908518,0.6867183332389116,0.8446360046937963
1,raw,k,5,no_update,0.2751612212738909,1.0,0.2751612212738909,0.0,0.0
1,raw,k,5,mean_anchor,0.2751612212738909,0.6589999274611015,0.18133122485960218,0.565719095606263,0.7596972692336145
1,raw,k,5,random_anchor,0.2751612212738909,0.8585485270841244,0.23623926123536787,0.2628944266416805,0.6673788427012884
1,raw,k,5,oracle_anchor,0.2751612212738909,0.5440140937005986,0.14969158241286562,0.7040486658551164,0.8511137850846974
1,raw,k,5,position_top1,0.2751612212738909,0.5440140937005986,0.14969158241286562,0.7040486658551164,0.8511137850846974
1,raw,k,5,position_top2,0.2751612212738909,0.5843016355361638,0.1607771516264627,0.6585915987097641,0.8119925696715966
1,raw,k,5,position_top4,0.2751612212738909,0.5426147990557052,0.14930655078945473,0.7055691798457366,0.8426980135678876
1,raw,k,5,position_top8,0.2751612212738909,0.5437322739417381,0.14961403654383848,0.7043552142741467,0.8418930759013513
1,raw,k,5,cached_v_top1,0.2751612212738909,0.7926742415927176,0.2181132123890074,0.3716675467154099,0.723761990434394
1,raw,k,5,cached_v_top2,0.2751612212738909,0.7965400341177272,0.21917692858138055,0.36552397404772996,0.7065037814290516
1,raw,k,5,cached_v_top4,0.2751612212738909,0.7846151596321759,0.21589566555439837,0.3843790512753752,0.7139391855120286
1,raw,k,5,cached_v_top8,0.2751612212738909,0.7702899810128415,0.2119539319105357,0.4066533451512363,0.7072397123262878
1,raw,k,5,hybrid_top1,0.2751612212738909,0.5440140937005986,0.14969158241286562,0.7040486658551164,0.8511137850846974
1,raw,k,5,hybrid_top2,0.2751612212738909,0.5273780165310459,0.1451139791016848,0.7218724276797799,0.8564578451817166
1,raw,k,5,hybrid_top4,0.2751612212738909,0.5515668374886196,0.1517698046175463,0.6957740237828027,0.8342327324077725
1,raw,k,5,hybrid_top8,0.2751612212738909,0.5552439001689149,0.152781589675357,0.6917042113252121,0.8317065282028095
1,raw,k,6,no_update,0.2621676926811516,1.0,0.2621676926811516,0.0,0.0
1,raw,k,6,mean_anchor,0.2621676926811516,0.5625717330066603,0.147488133209993,0.6835130452218829,0.8305140438087745
1,raw,k,6,random_anchor,0.2621676926811516,0.7604735189388594,0.1993715878053168,0.4216800269927482,0.7566858697122733
1,raw,k,6,oracle_anchor,0.2621676926811516,0.5213772258967507,0.1366882643298507,0.7281657883162086,0.8666623011424429
1,raw,k,6,position_top1,0.2621676926811516,0.6477606359582,0.16982191133883667,0.5804061585030283,0.8168434540594135
1,raw,k,6,position_top2,0.2621676926811516,0.5989064991995918,0.15701393502690295,0.6413110052164894,0.8307856427973596
1,raw,k,6,position_top4,0.2621676926811516,0.5504308114161184,0.14430517580957783,0.6970259218437935,0.840722899381952
1,raw,k,6,position_top8,0.2621676926811516,0.5530434664052224,0.14499012953984314,0.6941429242664956,0.8368172229343389
1,raw,k,6,cached_v_top1,0.2621676926811516,0.7210841124027211,0.18904495797765755,0.48003770284037994,0.7709652443114291
1,raw,k,6,cached_v_top2,0.2621676926811516,0.6978600543832063,0.18295636027198817,0.5129913444962684,0.7859717931955414
1,raw,k,6,cached_v_top4,0.2621676926811516,0.69835638316094,0.18308648164245786,0.5122983620983704,0.7889666612209805
1,raw,k,6,cached_v_top8,0.2621676926811516,0.6478435425673729,0.16984364677327157,0.5802987443537565,0.8048930354212008
1,raw,k,6,hybrid_top1,0.2621676926811516,0.5213772258967507,0.1366882643298507,0.7281657883162086,0.8666623011424429
1,raw,k,6,hybrid_top2,0.2621676926811516,0.5699832906614315,0.1494312041795177,0.6751190483667662,0.8367888301710307
1,raw,k,6,hybrid_top4,0.2621676926811516,0.5394019186182151,0.14141375643192375,0.7090455701909885,0.8482485885531534
1,raw,k,6,hybrid_top8,0.2621676926811516,0.5606303471598005,0.14697916456191792,0.6856936138434815,0.8346395080010549
1,raw,k,7,no_update,0.28526450849234614,1.0,0.28526450849234614,0.0,0.0
1,raw,k,7,mean_anchor,0.28526450849234614,0.6145257622022255,0.17530238951050225,0.6223580875897736,0.7902175359635484
1,raw,k,7,random_anchor,0.28526450849234614,0.8591734180452284,0.2450916828083611,0.2618210377244793,0.6068698327291093
1,raw,k,7,oracle_anchor,0.28526450849234614,0.5674146205769489,0.1618632528502544,0.6780406483555171,0.8301671557065816
1,raw,k,7,position_top1,0.28526450849234614,0.7804907955423654,0.2226463231731931,0.39083411807364554,0.6993336248791999
1,raw,k,7,position_top2,0.28526450849234614,0.6028138113089335,0.1719613855954408,0.6366155088951975,0.8058806017351412
1,raw,k,7,position_top4,0.28526450849234614,0.5838731836990445,0.16655829676976927,0.6590921053571418,0.8143409202454898
1,raw,k,7,position_top8,0.28526450849234614,0.5908256413863341,0.16854158619474777,0.650925061480427,0.8071650127868417
1,raw,k,7,cached_v_top1,0.28526450849234614,0.7990794836507631,0.2279490161499527,0.36147197880842985,0.678003630511531
1,raw,k,7,cached_v_top2,0.28526450849234614,0.7560523097234723,0.21567489052776936,0.4283849049618028,0.70365575821997
1,raw,k,7,cached_v_top4,0.28526450849234614,0.7055437014902984,0.20126657722550056,0.5022080852873687,0.7489624794771298
1,raw,k,7,cached_v_top8,0.28526450849234614,0.6638208281235288,0.18936452226164066,0.5593419081493923,0.7749821712753058
1,raw,k,7,hybrid_top1,0.28526450849234614,0.5674146205769489,0.1618632528502544,0.6780406483555171,0.8301671557065816
1,raw,k,7,hybrid_top2,0.28526450849234614,0.5942733373013139,0.16952509147536557,0.6468392005727588,0.8110963059568599
1,raw,k,7,hybrid_top4,0.28526450849234614,0.6463032429527821,0.18436737693793476,0.5822921181487171,0.7758705295722369
1,raw,k,7,hybrid_top8,0.28526450849234614,0.612002674896009,0.1745826422502111,0.6254527259201299,0.794272665359525
1,raw,k,8,no_update,0.27039245086307384,1.0,0.27039245086307384,0.0,0.0
1,raw,k,8,mean_anchor,0.27039245086307384,0.5538495617605107,0.1497567404138639,0.6932506629376902,0.8339885655747046
1,raw,k,8,random_anchor,0.27039245086307384,0.796302517872265,0.2153141894359184,0.3659023000302911,0.6683825449738571
1,raw,k,8,oracle_anchor,0.27039245086307384,0.5545109410187183,0.14993557237244062,0.6925176162905355,0.8513284858562381
1,raw,k,8,position_top1,0.27039245086307384,0.733115144308221,0.19822880063433593,0.46254218518593637,0.7572903993984541
1,raw,k,8,position_top2,0.27039245086307384,0.7165052353589926,0.19373760664494155,0.4866202477031547,0.7648874917671372
1,raw,k,8,position_top4,0.27039245086307384,0.6109360535715153,0.1651924968458162,0.6267571384464625,0.8088024747861724
1,raw,k,8,position_top8,0.27039245086307384,0.6344385124588245,0.17154738430566438,0.597487773909034,0.7906847178969557
1,raw,k,8,cached_v_top1,0.27039245086307384,0.7099509152064096,0.1919653679551434,0.4959696979975814,0.7906848846029227
1,raw,k,8,cached_v_top2,0.27039245086307384,0.6918941575466426,0.18708295699687844,0.5212824747528216,0.7902208846883072
1,raw,k,8,cached_v_top4,0.27039245086307384,0.6733093705158589,0.18205777088285655,0.5466544915755378,0.7948806832977154
1,raw,k,8,cached_v_top8,0.27039245086307384,0.6248659899525563,0.16895904648425258,0.6095424946006118,0.811525743784796
1,raw,k,8,hybrid_top1,0.27039245086307384,0.7337605017391907,0.19840330041177853,0.461595526087451,0.7630040824862708
1,raw,k,8,hybrid_top2,0.27039245086307384,0.6918941575466426,0.18708295699687844,0.5212824747528216,0.7902208846883072
1,raw,k,8,hybrid_top4,0.27039245086307384,0.6679120903382164,0.18059838706762912,0.5538934395800343,0.8011061836467092
1,raw,k,8,hybrid_top8,0.27039245086307384,0.6241145352687094,0.16875585881057467,0.6104810468663229,0.8150238001413967
1,raw,k,9,no_update,0.2652035140687147,1.0,0.2652035140687147,0.0,0.0
1,raw,k,9,mean_anchor,0.2652035140687147,0.5592577465411401,0.14831711965286093,0.6872307729337259,0.8317231435089816
1,raw,k,9,random_anchor,0.2652035140687147,0.7696261762656944,0.20410756646493014,0.40767554880664636,0.7095135154069232
1,raw,k,9,oracle_anchor,0.2652035140687147,0.5601335872577713,0.14854939568867598,0.6862503644257407,0.8441434177105948
1,raw,k,9,position_top1,0.2652035140687147,0.8214110601189698,0.21784109963845905,0.32528387031423023,0.6638852912769637
1,raw,k,9,position_top2,0.2652035140687147,0.6271403141879462,0.16631981513680114,0.6066950263202441,0.7949631432969018
1,raw,k,9,position_top4,0.2652035140687147,0.6208048692750135,0.1646396328827026,0.6146013142844333,0.8001665577135579
1,raw,k,9,position_top8,0.2652035140687147,0.5750779079765953,0.152512682058678,0.6692853997572626,0.8261877925770538
1,raw,k,9,cached_v_top1,0.2652035140687147,0.7073133691166605,0.18758199103752024,0.4997077978688387,0.7940098483247894
1,raw,k,9,cached_v_top2,0.2652035140687147,0.6828797580416589,0.18110211151904157,0.5336752360569653,0.7960283946647995
1,raw,k,9,cached_v_top4,0.2652035140687147,0.6725568978563069,0.1783644527226462,0.5476672191459011,0.8042160013520432
1,raw,k,9,cached_v_top8,0.2652035140687147,0.6297279361353427,0.16700606157033202,0.6034427264507218,0.8128163758985887
1,raw,k,9,hybrid_top1,0.2652035140687147,0.7510032411360945,0.19916869862628656,0.4359941318030811,0.7375960741985433
1,raw,k,9,hybrid_top2,0.2652035140687147,0.715545733817865,0.1897652430853749,0.48799430281505307,0.7531645312758866
1,raw,k,9,hybrid_top4,0.2652035140687147,0.6178134588639472,0.1638463003296661,0.6183065300465658,0.8027397367075979
1,raw,k,9,hybrid_top8,0.2652035140687147,0.625482304486225,0.16588010513754461,0.6087718867746014,0.8078486065914338
1,raw,v,0,no_update,0.020389932758894613,1.0,0.020389932758894613,0.0,0.0
1,raw,v,0,mean_anchor,0.020389932758894613,17.67090382121819,0.3603085407035328,-311.26084185874356,0.06914693199451084
1,raw,v,0,random_anchor,0.020389932758894613,21.43770545838451,0.43711337280144824,-458.57521532044905,0.05614179673506052
1,raw,v,0,oracle_anchor,0.020389932758894613,0.0,0.0,1.0,1.0
1,raw,v,0,position_top1,0.020389932758894613,0.0,0.0,1.0,1.0
1,raw,v,0,position_top2,0.020389932758894613,0.0,0.0,1.0,1.0
1,raw,v,0,position_top4,0.020389932758894613,8.644606414140073,0.17626294351142516,-73.72922005539168,0.14808260958008243
1,raw,v,0,position_top8,0.020389932758894613,10.996412284596465,0.22421610707200465,-119.92108313282405,0.11758178063174042
1,raw,v,0,cached_v_top1,0.020389932758894613,0.0,0.0,1.0,1.0
1,raw,v,0,cached_v_top2,0.020389932758894613,0.0,0.0,1.0,1.0
1,raw,v,0,cached_v_top4,0.020389932758894613,10.079487222489655,0.20552006671070153,-100.59606266833224,0.10787224589732472
1,raw,v,0,cached_v_top8,0.020389932758894613,13.669903504451135,0.27872841327633646,-185.8662618210054,0.08050595016433391
1,raw,v,0,hybrid_top1,0.020389932758894613,0.0,0.0,1.0,1.0
1,raw,v,0,hybrid_top2,0.020389932758894613,0.0,0.0,1.0,1.0
1,raw,v,0,hybrid_top4,0.020389932758894613,8.721356368256378,0.17782786991510488,-75.06205690212607,0.1470883319857327
1,raw,v,0,hybrid_top8,0.020389932758894613,11.844968472062963,0.2415181106765905,-139.3032781041656,0.10517422029447628
1,raw,v,1,no_update,0.43093351147260156,1.0,0.43093351147260156,0.0,0.0
1,raw,v,1,mean_anchor,0.43093351147260156,0.8236705576924126,0.3549472457229874,0.32156681239067,0.6108791910665909
1,raw,v,1,random_anchor,0.43093351147260156,1.098225176743602,0.4732620318017388,-0.2060985388335157,0.4400151042369111
1,raw,v,1,oracle_anchor,0.43093351147260156,0.8422054797957771,0.3629345647898614,0.29068992980196495,0.6194877395838044
1,raw,v,1,position_top1,0.43093351147260156,0.9637180777571914,0.41529841531753214,0.07124746660398396,0.5497945487309406
1,raw,v,1,position_top2,0.43093351147260156,0.7871422411689826,0.33920597001536307,0.38040709216747126,0.6571658699780726
1,raw,v,1,position_top4,0.43093351147260156,0.7630635410773661,0.3288296512331871,0.41773403227847083,0.6640139416483126
1,raw,v,1,position_top8,0.43093351147260156,0.7592652951926084,0.32719285979663215,0.4235162115160811,0.6642206551582938
1,raw,v,1,cached_v_top1,0.43093351147260156,0.8720393311049183,0.37579097109526105,0.23954740500608673,0.5973189625655326
1,raw,v,1,cached_v_top2,0.43093351147260156,0.8570620084246615,0.3693367408401998,0.2654447137150854,0.6055732048931869
1,raw,v,1,cached_v_top4,0.43093351147260156,0.8977996731089157,0.38689196573177886,0.19395574696552398,0.5748592667143219
1,raw,v,1,cached_v_top8,0.43093351147260156,0.8973724010409995,0.38670783987919755,0.19472277384991155,0.5745132252863205
1,raw,v,1,hybrid_top1,0.43093351147260156,0.89115545502111,0.384028749500211,0.20584195498611824,0.6021791702193732
1,raw,v,1,hybrid_top2,0.43093351147260156,0.7728816306368621,0.3330605950430132,0.4026539850241051,0.6679378386133759
1,raw,v,1,hybrid_top4,0.43093351147260156,0.7535303712025863,0.32472148886358343,0.43219197967529255,0.6791976875350546
1,raw,v,1,hybrid_top8,0.43093351147260156,0.7527352709995349,0.3243788535411099,0.43338961179325686,0.67219040781075
1,raw,v,2,no_update,0.4189450498955141,1.0,0.4189450498955141,0.0,0.0
1,raw,v,2,mean_anchor,0.4189450498955141,0.7429887545058399,0.311271460828255,0.4479677106778608,0.6908483277685045
1,raw,v,2,random_anchor,0.4189450498955141,0.8577381138502514,0.3593451369042778,0.26428532804861304,0.6384011401286674
1,raw,v,2,oracle_anchor,0.4189450498955141,0.7847643783737321,0.32877315165400534,0.3841448704356898,0.6774767587360808
1,raw,v,2,position_top1,0.4189450498955141,1.0203913181476854,0.42748789169433143,-0.04119844215117063,0.5201098502360909
1,raw,v,2,position_top2,0.4189450498955141,0.8049566512894493,0.33723260443818426,0.35204478954487595,0.6497771214064119
1,raw,v,2,position_top4,0.4189450498955141,0.7560156278256462,0.3167290049212038,0.4284403704833939,0.6837466925150658
1,raw,v,2,position_top8,0.4189450498955141,0.7350007445886503,0.3079249236149321,0.45977390545412966,0.697191990193955
1,raw,v,2,cached_v_top1,0.4189450498955141,0.9781193196665591,0.40977824718147293,0.043282596495027525,0.5652533180989885
1,raw,v,2,cached_v_top2,0.4189450498955141,0.9111476193930297,0.38172078486879174,0.16981001567441478,0.6050475686232014
1,raw,v,2,cached_v_top4,0.4189450498955141,0.8727096873370406,0.365617403505715,0.23837780162808486,0.6287386549063033
1,raw,v,2,cached_v_top8,0.4189450498955141,0.851802697729888,0.35685852370158144,0.274432164140085,0.6392162725494295
1,raw,v,2,hybrid_top1,0.4189450498955141,0.819395617403475,0.34328173781726445,0.32859082217997804,0.6532779613929571
1,raw,v,2,hybrid_top2,0.4189450498955141,0.7966181022816876,0.3337392106080714,0.3653995991171226,0.6557762285275748
1,raw,v,2,hybrid_top4,0.4189450498955141,0.8022600407331762,0.33610287279413775,0.3563788270428023,0.6579738715881299
1,raw,v,2,hybrid_top8,0.4189450498955141,0.7644237231142986,0.3202515348214345,0.4156563715400742,0.679689370499236
1,raw,v,3,no_update,0.39793140033783364,1.0,0.39793140033783364,0.0,0.0
1,raw,v,3,mean_anchor,0.39793140033783364,0.6855076495087,0.27278501891129386,0.5300792624650573,0.7458141166545663
1,raw,v,3,random_anchor,0.39793140033783364,0.988961502749914,0.3935388356694816,0.021955146078631804,0.5753644809133216
1,raw,v,3,oracle_anchor,0.39793140033783364,0.666295386426834,0.265139856159468,0.5560504580263161,0.7749747287990623
1,raw,v,3,position_top1,0.39793140033783364,0.7602666621460061,0.3025339774979309,0.4219946024293706,0.72511673435105
1,raw,v,3,position_top2,0.39793140033783364,0.766318346448116,0.304942132706672,0.41275619189702517,0.7124069642388656
1,raw,v,3,position_top4,0.39793140033783364,0.7095602286124866,0.28235629539580015,0.49652428197139586,0.7404429929289026
1,raw,v,3,position_top8,0.39793140033783364,0.6621378822642537,0.2634854547061421,0.5615734248706092,0.7692094906206814
1,raw,v,3,cached_v_top1,0.39793140033783364,0.9779205414732034,0.38914529048756435,0.04367141456475665,0.6148324205753304
1,raw,v,3,cached_v_top2,0.39793140033783364,0.8808930901379699,0.3505350209065239,0.22402736374717835,0.6607287932416018
1,raw,v,3,cached_v_top4,0.39793140033783364,0.847138307117208,0.3371029328309723,0.28235668861459107,0.6787293634018551
1,raw,v,3,cached_v_top8,0.39793140033783364,0.8025678073680726,0.31936693145204187,0.35588491457640414,0.6976887883023007
1,raw,v,3,hybrid_top1,0.39793140033783364,0.9839351722396095,0.39153870093095533,0.03187157682981012,0.5880918822417949
1,raw,v,3,hybrid_top2,0.39793140033783364,0.8975190262585077,0.3571510029488968,0.19445959750398034,0.6398267523626785
1,raw,v,3,hybrid_top4,0.39793140033783364,0.8607269581738911,0.3425102837746605,0.2591491034727207,0.6649173067772551
1,raw,v,3,hybrid_top8,0.39793140033783364,0.7987905946651476,0.31786385991179306,0.3619335858745,0.6995342415939323
1,raw,v,4,no_update,0.40377090517552033,1.0,0.40377090517552033,0.0,0.0
1,raw,v,4,mean_anchor,0.40377090517552033,0.6770650566324783,0.2733791707792107,0.541582909087259,0.7499676782215658
1,raw,v,4,random_anchor,0.40377090517552033,0.9817116908299808,0.39638661802781194,0.036242156087740174,0.5618196146072472
1,raw,v,4,oracle_anchor,0.40377090517552033,0.6857597797125737,0.27688984698751135,0.5297335245285624,0.7584414862634298
1,raw,v,4,position_top1,0.40377090517552033,0.9673144015405389,0.39057341149934016,0.06430284857226898,0.6147819484932056
1,raw,v,4,position_top2,0.40377090517552033,0.9380734443571885,0.37876676374922014,0.12001821299184068,0.6290486220034766
1,raw,v,4,position_top4,0.40377090517552033,0.7610550257541647,0.30729187663713803,0.42079524777432764,0.7113863675997929
1,raw,v,4,position_top8,0.40377090517552033,0.7810331827647751,0.31535847517705085,0.38998716742032546,0.6955441724459664
1,raw,v,4,cached_v_top1,0.40377090517552033,0.88205442943125,0.35614791538553303,0.2219799835207119,0.6643283804609732
1,raw,v,4,cached_v_top2,0.40377090517552033,0.8816886590200572,0.3560002279355193,0.22262510855541318,0.6597884603013314
1,raw,v,4,cached_v_top4,0.40377090517552033,0.8477617215333463,0.34230151767667666,0.2813000635028171,0.677405421193451
1,raw,v,4,cached_v_top8,0.40377090517552033,0.7875544833426128,0.31799158661428606,0.37975793576695027,0.703876396445396
1,raw,v,4,hybrid_top1,0.40377090517552033,0.9859360802300444,0.39809230355968955,0.027930045700615302,0.6086807082003876
1,raw,v,4,hybrid_top2,0.40377090517552033,0.8816886590200572,0.3560002279355193,0.22262510855541318,0.6597884603013314
