example_id,sub_q_idx,A_count,B_count,inter,jaccard,A_cover_B,B_cover_A,B_missing_frac
20,0,104,257,103,0.3992248062015504,0.40077821011673154,0.9903846153846154,0.5992217898832685
20,1,282,384,167,0.3346693386773547,0.4348958333333333,0.5921985815602837,0.5651041666666666
21,0,94,293,86,0.2857142857142857,0.2935153583617747,0.9148936170212766,0.7064846416382252
21,1,230,342,98,0.20675105485232068,0.28654970760233917,0.4260869565217391,0.7134502923976608
24,0,78,263,77,0.2916666666666667,0.29277566539923955,0.9871794871794872,0.7072243346007605
24,1,237,328,161,0.39851485148514854,0.49085365853658536,0.679324894514768,0.5091463414634146
100,0,98,229,85,0.3512396694214876,0.37117903930131,0.8673469387755102,0.62882096069869
100,1,195,233,125,0.41254125412541254,0.5364806866952789,0.6410256410256411,0.463519313304721
101,0,48,160,47,0.2919254658385093,0.29375,0.9791666666666666,0.70625
101,1,173,275,101,0.2910662824207493,0.36727272727272725,0.5838150289017341,0.6327272727272727
102,0,88,216,85,0.3881278538812785,0.39351851851851855,0.9659090909090909,0.6064814814814815
102,1,222,277,113,0.2927461139896373,0.40794223826714804,0.509009009009009,0.592057761732852
103,0,46,243,46,0.18930041152263374,0.18930041152263374,1.0,0.8106995884773662
103,1,212,197,84,0.25846153846153846,0.4263959390862944,0.39622641509433965,0.5736040609137056
104,0,218,366,156,0.3644859813084112,0.4262295081967213,0.7155963302752294,0.5737704918032787
105,0,176,396,158,0.38164251207729466,0.398989898989899,0.8977272727272727,0.601010101010101
105,1,326,500,182,0.2826086956521739,0.364,0.558282208588957,0.636
109,0,191,318,106,0.2630272952853598,0.3333333333333333,0.5549738219895288,0.6666666666666666
112,0,66,153,63,0.40384615384615385,0.4117647058823529,0.9545454545454546,0.5882352941176471
112,1,170,201,89,0.31560283687943264,0.4427860696517413,0.5235294117647059,0.5572139303482587
113,0,98,245,97,0.3943089430894309,0.39591836734693875,0.9897959183673469,0.6040816326530613
113,1,212,225,117,0.365625,0.52,0.5518867924528302,0.48
114,0,93,286,86,0.2935153583617747,0.3006993006993007,0.9247311827956989,0.6993006993006993
114,1,231,229,121,0.35693215339233036,0.5283842794759825,0.5238095238095238,0.47161572052401746
117,0,92,229,91,0.39565217391304347,0.39737991266375544,0.9891304347826086,0.6026200873362445
117,1,193,181,76,0.2550335570469799,0.4198895027624309,0.39378238341968913,0.580110497237569
118,0,151,237,102,0.35664335664335667,0.43037974683544306,0.6754966887417219,0.569620253164557
119,0,91,248,91,0.36693548387096775,0.36693548387096775,1.0,0.6330645161290323
119,1,209,204,84,0.2553191489361702,0.4117647058823529,0.4019138755980861,0.5882352941176471
120,0,198,356,136,0.3253588516746411,0.38202247191011235,0.6868686868686869,0.6179775280898876
121,0,91,297,91,0.3063973063973064,0.3063973063973064,1.0,0.6936026936026936
121,1,251,315,104,0.22510822510822512,0.33015873015873015,0.41434262948207173,0.6698412698412698
123,0,137,317,133,0.4143302180685358,0.4195583596214511,0.9708029197080292,0.580441640378549
123,1,167,261,133,0.45084745762711864,0.5095785440613027,0.7964071856287425,0.4904214559386973
123,2,238,253,127,0.3489010989010989,0.5019762845849802,0.5336134453781513,0.4980237154150198
123,3,326,285,177,0.4078341013824885,0.6210526315789474,0.5429447852760736,0.37894736842105264
125,0,200,354,139,0.3349397590361446,0.3926553672316384,0.695,0.6073446327683616
126,0,77,227,76,0.3333333333333333,0.33480176211453744,0.987012987012987,0.6651982378854625
126,1,194,257,77,0.20588235294117646,0.29961089494163423,0.39690721649484534,0.7003891050583657
127,0,120,179,88,0.41706161137440756,0.49162011173184356,0.7333333333333333,0.5083798882681564
128,0,181,280,104,0.2913165266106443,0.37142857142857144,0.574585635359116,0.6285714285714286
129,0,209,322,153,0.40476190476190477,0.4751552795031056,0.7320574162679426,0.5248447204968945
130,0,63,170,63,0.37058823529411766,0.37058823529411766,1.0,0.6294117647058823
130,1,199,250,108,0.31671554252199413,0.432,0.542713567839196,0.568
131,0,78,174,71,0.39226519337016574,0.40804597701149425,0.9102564102564102,0.5919540229885057
131,1,185,212,123,0.4489051094890511,0.5801886792452831,0.6648648648648648,0.419811320754717
133,0,113,209,100,0.45045045045045046,0.4784688995215311,0.8849557522123894,0.5215311004784688
133,1,187,227,132,0.46808510638297873,0.5814977973568282,0.7058823529411765,0.4185022026431718
135,0,88,210,87,0.41232227488151657,0.4142857142857143,0.9886363636363636,0.5857142857142857
135,1,223,218,107,0.3203592814371258,0.4908256880733945,0.4798206278026906,0.5091743119266054
136,0,65,147,61,0.40397350993377484,0.41496598639455784,0.9384615384615385,0.5850340136054422
136,1,168,241,84,0.25846153846153846,0.34854771784232363,0.5,0.6514522821576764
138,0,104,259,100,0.38022813688212925,0.3861003861003861,0.9615384615384616,0.6138996138996139
138,1,295,321,137,0.2860125260960334,0.42679127725856697,0.46440677966101696,0.573208722741433
141,0,87,174,81,0.45,0.46551724137931033,0.9310344827586207,0.5344827586206896
141,1,214,247,70,0.17902813299232737,0.2834008097165992,0.32710280373831774,0.7165991902834008
142,0,123,299,111,0.35691318327974275,0.3712374581939799,0.9024390243902439,0.6287625418060201
142,1,238,392,150,0.3125,0.3826530612244898,0.6302521008403361,0.6173469387755102
143,0,87,219,81,0.36,0.3698630136986301,0.9310344827586207,0.6301369863013698
143,1,161,191,84,0.31343283582089554,0.4397905759162304,0.5217391304347826,0.5602094240837696
144,0,69,182,66,0.3567567567567568,0.3626373626373626,0.9565217391304348,0.6373626373626373
144,1,155,213,89,0.31899641577060933,0.41784037558685444,0.5741935483870968,0.5821596244131455
145,0,86,182,78,0.4105263157894737,0.42857142857142855,0.9069767441860465,0.5714285714285714
145,1,165,239,112,0.3835616438356164,0.4686192468619247,0.6787878787878788,0.5313807531380753
146,0,100,179,94,0.5081081081081081,0.5251396648044693,0.94,0.4748603351955307
146,1,196,289,132,0.37393767705382436,0.45674740484429066,0.673469387755102,0.5432525951557093
147,0,98,165,96,0.5748502994011976,0.5818181818181818,0.9795918367346939,0.41818181818181815
147,1,216,338,97,0.212253829321663,0.2869822485207101,0.44907407407407407,0.7130177514792899
149,0,164,300,141,0.43653250773993807,0.47,0.8597560975609756,0.53
150,0,48,163,43,0.25595238095238093,0.26380368098159507,0.8958333333333334,0.7361963190184049
150,1,230,288,125,0.31806615776081426,0.4340277777777778,0.5434782608695652,0.5659722222222222
151,0,89,168,86,0.5029239766081871,0.5119047619047619,0.9662921348314607,0.4880952380952381
151,1,166,225,122,0.45353159851301117,0.5422222222222223,0.7349397590361446,0.4577777777777778
152,0,104,288,102,0.35172413793103446,0.3541666666666667,0.9807692307692307,0.6458333333333334
152,1,229,288,143,0.38235294117647056,0.4965277777777778,0.6244541484716157,0.5034722222222222
153,0,155,229,139,0.5673469387755102,0.6069868995633187,0.896774193548387,0.3930131004366812
154,0,176,250,150,0.5434782608695652,0.6,0.8522727272727273,0.4
155,0,106,224,99,0.42857142857142855,0.4419642857142857,0.9339622641509434,0.5580357142857143
155,1,204,256,121,0.35693215339233036,0.47265625,0.5931372549019608,0.52734375
156,0,114,182,100,0.5102040816326531,0.5494505494505495,0.8771929824561403,0.45054945054945056
156,1,188,253,141,0.47,0.5573122529644269,0.75,0.4426877470355731
158,0,78,239,78,0.3263598326359833,0.3263598326359833,1.0,0.6736401673640168
158,1,182,196,79,0.26421404682274247,0.4030612244897959,0.4340659340659341,0.5969387755102041
160,0,95,190,82,0.4039408866995074,0.43157894736842106,0.8631578947368421,0.5684210526315789
160,1,224,330,130,0.30660377358490565,0.3939393939393939,0.5803571428571429,0.6060606060606061
161,0,117,200,99,0.4541284403669725,0.495,0.8461538461538461,0.505
161,1,177,304,119,0.3287292817679558,0.39144736842105265,0.672316384180791,0.6085526315789473
162,0,136,243,77,0.25496688741721857,0.3168724279835391,0.5661764705882353,0.6831275720164609
163,0,55,222,55,0.24774774774774774,0.24774774774774774,1.0,0.7522522522522522
163,1,269,316,130,0.2857142857142857,0.41139240506329117,0.483271375464684,0.5886075949367089
164,0,138,283,129,0.4417808219178082,0.4558303886925795,0.9347826086956522,0.5441696113074205
164,1,243,411,155,0.3106212424849699,0.3771289537712895,0.6378600823045267,0.6228710462287105
165,0,182,287,122,0.3515850144092219,0.4250871080139373,0.6703296703296703,0.5749128919860628
166,0,81,228,81,0.35526315789473684,0.35526315789473684,1.0,0.6447368421052632
166,1,247,268,144,0.3881401617250674,0.5373134328358209,0.582995951417004,0.4626865671641791
167,0,82,215,79,0.3623853211009174,0.3674418604651163,0.9634146341463414,0.6325581395348837
167,1,233,213,109,0.32344213649851633,0.5117370892018779,0.4678111587982833,0.48826291079812206
169,0,121,190,106,0.5170731707317073,0.5578947368421052,0.8760330578512396,0.4421052631578947
169,1,175,264,78,0.21606648199445982,0.29545454545454547,0.44571428571428573,0.7045454545454546
173,0,76,257,72,0.27586206896551724,0.2801556420233463,0.9473684210526315,0.7198443579766537
173,1,190,251,88,0.24929178470254956,0.350597609561753,0.4631578947368421,0.649402390438247
174,0,114,163,92,0.4972972972972973,0.5644171779141104,0.8070175438596491,0.43558282208588955
174,1,132,213,70,0.2545454545454545,0.3286384976525822,0.5303030303030303,0.6713615023474179
176,0,122,204,85,0.35269709543568467,0.4166666666666667,0.6967213114754098,0.5833333333333334
178,0,58,197,56,0.2814070351758794,0.28426395939086296,0.9655172413793104,0.7157360406091371
178,1,167,168,68,0.2546816479400749,0.40476190476190477,0.40718562874251496,0.5952380952380952
179,0,55,187,55,0.29411764705882354,0.29411764705882354,1.0,0.7058823529411765
179,1,180,201,75,0.24509803921568626,0.373134328358209,0.4166666666666667,0.6268656716417911
180,0,92,257,85,0.32196969696969696,0.33073929961089493,0.9239130434782609,0.669260700389105
180,1,202,234,68,0.18478260869565216,0.2905982905982906,0.33663366336633666,0.7094017094017094
183,0,99,266,98,0.36704119850187267,0.3684210526315789,0.98989898989899,0.631578947368421
183,1,205,267,86,0.22279792746113988,0.32209737827715357,0.4195121951219512,0.6779026217228464
186,0,96,200,87,0.41626794258373206,0.435,0.90625,0.565
186,1,188,284,129,0.3760932944606414,0.45422535211267606,0.6861702127659575,0.545774647887324
188,0,59,157,53,0.32515337423312884,0.3375796178343949,0.8983050847457628,0.6624203821656051
188,1,156,210,70,0.23648648648648649,0.3333333333333333,0.44871794871794873,0.6666666666666666
191,0,83,188,81,0.4263157894736842,0.4308510638297872,0.9759036144578314,0.5691489361702128
191,1,188,257,98,0.2824207492795389,0.38132295719844356,0.5212765957446809,0.6186770428015564
25,0,89,148,70,0.41916167664670656,0.47297297297297297,0.7865168539325843,0.527027027027027
25,1,129,198,91,0.3855932203389831,0.4595959595959596,0.7054263565891473,0.5404040404040404
26,0,177,260,141,0.47635135135135137,0.5423076923076923,0.7966101694915254,0.4576923076923077
27,0,94,230,90,0.38461538461538464,0.391304347826087,0.9574468085106383,0.6086956521739131
27,1,181,243,105,0.329153605015674,0.43209876543209874,0.580110497237569,0.5679012345679012
32,0,99,246,94,0.3745019920318725,0.3821138211382114,0.9494949494949495,0.6178861788617886
32,1,197,291,105,0.2741514360313316,0.36082474226804123,0.5329949238578681,0.6391752577319587
33,0,92,144,53,0.2896174863387978,0.3680555555555556,0.5760869565217391,0.6319444444444444
35,0,77,205,75,0.36231884057971014,0.36585365853658536,0.974025974025974,0.6341463414634146
35,1,186,208,76,0.2389937106918239,0.36538461538461536,0.40860215053763443,0.6346153846153846
36,0,102,246,99,0.39759036144578314,0.4024390243902439,0.9705882352941176,0.5975609756097561
36,1,216,302,137,0.35958005249343833,0.45364238410596025,0.6342592592592593,0.5463576158940397
37,0,42,192,42,0.21875,0.21875,1.0,0.78125
37,1,139,247,39,0.11239193083573487,0.15789473684210525,0.2805755395683453,0.8421052631578947
38,0,56,149,53,0.34868421052631576,0.35570469798657717,0.9464285714285714,0.6442953020134228
38,1,148,178,62,0.23484848484848486,0.34831460674157305,0.4189189189189189,0.651685393258427
39,0,73,182,73,0.4010989010989011,0.4010989010989011,1.0,0.5989010989010989
39,1,197,237,63,0.16981132075471697,0.26582278481012656,0.3197969543147208,0.7341772151898734
40,0,92,189,83,0.41919191919191917,0.43915343915343913,0.9021739130434783,0.5608465608465608
40,1,194,258,106,0.3063583815028902,0.4108527131782946,0.5463917525773195,0.5891472868217055
43,0,52,150,52,0.3466666666666667,0.3466666666666667,1.0,0.6533333333333333
43,1,211,178,105,0.36971830985915494,0.5898876404494382,0.4976303317535545,0.4101123595505618
44,0,112,175,104,0.5683060109289617,0.5942857142857143,0.9285714285714286,0.4057142857142857
44,1,110,196,96,0.45714285714285713,0.4897959183673469,0.8727272727272727,0.5102040816326531
44,2,187,267,137,0.43217665615141954,0.5131086142322098,0.732620320855615,0.4868913857677903
45,0,106,257,106,0.41245136186770426,0.41245136186770426,1.0,0.5875486381322957
45,1,281,307,151,0.34553775743707094,0.49185667752442996,0.5373665480427047,0.50814332247557
46,0,102,260,88,0.32116788321167883,0.3384615384615385,0.8627450980392157,0.6615384615384615
46,1,205,324,129,0.3225,0.39814814814814814,0.6292682926829268,0.6018518518518519
50,0,129,276,126,0.45161290322580644,0.45652173913043476,0.9767441860465116,0.5434782608695652
50,1,187,315,109,0.27735368956743,0.346031746031746,0.5828877005347594,0.653968253968254
50,2,187,315,109,0.27735368956743,0.346031746031746,0.5828877005347594,0.653968253968254
50,3,263,451,140,0.24390243902439024,0.31042128603104213,0.532319391634981,0.6895787139689579
51,0,73,191,69,0.35384615384615387,0.3612565445026178,0.9452054794520548,0.6387434554973822
51,1,172,264,125,0.40192926045016075,0.4734848484848485,0.7267441860465116,0.5265151515151515
52,0,117,191,103,0.5024390243902439,0.5392670157068062,0.8803418803418803,0.4607329842931937
52,1,94,235,84,0.34285714285714286,0.3574468085106383,0.8936170212765957,0.6425531914893617
52,2,203,296,79,0.1880952380952381,0.2668918918918919,0.3891625615763547,0.7331081081081081
53,0,149,243,85,0.2768729641693811,0.3497942386831276,0.5704697986577181,0.6502057613168725
54,0,77,180,71,0.3817204301075269,0.39444444444444443,0.922077922077922,0.6055555555555555
54,1,186,305,136,0.38309859154929576,0.4459016393442623,0.7311827956989247,0.5540983606557377
55,0,175,261,125,0.40192926045016075,0.4789272030651341,0.7142857142857143,0.5210727969348659
56,0,147,219,118,0.47580645161290325,0.5388127853881278,0.8027210884353742,0.4611872146118721
57,0,121,201,91,0.3939393939393939,0.4527363184079602,0.7520661157024794,0.5472636815920398
58,0,98,196,95,0.47738693467336685,0.4846938775510204,0.9693877551020408,0.5153061224489796
58,1,179,206,94,0.3230240549828179,0.4563106796116505,0.5251396648044693,0.5436893203883495
59,0,65,219,65,0.2968036529680365,0.2968036529680365,1.0,0.7031963470319634
59,1,192,205,91,0.2973856209150327,0.44390243902439025,0.4739583333333333,0.5560975609756098
60,0,120,216,116,0.5272727272727272,0.5370370370370371,0.9666666666666667,0.46296296296296297
60,1,189,327,130,0.33678756476683935,0.39755351681957185,0.6878306878306878,0.6024464831804281
63,0,99,247,96,0.384,0.38866396761133604,0.9696969696969697,0.611336032388664
63,1,162,154,68,0.27419354838709675,0.44155844155844154,0.41975308641975306,0.5584415584415584
64,0,71,167,70,0.4166666666666667,0.41916167664670656,0.9859154929577465,0.5808383233532934
64,1,175,195,91,0.32616487455197135,0.4666666666666667,0.52,0.5333333333333333
66,0,141,269,92,0.2893081761006289,0.3420074349442379,0.6524822695035462,0.6579925650557621
68,0,82,178,70,0.3684210526315789,0.39325842696629215,0.8536585365853658,0.6067415730337079
68,1,139,186,70,0.27450980392156865,0.3763440860215054,0.5035971223021583,0.6236559139784946
71,0,79,272,76,0.27636363636363637,0.27941176470588236,0.9620253164556962,0.7205882352941176
71,1,283,378,169,0.3434959349593496,0.4470899470899471,0.5971731448763251,0.5529100529100529
72,0,97,265,97,0.3660377358490566,0.3660377358490566,1.0,0.6339622641509434
72,1,216,208,104,0.325,0.5,0.48148148148148145,0.5
74,0,79,215,69,0.30666666666666664,0.3209302325581395,0.8734177215189873,0.6790697674418604
74,1,188,260,105,0.30612244897959184,0.40384615384615385,0.5585106382978723,0.5961538461538461
75,0,169,276,105,0.3088235294117647,0.3804347826086957,0.621301775147929,0.6195652173913043
77,0,164,311,138,0.4094955489614243,0.4437299035369775,0.8414634146341463,0.5562700964630225
77,1,221,367,127,0.2754880694143167,0.3460490463215259,0.5746606334841629,0.6539509536784741
78,0,114,159,83,0.4368421052631579,0.5220125786163522,0.7280701754385965,0.4779874213836478
78,1,130,295,66,0.18384401114206128,0.22372881355932203,0.5076923076923077,0.7762711864406779
79,0,112,221,109,0.48660714285714285,0.49321266968325794,0.9732142857142857,0.5067873303167421
79,1,68,273,54,0.18815331010452963,0.1978021978021978,0.7941176470588235,0.8021978021978022
79,2,213,244,79,0.20899470899470898,0.3237704918032787,0.37089201877934275,0.6762295081967213
80,0,148,226,89,0.312280701754386,0.3938053097345133,0.6013513513513513,0.6061946902654868
81,0,93,233,93,0.39914163090128757,0.39914163090128757,1.0,0.6008583690987125
81,1,216,275,90,0.22443890274314215,0.32727272727272727,0.4166666666666667,0.6727272727272727
82,0,89,229,82,0.3474576271186441,0.35807860262008734,0.9213483146067416,0.6419213973799127
82,1,153,283,64,0.17204301075268819,0.22614840989399293,0.41830065359477125,0.773851590106007
84,0,94,223,91,0.4026548672566372,0.4080717488789238,0.9680851063829787,0.5919282511210763
84,1,180,215,101,0.3435374149659864,0.4697674418604651,0.5611111111111111,0.5302325581395348
85,0,201,343,147,0.3702770780856423,0.42857142857142855,0.7313432835820896,0.5714285714285714
86,0,96,157,79,0.4540229885057471,0.5031847133757962,0.8229166666666666,0.4968152866242038
86,1,194,242,93,0.27113702623906705,0.384297520661157,0.4793814432989691,0.6157024793388429
88,0,101,238,94,0.3836734693877551,0.3949579831932773,0.9306930693069307,0.6050420168067226
88,1,56,183,51,0.2712765957446808,0.2786885245901639,0.9107142857142857,0.7213114754098361
88,2,182,194,68,0.22077922077922077,0.35051546391752575,0.37362637362637363,0.6494845360824743
89,0,102,224,90,0.3813559322033898,0.4017857142857143,0.8823529411764706,0.5982142857142857
89,1,233,271,117,0.3023255813953488,0.4317343173431734,0.5021459227467812,0.5682656826568265
90,0,52,270,52,0.1925925925925926,0.1925925925925926,1.0,0.8074074074074075
90,1,187,210,72,0.22153846153846155,0.34285714285714286,0.3850267379679144,0.6571428571428571
90,2,225,309,66,0.14102564102564102,0.21359223300970873,0.29333333333333333,0.7864077669902912
91,0,92,177,77,0.4010416666666667,0.4350282485875706,0.8369565217391305,0.5649717514124294
91,1,233,233,100,0.273224043715847,0.4291845493562232,0.4291845493562232,0.5708154506437768
93,0,98,224,81,0.3360995850622407,0.36160714285714285,0.826530612244898,0.6383928571428571
93,1,196,255,94,0.26330532212885155,0.3686274509803922,0.47959183673469385,0.6313725490196078
95,0,107,185,73,0.3333333333333333,0.3945945945945946,0.6822429906542056,0.6054054054054054
96,0,100,190,98,0.5104166666666666,0.5157894736842106,0.98,0.4842105263157895
96,1,176,209,117,0.43656716417910446,0.5598086124401914,0.6647727272727273,0.44019138755980863
97,0,71,205,69,0.3333333333333333,0.33658536585365856,0.971830985915493,0.6634146341463415
97,1,190,208,113,0.39649122807017545,0.5432692307692307,0.5947368421052631,0.4567307692307692
98,0,86,210,83,0.38967136150234744,0.3952380952380952,0.9651162790697675,0.6047619047619047
98,1,159,217,91,0.3192982456140351,0.41935483870967744,0.5723270440251572,0.5806451612903226
