example_id,sub_q_idx,offline10_count,draft15_count,offline10_inter_draft15,offline10_cover_draft15,draft15_remaining_after_offline10,remaining_frac_of_draft15,offline10_precision_vs_draft15,jaccard_offline10_draft15
51,1,148,264,105,0.3977272727272727,159,0.6022727272727273,0.7094594594594594,0.34201954397394135
52,0,102,191,70,0.36649214659685864,121,0.6335078534031413,0.6862745098039216,0.31390134529147984
52,1,130,235,85,0.3617021276595745,150,0.6382978723404256,0.6538461538461539,0.30357142857142855
52,2,168,296,90,0.30405405405405406,206,0.6959459459459459,0.5357142857142857,0.24064171122994651
53,0,137,243,77,0.3168724279835391,166,0.6831275720164609,0.5620437956204379,0.25412541254125415
54,0,93,180,58,0.32222222222222224,122,0.6777777777777778,0.6236559139784946,0.26976744186046514
54,1,174,305,115,0.3770491803278688,190,0.6229508196721312,0.6609195402298851,0.3159340659340659
55,0,143,261,88,0.3371647509578544,173,0.6628352490421456,0.6153846153846154,0.27848101265822783
56,0,123,219,87,0.3972602739726027,132,0.6027397260273972,0.7073170731707317,0.3411764705882353
57,0,111,201,76,0.3781094527363184,125,0.6218905472636815,0.6846846846846847,0.3220338983050847
58,0,110,196,73,0.37244897959183676,123,0.6275510204081632,0.6636363636363637,0.3133047210300429
58,1,112,206,64,0.3106796116504854,142,0.6893203883495146,0.5714285714285714,0.25196850393700787
59,0,124,219,78,0.3561643835616438,141,0.6438356164383562,0.6290322580645161,0.2943396226415094
59,1,102,205,48,0.23414634146341465,157,0.7658536585365854,0.47058823529411764,0.18532818532818532
60,0,119,216,83,0.38425925925925924,133,0.6157407407407407,0.6974789915966386,0.32936507936507936
60,1,191,327,99,0.30275229357798167,228,0.6972477064220184,0.518324607329843,0.23627684964200477
63,0,143,247,94,0.3805668016194332,153,0.6194331983805668,0.6573426573426573,0.31756756756756754
63,1,79,154,36,0.23376623376623376,118,0.7662337662337663,0.45569620253164556,0.18274111675126903
64,0,88,167,50,0.2994011976047904,117,0.7005988023952096,0.5681818181818182,0.24390243902439024
64,1,105,195,55,0.28205128205128205,140,0.717948717948718,0.5238095238095238,0.22448979591836735
66,0,152,269,95,0.35315985130111527,174,0.6468401486988847,0.625,0.29141104294478526
68,0,100,178,71,0.398876404494382,107,0.601123595505618,0.71,0.34299516908212563
68,1,99,186,55,0.2956989247311828,131,0.7043010752688172,0.5555555555555556,0.2391304347826087
71,0,157,272,89,0.3272058823529412,183,0.6727941176470589,0.5668789808917197,0.26176470588235295
71,1,217,378,147,0.3888888888888889,231,0.6111111111111112,0.6774193548387096,0.328125
72,0,157,265,109,0.41132075471698115,156,0.5886792452830188,0.6942675159235668,0.34824281150159747
72,1,112,208,61,0.2932692307692308,147,0.7067307692307693,0.5446428571428571,0.23552123552123552
74,0,121,215,69,0.3209302325581395,146,0.6790697674418604,0.5702479338842975,0.25842696629213485
74,1,148,260,90,0.34615384615384615,170,0.6538461538461539,0.6081081081081081,0.2830188679245283
75,0,151,276,83,0.3007246376811594,193,0.6992753623188406,0.5496688741721855,0.24127906976744187
77,0,182,311,119,0.38263665594855306,192,0.617363344051447,0.6538461538461539,0.3181818181818182
77,1,216,367,123,0.335149863760218,244,0.6648501362397821,0.5694444444444444,0.2673913043478261
78,0,83,159,60,0.37735849056603776,99,0.6226415094339622,0.7228915662650602,0.32967032967032966
78,1,174,295,109,0.3694915254237288,186,0.6305084745762712,0.6264367816091954,0.30277777777777776
79,0,121,221,77,0.34841628959276016,144,0.6515837104072398,0.6363636363636364,0.29056603773584905
79,1,152,273,69,0.25274725274725274,204,0.7472527472527473,0.45394736842105265,0.19382022471910113
79,2,131,244,90,0.36885245901639346,154,0.6311475409836066,0.6870229007633588,0.3157894736842105
80,0,128,226,68,0.3008849557522124,158,0.6991150442477876,0.53125,0.23776223776223776
81,0,130,233,87,0.37339055793991416,146,0.6266094420600858,0.6692307692307692,0.31521739130434784
81,1,158,275,89,0.3236363636363636,186,0.6763636363636364,0.5632911392405063,0.25872093023255816
82,0,126,229,81,0.3537117903930131,148,0.6462882096069869,0.6428571428571429,0.2956204379562044
82,1,157,283,77,0.27208480565371024,206,0.7279151943462897,0.49044585987261147,0.21212121212121213
84,0,124,223,78,0.34977578475336324,145,0.6502242152466368,0.6290322580645161,0.2899628252788104
84,1,122,215,69,0.3209302325581395,146,0.6790697674418604,0.5655737704918032,0.2574626865671642
85,0,199,343,143,0.41690962099125367,200,0.5830903790087464,0.7185929648241206,0.3583959899749373
86,0,81,157,62,0.39490445859872614,95,0.6050955414012739,0.7654320987654321,0.3522727272727273
86,1,133,242,77,0.3181818181818182,165,0.6818181818181818,0.5789473684210527,0.25838926174496646
88,0,136,238,77,0.3235294117647059,161,0.6764705882352942,0.5661764705882353,0.25925925925925924
88,1,92,183,64,0.34972677595628415,119,0.6502732240437158,0.6956521739130435,0.3033175355450237
88,2,105,194,48,0.24742268041237114,146,0.7525773195876289,0.45714285714285713,0.19123505976095617
89,0,125,224,74,0.33035714285714285,150,0.6696428571428571,0.592,0.2690909090909091
89,1,156,271,95,0.3505535055350554,176,0.6494464944649446,0.6089743589743589,0.286144578313253
90,0,156,270,102,0.37777777777777777,168,0.6222222222222222,0.6538461538461539,0.3148148148148148
90,1,113,210,63,0.3,147,0.7,0.5575221238938053,0.2423076923076923
90,2,169,309,67,0.2168284789644013,242,0.7831715210355987,0.39644970414201186,0.1630170316301703
91,0,93,177,66,0.3728813559322034,111,0.6271186440677966,0.7096774193548387,0.3235294117647059
91,1,118,233,58,0.24892703862660945,175,0.7510729613733905,0.4915254237288136,0.19795221843003413
93,0,123,224,70,0.3125,154,0.6875,0.5691056910569106,0.2527075812274368
93,1,147,255,80,0.3137254901960784,175,0.6862745098039216,0.54421768707483,0.2484472049689441
95,0,101,185,64,0.34594594594594597,121,0.654054054054054,0.6336633663366337,0.2882882882882883
96,0,104,190,69,0.3631578947368421,121,0.6368421052631579,0.6634615384615384,0.30666666666666664
96,1,115,209,59,0.2822966507177033,150,0.7177033492822966,0.5130434782608696,0.22264150943396227
97,0,111,205,71,0.3463414634146341,134,0.6536585365853659,0.6396396396396397,0.2897959183673469
97,1,114,208,64,0.3076923076923077,144,0.6923076923076923,0.5614035087719298,0.24806201550387597
98,0,115,210,67,0.319047619047619,143,0.680952380952381,0.5826086956521739,0.2596899224806202
98,1,119,217,70,0.3225806451612903,147,0.6774193548387096,0.5882352941176471,0.2631578947368421
100,0,128,229,78,0.3406113537117904,151,0.6593886462882096,0.609375,0.27956989247311825
100,1,132,233,77,0.33047210300429186,156,0.6695278969957081,0.5833333333333334,0.2673611111111111
101,0,84,160,59,0.36875,101,0.63125,0.7023809523809523,0.31891891891891894
101,1,151,275,108,0.3927272727272727,167,0.6072727272727273,0.7152317880794702,0.33962264150943394
102,0,119,216,73,0.33796296296296297,143,0.6620370370370371,0.6134453781512605,0.2786259541984733
102,1,165,277,90,0.3249097472924188,187,0.6750902527075813,0.5454545454545454,0.2556818181818182
103,0,132,243,82,0.3374485596707819,161,0.6625514403292181,0.6212121212121212,0.27986348122866894
103,1,106,197,50,0.25380710659898476,147,0.7461928934010152,0.4716981132075472,0.1976284584980237
104,0,210,366,126,0.3442622950819672,240,0.6557377049180327,0.6,0.28
105,0,237,396,144,0.36363636363636365,252,0.6363636363636364,0.6075949367088608,0.294478527607362
105,1,303,500,177,0.354,323,0.646,0.5841584158415841,0.2827476038338658
109,0,186,318,91,0.2861635220125786,227,0.7138364779874213,0.489247311827957,0.22033898305084745
112,0,77,153,49,0.3202614379084967,104,0.6797385620915033,0.6363636363636364,0.27071823204419887
112,1,111,201,48,0.23880597014925373,153,0.7611940298507462,0.43243243243243246,0.18181818181818182
113,0,143,245,90,0.3673469387755102,155,0.6326530612244898,0.6293706293706294,0.30201342281879195
113,1,129,225,85,0.37777777777777777,140,0.6222222222222222,0.6589147286821705,0.3159851301115242
114,0,169,286,109,0.3811188811188811,177,0.6188811188811189,0.6449704142011834,0.315028901734104
114,1,128,229,73,0.31877729257641924,156,0.6812227074235808,0.5703125,0.25704225352112675
117,0,129,229,92,0.4017467248908297,137,0.5982532751091703,0.7131782945736435,0.3458646616541353
117,1,97,181,52,0.287292817679558,129,0.712707182320442,0.5360824742268041,0.23008849557522124
118,0,135,237,81,0.34177215189873417,156,0.6582278481012658,0.6,0.27835051546391754
119,0,136,248,83,0.3346774193548387,165,0.6653225806451613,0.6102941176470589,0.2757475083056478
119,1,113,204,63,0.3088235294117647,141,0.6911764705882353,0.5575221238938053,0.24803149606299213
120,0,211,356,134,0.37640449438202245,222,0.6235955056179775,0.6350710900473934,0.3094688221709007
121,0,176,297,103,0.3468013468013468,194,0.6531986531986532,0.5852272727272727,0.27837837837837837
121,1,182,315,115,0.36507936507936506,200,0.6349206349206349,0.6318681318681318,0.3010471204188482
123,0,191,317,107,0.33753943217665616,210,0.6624605678233438,0.5602094240837696,0.26683291770573564
123,1,150,261,92,0.3524904214559387,169,0.6475095785440613,0.6133333333333333,0.2884012539184953
123,2,142,253,81,0.3201581027667984,172,0.6798418972332015,0.5704225352112676,0.25796178343949044
123,3,162,285,86,0.3017543859649123,199,0.6982456140350877,0.5308641975308642,0.23822714681440443
125,0,213,354,153,0.4322033898305085,201,0.5677966101694916,0.7183098591549296,0.3695652173913043
126,0,128,227,69,0.3039647577092511,158,0.6960352422907489,0.5390625,0.24125874125874125
126,1,147,257,68,0.26459143968871596,189,0.7354085603112841,0.46258503401360546,0.20238095238095238
127,0,97,179,62,0.3463687150837989,117,0.6536312849162011,0.6391752577319587,0.2897196261682243
128,0,163,280,90,0.32142857142857145,190,0.6785714285714286,0.5521472392638037,0.254957507082153
129,0,192,322,113,0.35093167701863354,209,0.6490683229813664,0.5885416666666666,0.2817955112219451
130,0,90,170,64,0.3764705882352941,106,0.6235294117647059,0.7111111111111111,0.32653061224489793
130,1,143,250,79,0.316,171,0.684,0.5524475524475524,0.2515923566878981
131,0,93,174,57,0.3275862068965517,117,0.6724137931034483,0.6129032258064516,0.2714285714285714
131,1,116,212,80,0.37735849056603776,132,0.6226415094339622,0.6896551724137931,0.3225806451612903
133,0,115,209,64,0.3062200956937799,145,0.69377990430622,0.5565217391304348,0.24615384615384617
133,1,127,227,73,0.32158590308370044,154,0.6784140969162996,0.5748031496062992,0.2597864768683274
135,0,118,210,88,0.41904761904761906,122,0.580952380952381,0.7457627118644068,0.36666666666666664
135,1,117,218,53,0.24311926605504589,165,0.7568807339449541,0.452991452991453,0.1879432624113475
136,0,74,147,51,0.3469387755102041,96,0.6530612244897959,0.6891891891891891,0.3
136,1,132,241,71,0.2946058091286307,170,0.7053941908713693,0.5378787878787878,0.23509933774834438
138,0,152,259,87,0.3359073359073359,172,0.6640926640926641,0.5723684210526315,0.26851851851851855
138,1,189,321,106,0.3302180685358255,215,0.6697819314641744,0.5608465608465608,0.2623762376237624
141,0,90,174,50,0.28735632183908044,124,0.7126436781609196,0.5555555555555556,0.2336448598130841
141,1,139,247,75,0.30364372469635625,172,0.6963562753036437,0.539568345323741,0.24115755627009647
142,0,176,299,129,0.431438127090301,170,0.568561872909699,0.7329545454545454,0.37283236994219654
142,1,231,392,162,0.413265306122449,230,0.5867346938775511,0.7012987012987013,0.351409978308026
143,0,124,219,84,0.3835616438356164,135,0.6164383561643836,0.6774193548387096,0.32432432432432434
143,1,98,191,65,0.3403141361256545,126,0.6596858638743456,0.6632653061224489,0.29017857142857145
144,0,96,182,55,0.3021978021978022,127,0.6978021978021978,0.5729166666666666,0.24663677130044842
144,1,113,213,70,0.3286384976525822,143,0.6713615023474179,0.6194690265486725,0.2734375
145,0,97,182,56,0.3076923076923077,126,0.6923076923076923,0.5773195876288659,0.25112107623318386
145,1,135,239,95,0.39748953974895396,144,0.602510460251046,0.7037037037037037,0.34050179211469533
146,0,98,179,59,0.329608938547486,120,0.6703910614525139,0.6020408163265306,0.2706422018348624
146,1,168,289,77,0.2664359861591695,212,0.7335640138408305,0.4583333333333333,0.2026315789473684
147,0,88,165,59,0.3575757575757576,106,0.6424242424242425,0.6704545454545454,0.30412371134020616
147,1,196,338,100,0.2958579881656805,238,0.7041420118343196,0.5102040816326531,0.2304147465437788
149,0,175,300,127,0.42333333333333334,173,0.5766666666666667,0.7257142857142858,0.3649425287356322
150,0,83,163,39,0.2392638036809816,124,0.7607361963190185,0.46987951807228917,0.18840579710144928
150,1,169,288,99,0.34375,189,0.65625,0.5857988165680473,0.276536312849162
151,0,91,168,58,0.34523809523809523,110,0.6547619047619048,0.6373626373626373,0.2885572139303483
151,1,129,225,66,0.29333333333333333,159,0.7066666666666667,0.5116279069767442,0.22916666666666666
152,0,166,288,105,0.3645833333333333,183,0.6354166666666666,0.6325301204819277,0.3008595988538682
152,1,169,288,112,0.3888888888888889,176,0.6111111111111112,0.6627218934911243,0.32463768115942027
153,0,129,229,87,0.3799126637554585,142,0.6200873362445415,0.6744186046511628,0.3210332103321033
154,0,145,250,85,0.34,165,0.66,0.5862068965517241,0.27419354838709675
155,0,123,224,80,0.35714285714285715,144,0.6428571428571429,0.6504065040650406,0.299625468164794
155,1,150,256,88,0.34375,168,0.65625,0.5866666666666667,0.27672955974842767
156,0,101,182,57,0.3131868131868132,125,0.6868131868131868,0.5643564356435643,0.252212389380531
156,1,147,253,72,0.2845849802371542,181,0.7154150197628458,0.4897959183673469,0.21951219512195122
158,0,134,239,87,0.36401673640167365,152,0.6359832635983264,0.6492537313432836,0.3041958041958042
158,1,106,196,63,0.32142857142857145,133,0.6785714285714286,0.5943396226415094,0.26359832635983266
160,0,104,190,64,0.3368421052631579,126,0.6631578947368421,0.6153846153846154,0.2782608695652174
160,1,189,330,125,0.3787878787878788,205,0.6212121212121212,0.6613756613756614,0.31725888324873097
161,0,111,200,63,0.315,137,0.685,0.5675675675675675,0.2540322580645161
161,1,175,304,95,0.3125,209,0.6875,0.5428571428571428,0.24739583333333334
162,0,132,243,86,0.35390946502057613,157,0.6460905349794238,0.6515151515151515,0.2975778546712803
163,0,123,222,77,0.34684684684684686,145,0.6531531531531531,0.6260162601626016,0.2873134328358209
163,1,186,316,116,0.3670886075949367,200,0.6329113924050633,0.6236559139784946,0.3005181347150259
164,0,165,283,114,0.4028268551236749,169,0.5971731448763251,0.6909090909090909,0.3413173652694611
164,1,247,411,150,0.36496350364963503,261,0.635036496350365,0.6072874493927125,0.2952755905511811
165,0,162,287,95,0.3310104529616725,192,0.6689895470383276,0.5864197530864198,0.268361581920904
166,0,129,228,80,0.3508771929824561,148,0.6491228070175439,0.6201550387596899,0.2888086642599278
166,1,154,268,76,0.2835820895522388,192,0.7164179104477612,0.4935064935064935,0.21965317919075145
167,0,121,215,81,0.3767441860465116,134,0.6232558139534884,0.6694214876033058,0.3176470588235294
167,1,120,213,68,0.3192488262910798,145,0.6807511737089202,0.5666666666666667,0.25660377358490566
169,0,104,190,66,0.3473684210526316,124,0.6526315789473685,0.6346153846153846,0.2894736842105263
169,1,150,264,60,0.22727272727272727,204,0.7727272727272727,0.4,0.1694915254237288
173,0,147,257,93,0.36186770428015563,164,0.6381322957198443,0.6326530612244898,0.2990353697749196
173,1,139,251,71,0.28286852589641437,180,0.7171314741035857,0.5107913669064749,0.2225705329153605
174,0,86,163,55,0.3374233128834356,108,0.6625766871165644,0.6395348837209303,0.28350515463917525
174,1,116,213,69,0.323943661971831,144,0.676056338028169,0.5948275862068966,0.2653846153846154
176,0,111,204,65,0.31862745098039214,139,0.6813725490196079,0.5855855855855856,0.26
178,0,108,197,74,0.3756345177664975,123,0.6243654822335025,0.6851851851851852,0.3203463203463203
178,1,90,168,52,0.30952380952380953,116,0.6904761904761905,0.5777777777777777,0.2524271844660194
179,0,102,187,59,0.3155080213903743,128,0.6844919786096256,0.5784313725490197,0.2565217391304348
179,1,106,201,45,0.22388059701492538,156,0.7761194029850746,0.42452830188679247,0.1717557251908397
180,0,150,257,101,0.39299610894941633,156,0.6070038910505836,0.6733333333333333,0.3300653594771242
180,1,126,234,50,0.21367521367521367,184,0.7863247863247863,0.3968253968253968,0.16129032258064516
183,0,156,266,103,0.38721804511278196,163,0.6127819548872181,0.6602564102564102,0.322884012539185
183,1,156,267,82,0.30711610486891383,185,0.6928838951310862,0.5256410256410257,0.2404692082111437
186,0,111,200,64,0.32,136,0.68,0.5765765765765766,0.2591093117408907
186,1,162,284,102,0.3591549295774648,182,0.6408450704225352,0.6296296296296297,0.29651162790697677
188,0,80,157,51,0.3248407643312102,106,0.6751592356687898,0.6375,0.27419354838709675
188,1,113,210,60,0.2857142857142857,150,0.7142857142857143,0.5309734513274337,0.22813688212927757
191,0,103,188,53,0.28191489361702127,135,0.7180851063829787,0.5145631067961165,0.22268907563025211
191,1,149,257,78,0.3035019455252918,179,0.6964980544747081,0.5234899328859061,0.23780487804878048
