Question,Real Answer,Pred Answer,em,f1,glm_correct,glm_reason
Who is the spouse of the current queen of England?,Philip Mountbatten,"Answer: Philip, Duke of Edinburgh",0.0,0.2,True,"预测答案“Philip, Duke of Edinburgh”与标准答案“Philip Mountbatten”指的是同一个人，即英国女王伊丽莎白二世的丈夫。两者在语义上完全等价，只是使用了不同的称呼方式，因此预测答案正确回答了问题。"
In which year did Taifa of Francisco Giner de los Rios' birthplace cease to exist?,1065,1915,0.0,0.3333333333333333,False,预测答案给出的年份是1915年，而标准答案为1065年。两者在数值上完全不同，且语义上不等价，因此预测答案未能正确回答问题。
What did M. King Hubbert's employer announce it was in the process of doing in April 2010?,trying to find a potential buyer for all of its operations in Finland,selling all of its operations in Finland and conducting market research for Swedish operations,0.0,0.5925925925925926,True,预测答案中明确包含了“selling all of its operations in Finland”这一关键信息，与标准答案“trying to find a potential buyer for all of its operations in Finland”在语义上等价，符合寻找买家的最终目的即为出售。此外，预测答案补充了关于瑞典业务的市场调研信息，但这并不影响对核心问题的正确回答。
Who did the person considered the founder of three major monotheistic religions marry after the death of Sarah?,Keturah,Abraham married Keturah after the death of Sarah.,0.0,0.33333333333333337,True,预测答案明确指出了在Sarah死后，Abraham娶了Keturah。这不仅包含了标准答案的关键信息“Keturah”，而且在语义上与标准答案完全等价，准确回答了问题所问的内容。
In what region of the country of S-Fone is The place of birth of John Phan located?,South Central Coast,South Central Coast,1.0,1.0,True,预测答案“South Central Coast”与标准答案完全一致，包含了标准答案的所有关键信息，且在语义上完全等价，准确地回答了问题。
"Along with the Closer performer, what notable pop artist started out his career on adult contemporary radio?",Michael Bublé,Bart Millard,0.0,0.0,False,预测答案给出的名字是“Bart Millard”，而标准答案明确指出该著名流行歌手是“Michael Bublé”。两者并非同一人物，预测答案没有包含标准答案的关键信息，在语义上也不等价，因此判断为错误。
The Live Life Loud album's band signed to which label?,Fair Trade Services,BEC Recordings,0.0,0.0,False,预测答案给出的厂牌是“BEC Recordings”，而标准答案是“Fair Trade Services”。两者并非同一唱片公司，预测答案未包含标准答案的关键信息，且语义上完全不一致，因此判断为错误。
Who is the child of Sigrid Eskilsdotter's child?,Svante Stensson Sture,Svante Turesson (Gustav Vasa),0.0,0.14285714285714288,False,预测答案给出的名字是“Svante Turesson (Gustav Vasa)”，而标准答案是“Svante Stensson Sture”。两者在语义上并不等价，且预测答案未包含标准答案的关键信息，因此判断为错误。
What is the record label of the Metalworks Studio founder?,TML Entertainment,Metalworks Institute,0.0,0.0,False,预测答案“Metalworks Institute”与标准答案“TML Entertainment”完全不同，两者在语义上不等价，且预测答案未包含标准答案的关键信息，因此未能正确回答问题。
Who is the president of the new country that jointly established a Commission of Truth and Friendship with the country that broadcasts Dahsyat?,Francisco Guterres,Susilo Bambang Yudhoyono,0.0,0.0,False,预测答案“Susilo Bambang Yudhoyono”与标准答案“Francisco Guterres”完全不同，两者并非同一人物。预测答案未能包含标准答案的关键信息，在语义上也不等价，因此判断为错误。
How many times did the plague occur in the city where Flora's painter died?,22,3,0.0,0.0,False,预测答案给出的数字是3，而标准答案明确指出瘟疫发生的次数是22。两者在核心数值信息上完全不一致，且在语义上不等价，因此预测答案未能正确回答问题。
What is the seat of the county sharing a border with the county in which Valley New School is located?,Green Bay,Mesilla,0.0,0.0,False,预测答案“Mesilla”与标准答案“Green Bay”完全不一致，没有包含标准答案的任何关键信息，且两者在语义上也不等价，因此预测答案未能正确回答问题。
What is the highest city in the state where Dell ranks sixth by revenue?,Fort Davis,Fort Davis,1.0,1.0,True,预测答案“Fort Davis”与标准答案完全一致，包含了标准答案的全部关键信息，在语义上完全等价，准确无误地回答了所提出的问题。
Who played the girlfriend of who plays marty mcfly's daughter in back to the future 2?,Claudia Wells,Elisabeth Shue played the girlfriend of Marty McFly's daughter in Back to the Future 2.,0.0,0.0,False,预测答案给出的名字是Elisabeth Shue，而标准答案是Claudia Wells。两者在关键信息上不一致，因此预测答案未能正确回答问题。
"What specific part of the book where the quote ""by the skin of your teeth"" comes from document reference for Mary?",Genesis 3:15,Job 19:20,0.0,0.4444444444444445,False,预测答案给出的出处是“Job 19:20”，而标准答案为“Genesis 3:15”。两者在具体的书卷和章节上完全不同，预测答案没有包含标准答案的关键信息，且在语义上不等价，因此判断为错误。
What is the seat of the county sharing a border with the county in which J. P. Hayes was born?,Green Bay,Appleton,0.0,0.0,False,预测答案“Appleton”与标准答案“Green Bay”是两个不同的地名，预测答案并未包含标准答案的关键信息，且两者在语义上并不等价，因此判断为错误。
How many times did plague occur in the place where Venus with a Mirror's creator died?,22,3,0.0,0.0,False,预测答案给出的数字是3，而标准答案明确指出该地发生瘟疫的次数是22。两者在核心数值信息上完全不一致，且语义上无法等价，因此预测答案未能正确回答问题。
What is the source of the river Orlam clans crossed to migrate to Namibia?,Thaba Putsoa,The Orlam clans crossed the Orange River to migrate to Namibia.,0.0,0.0,False,预测答案指出奥拉姆氏族跨越的河流是Orange River（奥兰治河），而标准答案明确给出的是Thaba Putsoa。两者在关键信息上不一致，且在语义上不等价，因此预测答案未能正确回答问题。
"Why was Common Sense, by the same author as Rights of Man, an important work?",crystallized the rebellious demand for independence from Great Britain,"It was an important work because it crystallized sentiment for independence in 1776, was the most widely read pamphlet of the American Revolution, and contributed significantly to spreading the idea of republicanism, bolstering enthusiasm",0.0,0.12244897959183675,True,预测答案包含了标准答案的核心信息，即“crystallized sentiment for independence”（明确了独立诉求），这与标准答案中的“crystallized the rebellious demand for independence”在语义上完全等价。此外，预测答案还补充了该作品在传播共和思想等方面的历史影响，准确且全面地回答了问题。
In which county was Larkin I. Smith born?,Pearl River County,Pearl River County,1.0,1.0,True,预测答案与标准答案完全一致，均为“Pearl River County”。预测答案准确且完整地包含了标准答案的关键信息，语义上完全等价，正确地回答了Larkin I. Smith的出生地所在县的问题。
What movie did the person who acted in the comedy film Crime School win his only Oscar for?,The African Queen,The African Queen,1.0,1.0,True,预测答案与标准答案完全一致，均为“The African Queen”。预测答案准确包含了标准答案的关键信息，且在语义上完全等价，正确地回答了所提出的问题。
