example_id,sub_question_id,selector,rate,ground_truth,predicted,f1,em,selected_tokens
24,1,fusionrag_qk,0.8,Joni James was signed to MGM Records.,MGM Records,0.4,0.0,1597
25,0,oracle_full_attention,0.8,Central Equatoria,Central Equatoria state,0.8,0.0,631
25,0,fusionrag_qk,0.8,Central Equatoria,Central Equatoria,1.0,1.0,631
25,1,oracle_full_attention,0.8,Eastern Equatoria shares a border with Central Equatoria.,"Badigeru Swamp, Terekeka, Lafon, Gera, and South Sudan share a border with Central Equatoria.",0.33333333333333326,0.0,901
25,1,fusionrag_qk,0.8,Eastern Equatoria shares a border with Central Equatoria.,"Gura Forest Reserve, Ethiopia and Democratic Republic of the Congo share a border with Central Equatoria. However, this information is not directly provided in the given documents. The closest relevant information is that the Badigeru swamp lies in South Sudan, in the Central Equatoria and Eastern Equatoria states between Tereke",0.21874999999999994,0.0,901
26,0,oracle_full_attention,0.8,Colin Firth,Colin Firth,1.0,1.0,1227
26,0,fusionrag_qk,0.8,Colin Firth,Colin Firth,1.0,1.0,1227
27,0,oracle_full_attention,0.8,The cast includes Harry Hamlin as Steve and Deborah Van Valkenburgh as Tina.,"Steve (Harry Hamlin), Tina (Deborah Van Valkenburgh)",0.8484848484848484,0.0,1069
27,0,fusionrag_qk,0.8,The cast includes Harry Hamlin as Steve and Deborah Van Valkenburgh as Tina.,"Harry Hamlin, Deborah Van Valkenburgh, Art Parkinson, Todd Williams, Colton Haynes, Ioan Gruffudd, Will Yun Lee",0.375,0.0,1069
27,1,oracle_full_attention,0.8,Lisa Rinna,Lisa Rinna,1.0,1.0,1155
27,1,fusionrag_qk,0.8,Lisa Rinna,Lisa Rinna,1.0,1.0,1155
32,0,oracle_full_attention,0.8,Albert assumed the regnal name 'George VI'.,George VI,0.4,0.0,1151
32,0,fusionrag_qk,0.8,Albert assumed the regnal name 'George VI'.,George VI,0.4,0.0,1151
32,1,oracle_full_attention,0.8,Colin Firth,Colin Firth,1.0,1.0,1377
32,1,fusionrag_qk,0.8,Colin Firth,Colin Firth,1.0,1.0,1377
33,0,oracle_full_attention,0.8,"Park Rapids, Minnesota","Park Rapids, Minnesota",1.0,1.0,620
33,0,fusionrag_qk,0.8,"Park Rapids, Minnesota","Park Rapids, Minnesota",1.0,1.0,620
35,0,oracle_full_attention,0.8,The author of Prince Prigio is Andrew Lang.,Andrew Lang,0.3636363636363636,0.0,939
35,0,fusionrag_qk,0.8,The author of Prince Prigio is Andrew Lang.,Andrew Lang,0.3636363636363636,0.0,939
35,1,oracle_full_attention,0.8,Andrew Lang died in 1912.,1912,0.5,0.0,972
35,1,fusionrag_qk,0.8,Andrew Lang died in 1912.,1912,0.5,0.0,972
36,0,oracle_full_attention,0.8,"Greenfield, Indiana","Greenfield, Indiana",1.0,1.0,1170
36,0,fusionrag_qk,0.8,"Greenfield, Indiana","1956 in Greenfield, Indiana",0.5454545454545454,0.0,1170
36,1,oracle_full_attention,0.8,"Greenfield, Indiana is located in Hancock County.",Hancock County,0.1818181818181818,0.0,1456
36,1,fusionrag_qk,0.8,"Greenfield, Indiana is located in Hancock County.",Hancock County,0.1818181818181818,0.0,1456
37,0,oracle_full_attention,0.8,Nannina de' Medici's parents were Piero di Cosimo de' Medici and Lucrezia Tornabuoni.,Piero di Cosimo de' Medici and Lucrezia Tornabuoni,0.7368421052631579,0.0,857
37,0,fusionrag_qk,0.8,Nannina de' Medici's parents were Piero di Cosimo de' Medici and Lucrezia Tornabuoni.,Piero di Cosimo de' Medici and Lucrezia Tornabuoni,0.7368421052631579,0.0,857
37,1,oracle_full_attention,0.8,Nannina de' Medici's siblings were Lorenzo de' Medici and Giuliano de' Medici.,Lorenzo de' Medici,0.32000000000000006,0.0,1032
37,1,fusionrag_qk,0.8,Nannina de' Medici's siblings were Lorenzo de' Medici and Giuliano de' Medici.,Lorenzo de' Medici,0.32000000000000006,0.0,1032
38,0,oracle_full_attention,0.8,"NRHEG High School is located in New Richland, Minnesota.","New Richland, Minnesota",0.5,0.0,647
38,0,fusionrag_qk,0.8,"NRHEG High School is located in New Richland, Minnesota.","New Richland, Minnesota",0.5,0.0,647
38,1,oracle_full_attention,0.8,"New Richland is located in Waseca County, Minnesota.",Waseca County,0.42857142857142855,0.0,793
38,1,fusionrag_qk,0.8,"New Richland is located in Waseca County, Minnesota.",Waseca County,0.42857142857142855,0.0,793
39,0,oracle_full_attention,0.8,Janatha Vimukthi Peramuna,Janatha Vimukthi Peramuna,1.0,1.0,772
39,0,fusionrag_qk,0.8,Janatha Vimukthi Peramuna,Janatha Vimukthi Peramuna,1.0,1.0,772
39,1,oracle_full_attention,0.8,The Janatha Vimukthi Peramuna was founded by Rohana Wijeweera.,Patabendi Don Jinadasa Nandasiri Wijeweera,0.20689655172413793,0.0,1084
39,1,fusionrag_qk,0.8,The Janatha Vimukthi Peramuna was founded by Rohana Wijeweera.,Patabendi Don Jinadasa Nandasiri Wijeweera,0.20689655172413793,0.0,1084
40,0,oracle_full_attention,0.8,"Larry Alcala estudió en la Universidad de Filipinas, donde obtuvo un título de Licenciado en Bellas Artes en Pintura.",University of the Philippines,0,0.0,871
40,0,fusionrag_qk,0.8,"Larry Alcala estudió en la Universidad de Filipinas, donde obtuvo un título de Licenciado en Bellas Artes en Pintura.",University of the Philippines,0,0.0,871
40,1,oracle_full_attention,0.8,Military instruction began at the University of the Philippines in 1912.,1912,0.375,0.0,1212
40,1,fusionrag_qk,0.8,Military instruction began at the University of the Philippines in 1912.,1912,0.375,0.0,1212
43,0,oracle_full_attention,0.8,"Cedar Springs is an unincorporated community in west Falls County, Texas, United States, located on Farm-to-market road #2027.","Cedar Springs is an unincorporated community in west Falls County, Texas, United States. It is located on Farm-to-market road #2027. There is another place named Cedar Springs in Guadalupe County, but the question does not specify which one, so based on the first mention,",0.6582278481012659,0.0,670
43,0,fusionrag_qk,0.8,"Cedar Springs is an unincorporated community in west Falls County, Texas, United States, located on Farm-to-market road #2027.","Cedar Springs is an unincorporated community in west Falls County, Texas, United States. It is located on Farm-to-market road #2027.",0.962962962962963,0.0,670
43,1,oracle_full_attention,0.8,Bell County shares a border with Falls County.,"Crockett County, Hamilton County, Lamar County, McLennan County, Milam County, Navarro County, Somervell County, and Williamson County share a border with Falls County, Texas.",0.25,0.0,792
43,1,fusionrag_qk,0.8,Bell County shares a border with Falls County.,"Bell County and Williamson County share borders with Falls County, Texas. However, based on the provided documents, Bell County is more explicitly mentioned in relation to Falls County. Williamson County's border with Falls County is not directly stated but can be inferred since Granger, a city in Williamson County, is mentioned as being near",0.15384615384615385,0.0,792
44,0,oracle_full_attention,0.8,"Bancroft is located in Ontario, Canada.","Bancroft is located in Ontario, Canada.",1.0,1.0,798
44,0,fusionrag_qk,0.8,"Bancroft is located in Ontario, Canada.","Ontario, Canada",0.3636363636363636,0.0,798
44,1,oracle_full_attention,0.8,"Bancroft, Ontario is located in Hastings County.",Hastings County,0.28571428571428575,0.0,885
44,1,fusionrag_qk,0.8,"Bancroft, Ontario is located in Hastings County.",Ontario,0.16666666666666669,0.0,885
44,2,oracle_full_attention,0.8,Renfrew County and Haliburton County border Hastings County in Ontario.,"Renfrew, Haliburton, and Wellington counties border Hastings County in Ontario.",0.8387096774193549,0.0,1282
44,2,fusionrag_qk,0.8,Renfrew County and Haliburton County border Hastings County in Ontario.,Renfrew County and Haliburton County,0.6956521739130436,0.0,1282
45,0,oracle_full_attention,0.8,"Empress Wang's husband was Yang Pu (Emperor Rui), the final ruler of the Chinese state Wu during the Five Dynasties and Ten Kingdoms period.",Yang Jian (Wang Jian),0,0.0,1230
45,0,fusionrag_qk,0.8,"Empress Wang's husband was Yang Pu (Emperor Rui), the final ruler of the Chinese state Wu during the Five Dynasties and Ten Kingdoms period.",Yang Pu,0.07407407407407407,0.0,1230
45,1,oracle_full_attention,0.8,"Yang Pu's father was Yang Xingmi, a late-Tang Dynasty warlord and military governor of Huainan Circuit.",Yang Xingmi,0.25,0.0,1456
45,1,fusionrag_qk,0.8,"Yang Pu's father was Yang Xingmi, a late-Tang Dynasty warlord and military governor of Huainan Circuit.",Yang Xingmi,0.25,0.0,1456
46,0,oracle_full_attention,0.8,George VI was the King of the United Kingdom in 1951.,George VI,0.2666666666666667,0.0,1216
46,0,fusionrag_qk,0.8,George VI was the King of the United Kingdom in 1951.,George VI,0.2666666666666667,0.0,1216
46,1,oracle_full_attention,0.8,Colin Firth,Colin Firth,1.0,1.0,1548
46,1,fusionrag_qk,0.8,Colin Firth,Colin Firth,1.0,1.0,1548
50,0,oracle_full_attention,0.8,Henry III,Henry III,1.0,1.0,1337
50,0,fusionrag_qk,0.8,Henry III,Richard,0,0.0,1337
50,1,oracle_full_attention,0.8,"John I of Cyprus (John II of Jerusalem) was crowned on May 11, 1284.",1284,0.25,0.0,1536
50,1,fusionrag_qk,0.8,"John I of Cyprus (John II of Jerusalem) was crowned on May 11, 1284.",1199,0.08333333333333333,0.0,1536
50,2,oracle_full_attention,0.8,"John I of Cyprus (John II of Jerusalem) was crowned on May 11, 1284.",1284,0.25,0.0,1536
50,2,fusionrag_qk,0.8,"John I of Cyprus (John II of Jerusalem) was crowned on May 11, 1284.",1199,0.08333333333333333,0.0,1536
50,3,oracle_full_attention,0.8,"John I of Cyprus (John II of Jerusalem) was crowned on May 11, 1284.",1284,0.25,0.0,2263
50,3,fusionrag_qk,0.8,"John I of Cyprus (John II of Jerusalem) was crowned on May 11, 1284.",1199,0.08333333333333333,0.0,2263
51,0,oracle_full_attention,0.8,Geena Davis played Thelma in Thelma and Louise.,Geena Davis,0.35294117647058826,0.0,854
51,0,fusionrag_qk,0.8,Geena Davis played Thelma in Thelma and Louise.,Geena Davis,0.35294117647058826,0.0,854
51,1,oracle_full_attention,0.8,Geena Davis played the character Dottie Hinson.,Dottie Hinson,0.5,0.0,1226
51,1,fusionrag_qk,0.8,Geena Davis played the character Dottie Hinson.,Dottie Hinson,0.5,0.0,1226
52,0,oracle_full_attention,0.8,Geena Davis played Thelma in Thelma and Louise.,Geena Davis,0.35294117647058826,0.0,854
52,0,fusionrag_qk,0.8,Geena Davis played Thelma in Thelma and Louise.,Geena Davis,0.35294117647058826,0.0,854
52,1,oracle_full_attention,0.8,Geena Davis played the character Dottie Hinson.,Dottie Hinson,0.5,0.0,1070
52,1,fusionrag_qk,0.8,Geena Davis played the character Dottie Hinson.,Dottie Hinson,0.5,0.0,1070
52,2,oracle_full_attention,0.8,"Bill Pullman played Bob, the husband of Dottie Hinson.",Bill Pullman,0.33333333333333337,0.0,1382
52,2,fusionrag_qk,0.8,"Bill Pullman played Bob, the husband of Dottie Hinson.",Bill Pullman,0.33333333333333337,0.0,1382
53,0,oracle_full_attention,0.8,Chiang Hsiao-wen's father is Chiang Ching-kuo.,Chiang Ching-kuo,0.5555555555555556,0.0,1132
53,0,fusionrag_qk,0.8,Chiang Hsiao-wen's father is Chiang Ching-kuo.,Chiang Ching-kuo,0.5555555555555556,0.0,1132
54,0,oracle_full_attention,0.8,Geena Davis played Thelma in the movie 'Thelma & Louise'.,Geena Davis,0.35294117647058826,0.0,781
54,0,fusionrag_qk,0.8,Geena Davis played Thelma in the movie 'Thelma & Louise'.,Geena Davis,0.35294117647058826,0.0,781
54,1,oracle_full_attention,0.8,Geena Davis played the character Dottie Hinson.,Dottie Hinson,0.5,0.0,1435
54,1,fusionrag_qk,0.8,Geena Davis played the character Dottie Hinson.,Dottie Hinson,0.5,0.0,1435
55,0,oracle_full_attention,0.8,"The movie 'Yeh Raaste Hain Pyaar Ke' (2001) stars Preity Zinta, Madhuri Dixit, and Ajay Devgn.","Dil Kya Kare , Mrityudand",0.05128205128205128,0.0,1195
55,0,fusionrag_qk,0.8,"The movie 'Yeh Raaste Hain Pyaar Ke' (2001) stars Preity Zinta, Madhuri Dixit, and Ajay Devgn.","Dil Kya Kare , Har Dil Jo Pyar Karega , U Me Aur Hum",0.0425531914893617,0.0,1195
56,0,oracle_full_attention,0.8,"Bansaan Island is a boomerang-shaped island located off the mid-northern coast of Bohol Island, Philippines, and is part of the municipality of Talibon.","Bansaan is a boomerang-shaped island located off the mid-northern coast of Bohol Island, part of the municipality of Talibon, province.",0.912280701754386,0.0,1032
56,0,fusionrag_qk,0.8,"Bansaan Island is a boomerang-shaped island located off the mid-northern coast of Bohol Island, Philippines, and is part of the municipality of Talibon.",off the mid-northern coast of Bohol Island,0.4210526315789474,0.0,1032
57,0,oracle_full_attention,0.8,Woolhampton in Berkshire,Woolhampton in Berkshire,1.0,1.0,933
57,0,fusionrag_qk,0.8,Woolhampton in Berkshire,Berkshire,0.25,0.0,933
58,0,oracle_full_attention,0.8,"Lynn Haven, Florida","1950, Lynn Haven, Florida",0.4,0.0,914
58,0,fusionrag_qk,0.8,"Lynn Haven, Florida","1950, Lynn Haven, Florida",0.4,0.0,914
58,1,oracle_full_attention,0.8,Bay County,Bay County,1.0,1.0,945
58,1,fusionrag_qk,0.8,Bay County,Bay County,1.0,1.0,945
59,0,oracle_full_attention,0.8,"Valerie Hobson, Leslie Perrins, and Robert Cochran starred in the movie No Escape.","Valerie Hobson, Leslie Perrins and Robert Cochran",0.8387096774193548,0.0,1028
59,0,fusionrag_qk,0.8,"Valerie Hobson, Leslie Perrins, and Robert Cochran starred in the movie No Escape.","Valerie Hobson, Leslie Perrins and Robert Cochran",0.8387096774193548,0.0,1028
59,1,oracle_full_attention,0.8,Valerie Hobson was married to John Profumo.,Valerie Hobson was married to former British government minister John Profumo.,0.8181818181818181,0.0,845
59,1,fusionrag_qk,0.8,Valerie Hobson was married to John Profumo.,"Valerie Hobson was married to John Profumo, who was a former British government minister.",0.7499999999999999,0.0,845
60,0,oracle_full_attention,0.8,Chiang Ching-kuo,Chiang Ching-kuo,1.0,1.0,985
60,0,fusionrag_qk,0.8,Chiang Ching-kuo,Chiang Ching-kuo,1.0,1.0,985
60,1,oracle_full_attention,0.8,"Chiang Ching-kuo had four legitimate children with his wife Faina Ipatyevna Vakhreva (Chiang Fang-liang): Chiang Hsiao-wen (eldest son), Chiang Hsiao-chang (daughter), Chiang Hsiao-wu (second son), and Chiang Hsiao-yung (youngest son). He also had two half-brothers with other mothers: Winston Chang and John Chiang.","Chiang Hsiao-wen, Chiang Hsiao-chang, Chiang Hsiao-wu, Hsiao-wen, Hsiao-chang, Hsiao-yung, Winston Chang, John Chiang",0.5000000000000001,0.0,1570
60,1,fusionrag_qk,0.8,"Chiang Ching-kuo had four legitimate children with his wife Faina Ipatyevna Vakhreva (Chiang Fang-liang): Chiang Hsiao-wen (eldest son), Chiang Hsiao-chang (daughter), Chiang Hsiao-wu (second son), and Chiang Hsiao-yung (youngest son). He also had two half-brothers with other mothers: Winston Chang and John Chiang.","Chiang Hsiao-wen, Chiang Hsiao-chang, Chiang Hsiao-wu",0.3617021276595745,0.0,1570
63,0,oracle_full_attention,0.8,"Fort Mitchell, Kentucky","Fort Mitchell, Kentucky",1.0,1.0,1177
63,0,fusionrag_qk,0.8,"Fort Mitchell, Kentucky","Fort Mitchell, Kentucky",1.0,1.0,1177
63,1,oracle_full_attention,0.8,Kenton County,Kenton County,1.0,1.0,668
63,1,fusionrag_qk,0.8,Kenton County,Kenton County,1.0,1.0,668
64,0,oracle_full_attention,0.8,The United States Naval Institute,United States Naval Institute,1.0,1.0,728
64,0,fusionrag_qk,0.8,The United States Naval Institute,United States Naval Institute,1.0,1.0,728
64,1,oracle_full_attention,0.8,"Annapolis, Maryland","Annapolis, Maryland",1.0,1.0,876
64,1,fusionrag_qk,0.8,"Annapolis, Maryland","Annapolis, Maryland",1.0,1.0,876
66,0,oracle_full_attention,0.8,Eugene V. Debs was the Socialist Party candidate in the 1912 US presidential election.,Eugene V. Debs,0.4347826086956522,0.0,1252
66,0,fusionrag_qk,0.8,Eugene V. Debs was the Socialist Party candidate in the 1912 US presidential election.,Eugene V. Debs,0.4347826086956522,0.0,1252
68,0,oracle_full_attention,0.8,"Lloyd Dane was born in Eldon, Missouri.",Missouri,0.19999999999999998,0.0,820
68,0,fusionrag_qk,0.8,"Lloyd Dane was born in Eldon, Missouri.","Eldon, Missouri",0.3636363636363636,0.0,820
68,1,oracle_full_attention,0.8,Miller County,Miller County,1.0,1.0,842
68,1,fusionrag_qk,0.8,Miller County,Miller County,1.0,1.0,842
71,0,oracle_full_attention,0.8,Annelid larvae live like plankton.,eruciform,0,0.0,1296
71,0,fusionrag_qk,0.8,Annelid larvae live like plankton.,elateriform,0,0.0,1296
71,1,oracle_full_attention,0.8,Plankton,Patrick Star,0,0.0,1778
71,1,fusionrag_qk,0.8,Plankton,Plankton,1.0,1.0,1778
72,0,oracle_full_attention,0.8,The song 'Full Cooperation' was performed by the American hip hop group Def Squad.,Def Squad,0.16666666666666669,0.0,1278
72,0,fusionrag_qk,0.8,The song 'Full Cooperation' was performed by the American hip hop group Def Squad.,Def Squad,0.16666666666666669,0.0,1278
72,1,oracle_full_attention,0.8,"The American hip hop group Def Squad consists of Erick Sermon, Redman, and Keith Murray. Jamal is considered an honorary member.","Erick Sermon, Redman and Keith Murray",0.5625,0.0,941
72,1,fusionrag_qk,0.8,"The American hip hop group Def Squad consists of Erick Sermon, Redman, and Keith Murray. Jamal is considered an honorary member.","Erick Sermon, Redman and Keith Murray",0.5625,0.0,941
74,0,oracle_full_attention,0.8,Anil Devgan's sibling is Ajay Devgan.,Ajay Devgan,0.4615384615384615,0.0,1000
74,0,fusionrag_qk,0.8,Anil Devgan's sibling is Ajay Devgan.,Ajay Devgan,0.4615384615384615,0.0,1000
