example_id,sub_q_idx,method,online_count,fixed_count,intersection,residual_count,online_covered,residual_ratio_online,num_chunks,residual_nonempty_chunks,residual_max_chunk_count,residual_max_chunk_frac,residual_chunk_entropy
7,1,draft_smart_mean_score_global,219,287,142,77,0.6484018264840182,0.3515981735159817,12,7,46,0.5974025974025974,0.4805251448700569
9,0,draft_smart_frequency_global,299,221,176,123,0.5886287625418061,0.411371237458194,10,8,38,0.3089430894308943,0.7103894856317001
9,0,draft_smart_mean_score_global,299,218,157,142,0.5250836120401338,0.47491638795986624,10,10,42,0.29577464788732394,0.7279174402875083
9,1,draft_smart_frequency_global,408,489,218,190,0.5343137254901961,0.46568627450980393,13,10,111,0.5842105263157895,0.5166402756594739
9,1,draft_smart_mean_score_global,408,470,200,208,0.49019607843137253,0.5098039215686274,13,11,114,0.5480769230769231,0.5686486234932471
10,0,draft_smart_frequency_global,225,161,156,69,0.6933333333333334,0.30666666666666664,10,9,16,0.2318840579710145,0.8697663377858884
10,0,draft_smart_mean_score_global,225,164,135,90,0.6,0.4,10,10,17,0.18888888888888888,0.925624962019089
10,1,draft_smart_frequency_global,260,306,155,105,0.5961538461538461,0.40384615384615385,12,5,51,0.4857142857142857,0.5065804847975643
10,1,draft_smart_mean_score_global,260,297,144,116,0.5538461538461539,0.4461538461538462,12,10,51,0.4396551724137931,0.6093072190961882
11,0,draft_smart_frequency_global,184,144,119,65,0.6467391304347826,0.3532608695652174,10,8,25,0.38461538461538464,0.771667683638992
11,0,draft_smart_mean_score_global,184,153,103,81,0.5597826086956522,0.44021739130434784,10,10,25,0.30864197530864196,0.8838603888274286
11,1,draft_smart_frequency_global,180,270,132,48,0.7333333333333333,0.26666666666666666,12,4,23,0.4791666666666667,0.46738421574848915
11,1,draft_smart_mean_score_global,180,253,119,61,0.6611111111111111,0.3388888888888889,12,7,25,0.4098360655737705,0.6063758257192461
12,0,draft_smart_frequency_global,301,167,164,137,0.5448504983388704,0.45514950166112955,10,10,37,0.27007299270072993,0.8868341046316374
12,0,draft_smart_mean_score_global,301,195,156,145,0.5182724252491694,0.48172757475083056,10,10,46,0.31724137931034485,0.8494851039826968
12,1,draft_smart_frequency_global,315,432,108,207,0.34285714285714286,0.6571428571428571,13,4,114,0.5507246376811594,0.3252683354197693
12,1,draft_smart_mean_score_global,315,417,127,188,0.4031746031746032,0.5968253968253968,13,5,104,0.5531914893617021,0.3318674170595164
13,0,draft_smart_frequency_global,171,142,127,44,0.7426900584795322,0.2573099415204678,10,7,11,0.25,0.7760566113558385
13,0,draft_smart_mean_score_global,171,151,119,52,0.695906432748538,0.30409356725146197,10,10,15,0.28846153846153844,0.876107861087712
13,1,draft_smart_frequency_global,312,335,140,172,0.44871794871794873,0.5512820512820513,13,7,86,0.5,0.4721362725697774
13,1,draft_smart_mean_score_global,312,330,134,178,0.42948717948717946,0.5705128205128205,13,9,85,0.47752808988764045,0.5172696232493921
14,0,draft_smart_frequency_global,158,133,87,71,0.5506329113924051,0.44936708860759494,10,9,19,0.2676056338028169,0.7887332811622684
14,0,draft_smart_mean_score_global,158,140,84,74,0.5316455696202531,0.46835443037974683,10,10,19,0.25675675675675674,0.8480637445021121
14,1,draft_smart_frequency_global,252,280,149,103,0.5912698412698413,0.4087301587301587,13,10,34,0.3300970873786408,0.7495101951115956
14,1,draft_smart_mean_score_global,252,276,140,112,0.5555555555555556,0.4444444444444444,13,12,36,0.32142857142857145,0.7993902891044679
15,0,draft_smart_frequency_global,101,81,67,34,0.6633663366336634,0.33663366336633666,10,8,14,0.4117647058823529,0.7305246148851056
15,0,draft_smart_mean_score_global,101,87,56,45,0.5544554455445545,0.44554455445544555,10,9,15,0.3333333333333333,0.7951649947150925
15,1,draft_smart_frequency_global,168,202,54,114,0.32142857142857145,0.6785714285714286,12,6,44,0.38596491228070173,0.5971656496078714
15,1,draft_smart_mean_score_global,168,200,65,103,0.3869047619047619,0.6130952380952381,12,7,40,0.3883495145631068,0.6060926639564104
16,0,draft_smart_frequency_global,227,165,113,114,0.4977973568281938,0.5022026431718062,10,6,36,0.3157894736842105,0.6446601203512738
16,0,draft_smart_mean_score_global,227,166,105,122,0.46255506607929514,0.5374449339207048,10,7,35,0.28688524590163933,0.6778921680394571
16,1,draft_smart_frequency_global,328,349,105,223,0.3201219512195122,0.6798780487804879,13,9,93,0.4170403587443946,0.5249908725568649
16,1,draft_smart_mean_score_global,328,334,105,223,0.3201219512195122,0.6798780487804879,13,10,92,0.4125560538116592,0.5361383731811402
17,0,draft_smart_frequency_global,212,141,114,98,0.5377358490566038,0.46226415094339623,10,9,38,0.3877551020408163,0.7475790989139467
17,0,draft_smart_mean_score_global,212,154,110,102,0.5188679245283019,0.4811320754716981,10,9,34,0.3333333333333333,0.7923776985498365
17,1,draft_smart_frequency_global,290,351,214,76,0.7379310344827587,0.2620689655172414,14,11,31,0.40789473684210525,0.7424783200844941
17,1,draft_smart_mean_score_global,290,332,181,109,0.6241379310344828,0.3758620689655172,14,13,34,0.3119266055045872,0.841746553996866
18,0,draft_smart_frequency_global,153,88,61,92,0.39869281045751637,0.6013071895424836,10,10,14,0.15217391304347827,0.9742640394840301
18,0,draft_smart_mean_score_global,153,95,58,95,0.3790849673202614,0.6209150326797386,10,10,14,0.14736842105263157,0.9803050488872193
18,1,draft_smart_frequency_global,180,222,111,69,0.6166666666666667,0.38333333333333336,14,9,23,0.3333333333333333,0.7089478237542781
18,1,draft_smart_mean_score_global,180,224,100,80,0.5555555555555556,0.4444444444444444,14,12,20,0.25,0.8282266317150389
19,0,draft_smart_frequency_global,155,179,116,39,0.7483870967741936,0.25161290322580643,10,6,21,0.5384615384615384,0.5455029366123006
19,0,draft_smart_mean_score_global,155,176,110,45,0.7096774193548387,0.2903225806451613,10,8,19,0.4222222222222222,0.7502878573909812
19,1,draft_smart_frequency_global,237,210,89,148,0.3755274261603376,0.6244725738396625,12,8,70,0.47297297297297297,0.5998587480115991
19,1,draft_smart_mean_score_global,237,218,78,159,0.3291139240506329,0.6708860759493671,12,10,73,0.4591194968553459,0.6333652848607104
20,0,draft_smart_frequency_global,227,166,158,69,0.6960352422907489,0.3039647577092511,10,8,25,0.36231884057971014,0.7353800477673075
20,0,draft_smart_mean_score_global,227,155,128,99,0.5638766519823789,0.43612334801762115,10,10,24,0.24242424242424243,0.8552906780077401
20,1,draft_smart_frequency_global,339,421,217,122,0.640117994100295,0.35988200589970504,12,6,46,0.3770491803278688,0.5402915622724674
20,1,draft_smart_mean_score_global,339,419,194,145,0.5722713864306784,0.4277286135693215,12,7,51,0.35172413793103446,0.5979619614018593
21,0,draft_smart_frequency_global,262,162,146,116,0.5572519083969466,0.44274809160305345,10,10,25,0.21551724137931033,0.9013536180468305
21,0,draft_smart_mean_score_global,262,169,145,117,0.5534351145038168,0.44656488549618323,10,10,33,0.28205128205128205,0.8801394688083094
21,1,draft_smart_frequency_global,317,329,118,199,0.3722397476340694,0.6277602523659306,13,7,80,0.4020100502512563,0.5046137090525948
21,1,draft_smart_mean_score_global,317,318,116,201,0.3659305993690852,0.6340694006309149,13,7,79,0.39303482587064675,0.5175575290090714
24,0,draft_smart_frequency_global,233,137,118,115,0.5064377682403434,0.49356223175965663,10,9,33,0.28695652173913044,0.8442747722094874
24,0,draft_smart_mean_score_global,233,137,106,127,0.45493562231759654,0.5450643776824035,10,10,32,0.25196850393700787,0.8688962261030905
24,1,draft_smart_frequency_global,299,350,195,104,0.6521739130434783,0.34782608695652173,12,5,30,0.28846153846153844,0.6301675856339276
24,1,draft_smart_mean_score_global,299,352,174,125,0.5819397993311036,0.4180602006688963,12,10,33,0.264,0.7496077176331797
25,0,draft_smart_frequency_global,118,133,77,41,0.652542372881356,0.3474576271186441,10,5,10,0.24390243902439024,0.6931123962510546
25,0,draft_smart_mean_score_global,118,135,75,43,0.635593220338983,0.3644067796610169,10,7,13,0.3023255813953488,0.7390981396495626
25,1,draft_smart_frequency_global,169,196,113,56,0.6686390532544378,0.33136094674556216,12,6,18,0.32142857142857145,0.649034998298347
25,1,draft_smart_mean_score_global,169,184,100,69,0.591715976331361,0.40828402366863903,12,7,20,0.2898550724637681,0.6858736239355785
26,0,draft_smart_frequency_global,230,257,176,54,0.7652173913043478,0.23478260869565218,11,9,28,0.5185185185185185,0.649791431972187
26,0,draft_smart_mean_score_global,230,251,160,70,0.6956521739130435,0.30434782608695654,11,9,33,0.4714285714285714,0.6576094510039941
27,0,draft_smart_frequency_global,200,144,111,89,0.555,0.445,10,8,34,0.38202247191011235,0.6906838052914612
27,0,draft_smart_mean_score_global,200,153,109,91,0.545,0.455,10,9,29,0.31868131868131866,0.7578162385064131
27,1,draft_smart_frequency_global,216,263,118,98,0.5462962962962963,0.4537037037037037,12,7,29,0.29591836734693877,0.6498823588916635
27,1,draft_smart_mean_score_global,216,252,116,100,0.5370370370370371,0.46296296296296297,12,10,27,0.27,0.7205633144062885
32,0,draft_smart_frequency_global,215,151,115,100,0.5348837209302325,0.46511627906976744,10,9,27,0.27,0.8558758883019966
32,0,draft_smart_mean_score_global,215,154,114,101,0.5302325581395348,0.4697674418604651,10,9,32,0.31683168316831684,0.8365691525098249
32,1,draft_smart_frequency_global,258,309,150,108,0.5813953488372093,0.4186046511627907,12,9,48,0.4444444444444444,0.6187800056725268
32,1,draft_smart_mean_score_global,258,307,144,114,0.5581395348837209,0.4418604651162791,12,11,47,0.41228070175438597,0.6621951866610543
33,0,draft_smart_frequency_global,116,127,75,41,0.646551724137931,0.35344827586206895,11,8,14,0.34146341463414637,0.7375246321985185
33,0,draft_smart_mean_score_global,116,125,72,44,0.6206896551724138,0.3793103448275862,11,8,16,0.36363636363636365,0.7293732432643935
35,0,draft_smart_frequency_global,176,126,109,67,0.6193181818181818,0.3806818181818182,10,8,27,0.40298507462686567,0.7186262775922598
35,0,draft_smart_mean_score_global,176,122,92,84,0.5227272727272727,0.4772727272727273,10,9,27,0.32142857142857145,0.8147215580048874
35,1,draft_smart_frequency_global,182,267,94,88,0.5164835164835165,0.4835164835164835,12,5,48,0.5454545454545454,0.4244879955143097
35,1,draft_smart_mean_score_global,182,259,88,94,0.4835164835164835,0.5164835164835165,12,5,46,0.48936170212765956,0.4662663289964179
36,0,draft_smart_frequency_global,219,174,143,76,0.6529680365296804,0.3470319634703196,10,7,35,0.4605263157894737,0.6468342175602412
36,0,draft_smart_mean_score_global,219,170,132,87,0.6027397260273972,0.3972602739726027,10,8,32,0.367816091954023,0.7565287303504655
36,1,draft_smart_frequency_global,273,294,157,116,0.575091575091575,0.4249084249084249,12,7,45,0.3879310344827586,0.6043613493130656
36,1,draft_smart_mean_score_global,273,297,152,121,0.5567765567765568,0.4432234432234432,12,9,44,0.36363636363636365,0.6478848655183808
37,0,draft_smart_frequency_global,160,89,75,85,0.46875,0.53125,10,6,43,0.5058823529411764,0.6093047814823703
37,0,draft_smart_mean_score_global,160,99,71,89,0.44375,0.55625,10,7,46,0.5168539325842697,0.6067566309299582
37,1,draft_smart_frequency_global,193,206,67,126,0.3471502590673575,0.6528497409326425,12,5,50,0.3968253968253968,0.5782964541285509
37,1,draft_smart_mean_score_global,193,210,65,128,0.33678756476683935,0.6632124352331606,12,5,51,0.3984375,0.5709358071022165
38,0,draft_smart_frequency_global,121,87,81,40,0.6694214876033058,0.3305785123966942,10,7,11,0.275,0.8007472510186726
38,0,draft_smart_mean_score_global,121,88,73,48,0.6033057851239669,0.39669421487603307,10,9,11,0.22916666666666666,0.8751446597511812
38,1,draft_smart_frequency_global,148,213,79,69,0.5337837837837838,0.46621621621621623,12,3,48,0.6956521739130435,0.2707421264803529
38,1,draft_smart_mean_score_global,148,210,74,74,0.5,0.5,12,4,50,0.6756756756756757,0.3131250427619157
39,0,draft_smart_frequency_global,144,125,110,34,0.7638888888888888,0.2361111111111111,10,8,12,0.35294117647058826,0.7554524473275078
39,0,draft_smart_mean_score_global,144,123,86,58,0.5972222222222222,0.4027777777777778,10,9,15,0.25862068965517243,0.827588248322179
39,1,draft_smart_frequency_global,203,269,75,128,0.3694581280788177,0.6305418719211823,12,6,66,0.515625,0.46235264235875584
39,1,draft_smart_mean_score_global,203,267,73,130,0.35960591133004927,0.6403940886699507,12,6,65,0.5,0.49981742867678436
40,0,draft_smart_frequency_global,163,146,105,58,0.6441717791411042,0.3558282208588957,10,5,33,0.5689655172413793,0.5379427163319874
40,0,draft_smart_mean_score_global,163,146,95,68,0.5828220858895705,0.4171779141104294,10,7,35,0.5147058823529411,0.6266562487105259
40,1,draft_smart_frequency_global,227,295,133,94,0.5859030837004405,0.41409691629955947,12,5,58,0.6170212765957447,0.4054977180794487
40,1,draft_smart_mean_score_global,227,282,117,110,0.5154185022026432,0.4845814977973568,12,6,61,0.5545454545454546,0.4863918344013475
43,0,draft_smart_frequency_global,125,90,90,35,0.72,0.28,10,8,7,0.2,0.8797783291682091
43,0,draft_smart_mean_score_global,125,92,76,49,0.608,0.392,10,9,10,0.20408163265306123,0.9031369748410933
43,1,draft_smart_frequency_global,148,258,111,37,0.75,0.25,14,5,16,0.43243243243243246,0.473450821827638
43,1,draft_smart_mean_score_global,148,236,101,47,0.6824324324324325,0.31756756756756754,14,7,18,0.3829787234042553,0.5776724192582839
44,0,draft_smart_frequency_global,149,168,113,36,0.7583892617449665,0.24161073825503357,10,8,9,0.25,0.8162412159382435
44,0,draft_smart_mean_score_global,149,165,117,32,0.785234899328859,0.21476510067114093,10,10,7,0.21875,0.9334667363350163
44,1,draft_smart_frequency_global,166,147,104,62,0.6265060240963856,0.37349397590361444,10,7,16,0.25806451612903225,0.7830379114368254
44,1,draft_smart_mean_score_global,166,155,103,63,0.6204819277108434,0.3795180722891566,10,9,19,0.30158730158730157,0.7661606538021483
44,2,draft_smart_frequency_global,240,267,145,95,0.6041666666666666,0.3958333333333333,12,6,37,0.3894736842105263,0.6215820690366836
44,2,draft_smart_mean_score_global,240,267,144,96,0.6,0.4,12,8,40,0.4166666666666667,0.6213532909553484
45,0,draft_smart_frequency_global,230,171,143,87,0.6217391304347826,0.3782608695652174,10,9,36,0.41379310344827586,0.768343304167437
45,0,draft_smart_mean_score_global,230,173,132,98,0.5739130434782609,0.4260869565217391,10,9,38,0.3877551020408163,0.8137539151833949
45,1,draft_smart_frequency_global,273,415,183,90,0.6703296703296703,0.32967032967032966,13,7,38,0.4222222222222222,0.6145775667656794
45,1,draft_smart_mean_score_global,273,418,182,91,0.6666666666666666,0.3333333333333333,13,9,31,0.34065934065934067,0.6929893807077016
46,0,draft_smart_frequency_global,228,152,119,109,0.5219298245614035,0.4780701754385965,10,10,34,0.3119266055045872,0.8611298450603065
46,0,draft_smart_mean_score_global,228,165,108,120,0.47368421052631576,0.5263157894736842,10,10,32,0.26666666666666666,0.9036364235402132
46,1,draft_smart_frequency_global,290,316,171,119,0.5896551724137931,0.4103448275862069,14,12,47,0.3949579831932773,0.7138108570897126
46,1,draft_smart_mean_score_global,290,312,153,137,0.5275862068965518,0.4724137931034483,14,13,50,0.36496350364963503,0.7578906225816574
50,0,draft_smart_frequency_global,250,205,170,80,0.68,0.32,10,9,16,0.2,0.8734591822543458
50,0,draft_smart_mean_score_global,250,215,158,92,0.632,0.368,10,10,14,0.15217391304347827,0.9556683471148998
50,1,draft_smart_frequency_global,288,281,138,150,0.4791666666666667,0.5208333333333334,10,7,110,0.7333333333333333,0.41692867578841075
50,1,draft_smart_mean_score_global,288,275,130,158,0.4513888888888889,0.5486111111111112,10,10,112,0.7088607594936709,0.4892488833517204
50,2,draft_smart_frequency_global,288,281,138,150,0.4791666666666667,0.5208333333333334,10,7,110,0.7333333333333333,0.41692867578841075
50,2,draft_smart_mean_score_global,288,275,130,158,0.4513888888888889,0.5486111111111112,10,10,112,0.7088607594936709,0.4892488833517204
50,3,draft_smart_frequency_global,424,445,174,250,0.41037735849056606,0.589622641509434,14,9,91,0.364,0.5797117285112124
50,3,draft_smart_mean_score_global,424,435,166,258,0.3915094339622642,0.6084905660377359,14,10,90,0.3488372093023256,0.6059423245819803
51,0,draft_smart_frequency_global,160,106,97,63,0.60625,0.39375,10,8,17,0.2698412698412698,0.7622459580297153
51,0,draft_smart_mean_score_global,160,113,89,71,0.55625,0.44375,10,10,19,0.2676056338028169,0.8286854562122828
51,1,draft_smart_frequency_global,229,259,161,68,0.7030567685589519,0.29694323144104806,14,11,21,0.3088235294117647,0.7624404779692792
51,1,draft_smart_mean_score_global,229,267,160,69,0.6986899563318777,0.30131004366812225,14,12,19,0.2753623188405797,0.7898639344560549
52,0,draft_smart_frequency_global,160,177,125,35,0.78125,0.21875,10,6,14,0.4,0.6459460466501601
52,0,draft_smart_mean_score_global,160,182,116,44,0.725,0.275,10,8,16,0.36363636363636365,0.7537783647927546
52,1,draft_smart_frequency_global,200,144,116,84,0.58,0.42,10,7,35,0.4166666666666667,0.6838774061342393
52,1,draft_smart_mean_score_global,200,148,114,86,0.57,0.43,10,9,33,0.38372093023255816,0.7583326706749396
52,2,draft_smart_frequency_global,259,317,112,147,0.43243243243243246,0.5675675675675675,14,6,54,0.3673469387755102,0.5407600850963346
52,2,draft_smart_mean_score_global,259,305,102,157,0.3938223938223938,0.6061776061776062,14,9,53,0.3375796178343949,0.6244663601686751
53,0,draft_smart_frequency_global,212,224,119,93,0.5613207547169812,0.4386792452830189,11,5,67,0.7204301075268817,0.3868352930972402
53,0,draft_smart_mean_score_global,212,225,110,102,0.5188679245283019,0.4811320754716981,11,7,67,0.6568627450980392,0.4651118494689408
54,0,draft_smart_frequency_global,146,140,95,51,0.6506849315068494,0.3493150684931507,10,6,16,0.3137254901960784,0.6759763868978532
54,0,draft_smart_mean_score_global,146,145,86,60,0.589041095890411,0.410958904109589,10,8,18,0.3,0.7460860766309135
54,1,draft_smart_frequency_global,269,283,180,89,0.6691449814126395,0.3308550185873606,14,10,28,0.3146067415730337,0.719671004955544
54,1,draft_smart_mean_score_global,269,270,157,112,0.5836431226765799,0.4163568773234201,14,12,30,0.26785714285714285,0.8060688355368986
55,0,draft_smart_frequency_global,224,252,159,65,0.7098214285714286,0.29017857142857145,11,7,17,0.26153846153846155,0.7828781295924226
55,0,draft_smart_mean_score_global,224,242,131,93,0.5848214285714286,0.41517857142857145,11,9,20,0.21505376344086022,0.859256054343951
56,0,draft_smart_frequency_global,193,219,161,32,0.8341968911917098,0.16580310880829016,11,7,9,0.28125,0.7214067522141578
56,0,draft_smart_mean_score_global,193,211,139,54,0.7202072538860104,0.27979274611398963,11,11,16,0.2962962962962963,0.8091054769930567
57,0,draft_smart_frequency_global,175,179,119,56,0.68,0.32,11,5,31,0.5535714285714286,0.4471995292134787
57,0,draft_smart_mean_score_global,175,178,108,67,0.6171428571428571,0.38285714285714284,11,8,34,0.5074626865671642,0.5569551447824737
58,0,draft_smart_frequency_global,171,159,114,57,0.6666666666666666,0.3333333333333333,10,6,45,0.7894736842105263,0.3363606558221974
58,0,draft_smart_mean_score_global,171,162,105,66,0.6140350877192983,0.38596491228070173,10,9,44,0.6666666666666666,0.5507063366053655
58,1,draft_smart_frequency_global,177,249,103,74,0.5819209039548022,0.4180790960451977,12,5,44,0.5945945945945946,0.34265726613585584
58,1,draft_smart_mean_score_global,177,240,105,72,0.5932203389830508,0.4067796610169492,12,6,42,0.5833333333333334,0.386106873046089
59,0,draft_smart_frequency_global,192,136,121,71,0.6302083333333334,0.3697916666666667,10,6,42,0.5915492957746479,0.4710316559769361
59,0,draft_smart_mean_score_global,192,129,96,96,0.5,0.5,10,9,47,0.4895833333333333,0.6469716851154199
59,1,draft_smart_frequency_global,158,260,113,45,0.7151898734177216,0.2848101265822785,12,4,16,0.35555555555555557,0.47180930103087637
59,1,draft_smart_mean_score_global,158,253,106,52,0.6708860759493671,0.3291139240506329,12,4,21,0.40384615384615385,0.4665722100350834
60,0,draft_smart_frequency_global,184,180,135,49,0.7336956521739131,0.266304347826087,10,8,11,0.22448979591836735,0.804022374745316
60,0,draft_smart_mean_score_global,184,174,116,68,0.6304347826086957,0.3695652173913043,10,10,18,0.2647058823529412,0.8739824245877458
60,1,draft_smart_frequency_global,294,288,160,134,0.54421768707483,0.4557823129251701,13,8,31,0.23134328358208955,0.7448944254297286
60,1,draft_smart_mean_score_global,294,284,139,155,0.47278911564625853,0.5272108843537415,13,11,31,0.2,0.7717234862958734
63,0,draft_smart_frequency_global,220,161,150,70,0.6818181818181818,0.3181818181818182,10,10,23,0.32857142857142857,0.8553510416720335
63,0,draft_smart_mean_score_global,220,166,133,87,0.6045454545454545,0.39545454545454545,10,10,23,0.26436781609195403,0.9018830494066523
63,1,draft_smart_frequency_global,125,233,76,49,0.608,0.392,12,3,23,0.46938775510204084,0.3827242436547097
63,1,draft_smart_mean_score_global,125,224,76,49,0.608,0.392,12,3,23,0.46938775510204084,0.39354022478185346
64,0,draft_smart_frequency_global,136,117,94,42,0.6911764705882353,0.3088235294117647,10,5,29,0.6904761904761905,0.3946829924111668
64,0,draft_smart_mean_score_global,136,113,81,55,0.5955882352941176,0.40441176470588236,10,8,33,0.6,0.5734934617281479
64,1,draft_smart_frequency_global,164,233,101,63,0.6158536585365854,0.38414634146341464,12,5,26,0.4126984126984127,0.5428318351760318
64,1,draft_smart_mean_score_global,164,236,95,69,0.5792682926829268,0.42073170731707316,12,6,28,0.4057971014492754,0.5796557217314942
66,0,draft_smart_frequency_global,234,216,125,109,0.5341880341880342,0.4658119658119658,12,7,35,0.3211009174311927,0.6552529452728072
66,0,draft_smart_mean_score_global,234,217,109,125,0.4658119658119658,0.5341880341880342,12,9,35,0.28,0.724213298224176
68,0,draft_smart_frequency_global,153,128,108,45,0.7058823529411765,0.29411764705882354,10,6,18,0.4,0.6678578457332917
68,0,draft_smart_mean_score_global,153,140,93,60,0.6078431372549019,0.39215686274509803,10,10,15,0.25,0.8644282454985363
68,1,draft_smart_frequency_global,157,225,111,46,0.7070063694267515,0.2929936305732484,12,3,27,0.5869565217391305,0.36862478868654786
68,1,draft_smart_mean_score_global,157,198,94,63,0.5987261146496815,0.4012738853503185,12,8,28,0.4444444444444444,0.6262631820656971
71,0,draft_smart_frequency_global,243,141,114,129,0.4691358024691358,0.5308641975308642,10,7,66,0.5116279069767442,0.6151474729386436
71,0,draft_smart_mean_score_global,243,142,104,139,0.4279835390946502,0.5720164609053497,10,9,66,0.4748201438848921,0.661387813097253
71,1,draft_smart_frequency_global,333,403,212,121,0.6366366366366366,0.3633633633633634,12,8,31,0.256198347107438,0.6912907603855584
71,1,draft_smart_mean_score_global,333,392,186,147,0.5585585585585585,0.44144144144144143,12,11,36,0.24489795918367346,0.7864616135985651
72,0,draft_smart_frequency_global,239,150,141,98,0.5899581589958159,0.4100418410041841,10,8,23,0.23469387755102042,0.8277078152198174
72,0,draft_smart_mean_score_global,239,147,128,111,0.5355648535564853,0.46443514644351463,10,10,25,0.22522522522522523,0.9054580293563874
72,1,draft_smart_frequency_global,176,301,107,69,0.6079545454545454,0.39204545454545453,12,4,36,0.5217391304347826,0.42580827616593864
72,1,draft_smart_mean_score_global,176,304,112,64,0.6363636363636364,0.36363636363636365,12,5,32,0.5,0.4499350110332275
74,0,draft_smart_frequency_global,187,112,96,91,0.5133689839572193,0.48663101604278075,10,8,29,0.31868131868131866,0.8270620959036838
74,0,draft_smart_mean_score_global,187,122,93,94,0.49732620320855614,0.5026737967914439,10,8,32,0.3404255319148936,0.8121509111617798
74,1,draft_smart_frequency_global,233,274,123,110,0.5278969957081545,0.4721030042918455,14,9,52,0.4727272727272727,0.5926544536136605
74,1,draft_smart_mean_score_global,233,277,124,109,0.5321888412017167,0.4678111587982833,14,11,46,0.42201834862385323,0.680500323518746
75,0,draft_smart_frequency_global,236,257,140,96,0.5932203389830508,0.4067796610169492,11,4,73,0.7604166666666666,0.3072649616900223
75,0,draft_smart_mean_score_global,236,253,130,106,0.5508474576271186,0.4491525423728814,11,5,76,0.7169811320754716,0.355132585308665
77,0,draft_smart_frequency_global,279,224,176,103,0.6308243727598566,0.36917562724014336,10,10,33,0.32038834951456313,0.82486728475257
77,0,draft_smart_mean_score_global,279,226,150,129,0.5376344086021505,0.46236559139784944,10,10,38,0.29457364341085274,0.9014513958361321
77,1,draft_smart_frequency_global,331,346,155,176,0.46827794561933533,0.5317220543806647,12,10,87,0.4943181818181818,0.6379331378646245
77,1,draft_smart_mean_score_global,331,355,149,182,0.4501510574018127,0.5498489425981873,12,10,82,0.45054945054945056,0.6953284428133107
78,0,draft_smart_frequency_global,132,184,103,29,0.7803030303030303,0.2196969696969697,10,4,23,0.7931034482758621,0.31228889500440554
78,0,draft_smart_mean_score_global,132,170,91,41,0.6893939393939394,0.3106060606060606,10,7,25,0.6097560975609756,0.5549896122210829
78,1,draft_smart_frequency_global,268,188,92,176,0.34328358208955223,0.6567164179104478,12,8,77,0.4375,0.6043286183912798
78,1,draft_smart_mean_score_global,268,203,93,175,0.34701492537313433,0.6529850746268657,12,9,74,0.4228571428571429,0.6410631436401071
79,0,draft_smart_frequency_global,189,173,134,55,0.708994708994709,0.291005291005291,10,5,21,0.38181818181818183,0.5594607457026992
