Question,Real Answer,Pred Answer
"Along with the Closer performer, what notable pop artist started out his career on adult contemporary radio?",Michael Bublé,Barbra Streisand
The Live Life Loud album's band signed to which label?,Fair Trade Services,BEC Recordings
Who is the child of Sigrid Eskilsdotter's child?,Svante Stensson Sture,Svante Turesson
What is the record label of the Metalworks Studio founder?,TML Entertainment,TML Entertainment
Who is the president of the new country that jointly established a Commission of Truth and Friendship with the country that broadcasts Dahsyat?,Francisco Guterres,Timor-Leste
How many times did the plague occur in the city where Flora's painter died?,22,3
What is the seat of the county sharing a border with the county in which Valley New School is located?,Green Bay,The seat of the county sharing a border with the county in which Valley New School is located is not explicitly provided in the given passages.
What is the highest city in the state where Dell ranks sixth by revenue?,Fort Davis,Austin
Who played the girlfriend of who plays marty mcfly's daughter in back to the future 2?,Claudia Wells,Lea Thompson played the girlfriend of who plays Marty McFly's daughter in Back to the Future 2.
"What specific part of the book where the quote ""by the skin of your teeth"" comes from document reference for Mary?",Genesis 3:15,"The quote ""by the skin of your teeth"" is not directly referenced in the provided documents."
What is the seat of the county sharing a border with the county in which J. P. Hayes was born?,Green Bay,Appleton
How many times did plague occur in the place where Venus with a Mirror's creator died?,22,3
What is the source of the river Orlam clans crossed to migrate to Namibia?,Thaba Putsoa,The source of the river Orlam clans crossed to migrate to Namibia is the Orange River.
"Why was Common Sense, by the same author as Rights of Man, an important work?",crystallized the rebellious demand for independence from Great Britain,"Common Sense was an important work because it was a successful pamphlet that contributed significantly to the American Revolution by advocating for independence from British rule, promoting the idea of a republic, and influencing public opinion in favor of revolution."
In which county was Larkin I. Smith born?,Pearl River County,"Answer: Smith was born in Poplarville, Mississippi."
What movie did the person who acted in the comedy film Crime School win his only Oscar for?,The African Queen,The person who acted in the comedy film *Crime School* is Humphrey Bogart. He won his only Oscar for the film *The Maltese Falcon*.
with what movie did Mary Philips' husband win his only oscar?,The African Queen,The Maltese Falcon
The all time top goal scorer in premier league in one season is a member of what team?,Egypt national football team,Manchester City
Where is the province of Gonbad-e Qabus County located?,in the north-east of the country south of the Caspian Sea,"Gonbad-e Qabus County is located in Golestan province, Iran."
Who wrote the song turn me on that is performed by performer of Feelin' the Same Way?,John D. Loudermilk,"The song ""Turn Me On"" was written by John D. Loudermilk."
What institute did the actor playing the voice of John Smith in Pocahontas attend?,National Institute of Dramatic Art,"The actor playing the voice of John Smith in Pocahontas, Michael J. Fox, attended the University of Western Ontario."
Who led the muslim forces to retake the proposed embassy destination?,Abu Ubaidah,Khalid ibn Walid
Which is the body of water near George Mills' place of birth?,River Thames,Walker Pond
When did the party who gained control of congress in the midterm elections in 1946 take control of the determiner of rules of the US House and US Senate?,January 2015,1947
Who does the Nothing Suits Me Like a Suit artist play in Batman Under the Red Hood?,Nightwing / Dick Grayson,"The Nothing Suits Me Like a Suit artist is not explicitly mentioned in the provided passages. However, based on the context of the question and the content of the passages, it seems to be a reference to a song or theme"
When was the death penalty abolished in the country near the country where the writer of The Book Thief is a citizen of?,1989,2011
What is the seat of the county sharing a border with the county in which Miller Electric is headquartered?,Green Bay,Lyon
Who is the brother of the Nothin' My Love Can't Fix performer?,Matthew Lawrence,Joey Lawrence
Who is the brother of the Melissa and Joey Theme Song singer?,Matthew Lawrence,Joey Johnson
When was the last time the team that Arthur James was a member of beat the 1894-95 FA cup winner?,1 December 2010,1980–81
Who started the foundation that developed the Free Software Directory?,Richard Stallman,Richard Stallman
What pantheon is the God of the underworld in ancient Egypt a part of?,ancient Egyptian religion,The God of the underworld in ancient Egypt is part of the Egyptian pantheon.
Where was the president born on the fourth of July born?,Plymouth Notch,Answer: Juan Bautista Vicini was born on 19 July 1871.
Who play's Marty's girlfriend in back to the future?,Claudia Wells,Elisabeth Shue
What is the record label for the band which performed Pythons?,Kanine Records,Sire Records
Who is the employer of the person Mach's principle was named after?,Charles University,The employer of the person Mach's principle was named after is the University of Vienna.
What is the life expectancy of the type of retriever named after the body of water the Patuxent River turns into?,average lifespan at 9.4 years,10.75 years
Who is the president of the newly declared independent country that is part of the Commission of Truth and Friendship with the country where Sambas is located?,Francisco Guterres,Xanana Gusmão
What is the capital of the country it is about?,Aden,The capital of the country it is about is not explicitly mentioned in the provided passages.
The league playing in the Thursday night football game is a type of what?,sports league,professional sports league
A participant of the Battle of Brechin is an instance of?,Scottish clan,a participant of the War of Scottish Independence
What is the symbol of the Saints from the city that is the location of Blanton's manufacturer's headquarters called?,fleur - de-lis,fleur-de-lis
What mythology is the city where Eutychides was born in a part of?,Greek mythology,Greek mythology
What is the oldest college in the state that contains Borough House Plantation?,College of Charles Towne,Johns Hopkins University
"What county shares a border with the other county, that contains the city, that is the birthplace of the performer of Never Gonna Fall in Love Again?",Cabarrus County,Rowan County
What city was the author of What We Talk About When We Talk About love born in?,Clatskanie,"Clatskanie, Oregon"
What undertaking included the person who discovered that the number of protons in each element's atoms is unique?,Manhattan Project,The Manhattan Project
What was the story of the character from The Bourne Deception based on?,the novel of the same name by Robert Ludlum,"The story of the character from The Bourne Deception is based on a fictional narrative involving espionage, deception, and intrigue, as part of the Bourne film series inspired by Robert Ludlum's novels."
Which two features were played up the person who had the biggest net worth in 2017?,ease of use and enhanced support for Plug and Play,The two features played up for the person who had the biggest net worth in 2017 were the improved Dr. Watson utility for software fault interception and the inclusion of Windows Media Player 9.
"Who is one of the members of the music group that performed ""Good Little Girls""?",Aaron Benward,Tom Hanks
How many times did plague occur in the place where Bajazet's composer was born?,22,3
What year did the company that published Starship Command end?,1986,1973
Who is the spouse of the child of Peter Andreas Heiberg?,Johanne Luise Heiberg,Answer: Lily
What character in A League of their Own was played by the actress who played Thelma in the movie Thelma and Louise?,Dottie Hinson,Dottie Hinson
What is the abbreviated name of the exclusive platform of the video game named for the league with a halftime event just before the publishers clearing house sweepstakes drawing.,NES,NES
When was the last time the sports team Alan O'Neil was a member of beat the winner of the 1894-95 FA cup?,1 December 2010,2010
Who is the spouse of the person who plays Batman in the Lego Batman Movie?,Amy Poehler,Michael Keaton is the actor who plays Batman in The Lego Batman Movie. His spouse is Nicole Kidman.
By how much of the population of the region where Baton a feu originated reduced by the black death?,30% to 65%,The population of the region where Baton a feu originated was reduced by up to 80% by the Black Death.
When did the explorer reach the headquarters location of the group Con-Test's record label is part of?,"August 3, 1769",1985
What is the name of the castle in the city where the performers of Spirit If.. became a band?,Casa Loma,Château de Chalmazel
Who wrote a book about growing up in the same nationality as the man who produced The Wild Women of Chastity Gulch?,Min Zhou,Katherine Applegate
Who is the spouse of the actor of Ethan in A Dog's Purpose?,Meg Ryan,Answer: Hannah
Who is the federal leader of the party that Pierre-Hugues Boisvenu is a member of?,Andrew Scheer,Pierre-Hugues Boisvenu is a member of the Conservative Party of Canada. The federal leader of the Conservative Party of Canada is Pierre Poilievre.
At what local time does the country where Fuser and Alberto meet the indigenous couple traveling to look for work change their clocks for DST?,24:00,12:00
When did the place of birth of the performer of Mother-in-Law elect its first black Mayor?,1970s,2008
When was the last time Ken Faulkner's team beat the 1894-95 FA Cup winner?,1 December 2010,1994–95 FA Cup
In what year was Twilight Princess from the game series on which The Legend of Neil was based originally planned for release?,2005,2003
What is the mascot of the school that owns Goss Stadium at Coleman Field?,Benny Beaver,Benny Beaver
Who is the spouse of the actor that plays vision in avengers age of ultron?,Jennifer Connelly,Elizabeth Moss
Who was the spouse of the leading lady in Gone With the wind?,Laurence Olivier,Rhett Butler
Who was the mother of the person who found the sacred writings that became the Book of Mormon?,Lucy Mack Smith,Lucy Mack Smith
Who is the mayor presiding now where Merrill Elam was born?,Lance Bottoms,John Cranley
What county shares a border with the county where She Did It's performer was born?,Cabarrus County,Answer: Cherdynsky District
What is the experimental satellite which was the forerunner to the communication satellite of the operator of GSAT-7 called?,ATS - 6 (Applications Technology Satellite - 6),The experimental satellite which was the forerunner to the communication satellite of the operator of GSAT-7 is called the Polar Satellite Launch Vehicle (PSLV).
What watercourse is the river on which the Lostock Dam is located the mouth of?,Hunter River,Paterson River
There is a state A where Storm of the Century was filmed based on the book by the author who wrote a short story featuring the author of This Is My God. What is the population of state A?,"1,335,907",Maine has a population of approximately 1.3 million people.
What is the capital of the county that shares a border with the county where KRSU is licensed to broadcast?,Green Bay,Pécs
Kiwil's birth country participated in a Commission of Truth and Friendship. Who is the president of the other country that participated?,Francisco Guterres,Timor-Leste
Who is the child of the male star of the 1921 film Money?,Anthony Ainley,Paul Newman
What is the symbol of the Saints from the headquarters location of Ten High's manufacturer called?,fleur - de-lis,fleur-de-lis
Which country has a body of water that was inspiration for the name of the Mara Region?,Tanzania,Tanzania
"Along with the subject of The One That Got Away, what notable pop artist started out his career on adult contemporary radio?",Michael Bublé,Bart Millard
Who is the federal leader of the political party Ken Epp belongs to?,Andrew Scheer,Answer: The federal leader of the political party Ken Epp belongs to is not explicitly mentioned in the provided text.
Where is the country with ISO code ISO 3166-2:CV located?,central Atlantic Ocean,"Cape Verde is located in the Atlantic Ocean, approximately 570 kilometers (350 miles) off the coast of West Africa."
Who did the person portraying Batman in the Justice League movie play in Dazed and Confused?,Fred O'Bannion,"Answer: The person portraying Batman in the Justice League movie, Ben Affleck, did not play a role in Dazed and Confused."
"In Batman Under the Red Hood, who does the actor of Barney Stinson from How I Met Your Mother play?",Nightwing / Dick Grayson,The Mother
"What did the singer of ""Moon River"" in the movie Breakfast at Tiffany win a Tony for?",for Best Performance by a Leading Actress in a Play in Ondine,Best Original Song
Where is the headquarter of the Radio Television of the country whose co-official language is the same as the one Politika is written in?,Pristina,Serbia
What is the source of the river of which Kraai River is a tributary?,Thaba Putsoa,The source of the river of which Kraai River is a tributary is the Orange River.
Who played the girlfriend of Chance's voice actor in Homeward Bound in Back to the Future?,Claudia Wells,Shirley Temple
Who is the voice of the character in Spongebob Squarepants with the same name as the creature that annelid larvae live like?,Mr. Lawrence,Mary Jo Catlett
Between which years did war with the person for whom Pyrrhic victory is named occur?,323–272 BC,356–338 BCE
MV Miralda's owner announced it was in the process of doing what in April 2010?,trying to find a potential buyer for all of its operations in Finland,selling its assets
When did the Battle at Choo Hoey's birthplace end?,15 February 1942,The Battle at Choo Hoey's birthplace ended on 29 August 1862.
Who is the president of the newly declared independent country that is part of the Commission of Truth and Friendship with the country where Sumardi was born?,Francisco Guterres,Xanana Gusmão
Who wrote the song The Story sung by the performer of Give Up the Ghost?,Phil Hanseroth,"Answer: The song ""The Story"" was written by the performer of ""Give Up the Ghost."""
Where did they film The Beach in the country where Siddhi Savetsila was born?,Ko Phi Phi Leh,"Bangkok, Thailand"
Who is the author of Growing Up this nationality of the creator MacGruder and Loud?,Min Zhou,American
In which county did Snappy Tomato Pizza form?,Kenton County,Henbury
What other recognition did the Oscar winner for Best Actor in 2006 receive?,nominated for an Academy Award for Best Supporting Actor,Best Director
What is the Smile performer's birthday?,1 January 1986,18 April 1928
What record label does the performer of Emotional Rain belong to?,Attic Records,A&M Records
When did the majority party in the House of Representatives gain control of the body which approves members of the Cabinet?,January 2015,2010
What is the manufacturer of the Kentucky Tavern headquarters location saints symbol called?,fleur - de-lis,The manufacturer of the Kentucky Tavern headquarters location saints symbol is not mentioned in the provided text.
In which county was Zhu Qinan born?,Yongjia County,Zhejiang
Who sings Home Alone Tonight with the Rain is a Good Thing singer?,Karen Fairchild,Karen Fairchild
What is the name of the castle in the city where the performer of Never Too Loud was formed?,Casa Loma,Casa Loma
Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Lana Wood,Jeanette MacDonald
What city is the star of 'Three Strangers in Rome' from?,La Goulette,Tunis
What else happened in the northern part of Erich Zakowski's birthplace in the now Russian area?,names were replaced by new Russian names,The northern part of Erich Zakowski's birthplace in the now Russian area was occupied by the Soviet Union after World War II and became part of the Kaliningrad Oblast.
In which county is Southern Maryland Electric Cooperative headquartered?,Charles County,Charles County
When did the party that controls the House of Representatives take control of the branch who determines the rules of the US house and Senate?,January 2015,1978
What series of wins did the sports team that the all time highest goal scorer in spain national team was a member or achieve in 2009?,continental treble,"The sports team that the all-time highest goal scorer in the Spain national team was a member of achieved the following series of wins in 2009: winning the La Liga, Copa del Rey, and UEFA Champions League"
"In Grown Ups, who plays the wife of the actor who produced The Chosen One?",Joyce Van Patten,Answer: The wife of the actor who produced The Chosen One is Callista Gingrich.
Who does the performer of Don't Be Cruel play in the wire?,a Western District uniformed officer,Bobby Brown does not appear in *The Wire*.
When did Burroughs Corporation merge to form a new corporation?,1986,1971
"When did the country, whose co-official language was used by the director of Group Portrait with a Lady, first attend the Olympics as an independent team?",2016,1992
Who followed Menucha Rochel Slonim's father?,Menachem Mendel Schneersohn,Jean Guiton
Who started out his career on adult contemporary radio along with the performer of All That Echoes?,Michael Bublé,Curtis Mayfield
Who is the head of the developer of Simon?,ADM Michael S. Rogers,Katherine Applegate
When was the last time the team that Terry Twell was a member of beat the 194-95 winner of the FA Cup?,1 December 2010,2010
Who is the father of the artist who painted Head I?,Nicholas Bacon,Francis Bacon
Where is the origin of the river Augrabies Falls is part of?,Thaba Putsoa,The origin of the river that Augrabies Falls is part of is in Lesotho.
The BBC Footballer of the Year is a member of which team?,Egypt national football team,The question cannot be answered based on the provided information.
Where was the person who acted in the film Sous les pieds des femmes born?,La Goulette,"Angers, France"
How many people were in British Colonies where does the london broil cut come from ?,2 million,2 million
Who is the spouse of the person who voices Jarvis in the Avengers Age of Ultron?,Jennifer Connelly,Jennifer Connelly
Which county shares a border with the county where the most populous city in the state where Redan High School is located?,Presque Isle County,"Sejong City is located in South Korea, and Redan High School is in Sejong City. The most populous city in South Korea is Seoul. The county that shares a border with Gyeonggi-do (the province"
The rapper who owns Aspiro was inspired by what when writing Song Cry?,three different relationships he had in the past,"The rapper who owns Aspiro was inspired by his experiences with mental health, societal issues, and personal struggles when writing ""Song Cry."""
What administrative territorial entity includes the place that KTRP is licensed to broadcast to?,Canyon County,The administrative territorial entity that includes the place that KTRP is licensed to broadcast to is the United States.
"In A League of Their Own, who played the husband of the actress who played Thelma in Thelma and Louise?",Bill Pullman,Tom Hanks
What is the former name of the country where Atika Suri studied?,Dutch East Indies,Indonesia
What province shares a border with the province where Lago District is located?,Cabo Delgado Province,Answer: Pskov Governorate
Who published Communications of the organization that Andries van Dam is a member of?,Association for Computing Machinery,Theo van Doesburg
What county shares a border with Cedar Springs?,Bell County,"Cedar Springs is located in Khyber-Pakhtunkhwa, Pakistan. The county that shares a border with Cedar Springs is Swat."
What administrative territorial entity is the owner of Ciudad Deportiva located?,Tamaulipas,"The administrative territorial entity that is the owner of Ciudad Deportiva is the municipality of Madrid, Spain."
Who is the son of the Italian navigator who explored the eastern coast of the continent Ulises Solís' birthplace is located in for England?,Sebastian Cabot,Sebastian Cabot
Who played the monarch at the end of WW2 in The King's Speech?,Colin Firth,Colin Firth
What is the place of birth of who does the voice of stan on the series that Insecurity is part of?,Denver,South Park
Where did they film The Beach in the country where Pao Sarasin was born?,Ko Phi Phi Leh,"Bangkok, Thailand"
What is the competition that the 1965 Federation Cup is part of named after?,International Tennis Federation,The 1965 Federation Cup is part of the competition named after the ITF (International Tennis Federation).
Who is the president of the newly declared independent country that is part of the Commission of Truth and Friendship with the country where Kotamadya is located?,Francisco Guterres,Fretilin
"In the King's Speech, who played the person who was the King of England in 1950?",Colin Firth,Colin Firth
What is the body of water by the area where Athlete was formed?,River Thames,Ekulu River
What award did the author of The Happy Journey to Trenton and Camden receive?,Pulitzer Prize for Drama,The author of The Happy Journey to Trenton and Camden received the Pulitzer Prize for Drama.
Where was the designer of the Lap Engine educated?,University of Glasgow,Glasgow
Who is the father of the Labo M performer?,Louis Chedid,The father of the Labo M performer is Louis Chedid.
Why did Roncalli leave the place of death of the maker of The Gozzi Altarpiece?,for the conclave in Rome,Roncalli left the place of death of the maker of The Gozzi Altarpiece because he was unable to see his mother for the end as the death of a pope meant that he had to remain at his post
Who gives out the award named after the person who argued that colonies were redundant?,University of Cambridge,European Astronomical Society
"In 1990, who became the president of the country that Germany invaded?",Lech Wałęsa,Hans Modrow
What is the name for the mouth of the watercourse of the body of water by Rotterdam Centrum?,Het Scheur,The mouth of the watercourse of the body of water by Rotterdam Centrum is referred to as the **mouth of the North Sea**.
"Who sings Home Alone Tonight with the singer of ""I Don't Want This Night to End""?",Karen Fairchild,Blaine Larsen
What company is the school where Lawrence Landweber was educated a part of?,City University of New York,University of Wisconsin–Madison
What is the capital of the county that shares a border with the county where WAPL is licensed to broadcast?,Green Bay,Wichita
Who was the first black student admitted to where Robert Khayat was educated?,James Howard Meredith,"James Meredith was the first black student admitted to the University of Mississippi, where Robert Khayat was educated."
Who did the original voice of the character played by mila kunis in the cleveland show?,Lacey Chabert,Lacey Chabert
What is the record label of the co-writer and recording artist of Permission to Fly?,Hollywood Records,Graeme Goodall
What record label is the performer who released All Your Faded Things on?,Kill Rock Stars,Atlantic
What is another notable work made by the author of Miss Sara Sampson?,Emilia Galotti,The Hork-Bajir Chronicles
When did the majority party in the body which determines rules of the US House and US Senate gain control of the House?,the 2010 election,2014
In what year did Margaret Knox's spouse pass away?,1572,1978
The city where Dmitry Borisovich was born is located where in Russia?,Yaroslavl Oblast,Rostov
What league includes the operating group of Al Janoub Stadium?,Qatar Stars League,Answer: Major League Baseball
When was the kingdom that Heptarchy was part of abolished?,918,The kingdom that Heptarchy was part of was abolished in 825.
What is the average salary of a working person with the same nationality as the producer of The Wild Women of Chastity Gulch?,"$59,039","Answer: $72,600"
The city that Psycho Donuts is located in is in which county?,Santa Clara County,Santa Clara County
