row_id,is_warmup,example_id,sub_q_idx,main_question,sub_question,doc_tokens,query_tokens,full_tokens,semantic,end_to_end_ttft_s,kv_load_copy_s,selection_s,online_update_query_prefill_s,extra_impl_overhead_s,rate1_baseline_candidate_s,fusion_selected_doc_tokens,fusion_reprocess_prefill_tokens,full_exact_cache_ttft_s,full_ttft_compute_s,full_ttft_wall_s,fusion_ttft_compute_s,fusion_ttft_wall_s,fusion_storage_time_s,fusion_selection_time_s,fusion_selection_score_forward_time_s,fusion_reprocess_prefill_time_s,speedup_full_over_fusion_compute,ttft_reduction_pct_compute,speedup_full_exact_over_fusion_compute,ttft_reduction_pct_full_exact_vs_fusion_compute,speedup_full_over_fusion_wall,ttft_reduction_pct_wall
18,False,13,0,What year was the father of Katherine of England crowned?,Who is Katherine of England?,1142,21,1955,FusionRAG cache reuse; selection; partial online update,0.30466329399496317,0.021176711190491915,0.10078387940302491,0.13512419583275914,0.0475785075686872,0.0,571,592,0.0,0.0,0.0,0.25708478642627597,0.30466329399496317,0.021176711190491915,0.10078387940302491,0.0999979879707098,0.13512419583275914,0.0,0.0,0.0,0.0,0.0,0.0
19,False,13,1,What year was the father of Katherine of England crowned?,What year was King Henry III of England crowned?,2083,25,2900,FusionRAG cache reuse; selection; partial online update,0.40897560864686966,0.02938021533191204,0.10198308015242219,0.19912556186318398,0.07848675129935145,0.0,1041,1066,0.0,0.0,0.0,0.3304888573475182,0.40897560864686966,0.02938021533191204,0.10198308015242219,0.10111830802634358,0.19912556186318398,0.0,0.0,0.0,0.0,0.0,0.0
20,False,14,0,Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Who played the little girl in the 1947 film Miracle on 34th Street?,1057,36,1885,FusionRAG cache reuse; selection; partial online update,0.3198867719620466,0.021542138885706663,0.10302663082256913,0.13452861597761512,0.06078938627615571,0.0,528,564,0.0,0.0,0.0,0.2590973856858909,0.3198867719620466,0.021542138885706663,0.10302663082256913,0.10223700618371367,0.13452861597761512,0.0,0.0,0.0,0.0,0.0,0.0
21,False,14,1,Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Who is the sibling of actress Natalie Wood?,1681,24,2497,FusionRAG cache reuse; selection; partial online update,0.3641972807236016,0.027259258553385735,0.10203718487173319,0.16789789218455553,0.06700294511392713,0.0,840,864,0.0,0.0,0.0,0.29719433560967445,0.3641972807236016,0.027259258553385735,0.10203718487173319,0.10121197905391455,0.16789789218455553,0.0,0.0,0.0,0.0,0.0,0.0
22,False,15,0,What is the capital of the county that Pine Springs is located in?,In which county is Pine Springs located?,678,23,1493,FusionRAG cache reuse; selection; partial online update,0.27845189860090613,0.01842694403603673,0.10164974210783839,0.11656050011515617,0.04181471234187484,0.0,339,362,0.0,0.0,0.0,0.2366371862590313,0.27845189860090613,0.01842694403603673,0.10164974210783839,0.10097868274897337,0.11656050011515617,0.0,0.0,0.0,0.0,0.0,0.0
23,False,15,1,What is the capital of the county that Pine Springs is located in?,"What is the county seat of Culberson County, Texas?",1121,28,1941,FusionRAG cache reuse; selection; partial online update,0.30937450006604195,0.023502449970692396,0.10233965190127492,0.13517525419592857,0.04835714399814606,0.0,560,588,0.0,0.0,0.0,0.2610173560678959,0.30937450006604195,0.023502449970692396,0.10233965190127492,0.10150350769981742,0.13517525419592857,0.0,0.0,0.0,0.0,0.0,0.0
24,False,16,0,"In 2002, what company merged with the top PC manufacturer from 1994?",Who was the top PC manufacturer in 1994?,1515,28,2335,FusionRAG cache reuse; selection; partial online update,0.35753950709477067,0.023681906051933765,0.10227434523403645,0.1662899819202721,0.06529327388852835,0.0,757,785,0.0,0.0,0.0,0.2922462332062423,0.35753950709477067,0.023681906051933765,0.10227434523403645,0.10126399714499712,0.1662899819202721,0.0,0.0,0.0,0.0,0.0,0.0
25,False,16,1,"In 2002, what company merged with the top PC manufacturer from 1994?",What company did Compaq merge with in 2002?,2189,30,3011,FusionRAG cache reuse; selection; partial online update,0.42201849864795804,0.03126229904592037,0.10258992714807391,0.1999493222683668,0.08821695018559694,0.0,1094,1124,0.0,0.0,0.0,0.3338015484623611,0.42201849864795804,0.03126229904592037,0.10258992714807391,0.10169439110904932,0.1999493222683668,0.0,0.0,0.0,0.0,0.0,0.0
26,False,17,0,"In the King's Speech, who played the person who was the King of England in 1950?",Who was the King of England in 1950?,1415,28,2235,FusionRAG cache reuse; selection; partial online update,0.330944299697876,0.02276470558717847,0.10224336525425315,0.15068281022831798,0.05525341862812638,0.0,707,735,0.0,0.0,0.0,0.2756908810697496,0.330944299697876,0.02276470558717847,0.10224336525425315,0.10145342536270618,0.15068281022831798,0.0,0.0,0.0,0.0,0.0,0.0
27,False,17,1,"In the King's Speech, who played the person who was the King of England in 1950?",Which actor played King George VI in the film 'The King's Speech'?,1936,30,2758,FusionRAG cache reuse; selection; partial online update,0.3924473086372018,0.031829378101974726,0.10300486907362938,0.17853887612000108,0.0790741853415966,0.0,968,998,0.0,0.0,0.0,0.3133731232956052,0.3924473086372018,0.031829378101974726,0.10300486907362938,0.10215103486552835,0.17853887612000108,0.0,0.0,0.0,0.0,0.0,0.0
28,False,18,0,Whose sister played Susie in miracle on 34th street?,Who played Susie in Miracle on 34th Street?,1020,28,1840,FusionRAG cache reuse; selection; partial online update,0.3068654569797218,0.020585400983691216,0.10225395113229752,0.13451112434267998,0.049514980521053076,0.0,510,538,0.0,0.0,0.0,0.2573504764586687,0.3068654569797218,0.020585400983691216,0.10225395113229752,0.1012233798392117,0.13451112434267998,0.0,0.0,0.0,0.0,0.0,0.0
29,False,18,1,Whose sister played Susie in miracle on 34th street?,Who is Natalie Wood's brother?,1206,22,2020,FusionRAG cache reuse; selection; partial online update,0.3342804182320833,0.025554616004228592,0.10486226389184594,0.13566491194069386,0.06819862639531493,0.0,603,625,0.0,0.0,0.0,0.2660817918367684,0.3342804182320833,0.025554616004228592,0.10486226389184594,0.10405650176107883,0.13566491194069386,0.0,0.0,0.0,0.0,0.0,0.0
30,False,19,0,What team was Anna Benson's husband on?,Who is Anna Benson's husband?,1034,22,1848,FusionRAG cache reuse; selection; partial online update,0.3072712509892881,0.020808746106922626,0.10120240319520235,0.13447235291823745,0.05078774876892567,0.0,517,539,0.0,0.0,0.0,0.2564835022203624,0.3072712509892881,0.020808746106922626,0.10120240319520235,0.1004377887584269,0.13447235291823745,0.0,0.0,0.0,0.0,0.0,0.0
31,False,19,1,What team was Anna Benson's husband on?,What team did Kris Benson play for in Major League Baseball?,1580,27,2399,FusionRAG cache reuse; selection; partial online update,0.3552311318926513,0.025616813916713,0.10208743996918201,0.16629797033965588,0.06122890766710043,0.0,790,817,0.0,0.0,0.0,0.2940022242255509,0.3552311318926513,0.025616813916713,0.10208743996918201,0.10127535788342357,0.16629797033965588,0.0,0.0,0.0,0.0,0.0,0.0
32,False,20,0,What is the record label for the singer who originally sang You Belong To Me.,Who originally sang the song You Belong To Me?,1519,26,2337,FusionRAG cache reuse; selection; partial online update,0.3572020372375846,0.023689554072916508,0.10172908985987306,0.1663741059601307,0.06540928734466434,0.0,759,785,0.0,0.0,0.0,0.29179274989292026,0.3572020372375846,0.023689554072916508,0.10172908985987306,0.10088317189365625,0.1663741059601307,0.0,0.0,0.0,0.0,0.0,0.0
33,False,20,1,What is the record label for the singer who originally sang You Belong To Me.,What record label was Joni James signed to when she released 'You Belong To Me' in 1952?,2265,41,3098,FusionRAG cache reuse; selection; partial online update,0.41657024528831244,0.029556985944509506,0.1040235091932118,0.20491171116009355,0.07807803899049759,0.0,1132,1173,0.0,0.0,0.0,0.33849220629781485,0.41657024528831244,0.029556985944509506,0.1040235091932118,0.10306318383663893,0.20491171116009355,0.0,0.0,0.0,0.0,0.0,0.0
34,False,21,0,When did the crowning of the person under whom the Chapter House was built happen?,Who was the person under whom the Chapter House was built?,1749,27,2568,FusionRAG cache reuse; selection; partial online update,0.36075645685195923,0.024629462976008654,0.10183368530124426,0.17586731910705566,0.05842598946765065,0.0,874,901,0.0,0.0,0.0,0.3023304673843086,0.36075645685195923,0.024629462976008654,0.10183368530124426,0.10102527588605881,0.17586731910705566,0.0,0.0,0.0,0.0,0.0,0.0
35,False,21,1,When did the crowning of the person under whom the Chapter House was built happen?,When was Henry III crowned?,2118,21,2931,FusionRAG cache reuse; selection; partial online update,0.397348462138325,0.02941463701426983,0.10167193599045277,0.19909195508807898,0.0671699340455234,0.0,1059,1080,0.0,0.0,0.0,0.33017852809280157,0.397348462138325,0.02941463701426983,0.10167193599045277,0.10077424393966794,0.19909195508807898,0.0,0.0,0.0,0.0,0.0,0.0
36,False,24,0,What record label does the artist who sang you belong to me belong to?,Who sang the song 'You Belong to Me'?,1556,26,2374,FusionRAG cache reuse; selection; partial online update,0.34985894383862615,0.023468463215976954,0.10180493583902717,0.16660343995317817,0.05798210483044386,0.0,778,804,0.0,0.0,0.0,0.2918768390081823,0.34985894383862615,0.023468463215976954,0.10180493583902717,0.10101598221808672,0.16660343995317817,0.0,0.0,0.0,0.0,0.0,0.0
37,False,24,1,What record label does the artist who sang you belong to me belong to?,What record label is Joni James signed to?,1997,25,2814,FusionRAG cache reuse; selection; partial online update,0.3730677110143006,0.027900794986635447,0.10194328194484115,0.17792138596996665,0.06530224811285734,0.0,998,1023,0.0,0.0,0.0,0.30776546290144324,0.3730677110143006,0.027900794986635447,0.10194328194484115,0.10108970804139972,0.17792138596996665,0.0,0.0,0.0,0.0,0.0,0.0
38,False,25,0,What place does the administrative territorial entity that Juba is located in share a border with?,What is the administrative territorial entity that contains Juba?,789,26,1607,FusionRAG cache reuse; selection; partial online update,0.28871178487315774,0.020236688666045666,0.10295742098242044,0.12467659963294864,0.04084107559174299,0.0,394,420,0.0,0.0,0.0,0.24787070928141475,0.28871178487315774,0.020236688666045666,0.10295742098242044,0.10221977112814784,0.12467659963294864,0.0,0.0,0.0,0.0,0.0,0.0
39,False,25,1,What place does the administrative territorial entity that Juba is located in share a border with?,What places share a border with Central Equatoria?,1127,25,1944,FusionRAG cache reuse; selection; partial online update,0.31307563185691833,0.022790396120399237,0.10176494717597961,0.13522017002105713,0.053300118539482355,0.0,563,588,0.0,0.0,0.0,0.259775513317436,0.31307563185691833,0.022790396120399237,0.10176494717597961,0.1010388401336968,0.13522017002105713,0.0,0.0,0.0,0.0,0.0,0.0
40,False,26,0,Who played the monarch at the end of WW2 in The King's Speech?,Who played King George VI in The King's Speech?,1534,26,2352,FusionRAG cache reuse; selection; partial online update,0.35961428796872497,0.026388540863990784,0.10185316205024719,0.16631533205509186,0.06505725299939513,0.0,767,793,0.0,0.0,0.0,0.29455703496932983,0.35961428796872497,0.026388540863990784,0.10185316205024719,0.1010476890951395,0.16631533205509186,0.0,0.0,0.0,0.0,0.0,0.0
41,False,27,0,Who is the spouse of a cast member from King of the Mountain?,Who are the cast members of King of the Mountain?,1337,26,2155,FusionRAG cache reuse; selection; partial online update,0.3282986041158438,0.02254698285833001,0.10179407428950071,0.14778242213651538,0.05617512483149767,0.0,668,694,0.0,0.0,0.0,0.2721234792843461,0.3282986041158438,0.02254698285833001,0.10179407428950071,0.10098381713032722,0.14778242213651538,0.0,0.0,0.0,0.0,0.0,0.0
42,False,27,1,Who is the spouse of a cast member from King of the Mountain?,Who is Harry Hamlin's spouse?,1444,23,2259,FusionRAG cache reuse; selection; partial online update,0.33083163434639573,0.024651465006172657,0.10163282509893179,0.15071599185466766,0.05383135238662362,0.0,722,745,0.0,0.0,0.0,0.2770002819597721,0.33083163434639573,0.024651465006172657,0.10163282509893179,0.10082088084891438,0.15071599185466766,0.0,0.0,0.0,0.0,0.0,0.0
43,False,32,0,Who played king whose regal Name did Albert Adopt in the king's speech?,What was the regnal name adopted by King George VI?,1439,27,2258,FusionRAG cache reuse; selection; partial online update,0.3297431920655072,0.02303256466984749,0.10192211996763945,0.150669127702713,0.054119379725307226,0.0,719,746,0.0,0.0,0.0,0.27562381234019995,0.3297431920655072,0.02303256466984749,0.10192211996763945,0.10114710312336683,0.150669127702713,0.0,0.0,0.0,0.0,0.0,0.0
44,False,32,1,Who played king whose regal Name did Albert Adopt in the king's speech?,Who played King George VI in the film 'The King's Speech'?,1722,29,2543,FusionRAG cache reuse; selection; partial online update,0.35797057673335075,0.026290972717106342,0.10227674571797252,0.16788945300504565,0.06151340529322624,0.0,861,890,0.0,0.0,0.0,0.2964571714401245,0.35797057673335075,0.026290972717106342,0.10227674571797252,0.10147116892039776,0.16788945300504565,0.0,0.0,0.0,0.0,0.0,0.0
45,False,33,0,What administrative territorial entity contains the place where KPRM is licensed to broadcast to?,Where is KPRM licensed to broadcast?,775,24,1591,FusionRAG cache reuse; selection; partial online update,0.29231930198147893,0.020034014713019133,0.10173083702102304,0.12454002210870385,0.04601442813873291,0.0,387,411,0.0,0.0,0.0,0.24630487384274602,0.29231930198147893,0.020034014713019133,0.10173083702102304,0.10101812100037932,0.12454002210870385,0.0,0.0,0.0,0.0,0.0,0.0
46,False,35,0,What year did the author of Prince Prigio die?,Who is the author of Prince Prigio?,1174,25,1991,FusionRAG cache reuse; selection; partial online update,0.3063635481521487,0.021397785283625126,0.10186568880453706,0.1353009706363082,0.04779910342767835,0.0,587,612,0.0,0.0,0.0,0.2585644447244704,0.3063635481521487,0.021397785283625126,0.10186568880453706,0.10093604400753975,0.1353009706363082,0.0,0.0,0.0,0.0,0.0,0.0
47,False,35,1,What year did the author of Prince Prigio die?,What year did Andrew Lang die?,1215,22,2029,FusionRAG cache reuse; selection; partial online update,0.31060510594397783,0.02329515991732478,0.10224719299003482,0.13582495972514153,0.04923779331147671,0.0,607,629,0.0,0.0,0.0,0.2613673126325011,0.31060510594397783,0.02329515991732478,0.10224719299003482,0.10146968113258481,0.13582495972514153,0.0,0.0,0.0,0.0,0.0,0.0
48,False,36,0,In which county is Mark Dismore's birthplace located?,Where was Mark Dismore born?,1463,23,2278,FusionRAG cache reuse; selection; partial online update,0.32792487693950534,0.022921865805983543,0.10133191710337996,0.1505837757140398,0.05308731831610203,0.0,731,754,0.0,0.0,0.0,0.2748375586234033,0.32792487693950534,0.022921865805983543,0.10133191710337996,0.1005411478690803,0.1505837757140398,0.0,0.0,0.0,0.0,0.0,0.0
49,False,36,1,In which county is Mark Dismore's birthplace located?,"Which county is Greenfield, Indiana located in?",1820,25,2637,FusionRAG cache reuse; selection; partial online update,0.37828908301889896,0.027206907980144024,0.10223190579563379,0.17645601416006684,0.0723942550830543,0.0,910,935,0.0,0.0,0.0,0.30589482793584466,0.37828908301889896,0.027206907980144024,0.10223190579563379,0.10141154285520315,0.17645601416006684,0.0,0.0,0.0,0.0,0.0,0.0
50,False,37,0,Who was the sibling of Nannina de' Medici?,Who were the parents of Nannina de' Medici?,1072,28,1892,FusionRAG cache reuse; selection; partial online update,0.3123294492252171,0.020873764995485544,0.10185914672911167,0.13446051394566894,0.05513602355495095,0.0,536,564,0.0,0.0,0.0,0.25719342567026615,0.3123294492252171,0.020873764995485544,0.10185914672911167,0.10107366228476167,0.13446051394566894,0.0,0.0,0.0,0.0,0.0,0.0
51,False,37,1,Who was the sibling of Nannina de' Medici?,"Based on Nannina de' Medici's parents Piero di Cosimo de' Medici and Lucrezia Tornabuoni, who were her siblings?",1291,50,2133,FusionRAG cache reuse; selection; partial online update,0.34175622230395675,0.024298842065036297,0.10407585045322776,0.1477258331142366,0.0656556966714561,0.0,645,695,0.0,0.0,0.0,0.27610052563250065,0.34175622230395675,0.024298842065036297,0.10407585045322776,0.10329804662615061,0.1477258331142366,0.0,0.0,0.0,0.0,0.0,0.0
52,False,38,0,What county is the NRHEG High School located in?,Where is NRHEG High School located?,809,24,1625,FusionRAG cache reuse; selection; partial online update,0.29008225491270423,0.018984150141477585,0.10118244867771864,0.12458183243870735,0.04533382365480065,0.0,404,428,0.0,0.0,0.0,0.24474843125790358,0.29008225491270423,0.018984150141477585,0.10118244867771864,0.1005242308601737,0.12458183243870735,0.0,0.0,0.0,0.0,0.0,0.0
53,False,38,1,What county is the NRHEG High School located in?,"Which county is New Richland, Minnesota located in?",992,26,1810,FusionRAG cache reuse; selection; partial online update,0.30843039974570274,0.022141320165246725,0.10215406399220228,0.1341250129044056,0.05001000268384814,0.0,496,522,0.0,0.0,0.0,0.2584203970618546,0.30843039974570274,0.022141320165246725,0.10215406399220228,0.10142921330407262,0.1341250129044056,0.0,0.0,0.0,0.0,0.0,0.0
54,False,39,0,Who founded the political party of Dimuthu Bandara Abayakoon?,What is the name of the political party of Dimuthu Bandara Abayakoon?,965,34,1791,FusionRAG cache reuse; selection; partial online update,0.3056173441000283,0.020153117831796408,0.10240784101188183,0.13379034725949168,0.04926603799685836,0.0,482,516,0.0,0.0,0.0,0.2563513061031699,0.3056173441000283,0.020153117831796408,0.10240784101188183,0.10170377418398857,0.13379034725949168,0.0,0.0,0.0,0.0,0.0,0.0
55,False,39,1,Who founded the political party of Dimuthu Bandara Abayakoon?,Who founded the Janatha Vimukthi Peramuna political party?,1355,30,2177,FusionRAG cache reuse; selection; partial online update,0.3346449579112232,0.02411926258355379,0.10273968614637852,0.15018124179914594,0.05760476738214493,0.0,677,707,0.0,0.0,0.0,0.27704019052907825,0.3346449579112232,0.02411926258355379,0.10273968614637852,0.10198807017877698,0.15018124179914594,0.0,0.0,0.0,0.0,0.0,0.0
56,False,40,0,When did military instruction start at the place where Larry Alcala was educated?,Where did Larry Alcala study?,1089,22,1903,FusionRAG cache reuse; selection; partial online update,0.3127311789430678,0.020923166070133448,0.10161023400723934,0.13472553668543696,0.055472242180258036,0.0,544,566,0.0,0.0,0.0,0.25725893676280975,0.3127311789430678,0.020923166070133448,0.10161023400723934,0.10085317119956017,0.13472553668543696,0.0,0.0,0.0,0.0,0.0,0.0
57,False,40,1,When did military instruction start at the place where Larry Alcala was educated?,When did military instruction begin at the University of the Philippines?,1515,27,2334,FusionRAG cache reuse; selection; partial online update,0.36064736591652036,0.025303255300968885,0.10237081116065383,0.16649951599538326,0.06647378345951438,0.0,757,784,0.0,0.0,0.0,0.294173582457006,0.36064736591652036,0.025303255300968885,0.10237081116065383,0.10158190177753568,0.16649951599538326,0.0,0.0,0.0,0.0,0.0,0.0
58,False,43,0,What county shares a border with Cedar Springs?,Where is Cedar Springs located?,838,21,1651,FusionRAG cache reuse; selection; partial online update,0.28442003577947617,0.01935099298134446,0.10056385397911072,0.12466439558193088,0.03984079323709011,0.0,419,440,0.0,0.0,0.0,0.24457924254238605,0.28442003577947617,0.01935099298134446,0.10056385397911072,0.09989020461216569,0.12466439558193088,0.0,0.0,0.0,0.0,0.0,0.0
59,False,43,1,What county shares a border with Cedar Springs?,"Which counties share a border with Falls County, Texas?",991,26,1809,FusionRAG cache reuse; selection; partial online update,0.31208261474967003,0.02408323111012578,0.10217665322124958,0.13405569968745112,0.051767030730843544,0.0,495,521,0.0,0.0,0.0,0.2603155840188265,0.31208261474967003,0.02408323111012578,0.10217665322124958,0.10143121611326933,0.13405569968745112,0.0,0.0,0.0,0.0,0.0,0.0
