Main Question,Sub Question,Ground Truth,Predicted,Correct,F1,EM,Reason
When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,Which English king trusted William de Longchamp?,King Richard I of England,Richard I,True,0.5,0.0,预测答案“Richard I”与标准答案“King Richard I of England”在语义上完全等价。虽然预测答案省略了“英格兰国王”这一修饰语，但“Richard I”已经准确包含了标准答案的核心实体信息，正确回答了所提出的问题。
When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,What specific naval expedition or fleet did King Richard I lead that was dispersed by a storm?,"King Richard I led a large fleet from Messina to Acre in April 1191, which was dispersed by a storm.",Richard the Lion-hearted's fleet to reach Acre,False,0.25806451612903225,0.0,预测答案仅提到了理查一世前往阿卡的舰队，但遗漏了标准答案中的关键信息，如出发地“Messina”、时间“April 1191”以及“被风暴吹散”这一核心事件。因此，预测答案未能完整且准确地回答问题。
The Unwinding author volunteered for which organisation?,Who is the author of The Unwinding?,George Packer,George Packer,True,1.0,1.0,预测答案“George Packer”与标准答案完全一致，准确包含了问题的关键信息，正确回答了《The Unwinding》的作者是谁，语义上完全等价。
The Unwinding author volunteered for which organisation?,Which organization did George Packer volunteer for?,Peace Corps,Peace Corps,True,1.0,1.0,预测答案“Peace Corps”与标准答案完全一致，准确包含了关键信息，且在语义上完全等价，正确地回答了关于George Packer所志愿服务的组织的问题。
Who is the lead singer of the band performing Bang Bang Rock & Roll?,Which band performed the song 'Bang Bang Rock & Roll'?,The song 'Bang Bang Rock & Roll' was performed by the British rock band Art Brut.,Art Brut,True,0.15384615384615385,0.0,预测答案“Art Brut”准确包含了标准答案中的核心关键信息，即演唱该歌曲的乐队名称。虽然预测答案省略了关于乐队国籍和流派等补充描述，但在回答“哪支乐队演唱了这首歌”的核心语义上与标准答案完全等价，因此判断为正确。
Who is the lead singer of the band performing Bang Bang Rock & Roll?,Who is the lead singer of the band Art Brut?,Eddie Argos,Eddie Argos,True,1.0,1.0,预测答案与标准答案完全一致，均为“Eddie Argos”。预测答案准确包含了标准答案的关键信息，且在语义上完全等价，正确地回答了关于Art Brut乐队主唱的问题。
What company did the company that initiated a successful price war among PC manufacturers in 1994 merge with in 2002?,Which company initiated a successful price war among PC manufacturers in 1994?,Compaq initiated a successful price war among PC manufacturers in 1994.,Compaq,True,0.13333333333333333,0.0,预测答案“Compaq”准确包含了标准答案中的核心关键信息，即发起1994年PC制造商价格战的公司名称。虽然预测答案省略了部分陈述性语句，但在语义上与标准答案完全等价，正确回答了问题。
What company did the company that initiated a successful price war among PC manufacturers in 1994 merge with in 2002?,Which company did Compaq merge with in 2002?,Hewlett Packard,Hewlett Packard,True,1.0,1.0,预测答案与标准答案完全一致，均为“Hewlett Packard”。预测答案准确包含了标准答案的关键信息，语义完全等价，正确回答了康柏在2002年与哪家公司合并的问题。
What year was the father of Katherine of England crowned?,Who is Katherine of England?,"Katherine of England was the fifth child of King Henry III and Eleanor of Provence. She was born on 25 November 1253, was either deaf-mute or deaf and mentally challenged, was very sickly, possibly had a degenerative disease, and died at Windsor on 3 May 1257 before reaching her fourth year.","Katherine of England was the fifth child of Henry III and his wife, Eleanor of Provence. She was born either a deaf-mute or just deaf and mentally challenged and was very sickly. She possibly had a degenerative disease, did not survive her fourth year and died at Windsor.",True,0.7438016528925621,0.0,预测答案包含了标准答案中的所有关键信息，如身份（亨利三世和埃莉诺的第五个孩子）、健康状况（失聪、精神障碍、体弱多病、可能患有退化性疾病）以及死亡地点（温莎）和未满四岁夭折的事实。两者在语义上完全等价，仅存在措辞上的细微差异，不影响对问题的正确回答。
What year was the father of Katherine of England crowned?,What year was King Henry III of England crowned?,Henry III was first crowned in 1216 and had a second coronation in 1220.,1216 and 1220,True,0.5806451612903226,0.0,预测答案包含了“1216”和“1220”这两个关键年份，与标准答案中提到的亨利三世首次加冕和第二次加冕的时间完全一致。虽然预测答案省略了部分背景描述，但已经准确且完整地回答了问题，在核心语义上与标准答案等价。
Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Who played the little girl in the 1947 film Miracle on 34th Street?,"Natalie Wood played the little girl, Susan Walker, in the 1947 film Miracle on 34th Street.",Natalie Wood,True,0.16666666666666669,0.0,预测答案“Natalie Wood”准确给出了问题所询问的演员名字，包含了标准答案中最核心的关键信息。虽然它没有提供关于角色名和电影名的额外补充细节，但在回答“谁扮演了”这一核心问题时，其语义与标准答案完全等价，因此判定为正确。
Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Who is the sibling of actress Natalie Wood?,Lana Wood is the sibling of actress Natalie Wood.,Lana Wood,True,0.33333333333333337,0.0,预测答案“Lana Wood”直接给出了问题所询问的对象，包含了标准答案中的核心关键信息。虽然它没有使用完整的句子结构，但在语义上与标准答案完全等价，准确回答了娜塔利·伍德的兄弟姐妹是谁的问题。
What is the capital of the county that Pine Springs is located in?,In which county is Pine Springs located?,"Culberson County, Texas",Culberson County,True,0.8571428571428571,0.0,"预测答案“Culberson County”包含了标准答案“Culberson County, Texas”中的核心地理信息。虽然预测答案省略了州名“Texas”，但已经准确指出了问题所问的县名，在语义上与标准答案完全一致，符合允许措辞细微差异的判断标准。"
What is the capital of the county that Pine Springs is located in?,"What is the county seat of Culberson County, Texas?",Van Horn,Pine Springs,False,0,0.0,预测答案“Pine Springs”与标准答案“Van Horn”完全不同。德克萨斯州卡尔伯森县的县治实际上是范霍恩，而不是派恩斯普林斯，因此预测答案未能包含标准答案的关键信息，在语义上也不等价。
"In 2002, what company merged with the top PC manufacturer from 1994?",Who was the top PC manufacturer in 1994?,Compaq was the top PC manufacturer in 1994.,Compaq,True,0.16666666666666669,0.0,预测答案“Compaq”直接给出了问题的核心实体，包含了标准答案中最关键的信息。虽然它没有使用完整的句子结构，但在语义上与标准答案完全等价，准确无误地回答了1994年顶级个人电脑制造商是谁的问题。
"In 2002, what company merged with the top PC manufacturer from 1994?",What company did Compaq merge with in 2002?,Compaq merged with Hewlett Packard (HP) in 2002.,Hewlett Packard,True,0.4210526315789474,0.0,预测答案“Hewlett Packard”直接提供了问题所询问的核心实体，包含了标准答案中的关键信息。虽然它没有使用完整的句子结构，但在语义上与标准答案完全等价，准确回答了2002年与康柏合并的公司。
"In the King's Speech, who played the person who was the King of England in 1950?",Who was the King of England in 1950?,George VI was the King of the United Kingdom in 1950.,George VI,True,0.2666666666666667,0.0,预测答案“George VI”准确给出了问题所问的君主名字，包含了标准答案的核心关键信息。虽然缺少了部分修饰性文字，但在语义上与标准答案完全等价，正确回答了1950年英国国王是谁的问题。
"In the King's Speech, who played the person who was the King of England in 1950?",Which actor played King George VI in the film 'The King's Speech'?,Colin Firth,Colin Firth,True,1.0,1.0,预测答案“Colin Firth”与标准答案完全一致，准确包含了问题所询问的在电影《国王的演讲》中饰演乔治六世的演员的关键信息，语义完全等价，因此判断为正确。
Whose sister played Susie in miracle on 34th street?,Who played Susie in Miracle on 34th Street?,Natalie Wood played Susan Walker in Miracle on 34th Street.,Natalie Wood,True,0.25,0.0,预测答案“Natalie Wood”准确给出了问题所询问的演员名字，包含了标准答案的核心关键信息。虽然标准答案中使用了角色的全名“Susan Walker”且问题中拼写为“Susie”，但这属于同一角色的称呼差异，不影响语义上的等价性，因此预测答案正确回答了问题。
Whose sister played Susie in miracle on 34th street?,Who is Natalie Wood's brother?,Natalie Wood's sister is Lana Wood. The documents do not mention a brother.,"Lana Wood, the sister of Natalie Wood.",False,0.4,0.0,预测答案错误地将Natalie Wood的姐妹（Lana Wood）作为问题的答案，而问题询问的是她的兄弟。标准答案明确指出文档中没有提到她有兄弟，因此预测答案未能正确回答问题。
What team was Anna Benson's husband on?,Who is Anna Benson's husband?,"Kris Benson, a former Major League Baseball pitcher.",Kris Benson,True,0.5454545454545454,0.0,预测答案“Kris Benson”准确给出了问题所问的核心人物，包含了标准答案中的关键信息。虽然它省略了关于其职业背景的补充描述，但就回答“丈夫是谁”这一核心问题而言，语义上完全正确且一致。
What team was Anna Benson's husband on?,What team did Kris Benson play for in Major League Baseball?,"Kris Benson played for the Pittsburgh Pirates, New York Mets, and Baltimore Orioles.","Pittsburgh Pirates, New York Mets, and the Baltimore Orioles",True,0.8125000000000001,0.0,"预测答案列出了“Pittsburgh Pirates, New York Mets, and the Baltimore Orioles”，这与标准答案中提及的球队完全一致。虽然预测答案省略了主语和谓语，仅保留了球队名称，但其核心信息完整，且在语义上与标准答案等价，符合允许措辞细微差异的评判标准。"
What is the record label for the singer who originally sang You Belong To Me.,Who originally sang the song You Belong To Me?,Joni James,Joni James,True,1.0,1.0,预测答案“Joni James”与标准答案完全一致，准确包含了问题所询问的歌曲原唱者的关键信息，语义上完全等价，因此正确回答了问题。
What is the record label for the singer who originally sang You Belong To Me.,What record label was Joni James signed to when she released 'You Belong To Me' in 1952?,MGM Records,Sharp Records,False,0.6666666666666666,0.0,预测答案给出的唱片公司是“Sharp Records”，而标准答案是“MGM Records”。两者在语义上完全不同，预测答案没有包含标准答案的任何关键信息，因此未能正确回答问题。
When did the crowning of the person under whom the Chapter House was built happen?,Who was the person under whom the Chapter House was built?,Henry III,Henry III,True,1.0,1.0,预测答案“Henry III”与标准答案完全一致，准确包含了问题所要求的关键信息，在语义上完全等价，因此正确地回答了问题。
When did the crowning of the person under whom the Chapter House was built happen?,When was Henry III crowned?,"Henry III was first crowned in 1216 at Gloucester Cathedral, and then again at Westminster Abbey in 1220.",1216 and 1220,True,0.4615384615384615,0.0,预测答案准确地提取了标准答案中的核心时间信息“1216”和“1220”，完整回答了亨利三世加冕的时间。虽然省略了加冕地点等细节，但就问题“何时”而言，其语义与标准答案完全一致，符合评估标准。
What record label does the artist who sang you belong to me belong to?,Who sang the song 'You Belong to Me'?,Joni James sang the song 'You Belong to Me'.,Joni James,True,0.4,0.0,预测答案“Joni James”直接提供了问题所询问的歌手名字，包含了标准答案的核心关键信息。虽然省略了“sang the song 'You Belong to Me'”这部分重复问题内容的修饰语，但在语义上与标准答案完全等价，准确回答了问题。
What record label does the artist who sang you belong to me belong to?,What record label is Joni James signed to?,Joni James was signed to MGM Records.,M-G-M Records,True,0.4,0.0,预测答案“M-G-M Records”与标准答案中的“MGM Records”在语义上完全等价，仅仅是连字符拼写上的细微差异。它准确包含了问题所询问的关键信息，正确回答了Joni James签约的唱片公司。
What place does the administrative territorial entity that Juba is located in share a border with?,What is the administrative territorial entity that contains Juba?,Central Equatoria,Central Equatoria,True,1.0,1.0,预测答案“Central Equatoria”与标准答案完全一致，准确包含了标准答案的关键信息，且在语义上完全等价，因此正确地回答了关于包含朱巴的行政领土实体的问题。
What place does the administrative territorial entity that Juba is located in share a border with?,What places share a border with Central Equatoria?,Eastern Equatoria shares a border with Central Equatoria.,"Badigeru Swamp, Terekeka, Lafon, and Gera woreda share a border with Central Equatoria.",False,0.33333333333333326,0.0,预测答案列出了Badigeru Swamp、Terekeka、Lafon和Gera woreda等地，但并未包含标准答案中的关键信息“Eastern Equatoria”。两者在语义上不等价，因此预测答案未能正确回答问题。
Who played the monarch at the end of WW2 in The King's Speech?,Who played King George VI in The King's Speech?,Colin Firth,Colin Firth,True,1.0,1.0,预测答案“Colin Firth”与标准答案完全一致，准确包含了问题所询问的在电影《国王的演讲》中饰演乔治六世的演员信息，语义完全等价，因此判断为正确。
Who is the spouse of a cast member from King of the Mountain?,Who are the cast members of King of the Mountain?,The cast includes Harry Hamlin as Steve and Deborah Van Valkenburgh as Tina.,"Harry Hamlin, Deborah Van Valkenburgh",True,0.6206896551724138,0.0,预测答案准确地提取了标准答案中的核心人物信息，即Harry Hamlin和Deborah Van Valkenburgh。虽然预测答案省略了角色名等细节，但完全包含了回答该问题所需的关键演员名单，语义上与标准答案保持一致。
Who is the spouse of a cast member from King of the Mountain?,Who is Harry Hamlin's spouse?,Lisa Rinna,Lisa Rinna,True,1.0,1.0,预测答案“Lisa Rinna”与标准答案完全一致，准确包含了问题所要求的关键信息，在语义上完全等价，因此正确地回答了关于Harry Hamlin配偶的问题。
Who played king whose regal Name did Albert Adopt in the king's speech?,What was the regnal name adopted by King George VI?,Albert assumed the regnal name 'George VI'.,George VI,True,0.4,0.0,预测答案“George VI”直接给出了问题所询问的国王采用的尊号。虽然它没有像标准答案那样提及他的原名“Albert”，但它准确包含了核心关键信息，在语义上与标准答案完全一致，正确地回答了问题。
Who played king whose regal Name did Albert Adopt in the king's speech?,Who played King George VI in the film 'The King's Speech'?,Colin Firth,Colin Firth,True,1.0,1.0,预测答案“Colin Firth”与标准答案完全一致，准确包含了回答该问题所需的关键信息，即扮演英国国王乔治六世的演员姓名，语义上完全等价，因此判断为正确。
What administrative territorial entity contains the place where KPRM is licensed to broadcast to?,Where is KPRM licensed to broadcast?,"Park Rapids, Minnesota","Park Rapids, Minnesota",True,1.0,1.0,"预测答案“Park Rapids, Minnesota”与标准答案完全一致，准确包含了问题所需的关键地理位置信息，在语义上完全等价，因此正确回答了问题。"
What year did the author of Prince Prigio die?,Who is the author of Prince Prigio?,The author of Prince Prigio is Andrew Lang.,Andrew Lang,True,0.3636363636363636,0.0,预测答案“Andrew Lang”直接给出了《Prince Prigio》的作者名字，包含了标准答案中的全部关键信息。虽然省略了“作者”这一修饰语，但在语义上与标准答案完全等价，准确地回答了问题。
What year did the author of Prince Prigio die?,What year did Andrew Lang die?,Andrew Lang died in 1912.,1912,True,0.5,0.0,预测答案“1912”直接提供了问题所询问的安德鲁·朗格去世的年份，包含了标准答案的核心信息。虽然缺少了完整的句子结构，但在语义上与标准答案完全等价，准确回答了问题。
In which county is Mark Dismore's birthplace located?,Where was Mark Dismore born?,"Greenfield, Indiana","Greenfield, Indiana",True,1.0,1.0,"预测答案“Greenfield, Indiana”与标准答案完全一致，准确包含了问题所询问的出生地关键信息，在语义上完全等价，因此正确回答了问题。"
In which county is Mark Dismore's birthplace located?,"Which county is Greenfield, Indiana located in?","Greenfield, Indiana is located in Hancock County.",Hancock County,True,0.1818181818181818,0.0,预测答案“Hancock County”直接提供了问题所询问的县名，包含了标准答案的核心关键信息。虽然它没有像标准答案那样使用完整的句子结构，但在语义上与标准答案完全等价，准确回答了问题。
Who was the sibling of Nannina de' Medici?,Who were the parents of Nannina de' Medici?,Nannina de' Medici's parents were Piero di Cosimo de' Medici and Lucrezia Tornabuoni.,Piero di Cosimo de' Medici and Lucrezia Tornabuoni,True,0.7368421052631579,0.0,预测答案准确地给出了Nannina de' Medici的父母名字，即Piero di Cosimo de' Medici和Lucrezia Tornabuoni。虽然它省略了标准答案中的主语和谓语等修饰性词汇，但核心信息完全一致，语义上与标准答案等价，正确回答了问题。
Who was the sibling of Nannina de' Medici?,"Based on Nannina de' Medici's parents Piero di Cosimo de' Medici and Lucrezia Tornabuoni, who were her siblings?",Nannina de' Medici's siblings were Lorenzo de' Medici and Giuliano de' Medici.,Lorenzo de' Medici,False,0.32000000000000006,0.0,预测答案仅提到了Lorenzo de' Medici，遗漏了标准答案中的另一位兄弟姐妹Giuliano de' Medici。由于问题询问的是所有的兄弟姐妹，预测答案信息不完整，未能全面且正确地回答问题。
What county is the NRHEG High School located in?,Where is NRHEG High School located?,"NRHEG High School is located in New Richland, Minnesota.","New Richland, Minnesota",True,0.5,0.0,"预测答案“New Richland, Minnesota”直接且准确地提供了问题所询问的地理位置信息，与标准答案的核心内容完全一致。虽然预测答案省略了主语和谓语等修饰性词语，但语义上与标准答案完全等价，正确回答了该问题。"
What county is the NRHEG High School located in?,"Which county is New Richland, Minnesota located in?","New Richland is located in Waseca County, Minnesota.",Waseca County,True,0.42857142857142855,0.0,预测答案“Waseca County”直接且准确地给出了问题所询问的县名，包含了标准答案的核心关键信息。虽然其表述比标准答案简略，但语义完全一致，正确回答了问题。
Who founded the political party of Dimuthu Bandara Abayakoon?,What is the name of the political party of Dimuthu Bandara Abayakoon?,Janatha Vimukthi Peramuna,United People's Freedom Alliance,False,0,0.0,预测答案“United People's Freedom Alliance”与标准答案“Janatha Vimukthi Peramuna”是两个完全不同的政党名称，两者在语义上没有任何等价或包含关系，因此预测答案未能正确回答问题。
Who founded the political party of Dimuthu Bandara Abayakoon?,Who founded the Janatha Vimukthi Peramuna political party?,The Janatha Vimukthi Peramuna was founded by Rohana Wijeweera.,"Patabendi Don Jinadasa Nandasiri Wijeweera, known as Rohana Wijeweera.",True,0.2777777777777778,0.0,预测答案给出的“Patabendi Don Jinadasa Nandasiri Wijeweera”正是标准答案中“Rohana Wijeweera”的全名，且预测答案明确指出他被称为Rohana Wijeweera。两者在语义上完全等价，包含了标准答案的关键信息，正确回答了问题。
When did military instruction start at the place where Larry Alcala was educated?,Where did Larry Alcala study?,"Larry Alcala estudió en la Universidad de Filipinas, donde obtuvo un título de Licenciado en Bellas Artes en Pintura.",University of the Philippines,True,0,0.0,预测答案“University of the Philippines”准确包含了标准答案中的核心关键信息。标准答案中的“Universidad de Filipinas”正是“University of the Philippines”的西班牙语表达，两者在语义上完全等价。虽然预测答案省略了关于学位的附加细节，但已经正确且直接地回答了Larry Alcala在哪里学习的问题。
When did military instruction start at the place where Larry Alcala was educated?,When did military instruction begin at the University of the Philippines?,Military instruction began at the University of the Philippines in 1912.,3 July 1922,False,0.4,0.0,预测答案给出的时间是“3 July 1922”，而标准答案明确指出军事教学开始于“1912”。两者在时间信息上完全不一致，预测答案未能包含标准答案的关键信息，因此是错误的。
What county shares a border with Cedar Springs?,Where is Cedar Springs located?,"Cedar Springs is an unincorporated community in west Falls County, Texas, United States, located on Farm-to-market road #2027.","Cedar Springs is an unincorporated community in west Falls County, Texas, United States. It is located on Farm-to-market road #2027.",True,0.962962962962963,0.0,预测答案包含了标准答案的所有关键信息，即位于德克萨斯州福尔斯县西部、是一个未建制社区以及位于2027号农场到市场公路上。两者在语义上完全等价，仅仅是句子拆分和措辞上的细微差异，意思保持完全一致。
What county shares a border with Cedar Springs?,"Which counties share a border with Falls County, Texas?",Bell County shares a border with Falls County.,"Bell County, Williamson County, and Knox County share a border with Falls County, Texas.",False,0.47619047619047616,0.0,虽然预测答案包含了标准答案中的Bell County，但它额外添加了Williamson County和Knox County。实际上，Williamson County和Knox County并不与Falls County接壤。因此，预测答案包含了错误信息，不能被认为与标准答案在语义上等价。
Bancroft's county borders what county?,Where is Bancroft located?,"Bancroft is located in Ontario, Canada.","Bancroft is located in Ontario, Canada and serves students in the northern portion of Hastings County.",True,0.6428571428571429,0.0,"预测答案不仅完整包含了标准答案中的关键信息“Bancroft is located in Ontario, Canada”，还额外补充了其服务范围的信息。这符合允许包含额外信息且语义一致的标准，因此判定为正确。"
Bancroft's county borders what county?,"Which county is Bancroft, Ontario located in?","Bancroft, Ontario is located in Hastings County.",Hastings County,True,0.28571428571428575,0.0,"预测答案直接给出了“Hastings County”，这与标准答案中的核心关键信息完全一致。虽然预测答案省略了完整的主谓语结构，但在语义上与标准答案完全等价，准确地回答了Bancroft, Ontario所在的县。"
Bancroft's county borders what county?,Which counties border Hastings County in Ontario?,Renfrew County and Haliburton County border Hastings County in Ontario.,"Wellington, Renfrew, and Haliburton counties border Hastings County in Ontario.",False,0.8387096774193549,0.0,预测答案虽然包含了标准答案中的Renfrew和Haliburton，但额外加入了“Wellington County”。Wellington County并不与Hastings County接壤，这引入了与事实不符的错误信息，导致其与标准答案在语义上并不等价。
Who is the father of Empress Wang's husband?,Who is Empress Wang's husband?,"Empress Wang's husband was Yang Pu (Emperor Rui), the final ruler of the Chinese state Wu during the Five Dynasties and Ten Kingdoms period.",Yang Pu,True,0.07407407407407407,0.0,预测答案“Yang Pu”直接给出了标准答案中最核心的人物名称，准确回答了关于Empress Wang丈夫的问题，包含了关键信息，语义上与标准答案完全一致。
Who is the father of Empress Wang's husband?,Who was the father of Yang Pu (Emperor Rui of Wu)?,"Yang Pu's father was Yang Xingmi, a late-Tang Dynasty warlord and military governor of Huainan Circuit.",Yang Xingmi,True,0.25,0.0,预测答案“Yang Xingmi”准确给出了问题所问的人物，包含了标准答案中最核心的关键信息。虽然它没有包含标准答案中关于杨行密身份的补充描述，但在回答“谁是杨溥的父亲”这一核心问题上语义完全正确。
Who played the king that was king of england in 1951 in the king's speech?,Who was the king of England in 1951?,George VI was the King of the United Kingdom in 1951.,George VI,True,0.2666666666666667,0.0,预测答案“George VI”直接给出了问题所询问的核心人物，包含了标准答案中的关键信息。虽然它没有像标准答案那样补充完整的句子结构，但在语义上与标准答案完全等价，准确回答了1951年的英国国王是谁。
Who played the king that was king of england in 1951 in the king's speech?,Which actor played King George VI in the film 'The King's Speech'?,Colin Firth,Colin Firth,True,1.0,1.0,预测答案“Colin Firth”与标准答案完全一致，准确包含了问题所询问的在电影《国王的演讲》中饰演乔治六世的演员的关键信息，语义完全等价，因此判断为正确。
When was John's eldest son crowned?,Who is John's eldest son?,Henry III,Henry III,True,1.0,1.0,预测答案与标准答案完全一致，均为“Henry III”。预测答案准确包含了标准答案的关键信息，且两者在语义上完全等价，没有任何偏差，因此正确地回答了问题。
When was John's eldest son crowned?,When was John's eldest son crowned?,"John I of Cyprus (John II of Jerusalem) was crowned on May 11, 1284.",1184,False,0.25,0.0,预测答案给出的时间是1184年，而标准答案明确指出加冕时间是1284年5月11日。两者在年份上存在明显差异，预测答案未包含标准答案的关键信息，且语义上不等价。
When was John's eldest son crowned?,When was John's eldest son crowned?,"John I of Cyprus (John II of Jerusalem) was crowned on May 11, 1284.",1184,False,0.25,0.0,预测答案给出的时间是1184年，而标准答案明确指出加冕时间是1284年5月11日。两者在年份上存在明显差异，预测答案未包含标准答案的关键信息，语义上也不等价，因此回答错误。
When was John's eldest son crowned?,When was John's eldest son crowned?,"John I of Cyprus (John II of Jerusalem) was crowned on May 11, 1284.",1284,True,0.25,0.0,预测答案“1284”准确提取了标准答案中关于约翰长子加冕时间的年份信息。虽然预测答案省略了具体的月、日以及人物背景等细节，但已经正确回答了问题所询问的核心时间点，在语义上与标准答案的关键信息保持一致。
What character in A League of their Own was played by the actress who played Thelma in the movie Thelma and Louise?,Who played Thelma in Thelma and Louise?,Geena Davis played Thelma in Thelma and Louise.,Geena Davis,True,0.35294117647058826,0.0,预测答案“Geena Davis”直接给出了问题所询问的演员名字，包含了标准答案的核心关键信息。虽然它没有使用完整的句子结构，但在语义上与标准答案完全等价，准确无误地回答了谁在电影中扮演了Thelma的问题。
What character in A League of their Own was played by the actress who played Thelma in the movie Thelma and Louise?,What character did Geena Davis play in the movie A League of Their Own?,Geena Davis played the character Dottie Hinson.,Dottie Hinson,True,0.5,0.0,预测答案“Dottie Hinson”直接给出了吉娜·戴维斯在电影《红粉联盟》中扮演的角色名称，与标准答案的核心信息完全一致，准确回答了所提问题。
"In A League of Their Own, who played the husband of the actress who played Thelma in Thelma and Louise?",Who played Thelma in Thelma and Louise?,Geena Davis played Thelma in Thelma and Louise.,Geena Davis,True,0.35294117647058826,0.0,预测答案“Geena Davis”直接给出了问题所询问的演员名字，包含了标准答案的核心关键信息。虽然它没有使用完整的句子结构，但在语义上与标准答案完全等价，准确无误地回答了谁在电影中扮演了Thelma的问题。
"In A League of Their Own, who played the husband of the actress who played Thelma in Thelma and Louise?",Which character did Geena Davis play in the film A League of Their Own?,Geena Davis played the character Dottie Hinson.,Dottie Hinson,True,0.5,0.0,预测答案“Dottie Hinson”准确提取了标准答案中的核心人物名称，与标准答案在语义上完全等价，正确回答了关于电影角色的问题，符合评估标准。
"In A League of Their Own, who played the husband of the actress who played Thelma in Thelma and Louise?",Who played the husband of Dottie Hinson in the film A League of Their Own?,"Bill Pullman played Bob, the husband of Dottie Hinson.",Bill Pullman,True,0.33333333333333337,0.0,预测答案“Bill Pullman”准确包含了标准答案中的核心关键信息，即扮演Dottie Hinson丈夫的演员姓名。虽然预测答案省略了角色名等补充细节，但已经完整且正确地回答了问题，语义与标准答案一致。
