example_id,sub_question_id,selector,rate,ground_truth,predicted,f1,em,selected_tokens
12,0,fusionrag_qk,0.15,Compaq initiated a successful price war among PC manufacturers in 1994.,Compaq,0.13333333333333333,0.0,301
12,0,draft_selected_set,0.15,Compaq initiated a successful price war among PC manufacturers in 1994.,Compaq,0.13333333333333333,0.0,301
12,1,oracle_full_attention,0.15,Hewlett Packard,"Hewlett PackardDocument: On February 8, 2011, the Membase project founders and Membase, Inc. announced a merger with CouchOne (a company with many of the principal players behind CouchDB) with an associated project merger. The merged company was called Couchbase, Inc.",0.15384615384615385,0.0,315
12,1,fusionrag_qk,0.15,Hewlett Packard,Hewlett-Packard,0.4444444444444445,0.0,315
12,1,draft_selected_set,0.15,Hewlett Packard,Hewlett-Packard,0.4444444444444445,0.0,315
13,0,oracle_full_attention,0.15,"Katherine of England was the fifth child of King Henry III and Eleanor of Provence. She was born on 25 November 1253, was either deaf-mute or deaf and mentally challenged, was very sickly, possibly had a degenerative disease, and died at Windsor on 3 May 1257 before reaching her fourth year.","5th child of Henry III and Eleanor of Provence, ruled as king for most of the 13th century.",0.3516483516483516,0.0,171
13,0,fusionrag_qk,0.15,"Katherine of England was the fifth child of King Henry III and Eleanor of Provence. She was born on 25 November 1253, was either deaf-mute or deaf and mentally challenged, was very sickly, possibly had a degenerative disease, and died at Windsor on 3 May 1257 before reaching her fourth year.","Katherine of England was the fifth child of Henry III and his wife Eleanor of Provence, and ruled as king for the majority of the 13th century.",0.4444444444444445,0.0,171
13,0,draft_selected_set,0.15,"Katherine of England was the fifth child of King Henry III and Eleanor of Provence. She was born on 25 November 1253, was either deaf-mute or deaf and mentally challenged, was very sickly, possibly had a degenerative disease, and died at Windsor on 3 May 1257 before reaching her fourth year.","Katherine of England was the fifth child of Henry III and his wife Eleanor of Provence. She was born either a deaf-mute or just deaf and mentally challenged, did not survive her fourth year, and died in 1257.",0.672566371681416,0.0,171
13,1,oracle_full_attention,0.15,Henry III was first crowned in 1216 and had a second coronation in 1220.,1216,0.24000000000000002,0.0,312
13,1,fusionrag_qk,0.15,Henry III was first crowned in 1216 and had a second coronation in 1220.,1216,0.24000000000000002,0.0,312
13,1,draft_selected_set,0.15,Henry III was first crowned in 1216 and had a second coronation in 1220.,1216,0.24000000000000002,0.0,312
14,0,oracle_full_attention,0.15,"Natalie Wood played the little girl, Susan Walker, in the 1947 film Miracle on 34th Street.",Natalie Wood,0.16666666666666669,0.0,158
14,0,fusionrag_qk,0.15,"Natalie Wood played the little girl, Susan Walker, in the 1947 film Miracle on 34th Street.",Natalie Wood,0.16666666666666669,0.0,158
14,0,draft_selected_set,0.15,"Natalie Wood played the little girl, Susan Walker, in the 1947 film Miracle on 34th Street.",Natalie Wood,0.16666666666666669,0.0,158
14,1,oracle_full_attention,0.15,Lana Wood is the sibling of actress Natalie Wood.,"Document: List of show business families: Phylicia Rashād is the older sister of performer Debbie Allen, who is married to former NBA basketball player Norm Nixon. Phylicia Rashād is the former spouse of both Victor Willis, former lead singer of the group Village People, and former NFL football player",0.08823529411764706,0.0,252
14,1,fusionrag_qk,0.15,Lana Wood is the sibling of actress Natalie Wood.,Mara Wilson,0,0.0,252
14,1,draft_selected_set,0.15,Lana Wood is the sibling of actress Natalie Wood.,Lana Wood,0.33333333333333337,0.0,252
15,0,oracle_full_attention,0.15,"Culberson County, Texas","Pine Springs is located in west Falls County, Texas.",0.3333333333333333,0.0,101
15,0,fusionrag_qk,0.15,"Culberson County, Texas",Perry County,0.3333333333333333,0.0,101
15,0,draft_selected_set,0.15,"Culberson County, Texas",Culberson County,0.8571428571428571,0.0,101
15,1,oracle_full_attention,0.15,Van Horn,Van Horn,1.0,1.0,168
15,1,fusionrag_qk,0.15,Van Horn,"Culberson County does not have a county seat mentioned in the provided documents. However, based on the information given about Pine Springs, Texas, which is described as ""the closest settlement to the headquarters of Guadalupe Mountains National Park"" and is in northern Culberson County, it can be inferred that",0,0.0,168
15,1,draft_selected_set,0.15,Van Horn,Van Horn,1.0,1.0,168
16,0,oracle_full_attention,0.15,Compaq was the top PC manufacturer in 1994.,Compaq,0.16666666666666669,0.0,227
16,0,fusionrag_qk,0.15,Compaq was the top PC manufacturer in 1994.,Compaq,0.16666666666666669,0.0,227
16,0,draft_selected_set,0.15,Compaq was the top PC manufacturer in 1994.,Compaq,0.16666666666666669,0.0,227
16,1,oracle_full_attention,0.15,Compaq merged with Hewlett Packard (HP) in 2002.,"Hewlett PackardDocument: The company produced several titles with small development teams. This proved fatal with the rising standards of full priced games. With falling sales and important figures leaving the company, Software 2000 filed for bankruptcy in 2002.",0.36065573770491804,0.0,328
16,1,fusionrag_qk,0.15,Compaq merged with Hewlett Packard (HP) in 2002.,Hewlett Packard,0.4210526315789474,0.0,328
16,1,draft_selected_set,0.15,Compaq merged with Hewlett Packard (HP) in 2002.,Hewlett-Packard,0.2,0.0,328
17,0,oracle_full_attention,0.15,George VI was the King of the United Kingdom in 1950.,George VI,0.2666666666666667,0.0,212
17,0,fusionrag_qk,0.15,George VI was the King of the United Kingdom in 1950.,George VI,0.2666666666666667,0.0,212
17,0,draft_selected_set,0.15,George VI was the King of the United Kingdom in 1950.,George VI,0.2666666666666667,0.0,212
17,1,oracle_full_attention,0.15,Colin Firth,Colin Firth,1.0,1.0,290
17,1,fusionrag_qk,0.15,Colin Firth,George VI,0,0.0,290
17,1,draft_selected_set,0.15,Colin Firth,Colin Firth,1.0,1.0,290
18,0,oracle_full_attention,0.15,Natalie Wood played Susan Walker in Miracle on 34th Street.,Natalie Wood,0.25,0.0,153
18,0,fusionrag_qk,0.15,Natalie Wood played Susan Walker in Miracle on 34th Street.,Natalie Wood,0.25,0.0,153
18,0,draft_selected_set,0.15,Natalie Wood played Susan Walker in Miracle on 34th Street.,Natalie Wood,0.25,0.0,153
18,1,oracle_full_attention,0.15,Natalie Wood's sister is Lana Wood. The documents do not mention a brother.,John Payne,0,0.0,180
18,1,fusionrag_qk,0.15,Natalie Wood's sister is Lana Wood. The documents do not mention a brother.,Lana Wood,0.2857142857142857,0.0,180
18,1,draft_selected_set,0.15,Natalie Wood's sister is Lana Wood. The documents do not mention a brother.,Lana Wood,0.2857142857142857,0.0,180
19,0,oracle_full_attention,0.15,"Kris Benson, a former Major League Baseball pitcher.",Kris Benson,0.5454545454545454,0.0,155
19,0,fusionrag_qk,0.15,"Kris Benson, a former Major League Baseball pitcher.",Kris Benson,0.5454545454545454,0.0,155
19,0,draft_selected_set,0.15,"Kris Benson, a former Major League Baseball pitcher.",Kris Benson,0.5454545454545454,0.0,155
19,1,oracle_full_attention,0.15,"Kris Benson played for the Pittsburgh Pirates, New York Mets, and Baltimore Orioles.","Benson played for the Pittsburgh Pirates and the New York Mets, and the Baltimore Orioles in Major League Baseball.",0.8292682926829269,0.0,237
19,1,fusionrag_qk,0.15,"Kris Benson played for the Pittsburgh Pirates, New York Mets, and Baltimore Orioles.",Pittsburgh Pirates,0.2727272727272727,0.0,237
19,1,draft_selected_set,0.15,"Kris Benson played for the Pittsburgh Pirates, New York Mets, and Baltimore Orioles.",Pittsburgh Pirates,0.2727272727272727,0.0,237
20,0,oracle_full_attention,0.15,Joni James,Answer: Joni James,0.8,0.0,227
20,0,fusionrag_qk,0.15,Joni James,Joni James,1.0,1.0,227
20,0,draft_selected_set,0.15,Joni James,Joni James,1.0,1.0,227
20,1,oracle_full_attention,0.15,MGM Records,Sharp Records,0.6666666666666666,0.0,339
20,1,fusionrag_qk,0.15,MGM Records,Sharp Records,0.6666666666666666,0.0,339
20,1,draft_selected_set,0.15,MGM Records,Sharp Records,0.6666666666666666,0.0,339
21,0,oracle_full_attention,0.15,Henry III,Henry III,1.0,1.0,262
21,0,fusionrag_qk,0.15,Henry III,Henry III,1.0,1.0,262
21,0,draft_selected_set,0.15,Henry III,Henry III,1.0,1.0,262
21,1,oracle_full_attention,0.15,"Henry III was first crowned in 1216 at Gloucester Cathedral, and then again at Westminster Abbey in 1220.","1216, 1220",0.4210526315789474,0.0,317
21,1,fusionrag_qk,0.15,"Henry III was first crowned in 1216 at Gloucester Cathedral, and then again at Westminster Abbey in 1220.",1216,0.18181818181818182,0.0,317
21,1,draft_selected_set,0.15,"Henry III was first crowned in 1216 at Gloucester Cathedral, and then again at Westminster Abbey in 1220.",1216 and 1220,0.4615384615384615,0.0,317
24,0,oracle_full_attention,0.15,Joni James sang the song 'You Belong to Me'.,Lesley Gore,0,0.0,233
24,0,fusionrag_qk,0.15,Joni James sang the song 'You Belong to Me'.,Sue Thompson and Joni James,0.26666666666666666,0.0,233
24,0,draft_selected_set,0.15,Joni James sang the song 'You Belong to Me'.,Joni James,0.4,0.0,233
24,1,oracle_full_attention,0.15,Joni James was signed to MGM Records.,Kirtland Records,0.18181818181818182,0.0,299
24,1,fusionrag_qk,0.15,Joni James was signed to MGM Records.,Roxy Recordings,0,0.0,299
24,1,draft_selected_set,0.15,Joni James was signed to MGM Records.,M-G-M Records,0.4,0.0,299
25,0,oracle_full_attention,0.15,Central Equatoria,Jeju,0,0.0,118
25,0,fusionrag_qk,0.15,Central Equatoria,Federal Capital Territory,0,0.0,118
25,0,draft_selected_set,0.15,Central Equatoria,Central Equatoria,1.0,1.0,118
25,1,oracle_full_attention,0.15,Eastern Equatoria shares a border with Central Equatoria.,"Jimma Arjo, Endegagn, and Badigeru Swamp share a border with Central Equatoria. Jimma Arjo is bordered on the southwest by the Didessa River which separates it from the Illubabor Zone, and Badigeru Swamp lies in the Central Equatoria and Eastern Equatoria states of",0.2222222222222222,0.0,169
25,1,fusionrag_qk,0.15,Eastern Equatoria shares a border with Central Equatoria.,"Jimma Arjo, Badigeru Swamp",0,0.0,169
25,1,draft_selected_set,0.15,Eastern Equatoria shares a border with Central Equatoria.,"Badigeru Swamp, Central African Republic, Gera, and Namibia share a border with Central Equatoria.",0.3846153846153846,0.0,169
26,0,oracle_full_attention,0.15,Colin Firth,Colin Firth,1.0,1.0,230
26,0,fusionrag_qk,0.15,Colin Firth,Colin Firth,1.0,1.0,230
26,0,draft_selected_set,0.15,Colin Firth,Colin Firth,1.0,1.0,230
27,0,oracle_full_attention,0.15,The cast includes Harry Hamlin as Steve and Deborah Van Valkenburgh as Tina.,"Jeffrey Dexter ""Jeff"" Boomhauer III, commonly referred to as Boomhauer, is a fictional character in the Fox animated series King of the Hill. The character is voiced by series creator Mike Judge.",0.037037037037037035,0.0,200
27,0,fusionrag_qk,0.15,The cast includes Harry Hamlin as Steve and Deborah Van Valkenburgh as Tina.,Harry Hamlin as Steve,0.39999999999999997,0.0,200
27,0,draft_selected_set,0.15,The cast includes Harry Hamlin as Steve and Deborah Van Valkenburgh as Tina.,Steve (Harry Hamlin),0.4166666666666667,0.0,200
27,1,oracle_full_attention,0.15,Lisa Rinna,Lisa Rinna,1.0,1.0,216
27,1,fusionrag_qk,0.15,Lisa Rinna,Lisa Rinna,1.0,1.0,216
27,1,draft_selected_set,0.15,Lisa Rinna,Lisa Rinna,1.0,1.0,216
32,0,oracle_full_attention,0.15,Albert assumed the regnal name 'George VI'.,George VI,0.4,0.0,215
32,0,fusionrag_qk,0.15,Albert assumed the regnal name 'George VI'.,George VI,0.4,0.0,215
32,0,draft_selected_set,0.15,Albert assumed the regnal name 'George VI'.,George VI,0.4,0.0,215
32,1,oracle_full_attention,0.15,Colin Firth,Colin Firth,1.0,1.0,258
32,1,fusionrag_qk,0.15,Colin Firth,Colin Firth,1.0,1.0,258
32,1,draft_selected_set,0.15,Colin Firth,Colin Firth,1.0,1.0,258
33,0,oracle_full_attention,0.15,"Park Rapids, Minnesota","Licensed to Cumulus MediaDocument: KOLL (106.3 FM) is a radio station licensed in Lonoke, Arkansas, broadcasting to the Little Rock, Arkansas, area. However, the question asks about KPRM. KPRM (870 AM) is a radio station in Park",0,0.0,116
33,0,fusionrag_qk,0.15,"Park Rapids, Minnesota","Park Rapids, Minnesota",1.0,1.0,116
33,0,draft_selected_set,0.15,"Park Rapids, Minnesota","870 AM KPRM is licensed to broadcast in Park Rapids, Minnesota.",0.4210526315789474,0.0,116
35,0,oracle_full_attention,0.15,The author of Prince Prigio is Andrew Lang.,Andrew Lang,0.3636363636363636,0.0,176
35,0,fusionrag_qk,0.15,The author of Prince Prigio is Andrew Lang.,Andrew Lang,0.3636363636363636,0.0,176
35,0,draft_selected_set,0.15,The author of Prince Prigio is Andrew Lang.,Andrew Lang,0.3636363636363636,0.0,176
35,1,oracle_full_attention,0.15,Andrew Lang died in 1912.,1912,0.5,0.0,182
35,1,fusionrag_qk,0.15,Andrew Lang died in 1912.,1912,0.5,0.0,182
35,1,draft_selected_set,0.15,Andrew Lang died in 1912.,1912,0.5,0.0,182
36,0,oracle_full_attention,0.15,"Greenfield, Indiana","1956 in Greenfield, IndianaDocument: Mark Dismore (born October 12, 1956 in Greenfield, Indiana) is a former driver in the Indy Racing League and the 1990 Toyota Pacific champion as well as the winner of the 199",0.10169491525423728,0.0,219
36,0,fusionrag_qk,0.15,"Greenfield, Indiana","1956 in Greenfield, Indiana",0.5454545454545454,0.0,219
36,0,draft_selected_set,0.15,"Greenfield, Indiana","Greenfield, Indiana",1.0,1.0,219
36,1,oracle_full_attention,0.15,"Greenfield, Indiana is located in Hancock County.",Hancock County,0.1818181818181818,0.0,273
36,1,fusionrag_qk,0.15,"Greenfield, Indiana is located in Hancock County.",Hancock County,0.1818181818181818,0.0,273
36,1,draft_selected_set,0.15,"Greenfield, Indiana is located in Hancock County.",Hancock County,0.1818181818181818,0.0,273
37,0,oracle_full_attention,0.15,Nannina de' Medici's parents were Piero di Cosimo de' Medici and Lucrezia Tornabuoni.,Piero di Cosimo de' Medici and Lucrezia Tornabuoni,0.7368421052631579,0.0,160
37,0,fusionrag_qk,0.15,Nannina de' Medici's parents were Piero di Cosimo de' Medici and Lucrezia Tornabuoni.,Piero di Cosimo de' Medici and Lucrezia Tornabuoni,0.7368421052631579,0.0,160
37,0,draft_selected_set,0.15,Nannina de' Medici's parents were Piero di Cosimo de' Medici and Lucrezia Tornabuoni.,Piero di Cosimo de' Medici and Lucrezia Tornabuoni,0.7368421052631579,0.0,160
37,1,oracle_full_attention,0.15,Nannina de' Medici's siblings were Lorenzo de' Medici and Giuliano de' Medici.,Lorenzo de' Medici,0.32000000000000006,0.0,193
37,1,fusionrag_qk,0.15,Nannina de' Medici's siblings were Lorenzo de' Medici and Giuliano de' Medici.,Lorenzo de' Medici,0.32000000000000006,0.0,193
37,1,draft_selected_set,0.15,Nannina de' Medici's siblings were Lorenzo de' Medici and Giuliano de' Medici.,"Lorenzo de' Medici, Giuliano de' Medici",0.6451612903225806,0.0,193
38,0,oracle_full_attention,0.15,"NRHEG High School is located in New Richland, Minnesota.","11237 Kingston Pike, New Richland, Minnesota",0.4,0.0,121
38,0,fusionrag_qk,0.15,"NRHEG High School is located in New Richland, Minnesota.","New Richland, Minnesota",0.5,0.0,121
38,0,draft_selected_set,0.15,"NRHEG High School is located in New Richland, Minnesota.","New Richland, Minnesota",0.5,0.0,121
38,1,oracle_full_attention,0.15,"New Richland is located in Waseca County, Minnesota.",Waseca County,0.42857142857142855,0.0,148
38,1,fusionrag_qk,0.15,"New Richland is located in Waseca County, Minnesota.",Waseca County,0.42857142857142855,0.0,148
38,1,draft_selected_set,0.15,"New Richland is located in Waseca County, Minnesota.",Waseca County,0.42857142857142855,0.0,148
39,0,oracle_full_attention,0.15,Janatha Vimukthi Peramuna,Janatha Vimukthi Peramuna,1.0,1.0,144
39,0,fusionrag_qk,0.15,Janatha Vimukthi Peramuna,Janatha Vimukthi Peramuna,1.0,1.0,144
39,0,draft_selected_set,0.15,Janatha Vimukthi Peramuna,Janatha Vimukthi Peramuna,1.0,1.0,144
39,1,oracle_full_attention,0.15,The Janatha Vimukthi Peramuna was founded by Rohana Wijeweera.,Patabendi Don Jinadasa Nandasiri Wijeweera,0.20689655172413793,0.0,203
39,1,fusionrag_qk,0.15,The Janatha Vimukthi Peramuna was founded by Rohana Wijeweera.,"Patabendi Don Jinadasa Nandasiri Wijeweera, known as Rohana Wijeweera, founded the Janatha Vimukthi Peramuna.",0.608695652173913,0.0,203
39,1,draft_selected_set,0.15,The Janatha Vimukthi Peramuna was founded by Rohana Wijeweera.,Patabendi Don Jinadasa Nandasiri Wijeweera,0.20689655172413793,0.0,203
40,0,oracle_full_attention,0.15,"Larry Alcala estudió en la Universidad de Filipinas, donde obtuvo un título de Licenciado en Bellas Artes en Pintura.",University of the Philippines,0,0.0,163
40,0,fusionrag_qk,0.15,"Larry Alcala estudió en la Universidad de Filipinas, donde obtuvo un título de Licenciado en Bellas Artes en Pintura.",University of the Philippines,0,0.0,163
40,0,draft_selected_set,0.15,"Larry Alcala estudió en la Universidad de Filipinas, donde obtuvo un título de Licenciado en Bellas Artes en Pintura.",University of the Philippines,0,0.0,163
40,1,oracle_full_attention,0.15,Military instruction began at the University of the Philippines in 1912.,1912,0.375,0.0,227
40,1,fusionrag_qk,0.15,Military instruction began at the University of the Philippines in 1912.,1912,0.375,0.0,227
40,1,draft_selected_set,0.15,Military instruction began at the University of the Philippines in 1912.,1912,0.375,0.0,227
43,0,oracle_full_attention,0.15,"Cedar Springs is an unincorporated community in west Falls County, Texas, United States, located on Farm-to-market road #2027.","Cedar Springs is located in Lincoln County, south-central Kentucky, and is a tributary to the Dix River. It was a section of Cedar Creek that was impounded to form Cedar Creek Lake in 2002.",0.2898550724637681,0.0,125
43,0,fusionrag_qk,0.15,"Cedar Springs is an unincorporated community in west Falls County, Texas, United States, located on Farm-to-market road #2027.","Cedar Springs is located in west Falls County, Texas, United States. It is an unincorporated community on U.S. Routes 62 and 180, and it is the closest settlement to the headquarters of Guadalupe Mountains National Park.",0.5714285714285714,0.0,125
43,0,draft_selected_set,0.15,"Cedar Springs is an unincorporated community in west Falls County, Texas, United States, located on Farm-to-market road #2027.","Cedar Springs is an unincorporated community in west Falls County, Texas, United States. It is located on Farm-to-market road #27.",0.9230769230769231,0.0,125
43,1,oracle_full_attention,0.15,Bell County shares a border with Falls County.,"Bell County and Knox County share a border with Falls County, Texas.",0.5882352941176471,0.0,148
43,1,fusionrag_qk,0.15,Bell County shares a border with Falls County.,"Bell County and Knox County share a border with Falls County, Texas. This can be inferred from the information that Troy Independent School District serves a small portion of Falls County and extends into Bell County, and that Cedar Springs, an unincorporated community in Falls County, is near the border with Knox County based on",0.16393442622950818,0.0,148
43,1,draft_selected_set,0.15,Bell County shares a border with Falls County.,"Bell County and Knox County share a border with Falls County, Texas.",0.5882352941176471,0.0,148
44,0,oracle_full_attention,0.15,"Bancroft is located in Ontario, Canada.","Bancroft is located in Ontario, Canada. Specifically, it is in the West Kootenay region and is the location of North Hastings High School, which is described as being on the west side of the Fraser River just south of the town of Yale, in British Columbia, Canada. However, Bancro",0.28125,0.0,149
44,0,fusionrag_qk,0.15,"Bancroft is located in Ontario, Canada.","Bancroft is located in the Boundary Country of Ontario, Canada. It is the location of North Hastings High School, which serves students in the northern portion of Hastings County and is part of the Hastings and Prince Edward District School Board.",0.339622641509434,0.0,149
44,0,draft_selected_set,0.15,"Bancroft is located in Ontario, Canada.","Bancroft is located in Ontario, Canada and serves students in the northern portion of Hastings County.",0.6428571428571429,0.0,149
44,1,oracle_full_attention,0.15,"Bancroft, Ontario is located in Hastings County.",Hastings County,0.28571428571428575,0.0,166
44,1,fusionrag_qk,0.15,"Bancroft, Ontario is located in Hastings County.",Hastings County,0.28571428571428575,0.0,166
44,1,draft_selected_set,0.15,"Bancroft, Ontario is located in Hastings County.",Hastings County,0.28571428571428575,0.0,166
44,2,oracle_full_attention,0.15,Renfrew County and Haliburton County border Hastings County in Ontario.,Renfrew County and Haliburton County,0.6956521739130436,0.0,240
44,2,fusionrag_qk,0.15,Renfrew County and Haliburton County border Hastings County in Ontario.,"Renfrew County, Haliburton County",0.6363636363636364,0.0,240
44,2,draft_selected_set,0.15,Renfrew County and Haliburton County border Hastings County in Ontario.,"Renfrew County, Haliburton County",0.6363636363636364,0.0,240
45,0,oracle_full_attention,0.15,"Empress Wang's husband was Yang Pu (Emperor Rui), the final ruler of the Chinese state Wu during the Five Dynasties and Ten Kingdoms period.","Empress Wang's husband is Emperor Ming, specifically Liu Yu, who succeeded as Emperor Houfei. However, based on the provided documents, there is no direct statement about Empress Wang's husband. The closest match is Empress Dowager Wang (苟太后) whose husband is mentioned as Fu Xiong",0.17073170731707316,0.0,230
45,0,fusionrag_qk,0.15,"Empress Wang's husband was Yang Pu (Emperor Rui), the final ruler of the Chinese state Wu during the Five Dynasties and Ten Kingdoms period.",Fu Jiān,0,0.0,230
45,0,draft_selected_set,0.15,"Empress Wang's husband was Yang Pu (Emperor Rui), the final ruler of the Chinese state Wu during the Five Dynasties and Ten Kingdoms period.",Yang Pu,0.07407407407407407,0.0,230
45,1,oracle_full_attention,0.15,"Yang Pu's father was Yang Xingmi, a late-Tang Dynasty warlord and military governor of Huainan Circuit.",Yang Xingmi,0.25,0.0,273
