dataset,method,rate,segment,source_csv,source_row,Question,Real Answer,Pred Answer,Predicted_Clean,Rejudge_Correct,Rejudge_Reason,Rejudge_Raw
musique-v2,layer_all,0.15,seg_0_20,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/layer_all/musique-v2/rate_0p15/seg_0_20/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,10,Who was the first African American student at the university Robert Khayat was educated at?,James Howard Meredith,Emma Azalia Hackley,Emma Azalia Hackley,False,预测答案给出的名字是“Emma Azalia Hackley”，而标准答案为“James Howard Meredith”。两者并非同一人，预测答案没有包含标准答案的关键信息，语义上也不等价，因此回答错误。,"判断: 错误
原因: 预测答案给出的名字是“Emma Azalia Hackley”，而标准答案为“James Howard Meredith”。两者并非同一人，预测答案没有包含标准答案的关键信息，语义上也不等价，因此回答错误。"
musique-v2,layer_all,0.15,seg_0_20,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/layer_all/musique-v2/rate_0p15/seg_0_20/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,11,Who gives out the prize named after the author of Lectures on Jurisprudence?,University of Cambridge,The Royal Society of Chemistry gives out the prize named after the author of Lectures on Jurisprudence.,The Royal Society of Chemistry gives out the prize named after the author of Lectures on Jurisprudence.,False,预测答案给出的颁发机构是“The Royal Society of Chemistry”（英国皇家化学学会），而标准答案是“University of Cambridge”（剑桥大学）。两者在语义上完全不同，预测答案未包含标准答案的关键信息，因此判断为错误。,"判断: 错误
原因: 预测答案给出的颁发机构是“The Royal Society of Chemistry”（英国皇家化学学会），而标准答案是“University of Cambridge”（剑桥大学）。两者在语义上完全不同，预测答案未包含标准答案的关键信息，因此判断为错误。"
musique-v2,layer_all,0.15,seg_0_20,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/layer_all/musique-v2/rate_0p15/seg_0_20/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,12,Who is Frances Freeling Broderip's sibling?,Tom Hood,Tom Hood,Tom Hood,True,预测答案“Tom Hood”与标准答案完全一致，准确地包含了标准答案的关键信息，且在语义上完全等价，正确地回答了关于Frances Freeling Broderip的兄弟姐妹是谁的问题。,"判断: 正确
原因: 预测答案“Tom Hood”与标准答案完全一致，准确地包含了标准答案的关键信息，且在语义上完全等价，正确地回答了关于Frances Freeling Broderip的兄弟姐妹是谁的问题。"
musique-v2,layer_all,0.15,seg_0_20,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/layer_all/musique-v2/rate_0p15/seg_0_20/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,13,Who is the spouse of the person who voices Jarvis in Iron Man?,Jennifer Connelly,LaTanya Richardson Jackson,LaTanya Richardson Jackson,False,预测答案“LaTanya Richardson Jackson”与标准答案“Jennifer Connelly”完全不同。在电影《钢铁侠》中为贾维斯（Jarvis）配音的演员是保罗·贝坦尼，其配偶是詹妮弗·康纳利，而非预测答案中给出的人物。因此，预测答案未能包含标准答案的关键信息，语义上也不等价。,"判断: 错误
原因: 预测答案“LaTanya Richardson Jackson”与标准答案“Jennifer Connelly”完全不同。在电影《钢铁侠》中为贾维斯（Jarvis）配音的演员是保罗·贝坦尼，其配偶是詹妮弗·康纳利，而非预测答案中给出的人物。因此，预测答案未能包含标准答案的关键信息，语义上也不等价。"
musique-v2,layer_all,0.15,seg_0_20,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/layer_all/musique-v2/rate_0p15/seg_0_20/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,14,What is the source of the river that is the mouth of the Caledon River?,Thaba Putsoa,The source of the river that is the mouth of the Caledon River is the Great Ruaha River.,The source of the river that is the mouth of the Caledon River is the Great Ruaha River.,False,预测答案给出的河流源头是“Great Ruaha River”，而标准答案是“Thaba Putsoa”。两者在关键信息上完全不一致，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案给出的河流源头是“Great Ruaha River”，而标准答案是“Thaba Putsoa”。两者在关键信息上完全不一致，因此预测答案未能正确回答问题。"
musique-v2,layer_all,0.15,seg_0_20,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/layer_all/musique-v2/rate_0p15/seg_0_20/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,15,What is the name of the famous bridge located in the birthplace of the composer of Nulla in mundo pax sincera?,Rialto Bridge,Royal Albert Bridge,Royal Albert Bridge,False,预测答案“Royal Albert Bridge”与标准答案“Rialto Bridge”完全不同。问题询问的是位于《Nulla in mundo pax sincera》作曲家（维瓦尔第）出生地（威尼斯）的著名桥梁，正确答案应为Rialto Bridge，预测答案未包含该关键信息，因此判断为错误。,"判断: 错误
原因: 预测答案“Royal Albert Bridge”与标准答案“Rialto Bridge”完全不同。问题询问的是位于《Nulla in mundo pax sincera》作曲家（维瓦尔第）出生地（威尼斯）的著名桥梁，正确答案应为Rialto Bridge，预测答案未包含该关键信息，因此判断为错误。"
musique-v2,layer_all,0.15,seg_0_20,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/layer_all/musique-v2/rate_0p15/seg_0_20/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,16,When did the party that gained control of Congress in the midterm elections in 1946 take control of the government branch that determines the rules of the US House?,January 2015,1946,1946,False,预测答案“1946”与标准答案“January 2015”不一致。问题询问的是该政党何时控制决定美国众议院规则的政府分支（即众议院规则委员会），共和党在1946年中期选举中赢得国会控制权后，直到2015年1月才重新获得该委员会的控制权。因此，预测答案错误。,"判断: 错误
原因: 预测答案“1946”与标准答案“January 2015”不一致。问题询问的是该政党何时控制决定美国众议院规则的政府分支（即众议院规则委员会），共和党在1946年中期选举中赢得国会控制权后，直到2015年1月才重新获得该委员会的控制权。因此，预测答案错误。"
musique-v2,layer_all,0.15,seg_0_20,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/layer_all/musique-v2/rate_0p15/seg_0_20/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,17,Where did the producer of Julius Caesar study or work?,Clifton College,"John Houseman, the producer of Julius Caesar, studied at Clifton College in England and worked in the grain trade in London before emigrating to the United States in 1925.","John Houseman, the producer of Julius Caesar, studied at Clifton College in England and worked in the grain trade in London before emigrating to the United States in 1925.",True,预测答案不仅包含了标准答案中的关键信息“Clifton College”，还详细补充了John Houseman在Clifton College学习以及之后在伦敦从事粮食贸易工作的经历，准确且完整地回答了问题，语义与标准答案完全一致。,"判断: 正确
原因: 预测答案不仅包含了标准答案中的关键信息“Clifton College”，还详细补充了John Houseman在Clifton College学习以及之后在伦敦从事粮食贸易工作的经历，准确且完整地回答了问题，语义与标准答案完全一致。"
musique-v2,layer_all,0.15,seg_0_20,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/layer_all/musique-v2/rate_0p15/seg_0_20/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,18,Mehmet Hayri Tarhan's birthplace is the capital of what municipality?,Malko Tarnovo Municipality,Şanlıurfa,Şanlıurfa,False,预测答案“Şanlıurfa”与标准答案“Malko Tarnovo Municipality”完全不一致。预测答案没有包含标准答案的任何关键信息，两者在语义上也不等价，因此未能正确回答问题。,"判断: 错误
原因: 预测答案“Şanlıurfa”与标准答案“Malko Tarnovo Municipality”完全不一致。预测答案没有包含标准答案的任何关键信息，两者在语义上也不等价，因此未能正确回答问题。"
musique-v2,layer_all,0.15,seg_0_20,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/layer_all/musique-v2/rate_0p15/seg_0_20/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,19,What is the performer of Heartbeat named after?,Natalie Albino,"Chen Peisi's father, Chen Qiang","Chen Peisi's father, Chen Qiang",False,"预测答案“Chen Peisi's father, Chen Qiang”与标准答案“Natalie Albino”完全不一致，两者在语义上没有任何关联，且未包含标准答案的任何关键信息。","判断: 错误
原因: 预测答案“Chen Peisi's father, Chen Qiang”与标准答案“Natalie Albino”完全不一致，两者在语义上没有任何关联，且未包含标准答案的任何关键信息。"
musique-v2,layer_last16,0.15,seg_0_20,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/layer_last16/musique-v2/rate_0p15/seg_0_20/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,0,Who plays the wife of the producer of Here Comes the Boom in Grown Ups?,Maria Bello,Mary Bono,Mary Bono,False,预测答案“Mary Bono”与标准答案“Maria Bello”是两个完全不同的人，不包含标准答案的关键信息，在语义上也不等价，因此未能正确回答问题。,"判断: 错误
原因: 预测答案“Mary Bono”与标准答案“Maria Bello”是两个完全不同的人，不包含标准答案的关键信息，在语义上也不等价，因此未能正确回答问题。"
musique-v2,layer_last16,0.15,seg_0_20,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/layer_last16/musique-v2/rate_0p15/seg_0_20/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,1,What was the person who provided evidence to suggest the existence of the neutron a participant of?,Manhattan Project,Manhattan Project,Manhattan Project,True,预测答案“Manhattan Project”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了提出的问题。,"判断: 正确
原因: 预测答案“Manhattan Project”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了提出的问题。"
musique-v2,layer_last16,0.15,seg_0_20,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/layer_last16/musique-v2/rate_0p15/seg_0_20/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,2,In which borough was Callum McManaman born?,Knowsley,Merseyside,Merseyside,False,预测答案“Merseyside”是一个更大的地理范围（默西赛德郡），而标准答案“Knowsley”是一个具体的自治市。虽然Knowsley位于Merseyside内，但两者在地理层级和具体指代上并不等价，预测答案未能准确回答其出生的具体自治市。,"判断: 错误
原因: 预测答案“Merseyside”是一个更大的地理范围（默西赛德郡），而标准答案“Knowsley”是一个具体的自治市。虽然Knowsley位于Merseyside内，但两者在地理层级和具体指代上并不等价，预测答案未能准确回答其出生的具体自治市。"
musique-v2,layer_last16,0.15,seg_0_20,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/layer_last16/musique-v2/rate_0p15/seg_0_20/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,3,Who is the child of the Italian navigator who sailed for England and explored the eastern coast of the continent Francisco Bojado's birthplace is located?,Sebastian Cabot,Sebastian Cabot,Sebastian Cabot,True,预测答案“Sebastian Cabot”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，因此正确地回答了问题。,"判断: 正确
原因: 预测答案“Sebastian Cabot”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，因此正确地回答了问题。"
musique-v2,layer_last16,0.15,seg_0_20,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/layer_last16/musique-v2/rate_0p15/seg_0_20/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,4,Who is the spouse of the actor who played hannibal smith in the a team?,Sherry Boucher,Joy Harmon,Joy Harmon,False,预测答案“Joy Harmon”与标准答案“Sherry Boucher”完全不同，没有包含标准答案的关键信息，两者在语义上也不等价，因此未能正确回答问题。,"判断: 错误
原因: 预测答案“Joy Harmon”与标准答案“Sherry Boucher”完全不同，没有包含标准答案的关键信息，两者在语义上也不等价，因此未能正确回答问题。"
musique-v2,layer_last16,0.15,seg_0_20,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/layer_last16/musique-v2/rate_0p15/seg_0_20/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,5,When was the last time Peter Till's sports team beat the winner of the 1894-95 FA Cup?,1 December 2010,2005–06 season,2005–06 season,False,预测答案给出的时间是“2005–06 season”，而标准答案明确指出是“1 December 2010”。两者在时间信息上完全不一致，且语义上也不等价，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案给出的时间是“2005–06 season”，而标准答案明确指出是“1 December 2010”。两者在时间信息上完全不一致，且语义上也不等价，因此预测答案未能正确回答问题。"
musique-v2,layer_last16,0.15,seg_0_20,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/layer_last16/musique-v2/rate_0p15/seg_0_20/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,6,Who is the child of the cast member of Green Ice?,Tatum O'Neal,Answer: Stuart Epps,Stuart Epps,False,预测答案“Stuart Epps”与标准答案“Tatum O'Neal”完全不一致，两者是不同的人。预测答案没有包含标准答案的关键信息，在语义上也不等价，因此未能正确回答问题。,"判断: 错误
原因: 预测答案“Stuart Epps”与标准答案“Tatum O'Neal”完全不一致，两者是不同的人。预测答案没有包含标准答案的关键信息，在语义上也不等价，因此未能正确回答问题。"
musique-v2,layer_last16,0.15,seg_0_20,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/layer_last16/musique-v2/rate_0p15/seg_0_20/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,7,How many times did plague occur in the birthplace of La Silvia's composer?,22,3,3,False,预测答案给出的数字是3，而标准答案明确指出瘟疫发生的次数是22。两者在数值上完全不一致，且不存在语义上的等价关系，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案给出的数字是3，而标准答案明确指出瘟疫发生的次数是22。两者在数值上完全不一致，且不存在语义上的等价关系，因此预测答案未能正确回答问题。"
musique-v2,layer_last16,0.15,seg_0_20,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/layer_last16/musique-v2/rate_0p15/seg_0_20/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,8,When did military instruction start at the place where Larry Alcala was educated?,1912,1912,1912,True,预测答案“1912”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了关于军事教学开始时间的问题。,"判断: 正确
原因: 预测答案“1912”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了关于军事教学开始时间的问题。"
musique-v2,layer_last16,0.15,seg_0_20,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/layer_last16/musique-v2/rate_0p15/seg_0_20/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,9,What is the experimental satellite being forerunner to communication satellite of INSAT-4CR's manufacturer called?,ATS - 6 (Applications Technology Satellite - 6),ATS-6,ATS-6,True,预测答案“ATS-6”包含了标准答案中的核心关键信息，即卫星的名称“ATS-6”。虽然它省略了标准答案中括号内的全称解释“Applications Technology Satellite - 6”，但在语义上两者完全等价，属于措辞上的细微差异，正确回答了问题。,"判断: 正确
原因: 预测答案“ATS-6”包含了标准答案中的核心关键信息，即卫星的名称“ATS-6”。虽然它省略了标准答案中括号内的全称解释“Applications Technology Satellite - 6”，但在语义上两者完全等价，属于措辞上的细微差异，正确回答了问题。"
musique-v2,layer_last16,0.15,seg_0_20,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/layer_last16/musique-v2/rate_0p15/seg_0_20/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,10,Who was the first African American student at the university Robert Khayat was educated at?,James Howard Meredith,Emma Azalia Hackley,Emma Azalia Hackley,False,预测答案给出的名字是Emma Azalia Hackley，而标准答案为James Howard Meredith。两者并非同一人物，预测答案没有包含标准答案的关键信息，在语义上也不等价，因此判断为错误。,"判断: 错误
原因: 预测答案给出的名字是Emma Azalia Hackley，而标准答案为James Howard Meredith。两者并非同一人物，预测答案没有包含标准答案的关键信息，在语义上也不等价，因此判断为错误。"
musique-v2,layer_last16,0.15,seg_0_20,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/layer_last16/musique-v2/rate_0p15/seg_0_20/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,11,Who gives out the prize named after the author of Lectures on Jurisprudence?,University of Cambridge,Royal Society of Chemistry,Royal Society of Chemistry,False,预测答案“Royal Society of Chemistry”与标准答案“University of Cambridge”完全不一致，没有包含标准答案的关键信息，且两者在语义上并不等价，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案“Royal Society of Chemistry”与标准答案“University of Cambridge”完全不一致，没有包含标准答案的关键信息，且两者在语义上并不等价，因此预测答案未能正确回答问题。"
musique-v2,layer_last16,0.15,seg_0_20,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/layer_last16/musique-v2/rate_0p15/seg_0_20/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,12,Who is Frances Freeling Broderip's sibling?,Tom Hood,Heather Michele O'Rourke,Heather Michele O'Rourke,False,预测答案给出的名字是“Heather Michele O'Rourke”，与标准答案“Tom Hood”完全不一致，且两者在语义上没有任何关联，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案给出的名字是“Heather Michele O'Rourke”，与标准答案“Tom Hood”完全不一致，且两者在语义上没有任何关联，因此预测答案未能正确回答问题。"
musique-v2,layer_last16,0.15,seg_0_20,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/layer_last16/musique-v2/rate_0p15/seg_0_20/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,13,Who is the spouse of the person who voices Jarvis in Iron Man?,Jennifer Connelly,LaTanya Richardson Jackson,LaTanya Richardson Jackson,False,预测答案“LaTanya Richardson Jackson”与标准答案“Jennifer Connelly”完全不同。在电影《钢铁侠》中为贾维斯（Jarvis）配音的演员是保罗·贝坦尼，他的配偶是詹妮弗·康纳利，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案“LaTanya Richardson Jackson”与标准答案“Jennifer Connelly”完全不同。在电影《钢铁侠》中为贾维斯（Jarvis）配音的演员是保罗·贝坦尼，他的配偶是詹妮弗·康纳利，因此预测答案未能正确回答问题。"
