Question,Real Answer,Pred Answer
"Which film was released more recently, Dance With A Stranger or Miley Naa Miley Hum?",Miley Naa Miley Hum,Dance With A Stranger
"Which film has the director who is older, Space Probe Taurus or Tom Mix In Arabia?",Tom Mix In Arabia,Tom Mix in Arabia
"Which film has the director died later, Seven In The Sun or Daughter Of The Jungle?",Seven In The Sun,Seven in the Sun
"Which film was released first, Vacations In Majorca or Dr. Socrates?",Dr. Socrates,Dr. Socrates
"Which film has the director born later, Woman In The Moon or Changeland?",Changeland,Changeland
"Who is younger, Peter Rosegger or Ruel Redinger?",Ruel Redinger,Peter Rosegger
Who is Pyotr Karatygin's sibling-in-law?,Alexandra Kolosova,Vasily Karatygin
Who is the spouse of the performer of song This Time (Waylon Jennings Song)?,Jessi Colter,Jessi Colter
Are Twin Cairns Island and Nova Zembla Island located in the same country?,yes,yes
"Who died first, Erich Haenisch or William Pooley?",William Pooley,William Pooley
What nationality is the performer of song You Can?,Sweden,Answer: German
Do Nick Varner and Carl Duser share the same nationality?,yes,yes
"Which film has the director who died earlier, Melody Of The World or Ladies Love Danger?",Melody Of The World,Ladies Love Danger
Where was the place of death of the composer of film Miracle Of Marcelino?,Madrid,Madrid
Who is the mother of the director of film Atomised (Film)?,Gisela Elsner,Kekuʻiapoiwa II
"Which film has the director who died later, The Great Man'S Lady or La Belle Américaine?",La Belle Américaine,The Great Man's Lady
What is the place of birth of the director of film Sweepstakes (Film)?,"Oklahoma City, Oklahoma","Eddie Quillan is the director of the film *Sweepstakes (Film)*, and he was born in the United States."
Where was the place of death of Shahnawaz Bhutto's mother?,Dubai,Dubai
Where was the performer of song Égérie (Song) born?,La Trinité,"La Trinité, a commune within the Nice metropolitan area, France."
Who is the father-in-law of Duke William Of Mecklenburg-Schwerin?,Prince Albert of Prussia,Ludwig von Westphalen
Are Gut (Crișul Alb) and Gepiș both located in the same country?,yes,yes
Where was the place of death of Anne Devereux's husband?,Banbury,Answer: Beaulieu-sur-Loire
"Who is Sir William Gore, 3Rd Baronet's paternal grandfather?","Sir Paul Gore, 1st Baronet","Sir Paul Gore, 1st Baronet"
Which country Nizar Al-Mustafa's father is from?,Fatimid caliphate,Egypt
Where was the wife of Lou Breslow born?,"Dayton, Ohio","Dayton, Ohio"
Who is the spouse of the director of film Ann Carver'S Profession?,Ona Munson,Answer: Sophia Magdalena of Denmark
"Which film came out earlier, The Drover'S Sweetheart or Pigsty (Film)?",The Drover'S Sweetheart,The Drover's Sweetheart
What is the place of birth of the director of film Bhagirathi (Film)?,Tumkur,"Marshall, Indiana"
"Which film came out earlier, Closely Watched Trains or Det Sande Ansigt?",Det Sande Ansigt,Det Sande Ansigt
"Which film has the director who died earlier, Il Gaucho or Bomgay?",Bomgay,Bomgay
Where was the place of death of Maria (Wife Of Boris I Of Bulgaria)'s husband?,Preslav,"Boris I of Bulgaria died in 907. The location of his death is not certain; it may be near Preslav, or Pliska, or in a monastery near Varna or Ravda."
"Which film came out first, The Pyrammmid or Revolt Of The Praetorians?",Revolt Of The Praetorians,Revolt of the Praetorians
Are both directors of films La Morte Vivante and Stranger On Horseback from the same country?,yes,yes
What is the cause of death of Constantia Eriksdotter's father?,poisoning,arsenic poisoning
What nationality is the director of film Postmortem (1998 Film)?,America,Answer: American
Which country Keōpūolani's husband is from?,Kingdom of Hawaii,Kazakh
"Which film came out earlier, X-Paroni or Mi Novia Está De Madre?",X-Paroni,X-Paroni
"Which film was released earlier, August Underground'S Penance or Vasantha Raagam?",Vasantha Raagam,Vasantha Raagam
Who is the father-in-law of Hong Ra-Hee?,Lee Byung-chul,Lee Kun-hee
Who is Isabella Of Bourbon's paternal grandfather?,"John I, Duke of Bourbon","Charles I, Duke of Bourbon"
What is the date of death of Duleep Singh's father?,27 June 1839,27 June 1839
What is the place of birth of the director of film Gunsmoke (Film)?,Gura Humorului,"Marshall, Indiana"
"Who is the spouse of the performer of song Et Moi, Et Moi, Et Moi?",Françoise Hardy,Answer: Françoise Hardy
"Who lived longer, Charles Wheatstone or Jean-Claude Lauzon?",Charles Wheatstone,Charles Wheatstone
Where was the place of death of Thomas E. Noell's father?,Washington,"St. Mary's Cemetery, Perryville, Missouri"
"Which film has the director died first, Our Agent Tiger or London Melody?",London Melody,London Melody
Who is the paternal grandfather of Diego Fernández De Oviedo?,Flaín Muñoz,Fernando Flaínez
Who is the child of the director of film The Trouble With Cali?,Mira Sorvino,Mira Sorvino
Are Ding Yaping and Johann Christian Gustav Lucae of the same nationality?,yes,no
"Which country Dorothea Of Denmark, Duchess Of Mecklenburg's father is from?",Norway,Denmark
What is the cause of death of Heonjong Of Goryeo's father?,illness,"The cause of death of Heonjong of Goryeo's father, Seonjong of Goryeo, is not explicitly mentioned in the provided text."
Where did Mary Of Woodstock's mother die?,Harby,"Answer: Mary of Woodstock's mother, Eleanor of Castile, died at Harby, Nottinghamshire, on 28 November 1290."
Which award the director of film Tiramisu (2002 Film) earned?,Hong Kong Film Award for Best Director,Hundred Flowers Award for Best Director
What is the date of death of the director of film Nallavan Vazhvan?,3 September 1992,3 September 1992
"Who died first, Frederick Cleveland Morgan or Nathaniel Mclenaghan?",Nathaniel Mclenaghan,Frederick Cleveland Morgan
Where did the director of film Balls Out (2014 Film) graduate from?,Tisch,Tisch School of the Arts
"Which film whose director is younger, Cuchillos De Fuego or A Woman Has Killed?",Cuchillos De Fuego,Cuchillos De Fuego
"Which film was released earlier, Moment Of Danger or The Ballad Of Josie?",Moment Of Danger,The Ballad of Josie
"Which magazine was established first, Rock Street Journal or De As?",De As,Rock Street Journal
"Which film has the director who died first, The Piper'S Price or The Blonde From Singapore?",The Piper'S Price,The Piper's Price
Are H. H. Hunnewell and Bob Flanigan (Singer) of the same nationality?,yes,yes
"When was Antoine Philippe, Duke Of Montpensier's mother born?",13 March 1753,13 March 1753
"Which film has the director who died later, True To The Navy or No Trees In The Street?",No Trees In The Street,True to the Navy
What is the place of birth of the director of film Ninamaninja Kalpadukal?,Methala,"Marshall, Indiana"
"Which film came out earlier, Alkohol or Night Of Dark Shadows?",Alkohol,Alkohol
"Which film whose director is younger, Many Tanks Mr. Atkins or Do Musafir?",Do Musafir,Do Musafir
Are Revolt In The Big House and The Fugitive (1914 Film) from the same country?,no,no
Where was the composer of film Consenting Adults (1992 Film) born?,New York,New York City
"Which film has the director who died earlier, Tiger In The Smoke or Contragolpe?",Contragolpe,Tiger In The Smoke
Where was the place of death of the director of film Jail Yatra?,Mumbai,Mumbai
"Which film came out first, F The Prom or The Comedians Of Comedy?",The Comedians Of Comedy,The Comedians of Comedy
"Which film has the director who was born first, Tombstone Rashomon or Waiting For The Clouds?",Tombstone Rashomon,Tombstone Rashomon
"Which film has the director who was born earlier, Dhuen Ki Lakeer or Bomma Borusa?",Dhuen Ki Lakeer,Dhuen Ki Lakeer
"Which film has the director who was born first, Perdón, Viejita or Smokey And The Bandit?","Perdón, Viejita","Perdón, Viejita"
Where did the director of film American Gothic (2007 Film) graduate from?,University of Wisconsin,University of Wisconsin-Madison
Was Dudley Russell or Juan René Serrano born first?,Dudley Russell,Dudley Russell
"Who was born first, Vytautas Straižys or Mirjam Polkunen?",Mirjam Polkunen,Vytautas Straižys
Where did Grand Duchess Elena Vladimirovna Of Russia's father die?,Saint Petersburg,Grand Duke Vladimir Alexandrovich of Russia died suddenly on 4 (O.S.) / 17 (N.S.) February 1909 after suffering a major cerebral hemorrhage.
Where was the director of film The Dinner (2013 Film) born?,Eindhoven,Eindhoven
"Which magazine was established first, Women'S Suffrage Journal or Mostar (Magazine)?",Women'S Suffrage Journal,Women's Suffrage Journal
What is the place of birth of Carrie Watson Fleming's husband?,"Fairmont, West Virginia",Aretas B. Fleming
"Which film has the director who died earlier, Mayor Muthanna or The Market Of Souls?",The Market Of Souls,The Market of Souls
"Do both films, The Glass Castle (1950 Film) and The Ferret (Film), have the directors who are from the same country?",yes,yes
Where was the father of Muhammad Al-Nasir born?,Morocco,Abu Yusuf Yaqub al-Mansur
Where was the place of death of Enheduanna's father?,Akkadian empire,"The place of death of Enheduanna's father, Sargon of Akkad, is not explicitly mentioned in the provided passages."
"Which film whose director was born first, Solemn Promise or Tarzan The Magnificent?",Tarzan The Magnificent,Tarzan The Magnificent
"Which film has the director who was born later, The Man Is Armed or Wolf Warrior?",Wolf Warrior,Wolf Warrior
Who is the paternal grandfather of Trịnh Doanh?,Trịnh Bính,Abdul Muttalib
Where was the director of film Hellcats Of The Navy born?,Gura Humorului,Dublin
Where was the performer of song Feelin' Myself (Nipsey Hussle Song) born?,Crenshaw,"August 15, 1985"
"Which film whose director is younger, Winter Sleepers or Poveri Milionari?",Winter Sleepers,Winter Sleepers
Who is the paternal grandfather of Bruno Ii Von Berg?,Adolf II of Berg,Adolf III of Berg
Are The Other Half (2016 Film) and Spy Kids 2: The Island Of Lost Dreams from the same country?,no,no
Where was the director of film 00 Schneider – Jagd Auf Nihil Baxter born?,Mülheim an der Ruhr,Mülheim an der Ruhr
"Which film came out first, Una Prostituta Al Servizio Del Pubblico E In Regola Con Le Leggi Dello Stato or The Bag Man?",Una Prostituta Al Servizio Del Pubblico E In Regola Con Le Leggi Dello Stato,Una prostituta al servizio del pubblico e in regola con le leggi dello stato
"Are the movies The Hatton Garden Job and Carry On Cleo, from the same country?",yes,yes
Who is the paternal grandfather of Dibyasambandh?,Mongkut,Bhanurangsi Savangwongse
"Who is Charles Willoughby, 10Th Baron Willoughby Of Parham's paternal grandmother?",Lady Frances Manners,Answer: Lady Frances Manners
"Where does the director of film L'Arbre, Le Maire Et La Médiathèque work at?",Cahiers du cinéma,"Answer: The director of the film L'Arbre, le maire et la médiathèque is Éric Rohmer. He worked at the Sam Spade Film Society."
Where was the director of film Eisenstein In Guanajuato born?,"Newport, Wales","Peter Greenaway was born in Newport, Monmouthshire, Wales."
What is the place of birth of Sextus Barbour's father?,"Gordonsville, Virginia","Orange County, Virginia"
What is the place of birth of the performer of song Ruleta (Inna Song)?,Mangalia,West Berlin
Who is the father of the director of film A No-Hit No-Run Summer?,Félix Leclerc,Félix Leclerc
"Who is Henri Ii, Duke Of Nemours's paternal grandfather?",Jacques,"Henri II, Duke of Nemours's paternal grandfather is Philip II, Duke of Savoy."
Who is Gisela Of Hungary's father-in-law?,Géza,Stephen I of Hungary
Who is the paternal grandmother of King Kang Of Zhou?,Yi Jiang,Wang Jiang of the Jiang clan
"What is the date of death of Maria Isabel De Alcântara, Countess Of Iguaçu's mother?","November 3, 1867",3 November 1867
Who is the spouse of the director of film Rodney Steps In?,Ivy Duke,Elizabeth Allan
"When did Frances Vane, Marchioness Of Londonderry's father die?",1 August 1813,1813
"Which film has the director who is older than the other, Season Of Strangers or The Yellow Teddy Bears? ",Season Of Strangers,The Yellow Teddy Bears
Were Jake Eisenhart and Michael T. Ullman of the same nationality?,yes,no
"Who was born first, Antoine Casavant or Abdul Ali Lalu?",Antoine Casavant,Antoine Casavant
Where did Rameshwari Nehru's husband graduate from?,Oxford,Oxford
"Who is the paternal grandfather of Sir John Hamilton-Dalrymple, 5Th Baronet?","Sir Hew Dalrymple, 2nd Baronet","Sir Hew Dalrymple, 3rd Baronet"
"Which film has the director who was born earlier, Khud-Daar or Murderer In The Fog?",Murderer In The Fog,Khud-Daar
Who is the spouse of the director of film Soldier (1998 American Film)?,Milla,The spouse of the director of the film Soldier (1998 American Film) is Milla Jovovich.
"Where did Catherine Of Taranto, Countess Of Copertino's mother die?",Lecce,"Catherine of Taranto, Countess of Copertino's mother died in 1311."
Which award the director of film Lady Magdalene'S got?,Prometheus Award,Special Jury Prize for Libertarian Ideals
What nationality is Princess Charlotte Of Saxe-Meiningen's husband?,Duchy of Saxe-Gotha-Altenburg,German
"Which film has the director who was born first, The Longshots or Station For Two?",Station For Two,The Longshots
What is the place of birth of Aleksey Greig's father?,Inverkeithing,"Inverkeithing, Fife, Scotland"
When did Thomas Of Galloway (Bastard)'s father die?,1234,1234
"When did Robert Bertie, 3Rd Earl Of Lindsey's father die?",25 July 1666,1666
"Which film has the director born later, The Wind'S Fierce or Special Delivery (1927 Film)?",The Wind'S Fierce,The Wind's Fierce
Why did the director of film Port Of Seven Seas die?,drowning,"The director of the film Port of Seven Seas, James Whale, died by suicide. He drowned himself in his swimming pool on May 29, 1957. Whale left a suicide note that detailed his suffering"
What is the place of birth of Abdulaziz Nasser Al Shamsi's wife?,Abu Dhabi,Abu Dhabi
What is the place of birth of Frank Wartenberg's wife?,Prenzlau,Christiane Wartenberg was born in Prenzlau.
Where was the director of film Edges Of The Lord born?,Poznań,"Poznań, Poland"
Where was the father of Teobaldo Ii Ordelaffi born?,Italy,Giorgio Ordelaffi
Where was the husband of Maude Smith born?,"Toronto, Ontario","Toronto, Ontario"
"Which film was released earlier, Forbidden Daughters or The Third Kiss?",Forbidden Daughters,The Third Kiss
Does Leslie Pietrzyk have the same nationality as Marianne Wiggins?,yes,yes
"Who was born first, Bogdan Țăruș or Robert Wulnikowski?",Bogdan Țăruș,Robert Wulnikowski
"Which film has the director who died first, Folgore Division or Sandflow?",Sandflow,Folgore Division
"Which film has the director born later, From Corleone To Brooklyn or Durango Valley Raiders?",From Corleone To Brooklyn,From Corleone to Brooklyn
Are both Howard Lake (British Columbia) and North Buck Lake (Alberta) located in the same country?,yes,yes
Where was the place of death of the composer of song Gretchen Am Spinnrade?,Vienna,Vienna
"Who was born later, Hugh Evelyn Wortham or Johnny Ekström?",Johnny Ekström,Johnny Ekström
"Are both mountains, Yana Urqu (Q'Umirqucha) and Puka Rumi, located in the same country?",yes,yes
What nationality is Elizabeth Of Rhuddlan's father?,England,English
"What is the cause of death of director of film I Will, I Will... For Now?",Parkinson,"The director of the film *I Will, I Will... For Now* is Norman Panama. According to the provided information, he died in 2003 in Los Angeles, California, aged 88, from"
"Who is Maurice De Berkeley, 4Th Baron Berkeley's maternal grandfather?","Roger Mortimer, 1st Earl of March","Richard de Beauchamp, 13th Earl of Warwick"
"Who died first, Albertus Seba or Ali Dinar?",Albertus Seba,Ali Dinar
"Who is the maternal grandfather of Marie Louise, Duchess Of Parma?",Ferdinand I of the Two Sicilies,"Francis II, Holy Roman Emperor"
"Which film was released earlier, Prince Of Arcadia or Italia-Germania 4-3?",Prince Of Arcadia,Prince of Arcadia
Where was the director of film Love At First Sight (1985 Film) born?,Milan,"Marshall, Indiana"
Where did the director of film Nanon (1938 Film) die?,Köln,"The director of the film Nanon (1938 film) is not mentioned in the provided text, so the location of his death cannot be determined from the given information."
