row_id,is_warmup,example_id,sub_q_idx,doc_tokens,query_tokens,full_tokens,end_to_end_ttft_s,kv_load_copy_s,draft_selection_s,draft_score_forward_s,online_update_query_prefill_s,extra_impl_overhead_s,selected_doc_tokens,reprocess_prefill_tokens,main_question,sub_question
28,False,18,0,1020,28,1840,0.17041829926893115,0.021539011038839817,0.0,0.0,0.10176603589206934,0.047113252338021994,0,28,Whose sister played Susie in miracle on 34th street?,Who played Susie in Miracle on 34th Street?
29,False,18,1,1206,22,2020,0.17912080511450768,0.024788059759885073,0.0,0.0,0.10228305263444781,0.05204969272017479,0,22,Whose sister played Susie in miracle on 34th street?,Who is Natalie Wood's brother?
30,False,19,0,1034,22,1848,0.1673431722447276,0.02132580103352666,0.0,0.0,0.10068431682884693,0.04533305438235402,0,22,What team was Anna Benson's husband on?,Who is Anna Benson's husband?
31,False,19,1,1580,27,2399,0.1858810381963849,0.02564325835555792,0.0,0.0,0.10296647809445858,0.05727130174636841,0,27,What team was Anna Benson's husband on?,What team did Kris Benson play for in Major League Baseball?
32,False,20,0,1519,26,2337,0.18092099018394947,0.02308506891131401,0.0,0.0,0.10327926697209477,0.054556654300540686,0,26,What is the record label for the singer who originally sang You Belong To Me.,Who originally sang the song You Belong To Me?
33,False,20,1,2265,41,3098,0.20191474491730332,0.02921969396993518,0.0,0.0,0.10369163332507014,0.069003417622298,0,41,What is the record label for the singer who originally sang You Belong To Me.,What record label was Joni James signed to when she released 'You Belong To Me' in 1952?
34,False,21,0,1749,27,2568,0.1858327160589397,0.024231748655438423,0.0,0.0,0.10285570379346609,0.05874526361003518,0,27,When did the crowning of the person under whom the Chapter House was built happen?,Who was the person under whom the Chapter House was built?
35,False,21,1,2118,21,2931,0.2056935029104352,0.03642260609194636,0.0,0.0,0.1011759857647121,0.06809491105377674,0,21,When did the crowning of the person under whom the Chapter House was built happen?,When was Henry III crowned?
36,False,24,0,1556,26,2374,0.18358973925933242,0.024618722964078188,0.0,0.0,0.10338344285264611,0.05558757344260812,0,26,What record label does the artist who sang you belong to me belong to?,Who sang the song 'You Belong to Me'?
37,False,24,1,1997,25,2814,0.20031989784911275,0.027679013088345528,0.0,0.0,0.10791008500382304,0.06473079975694418,0,25,What record label does the artist who sang you belong to me belong to?,What record label is Joni James signed to?
38,False,25,0,789,26,1607,0.16312857810407877,0.020120548084378242,0.0,0.0,0.10136989410966635,0.04163813591003418,0,26,What place does the administrative territorial entity that Juba is located in share a border with?,What is the administrative territorial entity that contains Juba?
39,False,25,1,1127,25,1944,0.1742672510445118,0.024018830619752407,0.0,0.0,0.1011397261172533,0.049108694307506084,0,25,What place does the administrative territorial entity that Juba is located in share a border with?,What places share a border with Central Equatoria?
40,False,26,0,1534,26,2352,0.1822416028007865,0.025300242006778717,0.0,0.0,0.10188242699950933,0.055058933794498444,0,26,Who played the monarch at the end of WW2 in The King's Speech?,Who played King George VI in The King's Speech?
41,False,27,0,1337,26,2155,0.1769140250980854,0.024394391104578972,0.0,0.0,0.10166303301230073,0.0508566009812057,0,26,Who is the spouse of a cast member from King of the Mountain?,Who are the cast members of King of the Mountain?
42,False,27,1,1444,23,2259,0.1904608835466206,0.024798535741865635,0.0,0.0,0.11008780775591731,0.05557454004883766,0,23,Who is the spouse of a cast member from King of the Mountain?,Who is Harry Hamlin's spouse?
43,False,32,0,1439,27,2258,0.17808287125080824,0.023900988046079874,0.0,0.0,0.10157210007309914,0.05260978313162923,0,27,Who played king whose regal Name did Albert Adopt in the king's speech?,What was the regnal name adopted by King George VI?
44,False,32,1,1722,29,2543,0.18896242836490273,0.02723994478583336,0.0,0.0,0.10210706666111946,0.059615416917949915,0,29,Who played king whose regal Name did Albert Adopt in the king's speech?,Who played King George VI in the film 'The King's Speech'?
45,False,33,0,775,24,1591,0.16251973621547222,0.020695190876722336,0.0,0.0,0.10075058974325657,0.04107395559549332,0,24,What administrative territorial entity contains the place where KPRM is licensed to broadcast to?,Where is KPRM licensed to broadcast?
46,False,35,0,1174,25,1991,0.17146592075005174,0.022110849153250456,0.0,0.0,0.1015569269657135,0.04779814463108778,0,25,What year did the author of Prince Prigio die?,Who is the author of Prince Prigio?
47,False,35,1,1215,22,2029,0.17511246027424932,0.02416709577664733,0.0,0.0,0.10109243309125304,0.049852931406348944,0,22,What year did the author of Prince Prigio die?,What year did Andrew Lang die?
48,False,36,0,1463,23,2278,0.1800803178921342,0.024266081862151623,0.0,0.0,0.10159274004399776,0.0542214959859848,0,23,In which county is Mark Dismore's birthplace located?,Where was Mark Dismore born?
49,False,36,1,1820,25,2637,0.18951165908947587,0.02762473886832595,0.0,0.0,0.101536450907588,0.060350469313561916,0,25,In which county is Mark Dismore's birthplace located?,"Which county is Greenfield, Indiana located in?"
50,False,37,0,1072,28,1892,0.1683279206044972,0.021521704737097025,0.0,0.0,0.1017763470299542,0.045029868837445974,0,28,Who was the sibling of Nannina de' Medici?,Who were the parents of Nannina de' Medici?
51,False,37,1,1291,50,2133,0.17735314881429076,0.024540498852729797,0.0,0.0,0.10278824204578996,0.05002440791577101,0,50,Who was the sibling of Nannina de' Medici?,"Based on Nannina de' Medici's parents Piero di Cosimo de' Medici and Lucrezia Tornabuoni, who were her siblings?"
52,False,38,0,809,24,1625,0.16194241167977452,0.018786810338497162,0.0,0.0,0.10202147532254457,0.041134126018732786,0,24,What county is the NRHEG High School located in?,Where is NRHEG High School located?
53,False,38,1,992,26,1810,0.1701969811692834,0.023112860042601824,0.0,0.0,0.10136279230937362,0.04572132881730795,0,26,What county is the NRHEG High School located in?,"Which county is New Richland, Minnesota located in?"
54,False,39,0,965,34,1791,0.17451191088184714,0.029424765147268772,0.0,0.0,0.10219809506088495,0.04288905067369342,0,34,Who founded the political party of Dimuthu Bandara Abayakoon?,What is the name of the political party of Dimuthu Bandara Abayakoon?
55,False,39,1,1355,30,2177,0.18546168133616447,0.024954054038971663,0.0,0.0,0.1077159158885479,0.052791711408644915,0,30,Who founded the political party of Dimuthu Bandara Abayakoon?,Who founded the Janatha Vimukthi Peramuna political party?
56,False,40,0,1089,22,1903,0.16815694188699126,0.021618733182549477,0.0,0.0,0.10114207724109292,0.045396131463348866,0,22,When did military instruction start at the place where Larry Alcala was educated?,Where did Larry Alcala study?
57,False,40,1,1515,27,2334,0.18323167087510228,0.024987148120999336,0.0,0.0,0.1026679570786655,0.05557656567543745,0,27,When did military instruction start at the place where Larry Alcala was educated?,When did military instruction begin at the University of the Philippines?
58,False,43,0,838,21,1651,0.1621603057719767,0.02017073193565011,0.0,0.0,0.10075806407257915,0.041231509763747454,0,21,What county shares a border with Cedar Springs?,Where is Cedar Springs located?
59,False,43,1,991,26,1809,0.1810503602027893,0.02494971128180623,0.0,0.0,0.10839803470298648,0.0477026142179966,0,26,What county shares a border with Cedar Springs?,"Which counties share a border with Falls County, Texas?"
60,False,44,0,998,22,1812,0.16790833324193954,0.02097359113395214,0.0,0.0,0.10077575035393238,0.04615899175405502,0,22,Bancroft's county borders what county?,Where is Bancroft located?
61,False,44,1,1107,26,1925,0.16892741527408361,0.021700306329876184,0.0,0.0,0.10135579109191895,0.045871317852288485,0,26,Bancroft's county borders what county?,"Which county is Bancroft, Ontario located in?"
62,False,44,2,1603,23,2418,0.1852893610484898,0.026145784184336662,0.0,0.0,0.10087065678089857,0.058272920083254576,0,23,Bancroft's county borders what county?,Which counties border Hastings County in Ontario?
63,False,45,0,1538,23,2353,0.1828088266775012,0.025679790880531073,0.0,0.0,0.10089179407805204,0.056237241718918085,0,23,Who is the father of Empress Wang's husband?,Who is Empress Wang's husband?
64,False,45,1,1820,30,2642,0.1946149580180645,0.02841604594141245,0.0,0.0,0.10317063564434648,0.06302827643230557,0,30,Who is the father of Empress Wang's husband?,Who was the father of Yang Pu (Emperor Rui of Wu)?
65,False,46,0,1520,28,2340,0.18051505601033568,0.024298619013279676,0.0,0.0,0.10181179083883762,0.054404646158218384,0,28,Who played the king that was king of england in 1951 in the king's speech?,Who was the king of England in 1951?
66,False,46,1,1936,30,2758,0.2010708530433476,0.030349912121891975,0.0,0.0,0.10624250071123242,0.0644784402102232,0,30,Who played the king that was king of england in 1951 in the king's speech?,Which actor played King George VI in the film 'The King's Speech'?
