task_id	dataset	method	rate	start	end
54	musique-v2	full_rate1	1.0	75	100
55	musique-v2	online_qk	0	75	100
56	musique-v2	online_draft	0	75	100
57	musique-v2	online_qk	0.15	75	100
58	musique-v2	online_draft	0.15	75	100
59	musique-v2	online_qk	0.3	75	100
60	musique-v2	online_draft	0.3	75	100
61	musique-v2	online_qk	0.5	75	100
62	musique-v2	online_draft	0.5	75	100
63	musique-v2	online_qk	0.8	75	100
64	musique-v2	online_draft	0.8	75	100
65	musique-v2	online_qk	1.0	75	100
66	musique-v2	online_draft	1.0	75	100
67	musique-v2	uniform_alpha0p1_draft	0.15	75	100
68	musique-v2	uniform_alpha0p1_draft	0.3	75	100
69	musique-v2	uniform_alpha0p1_draft	0.5	75	100
70	musique-v2	uniform_alpha0p1_draft	0.8	75	100
71	musique-v2	uniform_alpha0p1_draft	1.0	75	100
72	musique-v2	full_rate1	1.0	100	125
73	musique-v2	online_qk	0	100	125
74	musique-v2	online_draft	0	100	125
75	musique-v2	online_qk	0.15	100	125
76	musique-v2	online_draft	0.15	100	125
77	musique-v2	online_qk	0.3	100	125
78	musique-v2	online_draft	0.3	100	125
79	musique-v2	online_qk	0.5	100	125
80	musique-v2	online_draft	0.5	100	125
81	musique-v2	online_qk	0.8	100	125
82	musique-v2	online_draft	0.8	100	125
83	musique-v2	online_qk	1.0	100	125
84	musique-v2	online_draft	1.0	100	125
85	musique-v2	uniform_alpha0p1_draft	0.15	100	125
86	musique-v2	uniform_alpha0p1_draft	0.3	100	125
87	musique-v2	uniform_alpha0p1_draft	0.5	100	125
88	musique-v2	uniform_alpha0p1_draft	0.8	100	125
89	musique-v2	uniform_alpha0p1_draft	1.0	100	125
90	musique-v2	full_rate1	1.0	125	150
91	musique-v2	online_qk	0	125	150
92	musique-v2	online_draft	0	125	150
93	musique-v2	online_qk	0.15	125	150
94	musique-v2	online_draft	0.15	125	150
95	musique-v2	online_qk	0.3	125	150
96	musique-v2	online_draft	0.3	125	150
97	musique-v2	online_qk	0.5	125	150
98	musique-v2	online_draft	0.5	125	150
99	musique-v2	online_qk	0.8	125	150
100	musique-v2	online_draft	0.8	125	150
101	musique-v2	online_qk	1.0	125	150
102	musique-v2	online_draft	1.0	125	150
103	musique-v2	uniform_alpha0p1_draft	0.15	125	150
104	musique-v2	uniform_alpha0p1_draft	0.3	125	150
105	musique-v2	uniform_alpha0p1_draft	0.5	125	150
106	musique-v2	uniform_alpha0p1_draft	0.8	125	150
107	musique-v2	uniform_alpha0p1_draft	1.0	125	150
108	musique-v2	full_rate1	1.0	150	175
109	musique-v2	online_qk	0	150	175
110	musique-v2	online_draft	0	150	175
111	musique-v2	online_qk	0.15	150	175
112	musique-v2	online_draft	0.15	150	175
113	musique-v2	online_qk	0.3	150	175
114	musique-v2	online_draft	0.3	150	175
115	musique-v2	online_qk	0.5	150	175
116	musique-v2	online_draft	0.5	150	175
117	musique-v2	online_qk	0.8	150	175
118	musique-v2	online_draft	0.8	150	175
119	musique-v2	online_qk	1.0	150	175
120	musique-v2	online_draft	1.0	150	175
121	musique-v2	uniform_alpha0p1_draft	0.15	150	175
122	musique-v2	uniform_alpha0p1_draft	0.3	150	175
123	musique-v2	uniform_alpha0p1_draft	0.5	150	175
124	musique-v2	uniform_alpha0p1_draft	0.8	150	175
125	musique-v2	uniform_alpha0p1_draft	1.0	150	175
126	musique-v2	full_rate1	1.0	175	200
127	musique-v2	online_qk	0	175	200
128	musique-v2	online_draft	0	175	200
129	musique-v2	online_qk	0.15	175	200
130	musique-v2	online_draft	0.15	175	200
131	musique-v2	online_qk	0.3	175	200
132	musique-v2	online_draft	0.3	175	200
133	musique-v2	online_qk	0.5	175	200
134	musique-v2	online_draft	0.5	175	200
135	musique-v2	online_qk	0.8	175	200
136	musique-v2	online_draft	0.8	175	200
137	musique-v2	online_qk	1.0	175	200
138	musique-v2	online_draft	1.0	175	200
139	musique-v2	uniform_alpha0p1_draft	0.15	175	200
140	musique-v2	uniform_alpha0p1_draft	0.3	175	200
141	musique-v2	uniform_alpha0p1_draft	0.5	175	200
142	musique-v2	uniform_alpha0p1_draft	0.8	175	200
143	musique-v2	uniform_alpha0p1_draft	1.0	175	200
144	2wikimqa-v2	full_rate1	1.0	0	25
145	2wikimqa-v2	online_qk	0	0	25
146	2wikimqa-v2	online_draft	0	0	25
147	2wikimqa-v2	online_qk	0.15	0	25
148	2wikimqa-v2	online_draft	0.15	0	25
149	2wikimqa-v2	online_qk	0.3	0	25
150	2wikimqa-v2	online_draft	0.3	0	25
151	2wikimqa-v2	online_qk	0.5	0	25
152	2wikimqa-v2	online_draft	0.5	0	25
153	2wikimqa-v2	online_qk	0.8	0	25
154	2wikimqa-v2	online_draft	0.8	0	25
155	2wikimqa-v2	online_qk	1.0	0	25
156	2wikimqa-v2	online_draft	1.0	0	25
157	2wikimqa-v2	uniform_alpha0p1_draft	0.15	0	25
158	2wikimqa-v2	uniform_alpha0p1_draft	0.3	0	25
159	2wikimqa-v2	uniform_alpha0p1_draft	0.5	0	25
160	2wikimqa-v2	uniform_alpha0p1_draft	0.8	0	25
161	2wikimqa-v2	uniform_alpha0p1_draft	1.0	0	25
162	2wikimqa-v2	full_rate1	1.0	25	50
163	2wikimqa-v2	online_qk	0	25	50
164	2wikimqa-v2	online_draft	0	25	50
165	2wikimqa-v2	online_qk	0.15	25	50
166	2wikimqa-v2	online_draft	0.15	25	50
167	2wikimqa-v2	online_qk	0.3	25	50
168	2wikimqa-v2	online_draft	0.3	25	50
169	2wikimqa-v2	online_qk	0.5	25	50
170	2wikimqa-v2	online_draft	0.5	25	50
171	2wikimqa-v2	online_qk	0.8	25	50
172	2wikimqa-v2	online_draft	0.8	25	50
173	2wikimqa-v2	online_qk	1.0	25	50
174	2wikimqa-v2	online_draft	1.0	25	50
175	2wikimqa-v2	uniform_alpha0p1_draft	0.15	25	50
176	2wikimqa-v2	uniform_alpha0p1_draft	0.3	25	50
177	2wikimqa-v2	uniform_alpha0p1_draft	0.5	25	50
178	2wikimqa-v2	uniform_alpha0p1_draft	0.8	25	50
179	2wikimqa-v2	uniform_alpha0p1_draft	1.0	25	50
180	2wikimqa-v2	full_rate1	1.0	50	75
181	2wikimqa-v2	online_qk	0	50	75
182	2wikimqa-v2	online_draft	0	50	75
183	2wikimqa-v2	online_qk	0.15	50	75
184	2wikimqa-v2	online_draft	0.15	50	75
185	2wikimqa-v2	online_qk	0.3	50	75
186	2wikimqa-v2	online_draft	0.3	50	75
187	2wikimqa-v2	online_qk	0.5	50	75
188	2wikimqa-v2	online_draft	0.5	50	75
189	2wikimqa-v2	online_qk	0.8	50	75
190	2wikimqa-v2	online_draft	0.8	50	75
191	2wikimqa-v2	online_qk	1.0	50	75
192	2wikimqa-v2	online_draft	1.0	50	75
193	2wikimqa-v2	uniform_alpha0p1_draft	0.15	50	75
194	2wikimqa-v2	uniform_alpha0p1_draft	0.3	50	75
195	2wikimqa-v2	uniform_alpha0p1_draft	0.5	50	75
196	2wikimqa-v2	uniform_alpha0p1_draft	0.8	50	75
197	2wikimqa-v2	uniform_alpha0p1_draft	1.0	50	75
198	2wikimqa-v2	full_rate1	1.0	75	100
199	2wikimqa-v2	online_qk	0	75	100
200	2wikimqa-v2	online_draft	0	75	100
201	2wikimqa-v2	online_qk	0.15	75	100
202	2wikimqa-v2	online_draft	0.15	75	100
203	2wikimqa-v2	online_qk	0.3	75	100
204	2wikimqa-v2	online_draft	0.3	75	100
205	2wikimqa-v2	online_qk	0.5	75	100
206	2wikimqa-v2	online_draft	0.5	75	100
207	2wikimqa-v2	online_qk	0.8	75	100
208	2wikimqa-v2	online_draft	0.8	75	100
209	2wikimqa-v2	online_qk	1.0	75	100
210	2wikimqa-v2	online_draft	1.0	75	100
211	2wikimqa-v2	uniform_alpha0p1_draft	0.15	75	100
212	2wikimqa-v2	uniform_alpha0p1_draft	0.3	75	100
213	2wikimqa-v2	uniform_alpha0p1_draft	0.5	75	100
214	2wikimqa-v2	uniform_alpha0p1_draft	0.8	75	100
215	2wikimqa-v2	uniform_alpha0p1_draft	1.0	75	100
216	2wikimqa-v2	full_rate1	1.0	100	125
217	2wikimqa-v2	online_qk	0	100	125
218	2wikimqa-v2	online_draft	0	100	125
219	2wikimqa-v2	online_qk	0.15	100	125
220	2wikimqa-v2	online_draft	0.15	100	125
221	2wikimqa-v2	online_qk	0.3	100	125
222	2wikimqa-v2	online_draft	0.3	100	125
223	2wikimqa-v2	online_qk	0.5	100	125
224	2wikimqa-v2	online_draft	0.5	100	125
225	2wikimqa-v2	online_qk	0.8	100	125
226	2wikimqa-v2	online_draft	0.8	100	125
227	2wikimqa-v2	online_qk	1.0	100	125
228	2wikimqa-v2	online_draft	1.0	100	125
229	2wikimqa-v2	uniform_alpha0p1_draft	0.15	100	125
230	2wikimqa-v2	uniform_alpha0p1_draft	0.3	100	125
231	2wikimqa-v2	uniform_alpha0p1_draft	0.5	100	125
232	2wikimqa-v2	uniform_alpha0p1_draft	0.8	100	125
233	2wikimqa-v2	uniform_alpha0p1_draft	1.0	100	125
234	2wikimqa-v2	full_rate1	1.0	125	150
235	2wikimqa-v2	online_qk	0	125	150
236	2wikimqa-v2	online_draft	0	125	150
237	2wikimqa-v2	online_qk	0.15	125	150
238	2wikimqa-v2	online_draft	0.15	125	150
239	2wikimqa-v2	online_qk	0.3	125	150
240	2wikimqa-v2	online_draft	0.3	125	150
241	2wikimqa-v2	online_qk	0.5	125	150
242	2wikimqa-v2	online_draft	0.5	125	150
243	2wikimqa-v2	online_qk	0.8	125	150
244	2wikimqa-v2	online_draft	0.8	125	150
245	2wikimqa-v2	online_qk	1.0	125	150
246	2wikimqa-v2	online_draft	1.0	125	150
247	2wikimqa-v2	uniform_alpha0p1_draft	0.15	125	150
248	2wikimqa-v2	uniform_alpha0p1_draft	0.3	125	150
249	2wikimqa-v2	uniform_alpha0p1_draft	0.5	125	150
250	2wikimqa-v2	uniform_alpha0p1_draft	0.8	125	150
251	2wikimqa-v2	uniform_alpha0p1_draft	1.0	125	150
252	2wikimqa-v2	full_rate1	1.0	150	175
253	2wikimqa-v2	online_qk	0	150	175
254	2wikimqa-v2	online_draft	0	150	175
255	2wikimqa-v2	online_qk	0.15	150	175
256	2wikimqa-v2	online_draft	0.15	150	175
257	2wikimqa-v2	online_qk	0.3	150	175
258	2wikimqa-v2	online_draft	0.3	150	175
259	2wikimqa-v2	online_qk	0.5	150	175
260	2wikimqa-v2	online_draft	0.5	150	175
261	2wikimqa-v2	online_qk	0.8	150	175
262	2wikimqa-v2	online_draft	0.8	150	175
263	2wikimqa-v2	online_qk	1.0	150	175
264	2wikimqa-v2	online_draft	1.0	150	175
265	2wikimqa-v2	uniform_alpha0p1_draft	0.15	150	175
266	2wikimqa-v2	uniform_alpha0p1_draft	0.3	150	175
267	2wikimqa-v2	uniform_alpha0p1_draft	0.5	150	175
268	2wikimqa-v2	uniform_alpha0p1_draft	0.8	150	175
269	2wikimqa-v2	uniform_alpha0p1_draft	1.0	150	175
270	2wikimqa-v2	full_rate1	1.0	175	200
271	2wikimqa-v2	online_qk	0	175	200
272	2wikimqa-v2	online_draft	0	175	200
273	2wikimqa-v2	online_qk	0.15	175	200
274	2wikimqa-v2	online_draft	0.15	175	200
275	2wikimqa-v2	online_qk	0.3	175	200
276	2wikimqa-v2	online_draft	0.3	175	200
277	2wikimqa-v2	online_qk	0.5	175	200
278	2wikimqa-v2	online_draft	0.5	175	200
279	2wikimqa-v2	online_qk	0.8	175	200
280	2wikimqa-v2	online_draft	0.8	175	200
281	2wikimqa-v2	online_qk	1.0	175	200
282	2wikimqa-v2	online_draft	1.0	175	200
283	2wikimqa-v2	uniform_alpha0p1_draft	0.15	175	200
284	2wikimqa-v2	uniform_alpha0p1_draft	0.3	175	200
285	2wikimqa-v2	uniform_alpha0p1_draft	0.5	175	200
286	2wikimqa-v2	uniform_alpha0p1_draft	0.8	175	200
287	2wikimqa-v2	uniform_alpha0p1_draft	1.0	175	200
288	hotpotqa-v2	full_rate1	1.0	0	25
289	hotpotqa-v2	online_qk	0	0	25
290	hotpotqa-v2	online_draft	0	0	25
291	hotpotqa-v2	online_qk	0.15	0	25
292	hotpotqa-v2	online_draft	0.15	0	25
293	hotpotqa-v2	online_qk	0.3	0	25
294	hotpotqa-v2	online_draft	0.3	0	25
295	hotpotqa-v2	online_qk	0.5	0	25
296	hotpotqa-v2	online_draft	0.5	0	25
297	hotpotqa-v2	online_qk	0.8	0	25
298	hotpotqa-v2	online_draft	0.8	0	25
299	hotpotqa-v2	online_qk	1.0	0	25
300	hotpotqa-v2	online_draft	1.0	0	25
301	hotpotqa-v2	uniform_alpha0p1_draft	0.15	0	25
302	hotpotqa-v2	uniform_alpha0p1_draft	0.3	0	25
303	hotpotqa-v2	uniform_alpha0p1_draft	0.5	0	25
304	hotpotqa-v2	uniform_alpha0p1_draft	0.8	0	25
305	hotpotqa-v2	uniform_alpha0p1_draft	1.0	0	25
306	hotpotqa-v2	full_rate1	1.0	25	50
307	hotpotqa-v2	online_qk	0	25	50
308	hotpotqa-v2	online_draft	0	25	50
309	hotpotqa-v2	online_qk	0.15	25	50
310	hotpotqa-v2	online_draft	0.15	25	50
311	hotpotqa-v2	online_qk	0.3	25	50
312	hotpotqa-v2	online_draft	0.3	25	50
313	hotpotqa-v2	online_qk	0.5	25	50
314	hotpotqa-v2	online_draft	0.5	25	50
315	hotpotqa-v2	online_qk	0.8	25	50
316	hotpotqa-v2	online_draft	0.8	25	50
317	hotpotqa-v2	online_qk	1.0	25	50
318	hotpotqa-v2	online_draft	1.0	25	50
319	hotpotqa-v2	uniform_alpha0p1_draft	0.15	25	50
320	hotpotqa-v2	uniform_alpha0p1_draft	0.3	25	50
321	hotpotqa-v2	uniform_alpha0p1_draft	0.5	25	50
322	hotpotqa-v2	uniform_alpha0p1_draft	0.8	25	50
323	hotpotqa-v2	uniform_alpha0p1_draft	1.0	25	50
324	hotpotqa-v2	full_rate1	1.0	50	75
325	hotpotqa-v2	online_qk	0	50	75
326	hotpotqa-v2	online_draft	0	50	75
327	hotpotqa-v2	online_qk	0.15	50	75
328	hotpotqa-v2	online_draft	0.15	50	75
329	hotpotqa-v2	online_qk	0.3	50	75
330	hotpotqa-v2	online_draft	0.3	50	75
331	hotpotqa-v2	online_qk	0.5	50	75
332	hotpotqa-v2	online_draft	0.5	50	75
333	hotpotqa-v2	online_qk	0.8	50	75
334	hotpotqa-v2	online_draft	0.8	50	75
335	hotpotqa-v2	online_qk	1.0	50	75
336	hotpotqa-v2	online_draft	1.0	50	75
337	hotpotqa-v2	uniform_alpha0p1_draft	0.15	50	75
338	hotpotqa-v2	uniform_alpha0p1_draft	0.3	50	75
339	hotpotqa-v2	uniform_alpha0p1_draft	0.5	50	75
340	hotpotqa-v2	uniform_alpha0p1_draft	0.8	50	75
341	hotpotqa-v2	uniform_alpha0p1_draft	1.0	50	75
342	hotpotqa-v2	full_rate1	1.0	75	100
343	hotpotqa-v2	online_qk	0	75	100
344	hotpotqa-v2	online_draft	0	75	100
345	hotpotqa-v2	online_qk	0.15	75	100
346	hotpotqa-v2	online_draft	0.15	75	100
347	hotpotqa-v2	online_qk	0.3	75	100
348	hotpotqa-v2	online_draft	0.3	75	100
349	hotpotqa-v2	online_qk	0.5	75	100
350	hotpotqa-v2	online_draft	0.5	75	100
351	hotpotqa-v2	online_qk	0.8	75	100
352	hotpotqa-v2	online_draft	0.8	75	100
353	hotpotqa-v2	online_qk	1.0	75	100
354	hotpotqa-v2	online_draft	1.0	75	100
355	hotpotqa-v2	uniform_alpha0p1_draft	0.15	75	100
356	hotpotqa-v2	uniform_alpha0p1_draft	0.3	75	100
357	hotpotqa-v2	uniform_alpha0p1_draft	0.5	75	100
358	hotpotqa-v2	uniform_alpha0p1_draft	0.8	75	100
359	hotpotqa-v2	uniform_alpha0p1_draft	1.0	75	100
360	hotpotqa-v2	full_rate1	1.0	100	125
361	hotpotqa-v2	online_qk	0	100	125
362	hotpotqa-v2	online_draft	0	100	125
363	hotpotqa-v2	online_qk	0.15	100	125
364	hotpotqa-v2	online_draft	0.15	100	125
365	hotpotqa-v2	online_qk	0.3	100	125
366	hotpotqa-v2	online_draft	0.3	100	125
367	hotpotqa-v2	online_qk	0.5	100	125
368	hotpotqa-v2	online_draft	0.5	100	125
369	hotpotqa-v2	online_qk	0.8	100	125
370	hotpotqa-v2	online_draft	0.8	100	125
371	hotpotqa-v2	online_qk	1.0	100	125
372	hotpotqa-v2	online_draft	1.0	100	125
373	hotpotqa-v2	uniform_alpha0p1_draft	0.15	100	125
374	hotpotqa-v2	uniform_alpha0p1_draft	0.3	100	125
375	hotpotqa-v2	uniform_alpha0p1_draft	0.5	100	125
376	hotpotqa-v2	uniform_alpha0p1_draft	0.8	100	125
377	hotpotqa-v2	uniform_alpha0p1_draft	1.0	100	125
378	hotpotqa-v2	full_rate1	1.0	125	150
379	hotpotqa-v2	online_qk	0	125	150
380	hotpotqa-v2	online_draft	0	125	150
381	hotpotqa-v2	online_qk	0.15	125	150
382	hotpotqa-v2	online_draft	0.15	125	150
383	hotpotqa-v2	online_qk	0.3	125	150
384	hotpotqa-v2	online_draft	0.3	125	150
385	hotpotqa-v2	online_qk	0.5	125	150
386	hotpotqa-v2	online_draft	0.5	125	150
387	hotpotqa-v2	online_qk	0.8	125	150
388	hotpotqa-v2	online_draft	0.8	125	150
389	hotpotqa-v2	online_qk	1.0	125	150
390	hotpotqa-v2	online_draft	1.0	125	150
391	hotpotqa-v2	uniform_alpha0p1_draft	0.15	125	150
392	hotpotqa-v2	uniform_alpha0p1_draft	0.3	125	150
393	hotpotqa-v2	uniform_alpha0p1_draft	0.5	125	150
394	hotpotqa-v2	uniform_alpha0p1_draft	0.8	125	150
395	hotpotqa-v2	uniform_alpha0p1_draft	1.0	125	150
396	hotpotqa-v2	full_rate1	1.0	150	175
397	hotpotqa-v2	online_qk	0	150	175
398	hotpotqa-v2	online_draft	0	150	175
399	hotpotqa-v2	online_qk	0.15	150	175
400	hotpotqa-v2	online_draft	0.15	150	175
401	hotpotqa-v2	online_qk	0.3	150	175
402	hotpotqa-v2	online_draft	0.3	150	175
403	hotpotqa-v2	online_qk	0.5	150	175
404	hotpotqa-v2	online_draft	0.5	150	175
405	hotpotqa-v2	online_qk	0.8	150	175
406	hotpotqa-v2	online_draft	0.8	150	175
407	hotpotqa-v2	online_qk	1.0	150	175
408	hotpotqa-v2	online_draft	1.0	150	175
409	hotpotqa-v2	uniform_alpha0p1_draft	0.15	150	175
410	hotpotqa-v2	uniform_alpha0p1_draft	0.3	150	175
411	hotpotqa-v2	uniform_alpha0p1_draft	0.5	150	175
412	hotpotqa-v2	uniform_alpha0p1_draft	0.8	150	175
413	hotpotqa-v2	uniform_alpha0p1_draft	1.0	150	175
414	hotpotqa-v2	full_rate1	1.0	175	200
415	hotpotqa-v2	online_qk	0	175	200
416	hotpotqa-v2	online_draft	0	175	200
417	hotpotqa-v2	online_qk	0.15	175	200
418	hotpotqa-v2	online_draft	0.15	175	200
419	hotpotqa-v2	online_qk	0.3	175	200
420	hotpotqa-v2	online_draft	0.3	175	200
421	hotpotqa-v2	online_qk	0.5	175	200
422	hotpotqa-v2	online_draft	0.5	175	200
423	hotpotqa-v2	online_qk	0.8	175	200
424	hotpotqa-v2	online_draft	0.8	175	200
425	hotpotqa-v2	online_qk	1.0	175	200
426	hotpotqa-v2	online_draft	1.0	175	200
427	hotpotqa-v2	uniform_alpha0p1_draft	0.15	175	200
428	hotpotqa-v2	uniform_alpha0p1_draft	0.3	175	200
429	hotpotqa-v2	uniform_alpha0p1_draft	0.5	175	200
430	hotpotqa-v2	uniform_alpha0p1_draft	0.8	175	200
431	hotpotqa-v2	uniform_alpha0p1_draft	1.0	175	200
432	hotpotqa-v2	full_rate1	1.0	200	225
433	hotpotqa-v2	online_qk	0	200	225
434	hotpotqa-v2	online_draft	0	200	225
435	hotpotqa-v2	online_qk	0.15	200	225
436	hotpotqa-v2	online_draft	0.15	200	225
437	hotpotqa-v2	online_qk	0.3	200	225
438	hotpotqa-v2	online_draft	0.3	200	225
439	hotpotqa-v2	online_qk	0.5	200	225
440	hotpotqa-v2	online_draft	0.5	200	225
441	hotpotqa-v2	online_qk	0.8	200	225
442	hotpotqa-v2	online_draft	0.8	200	225
443	hotpotqa-v2	online_qk	1.0	200	225
444	hotpotqa-v2	online_draft	1.0	200	225
445	hotpotqa-v2	uniform_alpha0p1_draft	0.15	200	225
446	hotpotqa-v2	uniform_alpha0p1_draft	0.3	200	225
447	hotpotqa-v2	uniform_alpha0p1_draft	0.5	200	225
448	hotpotqa-v2	uniform_alpha0p1_draft	0.8	200	225
449	hotpotqa-v2	uniform_alpha0p1_draft	1.0	200	225
450	hotpotqa-v2	full_rate1	1.0	225	250
451	hotpotqa-v2	online_qk	0	225	250
452	hotpotqa-v2	online_draft	0	225	250
453	hotpotqa-v2	online_qk	0.15	225	250
454	hotpotqa-v2	online_draft	0.15	225	250
455	hotpotqa-v2	online_qk	0.3	225	250
456	hotpotqa-v2	online_draft	0.3	225	250
457	hotpotqa-v2	online_qk	0.5	225	250
458	hotpotqa-v2	online_draft	0.5	225	250
459	hotpotqa-v2	online_qk	0.8	225	250
460	hotpotqa-v2	online_draft	0.8	225	250
461	hotpotqa-v2	online_qk	1.0	225	250
462	hotpotqa-v2	online_draft	1.0	225	250
463	hotpotqa-v2	uniform_alpha0p1_draft	0.15	225	250
464	hotpotqa-v2	uniform_alpha0p1_draft	0.3	225	250
465	hotpotqa-v2	uniform_alpha0p1_draft	0.5	225	250
466	hotpotqa-v2	uniform_alpha0p1_draft	0.8	225	250
467	hotpotqa-v2	uniform_alpha0p1_draft	1.0	225	250
468	hotpotqa-v2	full_rate1	1.0	250	260
469	hotpotqa-v2	online_qk	0	250	260
470	hotpotqa-v2	online_draft	0	250	260
471	hotpotqa-v2	online_qk	0.15	250	260
472	hotpotqa-v2	online_draft	0.15	250	260
473	hotpotqa-v2	online_qk	0.3	250	260
474	hotpotqa-v2	online_draft	0.3	250	260
475	hotpotqa-v2	online_qk	0.5	250	260
476	hotpotqa-v2	online_draft	0.5	250	260
477	hotpotqa-v2	online_qk	0.8	250	260
478	hotpotqa-v2	online_draft	0.8	250	260
479	hotpotqa-v2	online_qk	1.0	250	260
480	hotpotqa-v2	online_draft	1.0	250	260
481	hotpotqa-v2	uniform_alpha0p1_draft	0.15	250	260
482	hotpotqa-v2	uniform_alpha0p1_draft	0.3	250	260
483	hotpotqa-v2	uniform_alpha0p1_draft	0.5	250	260
484	hotpotqa-v2	uniform_alpha0p1_draft	0.8	250	260
485	hotpotqa-v2	uniform_alpha0p1_draft	1.0	250	260
486	triviaqa-v2	full_rate1	1.0	0	25
487	triviaqa-v2	online_qk	0	0	25
488	triviaqa-v2	online_draft	0	0	25
489	triviaqa-v2	online_qk	0.15	0	25
490	triviaqa-v2	online_draft	0.15	0	25
491	triviaqa-v2	online_qk	0.3	0	25
492	triviaqa-v2	online_draft	0.3	0	25
493	triviaqa-v2	online_qk	0.5	0	25
494	triviaqa-v2	online_draft	0.5	0	25
495	triviaqa-v2	online_qk	0.8	0	25
496	triviaqa-v2	online_draft	0.8	0	25
497	triviaqa-v2	online_qk	1.0	0	25
498	triviaqa-v2	online_draft	1.0	0	25
499	triviaqa-v2	uniform_alpha0p1_draft	0.15	0	25
500	triviaqa-v2	uniform_alpha0p1_draft	0.3	0	25
501	triviaqa-v2	uniform_alpha0p1_draft	0.5	0	25
502	triviaqa-v2	uniform_alpha0p1_draft	0.8	0	25
503	triviaqa-v2	uniform_alpha0p1_draft	1.0	0	25
504	triviaqa-v2	full_rate1	1.0	25	50
505	triviaqa-v2	online_qk	0	25	50
506	triviaqa-v2	online_draft	0	25	50
507	triviaqa-v2	online_qk	0.15	25	50
508	triviaqa-v2	online_draft	0.15	25	50
509	triviaqa-v2	online_qk	0.3	25	50
510	triviaqa-v2	online_draft	0.3	25	50
511	triviaqa-v2	online_qk	0.5	25	50
512	triviaqa-v2	online_draft	0.5	25	50
513	triviaqa-v2	online_qk	0.8	25	50
514	triviaqa-v2	online_draft	0.8	25	50
515	triviaqa-v2	online_qk	1.0	25	50
516	triviaqa-v2	online_draft	1.0	25	50
517	triviaqa-v2	uniform_alpha0p1_draft	0.15	25	50
518	triviaqa-v2	uniform_alpha0p1_draft	0.3	25	50
519	triviaqa-v2	uniform_alpha0p1_draft	0.5	25	50
520	triviaqa-v2	uniform_alpha0p1_draft	0.8	25	50
521	triviaqa-v2	uniform_alpha0p1_draft	1.0	25	50
522	triviaqa-v2	full_rate1	1.0	50	75
523	triviaqa-v2	online_qk	0	50	75
524	triviaqa-v2	online_draft	0	50	75
525	triviaqa-v2	online_qk	0.15	50	75
526	triviaqa-v2	online_draft	0.15	50	75
527	triviaqa-v2	online_qk	0.3	50	75
528	triviaqa-v2	online_draft	0.3	50	75
529	triviaqa-v2	online_qk	0.5	50	75
530	triviaqa-v2	online_draft	0.5	50	75
531	triviaqa-v2	online_qk	0.8	50	75
532	triviaqa-v2	online_draft	0.8	50	75
533	triviaqa-v2	online_qk	1.0	50	75
534	triviaqa-v2	online_draft	1.0	50	75
