offline_n,online_n,hit_n,jaccard,offline_covered_by_online,online_covered_by_offline,dataset,level,topk,example_id,sub_q_idx,online_chunk_ids,available_online_chunks,total_online_chunks,offline_available_ratio
0,10,0,0.0,0.0,0.0,musique,sub_question,1,11,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,2,11,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,3,11,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,5,11,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,10,11,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,1,11,1,1 11 12 13 14 15 16 17 18 19,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,2,11,1,1 11 12 13 14 15 16 17 18 19,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,3,11,1,1 11 12 13 14 15 16 17 18 19,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,5,11,1,1 11 12 13 14 15 16 17 18 19,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,10,11,1,1 11 12 13 14 15 16 17 18 19,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,1,12,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,2,12,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,3,12,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,5,12,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,10,12,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,1,12,1,1 2 3 4 6 10 11 12 13 14,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,2,12,1,1 2 3 4 6 10 11 12 13 14,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,3,12,1,1 2 3 4 6 10 11 12 13 14,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,5,12,1,1 2 3 4 6 10 11 12 13 14,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,10,12,1,1 2 3 4 6 10 11 12 13 14,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,1,13,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,2,13,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,3,13,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,5,13,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,10,13,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,11,0,0.0,0.0,0.0,musique,sub_question,1,13,1,1 2 9 11 12 13 14 15 16 17 18,0,11,0.0
0,11,0,0.0,0.0,0.0,musique,sub_question,2,13,1,1 2 9 11 12 13 14 15 16 17 18,0,11,0.0
0,11,0,0.0,0.0,0.0,musique,sub_question,3,13,1,1 2 9 11 12 13 14 15 16 17 18,0,11,0.0
0,11,0,0.0,0.0,0.0,musique,sub_question,5,13,1,1 2 9 11 12 13 14 15 16 17 18,0,11,0.0
0,11,0,0.0,0.0,0.0,musique,sub_question,10,13,1,1 2 9 11 12 13 14 15 16 17 18,0,11,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,1,14,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,2,14,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,3,14,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,5,14,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,10,14,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,11,0,0.0,0.0,0.0,musique,sub_question,1,14,1,1 4 6 8 11 12 13 14 15 16 17,0,11,0.0
0,11,0,0.0,0.0,0.0,musique,sub_question,2,14,1,1 4 6 8 11 12 13 14 15 16 17,0,11,0.0
0,11,0,0.0,0.0,0.0,musique,sub_question,3,14,1,1 4 6 8 11 12 13 14 15 16 17,0,11,0.0
0,11,0,0.0,0.0,0.0,musique,sub_question,5,14,1,1 4 6 8 11 12 13 14 15 16 17,0,11,0.0
0,11,0,0.0,0.0,0.0,musique,sub_question,10,14,1,1 4 6 8 11 12 13 14 15 16 17,0,11,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,1,15,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,2,15,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,3,15,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,5,15,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,10,15,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,1,15,1,1 11 12 13 14 15 16 17 18 19,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,2,15,1,1 11 12 13 14 15 16 17 18 19,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,3,15,1,1 11 12 13 14 15 16 17 18 19,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,5,15,1,1 11 12 13 14 15 16 17 18 19,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,10,15,1,1 11 12 13 14 15 16 17 18 19,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,1,16,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,2,16,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,3,16,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,5,16,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,10,16,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,1,16,1,1 2 3 4 6 9 11 12 13 14,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,2,16,1,1 2 3 4 6 9 11 12 13 14,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,3,16,1,1 2 3 4 6 9 11 12 13 14,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,5,16,1,1 2 3 4 6 9 11 12 13 14,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,10,16,1,1 2 3 4 6 9 11 12 13 14,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,1,17,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,2,17,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,3,17,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,5,17,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,10,17,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,1,17,1,1 2 3 4 5 8 11 12 13 14,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,2,17,1,1 2 3 4 5 8 11 12 13 14,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,3,17,1,1 2 3 4 5 8 11 12 13 14,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,5,17,1,1 2 3 4 5 8 11 12 13 14,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,10,17,1,1 2 3 4 5 8 11 12 13 14,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,1,18,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,2,18,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,3,18,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,5,18,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,10,18,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,12,0,0.0,0.0,0.0,musique,sub_question,1,18,1,1 2 3 5 6 11 12 13 14 15 16 17,0,12,0.0
0,12,0,0.0,0.0,0.0,musique,sub_question,2,18,1,1 2 3 5 6 11 12 13 14 15 16 17,0,12,0.0
0,12,0,0.0,0.0,0.0,musique,sub_question,3,18,1,1 2 3 5 6 11 12 13 14 15 16 17,0,12,0.0
0,12,0,0.0,0.0,0.0,musique,sub_question,5,18,1,1 2 3 5 6 11 12 13 14 15 16 17,0,12,0.0
0,12,0,0.0,0.0,0.0,musique,sub_question,10,18,1,1 2 3 5 6 11 12 13 14 15 16 17,0,12,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,1,19,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,2,19,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,3,19,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,5,19,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,10,19,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,1,19,1,2 3 4 7 11 12 13 14 15 16,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,2,19,1,2 3 4 7 11 12 13 14 15 16,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,3,19,1,2 3 4 7 11 12 13 14 15 16,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,5,19,1,2 3 4 7 11 12 13 14 15 16,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,10,19,1,2 3 4 7 11 12 13 14 15 16,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,1,20,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,2,20,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,3,20,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,5,20,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,10,20,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,1,20,1,1 2 3 11 12 13 14 15 16 17,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,2,20,1,1 2 3 11 12 13 14 15 16 17,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,3,20,1,1 2 3 11 12 13 14 15 16 17,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,5,20,1,1 2 3 11 12 13 14 15 16 17,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,10,20,1,1 2 3 11 12 13 14 15 16 17,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,1,21,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,2,21,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,3,21,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,5,21,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,10,21,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,11,0,0.0,0.0,0.0,musique,sub_question,1,21,1,1 4 6 7 8 10 11 12 13 14 15,0,11,0.0
0,11,0,0.0,0.0,0.0,musique,sub_question,2,21,1,1 4 6 7 8 10 11 12 13 14 15,0,11,0.0
0,11,0,0.0,0.0,0.0,musique,sub_question,3,21,1,1 4 6 7 8 10 11 12 13 14 15,0,11,0.0
0,11,0,0.0,0.0,0.0,musique,sub_question,5,21,1,1 4 6 7 8 10 11 12 13 14 15,0,11,0.0
0,11,0,0.0,0.0,0.0,musique,sub_question,10,21,1,1 4 6 7 8 10 11 12 13 14 15,0,11,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,1,24,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,2,24,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,3,24,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,5,24,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,10,24,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,1,24,1,1 2 11 12 13 14 15 16 17 18,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,2,24,1,1 2 11 12 13 14 15 16 17 18,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,3,24,1,1 2 11 12 13 14 15 16 17 18,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,5,24,1,1 2 11 12 13 14 15 16 17 18,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,10,24,1,1 2 11 12 13 14 15 16 17 18,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,1,25,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,2,25,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,3,25,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,5,25,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,10,25,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,1,25,1,1 2 7 11 12 13 14 15 16 17,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,2,25,1,1 2 7 11 12 13 14 15 16 17,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,3,25,1,1 2 7 11 12 13 14 15 16 17,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,5,25,1,1 2 7 11 12 13 14 15 16 17,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,10,25,1,1 2 7 11 12 13 14 15 16 17,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,1,26,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,2,26,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,3,26,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,5,26,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,10,26,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,1,27,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,2,27,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,3,27,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,5,27,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,10,27,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,1,27,1,3 11 12 13 14 15 16 17 18 19,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,2,27,1,3 11 12 13 14 15 16 17 18 19,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,3,27,1,3 11 12 13 14 15 16 17 18 19,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,5,27,1,3 11 12 13 14 15 16 17 18 19,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,10,27,1,3 11 12 13 14 15 16 17 18 19,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,1,32,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,2,32,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,3,32,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,5,32,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,10,32,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,11,0,0.0,0.0,0.0,musique,sub_question,1,32,1,1 2 3 4 5 7 8 11 12 13 14,0,11,0.0
0,11,0,0.0,0.0,0.0,musique,sub_question,2,32,1,1 2 3 4 5 7 8 11 12 13 14,0,11,0.0
0,11,0,0.0,0.0,0.0,musique,sub_question,3,32,1,1 2 3 4 5 7 8 11 12 13 14,0,11,0.0
0,11,0,0.0,0.0,0.0,musique,sub_question,5,32,1,1 2 3 4 5 7 8 11 12 13 14,0,11,0.0
0,11,0,0.0,0.0,0.0,musique,sub_question,10,32,1,1 2 3 4 5 7 8 11 12 13 14,0,11,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,1,33,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,2,33,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
0,10,0,0.0,0.0,0.0,musique,sub_question,3,33,0,1 2 3 4 5 6 7 8 9 10,0,10,0.0
