selector,example_id,cache_example_id,rate,question,answers,prediction,rouge1,em,wall_time,selected_abs_path,error,storage_time,selection_time,selection_score_forward_time,reprocess_prefill_time,ttft,selected_doc_tokens,query_tokens,reprocess_prefill_tokens
offline_chunk_qk,10,11,0.15,Who was the first African American student at the university Robert Khayat was educated at?,"[""James Howard Meredith"", ""James Meredith""]",Robert Robinson Taylor,0.0,0.0,0.721781468950212,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_generation_rate015/example010_offline_chunk_qk_selected_abs.json,,0.05218600435182452,0.0,0.0,0.21111366478726268,0.2632996691390872,1004,50,1054
random_chunk,10,11,0.15,Who was the first African American student at the university Robert Khayat was educated at?,"[""James Howard Meredith"", ""James Meredith""]",Todd Duncan,0.0,0.0,0.620515878777951,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_generation_rate015/example010_random_chunk_selected_abs.json,,0.051866774912923574,0.0,0.0,0.21163016511127353,0.2634969400241971,1004,50,1054
online_fusionrag_qk,11,12,0.15,Who gives out the prize named after the author of Lectures on Jurisprudence?,"[""University of Cambridge"", ""Cambridge""]",Adam Smith,0.0,0.0,0.6931165209971368,,,0.04935479909181595,0.1040727668441832,0.10260403715074062,0.18913567531853914,0.3425632412545383,943,50,993
offline_chunk_qk,11,12,0.15,Who gives out the prize named after the author of Lectures on Jurisprudence?,"[""University of Cambridge"", ""Cambridge""]",BBC Radio 4,0.0,0.0,0.7862415271811187,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_generation_rate015/example011_offline_chunk_qk_selected_abs.json,,0.04976441990584135,0.0,0.0,0.1888511050492525,0.23861552495509386,937,50,987
random_chunk,11,12,0.15,Who gives out the prize named after the author of Lectures on Jurisprudence?,"[""University of Cambridge"", ""Cambridge""]",BBC,0.0,0.0,0.4871926768682897,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_generation_rate015/example011_random_chunk_selected_abs.json,,0.049354766961187124,0.0,0.0,0.1891854158602655,0.23854018282145262,937,50,987
online_fusionrag_qk,12,13,0.15,Who is Frances Freeling Broderip's sibling?,"[""Tom Hood"", ""Thomas Hood""]",Tom Hood,0.999999995,1.0,0.7605729815550148,,,0.05758026381954551,0.10301025817170739,0.10144580202177167,0.2222717758268118,0.3828622978180647,1170,43,1213
offline_chunk_qk,12,13,0.15,Who is Frances Freeling Broderip's sibling?,"[""Tom Hood"", ""Thomas Hood""]",Tom Hood,0.999999995,1.0,0.6582337478175759,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_generation_rate015/example012_offline_chunk_qk_selected_abs.json,,0.057600455824285746,0.0,0.0,0.2223678850568831,0.27996834088116884,1165,43,1208
random_chunk,12,13,0.15,Who is Frances Freeling Broderip's sibling?,"[""Tom Hood"", ""Thomas Hood""]",Thomas Hood,0.999999995,1.0,0.6558283320628107,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_generation_rate015/example012_random_chunk_selected_abs.json,,0.057895699981600046,0.0,0.0,0.2228071391582489,0.28070283913984895,1165,43,1208
online_fusionrag_qk,13,14,0.15,Who is the spouse of the person who voices Jarvis in Iron Man?,"[""Jennifer Connelly""]",Jennifer Connelly,0.999999995,1.0,0.8424394601024687,,,0.05578009970486164,0.1039498932659626,0.10245685977861285,0.21427562786266208,0.3740056208334863,1091,46,1137
offline_chunk_qk,13,14,0.15,Who is the spouse of the person who voices Jarvis in Iron Man?,"[""Jennifer Connelly""]",Jennifer Connelly,0.999999995,1.0,0.7420787061564624,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_generation_rate015/example013_offline_chunk_qk_selected_abs.json,,0.05464016180485487,0.0,0.0,0.21466297702863812,0.269303138833493,1087,46,1133
random_chunk,13,14,0.15,Who is the spouse of the person who voices Jarvis in Iron Man?,"[""Jennifer Connelly""]",Jennifer Connelly,0.999999995,1.0,0.7371277273632586,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_generation_rate015/example013_random_chunk_selected_abs.json,,0.054767032619565725,0.0,0.0,0.21452919719740748,0.2692962298169732,1087,46,1133
online_fusionrag_qk,14,15,0.15,What is the source of the river that is the mouth of the Caledon River?,"[""Thaba Putsoa""]",Orange River,0.0,0.0,0.6410328513011336,,,0.04213500814512372,0.10393773997202516,0.10271255485713482,0.17443662602454424,0.3205093741416931,722,50,772
offline_chunk_qk,14,15,0.15,What is the source of the river that is the mouth of the Caledon River?,"[""Thaba Putsoa""]",Drakensberg mountains,0.0,0.0,0.721519430167973,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_generation_rate015/example014_offline_chunk_qk_selected_abs.json,,0.041991685051470995,0.0,0.0,0.15853463392704725,0.20052631897851825,718,50,768
random_chunk,14,15,0.15,What is the source of the river that is the mouth of the Caledon River?,"[""Thaba Putsoa""]",Drakensberg mountains,0.0,0.0,0.7205066657625139,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_generation_rate015/example014_random_chunk_selected_abs.json,,0.04172547720372677,0.0,0.0,0.15826767403632402,0.1999931512400508,718,50,768
online_fusionrag_qk,15,16,0.15,What is the name of the famous bridge located in the birthplace of the composer of Nulla in mundo pax sincera?,"[""Rialto Bridge"", ""Ponte di Rialto""]",Flatford Mill Bridge,0.39999999520000007,0.0,0.9733296749182045,,,0.05805855477228761,0.1046416200697422,0.10303334193304181,0.2284465958364308,0.3911467706784606,1182,58,1240
offline_chunk_qk,15,16,0.15,What is the name of the famous bridge located in the birthplace of the composer of Nulla in mundo pax sincera?,"[""Rialto Bridge"", ""Ponte di Rialto""]",Flatford Mill Bridge,0.39999999520000007,0.0,0.8624071292579174,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_generation_rate015/example015_offline_chunk_qk_selected_abs.json,,0.05815015407279134,0.0,0.0,0.2250136719085276,0.28316382598131895,1178,58,1236
random_chunk,15,16,0.15,What is the name of the famous bridge located in the birthplace of the composer of Nulla in mundo pax sincera?,"[""Rialto Bridge"", ""Ponte di Rialto""]",Flatford Mill Bridge,0.39999999520000007,0.0,0.865233622957021,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_generation_rate015/example015_random_chunk_selected_abs.json,,0.059708922170102596,0.0,0.0,0.22534495871514082,0.2850538808852434,1178,58,1236
online_fusionrag_qk,16,17,0.15,When did the party that gained control of Congress in the midterm elections in 1946 take control of the government branch that determines the rules of the US House?,"[""January 2015""]",1946,0.0,0.0,0.9215049506165087,,,0.05059894034639001,0.1063186889514327,0.10488938027992845,0.21251455089077353,0.36943218018859625,973,66,1039
offline_chunk_qk,16,17,0.15,When did the party that gained control of Congress in the midterm elections in 1946 take control of the government branch that determines the rules of the US House?,"[""January 2015""]",1946,0.0,0.0,0.8112081550061703,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_generation_rate015/example016_offline_chunk_qk_selected_abs.json,,0.050151534378528595,0.0,0.0,0.21088442904874682,0.2610359634272754,967,66,1033
random_chunk,16,17,0.15,When did the party that gained control of Congress in the midterm elections in 1946 take control of the government branch that determines the rules of the US House?,"[""January 2015""]",2018,0.0,0.0,0.8164108647033572,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_generation_rate015/example016_random_chunk_selected_abs.json,,0.05062986584380269,0.0,0.0,0.21126706805080175,0.26189693389460444,967,66,1033
online_fusionrag_qk,17,18,0.15,Where did the producer of Julius Caesar study or work?,"[""Clifton College""]",The Juilliard School,0.0,0.0,1.0997949363663793,,,0.0622520069591701,0.1034791893325746,0.10180860292166471,0.23727020109072328,0.403001397382468,1295,43,1338
offline_chunk_qk,17,18,0.15,Where did the producer of Julius Caesar study or work?,"[""Clifton College""]",The Juilliard School,0.0,0.0,0.989407008048147,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_generation_rate015/example017_offline_chunk_qk_selected_abs.json,,0.06252388609573245,0.0,0.0,0.2350385719910264,0.29756245808675885,1290,43,1333
random_chunk,17,18,0.15,Where did the producer of Julius Caesar study or work?,"[""Clifton College""]",The Juilliard School,0.0,0.0,0.990591081790626,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_generation_rate015/example017_random_chunk_selected_abs.json,,0.0626359093002975,0.0,0.0,0.23554260283708572,0.2981785121373832,1290,43,1333
online_fusionrag_qk,18,19,0.15,Mehmet Hayri Tarhan's birthplace is the capital of what municipality?,"[""Malko Tarnovo Municipality""]",Ankara,0.0,0.0,0.8228088542819023,,,0.05202387273311615,0.10374460322782397,0.10221650404855609,0.20932318503037095,0.3650916609913111,1006,48,1054
offline_chunk_qk,18,19,0.15,Mehmet Hayri Tarhan's birthplace is the capital of what municipality?,"[""Malko Tarnovo Municipality""]",Ankara,0.0,0.0,0.722740869037807,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_generation_rate015/example018_offline_chunk_qk_selected_abs.json,,0.05173379881307483,0.0,0.0,0.2111081350594759,0.2628419338725507,1003,48,1051
random_chunk,18,19,0.15,Mehmet Hayri Tarhan's birthplace is the capital of what municipality?,"[""Malko Tarnovo Municipality""]",Istanbul,0.0,0.0,0.6191264018416405,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_generation_rate015/example018_random_chunk_selected_abs.json,,0.05139590473845601,0.0,0.0,0.21124757500365376,0.2626434797421098,1003,48,1051
online_fusionrag_qk,19,20,0.15,What is the performer of Heartbeat named after?,"[""Natalie Albino"", ""Nina Sky""]",Nina Sky,0.999999995,1.0,0.78419074928388,,,0.047859882935881615,0.10304583003744483,0.10169001203030348,0.18842994887381792,0.33933566184714437,901,42,943
offline_chunk_qk,19,20,0.15,What is the performer of Heartbeat named after?,"[""Natalie Albino"", ""Nina Sky""]",Nina Sky,0.999999995,1.0,0.6775846034288406,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_generation_rate015/example019_offline_chunk_qk_selected_abs.json,,0.047681487165391445,0.0,0.0,0.1869203820824623,0.23460186924785376,897,42,939
random_chunk,19,20,0.15,What is the performer of Heartbeat named after?,"[""Natalie Albino"", ""Nina Sky""]",Nina Sky,0.999999995,1.0,0.6763793132267892,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_generation_rate015/example019_random_chunk_selected_abs.json,,0.04766883794218302,0.0,0.0,0.18670144211500883,0.23437028005719185,897,42,939
