Question,Real Answer,Pred Answer
Where did the league that Michael Anthony Edward Kidd-Gilchrist plays for hold it's 2012 draft?,"Newark, New Jersey.","Newark, New Jersey"
"Cashback was a movie that starred which English actress from ""Silent Witness""?",Emilia Rose Elizabeth Fox,Emilia Fox
"Legend is a science fiction Western television show starring an American , director, producer, writer, singer, musician, voice artist and stand-up what?",comedian,comedian
"What does the company abbreviation stand for, who's former hairman and CEO is an American businessman,and  investment banker?",Commercial Investment Trust,Commercial Investment Trust
Which actress of the movie Havoc is daughter of John Phillips,Bijou Phillips,Michelle Phillips
"Which came first, Million Dollar Arm or The Wild?",The Wild,Million Dollar Arm
"Hindi film actresses and the wife of the film actor Dilip Kumar is the daughter of Naseem Banu, known as what?","""Beauty Queen""",Saira Banu
"Which is an American band, Nada Surf or Shihad?",Nada Surf,Nada Surf
Judy Clarke defended an American domestic terrorist convicted for a series of anti-abortion and anti-gay-motivated bombings across the southern United States know as what?,the Olympic Park Bomber,Eric Robert Rudolph
The artist behind Overpowered was also part of what hip hop duo?,Moloko,Moloko
One Upon a Time in Shaolin featuring Tarik Azzougarh with what group?,Wu-Tang Clan,Wu-Tang Clan
"Which actor had a role in The Legend of Frosty the Snowman and also in ""How I Met Your Mother""",Bill Fagerbakke,William Mark Fagerbakke
Was Allen Drury or Jean Giono born first?,Jean Giono,Jean Giono
"The 2000 ICC KnockOut Trophy was a One Day International cricket tournament held in Kenya, which Jamaican cricketer who plays internationally, made his ODI debut during the competition?",Marlon Nathaniel Samuels,Marlon Samuels
"Troy McClure is a fictional character from the American animated sitcom ""The Simpsons"" who appeared as the main character in an episode that aired when?","March 24, 1996","May 28, 1998"
What state is the college that Everson Walls played at located in?,Louisiana,California
Are both Veridia and Digital Summer rock bands ?,yes,yes
"What cartel did Barry Seal work for in the movie ""American Made?""",Medellín Cartel,Medellín Cartel
The Crusades is a 1935 historical adventure film starring an American actress who won an Academy Award in 1948 for her role in what film?,The Farmer's Daughter,The Farmer's Daughter
What tetralogy was written by Philip Reeve that is a sequel of a series about a woman named Fever Crumb?,Mortal Engines Quartet,Mortal Engines Quartet
what was the profession of both Tom Verlaine and  Marti Pellow,singer,singer
"Who has more scope of profession, Géza von Cziffra or Henry Selick?",Henry Selick,Henry Selick
"Who is currently best known for their single ""Weatherman"" from their debut eponymous album ""Dead Sara"", Young Guns or Dead Sara ?",Dead Sara,Dead Sara
In between Jason Schwartzman and Derrick Green who joined the band Sepultura in 1997?,Derrick Leon Green,Derrick Green
Are Yanzhou District and Shangqiu both located in China?,yes,yes
Thomas Bangalter recorded compositions for a 2002 French art psychological horror drama film that employs what kind of narrative?,non-linear,reverse chronology
"Manoir de Ban, which is located in the municipality of Corsier-sur-Vevey, Switzerland, is know to be the property of what famous actor? ",Charlie Chaplin,Charlie Chaplin
" Visy Industries was established in Melbourne, Australia in 1948 and has since grown to become one of the world’s largest privately owned paper, packaging and recycling companies, Visy was owned by Richard Pratt until his death, on which date, was a prominent Australian businessman, chairman of the privately owned company Visy Industries, and a leading figure of Melbourne society?",28 April 2009,28 April 2009
"Queen Mab, is a fairy referred to in William Shakespeare's play ""Romeo and Juliet"", where ""she is the fairies' midwife"", in her play, her activity is described in a famous speech by which fictional character in William Shakespeare's 1597 tragedy, a close friend to Romeo and a blood relative to Prince Escalus and Count Paris?",Mercutio,Mercutio
"Who was born in a country further east, Richard Dutcher or Rosa von Praunheim?",Rosa von Praunheim,Rosa von Praunheim
"Which actor who starred in the 2016 film Money Monster also is best known for his portrayal of Gustavo ""Gus"" Fring on the AMC shows ""Breaking Bad"" and ""Better Call Saul""?",Giancarlo Giuseppe Alessandro Esposito,Giancarlo Esposito
 What do Ian Astbury and George Thorogood have in common?,singer and songwriter,They are both American musicians.
Which judge of Strictly Come Dancing is a professional ballroom dancer?,Len Goodman,Leonard Gordon Goodman
Where was Honest Ed's s store located at in Canada?,"Toronto, Ontario","Toronto, Ontario, Canada"
"Who was the author of the book, on which Channel 4's 1982 film, for which Howard Blake wrote the soundtrack. is based ? ","Raymond Briggs,",John Burningham
"The Producers is a 2005 American musical comedy film directed by Susan Stroman, the film stars an ensemble cast, including which American comedian, actor and singer, best known as a cast member of ""Saturday Night Live"" from 1985 to 1990?",Jon Lovitz,Will Ferrell
The university that Tramaine Brock attended is in which state?,Mississippi,Mississippi
Are Hal Ashby and Ciro Ippolito of the same nationality?,no,yes
"Tommy Lee Jones and Marshall Neilan, are of which nationality?",American,American
"Lodoicea and Nothofagus, are genus of what mutual species?",trees,trees and shrubs
Kenneth Marlar Taylor had a friend best known for being one of the few United States Army Air Corps fighter pilots able to get airborne to engage Japanese forces in the attack on Pearl Harbor whose name was what?,George Welch,George Welch
"Which magazine, Photoplay or McCall's was a monthly American women's magazine,  that enjoyed great popularity through much of the 20th century, peaking at a readership of 8.4 million in the early 1960s?",McCall's,McCall's
"What american stage, film  and television actress, born in 1917 starred in A Letter to Three Wives?",Celeste Holm,Ann Sothern
When was the physicist who hosted Wonders of the Solar System born? ,3 March 1968,3 March 1968
In how many countries did a song written by Rolf Magnus Joakim Larsson go to the number one spot?,25,0
What year was the composer born that was responsible for the music and lyrics for the Doctor Dolittle musical?,1931,1931
Which movie starring Russell Crow was about the world heavyweight boxing champion from 1935 to 1937?,Cinderella Man,Cinderella Man
"What artists front his own band, The Fighting Hearts, and also co-founded the hard rock/heavy metal band The Almighty?",Ricky Warwick,Ricky Warwick
In what year was the physicist after whom the van der Waals forces were named born?,1837,1837
what kind of music is in Vanessa and King Priam?,opera,opera
"Who directed the 1991 sport comedy film the nominee for an Academy Award for Best Supporting Actor for ""Jagged Edge"" starred in?",Stan Dragoti,Stan Dragoti
"When was the South Korean singer, actor, host and entertainer born who was known as Ballad Prince and was also a star of Gu Family Book?","January 13, 1987","October 10, 1987"
"What TV documentary permiered on BBC1 on March 19 1985 that was written and presented by the same person who is responsible for ""Connections""?",The Day the Universe Changed,The Day the Universe Changed
"The League of Gentlemen's Apocalypse is a feature film spin-off of the British television comedy series ""The League of Gentlemen"", featuring in guest roles are which English comedian and actor, and in a 2004 poll for the BBC, Kay was named the 46th most influential person in British culture?",Peter Kay,Peter John Kay
In what city did Michael Gansey work during his time as the GM for the Canton Charge?,"Canton, Ohio",Canton
"The papal election of 1159 followed the death of which pope, who ruled from 1154 until 1159?",Pope Adrian IV,Pope Adrian IV
"Who has written shows in more languages, Francis Veber or John Garabedian?",Francis Paul Veber,Francis Veber
"Anthony Harris Bennett, is a Canadian professional basketball player for the Phoenix Suns of the NBA, he was the first overall pick by the Cleveland Cavaliers, becoming the first Canadian to be drafted number one overall, in the 2013 NBA draft, that was held on which date, at Barclays Center in Brooklyn, New York?","June 27, 2013","June 27, 2013"
Is the Caribbean the homeland of both Jean Rhys and Adolfo Bioy Casares?,no,no
"This American special effects designer owns a company called Alterian, Inc. and designed the special effects for what movie written and directed by Don Mancini in 2004?",Seed of Chucky,Seed of Chucky
When was Carrie Fisher's brother from Debbie Reynolds born?,1958,"February 24, 1958"
What movement is David Yerushalmi behind that would prohibit the implementation of Islanic law in courts in any civil jurisdiction?,anti-sharia movement,anti-sharia movement
"What title did the mother of Archduke Charles, Duke of Teschen hold in Tuscany?",Grand Duchess,Grand Duchess of Tuscany
Which comedian played in When Time Ran Out and The Karate Kid?,Pat Morita,"Noriyuki ""Pat"" Morita"
"Among India's oldest universities founded in 1918, Osmania University is in which city?",Hyderabad,Hyderabad
"Christine Ebersole appeared on Broadway in what musical, based on a 1975 documentary?",Grey Gardens,Grey Gardens
"Which musician is American, Roy Khan or Lou Gramm?",Lou Gramm,Lou Gramm
What American actress born in 1912 did the violin master known for his sweet tone and gemütlich style compose a work for?,Marta Eggerth,Marta Eggerth
League of Gods stars a Hong Kong film actor who founded One Cool Film Production Limited in what year?,2013,2013
"Graham Bonnet and John Corabi, have which mutual occupation?",rock singer,singer
What geography do both Paolo Nespoli and Soyuz TMA-20 have in common?,International Space Station,Kazakhstan
What shows work is the stand-up comedian he played St. Geegland in the Kroll Show best known for?,Saturday Night Live,"""Kroll Show"""
"Which 1999 movie, directed by Joe Johnston, is based onthe memoirs of a veitnam veteran and formaer NASA engineer?",October Sky,October Sky
"What is a 1995 American epic crime drama film directed by Martin Scorsese, that was based of of episodes from a British documentary/docudrama television series created by Bart Layton ?",Casino,Casino
"Who played Jeanne Murray's cousin in the sitcom ""All in the Family""?",Beatrice Arthur,Jeanne-Claude
Under what union did the king who created Duchy of Holstein serve?,the Kalmar Union,Holy Roman Empire
When was the American actress and singer died who was a star in both Clueless (1995) and Drop Dead Gorgeous?,"December 20, 2009","December 20, 2009"
"Cliff Bennett and the Rebel Rousers are a 1960s British rhythm and blues, soul and beat group who had two Top 10 hits, one being, Got to Get You into My Life, a song by who, first released in 1966 on the album ""Revolver""?",Beatles,The Beatles
Which South Korean mixed martial artist has been defeated by George Roop?,Chan Sung Jung,There is no information provided in the given passages about George Roop defeating a South Korean mixed martial artist.
"Donald Molosi won an award for his performance as the first President of what country in ""Blue, Black and White""?",Botswana,Botswana
Are George Abbott and Leo McCarey both film directors?,yes,yes
"What are are commonly known as milkworts or snakeroots, Nothofagus or Polygala ?",Polygala,Polygala
Which movie staring Isabel Lucas also starred Ethan Hawke as a hematologist?,Daybreakers,Daybreakers
On what date did this series premier that is an American animated superhero action-comedy television series and stars a fictional character named Blisstina Utonium?,"April 4, 2016","April 4, 2016"
"In which year was the drama, based on the true story of the Odones and directed by Australian film director, screenwriter, producer, and former medical doctor, released?",1992,1993
Did Skin and Laura Stoica both sing?,yes,yes
The birthplace of Bernhard Cathrinus Pauss is the capital of which county in Norway?,Buskerud,Buskerud
"Was Brave New Films founded by Robert Greenwald or Alexander Kluge, a German author and film director?",Robert Greenwald,Robert Greenwald
Do the bands Peter Bjorn and John and Shihad both play indie pop?,no,yes
"Benjamin Saunders (born April 13, 1983), is an American mixed martial artist who currently fights in the Welterweight division of the UFC he was on fighting on Team Serra, Matthew John Serra (born June 2, 1974) is an American former professional mixed martial artist, Brazilian Jiu-Jitsu practitioner who competed for the Ultimate Fighting Championship and which occupation?",stand up comic,UFC president
Who directed Julia Stiles in the role that won the  MTV Movie Award for Best Breakthrough Performance?,Gil Junger,Gil Junger
Was Flubber or The Sorcerer's Apprentice released first?,Flubber,Flubber
"Which is a type of flowering plant, Dieffenbachia or Encephalartos?",Dieffenbachia,Dieffenbachia
Tarik Azzougarh conceptualized this album for which only one copy was made in 2015.,Once Upon a Time in Shaolin,"Wu-Tang Clan's ""Once Upon a Time in Shaolin"""
Bride of Chucky is a sequel to a movie directed by who?,Jack Bender,Ronny Yu
"Who is younger, Max Cavalera or Jon Fratelli?",Jon Fratelli,Jon Fratelli
"Which magazine, launched in 1934 by the Communist Party, was known to publish work by Emil Draitser?",Partisan Review,Partisan Review
Are Meg Myers and a founding member of American rock band Wavves considered singer-songwriters?,yes,yes
What Baltimore Ravens retiree scored 8 touchdowns for the Tennessee Titans in 2003?,Derrick Mason,Derrick Mason
"Which hospital located in Washington D.C. specializes in treating persons with physical disabilities,George Washington University Hospital or MedStar National Rehabilitation Hospital?",MedStar National Rehabilitation Network,MedStar National Rehabilitation Hospital
"In which city do maritime pilots operating along the Hudson River and Long Island Sound, one of the wealthiest being Joseph Henderson, function?",New York,New York City
"Jon Fratelli and Morten Harket, have which occupation in common?",musician,musician
How many rooms does the second most famous hotel in Las Vegas have?,106,The passage does not provide the number of rooms for the second most famous hotel in Las Vegas.
Which actress from Love Rain was also known by the mononym Yoona?,Im Yoon-ah,Yoona
"The season of what follows the adventures of Finn, a human boy, and his best friend and adoptive brother Jake, the season also includes guest stars Miguel Ferrer as Death; Ferrer would later reprise his role in the fourth season episode ""Sons of Mars""?",Adventure Time,Adventure Time
Which of the two bands Kill Hannah and Warpaint is from California?,Warpaint,Warpaint
Red Bull Stratos was a project involving the skydiver of what nationality?,Austrian,Austrian
"The Talented Mr. Ripley is a 1999 film about what fictional character in a series of crime novels by American novelist Patricia Highsmith, as well as several film adaptations?",Tom Ripley,Tom Ripley
"On season eighteen of a show that premiered on March 17, 2014 Brooke Burke-Charvet was replaced as co-host by an American sportscaster who is a sideline reporter for who?",Fox NFL,Erin Andrews
What two occupations do  Alberto Cavalcanti and Oscar Apfel have in common?,film director and producer,film director and producer
What company produced both The Barefoot Executive and The Last Flight of Noah's Ark?,Walt Disney,Walt Disney Productions
Can both Robert Hayden and Chitra Banerjee Divakaruni be classed as members of American minorities?,yes,yes
What American actor starred in the 2006 movie Click?,Adam Sandler,Adam Sandler
what opening day attraction at EPCOT Center in 1982 was closed down for refurbishment in 1995,World of Motion,World of Motion
WHICH MIKE WILL MADE IT SONG WAS CO-WRITTEN BY ROCK CITY?,Pour It Up,"""Pour It Up"""
"Who starred in a 1999 film based on the memoir ""Rocket Boys""?","Jake Gyllenhaal, Chris Cooper, Chris Owen, and Laura Dern",Jake Gyllenhaal
What garland or wreath is used in the statewide celebration of Hawaii?,Lei,Lei
"What motor racing circuit in Montreal, Quebec, Canada that is the venue for the FIA Formula One Canadian Grand Prix did the 2005 Canadian Grand Prix, Formula One motor race, held on 12 June 2005 get held at?",Circuit Gilles Villeneuve,Circuit Gilles Villeneuve
"The Editor is a 2014 Canadian horror comedy-mystery film by who, and starring Paz de la Huerta, is an American actress and model?",Astron-6,Astron-6
In what year did the field where the 2016 TaxSlayer Bowl was held assumed its name?,2010,2010
Bounce is currently hosted by what former Australian football player born in 1979,Cameron Mooney,Cameron Mooney
"Which American film director is known for the sexploitation film genre, Wes Anderson or Doris Wishman?",Doris Wishman,Doris Wishman
"A foam weapon, a padded mock weapon used for simulated handheld combat, is used in a North American medieval combat sport, begun in 1977 with the creation of what?",Dagorhir,Dagorhir
Which president signed this act that led to Choctaw tribe of Native Americans being forced to move out of Choctaw County by federal troops in 1830?,President Andrew Jackson,Andrew Jackson
Anne Preven co-wrote which song with Scott Cutler and Phil Thornalley in 1993?,Torn,Listen
"Garden State is a 2004 American romantic comedy-drama film, written and directed by an American actor best known for his role as J. D. on what television series?",Scrubs,Scrubs
Which print magazine company did Terry Richardson work for while he was in Montreal?,Vice Media,Vice
"Named after producer Radcliffe's Blackwing Studios where the album was recorded, ""Upstairs at Eric's"" was preceded by two top three UK singles, including the ballad ""Only You"", a song written by what English musician? ",Vince Clarke,Vince Clarke
"Nukie is a 1987 South African film directed by Sias Odendaal, and Michael Pakleppa, the film stars include Glynis Johns, a retired Welsh stage, television and film actress, dancer, pianist, and singer, and was born in which country?",South Africa,South Africa
"What star of ""The Thing with Two Heads"" also played football?",Rosey Grier,Ray Milland
"Jeff Rona's credits include a 2016 Indian epic historical drama film that was written and directed by Jayaraj, and was adapted from What William Shakespeare play?",Macbeth,Macbeth
Autolux and Polvo are both types of what?,rock band,music bands
"Who was the American author best known for the novel ""Mutiny on the Bounty"", James Norman Hall or Harold Lamb?",James Norman Hall,James Norman Hall
Which band was formed first Walt Mink or Sunrise Avenue?,Walt Mink,Walt Mink
"Which one was an American poet, Frank O'Connor or Edwin Arlington Robinson?",Edwin Arlington Robinson,Edwin Arlington Robinson
What country does Games and Official Xbox Magazine have in common?,United States,United States
"Which actor is known for being in westerns, Anthony Mann or Luis Valdez?",Anthony Mann,Anthony Mann
"What actor, who starred in The Flight of the Phoenix, also starred in Cool Hand Luke?",George Kennedy,George Kennedy
Did both Wickard v. Filburn and Strickland v. Washington reach the Supreme Court of the United States?,yes,yes
"Which soda, Shasta or Tizer, was sold in the United Kingdom?",Tizer,Tizer
"What prize was won for a book by a British author and illustrator from Dartmoor, focusing on futuristic steampunk London?",Nestlé Smarties Book Prize,Nestlé Smarties Book Prize
The 1987–88 Georgetown Hoyas play their game in the community that is in what Maryland county?,Prince George's County,Prince George's County
What republic was started because of a dispute in the area The Green Mountain Boys were a militia?,Vermont Republic,Vermont Republic
What day was the book published that was illustarted alongside Dorothy and the Wizard in Oz?,"July 20, 1910","June 18, 1908"
The TT-30 pistol was developed in the early 1930's as a replacement to a revolver designed by who?,Léon Nagant,Fedor Tokarev
Hae Min Lee's body was found in a park that covers how many acres ?,1216 acre,Gwynns Falls/Leakin Park
Charlie Kaufman wrote which acclaimed fantasy film in 1999 journeying into an actor's mind?,Being John Malkovich,Being John Malkovich
Daniel Shaw is played by an actor who grew up in what state?,Iowa,Iowa
"What is the name of the eighth gate to the city of Babylon, currently housed at Pergamon Museum?",Ishtar Gate,Pergamon Altar
Gentleman's Intermission included a cameo appearance by the photojournalist who has specialized in reportage on what two topics?,human suffering in war zones and natural disasters,war zones and social issues
what does Echosmith and Guster have in common?,band,They are both American bands.
"Of the four public Elizabethan theatres built, including The Rose, which one was built in Shoreditch?",The Theatre,The Theatre
"Maggie Grace, an American actress, appeared in  ""Taken 2"", a 2012 American action thriller film directed by who?",Olivier Megaton,Olivier Megaton
"which landmark built on the site of a former city gate that marked the start of the road from Berlin to the town of Brandenburg an der Havel, is Frederick William II of Prussia responsible for?",Brandenburg Gate,Brandenburg Gate
Watch Mr. Wizard was created by the host of programs dedicated to what educational fields?,science and technology,science and technology
"What Canadian mixed martial artist who competed in the UFC also competed in the Maximum Fighting Championship in Edmonton, Alberta?",Ryan Jimmo,Ryan Jimmo
When was the Polish professional boxer over which Joe Smith Jr. rose to prominence in 2016 by scoring an upset knockout victory born? ,4 November 1987,"September 20, 1989"
"Invincible and National Treasure, are of which nationality?",American,American
"When was the last film in the series ""American Pie"" released?",2012,2012
"When was the South Korean actress and photographer born who was star in both ""Sympathy for Mr. Vengeance"" (2002) and As One (2012)?","October 11, 1979","October 11, 1979"
the fictional character Lionel Hutz first appeared in a Simpson episode that originally aired in which year ?,1991,1991
"Raymond Blanc OBE (born 19 November 1949) is a French chef, he is entirely self-taught, but has himself taught or employed other chefs including Marco Pierre White, is a British chef, restaurateur, and television personality from which city?",Leeds,Johnstone
"Same Love, Same Rain, is an Argentine-American romantic comedy film, released in what year, and directed by Juan José Campanella, it stars Ricardo Darín, an Argentine actor, screenwriter and film director?",1999,2001
Which star from The Ghazi Attack won the State Nandi Award for Best Special Effects in 2006?,Ramanaidu Daggubati,Answer: Rana Daggubati
"Who was born September 17, 1968 and wrote the memoir Wild was based on?",Cheryl Strayed,Cheryl Strayed
5 fold diffraction pattern symmetries were discovered in 1982 by dan shechtman when he discovered this phase which opened new field of study in quasiperiodic crystals,icosahedral phase,icosahedral phase
"Richard Donner and Percy Adlon, have which mutual occupations?",director and producer,"director, screenwriter, and producer"
"What flying ace was shot down by the ""Red Barron"" during WWII?",Lanoe Hawker,Manfred von Richthofen
"The actor who starred as Buck Dharma in the ""More Cowbell"" sketch on Saturday Night Live was born in what year?",1970,1970
"On October 15, 2012 Viktor Blom was signed-up by an online poker card room that opened in what year?",2004,2001
Adrián Barilari is the vocalist of the heavy metal band formed in what year?,1986,1986
"When was the magazine which has Lisa Pin-Up ranked number 54, launched as a mass-market print publication?",1994,1994
Who has more letters in their middle name out of Margaret Laurence and Paul Heyse?,Margaret Laurence,Paul Heyse
What is the local goverment area for the city in which Melbourne Law School is located?,the City of Melbourne,City of Melbourne
"Which breed of dog is from Scotland, the Pharaoh Hound or the Cairn Terrier?",Cairn Terrier,Cairn Terrier
Where are the headquarters of the company that owns the Ardbeg Distillery ?,Paris,Paris
 The 2009 AFL Season consisted of how many Rounds won by the team nicknamed the Cats ?,22,22
"Which canal is longer, the Industrial Canal in Louisana or the James River and Kanawha Canal in Virginia?",The James River and Kanawha Canal,Industrial Canal in Louisiana
 Tobin Bo Gunnar Gerhart held the Stanford record for most rushing yards in a season until the record was broke by an American football running back holds the NCAA record for what?,most all-purpose yards in a season,"most all-purpose yards in a season with 3,864"
Both Aspatria and Skiddaw are located in which country?,England,England
Which episode of Glee is named after a power ballad from the 1973 Aerosmith debut album?,Dream On,"""Dream On"""
Lucy Maunder was in the premiere of Doctor Zhivago alongside the actor hailing from what New South Wales city?,Wollongong,Wollongong
What concepts of dance does the Horton technique of dance utilize?,total body articulation,total body articulation
Are Johnette Napolitano and Andi Deris both singers?,yes,yes
We the People Amendment was introduced by the member of what Minnesota political party?,Democratic–Farmer–Labor,DFL Party
Which lake in Northern Ireland is near the Ballyscullion House and supplies 40% of Northern Ireland's water?,Lough Neagh,Lough Neagh
Hayley Williams and Fastball both perform what type of music?,American rock,rock
Battle of Kosovo was the culmination of a Hungarian offensive to avenge the defeat in a battle that took place on which day ?,10 November 1444,10 November 1444
The vocal co-leader of the band Fitz and the Tantrums is from what city?,Los Angeles,Los Angeles
What was the capital of the union of provinces in the Río de la Plata comprised by most of the former dependencies from the last to be organized and also the shortest-lived of the Viceroyalties of the Spanish Empire in the Americas?,Buenos Aires,Buenos Aires
Laurence Naismith starred in a 1970 musical film adaption in Panavision of which Charles Dickens' story?,"""A Christmas Carol""",A Christmas Carol
"The 2011–12 Los Angeles Lakers season is which ordinal number season of the franchise, its 63rd season in the National Basketball Association (NBA), and its 52nd season in Los Angeles, at midseason they traded longtime forward, Luke Theodore Walton (born March 28, 1980) is an American former professional basketball player, and the current head coach of the  Los Angeles Lakers?",64th,64th
What show did AfterMASH come from and Jamie far was well known for?,"""M*A*S*H""","AfterMASH, M*A*S*H; Jamie Farr was well known for playing Maxwell Q. Klinger in M*A*S*H."
Who founded the company that created the game engine used to make Far Cry?,"Cevat, Avni and Faruk Yerli",Yerli brothers
Which genre of Italian film was the first to use CGI?,horror movies,horror
Who was with the cosmonaut who commanded the historic Voskhod 2 mission which saw the first man walk in space in 1965 ?,Alexey Leonov,Pavel Belyayev was with the cosmonaut who commanded the historic Voskhod 2 mission which saw the first man walk in space in 1965.
What American character actress played the wife of Archie Bunker?,Jean Stapleton,Jean Stapleton
What Iranian professional basketball player for Niroo Zamini Army of the Iranian Basketball Super League was picked 54th during last draft for the Charlotte Bobcats under their old name?,Arsalan Kazemi,Arsalan Kazemi Naeini
"Who has a longer name, Louise Erdrich or Mario Benedetti",Mario Orlando Hardy Hamlet Brenno Benedetti Farrugia,Mario Orlando Hardy Hamlet Brenno Benedetti Farrugia
Who owns the radio station in Boston which has a transmitter on top of a building designed by Charles Luckman and Associates for Prudential Insurance?,the Beasley Broadcast Group,Beasley Broadcast Group
Carloman of Bavaria was the eldest grandson of what descendant of Charlemagne?,Louis II,Charlemagne
how is Bart to the Future and Ralph Wiggum related?,animated,"Ralph Wiggum is a character in ""The Simpsons,"" and in the episode ""Bart to the Future,"" Bart Simpson interacts with Ralph. In the episode, Bart sneaks into an Indian casino and is shown a"
Anaconda heavily samples the song from what Sir Mix-a-Lot album?,Mack Daddy,Mack Daddy
"What collegiate football conference started in July 1999, and was home to the winners of the 2011 Rose Bowl?",Mountain West Conference,Mountain West Conference
Which American attorney changed the official control of the Alamo from the Daughters of the Republic of Texas to the Texas General Land Office?,George P. Bush,George P. Bush
The 15:17 to Paris was based on an autobiography about a man who stopped a gunman on a Paris-bound train on what date?,August 2015,August 2015
