example_id,query_idx,label,query,smart_selected_count
26,7,control_other_example_36,Where was Mark Dismore born?,142
27,0,control_other_example_32,What was the regnal name adopted by King George VI?,251
27,1,control_other_example_32,Who played King George VI in the film 'The King's Speech'?,251
27,2,control_other_example_33,Where is KPRM licensed to broadcast?,251
27,3,control_other_example_35,Who is the author of Prince Prigio?,251
27,4,control_other_example_35,What year did Andrew Lang die?,251
27,5,control_other_example_36,Where was Mark Dismore born?,251
27,6,control_other_example_36,"Which county is Greenfield, Indiana located in?",251
27,7,control_other_example_37,Who were the parents of Nannina de' Medici?,251
32,0,control_other_example_33,Where is KPRM licensed to broadcast?,212
32,1,control_other_example_35,Who is the author of Prince Prigio?,212
32,2,control_other_example_35,What year did Andrew Lang die?,212
32,3,control_other_example_36,Where was Mark Dismore born?,212
32,4,control_other_example_36,"Which county is Greenfield, Indiana located in?",212
32,5,control_other_example_37,Who were the parents of Nannina de' Medici?,212
32,6,control_other_example_37,"Based on Nannina de' Medici's parents Piero di Cosimo de' Medici and Lucrezia Tornabuoni, who were her siblings?",212
32,7,control_other_example_38,Where is NRHEG High School located?,212
33,0,control_other_example_35,Who is the author of Prince Prigio?,71
33,1,control_other_example_35,What year did Andrew Lang die?,71
33,2,control_other_example_36,Where was Mark Dismore born?,71
33,3,control_other_example_36,"Which county is Greenfield, Indiana located in?",71
33,4,control_other_example_37,Who were the parents of Nannina de' Medici?,71
33,5,control_other_example_37,"Based on Nannina de' Medici's parents Piero di Cosimo de' Medici and Lucrezia Tornabuoni, who were her siblings?",71
33,6,control_other_example_38,Where is NRHEG High School located?,71
33,7,control_other_example_38,"Which county is New Richland, Minnesota located in?",71
35,0,control_other_example_36,Where was Mark Dismore born?,203
35,1,control_other_example_36,"Which county is Greenfield, Indiana located in?",203
35,2,control_other_example_37,Who were the parents of Nannina de' Medici?,203
35,3,control_other_example_37,"Based on Nannina de' Medici's parents Piero di Cosimo de' Medici and Lucrezia Tornabuoni, who were her siblings?",203
35,4,control_other_example_38,Where is NRHEG High School located?,203
35,5,control_other_example_38,"Which county is New Richland, Minnesota located in?",203
35,6,control_other_example_39,What is the name of the political party of Dimuthu Bandara Abayakoon?,203
35,7,control_other_example_39,Who founded the Janatha Vimukthi Peramuna political party?,203
36,0,control_other_example_37,Who were the parents of Nannina de' Medici?,244
36,1,control_other_example_37,"Based on Nannina de' Medici's parents Piero di Cosimo de' Medici and Lucrezia Tornabuoni, who were her siblings?",244
36,2,control_other_example_38,Where is NRHEG High School located?,244
36,3,control_other_example_38,"Which county is New Richland, Minnesota located in?",244
36,4,control_other_example_39,What is the name of the political party of Dimuthu Bandara Abayakoon?,244
36,5,control_other_example_39,Who founded the Janatha Vimukthi Peramuna political party?,244
36,6,control_other_example_40,Where did Larry Alcala study?,244
36,7,control_other_example_40,When did military instruction begin at the University of the Philippines?,244
37,0,control_other_example_38,Where is NRHEG High School located?,129
37,1,control_other_example_38,"Which county is New Richland, Minnesota located in?",129
37,2,control_other_example_39,What is the name of the political party of Dimuthu Bandara Abayakoon?,129
37,3,control_other_example_39,Who founded the Janatha Vimukthi Peramuna political party?,129
37,4,control_other_example_40,Where did Larry Alcala study?,129
37,5,control_other_example_40,When did military instruction begin at the University of the Philippines?,129
37,6,control_other_example_43,Where is Cedar Springs located?,129
37,7,control_other_example_43,"Which counties share a border with Falls County, Texas?",129
38,0,control_other_example_39,What is the name of the political party of Dimuthu Bandara Abayakoon?,152
38,1,control_other_example_39,Who founded the Janatha Vimukthi Peramuna political party?,152
38,2,control_other_example_40,Where did Larry Alcala study?,152
38,3,control_other_example_40,When did military instruction begin at the University of the Philippines?,152
38,4,control_other_example_43,Where is Cedar Springs located?,152
38,5,control_other_example_43,"Which counties share a border with Falls County, Texas?",152
38,6,control_other_example_44,Where is Bancroft located?,152
38,7,control_other_example_44,"Which county is Bancroft, Ontario located in?",152
39,0,control_other_example_40,Where did Larry Alcala study?,169
39,1,control_other_example_40,When did military instruction begin at the University of the Philippines?,169
39,2,control_other_example_43,Where is Cedar Springs located?,169
39,3,control_other_example_43,"Which counties share a border with Falls County, Texas?",169
39,4,control_other_example_44,Where is Bancroft located?,169
39,5,control_other_example_44,"Which county is Bancroft, Ontario located in?",169
39,6,control_other_example_44,Which counties border Hastings County in Ontario?,169
39,7,control_other_example_45,Who is Empress Wang's husband?,169
40,0,control_other_example_43,Where is Cedar Springs located?,201
40,1,control_other_example_43,"Which counties share a border with Falls County, Texas?",201
40,2,control_other_example_44,Where is Bancroft located?,201
40,3,control_other_example_44,"Which county is Bancroft, Ontario located in?",201
40,4,control_other_example_44,Which counties border Hastings County in Ontario?,201
40,5,control_other_example_45,Who is Empress Wang's husband?,201
40,6,control_other_example_45,Who was the father of Yang Pu (Emperor Rui of Wu)?,201
40,7,control_other_example_46,Who was the king of England in 1951?,201
43,0,control_other_example_44,Where is Bancroft located?,146
43,1,control_other_example_44,"Which county is Bancroft, Ontario located in?",146
43,2,control_other_example_44,Which counties border Hastings County in Ontario?,146
43,3,control_other_example_45,Who is Empress Wang's husband?,146
43,4,control_other_example_45,Who was the father of Yang Pu (Emperor Rui of Wu)?,146
43,5,control_other_example_46,Who was the king of England in 1951?,146
43,6,control_other_example_46,Which actor played King George VI in the film 'The King's Speech'?,146
43,7,control_other_example_50,Who is John's eldest son?,146
44,0,control_other_example_45,Who is Empress Wang's husband?,233
44,1,control_other_example_45,Who was the father of Yang Pu (Emperor Rui of Wu)?,233
44,2,control_other_example_46,Who was the king of England in 1951?,233
44,3,control_other_example_46,Which actor played King George VI in the film 'The King's Speech'?,233
44,4,control_other_example_50,Who is John's eldest son?,233
44,5,control_other_example_50,When was John's eldest son crowned?,233
44,6,control_other_example_50,When was John's eldest son crowned?,233
44,7,control_other_example_50,When was John's eldest son crowned?,233
45,0,control_other_example_46,Who was the king of England in 1951?,251
45,1,control_other_example_46,Which actor played King George VI in the film 'The King's Speech'?,251
45,2,control_other_example_50,Who is John's eldest son?,251
45,3,control_other_example_50,When was John's eldest son crowned?,251
45,4,control_other_example_50,When was John's eldest son crowned?,251
45,5,control_other_example_50,When was John's eldest son crowned?,251
45,6,control_other_example_51,Who played Thelma in Thelma and Louise?,251
45,7,control_other_example_51,What character did Geena Davis play in the movie A League of Their Own?,251
46,0,control_other_example_50,Who is John's eldest son?,226
46,1,control_other_example_50,When was John's eldest son crowned?,226
46,2,control_other_example_50,When was John's eldest son crowned?,226
46,3,control_other_example_50,When was John's eldest son crowned?,226
46,4,control_other_example_51,Who played Thelma in Thelma and Louise?,226
46,5,control_other_example_51,What character did Geena Davis play in the movie A League of Their Own?,226
46,6,control_other_example_52,Who played Thelma in Thelma and Louise?,226
46,7,control_other_example_52,Which character did Geena Davis play in the film A League of Their Own?,226
50,0,control_other_example_51,Who played Thelma in Thelma and Louise?,225
50,1,control_other_example_51,What character did Geena Davis play in the movie A League of Their Own?,225
50,2,control_other_example_52,Who played Thelma in Thelma and Louise?,225
50,3,control_other_example_52,Which character did Geena Davis play in the film A League of Their Own?,225
50,4,control_other_example_52,Who played the husband of Dottie Hinson in the film A League of Their Own?,225
50,5,control_other_example_53,Who is Chiang Hsiao-wen's father?,225
50,6,control_other_example_54,Who played Thelma in the movie 'Thelma and Louise'?,225
50,7,control_other_example_54,Which character did Geena Davis play in the movie 'A League of Their Own'?,225
51,0,control_other_example_52,Who played Thelma in Thelma and Louise?,171
51,1,control_other_example_52,Which character did Geena Davis play in the film A League of Their Own?,171
51,2,control_other_example_52,Who played the husband of Dottie Hinson in the film A League of Their Own?,171
51,3,control_other_example_53,Who is Chiang Hsiao-wen's father?,171
51,4,control_other_example_54,Who played Thelma in the movie 'Thelma and Louise'?,171
51,5,control_other_example_54,Which character did Geena Davis play in the movie 'A League of Their Own'?,171
51,6,control_other_example_55,"Movies starring Preity Zinta, Madhuri Dixit, and Ajay Devgn",171
51,7,control_other_example_56,Where is Bansaan Island located?,171
52,0,control_other_example_53,Who is Chiang Hsiao-wen's father?,312
52,1,control_other_example_54,Who played Thelma in the movie 'Thelma and Louise'?,312
52,2,control_other_example_54,Which character did Geena Davis play in the movie 'A League of Their Own'?,312
52,3,control_other_example_55,"Movies starring Preity Zinta, Madhuri Dixit, and Ajay Devgn",312
52,4,control_other_example_56,Where is Bansaan Island located?,312
52,5,control_other_example_57,Where was Ernie Watts born?,312
52,6,control_other_example_58,Where was James Finch born?,312
52,7,control_other_example_58,"Which county is Lynn Haven, Florida located in?",312
53,0,control_other_example_54,Who played Thelma in the movie 'Thelma and Louise'?,126
53,1,control_other_example_54,Which character did Geena Davis play in the movie 'A League of Their Own'?,126
53,2,control_other_example_55,"Movies starring Preity Zinta, Madhuri Dixit, and Ajay Devgn",126
53,3,control_other_example_56,Where is Bansaan Island located?,126
53,4,control_other_example_57,Where was Ernie Watts born?,126
53,5,control_other_example_58,Where was James Finch born?,126
53,6,control_other_example_58,"Which county is Lynn Haven, Florida located in?",126
53,7,control_other_example_59,Who starred in the movie No Escape?,126
54,0,control_other_example_55,"Movies starring Preity Zinta, Madhuri Dixit, and Ajay Devgn",213
54,1,control_other_example_56,Where is Bansaan Island located?,213
54,2,control_other_example_57,Where was Ernie Watts born?,213
54,3,control_other_example_58,Where was James Finch born?,213
54,4,control_other_example_58,"Which county is Lynn Haven, Florida located in?",213
54,5,control_other_example_59,Who starred in the movie No Escape?,213
54,6,control_other_example_59,"Which of the actors from No Escape (Valerie Hobson, Leslie Perrins, or Robert Cochran) was married and to whom?",213
54,7,control_other_example_60,Who is the father of Chian Hsiao-chang?,213
55,0,control_other_example_56,Where is Bansaan Island located?,136
55,1,control_other_example_57,Where was Ernie Watts born?,136
55,2,control_other_example_58,Where was James Finch born?,136
55,3,control_other_example_58,"Which county is Lynn Haven, Florida located in?",136
55,4,control_other_example_59,Who starred in the movie No Escape?,136
55,5,control_other_example_59,"Which of the actors from No Escape (Valerie Hobson, Leslie Perrins, or Robert Cochran) was married and to whom?",136
55,6,control_other_example_60,Who is the father of Chian Hsiao-chang?,136
55,7,control_other_example_60,What are all the children of Chiang Ching-kuo?,136
56,0,control_other_example_57,Where was Ernie Watts born?,125
56,1,control_other_example_58,Where was James Finch born?,125
56,2,control_other_example_58,"Which county is Lynn Haven, Florida located in?",125
56,3,control_other_example_59,Who starred in the movie No Escape?,125
56,4,control_other_example_59,"Which of the actors from No Escape (Valerie Hobson, Leslie Perrins, or Robert Cochran) was married and to whom?",125
56,5,control_other_example_60,Who is the father of Chian Hsiao-chang?,125
56,6,control_other_example_60,What are all the children of Chiang Ching-kuo?,125
56,7,control_other_example_63,Where was Snappy Tomato Pizza founded?,125
57,0,control_other_example_58,Where was James Finch born?,103
57,1,control_other_example_58,"Which county is Lynn Haven, Florida located in?",103
57,2,control_other_example_59,Who starred in the movie No Escape?,103
57,3,control_other_example_59,"Which of the actors from No Escape (Valerie Hobson, Leslie Perrins, or Robert Cochran) was married and to whom?",103
57,4,control_other_example_60,Who is the father of Chian Hsiao-chang?,103
57,5,control_other_example_60,What are all the children of Chiang Ching-kuo?,103
57,6,control_other_example_63,Where was Snappy Tomato Pizza founded?,103
57,7,control_other_example_63,"Which county is Fort Mitchell, Kentucky located in?",103
58,0,control_other_example_59,Who starred in the movie No Escape?,208
58,1,control_other_example_59,"Which of the actors from No Escape (Valerie Hobson, Leslie Perrins, or Robert Cochran) was married and to whom?",208
58,2,control_other_example_60,Who is the father of Chian Hsiao-chang?,208
58,3,control_other_example_60,What are all the children of Chiang Ching-kuo?,208
58,4,control_other_example_63,Where was Snappy Tomato Pizza founded?,208
58,5,control_other_example_63,"Which county is Fort Mitchell, Kentucky located in?",208
58,6,control_other_example_64,Who is the publisher of In the Shadow of Greatness?,208
58,7,control_other_example_64,Where are the headquarters of the United States Naval Institute located?,208
59,0,control_other_example_60,Who is the father of Chian Hsiao-chang?,202
59,1,control_other_example_60,What are all the children of Chiang Ching-kuo?,202
59,2,control_other_example_63,Where was Snappy Tomato Pizza founded?,202
59,3,control_other_example_63,"Which county is Fort Mitchell, Kentucky located in?",202
59,4,control_other_example_64,Who is the publisher of In the Shadow of Greatness?,202
59,5,control_other_example_64,Where are the headquarters of the United States Naval Institute located?,202
59,6,control_other_example_66,Who was the socialist candidate in the 1912 US presidential election?,202
59,7,control_other_example_68,Where was Lloyd Dane born?,202
60,0,control_other_example_63,Where was Snappy Tomato Pizza founded?,190
60,1,control_other_example_63,"Which county is Fort Mitchell, Kentucky located in?",190
60,2,control_other_example_64,Who is the publisher of In the Shadow of Greatness?,190
60,3,control_other_example_64,Where are the headquarters of the United States Naval Institute located?,190
60,4,control_other_example_66,Who was the socialist candidate in the 1912 US presidential election?,190
60,5,control_other_example_68,Where was Lloyd Dane born?,190
60,6,control_other_example_68,"Which county does Eldon, Missouri belong to?",190
60,7,control_other_example_71,What creature do annelid larvae live like?,190
63,0,control_other_example_64,Who is the publisher of In the Shadow of Greatness?,214
63,1,control_other_example_64,Where are the headquarters of the United States Naval Institute located?,214
63,2,control_other_example_66,Who was the socialist candidate in the 1912 US presidential election?,214
63,3,control_other_example_68,Where was Lloyd Dane born?,214
63,4,control_other_example_68,"Which county does Eldon, Missouri belong to?",214
63,5,control_other_example_71,What creature do annelid larvae live like?,214
63,6,control_other_example_71,Which character in Spongebob Squarepants has the same name as the creature that annelid larvae live like (plankton)?,214
63,7,control_other_example_72,Who performed the song Full Cooperation?,214
64,0,control_other_example_66,Who was the socialist candidate in the 1912 US presidential election?,180
64,1,control_other_example_68,Where was Lloyd Dane born?,180
64,2,control_other_example_68,"Which county does Eldon, Missouri belong to?",180
64,3,control_other_example_71,What creature do annelid larvae live like?,180
64,4,control_other_example_71,Which character in Spongebob Squarepants has the same name as the creature that annelid larvae live like (plankton)?,180
64,5,control_other_example_72,Who performed the song Full Cooperation?,180
64,6,control_other_example_72,Who are the members of the American hip hop group Def Squad?,180
64,7,control_other_example_74,Who is Anil Devgan's sibling?,180
66,0,control_other_example_68,Where was Lloyd Dane born?,130
66,1,control_other_example_68,"Which county does Eldon, Missouri belong to?",130
66,2,control_other_example_71,What creature do annelid larvae live like?,130
66,3,control_other_example_71,Which character in Spongebob Squarepants has the same name as the creature that annelid larvae live like (plankton)?,130
66,4,control_other_example_72,Who performed the song Full Cooperation?,130
66,5,control_other_example_72,Who are the members of the American hip hop group Def Squad?,130
66,6,control_other_example_74,Who is Anil Devgan's sibling?,130
66,7,control_other_example_74,Which films feature Ajay Devgan?,130
68,0,control_other_example_71,What creature do annelid larvae live like?,182
68,1,control_other_example_71,Which character in Spongebob Squarepants has the same name as the creature that annelid larvae live like (plankton)?,182
68,2,control_other_example_72,Who performed the song Full Cooperation?,182
68,3,control_other_example_72,Who are the members of the American hip hop group Def Squad?,182
68,4,control_other_example_74,Who is Anil Devgan's sibling?,182
68,5,control_other_example_74,Which films feature Ajay Devgan?,182
68,6,control_other_example_75,Who was the candidate that received a million votes in the 1920 election while in prison?,182
68,7,control_other_example_77,Where did Richard Feynman work on the Water Boiler reactor?,182
71,0,control_other_example_72,Who performed the song Full Cooperation?,315
71,1,control_other_example_72,Who are the members of the American hip hop group Def Squad?,315
71,2,control_other_example_74,Who is Anil Devgan's sibling?,315
71,3,control_other_example_74,Which films feature Ajay Devgan?,315
71,4,control_other_example_75,Who was the candidate that received a million votes in the 1920 election while in prison?,315
71,5,control_other_example_77,Where did Richard Feynman work on the Water Boiler reactor?,315
71,6,control_other_example_77,Which atomic bomb development project took place at Los Alamos and who was its director?,315
71,7,control_other_example_78,Who is the author of Missing Person?,315
72,0,control_other_example_74,Who is Anil Devgan's sibling?,256
72,1,control_other_example_74,Which films feature Ajay Devgan?,256
72,2,control_other_example_75,Who was the candidate that received a million votes in the 1920 election while in prison?,256
72,3,control_other_example_77,Where did Richard Feynman work on the Water Boiler reactor?,256
72,4,control_other_example_77,Which atomic bomb development project took place at Los Alamos and who was its director?,256
72,5,control_other_example_78,Who is the author of Missing Person?,256
72,6,control_other_example_78,What award did Patrick Modiano receive?,256
