selector,example_id,cache_example_id,rate,question,answers,prediction,rouge1,em,wall_time,selected_abs_path,error,storage_time,selection_time,selection_score_forward_time,reprocess_prefill_time,ttft,selected_doc_tokens,query_tokens,reprocess_prefill_tokens
offline_qk_mean,1,2,0.15,What was the person who provided evidence to suggest the existence of the neutron a participant of?,"[""Manhattan Project""]",Tube Alloys project,0.39999999520000007,0.0,0.9358996939845383,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example001_offline_qk_mean_selected_abs.json,,0.06477985205128789,0.0,0.0,0.23778659710660577,0.30256644915789366,1324,50,1374
offline_draft_freq,1,2,0.15,What was the person who provided evidence to suggest the existence of the neutron a participant of?,"[""Manhattan Project""]",Tube Alloys project,0.39999999520000007,0.0,0.93380740378052,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example001_offline_draft_freq_selected_abs.json,,0.06435856083407998,0.0,0.0,0.23789960192516446,0.30225816275924444,1324,50,1374
offline_draft_mean,1,2,0.15,What was the person who provided evidence to suggest the existence of the neutron a participant of?,"[""Manhattan Project""]",Tube Alloys project,0.39999999520000007,0.0,0.9334518020041287,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example001_offline_draft_mean_selected_abs.json,,0.06443819403648376,0.0,0.0,0.23830581922084093,0.3027440132573247,1324,50,1374
position_boundary,1,2,0.15,What was the person who provided evidence to suggest the existence of the neutron a participant of?,"[""Manhattan Project""]",Tube Alloys project,0.39999999520000007,0.0,0.9051917041651905,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example001_position_boundary_selected_abs.json,,0.0641601700335741,0.0,0.0,0.23812098195776343,0.30228115199133754,1324,50,1374
position_tail,1,2,0.15,What was the person who provided evidence to suggest the existence of the neutron a participant of?,"[""Manhattan Project""]",James Chadwick,0.0,0.0,0.8348679239861667,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example001_position_tail_selected_abs.json,,0.06447307206690311,0.0,0.0,0.23972115525975823,0.30419422732666135,1324,50,1374
random_chunk,1,2,0.15,What was the person who provided evidence to suggest the existence of the neutron a participant of?,"[""Manhattan Project""]",James Chadwick,0.0,0.0,0.8127389480359852,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example001_random_chunk_selected_abs.json,,0.06561260297894478,0.0,0.0,0.23796885879710317,0.30358146177604795,1324,50,1374
online_fusionrag_qk,2,3,0.15,In which borough was Callum McManaman born?,"[""Knowsley"", ""Metropolitan Borough of Knowsley""]","The information provided does not contain any details about Callum McManaman or his place of birth. Therefore, it's not possible to answer the question based on the given passages.",0.06896551486325811,0.0,4.157698137219995,,,0.06041472917422652,0.10347071290016174,0.10179404122754931,0.22812520200386643,0.3920106440782547,1196,43,1239
offline_qk_freq,2,3,0.15,In which borough was Callum McManaman born?,"[""Knowsley"", ""Metropolitan Borough of Knowsley""]","Based on the information provided, there is no mention of Callum McManaman or his place of birth in any of the given passages. Therefore, it's not possible to answer the question ""In which borough was Callum McManaman born?""",0.11764705674740487,0.0,5.376514371950179,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example002_offline_qk_freq_selected_abs.json,,0.05995820602402091,0.0,0.0,0.22441589506343007,0.284374101087451,1191,43,1234
offline_qk_mean,2,3,0.15,In which borough was Callum McManaman born?,"[""Knowsley"", ""Metropolitan Borough of Knowsley""]","Based on the information provided, there is no mention of Callum McManaman or his place of birth in any of the given passages. Therefore, it's not possible to answer the question ""In which borough was Callum McManaman born?""",0.11764705674740487,0.0,5.364646882750094,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example002_offline_qk_mean_selected_abs.json,,0.05953994486480951,0.0,0.0,0.22415907308459282,0.28369901794940233,1191,43,1234
offline_draft_freq,2,3,0.15,In which borough was Callum McManaman born?,"[""Knowsley"", ""Metropolitan Borough of Knowsley""]","Based on the information provided, there is no mention of Callum McManaman or his place of birth in any of the given passages. Therefore, it's not possible to answer the question ""In which borough was Callum McManaman born?""",0.11764705674740487,0.0,5.36737386090681,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example002_offline_draft_freq_selected_abs.json,,0.05987109011039138,0.0,0.0,0.22460105316713452,0.2844721432775259,1191,43,1234
offline_draft_mean,2,3,0.15,In which borough was Callum McManaman born?,"[""Knowsley"", ""Metropolitan Borough of Knowsley""]","Question: In which borough was Callum McManaman born?
Answer:
The provided passages do not contain any information about Callum McManaman or his place of birth. Therefore, it's not possible to answer this question based on the given information",0.11764705674740487,0.0,5.362895857077092,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example002_offline_draft_mean_selected_abs.json,,0.05971381161361933,0.0,0.0,0.22442044224590063,0.28413425385951996,1191,43,1234
position_boundary,2,3,0.15,In which borough was Callum McManaman born?,"[""Knowsley"", ""Metropolitan Borough of Knowsley""]","Based on the information provided, there is no mention of Callum McManaman or his place of birth in any of the given passages. Therefore, it's not possible to answer the question ""In which borough was Callum McManaman born?""",0.11764705674740487,0.0,5.368491572327912,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example002_position_boundary_selected_abs.json,,0.060028031934052706,0.0,0.0,0.22486528987064958,0.2848933218047023,1191,43,1234
position_tail,2,3,0.15,In which borough was Callum McManaman born?,"[""Knowsley"", ""Metropolitan Borough of Knowsley""]","Based on the information provided, there is no mention of Callum McManaman or his place of birth in the given passages. Therefore, it's not possible to answer the question ""In which borough was Callum McManaman born?"" using the",0.11764705674740487,0.0,5.368538453243673,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example002_position_tail_selected_abs.json,,0.05988973332569003,0.0,0.0,0.2262936350889504,0.2861833684146404,1191,43,1234
random_chunk,2,3,0.15,In which borough was Callum McManaman born?,"[""Knowsley"", ""Metropolitan Borough of Knowsley""]","Based on the information provided, there is no mention of Callum McManaman or his place of birth in any of the given passages. Therefore, it's not possible to answer the question ""In which borough was Callum McManaman born?""",0.11764705674740487,0.0,5.370598232373595,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example002_random_chunk_selected_abs.json,,0.05965115176513791,0.0,0.0,0.22475904505699873,0.28441019682213664,1191,43,1234
online_fusionrag_qk,3,4,0.15,Who is the child of the Italian navigator who sailed for England and explored the eastern coast of the continent Francisco Bojado's birthplace is located?,"[""Sebastian Cabot""]",Gaeta,0.0,0.0,0.7688648262992501,,,0.05512710986658931,0.10522398818284273,0.10366831673309207,0.2126770238392055,0.37302812188863754,1068,62,1130
offline_qk_freq,3,4,0.15,Who is the child of the Italian navigator who sailed for England and explored the eastern coast of the continent Francisco Bojado's birthplace is located?,"[""Sebastian Cabot""]","Francisco Bojado's birthplace is located in the Province of Latina, Italy. Therefore, the answer to the question ""Who is the child of the Italian navigator who sailed for England and explored the eastern coast of the continent?"" is not directly",0.0,0.0,5.336775622796267,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example003_offline_qk_freq_selected_abs.json,,0.055005963426083326,0.0,0.0,0.21380293788388371,0.26880890130996704,1064,62,1126
offline_qk_mean,3,4,0.15,Who is the child of the Italian navigator who sailed for England and explored the eastern coast of the continent Francisco Bojado's birthplace is located?,"[""Sebastian Cabot""]","Francisco Bojado's birthplace is located in the Province of Latina, Italy. Therefore, the answer to the question ""Who is the child of the Italian navigator who sailed for England and explored the eastern coast of the continent?"" is not directly",0.0,0.0,5.356072011869401,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example003_offline_qk_mean_selected_abs.json,,0.06160437734797597,0.0,0.0,0.21414492512121797,0.27574930246919394,1064,62,1126
offline_draft_freq,3,4,0.15,Who is the child of the Italian navigator who sailed for England and explored the eastern coast of the continent Francisco Bojado's birthplace is located?,"[""Sebastian Cabot""]","Francisco Bojado's birthplace is located in the Province of Latina, Italy. Therefore, the answer to the question ""Who is the child of the Italian navigator who sailed for England and explored the eastern coast of the continent?"" is not directly",0.0,0.0,5.400548922363669,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example003_offline_draft_freq_selected_abs.json,,0.05913881817832589,0.0,0.0,0.21460082568228245,0.27373964386060834,1064,62,1126
offline_draft_mean,3,4,0.15,Who is the child of the Italian navigator who sailed for England and explored the eastern coast of the continent Francisco Bojado's birthplace is located?,"[""Sebastian Cabot""]","Francisco Bojado's birthplace is located in the Province of Latina, Italy.",0.0,0.0,2.254137474577874,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example003_offline_draft_mean_selected_abs.json,,0.0563486716710031,0.0,0.0,0.21474068565294147,0.27108935732394457,1064,62,1126
position_boundary,3,4,0.15,Who is the child of the Italian navigator who sailed for England and explored the eastern coast of the continent Francisco Bojado's birthplace is located?,"[""Sebastian Cabot""]",Francisco Bojado's birthplace is not mentioned in the given passages.,0.0,0.0,2.061564882285893,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example003_position_boundary_selected_abs.json,,0.058764663990586996,0.0,0.0,0.21575094293802977,0.27451560692861676,1064,62,1126
position_tail,3,4,0.15,Who is the child of the Italian navigator who sailed for England and explored the eastern coast of the continent Francisco Bojado's birthplace is located?,"[""Sebastian Cabot""]","Francisco Bojado's birthplace is not mentioned in the given passages. However, the question asks for the child of the Italian navigator who sailed for England and explored the eastern coast of the continent, which is John Cabot. John Cabot",0.06666666542222224,0.0,5.388439272996038,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example003_position_tail_selected_abs.json,,0.05871787900105119,0.0,0.0,0.21579783223569393,0.2745157112367451,1064,62,1126
random_chunk,3,4,0.15,Who is the child of the Italian navigator who sailed for England and explored the eastern coast of the continent Francisco Bojado's birthplace is located?,"[""Sebastian Cabot""]",Francisco Bojado's birthplace is not mentioned in the given passages.,0.0,0.0,2.0717457570135593,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example003_random_chunk_selected_abs.json,,0.058552480302751064,0.0,0.0,0.215714440215379,0.27426692051813006,1064,62,1126
online_fusionrag_qk,4,5,0.15,Who is the spouse of the actor who played hannibal smith in the a team?,"[""Sherry Boucher""]","The question is about Hannibal Smith from The A-Team, but the provided passages do not contain any information about the cast of The A-Team. The passages are about Clarice Starling, Hannibal Lecter, and other related topics from",0.0,0.0,5.495501928962767,,,0.061771067790687084,0.1047561401501298,0.10297924373298883,0.2220877269282937,0.3886149348691106,1141,49,1190
offline_qk_freq,4,5,0.15,Who is the spouse of the actor who played hannibal smith in the a team?,"[""Sherry Boucher""]","The question seems to contain a mix-up between characters and roles. There is no actor named Hannibal Smith, and the character Rod Smith (from the provided passages) is not related to the A-Team. The A-Team features characters like Hann",0.0,0.0,5.375784481875598,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example004_offline_qk_freq_selected_abs.json,,0.06208504969254136,0.0,0.0,0.22037525987252593,0.2824603095650673,1136,49,1185
offline_qk_mean,4,5,0.15,Who is the spouse of the actor who played hannibal smith in the a team?,"[""Sherry Boucher""]","The question seems to contain a mix-up between characters and roles. There is no actor named Hannibal Smith, and the character Rod Smith (from the provided passages) is not related to the A-Team. The A-Team featured characters like Hann",0.0,0.0,5.338325168937445,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example004_offline_qk_mean_selected_abs.json,,0.05683010211214423,0.0,0.0,0.22012312011793256,0.2769532222300768,1136,49,1185
offline_draft_freq,4,5,0.15,Who is the spouse of the actor who played hannibal smith in the a team?,"[""Sherry Boucher""]","The question is about Hannibal Smith from The A-Team, but the provided passages do not contain any information about the cast of The A-Team. The passages are about Hannibal Lecter from The Silence of the Lambs and related films and",0.0,0.0,5.336206666659564,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example004_offline_draft_freq_selected_abs.json,,0.05695441598072648,0.0,0.0,0.21997925406321883,0.2769336700439453,1136,49,1185
offline_draft_mean,4,5,0.15,Who is the spouse of the actor who played hannibal smith in the a team?,"[""Sherry Boucher""]","The question is about Hannibal Smith from The A-Team, but the provided passages do not contain any information about the cast of The A-Team. The passages are about Hannibal Lecter from The Silence of the Lambs and related films and",0.0,0.0,5.32149146264419,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example004_offline_draft_mean_selected_abs.json,,0.057461115065962076,0.0,0.0,0.22014793893322349,0.27760905399918556,1136,49,1185
position_boundary,4,5,0.15,Who is the spouse of the actor who played hannibal smith in the a team?,"[""Sherry Boucher""]","The question is about Hannibal Smith from The A-Team, but there is no information provided about an actor named Hannibal Smith or his spouse in the given passages. The passages are about Hannibal Lecter from The Silence of the Lambs and",0.0,0.0,5.337446514051408,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example004_position_boundary_selected_abs.json,,0.056779874954372644,0.0,0.0,0.22032037610188127,0.2771002510562539,1136,49,1185
position_tail,4,5,0.15,Who is the spouse of the actor who played hannibal smith in the a team?,"[""Sherry Boucher""]","The question does not match the provided passages. There is no information about an actor named Hannibal Smith or a TV show called The A-Team in the given texts. The passages are about Clarice Starling, Rod Smith, and Red Dragon film",0.0,0.0,5.340019604656845,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example004_position_tail_selected_abs.json,,0.05678797233849764,0.0,0.0,0.221502470318228,0.27829044265672565,1136,49,1185
random_chunk,4,5,0.15,Who is the spouse of the actor who played hannibal smith in the a team?,"[""Sherry Boucher""]","The question does not match any information provided in the given passages. There is no mention of an actor named Hannibal Smith or a TV show called The A-Team in the provided texts. The passages are about Clarice Starling, Rod Smith (",0.0,0.0,5.326211675070226,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example004_random_chunk_selected_abs.json,,0.05712035996839404,0.0,0.0,0.2203838382847607,0.27750419825315475,1136,49,1185
online_fusionrag_qk,5,6,0.15,When was the last time Peter Till's sports team beat the winner of the 1894-95 FA Cup?,"[""1 December 2010""]",1983-84,0.0,0.0,1.360326096881181,,,0.06402956694364548,0.1054726610891521,0.10363608784973621,0.24180604796856642,0.411308276001364,1333,58,1391
offline_qk_freq,5,6,0.15,When was the last time Peter Till's sports team beat the winner of the 1894-95 FA Cup?,"[""1 December 2010""]",1983-84,0.0,0.0,1.2534845140762627,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example005_offline_qk_freq_selected_abs.json,,0.06398166436702013,0.0,0.0,0.24843462090939283,0.31241628527641296,1330,58,1388
offline_qk_mean,5,6,0.15,When was the last time Peter Till's sports team beat the winner of the 1894-95 FA Cup?,"[""1 December 2010""]",1983-84,0.0,0.0,1.2359519167803228,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example005_offline_qk_mean_selected_abs.json,,0.06377498898655176,0.0,0.0,0.23807324189692736,0.3018482308834791,1330,58,1388
offline_draft_freq,5,6,0.15,When was the last time Peter Till's sports team beat the winner of the 1894-95 FA Cup?,"[""1 December 2010""]",1983-84,0.0,0.0,1.196795403957367,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example005_offline_draft_freq_selected_abs.json,,0.06420518876984715,0.0,0.0,0.23808438796550035,0.3022895767353475,1330,58,1388
offline_draft_mean,5,6,0.15,When was the last time Peter Till's sports team beat the winner of the 1894-95 FA Cup?,"[""1 December 2010""]",1983-84,0.0,0.0,1.1996749830432236,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example005_offline_draft_mean_selected_abs.json,,0.06383050698786974,0.0,0.0,0.2382088270969689,0.30203933408483863,1330,58,1388
position_boundary,5,6,0.15,When was the last time Peter Till's sports team beat the winner of the 1894-95 FA Cup?,"[""1 December 2010""]",1983-84,0.0,0.0,1.244325065985322,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example005_position_boundary_selected_abs.json,,0.06399378273636103,0.0,0.0,0.23811655910685658,0.3021103418432176,1330,58,1388
position_tail,5,6,0.15,When was the last time Peter Till's sports team beat the winner of the 1894-95 FA Cup?,"[""1 December 2010""]",There is no information provided about Peter Till or his sports team in the given passages. The passages only contain information about Everton F.C. and do not mention any specific team or individual named Peter Till or his results against the winner of the 18,0.0,0.0,5.414077984169126,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example005_position_tail_selected_abs.json,,0.06431164592504501,0.0,0.0,0.23978349193930626,0.3040951378643513,1330,58,1388
random_chunk,5,6,0.15,When was the last time Peter Till's sports team beat the winner of the 1894-95 FA Cup?,"[""1 December 2010""]",There is no information provided about Peter Till or his sports team in the given passages. The passages only contain information about Everton F.C. and do not mention any specific team or individual named Peter Till or his results against the winner of the 18,0.0,0.0,5.405524919275194,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example005_random_chunk_selected_abs.json,,0.06396269286051393,0.0,0.0,0.23792886175215244,0.30189155461266637,1330,58,1388
online_fusionrag_qk,6,7,0.15,Who is the child of the cast member of Green Ice?,"[""Tatum O'Neal""]","There is no information provided about a child of a cast member of Green Ice in the given passages. The term ""Green Ice"" does not appear to be related to any of the provided content. Therefore, I cannot answer the question based on the given",0.0,0.0,5.372015153057873,,,0.051014664117246866,0.10336452908813953,0.10185698978602886,0.1916299588046968,0.3460091520100832,974,44,1018
offline_qk_freq,6,7,0.15,Who is the child of the cast member of Green Ice?,"[""Tatum O'Neal""]","The passage about Nickelodeon (film) Part 2 mentions that Peter Bogdanovich had a then-girlfriend, Cybill Shepherd, who was a cast member. Therefore, the child of the cast member of Green Ice (referring to Cy",0.0,0.0,5.267080530989915,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example006_offline_qk_freq_selected_abs.json,,0.05100283306092024,0.0,0.0,0.18919092789292336,0.2401937609538436,970,44,1014
offline_qk_mean,6,7,0.15,Who is the child of the cast member of Green Ice?,"[""Tatum O'Neal""]",Jean Desessard,0.0,0.0,0.8120353040285408,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example006_offline_qk_mean_selected_abs.json,,0.050841120071709156,0.0,0.0,0.1891669607721269,0.24000808084383607,970,44,1014
offline_draft_freq,6,7,0.15,Who is the child of the cast member of Green Ice?,"[""Tatum O'Neal""]","There is no information provided about a child of a cast member of Green Ice in the given passages. The term ""Green Ice"" does not appear to be related to any of the mentioned topics. Therefore, I cannot provide an answer based on the given",0.0,0.0,5.26079518487677,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example006_offline_draft_freq_selected_abs.json,,0.05071710981428623,0.0,0.0,0.18884444469586015,0.23956155451014638,970,44,1014
offline_draft_mean,6,7,0.15,Who is the child of the cast member of Green Ice?,"[""Tatum O'Neal""]","There is no information provided about a child of a cast member of Green Ice in the given passages. The term ""Green Ice"" does not appear to be related to any of the mentioned topics. Therefore, I cannot provide an answer based on the given",0.0,0.0,5.265634451061487,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example006_offline_draft_mean_selected_abs.json,,0.050785643979907036,0.0,0.0,0.18885604292154312,0.23964168690145016,970,44,1014
position_boundary,6,7,0.15,Who is the child of the cast member of Green Ice?,"[""Tatum O'Neal""]","There is no information provided about a child of a cast member of Green Ice in the given passages. The term ""Green Ice"" does not appear in any of the documents, and there is no clear reference to a cast member named ""Green Ice"".",0.0,0.0,5.299869435839355,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example006_position_boundary_selected_abs.json,,0.052417110186070204,0.0,0.0,0.1891002650372684,0.2415173752233386,970,44,1014
position_tail,6,7,0.15,Who is the child of the cast member of Green Ice?,"[""Tatum O'Neal""]","Passage 8 does not contain information about a cast member of Green Ice or any child relationships. The provided passages do not have sufficient information to answer the question ""Who is the child of the cast member of Green Ice?"". Therefore, I cannot",0.0,0.0,5.29163453169167,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example006_position_tail_selected_abs.json,,0.05080731399357319,0.0,0.0,0.19007664173841476,0.24088395573198795,970,44,1014
random_chunk,6,7,0.15,Who is the child of the cast member of Green Ice?,"[""Tatum O'Neal""]","Passage 7 mentions Jean Desessard, a French politician and former member of the Senate of France. There is no direct mention of a child of a cast member of ""Green Ice"" in the provided passages. The question seems to mix information",0.0,0.0,5.3262709570117295,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example006_random_chunk_selected_abs.json,,0.055134719237685204,0.0,0.0,0.19732224894687533,0.25245696818456054,970,44,1014
online_fusionrag_qk,7,8,0.15,How many times did plague occur in the birthplace of La Silvia's composer?,"[""22""]",50,0.0,0.0,0.8978987541049719,,,0.0763259632512927,0.10472637601196766,0.10271824989467859,0.2572973519563675,0.43834969121962786,1395,49,1444
offline_qk_freq,7,8,0.15,How many times did plague occur in the birthplace of La Silvia's composer?,"[""22""]",50,0.0,0.0,0.7560304459184408,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example007_offline_qk_freq_selected_abs.json,,0.07015926763415337,0.0,0.0,0.25555031606927514,0.3257095837034285,1389,49,1438
offline_qk_mean,7,8,0.15,How many times did plague occur in the birthplace of La Silvia's composer?,"[""22""]",50,0.0,0.0,0.7918298877775669,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example007_offline_qk_mean_selected_abs.json,,0.0684323962777853,0.0,0.0,0.2553147100843489,0.3237471063621342,1389,49,1438
offline_draft_freq,7,8,0.15,How many times did plague occur in the birthplace of La Silvia's composer?,"[""22""]",50,0.0,0.0,0.7990757147781551,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example007_offline_draft_freq_selected_abs.json,,0.06928008887916803,0.0,0.0,0.25686461804434657,0.3261447069235146,1389,49,1438
offline_draft_mean,7,8,0.15,How many times did plague occur in the birthplace of La Silvia's composer?,"[""22""]",50,0.0,0.0,0.7985612619668245,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example007_offline_draft_mean_selected_abs.json,,0.07131188223138452,0.0,0.0,0.25712522491812706,0.3284371071495116,1389,49,1438
position_boundary,7,8,0.15,How many times did plague occur in the birthplace of La Silvia's composer?,"[""22""]",50,0.0,0.0,0.7951235068030655,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example007_position_boundary_selected_abs.json,,0.06796275684610009,0.0,0.0,0.2569538759998977,0.3249166328459978,1389,49,1438
position_tail,7,8,0.15,How many times did plague occur in the birthplace of La Silvia's composer?,"[""22""]",50,0.0,0.0,0.7923915106803179,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example007_position_tail_selected_abs.json,,0.06718170922249556,0.0,0.0,0.25916498992592096,0.3263466991484165,1389,49,1438
random_chunk,7,8,0.15,How many times did plague occur in the birthplace of La Silvia's composer?,"[""22""]",50,0.0,0.0,0.798071991186589,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_selector_methods_rate015/example007_random_chunk_selected_abs.json,,0.0686885048635304,0.0,0.0,0.25734144914895296,0.32602995401248336,1389,49,1438
