row_id,is_warmup,example_id,sub_q_idx,doc_tokens,query_tokens,full_tokens,end_to_end_ttft_s,kv_load_copy_s,draft_selection_s,draft_score_forward_s,online_update_query_prefill_s,extra_impl_overhead_s,selected_doc_tokens,reprocess_prefill_tokens,main_question,sub_question
28,False,18,0,1020,28,1840,0.4037933149957098,0.08185135800158605,0.11847821698756889,0.11765933799324557,0.15069933701306581,0.05276440299348906,714,742,Whose sister played Susie in miracle on 34th street?,Who played Susie in Miracle on 34th Street?
29,False,18,1,1206,22,2020,0.45964648498920724,0.1141598480171524,0.12386980099836364,0.12295238702790812,0.16769208101322874,0.05392475496046245,844,866,Whose sister played Susie in miracle on 34th street?,Who is Natalie Wood's brother?
30,False,19,0,1034,22,1848,0.4000306500820443,0.08207990997470915,0.1184518140507862,0.11762745102168992,0.15062751696677878,0.04887140908977017,723,745,What team was Anna Benson's husband on?,Who is Anna Benson's husband?
31,False,19,1,1580,27,2399,0.5003956420114264,0.10238822700921446,0.1385064910282381,0.137468176020775,0.19990190002135932,0.059599023952614516,1106,1133,What team was Anna Benson's husband on?,What team did Kris Benson play for in Major League Baseball?
32,False,20,0,1519,26,2337,0.48010792798595503,0.08631084399530664,0.1379449159721844,0.13684485398698598,0.19899442698806524,0.056857741030398756,1063,1089,What is the record label for the singer who originally sang You Belong To Me.,Who originally sang the song You Belong To Me?
33,False,20,1,2265,41,3098,0.6457497510127723,0.10702327801845968,0.1936698830104433,0.19224896404193714,0.2602085039834492,0.08484808600042015,1585,1626,What is the record label for the singer who originally sang You Belong To Me.,What record label was Joni James signed to when she released 'You Belong To Me' in 1952?
34,False,21,0,1749,27,2568,0.5168424629955553,0.0879984240164049,0.16109771898481995,0.16002092696726322,0.2074349350295961,0.060311384964734316,1224,1251,When did the crowning of the person under whom the Chapter House was built happen?,Who was the person under whom the Chapter House was built?
35,False,21,1,2118,21,2931,0.5875373359885998,0.10956786997849122,0.17380597500596195,0.1725190170109272,0.23510140500729904,0.0690620859968476,1482,1503,When did the crowning of the person under whom the Chapter House was built happen?,When was Henry III crowned?
36,False,24,0,1556,26,2374,0.5207695149583742,0.08675279701128602,0.13974922097986564,0.1386900119832717,0.23858662700513378,0.055680869962088764,1089,1115,What record label does the artist who sang you belong to me belong to?,Who sang the song 'You Belong to Me'?
37,False,24,1,1997,25,2814,0.5698915579705499,0.103676036989782,0.16797085298458114,0.1667079710168764,0.23335240100277588,0.06489226699341089,1397,1422,What record label does the artist who sang you belong to me belong to?,What record label is Joni James signed to?
38,False,25,0,789,26,1607,0.4361436080071144,0.07978161005303264,0.10029732598923147,0.09952718997374177,0.21339959796750918,0.042665073997341096,552,578,What place does the administrative territorial entity that Juba is located in share a border with?,What is the administrative territorial entity that contains Juba?
39,False,25,1,1127,25,1944,0.48344860709039494,0.09595951199298725,0.12431691505480558,0.12345581204863265,0.21378095203544945,0.04939122800715268,788,813,What place does the administrative territorial entity that Juba is located in share a border with?,What places share a border with Central Equatoria?
40,False,26,0,1534,26,2352,0.4949497710331343,0.0928533390397206,0.13787019503070042,0.13685332803288475,0.2076130390050821,0.0566131979576312,1073,1099,Who played the monarch at the end of WW2 in The King's Speech?,Who played King George VI in The King's Speech?
41,False,27,0,1337,26,2155,0.44246846303576604,0.08466938696801662,0.12926648801658303,0.12834620202193037,0.17750921001425013,0.051023378036916256,935,961,Who is the spouse of a cast member from King of the Mountain?,Who are the cast members of King of the Mountain?
42,False,27,1,1444,23,2259,0.4878139970242046,0.10062165698036551,0.13361404900206253,0.13269070902606472,0.19802509096916765,0.05555320007260889,1010,1033,Who is the spouse of a cast member from King of the Mountain?,Who is Harry Hamlin's spouse?
43,False,32,0,1439,27,2258,0.47366900596534833,0.0857498170225881,0.13370911596575752,0.13272804900771007,0.1990269699599594,0.05518310301704332,1007,1034,Who played king whose regal Name did Albert Adopt in the king's speech?,What was the regnal name adopted by King George VI?
44,False,32,1,1722,29,2543,0.5273630829760805,0.10066541197011247,0.15787440701387823,0.15683376899687573,0.20749503903789446,0.06132822495419532,1205,1234,Who played king whose regal Name did Albert Adopt in the king's speech?,Who played King George VI in the film 'The King's Speech'?
45,False,33,0,775,24,1591,0.3656075710314326,0.08672634197864681,0.10008225502679124,0.09938714798772708,0.13510472001507878,0.043694254010915756,542,566,What administrative territorial entity contains the place where KPRM is licensed to broadcast to?,Where is KPRM licensed to broadcast?
46,False,35,0,1174,25,1991,0.42487468698527664,0.0827441299916245,0.12381303898291662,0.12293304898776114,0.16744668304454535,0.05087083496619016,821,846,What year did the author of Prince Prigio die?,Who is the author of Prince Prigio?
47,False,35,1,1215,22,2029,0.4428562620305456,0.0959056059946306,0.12427625304553658,0.12340311001753435,0.1708320330362767,0.05184236995410174,850,872,What year did the author of Prince Prigio die?,What year did Andrew Lang die?
48,False,36,0,1463,23,2278,0.47142349899513647,0.08628213801421225,0.13342920097056776,0.13247764197876677,0.19814960804069415,0.05356255196966231,1024,1047,In which county is Mark Dismore's birthplace located?,Where was Mark Dismore born?
49,False,36,1,1820,25,2637,0.5620369819225743,0.10790475195972249,0.1628793859272264,0.1617736059706658,0.21601367997936904,0.07523916405625641,1274,1299,In which county is Mark Dismore's birthplace located?,"Which county is Greenfield, Indiana located in?"
50,False,37,0,1072,28,1892,0.4148384709842503,0.08214267704170197,0.11933688697172329,0.11852766398806125,0.16630568099208176,0.047053225978743285,750,778,Who was the sibling of Nannina de' Medici?,Who were the parents of Nannina de' Medici?
51,False,37,1,1291,50,2133,0.4620824269368313,0.09801000100560486,0.12934049393516034,0.1284359569544904,0.18259822897380218,0.052133703022263944,903,953,Who was the sibling of Nannina de' Medici?,"Based on Nannina de' Medici's parents Piero di Cosimo de' Medici and Lucrezia Tornabuoni, who were her siblings?"
52,False,38,0,809,24,1625,0.36203910497715697,0.08086389797972515,0.10231714299879968,0.09937776799779385,0.13524732401128858,0.04361073998734355,566,590,What county is the NRHEG High School located in?,Where is NRHEG High School located?
53,False,38,1,992,26,1810,0.48288818198489025,0.09490228403592482,0.1175512979971245,0.1167743100086227,0.21558028395520523,0.054854315996635705,694,720,What county is the NRHEG High School located in?,"Which county is New Richland, Minnesota located in?"
54,False,39,0,965,34,1791,0.45851697004400194,0.08195024298038334,0.1092514160554856,0.10848369303857908,0.21617233101278543,0.05114297999534756,675,709,Who founded the political party of Dimuthu Bandara Abayakoon?,What is the name of the political party of Dimuthu Bandara Abayakoon?
55,False,39,1,1355,30,2177,0.46224501403048635,0.09752752201166004,0.13304939499357715,0.1320759899681434,0.1777297499938868,0.053938347031362355,948,978,Who founded the political party of Dimuthu Bandara Abayakoon?,Who founded the Janatha Vimukthi Peramuna political party?
56,False,40,0,1089,22,1903,0.41761978302383795,0.08310214098310098,0.11957261204952374,0.1186954370350577,0.16650345199741423,0.048441577993799,762,784,When did military instruction start at the place where Larry Alcala was educated?,Where did Larry Alcala study?
57,False,40,1,1515,27,2334,0.4957469769869931,0.09923263103701174,0.13790223601972684,0.1368830080027692,0.19866380601888523,0.059948303911369294,1060,1087,When did military instruction start at the place where Larry Alcala was educated?,When did military instruction begin at the University of the Philippines?
58,False,43,0,838,21,1651,0.3594798959675245,0.08017227100208402,0.10041582200210541,0.0997148510068655,0.13554876303533092,0.043343039928004146,586,607,What county shares a border with Cedar Springs?,Where is Cedar Springs located?
59,False,43,1,991,26,1809,0.4239910420146771,0.10815815400565043,0.11771834100363776,0.116904903028626,0.15054411900928244,0.047570427996106446,693,719,What county shares a border with Cedar Springs?,"Which counties share a border with Falls County, Texas?"
60,False,44,0,998,22,1812,0.3971481520566158,0.08231644297484308,0.11861679004505277,0.11778325401246548,0.15044911799486727,0.04576580104185268,698,720,Bancroft's county borders what county?,Where is Bancroft located?
61,False,44,1,1107,26,1925,0.4535835140850395,0.10329989902675152,0.1227281650644727,0.12191163003444672,0.16789565299404785,0.05965979699976742,774,800,Bancroft's county borders what county?,"Which county is Bancroft, Ontario located in?"
62,False,44,2,1603,23,2418,0.5114844719646499,0.1012237059767358,0.14000154798850417,0.1376300270203501,0.19974905700655654,0.07051016099285334,1122,1145,Bancroft's county borders what county?,Which counties border Hastings County in Ontario?
63,False,45,0,1538,23,2353,0.5022411410463974,0.0933650559745729,0.1393912640050985,0.13768809498287737,0.19945190503494814,0.07003291603177786,1076,1099,Who is the father of Empress Wang's husband?,Who is Empress Wang's husband?
64,False,45,1,1820,30,2642,0.5929322449374013,0.12466783897252753,0.16381393396295607,0.16179138998268172,0.2235590450000018,0.08089142700191587,1274,1304,Who is the father of Empress Wang's husband?,Who was the father of Yang Pu (Emperor Rui of Wu)?
65,False,46,0,1520,28,2340,0.48683868104126304,0.09142991295084357,0.13906765903811902,0.13796769903274253,0.1992459199973382,0.05709518905496225,1064,1092,Who played the king that was king of england in 1951 in the king's speech?,Who was the king of England in 1951?
66,False,46,1,1936,30,2758,0.5787227579858154,0.12058752297889441,0.16724241798510775,0.16605566395446658,0.2173034449806437,0.07358937204116955,1355,1385,Who played the king that was king of england in 1951 in the king's speech?,Which actor played King George VI in the film 'The King's Speech'?
67,False,50,0,1672,22,2486,0.5212938269251026,0.09797091298969463,0.1560809959191829,0.1548799859592691,0.20673069497570395,0.060511223040521145,1170,1192,When was John's eldest son crowned?,Who is John's eldest son?
68,False,50,1,1921,23,2736,0.5514940059510991,0.09380740800406784,0.17505058198003098,0.1738366200006567,0.2182600800297223,0.06437593593727797,1344,1367,When was John's eldest son crowned?,When was John's eldest son crowned?
69,False,50,2,1921,23,2736,0.5370428020250984,0.08952662796946242,0.1664691020268947,0.16530305601190776,0.21726117300568148,0.06378589902305976,1344,1367,When was John's eldest son crowned?,When was John's eldest son crowned?
70,False,50,3,2829,23,3644,0.8170389740262181,0.12780612299684435,0.2159815329941921,0.21434238099027425,0.37828631699085236,0.09496500104432926,1980,2003,When was John's eldest son crowned?,When was John's eldest son crowned?
71,False,51,0,1068,27,1887,0.4147740769549273,0.08153791399672627,0.11939773097401485,0.11857236095238477,0.1667782889562659,0.047060143027920276,747,774,What character in A League of their Own was played by the actress who played Thelma in the movie Thelma and Louise?,Who played Thelma in Thelma and Louise?
72,False,51,1,1533,31,2356,0.5101330620236695,0.11319430504227057,0.1377313660341315,0.1365818189806305,0.19934986502630636,0.05985752592096105,1073,1104,What character in A League of their Own was played by the actress who played Thelma in the movie Thelma and Louise?,What character did Geena Davis play in the movie A League of Their Own?
73,False,52,0,1068,27,1887,0.4152355649275705,0.08277202298631892,0.11956355895381421,0.11874068697215989,0.1663192340056412,0.046580748981796205,747,774,"In A League of Their Own, who played the husband of the actress who played Thelma in Thelma and Louise?",Who played Thelma in Thelma and Louise?
74,False,52,1,1338,31,2161,0.44315979501698166,0.08430678898002952,0.12921431503491476,0.12821865500882268,0.17717642901698127,0.0524622619850561,936,967,"In A League of Their Own, who played the husband of the actress who played Thelma in Thelma and Louise?",Which character did Geena Davis play in the film A League of Their Own?
75,False,52,2,1728,33,2553,0.5427799470489845,0.11319734901189804,0.15852991404244676,0.15741529100341722,0.20776536199264228,0.06328732200199738,1209,1242,"In A League of Their Own, who played the husband of the actress who played Thelma in Thelma and Louise?",Who played the husband of Dottie Hinson in the film A League of Their Own?
76,False,53,0,1415,27,2234,0.4567470690817572,0.09125334001146257,0.13346818805439398,0.1324899010360241,0.17757146997610107,0.0544540710397996,990,1017,Who is the child of Chiang Hsiao-wen's father?,Who is Chiang Hsiao-wen's father?
77,False,54,0,977,30,1799,0.3960473270271905,0.08195218100445345,0.11811312701320276,0.11730668804375455,0.15037690295139328,0.04560511605814099,683,713,"The actor who played Thelma in ""Thelma and Louise"" also played which character in ""A League of Their Own""?",Who played Thelma in the movie 'Thelma and Louise'?
78,False,54,1,1794,32,2618,0.5560138300061226,0.11382379499264061,0.16243511898210272,0.16131891997065395,0.2157476680004038,0.06400724803097546,1255,1287,"The actor who played Thelma in ""Thelma and Louise"" also played which character in ""A League of Their Own""?",Which character did Geena Davis play in the movie 'A League of Their Own'?
79,False,55,0,1494,33,2319,0.4873855349724181,0.09304826596053317,0.1379706310108304,0.1369242700166069,0.19850173802115023,0.057864899979904294,1045,1078,"What is the movie starring Preity Zinta, Madhuri Dixit and the spouse of Kajol?","Movies starring Preity Zinta, Madhuri Dixit, and Ajay Devgn"
