dataset,method,rate,segment,source_csv,source_row,Question,Real Answer,Pred Answer,Predicted_Clean,Rejudge_Correct,Rejudge_Reason,Rejudge_Raw
musique-v2,offline3b_freq_boundary2,0.05,seg_0_200,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/musique-v2/rate_0p05/seg_0_200/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,10,Who was the first African American student at the university Robert Khayat was educated at?,James Howard Meredith,Robert Robinson Taylor,Robert Robinson Taylor,False,预测答案给出的名字是“Robert Robinson Taylor”，而标准答案是“James Howard Meredith”。两者并非同一人，预测答案没有包含标准答案的关键信息，在语义上也不等价，因此未能正确回答问题。,"判断: 错误
原因: 预测答案给出的名字是“Robert Robinson Taylor”，而标准答案是“James Howard Meredith”。两者并非同一人，预测答案没有包含标准答案的关键信息，在语义上也不等价，因此未能正确回答问题。"
musique-v2,offline3b_freq_boundary2,0.05,seg_0_200,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/musique-v2/rate_0p05/seg_0_200/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,11,Who gives out the prize named after the author of Lectures on Jurisprudence?,University of Cambridge,The Royal Society of Chemistry gives out the prize named after the author of Lectures on Jurisprudence.,The Royal Society of Chemistry gives out the prize named after the author of Lectures on Jurisprudence.,False,预测答案给出的颁奖机构是“英国皇家化学学会”，而标准答案是“剑桥大学”。两者在语义上完全不同，且预测答案未包含标准答案的关键信息，因此判断为错误。,"判断: 错误
原因: 预测答案给出的颁奖机构是“英国皇家化学学会”，而标准答案是“剑桥大学”。两者在语义上完全不同，且预测答案未包含标准答案的关键信息，因此判断为错误。"
musique-v2,offline3b_freq_boundary2,0.05,seg_0_200,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/musique-v2/rate_0p05/seg_0_200/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,12,Who is Frances Freeling Broderip's sibling?,Tom Hood,Tom Hood,Tom Hood,True,预测答案“Tom Hood”与标准答案完全一致，准确包含了问题所要求的关键信息，语义上完全等价，正确回答了关于Frances Freeling Broderip兄弟姐妹的问题。,"判断: 正确
原因: 预测答案“Tom Hood”与标准答案完全一致，准确包含了问题所要求的关键信息，语义上完全等价，正确回答了关于Frances Freeling Broderip兄弟姐妹的问题。"
musique-v2,offline3b_freq_boundary2,0.05,seg_0_200,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/musique-v2/rate_0p05/seg_0_200/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,13,Who is the spouse of the person who voices Jarvis in Iron Man?,Jennifer Connelly,LaTanya Richardson Jackson,LaTanya Richardson Jackson,False,预测答案“LaTanya Richardson Jackson”与标准答案“Jennifer Connelly”完全不同。在电影《钢铁侠》中为贾维斯（Jarvis）配音的演员是保罗·贝坦尼，其配偶是詹妮弗·康纳利，而非预测答案所给出的人物。,"判断: 错误
原因: 预测答案“LaTanya Richardson Jackson”与标准答案“Jennifer Connelly”完全不同。在电影《钢铁侠》中为贾维斯（Jarvis）配音的演员是保罗·贝坦尼，其配偶是詹妮弗·康纳利，而非预测答案所给出的人物。"
musique-v2,offline3b_freq_boundary2,0.05,seg_0_200,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/musique-v2/rate_0p05/seg_0_200/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,14,What is the source of the river that is the mouth of the Caledon River?,Thaba Putsoa,"The source of the river that is the mouth of the Caledon River is the confluence of the Caledon River with the Bolshaya Lyampa River, which is a tributary of the Uls River","The source of the river that is the mouth of the Caledon River is the confluence of the Caledon River with the Bolshaya Lyampa River, which is a tributary of the Uls River",False,预测答案给出的信息是“Caledon River与Bolshaya Lyampa River的交汇处”，这与标准答案“Thaba Putsoa”完全不一致。两者在语义上不等价，且预测答案的内容存在地理常识上的混乱，未包含标准答案的关键信息。,"判断: 错误
原因: 预测答案给出的信息是“Caledon River与Bolshaya Lyampa River的交汇处”，这与标准答案“Thaba Putsoa”完全不一致。两者在语义上不等价，且预测答案的内容存在地理常识上的混乱，未包含标准答案的关键信息。"
musique-v2,offline3b_freq_boundary2,0.05,seg_0_200,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/musique-v2/rate_0p05/seg_0_200/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,15,What is the name of the famous bridge located in the birthplace of the composer of Nulla in mundo pax sincera?,Rialto Bridge,Royal Albert Bridge,Royal Albert Bridge,False,预测答案“Royal Albert Bridge”与标准答案“Rialto Bridge”完全不同。两者并非同一座桥梁，预测答案没有包含标准答案的关键信息，在语义上也不等价，因此判断为错误。,"判断: 错误
原因: 预测答案“Royal Albert Bridge”与标准答案“Rialto Bridge”完全不同。两者并非同一座桥梁，预测答案没有包含标准答案的关键信息，在语义上也不等价，因此判断为错误。"
musique-v2,offline3b_freq_boundary2,0.05,seg_0_200,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/musique-v2/rate_0p05/seg_0_200/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,16,When did the party that gained control of Congress in the midterm elections in 1946 take control of the government branch that determines the rules of the US House?,January 2015,1946,1946,False,预测答案“1946”与标准答案“January 2015”不一致。问题询问的是该政党何时接管控制美国众议院规则的政府分支（即众议院），虽然共和党在1946年中期选举中获胜，但他们正式接管该政府分支的时间应为2015年1月。因此预测答案未能包含标准答案的关键信息。,"判断: 错误
原因: 预测答案“1946”与标准答案“January 2015”不一致。问题询问的是该政党何时接管控制美国众议院规则的政府分支（即众议院），虽然共和党在1946年中期选举中获胜，但他们正式接管该政府分支的时间应为2015年1月。因此预测答案未能包含标准答案的关键信息。"
musique-v2,offline3b_freq_boundary2,0.05,seg_0_200,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/musique-v2/rate_0p05/seg_0_200/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,17,Where did the producer of Julius Caesar study or work?,Clifton College,"John Houseman, the producer of Julius Caesar, studied at Clifton College in England. He worked in the grain trade in London before emigrating to the United States in 1925.","John Houseman, the producer of Julius Caesar, studied at Clifton College in England. He worked in the grain trade in London before emigrating to the United States in 1925.",True,预测答案明确指出了《Julius Caesar》的制作人John Houseman曾在Clifton College学习，包含了标准答案的核心信息。此外，预测答案还补充了他在伦敦从事粮食贸易的工作经历，语义上与标准答案完全一致，准确回答了问题。,"判断: 正确
原因: 预测答案明确指出了《Julius Caesar》的制作人John Houseman曾在Clifton College学习，包含了标准答案的核心信息。此外，预测答案还补充了他在伦敦从事粮食贸易的工作经历，语义上与标准答案完全一致，准确回答了问题。"
musique-v2,offline3b_freq_boundary2,0.05,seg_0_200,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/musique-v2/rate_0p05/seg_0_200/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,18,Mehmet Hayri Tarhan's birthplace is the capital of what municipality?,Malko Tarnovo Municipality,Tirnovadjik,Tirnovadjik,False,预测答案给出的地点是“Tirnovadjik”，与标准答案“Malko Tarnovo Municipality”完全不一致，两者在语义上不等价，且未包含标准答案的关键信息，因此未能正确回答问题。,"判断: 错误
原因: 预测答案给出的地点是“Tirnovadjik”，与标准答案“Malko Tarnovo Municipality”完全不一致，两者在语义上不等价，且未包含标准答案的关键信息，因此未能正确回答问题。"
musique-v2,offline3b_freq_boundary2,0.05,seg_0_200,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/musique-v2/rate_0p05/seg_0_200/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,19,What is the performer of Heartbeat named after?,Natalie Albino,Nina Sky,Nina Sky,False,预测答案“Nina Sky”是一个音乐组合名称，而标准答案“Natalie Albino”是该组合中具体成员的名字。两者在语义上并不等价，预测答案未包含标准答案的关键信息，因此判断为错误。,"判断: 错误
原因: 预测答案“Nina Sky”是一个音乐组合名称，而标准答案“Natalie Albino”是该组合中具体成员的名字。两者在语义上并不等价，预测答案未包含标准答案的关键信息，因此判断为错误。"
musique-v2,offline3b_freq_boundary2,0.05,seg_0_200,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/musique-v2/rate_0p05/seg_0_200/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,20,The author of Elizabeth and After attended which university?,University of Toronto,University of Toronto,University of Toronto,True,预测答案“University of Toronto”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了《Elizabeth and After》作者所就读的大学，符合正确回答的标准。,"判断: 正确
原因: 预测答案“University of Toronto”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了《Elizabeth and After》作者所就读的大学，符合正确回答的标准。"
musique-v2,offline3b_freq_boundary2,0.05,seg_0_200,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/musique-v2/rate_0p05/seg_0_200/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,21,What year did the publisher of Labyrinth end?,1986,1999,1999,False,预测答案给出的年份是1999年，而标准答案明确指出该出版商结束的年份是1986年。两者在关键信息上完全不一致，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案给出的年份是1999年，而标准答案明确指出该出版商结束的年份是1986年。两者在关键信息上完全不一致，因此预测答案未能正确回答问题。"
musique-v2,offline3b_freq_boundary2,0.05,seg_0_200,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/musique-v2/rate_0p05/seg_0_200/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,22,The food safety system of the agency that has the authority to decide if a drug is marketed otc or prescription is known as?,Food Safety Modernization Act (FSMA),FDA,FDA,False,预测答案“FDA”指的是拥有决定药物上市权力的机构（美国食品药品监督管理局），而问题询问的是该机构的食品安全系统名称。标准答案“Food Safety Modernization Act (FSMA)”才是该系统的具体名称，两者语义完全不同，因此预测答案不正确。,"判断: 错误
原因: 预测答案“FDA”指的是拥有决定药物上市权力的机构（美国食品药品监督管理局），而问题询问的是该机构的食品安全系统名称。标准答案“Food Safety Modernization Act (FSMA)”才是该系统的具体名称，两者语义完全不同，因此预测答案不正确。"
musique-v2,offline3b_freq_boundary2,0.05,seg_0_200,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/musique-v2/rate_0p05/seg_0_200/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,23,Who is the president of the newly declared independent country that has a Commission of Truth and Friendship with the country where Ambelau is located?,Francisco Guterres,José Ramos-Horta,José Ramos-Horta,False,预测答案“José Ramos-Horta”与标准答案“Francisco Guterres”是两个不同的人名，预测答案没有包含标准答案的关键信息，两者在语义上也不等价，因此判断为错误。,"判断: 错误
原因: 预测答案“José Ramos-Horta”与标准答案“Francisco Guterres”是两个不同的人名，预测答案没有包含标准答案的关键信息，两者在语义上也不等价，因此判断为错误。"
musique-v2,offline3b_freq_boundary2,0.05,seg_0_200,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/musique-v2/rate_0p05/seg_0_200/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,24,Who was the British general in the battle named after the birth city of the person who recorded Mother-in-Law?,General Edward Pakenham,Edward Pakenham,Edward Pakenham,True,预测答案“Edward Pakenham”与标准答案“General Edward Pakenham”在语义上完全等价。预测答案包含了标准答案的核心关键信息，即人物姓名“Edward Pakenham”，仅仅是省略了头衔“General”，这属于措辞上的细微差异，不影响对问题实质的正确回答。,"判断: 正确
原因: 预测答案“Edward Pakenham”与标准答案“General Edward Pakenham”在语义上完全等价。预测答案包含了标准答案的核心关键信息，即人物姓名“Edward Pakenham”，仅仅是省略了头衔“General”，这属于措辞上的细微差异，不影响对问题实质的正确回答。"
musique-v2,offline3b_freq_boundary2,0.05,seg_0_200,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/musique-v2/rate_0p05/seg_0_200/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,25,Where is Sean Hampton's birth place in the state of Florida?,in Northern Florida,Ocala,Ocala,False,预测答案“Ocala”是一个具体的城市名称，而标准答案是“in Northern Florida”这一区域概念。两者在语义上并不等价，预测答案未能包含标准答案的关键信息。,"判断: 错误
原因: 预测答案“Ocala”是一个具体的城市名称，而标准答案是“in Northern Florida”这一区域概念。两者在语义上并不等价，预测答案未能包含标准答案的关键信息。"
musique-v2,offline3b_freq_boundary2,0.05,seg_0_200,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/musique-v2/rate_0p05/seg_0_200/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,26,Who is the president of the group Kim Un-yong is a member of?,Thomas Bach,Thomas Bach,Thomas Bach,True,预测答案“Thomas Bach”与标准答案完全一致，包含了标准答案中的所有关键信息，且在语义上完全等价，准确地回答了关于该组织主席是谁的问题。,"判断: 正确
原因: 预测答案“Thomas Bach”与标准答案完全一致，包含了标准答案中的所有关键信息，且在语义上完全等价，准确地回答了关于该组织主席是谁的问题。"
musique-v2,offline3b_freq_boundary2,0.05,seg_0_200,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/musique-v2/rate_0p05/seg_0_200/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,27,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964,1964,True,预测答案“1964”与标准答案“1964”完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了问题中所问及的征兵引入时间。,"判断: 正确
原因: 预测答案“1964”与标准答案“1964”完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了问题中所问及的征兵引入时间。"
musique-v2,offline3b_freq_boundary2,0.05,seg_0_200,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/musique-v2/rate_0p05/seg_0_200/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,28,Who is the president of the new country who has jointly established a Commission on Truth and Friendship with the birth country of Satyo Husodo?,Francisco Guterres,Xanana Gusmão,Xanana Gusmão,False,预测答案“Xanana Gusmão”与标准答案“Francisco Guterres”是两个不同的人名，预测答案未包含标准答案的关键信息，两者在语义上不等价，因此判断为错误。,"判断: 错误
原因: 预测答案“Xanana Gusmão”与标准答案“Francisco Guterres”是两个不同的人名，预测答案未包含标准答案的关键信息，两者在语义上不等价，因此判断为错误。"
musique-v2,offline3b_freq_boundary2,0.05,seg_0_200,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/musique-v2/rate_0p05/seg_0_200/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,29,Who is the spouse of the current queen of England?,Philip Mountbatten,King Charles III,King Charles III,False,预测答案“King Charles III”与标准答案“Philip Mountbatten”完全不同。问题询问的是现任英国女王（即伊丽莎白二世）的配偶，其配偶应为菲利普亲王，而查尔斯三世是女王和菲利普亲王的儿子，因此预测答案错误。,"判断: 错误
原因: 预测答案“King Charles III”与标准答案“Philip Mountbatten”完全不同。问题询问的是现任英国女王（即伊丽莎白二世）的配偶，其配偶应为菲利普亲王，而查尔斯三世是女王和菲利普亲王的儿子，因此预测答案错误。"
musique-v2,offline3b_freq_boundary2,0.05,seg_0_200,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/musique-v2/rate_0p05/seg_0_200/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,30,In which year did Taifa of Francisco Giner de los Rios' birthplace cease to exist?,1065,1915,1915,False,预测答案给出的年份是1915年，而标准答案为1065年。两者在数值和语义上完全不同，预测答案未能包含标准答案的关键信息，因此是错误的。,"判断: 错误
原因: 预测答案给出的年份是1915年，而标准答案为1065年。两者在数值和语义上完全不同，预测答案未能包含标准答案的关键信息，因此是错误的。"
musique-v2,offline3b_freq_boundary2,0.05,seg_0_200,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/musique-v2/rate_0p05/seg_0_200/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,31,What did M. King Hubbert's employer announce it was in the process of doing in April 2010?,trying to find a potential buyer for all of its operations in Finland,selling all of its operations in Finland and conducting market research for Swedish operations,selling all of its operations in Finland and conducting market research for Swedish operations,False,预测答案虽然包含了标准答案中关于芬兰业务的核心信息，但额外添加了“conducting market research for Swedish operations”这一未在标准答案中提及的内容，导致两者在语义上并不等价，因此判断为错误。,"判断: 错误
原因: 预测答案虽然包含了标准答案中关于芬兰业务的核心信息，但额外添加了“conducting market research for Swedish operations”这一未在标准答案中提及的内容，导致两者在语义上并不等价，因此判断为错误。"
musique-v2,offline3b_freq_boundary2,0.05,seg_0_200,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/musique-v2/rate_0p05/seg_0_200/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,32,Who did the person considered the founder of three major monotheistic religions marry after the death of Sarah?,Keturah,Abraham married Keturah after the death of Sarah.,Abraham married Keturah after the death of Sarah.,True,预测答案明确指出了在Sarah死后，亚伯拉罕娶了Keturah。这与标准答案完全一致，包含了关键信息“Keturah”，且语义上完全等价，准确回答了问题。,"判断: 正确
原因: 预测答案明确指出了在Sarah死后，亚伯拉罕娶了Keturah。这与标准答案完全一致，包含了关键信息“Keturah”，且语义上完全等价，准确回答了问题。"
