example_id,status,chunk_id,method,rate,chunk_len,selected_count,n_queries,score_status
178,,6,docgen_draft_smart_frequency_global,0.15,79,11,32,ok
178,,6,docgen_draft_smart_frequency_global,0.2,79,15,32,ok
178,,7,docgen_draft_smart_frequency_global,0.1,281,28,32,ok
178,,7,docgen_draft_smart_frequency_global,0.15,281,42,32,ok
178,,7,docgen_draft_smart_frequency_global,0.2,281,56,32,ok
178,,8,docgen_draft_smart_frequency_global,0.1,52,5,32,ok
178,,8,docgen_draft_smart_frequency_global,0.15,52,7,32,ok
178,,8,docgen_draft_smart_frequency_global,0.2,52,10,32,ok
178,,9,docgen_draft_smart_frequency_global,0.1,192,19,32,ok
178,,9,docgen_draft_smart_frequency_global,0.15,192,28,32,ok
178,,9,docgen_draft_smart_frequency_global,0.2,192,38,32,ok
178,,10,docgen_draft_smart_frequency_global,0.1,112,11,32,ok
178,,10,docgen_draft_smart_frequency_global,0.15,112,16,32,ok
178,,10,docgen_draft_smart_frequency_global,0.2,112,22,32,ok
178,,11,docgen_draft_smart_frequency_global,0.1,64,6,32,ok
178,,11,docgen_draft_smart_frequency_global,0.15,64,9,32,ok
178,,11,docgen_draft_smart_frequency_global,0.2,64,12,32,ok
178,,12,docgen_draft_smart_frequency_global,0.1,109,10,32,ok
178,,12,docgen_draft_smart_frequency_global,0.15,109,16,32,ok
178,,12,docgen_draft_smart_frequency_global,0.2,109,21,32,ok
178,,13,docgen_draft_smart_frequency_global,0.1,161,16,32,ok
178,,13,docgen_draft_smart_frequency_global,0.15,161,24,32,ok
178,,13,docgen_draft_smart_frequency_global,0.2,161,32,32,ok
178,,14,docgen_draft_smart_frequency_global,0.1,80,8,32,ok
178,,14,docgen_draft_smart_frequency_global,0.15,80,12,32,ok
178,,14,docgen_draft_smart_frequency_global,0.2,80,16,32,ok
178,,15,docgen_draft_smart_frequency_global,0.1,72,7,32,ok
178,,15,docgen_draft_smart_frequency_global,0.15,72,10,32,ok
178,,15,docgen_draft_smart_frequency_global,0.2,72,14,32,ok
178,,16,docgen_draft_smart_frequency_global,0.1,74,7,32,ok
178,,16,docgen_draft_smart_frequency_global,0.15,74,11,32,ok
178,,16,docgen_draft_smart_frequency_global,0.2,74,14,32,ok
178,,17,docgen_draft_smart_frequency_global,0.1,76,7,32,ok
178,,17,docgen_draft_smart_frequency_global,0.15,76,11,32,ok
178,,17,docgen_draft_smart_frequency_global,0.2,76,15,32,ok
179,,0,docgen_draft_smart_frequency_global,0.1,108,10,32,ok
179,,0,docgen_draft_smart_frequency_global,0.15,108,16,32,ok
179,,0,docgen_draft_smart_frequency_global,0.2,108,21,32,ok
179,,1,docgen_draft_smart_frequency_global,0.1,97,9,32,ok
179,,1,docgen_draft_smart_frequency_global,0.15,97,14,32,ok
179,,1,docgen_draft_smart_frequency_global,0.2,97,19,32,ok
179,,2,docgen_draft_smart_frequency_global,0.1,159,15,32,ok
179,,2,docgen_draft_smart_frequency_global,0.15,159,23,32,ok
179,,2,docgen_draft_smart_frequency_global,0.2,159,31,32,ok
179,,3,docgen_draft_smart_frequency_global,0.1,91,9,32,ok
179,,3,docgen_draft_smart_frequency_global,0.15,91,13,32,ok
179,,3,docgen_draft_smart_frequency_global,0.2,91,18,32,ok
179,,4,docgen_draft_smart_frequency_global,0.1,115,11,32,ok
179,,4,docgen_draft_smart_frequency_global,0.15,115,17,32,ok
179,,4,docgen_draft_smart_frequency_global,0.2,115,23,32,ok
179,,5,docgen_draft_smart_frequency_global,0.1,102,10,32,ok
179,,5,docgen_draft_smart_frequency_global,0.15,102,15,32,ok
179,,5,docgen_draft_smart_frequency_global,0.2,102,20,32,ok
179,,6,docgen_draft_smart_frequency_global,0.1,42,4,32,ok
179,,6,docgen_draft_smart_frequency_global,0.15,42,6,32,ok
179,,6,docgen_draft_smart_frequency_global,0.2,42,8,32,ok
179,,7,docgen_draft_smart_frequency_global,0.1,126,12,32,ok
179,,7,docgen_draft_smart_frequency_global,0.15,126,18,32,ok
179,,7,docgen_draft_smart_frequency_global,0.2,126,25,32,ok
179,,8,docgen_draft_smart_frequency_global,0.1,96,9,32,ok
179,,8,docgen_draft_smart_frequency_global,0.15,96,14,32,ok
179,,8,docgen_draft_smart_frequency_global,0.2,96,19,32,ok
179,,9,docgen_draft_smart_frequency_global,0.1,130,13,32,ok
179,,9,docgen_draft_smart_frequency_global,0.15,130,19,32,ok
179,,9,docgen_draft_smart_frequency_global,0.2,130,26,32,ok
179,,10,docgen_draft_smart_frequency_global,0.1,78,7,32,ok
179,,10,docgen_draft_smart_frequency_global,0.15,78,11,32,ok
179,,10,docgen_draft_smart_frequency_global,0.2,78,15,32,ok
179,,11,docgen_draft_smart_frequency_global,0.1,34,3,32,ok
179,,11,docgen_draft_smart_frequency_global,0.15,34,5,32,ok
179,,11,docgen_draft_smart_frequency_global,0.2,34,6,32,ok
179,,12,docgen_draft_smart_frequency_global,0.1,59,5,32,ok
179,,12,docgen_draft_smart_frequency_global,0.15,59,8,32,ok
179,,12,docgen_draft_smart_frequency_global,0.2,59,11,32,ok
179,,13,docgen_draft_smart_frequency_global,0.1,122,12,32,ok
179,,13,docgen_draft_smart_frequency_global,0.15,122,18,32,ok
179,,13,docgen_draft_smart_frequency_global,0.2,122,24,32,ok
179,,14,docgen_draft_smart_frequency_global,0.1,66,6,32,ok
179,,14,docgen_draft_smart_frequency_global,0.15,66,9,32,ok
179,,14,docgen_draft_smart_frequency_global,0.2,66,13,32,ok
179,,15,docgen_draft_smart_frequency_global,0.1,69,6,32,ok
179,,15,docgen_draft_smart_frequency_global,0.15,69,10,32,ok
179,,15,docgen_draft_smart_frequency_global,0.2,69,13,32,ok
179,,16,docgen_draft_smart_frequency_global,0.1,113,11,32,ok
179,,16,docgen_draft_smart_frequency_global,0.15,113,16,32,ok
179,,16,docgen_draft_smart_frequency_global,0.2,113,22,32,ok
180,,0,docgen_draft_smart_frequency_global,0.1,115,11,32,ok
180,,0,docgen_draft_smart_frequency_global,0.15,115,17,32,ok
180,,0,docgen_draft_smart_frequency_global,0.2,115,23,32,ok
180,,1,docgen_draft_smart_frequency_global,0.1,159,15,32,ok
180,,1,docgen_draft_smart_frequency_global,0.15,159,23,32,ok
180,,1,docgen_draft_smart_frequency_global,0.2,159,31,32,ok
180,,2,docgen_draft_smart_frequency_global,0.1,108,10,32,ok
180,,2,docgen_draft_smart_frequency_global,0.15,108,16,32,ok
180,,2,docgen_draft_smart_frequency_global,0.2,108,21,32,ok
180,,3,docgen_draft_smart_frequency_global,0.1,322,32,32,ok
180,,3,docgen_draft_smart_frequency_global,0.15,322,48,32,ok
180,,3,docgen_draft_smart_frequency_global,0.2,322,64,32,ok
180,,4,docgen_draft_smart_frequency_global,0.1,160,16,32,ok
180,,4,docgen_draft_smart_frequency_global,0.15,160,24,32,ok
180,,4,docgen_draft_smart_frequency_global,0.2,160,32,32,ok
180,,5,docgen_draft_smart_frequency_global,0.1,114,11,32,ok
180,,5,docgen_draft_smart_frequency_global,0.15,114,17,32,ok
180,,5,docgen_draft_smart_frequency_global,0.2,114,22,32,ok
180,,6,docgen_draft_smart_frequency_global,0.1,208,20,32,ok
180,,6,docgen_draft_smart_frequency_global,0.15,208,31,32,ok
180,,6,docgen_draft_smart_frequency_global,0.2,208,41,32,ok
180,,7,docgen_draft_smart_frequency_global,0.1,60,6,32,ok
180,,7,docgen_draft_smart_frequency_global,0.15,60,9,32,ok
180,,7,docgen_draft_smart_frequency_global,0.2,60,12,32,ok
180,,8,docgen_draft_smart_frequency_global,0.1,126,12,32,ok
180,,8,docgen_draft_smart_frequency_global,0.15,126,18,32,ok
180,,8,docgen_draft_smart_frequency_global,0.2,126,25,32,ok
180,,9,docgen_draft_smart_frequency_global,0.1,178,17,32,ok
180,,9,docgen_draft_smart_frequency_global,0.15,178,26,32,ok
180,,9,docgen_draft_smart_frequency_global,0.2,178,35,32,ok
180,,10,docgen_draft_smart_frequency_global,0.1,78,7,32,ok
180,,10,docgen_draft_smart_frequency_global,0.15,78,11,32,ok
180,,10,docgen_draft_smart_frequency_global,0.2,78,15,32,ok
180,,11,docgen_draft_smart_frequency_global,0.1,34,3,32,ok
180,,11,docgen_draft_smart_frequency_global,0.15,34,5,32,ok
180,,11,docgen_draft_smart_frequency_global,0.2,34,6,32,ok
180,,12,docgen_draft_smart_frequency_global,0.1,122,12,32,ok
180,,12,docgen_draft_smart_frequency_global,0.15,122,18,32,ok
180,,12,docgen_draft_smart_frequency_global,0.2,122,24,32,ok
180,,13,docgen_draft_smart_frequency_global,0.1,84,8,32,ok
180,,13,docgen_draft_smart_frequency_global,0.15,84,12,32,ok
180,,13,docgen_draft_smart_frequency_global,0.2,84,16,32,ok
180,,14,docgen_draft_smart_frequency_global,0.1,113,11,32,ok
180,,14,docgen_draft_smart_frequency_global,0.15,113,16,32,ok
180,,14,docgen_draft_smart_frequency_global,0.2,113,22,32,ok
180,,15,docgen_draft_smart_frequency_global,0.1,43,4,32,ok
180,,15,docgen_draft_smart_frequency_global,0.15,43,6,32,ok
180,,15,docgen_draft_smart_frequency_global,0.2,43,8,32,ok
180,,16,docgen_draft_smart_frequency_global,0.1,94,9,32,ok
180,,16,docgen_draft_smart_frequency_global,0.15,94,14,32,ok
180,,16,docgen_draft_smart_frequency_global,0.2,94,18,32,ok
181,skipped_should_test_false,,,,,,,
182,skipped_should_test_false,,,,,,,
183,,0,docgen_draft_smart_frequency_global,0.1,331,33,32,ok
183,,0,docgen_draft_smart_frequency_global,0.15,331,49,32,ok
183,,0,docgen_draft_smart_frequency_global,0.2,331,66,32,ok
183,,1,docgen_draft_smart_frequency_global,0.1,133,13,32,ok
183,,1,docgen_draft_smart_frequency_global,0.15,133,19,32,ok
183,,1,docgen_draft_smart_frequency_global,0.2,133,26,32,ok
183,,2,docgen_draft_smart_frequency_global,0.1,162,16,32,ok
183,,2,docgen_draft_smart_frequency_global,0.15,162,24,32,ok
183,,2,docgen_draft_smart_frequency_global,0.2,162,32,32,ok
183,,3,docgen_draft_smart_frequency_global,0.1,184,18,32,ok
183,,3,docgen_draft_smart_frequency_global,0.15,184,27,32,ok
183,,3,docgen_draft_smart_frequency_global,0.2,184,36,32,ok
183,,4,docgen_draft_smart_frequency_global,0.1,81,8,32,ok
183,,4,docgen_draft_smart_frequency_global,0.15,81,12,32,ok
183,,4,docgen_draft_smart_frequency_global,0.2,81,16,32,ok
183,,5,docgen_draft_smart_frequency_global,0.1,173,17,32,ok
183,,5,docgen_draft_smart_frequency_global,0.15,173,25,32,ok
183,,5,docgen_draft_smart_frequency_global,0.2,173,34,32,ok
183,,6,docgen_draft_smart_frequency_global,0.1,127,12,32,ok
183,,6,docgen_draft_smart_frequency_global,0.15,127,19,32,ok
183,,6,docgen_draft_smart_frequency_global,0.2,127,25,32,ok
183,,7,docgen_draft_smart_frequency_global,0.1,112,11,32,ok
183,,7,docgen_draft_smart_frequency_global,0.15,112,16,32,ok
183,,7,docgen_draft_smart_frequency_global,0.2,112,22,32,ok
183,,8,docgen_draft_smart_frequency_global,0.1,139,13,32,ok
183,,8,docgen_draft_smart_frequency_global,0.15,139,20,32,ok
183,,8,docgen_draft_smart_frequency_global,0.2,139,27,32,ok
183,,9,docgen_draft_smart_frequency_global,0.1,152,15,32,ok
183,,9,docgen_draft_smart_frequency_global,0.15,152,22,32,ok
183,,9,docgen_draft_smart_frequency_global,0.2,152,30,32,ok
183,,10,docgen_draft_smart_frequency_global,0.1,102,10,32,ok
183,,10,docgen_draft_smart_frequency_global,0.15,102,15,32,ok
183,,10,docgen_draft_smart_frequency_global,0.2,102,20,32,ok
183,,11,docgen_draft_smart_frequency_global,0.1,131,13,32,ok
183,,11,docgen_draft_smart_frequency_global,0.15,131,19,32,ok
183,,11,docgen_draft_smart_frequency_global,0.2,131,26,32,ok
183,,12,docgen_draft_smart_frequency_global,0.1,45,4,32,ok
183,,12,docgen_draft_smart_frequency_global,0.15,45,6,32,ok
183,,12,docgen_draft_smart_frequency_global,0.2,45,9,32,ok
183,,13,docgen_draft_smart_frequency_global,0.1,274,27,32,ok
183,,13,docgen_draft_smart_frequency_global,0.15,274,41,32,ok
183,,13,docgen_draft_smart_frequency_global,0.2,274,54,32,ok
183,,14,docgen_draft_smart_frequency_global,0.1,141,14,32,ok
183,,14,docgen_draft_smart_frequency_global,0.15,141,21,32,ok
183,,14,docgen_draft_smart_frequency_global,0.2,141,28,32,ok
183,,15,docgen_draft_smart_frequency_global,0.1,84,8,32,ok
183,,15,docgen_draft_smart_frequency_global,0.15,84,12,32,ok
183,,15,docgen_draft_smart_frequency_global,0.2,84,16,32,ok
183,,16,docgen_draft_smart_frequency_global,0.1,168,16,32,ok
183,,16,docgen_draft_smart_frequency_global,0.15,168,25,32,ok
183,,16,docgen_draft_smart_frequency_global,0.2,168,33,32,ok
183,,17,docgen_draft_smart_frequency_global,0.1,121,12,32,ok
183,,17,docgen_draft_smart_frequency_global,0.15,121,18,32,ok
183,,17,docgen_draft_smart_frequency_global,0.2,121,24,32,ok
183,,18,docgen_draft_smart_frequency_global,0.1,135,13,32,ok
183,,18,docgen_draft_smart_frequency_global,0.15,135,20,32,ok
183,,18,docgen_draft_smart_frequency_global,0.2,135,27,32,ok
184,skipped_should_test_false,,,,,,,
185,skipped_should_test_false,,,,,,,
186,,0,docgen_draft_smart_frequency_global,0.1,89,8,32,ok
186,,0,docgen_draft_smart_frequency_global,0.15,89,13,32,ok
186,,0,docgen_draft_smart_frequency_global,0.2,89,17,32,ok
186,,1,docgen_draft_smart_frequency_global,0.1,114,11,32,ok
186,,1,docgen_draft_smart_frequency_global,0.15,114,17,32,ok
186,,1,docgen_draft_smart_frequency_global,0.2,114,22,32,ok
186,,2,docgen_draft_smart_frequency_global,0.1,98,9,32,ok
186,,2,docgen_draft_smart_frequency_global,0.15,98,14,32,ok
186,,2,docgen_draft_smart_frequency_global,0.2,98,19,32,ok
186,,3,docgen_draft_smart_frequency_global,0.1,80,8,32,ok
186,,3,docgen_draft_smart_frequency_global,0.15,80,12,32,ok
186,,3,docgen_draft_smart_frequency_global,0.2,80,16,32,ok
186,,4,docgen_draft_smart_frequency_global,0.1,134,13,32,ok
186,,4,docgen_draft_smart_frequency_global,0.15,134,20,32,ok
186,,4,docgen_draft_smart_frequency_global,0.2,134,26,32,ok
186,,5,docgen_draft_smart_frequency_global,0.1,175,17,32,ok
186,,5,docgen_draft_smart_frequency_global,0.15,175,26,32,ok
186,,5,docgen_draft_smart_frequency_global,0.2,175,35,32,ok
186,,6,docgen_draft_smart_frequency_global,0.1,82,8,32,ok
186,,6,docgen_draft_smart_frequency_global,0.15,82,12,32,ok
186,,6,docgen_draft_smart_frequency_global,0.2,82,16,32,ok
186,,7,docgen_draft_smart_frequency_global,0.1,163,16,32,ok
186,,7,docgen_draft_smart_frequency_global,0.15,163,24,32,ok
186,,7,docgen_draft_smart_frequency_global,0.2,163,32,32,ok
186,,8,docgen_draft_smart_frequency_global,0.1,116,11,32,ok
186,,8,docgen_draft_smart_frequency_global,0.15,116,17,32,ok
186,,8,docgen_draft_smart_frequency_global,0.2,116,23,32,ok
186,,9,docgen_draft_smart_frequency_global,0.1,105,10,32,ok
186,,9,docgen_draft_smart_frequency_global,0.15,105,15,32,ok
186,,9,docgen_draft_smart_frequency_global,0.2,105,21,32,ok
186,,10,docgen_draft_smart_frequency_global,0.1,312,31,32,ok
186,,10,docgen_draft_smart_frequency_global,0.15,312,46,32,ok
186,,10,docgen_draft_smart_frequency_global,0.2,312,62,32,ok
186,,11,docgen_draft_smart_frequency_global,0.1,139,13,32,ok
186,,11,docgen_draft_smart_frequency_global,0.15,139,20,32,ok
186,,11,docgen_draft_smart_frequency_global,0.2,139,27,32,ok
186,,12,docgen_draft_smart_frequency_global,0.1,147,14,32,ok
186,,12,docgen_draft_smart_frequency_global,0.15,147,22,32,ok
186,,12,docgen_draft_smart_frequency_global,0.2,147,29,32,ok
187,skipped_should_test_false,,,,,,,
188,,0,docgen_draft_smart_frequency_global,0.1,69,6,32,ok
188,,0,docgen_draft_smart_frequency_global,0.15,69,10,32,ok
188,,0,docgen_draft_smart_frequency_global,0.2,69,13,32,ok
188,,1,docgen_draft_smart_frequency_global,0.1,219,21,32,ok
188,,1,docgen_draft_smart_frequency_global,0.15,219,32,32,ok
188,,1,docgen_draft_smart_frequency_global,0.2,219,43,32,ok
188,,2,docgen_draft_smart_frequency_global,0.1,69,6,32,ok
188,,2,docgen_draft_smart_frequency_global,0.15,69,10,32,ok
188,,2,docgen_draft_smart_frequency_global,0.2,69,13,32,ok
188,,3,docgen_draft_smart_frequency_global,0.1,47,4,32,ok
188,,3,docgen_draft_smart_frequency_global,0.15,47,7,32,ok
188,,3,docgen_draft_smart_frequency_global,0.2,47,9,32,ok
188,,4,docgen_draft_smart_frequency_global,0.1,67,6,32,ok
188,,4,docgen_draft_smart_frequency_global,0.15,67,10,32,ok
188,,4,docgen_draft_smart_frequency_global,0.2,67,13,32,ok
188,,5,docgen_draft_smart_frequency_global,0.1,130,13,32,ok
188,,5,docgen_draft_smart_frequency_global,0.15,130,19,32,ok
188,,5,docgen_draft_smart_frequency_global,0.2,130,26,32,ok
188,,6,docgen_draft_smart_frequency_global,0.1,70,7,32,ok
188,,6,docgen_draft_smart_frequency_global,0.15,70,10,32,ok
188,,6,docgen_draft_smart_frequency_global,0.2,70,14,32,ok
188,,7,docgen_draft_smart_frequency_global,0.1,79,7,32,ok
188,,7,docgen_draft_smart_frequency_global,0.15,79,11,32,ok
188,,7,docgen_draft_smart_frequency_global,0.2,79,15,32,ok
188,,8,docgen_draft_smart_frequency_global,0.1,56,5,32,ok
188,,8,docgen_draft_smart_frequency_global,0.15,56,8,32,ok
188,,8,docgen_draft_smart_frequency_global,0.2,56,11,32,ok
188,,9,docgen_draft_smart_frequency_global,0.1,57,5,32,ok
188,,9,docgen_draft_smart_frequency_global,0.15,57,8,32,ok
188,,9,docgen_draft_smart_frequency_global,0.2,57,11,32,ok
188,,10,docgen_draft_smart_frequency_global,0.1,96,9,32,ok
188,,10,docgen_draft_smart_frequency_global,0.15,96,14,32,ok
188,,10,docgen_draft_smart_frequency_global,0.2,96,19,32,ok
188,,11,docgen_draft_smart_frequency_global,0.1,96,9,32,ok
188,,11,docgen_draft_smart_frequency_global,0.15,96,14,32,ok
188,,11,docgen_draft_smart_frequency_global,0.2,96,19,32,ok
188,,12,docgen_draft_smart_frequency_global,0.1,76,7,32,ok
188,,12,docgen_draft_smart_frequency_global,0.15,76,11,32,ok
188,,12,docgen_draft_smart_frequency_global,0.2,76,15,32,ok
188,,13,docgen_draft_smart_frequency_global,0.1,80,8,32,ok
188,,13,docgen_draft_smart_frequency_global,0.15,80,12,32,ok
188,,13,docgen_draft_smart_frequency_global,0.2,80,16,32,ok
188,,14,docgen_draft_smart_frequency_global,0.1,90,9,32,ok
188,,14,docgen_draft_smart_frequency_global,0.15,90,13,32,ok
188,,14,docgen_draft_smart_frequency_global,0.2,90,18,32,ok
188,,15,docgen_draft_smart_frequency_global,0.1,100,10,32,ok
188,,15,docgen_draft_smart_frequency_global,0.15,100,15,32,ok
188,,15,docgen_draft_smart_frequency_global,0.2,100,20,32,ok
188,,16,docgen_draft_smart_frequency_global,0.1,93,9,32,ok
188,,16,docgen_draft_smart_frequency_global,0.15,93,13,32,ok
188,,16,docgen_draft_smart_frequency_global,0.2,93,18,32,ok
188,,17,docgen_draft_smart_frequency_global,0.1,102,10,32,ok
188,,17,docgen_draft_smart_frequency_global,0.15,102,15,32,ok
188,,17,docgen_draft_smart_frequency_global,0.2,102,20,32,ok
189,skipped_should_test_false,,,,,,,
190,skipped_should_test_false,,,,,,,
191,,0,docgen_draft_smart_frequency_global,0.1,68,6,32,ok
191,,0,docgen_draft_smart_frequency_global,0.15,68,10,32,ok
191,,0,docgen_draft_smart_frequency_global,0.2,68,13,32,ok
191,,1,docgen_draft_smart_frequency_global,0.1,43,4,32,ok
191,,1,docgen_draft_smart_frequency_global,0.15,43,6,32,ok
191,,1,docgen_draft_smart_frequency_global,0.2,43,8,32,ok
191,,2,docgen_draft_smart_frequency_global,0.1,57,5,32,ok
191,,2,docgen_draft_smart_frequency_global,0.15,57,8,32,ok
191,,2,docgen_draft_smart_frequency_global,0.2,57,11,32,ok
191,,3,docgen_draft_smart_frequency_global,0.1,133,13,32,ok
191,,3,docgen_draft_smart_frequency_global,0.15,133,19,32,ok
191,,3,docgen_draft_smart_frequency_global,0.2,133,26,32,ok
191,,4,docgen_draft_smart_frequency_global,0.1,94,9,32,ok
191,,4,docgen_draft_smart_frequency_global,0.15,94,14,32,ok
191,,4,docgen_draft_smart_frequency_global,0.2,94,18,32,ok
191,,5,docgen_draft_smart_frequency_global,0.1,167,16,32,ok
191,,5,docgen_draft_smart_frequency_global,0.15,167,25,32,ok
191,,5,docgen_draft_smart_frequency_global,0.2,167,33,32,ok
191,,6,docgen_draft_smart_frequency_global,0.1,132,13,32,ok
191,,6,docgen_draft_smart_frequency_global,0.15,132,19,32,ok
191,,6,docgen_draft_smart_frequency_global,0.2,132,26,32,ok
191,,7,docgen_draft_smart_frequency_global,0.1,252,25,32,ok
191,,7,docgen_draft_smart_frequency_global,0.15,252,37,32,ok
191,,7,docgen_draft_smart_frequency_global,0.2,252,50,32,ok
191,,8,docgen_draft_smart_frequency_global,0.1,69,6,32,ok
191,,8,docgen_draft_smart_frequency_global,0.15,69,10,32,ok
191,,8,docgen_draft_smart_frequency_global,0.2,69,13,32,ok
191,,9,docgen_draft_smart_frequency_global,0.1,60,6,32,ok
191,,9,docgen_draft_smart_frequency_global,0.15,60,9,32,ok
191,,9,docgen_draft_smart_frequency_global,0.2,60,12,32,ok
191,,10,docgen_draft_smart_frequency_global,0.1,102,10,32,ok
191,,10,docgen_draft_smart_frequency_global,0.15,102,15,32,ok
191,,10,docgen_draft_smart_frequency_global,0.2,102,20,32,ok
191,,11,docgen_draft_smart_frequency_global,0.1,131,13,32,ok
191,,11,docgen_draft_smart_frequency_global,0.15,131,19,32,ok
191,,11,docgen_draft_smart_frequency_global,0.2,131,26,32,ok
191,,12,docgen_draft_smart_frequency_global,0.1,45,4,32,ok
191,,12,docgen_draft_smart_frequency_global,0.15,45,6,32,ok
191,,12,docgen_draft_smart_frequency_global,0.2,45,9,32,ok
191,,13,docgen_draft_smart_frequency_global,0.1,274,27,32,ok
191,,13,docgen_draft_smart_frequency_global,0.15,274,41,32,ok
191,,13,docgen_draft_smart_frequency_global,0.2,274,54,32,ok
191,,14,docgen_draft_smart_frequency_global,0.1,141,14,32,ok
191,,14,docgen_draft_smart_frequency_global,0.15,141,21,32,ok
191,,14,docgen_draft_smart_frequency_global,0.2,141,28,32,ok
191,,15,docgen_draft_smart_frequency_global,0.1,84,8,32,ok
191,,15,docgen_draft_smart_frequency_global,0.15,84,12,32,ok
191,,15,docgen_draft_smart_frequency_global,0.2,84,16,32,ok
191,,16,docgen_draft_smart_frequency_global,0.1,168,16,32,ok
191,,16,docgen_draft_smart_frequency_global,0.15,168,25,32,ok
191,,16,docgen_draft_smart_frequency_global,0.2,168,33,32,ok
191,,17,docgen_draft_smart_frequency_global,0.1,121,12,32,ok
191,,17,docgen_draft_smart_frequency_global,0.15,121,18,32,ok
191,,17,docgen_draft_smart_frequency_global,0.2,121,24,32,ok
191,,18,docgen_draft_smart_frequency_global,0.1,135,13,32,ok
191,,18,docgen_draft_smart_frequency_global,0.15,135,20,32,ok
191,,18,docgen_draft_smart_frequency_global,0.2,135,27,32,ok
192,skipped_should_test_false,,,,,,,
193,skipped_should_test_false,,,,,,,
194,skipped_should_test_false,,,,,,,
195,skipped_should_test_false,,,,,,,
196,skipped_should_test_false,,,,,,,
197,skipped_should_test_false,,,,,,,
198,skipped_should_test_false,,,,,,,
199,skipped_should_test_false,,,,,,,
